game,2014,14,20141207,201412070rai,sfo,"San Francisco 49ers",13,rai,"Oakland Raiders",24
player,201412070rai,rai,ArmsRa01,pos,LB,,,,,
player,201412070rai,rai,ArmsRa01,offense,0,,,,,
player,201412070rai,rai,ArmsRa01,off_pct,0%,,,,,
player,201412070rai,rai,ArmsRa01,defense,1,,,,,
player,201412070rai,rai,ArmsRa01,def_pct,2%,,,,,
player,201412070rai,rai,ArmsRa01,special_teams,18,,,,,
player,201412070rai,rai,ArmsRa01,st_pct,67%,,,,,
player,201412070rai,rai,ChanJa98,pos,LB,,,,,
player,201412070rai,rai,ChanJa98,offense,0,,,,,
player,201412070rai,rai,ChanJa98,off_pct,0%,,,,,
player,201412070rai,rai,ChanJa98,defense,0,,,,,
player,201412070rai,rai,ChanJa98,def_pct,0%,,,,,
player,201412070rai,rai,ChanJa98,special_teams,18,,,,,
player,201412070rai,rai,ChanJa98,st_pct,67%,,,,,
player,201412070rai,rai,McGiKe00,pos,CB,,,,,
player,201412070rai,rai,McGiKe00,offense,0,,,,,
player,201412070rai,rai,McGiKe00,off_pct,0%,,,,,
player,201412070rai,rai,McGiKe00,defense,0,,,,,
player,201412070rai,rai,McGiKe00,def_pct,0%,,,,,
player,201412070rai,rai,McGiKe00,special_teams,18,,,,,
player,201412070rai,rai,McGiKe00,st_pct,67%,,,,,
player,201412070rai,rai,CondJo20,pos,LS,,,,,
player,201412070rai,rai,CondJo20,offense,0,,,,,
player,201412070rai,rai,CondJo20,off_pct,0%,,,,,
player,201412070rai,rai,CondJo20,defense,0,,,,,
player,201412070rai,rai,CondJo20,def_pct,0%,,,,,
player,201412070rai,rai,CondJo20,special_teams,9,,,,,
player,201412070rai,rai,CondJo20,st_pct,33%,,,,,
player,201412070rai,rai,AtkiGe01,pos,RB,,,,,
player,201412070rai,rai,AtkiGe01,offense,0,,,,,
player,201412070rai,rai,AtkiGe01,off_pct,0%,,,,,
player,201412070rai,rai,AtkiGe01,defense,0,,,,,
player,201412070rai,rai,AtkiGe01,def_pct,0%,,,,,
player,201412070rai,rai,AtkiGe01,special_teams,9,,,,,
player,201412070rai,rai,AtkiGe01,st_pct,33%,,,,,
player,201412070rai,rai,janikseb01,pos,K,,,,,
player,201412070rai,rai,janikseb01,offense,0,,,,,
player,201412070rai,rai,janikseb01,off_pct,0%,,,,,
player,201412070rai,rai,janikseb01,defense,0,,,,,
player,201412070rai,rai,janikseb01,def_pct,0%,,,,,
player,201412070rai,rai,janikseb01,special_teams,9,,,,,
player,201412070rai,rai,janikseb01,st_pct,33%,,,,,
player,201412070rai,rai,KingMa00,pos,P,,,,,
player,201412070rai,rai,KingMa00,offense,0,,,,,
player,201412070rai,rai,KingMa00,off_pct,0%,,,,,
player,201412070rai,rai,KingMa00,defense,0,,,,,
player,201412070rai,rai,KingMa00,def_pct,0%,,,,,
player,201412070rai,rai,KingMa00,special_teams,5,,,,,
player,201412070rai,rai,KingMa00,st_pct,19%,,,,,
player,201412070rai,rai,SchaMa00,pos,QB,,,,,
player,201412070rai,rai,SchaMa00,offense,0,,,,,
player,201412070rai,rai,SchaMa00,off_pct,0%,,,,,
player,201412070rai,rai,SchaMa00,defense,0,,,,,
player,201412070rai,rai,SchaMa00,def_pct,0%,,,,,
player,201412070rai,rai,SchaMa00,special_teams,4,,,,,
player,201412070rai,rai,SchaMa00,st_pct,15%,,,,,
player,201412070rai,rai,BootKe20,pos,C,,,,,
player,201412070rai,rai,BootKe20,offense,0,,,,,
player,201412070rai,rai,BootKe20,off_pct,0%,,,,,
player,201412070rai,rai,BootKe20,defense,0,,,,,
player,201412070rai,rai,BootKe20,def_pct,0%,,,,,
player,201412070rai,rai,BootKe20,special_teams,4,,,,,
player,201412070rai,rai,BootKe20,st_pct,15%,,,,,
player,201412070rai,sfo,MartJo01,pos,T,,,,,
player,201412070rai,sfo,MartJo01,offense,60,,,,,
player,201412070rai,sfo,MartJo01,off_pct,100%,,,,,
player,201412070rai,sfo,MartJo01,defense,0,,,,,
player,201412070rai,sfo,MartJo01,def_pct,0%,,,,,
player,201412070rai,sfo,MartJo01,special_teams,5,,,,,
player,201412070rai,sfo,MartJo01,st_pct,19%,,,,,
player,201412070rai,sfo,BoonAl21,pos,G,,,,,
player,201412070rai,sfo,BoonAl21,offense,60,,,,,
player,201412070rai,sfo,BoonAl21,off_pct,100%,,,,,
player,201412070rai,sfo,BoonAl21,defense,0,,,,,
player,201412070rai,sfo,BoonAl21,def_pct,0%,,,,,
player,201412070rai,sfo,BoonAl21,special_teams,5,,,,,
player,201412070rai,sfo,BoonAl21,st_pct,19%,,,,,
player,201412070rai,sfo,StalJo20,pos,T,,,,,
player,201412070rai,sfo,StalJo20,offense,60,,,,,
player,201412070rai,sfo,StalJo20,off_pct,100%,,,,,
player,201412070rai,sfo,StalJo20,defense,0,,,,,
player,201412070rai,sfo,StalJo20,def_pct,0%,,,,,
player,201412070rai,sfo,StalJo20,special_teams,5,,,,,
player,201412070rai,sfo,StalJo20,st_pct,19%,,,,,
player,201412070rai,sfo,DaviVe00,pos,TE,,,,,
player,201412070rai,sfo,DaviVe00,offense,60,,,,,
player,201412070rai,sfo,DaviVe00,off_pct,100%,,,,,
player,201412070rai,sfo,DaviVe00,defense,0,,,,,
player,201412070rai,sfo,DaviVe00,def_pct,0%,,,,,
player,201412070rai,sfo,DaviVe00,special_teams,0,,,,,
player,201412070rai,sfo,DaviVe00,st_pct,0%,,,,,
player,201412070rai,sfo,KaepCo00,pos,QB,,,,,
player,201412070rai,sfo,KaepCo00,offense,60,,,,,
player,201412070rai,sfo,KaepCo00,off_pct,100%,,,,,
player,201412070rai,sfo,KaepCo00,defense,0,,,,,
player,201412070rai,sfo,KaepCo00,def_pct,0%,,,,,
player,201412070rai,sfo,KaepCo00,special_teams,0,,,,,
player,201412070rai,sfo,KaepCo00,st_pct,0%,,,,,
player,201412070rai,sfo,BoldAn00,pos,WR,,,,,
player,201412070rai,sfo,BoldAn00,offense,60,,,,,
player,201412070rai,sfo,BoldAn00,off_pct,100%,,,,,
player,201412070rai,sfo,BoldAn00,defense,0,,,,,
player,201412070rai,sfo,BoldAn00,def_pct,0%,,,,,
player,201412070rai,sfo,BoldAn00,special_teams,0,,,,,
player,201412070rai,sfo,BoldAn00,st_pct,0%,,,,,
player,201412070rai,sfo,MartMa01,pos,C,,,,,
player,201412070rai,sfo,MartMa01,offense,55,,,,,
player,201412070rai,sfo,MartMa01,off_pct,92%,,,,,
player,201412070rai,sfo,MartMa01,defense,0,,,,,
player,201412070rai,sfo,MartMa01,def_pct,0%,,,,,
player,201412070rai,sfo,MartMa01,special_teams,4,,,,,
player,201412070rai,sfo,MartMa01,st_pct,15%,,,,,
player,201412070rai,sfo,IupaMi20,pos,G,,,,,
player,201412070rai,sfo,IupaMi20,offense,49,,,,,
player,201412070rai,sfo,IupaMi20,off_pct,82%,,,,,
player,201412070rai,sfo,IupaMi20,defense,0,,,,,
player,201412070rai,sfo,IupaMi20,def_pct,0%,,,,,
player,201412070rai,sfo,IupaMi20,special_teams,2,,,,,
player,201412070rai,sfo,IupaMi20,st_pct,7%,,,,,
player,201412070rai,sfo,CrabMi00,pos,WR,,,,,
player,201412070rai,sfo,CrabMi00,offense,49,,,,,
player,201412070rai,sfo,CrabMi00,off_pct,82%,,,,,
player,201412070rai,sfo,CrabMi00,defense,0,,,,,
player,201412070rai,sfo,CrabMi00,def_pct,0%,,,,,
player,201412070rai,sfo,CrabMi00,special_teams,0,,,,,
player,201412070rai,sfo,CrabMi00,st_pct,0%,,,,,
player,201412070rai,sfo,GoreFr00,pos,RB,,,,,
player,201412070rai,sfo,GoreFr00,offense,37,,,,,
player,201412070rai,sfo,GoreFr00,off_pct,62%,,,,,
player,201412070rai,sfo,GoreFr00,defense,0,,,,,
player,201412070rai,sfo,GoreFr00,def_pct,0%,,,,,
player,201412070rai,sfo,GoreFr00,special_teams,0,,,,,
player,201412070rai,sfo,GoreFr00,st_pct,0%,,,,,
player,201412070rai,sfo,JohnSt00,pos,WR,,,,,
player,201412070rai,sfo,JohnSt00,offense,31,,,,,
player,201412070rai,sfo,JohnSt00,off_pct,52%,,,,,
player,201412070rai,sfo,JohnSt00,defense,0,,,,,
player,201412070rai,sfo,JohnSt00,def_pct,0%,,,,,
player,201412070rai,sfo,JohnSt00,special_teams,0,,,,,
player,201412070rai,sfo,JohnSt00,st_pct,0%,,,,,
player,201412070rai,sfo,HydeCa00,pos,RB,,,,,
player,201412070rai,sfo,HydeCa00,offense,20,,,,,
player,201412070rai,sfo,HydeCa00,off_pct,33%,,,,,
player,201412070rai,sfo,HydeCa00,defense,0,,,,,
player,201412070rai,sfo,HydeCa00,def_pct,0%,,,,,
player,201412070rai,sfo,HydeCa00,special_teams,0,,,,,
player,201412070rai,sfo,HydeCa00,st_pct,0%,,,,,
player,201412070rai,sfo,MillBr02,pos,FB,,,,,
player,201412070rai,sfo,MillBr02,offense,16,,,,,
player,201412070rai,sfo,MillBr02,off_pct,27%,,,,,
player,201412070rai,sfo,MillBr02,defense,0,,,,,
player,201412070rai,sfo,MillBr02,def_pct,0%,,,,,
player,201412070rai,sfo,MillBr02,special_teams,13,,,,,
player,201412070rai,sfo,MillBr02,st_pct,48%,,,,,
player,201412070rai,sfo,LoonJo01,pos,G,,,,,
player,201412070rai,sfo,LoonJo01,offense,16,,,,,
player,201412070rai,sfo,LoonJo01,off_pct,27%,,,,,
player,201412070rai,sfo,LoonJo01,defense,0,,,,,
player,201412070rai,sfo,LoonJo01,def_pct,0%,,,,,
player,201412070rai,sfo,LoonJo01,special_teams,5,,,,,
player,201412070rai,sfo,LoonJo01,st_pct,19%,,,,,
player,201412070rai,sfo,CeleGa00,pos,TE,,,,,
player,201412070rai,sfo,CeleGa00,offense,12,,,,,
player,201412070rai,sfo,CeleGa00,off_pct,20%,,,,,
player,201412070rai,sfo,CeleGa00,defense,0,,,,,
player,201412070rai,sfo,CeleGa00,def_pct,0%,,,,,
player,201412070rai,sfo,CeleGa00,special_teams,10,,,,,
player,201412070rai,sfo,CeleGa00,st_pct,37%,,,,,
player,201412070rai,sfo,PattQu00,pos,WR,,,,,
player,201412070rai,sfo,PattQu00,offense,12,,,,,
player,201412070rai,sfo,PattQu00,off_pct,20%,,,,,
player,201412070rai,sfo,PattQu00,defense,0,,,,,
player,201412070rai,sfo,PattQu00,def_pct,0%,,,,,
player,201412070rai,sfo,PattQu00,special_teams,4,,,,,
player,201412070rai,sfo,PattQu00,st_pct,15%,,,,,
player,201412070rai,sfo,ElliBr00,pos,WR,,,,,
player,201412070rai,sfo,ElliBr00,offense,3,,,,,
player,201412070rai,sfo,ElliBr00,off_pct,5%,,,,,
player,201412070rai,sfo,ElliBr00,defense,0,,,,,
player,201412070rai,sfo,ElliBr00,def_pct,0%,,,,,
player,201412070rai,sfo,ElliBr00,special_teams,10,,,,,
player,201412070rai,sfo,ElliBr00,st_pct,37%,,,,,
player,201412070rai,sfo,WilhMi00,pos,LB,,,,,
player,201412070rai,sfo,WilhMi00,offense,0,,,,,
player,201412070rai,sfo,WilhMi00,off_pct,0%,,,,,
player,201412070rai,sfo,WilhMi00,defense,63,,,,,
player,201412070rai,sfo,WilhMi00,def_pct,100%,,,,,
player,201412070rai,sfo,WilhMi00,special_teams,9,,,,,
player,201412070rai,sfo,WilhMi00,st_pct,33%,,,,,
player,201412070rai,sfo,SmitAl04,pos,LB,,,,,
player,201412070rai,sfo,SmitAl04,offense,0,,,,,
player,201412070rai,sfo,SmitAl04,off_pct,0%,,,,,
player,201412070rai,sfo,SmitAl04,defense,63,,,,,
player,201412070rai,sfo,SmitAl04,def_pct,100%,,,,,
player,201412070rai,sfo,SmitAl04,special_teams,5,,,,,
player,201412070rai,sfo,SmitAl04,st_pct,19%,,,,,
player,201412070rai,sfo,BethAn20,pos,SS,,,,,
player,201412070rai,sfo,BethAn20,offense,0,,,,,
player,201412070rai,sfo,BethAn20,off_pct,0%,,,,,
player,201412070rai,sfo,BethAn20,defense,63,,,,,
player,201412070rai,sfo,BethAn20,def_pct,100%,,,,,
player,201412070rai,sfo,BethAn20,special_teams,0,,,,,
player,201412070rai,sfo,BethAn20,st_pct,0%,,,,,
player,201412070rai,sfo,CoxxPe99,pos,CB,,,,,
player,201412070rai,sfo,CoxxPe99,offense,0,,,,,
player,201412070rai,sfo,CoxxPe99,off_pct,0%,,,,,
player,201412070rai,sfo,CoxxPe99,defense,62,,,,,
player,201412070rai,sfo,CoxxPe99,def_pct,98%,,,,,
player,201412070rai,sfo,CoxxPe99,special_teams,4,,,,,
player,201412070rai,sfo,CoxxPe99,st_pct,15%,,,,,
player,201412070rai,sfo,BorlCh00,pos,LB,,,,,
player,201412070rai,sfo,BorlCh00,offense,0,,,,,
player,201412070rai,sfo,BorlCh00,off_pct,0%,,,,,
player,201412070rai,sfo,BorlCh00,defense,62,,,,,
player,201412070rai,sfo,BorlCh00,def_pct,98%,,,,,
player,201412070rai,sfo,BorlCh00,special_teams,4,,,,,
player,201412070rai,sfo,BorlCh00,st_pct,15%,,,,,
player,201412070rai,sfo,ReidEr00,pos,FS,,,,,
player,201412070rai,sfo,ReidEr00,offense,0,,,,,
player,201412070rai,sfo,ReidEr00,off_pct,0%,,,,,
player,201412070rai,sfo,ReidEr00,defense,59,,,,,
player,201412070rai,sfo,ReidEr00,def_pct,94%,,,,,
player,201412070rai,sfo,ReidEr00,special_teams,4,,,,,
player,201412070rai,sfo,ReidEr00,st_pct,15%,,,,,
player,201412070rai,sfo,JohnDo02,pos,CB,,,,,
player,201412070rai,sfo,JohnDo02,offense,0,,,,,
player,201412070rai,sfo,JohnDo02,off_pct,0%,,,,,
player,201412070rai,sfo,JohnDo02,defense,49,,,,,
player,201412070rai,sfo,JohnDo02,def_pct,78%,,,,,
player,201412070rai,sfo,JohnDo02,special_teams,14,,,,,
player,201412070rai,sfo,JohnDo02,st_pct,52%,,,,,
player,201412070rai,sfo,McDoRa99,pos,DE,,,,,
player,201412070rai,sfo,McDoRa99,offense,0,,,,,
player,201412070rai,sfo,McDoRa99,off_pct,0%,,,,,
player,201412070rai,sfo,McDoRa99,defense,47,,,,,
player,201412070rai,sfo,McDoRa99,def_pct,75%,,,,,
player,201412070rai,sfo,McDoRa99,special_teams,5,,,,,
player,201412070rai,sfo,McDoRa99,st_pct,19%,,,,,
player,201412070rai,sfo,SmitJu20,pos,DE,,,,,
player,201412070rai,sfo,SmitJu20,offense,0,,,,,
player,201412070rai,sfo,SmitJu20,off_pct,0%,,,,,
player,201412070rai,sfo,SmitJu20,defense,46,,,,,
player,201412070rai,sfo,SmitJu20,def_pct,73%,,,,,
player,201412070rai,sfo,SmitJu20,special_teams,0,,,,,
player,201412070rai,sfo,SmitJu20,st_pct,0%,,,,,
player,201412070rai,sfo,SkutDa00,pos,LB,,,,,
player,201412070rai,sfo,SkutDa00,offense,0,,,,,
player,201412070rai,sfo,SkutDa00,off_pct,0%,,,,,
player,201412070rai,sfo,SkutDa00,defense,44,,,,,
player,201412070rai,sfo,SkutDa00,def_pct,70%,,,,,
player,201412070rai,sfo,SkutDa00,special_teams,16,,,,,
player,201412070rai,sfo,SkutDa00,st_pct,59%,,,,,
player,201412070rai,sfo,DialQu00,pos,NT,,,,,
player,201412070rai,sfo,DialQu00,offense,0,,,,,
player,201412070rai,sfo,DialQu00,off_pct,0%,,,,,
player,201412070rai,sfo,DialQu00,defense,44,,,,,
player,201412070rai,sfo,DialQu00,def_pct,70%,,,,,
player,201412070rai,sfo,DialQu00,special_teams,5,,,,,
player,201412070rai,sfo,DialQu00,st_pct,19%,,,,,
player,201412070rai,sfo,JeroTo00,pos,DE,,,,,
player,201412070rai,sfo,JeroTo00,offense,0,,,,,
player,201412070rai,sfo,JeroTo00,off_pct,0%,,,,,
player,201412070rai,sfo,JeroTo00,defense,25,,,,,
player,201412070rai,sfo,JeroTo00,def_pct,40%,,,,,
player,201412070rai,sfo,JeroTo00,special_teams,10,,,,,
player,201412070rai,sfo,JeroTo00,st_pct,37%,,,,,
player,201412070rai,sfo,CullCh00,pos,CB,,,,,
player,201412070rai,sfo,CullCh00,offense,0,,,,,
player,201412070rai,sfo,CullCh00,off_pct,0%,,,,,
player,201412070rai,sfo,CullCh00,defense,20,,,,,
player,201412070rai,sfo,CullCh00,def_pct,32%,,,,,
player,201412070rai,sfo,CullCh00,special_teams,0,,,,,
player,201412070rai,sfo,CullCh00,st_pct,0%,,,,,
player,201412070rai,sfo,LyncAa00,pos,LB,,,,,
player,201412070rai,sfo,LyncAa00,offense,0,,,,,
player,201412070rai,sfo,LyncAa00,off_pct,0%,,,,,
player,201412070rai,sfo,LyncAa00,defense,18,,,,,
player,201412070rai,sfo,LyncAa00,def_pct,29%,,,,,
player,201412070rai,sfo,LyncAa00,special_teams,6,,,,,
player,201412070rai,sfo,LyncAa00,st_pct,22%,,,,,
player,201412070rai,sfo,CarrCo00,pos,DE,,,,,
player,201412070rai,sfo,CarrCo00,offense,0,,,,,
player,201412070rai,sfo,CarrCo00,off_pct,0%,,,,,
player,201412070rai,sfo,CarrCo00,defense,14,,,,,
player,201412070rai,sfo,CarrCo00,def_pct,22%,,,,,
player,201412070rai,sfo,CarrCo00,special_teams,5,,,,,
player,201412070rai,sfo,CarrCo00,st_pct,19%,,,,,
player,201412070rai,sfo,McFaLe00,pos,CB,,,,,
player,201412070rai,sfo,McFaLe00,offense,0,,,,,
player,201412070rai,sfo,McFaLe00,off_pct,0%,,,,,
player,201412070rai,sfo,McFaLe00,defense,11,,,,,
player,201412070rai,sfo,McFaLe00,def_pct,17%,,,,,
player,201412070rai,sfo,McFaLe00,special_teams,9,,,,,
player,201412070rai,sfo,McFaLe00,st_pct,33%,,,,,
player,201412070rai,sfo,DahlCr99,pos,SS,,,,,
player,201412070rai,sfo,DahlCr99,offense,0,,,,,
player,201412070rai,sfo,DahlCr99,off_pct,0%,,,,,
player,201412070rai,sfo,DahlCr99,defense,3,,,,,
player,201412070rai,sfo,DahlCr99,def_pct,5%,,,,,
player,201412070rai,sfo,DahlCr99,special_teams,22,,,,,
player,201412070rai,sfo,DahlCr99,st_pct,81%,,,,,
player,201412070rai,sfo,LemoCo00,pos,LB,,,,,
player,201412070rai,sfo,LemoCo00,offense,0,,,,,
player,201412070rai,sfo,LemoCo00,off_pct,0%,,,,,
player,201412070rai,sfo,LemoCo00,defense,0,,,,,
player,201412070rai,sfo,LemoCo00,def_pct,0%,,,,,
player,201412070rai,sfo,LemoCo00,special_teams,21,,,,,
player,201412070rai,sfo,LemoCo00,st_pct,78%,,,,,
player,201412070rai,sfo,McCrL.00,pos,FS,,,,,
player,201412070rai,sfo,McCrL.00,offense,0,,,,,
player,201412070rai,sfo,McCrL.00,off_pct,0%,,,,,
player,201412070rai,sfo,McCrL.00,defense,0,,,,,
player,201412070rai,sfo,McCrL.00,def_pct,0%,,,,,
player,201412070rai,sfo,McCrL.00,special_teams,17,,,,,
player,201412070rai,sfo,McCrL.00,st_pct,63%,,,,,
player,201412070rai,sfo,OsgoKa00,pos,WR,,,,,
player,201412070rai,sfo,OsgoKa00,offense,0,,,,,
player,201412070rai,sfo,OsgoKa00,off_pct,0%,,,,,
player,201412070rai,sfo,OsgoKa00,defense,0,,,,,
player,201412070rai,sfo,OsgoKa00,def_pct,0%,,,,,
player,201412070rai,sfo,OsgoKa00,special_teams,17,,,,,
player,201412070rai,sfo,OsgoKa00,st_pct,63%,,,,,
player,201412070rai,sfo,MoodNi00,pos,LB,,,,,
player,201412070rai,sfo,MoodNi00,offense,0,,,,,
player,201412070rai,sfo,MoodNi00,off_pct,0%,,,,,
player,201412070rai,sfo,MoodNi00,defense,0,,,,,
player,201412070rai,sfo,MoodNi00,def_pct,0%,,,,,
player,201412070rai,sfo,MoodNi00,special_teams,13,,,,,
player,201412070rai,sfo,MoodNi00,st_pct,48%,,,,,
player,201412070rai,sfo,SmitAl22,pos,RB,,,,,
player,201412070rai,sfo,SmitAl22,offense,0,,,,,
player,201412070rai,sfo,SmitAl22,off_pct,0%,,,,,
player,201412070rai,sfo,SmitAl22,defense,0,,,,,
player,201412070rai,sfo,SmitAl22,def_pct,0%,,,,,
player,201412070rai,sfo,SmitAl22,special_teams,12,,,,,
player,201412070rai,sfo,SmitAl22,st_pct,44%,,,,,
player,201412070rai,sfo,NelsKy00,pos,LS,,,,,
player,201412070rai,sfo,NelsKy00,offense,0,,,,,
player,201412070rai,sfo,NelsKy00,off_pct,0%,,,,,
player,201412070rai,sfo,NelsKy00,defense,0,,,,,
player,201412070rai,sfo,NelsKy00,def_pct,0%,,,,,
player,201412070rai,sfo,NelsKy00,special_teams,9,,,,,
player,201412070rai,sfo,NelsKy00,st_pct,33%,,,,,
player,201412070rai,sfo,dawsophi01,pos,K,,,,,
player,201412070rai,sfo,dawsophi01,offense,0,,,,,
player,201412070rai,sfo,dawsophi01,off_pct,0%,,,,,
player,201412070rai,sfo,dawsophi01,defense,0,,,,,
player,201412070rai,sfo,dawsophi01,def_pct,0%,,,,,
player,201412070rai,sfo,dawsophi01,special_teams,9,,,,,
player,201412070rai,sfo,dawsophi01,st_pct,33%,,,,,
player,201412070rai,sfo,LeexAn20,pos,P,,,,,
player,201412070rai,sfo,LeexAn20,offense,0,,,,,
player,201412070rai,sfo,LeexAn20,off_pct,0%,,,,,
player,201412070rai,sfo,LeexAn20,defense,0,,,,,
player,201412070rai,sfo,LeexAn20,def_pct,0%,,,,,
player,201412070rai,sfo,LeexAn20,special_teams,9,,,,,
player,201412070rai,sfo,LeexAn20,st_pct,33%,,,,,
player,201412070rai,sfo,ClevAs00,pos,TE,,,,,
player,201412070rai,sfo,ClevAs00,offense,0,,,,,
player,201412070rai,sfo,ClevAs00,off_pct,0%,,,,,
player,201412070rai,sfo,ClevAs00,defense,0,,,,,
player,201412070rai,sfo,ClevAs00,def_pct,0%,,,,,
player,201412070rai,sfo,ClevAs00,special_teams,5,,,,,
player,201412070rai,sfo,ClevAs00,st_pct,19%,,,,,
player,201412070rai,sfo,FarrDi00,pos,G,,,,,
player,201412070rai,sfo,FarrDi00,offense,0,,,,,
player,201412070rai,sfo,FarrDi00,off_pct,0%,,,,,
player,201412070rai,sfo,FarrDi00,defense,0,,,,,
player,201412070rai,sfo,FarrDi00,def_pct,0%,,,,,
player,201412070rai,sfo,FarrDi00,special_teams,4,,,,,
player,201412070rai,sfo,FarrDi00,st_pct,15%,,,,,
