game,2014,14,20141207,201412070rai,sfo,"San Francisco 49ers",13,rai,"Oakland Raiders",24
player,201412070rai,sfo,SkutDa00,def_int_yds,0,,,,,
player,201412070rai,sfo,SkutDa00,def_int_td,0,,,,,
player,201412070rai,sfo,SkutDa00,def_int_long,0,,,,,
player,201412070rai,sfo,SkutDa00,pass_defended,0,,,,,
player,201412070rai,sfo,SkutDa00,sacks,1.0,,,,,
player,201412070rai,sfo,SkutDa00,tackles_combined,5,,,,,
player,201412070rai,sfo,SkutDa00,tackles_solo,4,,,,,
player,201412070rai,sfo,SkutDa00,tackles_assists,1,,,,,
player,201412070rai,sfo,SkutDa00,tackles_loss,1,,,,,
player,201412070rai,sfo,SkutDa00,qb_hits,1,,,,,
player,201412070rai,sfo,SkutDa00,fumbles_rec,0,,,,,
player,201412070rai,sfo,SkutDa00,fumbles_rec_yds,0,,,,,
player,201412070rai,sfo,SkutDa00,fumbles_rec_td,0,,,,,
player,201412070rai,sfo,SkutDa00,fumbles_forced,0,,,,,
player,201412070rai,sfo,BorlCh00,def_int,0,,,,,
player,201412070rai,sfo,BorlCh00,def_int_yds,0,,,,,
player,201412070rai,sfo,BorlCh00,def_int_td,0,,,,,
player,201412070rai,sfo,BorlCh00,def_int_long,0,,,,,
player,201412070rai,sfo,BorlCh00,pass_defended,0,,,,,
player,201412070rai,sfo,BorlCh00,sacks,0.0,,,,,
player,201412070rai,sfo,BorlCh00,tackles_combined,14,,,,,
player,201412070rai,sfo,BorlCh00,tackles_solo,12,,,,,
player,201412070rai,sfo,BorlCh00,tackles_assists,2,,,,,
player,201412070rai,sfo,BorlCh00,tackles_loss,1,,,,,
player,201412070rai,sfo,BorlCh00,qb_hits,0,,,,,
player,201412070rai,sfo,BorlCh00,fumbles_rec,0,,,,,
player,201412070rai,sfo,BorlCh00,fumbles_rec_yds,0,,,,,
player,201412070rai,sfo,BorlCh00,fumbles_rec_td,0,,,,,
player,201412070rai,sfo,BorlCh00,fumbles_forced,0,,,,,
player,201412070rai,sfo,BethAn20,def_int,0,,,,,
player,201412070rai,sfo,BethAn20,def_int_yds,0,,,,,
player,201412070rai,sfo,BethAn20,def_int_td,0,,,,,
player,201412070rai,sfo,BethAn20,def_int_long,0,,,,,
player,201412070rai,sfo,BethAn20,pass_defended,0,,,,,
player,201412070rai,sfo,BethAn20,sacks,0.0,,,,,
player,201412070rai,sfo,BethAn20,tackles_combined,7,,,,,
player,201412070rai,sfo,BethAn20,tackles_solo,7,,,,,
player,201412070rai,sfo,BethAn20,tackles_assists,0,,,,,
player,201412070rai,sfo,BethAn20,tackles_loss,0,,,,,
player,201412070rai,sfo,BethAn20,qb_hits,0,,,,,
player,201412070rai,sfo,BethAn20,fumbles_rec,0,,,,,
player,201412070rai,sfo,BethAn20,fumbles_rec_yds,0,,,,,
player,201412070rai,sfo,BethAn20,fumbles_rec_td,0,,,,,
player,201412070rai,sfo,BethAn20,fumbles_forced,0,,,,,
player,201412070rai,sfo,JohnDo02,def_int,0,,,,,
player,201412070rai,sfo,JohnDo02,def_int_yds,0,,,,,
player,201412070rai,sfo,JohnDo02,def_int_td,0,,,,,
player,201412070rai,sfo,JohnDo02,def_int_long,0,,,,,
player,201412070rai,sfo,JohnDo02,pass_defended,0,,,,,
player,201412070rai,sfo,JohnDo02,sacks,0.0,,,,,
player,201412070rai,sfo,JohnDo02,tackles_combined,7,,,,,
player,201412070rai,sfo,JohnDo02,tackles_solo,5,,,,,
player,201412070rai,sfo,JohnDo02,tackles_assists,2,,,,,
player,201412070rai,sfo,JohnDo02,tackles_loss,0,,,,,
player,201412070rai,sfo,JohnDo02,qb_hits,0,,,,,
player,201412070rai,sfo,JohnDo02,fumbles_rec,0,,,,,
player,201412070rai,sfo,JohnDo02,fumbles_rec_yds,0,,,,,
player,201412070rai,sfo,JohnDo02,fumbles_rec_td,0,,,,,
player,201412070rai,sfo,JohnDo02,fumbles_forced,0,,,,,
player,201412070rai,sfo,WilhMi00,def_int,0,,,,,
player,201412070rai,sfo,WilhMi00,def_int_yds,0,,,,,
player,201412070rai,sfo,WilhMi00,def_int_td,0,,,,,
player,201412070rai,sfo,WilhMi00,def_int_long,0,,,,,
player,201412070rai,sfo,WilhMi00,pass_defended,0,,,,,
player,201412070rai,sfo,WilhMi00,sacks,0.0,,,,,
player,201412070rai,sfo,WilhMi00,tackles_combined,5,,,,,
player,201412070rai,sfo,WilhMi00,tackles_solo,3,,,,,
player,201412070rai,sfo,WilhMi00,tackles_assists,2,,,,,
player,201412070rai,sfo,WilhMi00,tackles_loss,1,,,,,
player,201412070rai,sfo,WilhMi00,qb_hits,0,,,,,
player,201412070rai,sfo,WilhMi00,fumbles_rec,0,,,,,
player,201412070rai,sfo,WilhMi00,fumbles_rec_yds,0,,,,,
player,201412070rai,sfo,WilhMi00,fumbles_rec_td,0,,,,,
player,201412070rai,sfo,WilhMi00,fumbles_forced,0,,,,,
player,201412070rai,sfo,DialQu00,def_int,0,,,,,
player,201412070rai,sfo,DialQu00,def_int_yds,0,,,,,
player,201412070rai,sfo,DialQu00,def_int_td,0,,,,,
player,201412070rai,sfo,DialQu00,def_int_long,0,,,,,
player,201412070rai,sfo,DialQu00,pass_defended,0,,,,,
player,201412070rai,sfo,DialQu00,sacks,0.0,,,,,
player,201412070rai,sfo,DialQu00,tackles_combined,4,,,,,
player,201412070rai,sfo,DialQu00,tackles_solo,3,,,,,
player,201412070rai,sfo,DialQu00,tackles_assists,1,,,,,
player,201412070rai,sfo,DialQu00,tackles_loss,1,,,,,
player,201412070rai,sfo,DialQu00,qb_hits,0,,,,,
player,201412070rai,sfo,DialQu00,fumbles_rec,0,,,,,
player,201412070rai,sfo,DialQu00,fumbles_rec_yds,0,,,,,
player,201412070rai,sfo,DialQu00,fumbles_rec_td,0,,,,,
player,201412070rai,sfo,DialQu00,fumbles_forced,0,,,,,
player,201412070rai,sfo,CoxxPe99,def_int,0,,,,,
player,201412070rai,sfo,CoxxPe99,def_int_yds,0,,,,,
player,201412070rai,sfo,CoxxPe99,def_int_td,0,,,,,
player,201412070rai,sfo,CoxxPe99,def_int_long,0,,,,,
player,201412070rai,sfo,CoxxPe99,pass_defended,1,,,,,
player,201412070rai,sfo,CoxxPe99,sacks,0.0,,,,,
player,201412070rai,sfo,CoxxPe99,tackles_combined,3,,,,,
player,201412070rai,sfo,CoxxPe99,tackles_solo,2,,,,,
player,201412070rai,sfo,CoxxPe99,tackles_assists,1,,,,,
player,201412070rai,sfo,CoxxPe99,tackles_loss,0,,,,,
player,201412070rai,sfo,CoxxPe99,qb_hits,0,,,,,
player,201412070rai,sfo,CoxxPe99,fumbles_rec,0,,,,,
player,201412070rai,sfo,CoxxPe99,fumbles_rec_yds,0,,,,,
player,201412070rai,sfo,CoxxPe99,fumbles_rec_td,0,,,,,
player,201412070rai,sfo,CoxxPe99,fumbles_forced,0,,,,,
player,201412070rai,sfo,SmitJu20,def_int,0,,,,,
player,201412070rai,sfo,SmitJu20,def_int_yds,0,,,,,
player,201412070rai,sfo,SmitJu20,def_int_td,0,,,,,
player,201412070rai,sfo,SmitJu20,def_int_long,0,,,,,
player,201412070rai,sfo,SmitJu20,pass_defended,0,,,,,
player,201412070rai,sfo,SmitJu20,sacks,0.0,,,,,
player,201412070rai,sfo,SmitJu20,tackles_combined,3,,,,,
player,201412070rai,sfo,SmitJu20,tackles_solo,1,,,,,
player,201412070rai,sfo,SmitJu20,tackles_assists,2,,,,,
player,201412070rai,sfo,SmitJu20,tackles_loss,0,,,,,
player,201412070rai,sfo,SmitJu20,qb_hits,0,,,,,
player,201412070rai,sfo,SmitJu20,fumbles_rec,0,,,,,
player,201412070rai,sfo,SmitJu20,fumbles_rec_yds,0,,,,,
player,201412070rai,sfo,SmitJu20,fumbles_rec_td,0,,,,,
player,201412070rai,sfo,SmitJu20,fumbles_forced,0,,,,,
player,201412070rai,sfo,JeroTo00,def_int,0,,,,,
player,201412070rai,sfo,JeroTo00,def_int_yds,0,,,,,
player,201412070rai,sfo,JeroTo00,def_int_td,0,,,,,
player,201412070rai,sfo,JeroTo00,def_int_long,0,,,,,
player,201412070rai,sfo,JeroTo00,pass_defended,0,,,,,
player,201412070rai,sfo,JeroTo00,sacks,0.0,,,,,
player,201412070rai,sfo,JeroTo00,tackles_combined,2,,,,,
player,201412070rai,sfo,JeroTo00,tackles_solo,2,,,,,
player,201412070rai,sfo,JeroTo00,tackles_assists,0,,,,,
player,201412070rai,sfo,JeroTo00,tackles_loss,0,,,,,
player,201412070rai,sfo,JeroTo00,qb_hits,0,,,,,
player,201412070rai,sfo,JeroTo00,fumbles_rec,0,,,,,
player,201412070rai,sfo,JeroTo00,fumbles_rec_yds,0,,,,,
player,201412070rai,sfo,JeroTo00,fumbles_rec_td,0,,,,,
player,201412070rai,sfo,JeroTo00,fumbles_forced,0,,,,,
player,201412070rai,sfo,McCrL.00,def_int,0,,,,,
player,201412070rai,sfo,McCrL.00,def_int_yds,0,,,,,
player,201412070rai,sfo,McCrL.00,def_int_td,0,,,,,
player,201412070rai,sfo,McCrL.00,def_int_long,0,,,,,
player,201412070rai,sfo,McCrL.00,pass_defended,0,,,,,
player,201412070rai,sfo,McCrL.00,sacks,0.0,,,,,
player,201412070rai,sfo,McCrL.00,tackles_combined,2,,,,,
player,201412070rai,sfo,McCrL.00,tackles_solo,1,,,,,
player,201412070rai,sfo,McCrL.00,tackles_assists,1,,,,,
player,201412070rai,sfo,McCrL.00,tackles_loss,0,,,,,
player,201412070rai,sfo,McCrL.00,qb_hits,0,,,,,
player,201412070rai,sfo,McCrL.00,fumbles_rec,0,,,,,
player,201412070rai,sfo,McCrL.00,fumbles_rec_yds,0,,,,,
player,201412070rai,sfo,McCrL.00,fumbles_rec_td,0,,,,,
player,201412070rai,sfo,McCrL.00,fumbles_forced,0,,,,,
player,201412070rai,sfo,McDoRa99,def_int,0,,,,,
player,201412070rai,sfo,McDoRa99,def_int_yds,0,,,,,
player,201412070rai,sfo,McDoRa99,def_int_td,0,,,,,
player,201412070rai,sfo,McDoRa99,def_int_long,0,,,,,
player,201412070rai,sfo,McDoRa99,pass_defended,0,,,,,
player,201412070rai,sfo,McDoRa99,sacks,0.0,,,,,
player,201412070rai,sfo,McDoRa99,tackles_combined,2,,,,,
player,201412070rai,sfo,McDoRa99,tackles_solo,1,,,,,
player,201412070rai,sfo,McDoRa99,tackles_assists,1,,,,,
player,201412070rai,sfo,McDoRa99,tackles_loss,1,,,,,
player,201412070rai,sfo,McDoRa99,qb_hits,0,,,,,
player,201412070rai,sfo,McDoRa99,fumbles_rec,0,,,,,
player,201412070rai,sfo,McDoRa99,fumbles_rec_yds,0,,,,,
player,201412070rai,sfo,McDoRa99,fumbles_rec_td,0,,,,,
player,201412070rai,sfo,McDoRa99,fumbles_forced,0,,,,,
player,201412070rai,sfo,ReidEr00,def_int,0,,,,,
player,201412070rai,sfo,ReidEr00,def_int_yds,0,,,,,
player,201412070rai,sfo,ReidEr00,def_int_td,0,,,,,
player,201412070rai,sfo,ReidEr00,def_int_long,0,,,,,
player,201412070rai,sfo,ReidEr00,pass_defended,0,,,,,
player,201412070rai,sfo,ReidEr00,sacks,0.0,,,,,
player,201412070rai,sfo,ReidEr00,tackles_combined,2,,,,,
player,201412070rai,sfo,ReidEr00,tackles_solo,1,,,,,
player,201412070rai,sfo,ReidEr00,tackles_assists,1,,,,,
player,201412070rai,sfo,ReidEr00,tackles_loss,0,,,,,
player,201412070rai,sfo,ReidEr00,qb_hits,0,,,,,
player,201412070rai,sfo,ReidEr00,fumbles_rec,0,,,,,
player,201412070rai,sfo,ReidEr00,fumbles_rec_yds,0,,,,,
player,201412070rai,sfo,ReidEr00,fumbles_rec_td,0,,,,,
player,201412070rai,sfo,ReidEr00,fumbles_forced,0,,,,,
player,201412070rai,sfo,SmitAl04,def_int,0,,,,,
player,201412070rai,sfo,SmitAl04,def_int_yds,0,,,,,
player,201412070rai,sfo,SmitAl04,def_int_td,0,,,,,
player,201412070rai,sfo,SmitAl04,def_int_long,0,,,,,
player,201412070rai,sfo,SmitAl04,pass_defended,0,,,,,
player,201412070rai,sfo,SmitAl04,sacks,0.0,,,,,
player,201412070rai,sfo,SmitAl04,tackles_combined,2,,,,,
player,201412070rai,sfo,SmitAl04,tackles_solo,2,,,,,
player,201412070rai,sfo,SmitAl04,tackles_assists,0,,,,,
player,201412070rai,sfo,SmitAl04,tackles_loss,1,,,,,
player,201412070rai,sfo,SmitAl04,qb_hits,0,,,,,
player,201412070rai,sfo,SmitAl04,fumbles_rec,0,,,,,
player,201412070rai,sfo,SmitAl04,fumbles_rec_yds,0,,,,,
player,201412070rai,sfo,SmitAl04,fumbles_rec_td,0,,,,,
player,201412070rai,sfo,SmitAl04,fumbles_forced,0,,,,,
player,201412070rai,sfo,CullCh00,def_int,0,,,,,
player,201412070rai,sfo,CullCh00,def_int_yds,0,,,,,
player,201412070rai,sfo,CullCh00,def_int_td,0,,,,,
player,201412070rai,sfo,CullCh00,def_int_long,0,,,,,
player,201412070rai,sfo,CullCh00,pass_defended,1,,,,,
player,201412070rai,sfo,CullCh00,sacks,0.0,,,,,
player,201412070rai,sfo,CullCh00,tackles_combined,1,,,,,
player,201412070rai,sfo,CullCh00,tackles_solo,1,,,,,
player,201412070rai,sfo,CullCh00,tackles_assists,0,,,,,
player,201412070rai,sfo,CullCh00,tackles_loss,0,,,,,
player,201412070rai,sfo,CullCh00,qb_hits,0,,,,,
player,201412070rai,sfo,CullCh00,fumbles_rec,0,,,,,
player,201412070rai,sfo,CullCh00,fumbles_rec_yds,0,,,,,
player,201412070rai,sfo,CullCh00,fumbles_rec_td,0,,,,,
player,201412070rai,sfo,CullCh00,fumbles_forced,0,,,,,
player,201412070rai,sfo,DahlCr99,def_int,0,,,,,
player,201412070rai,sfo,DahlCr99,def_int_yds,0,,,,,
player,201412070rai,sfo,DahlCr99,def_int_td,0,,,,,
player,201412070rai,sfo,DahlCr99,def_int_long,0,,,,,
player,201412070rai,sfo,DahlCr99,pass_defended,0,,,,,
player,201412070rai,sfo,DahlCr99,sacks,0.0,,,,,
player,201412070rai,sfo,DahlCr99,tackles_combined,1,,,,,
player,201412070rai,sfo,DahlCr99,tackles_solo,0,,,,,
player,201412070rai,sfo,DahlCr99,tackles_assists,1,,,,,
player,201412070rai,sfo,DahlCr99,tackles_loss,0,,,,,
player,201412070rai,sfo,DahlCr99,qb_hits,0,,,,,
player,201412070rai,sfo,DahlCr99,fumbles_rec,0,,,,,
player,201412070rai,sfo,DahlCr99,fumbles_rec_yds,0,,,,,
player,201412070rai,sfo,DahlCr99,fumbles_rec_td,0,,,,,
player,201412070rai,sfo,DahlCr99,fumbles_forced,0,,,,,
player,201412070rai,sfo,LemoCo00,def_int,0,,,,,
player,201412070rai,sfo,LemoCo00,def_int_yds,0,,,,,
player,201412070rai,sfo,LemoCo00,def_int_td,0,,,,,
player,201412070rai,sfo,LemoCo00,def_int_long,0,,,,,
player,201412070rai,sfo,LemoCo00,pass_defended,0,,,,,
player,201412070rai,sfo,LemoCo00,sacks,0.0,,,,,
player,201412070rai,sfo,LemoCo00,tackles_combined,1,,,,,
player,201412070rai,sfo,LemoCo00,tackles_solo,1,,,,,
player,201412070rai,sfo,LemoCo00,tackles_assists,0,,,,,
player,201412070rai,sfo,LemoCo00,tackles_loss,0,,,,,
player,201412070rai,sfo,LemoCo00,qb_hits,0,,,,,
player,201412070rai,sfo,LemoCo00,fumbles_rec,0,,,,,
player,201412070rai,sfo,LemoCo00,fumbles_rec_yds,0,,,,,
player,201412070rai,sfo,LemoCo00,fumbles_rec_td,0,,,,,
player,201412070rai,sfo,LemoCo00,fumbles_forced,0,,,,,
player,201412070rai,sfo,McFaLe00,def_int,0,,,,,
player,201412070rai,sfo,McFaLe00,def_int_yds,0,,,,,
player,201412070rai,sfo,McFaLe00,def_int_td,0,,,,,
player,201412070rai,sfo,McFaLe00,def_int_long,0,,,,,
player,201412070rai,sfo,McFaLe00,pass_defended,0,,,,,
player,201412070rai,sfo,McFaLe00,sacks,0.0,,,,,
player,201412070rai,sfo,McFaLe00,tackles_combined,1,,,,,
player,201412070rai,sfo,McFaLe00,tackles_solo,0,,,,,
player,201412070rai,sfo,McFaLe00,tackles_assists,1,,,,,
player,201412070rai,sfo,McFaLe00,tackles_loss,0,,,,,
player,201412070rai,sfo,McFaLe00,qb_hits,0,,,,,
player,201412070rai,sfo,McFaLe00,fumbles_rec,0,,,,,
player,201412070rai,sfo,McFaLe00,fumbles_rec_yds,0,,,,,
player,201412070rai,sfo,McFaLe00,fumbles_rec_td,0,,,,,
player,201412070rai,sfo,McFaLe00,fumbles_forced,0,,,,,
player,201412070rai,sfo,MoodNi00,def_int,0,,,,,
player,201412070rai,sfo,MoodNi00,def_int_yds,0,,,,,
player,201412070rai,sfo,MoodNi00,def_int_td,0,,,,,
player,201412070rai,sfo,MoodNi00,def_int_long,0,,,,,
player,201412070rai,sfo,MoodNi00,pass_defended,0,,,,,
player,201412070rai,sfo,MoodNi00,sacks,0.0,,,,,
player,201412070rai,sfo,MoodNi00,tackles_combined,1,,,,,
player,201412070rai,sfo,MoodNi00,tackles_solo,1,,,,,
player,201412070rai,sfo,MoodNi00,tackles_assists,0,,,,,
player,201412070rai,sfo,MoodNi00,tackles_loss,0,,,,,
player,201412070rai,sfo,MoodNi00,qb_hits,0,,,,,
player,201412070rai,sfo,MoodNi00,fumbles_rec,0,,,,,
player,201412070rai,sfo,MoodNi00,fumbles_rec_yds,0,,,,,
player,201412070rai,sfo,MoodNi00,fumbles_rec_td,0,,,,,
player,201412070rai,sfo,MoodNi00,fumbles_forced,0,,,,,
player,201412070rai,sfo,OsgoKa00,def_int,0,,,,,
player,201412070rai,sfo,OsgoKa00,def_int_yds,0,,,,,
player,201412070rai,sfo,OsgoKa00,def_int_td,0,,,,,
player,201412070rai,sfo,OsgoKa00,def_int_long,0,,,,,
player,201412070rai,sfo,OsgoKa00,pass_defended,0,,,,,
player,201412070rai,sfo,OsgoKa00,sacks,0.0,,,,,
player,201412070rai,sfo,OsgoKa00,tackles_combined,1,,,,,
player,201412070rai,sfo,OsgoKa00,tackles_solo,1,,,,,
player,201412070rai,sfo,OsgoKa00,tackles_assists,0,,,,,
player,201412070rai,sfo,OsgoKa00,tackles_loss,0,,,,,
player,201412070rai,sfo,OsgoKa00,qb_hits,0,,,,,
player,201412070rai,sfo,OsgoKa00,fumbles_rec,0,,,,,
player,201412070rai,sfo,OsgoKa00,fumbles_rec_yds,0,,,,,
player,201412070rai,sfo,OsgoKa00,fumbles_rec_td,0,,,,,
player,201412070rai,sfo,OsgoKa00,fumbles_forced,0,,,,,
player,201412070rai,sfo,LyncAa00,def_int,0,,,,,
player,201412070rai,sfo,LyncAa00,def_int_yds,0,,,,,
player,201412070rai,sfo,LyncAa00,def_int_td,0,,,,,
player,201412070rai,sfo,LyncAa00,def_int_long,0,,,,,
player,201412070rai,sfo,LyncAa00,pass_defended,0,,,,,
player,201412070rai,sfo,LyncAa00,sacks,0.0,,,,,
player,201412070rai,sfo,LyncAa00,tackles_combined,0,,,,,
player,201412070rai,sfo,LyncAa00,tackles_solo,0,,,,,
player,201412070rai,sfo,LyncAa00,tackles_assists,0,,,,,
player,201412070rai,sfo,LyncAa00,tackles_loss,0,,,,,
player,201412070rai,sfo,LyncAa00,qb_hits,1,,,,,
player,201412070rai,sfo,LyncAa00,fumbles_rec,0,,,,,
player,201412070rai,sfo,LyncAa00,fumbles_rec_yds,0,,,,,
player,201412070rai,sfo,LyncAa00,fumbles_rec_td,0,,,,,
player,201412070rai,sfo,LyncAa00,fumbles_forced,0,,,,,
player,201412070rai,rai,WoodCh00,def_int,1,,,,,
player,201412070rai,rai,WoodCh00,def_int_yds,3,,,,,
player,201412070rai,rai,WoodCh00,def_int_td,0,,,,,
player,201412070rai,rai,WoodCh00,def_int_long,3,,,,,
player,201412070rai,rai,WoodCh00,pass_defended,1,,,,,
player,201412070rai,rai,WoodCh00,sacks,0.0,,,,,
player,201412070rai,rai,WoodCh00,tackles_combined,8,,,,,
player,201412070rai,rai,WoodCh00,tackles_solo,7,,,,,
player,201412070rai,rai,WoodCh00,tackles_assists,1,,,,,
player,201412070rai,rai,WoodCh00,tackles_loss,0,,,,,
player,201412070rai,rai,WoodCh00,qb_hits,0,,,,,
player,201412070rai,rai,WoodCh00,fumbles_rec,0,,,,,
player,201412070rai,rai,WoodCh00,fumbles_rec_yds,0,,,,,
player,201412070rai,rai,WoodCh00,fumbles_rec_td,0,,,,,
player,201412070rai,rai,WoodCh00,fumbles_forced,0,,,,,
player,201412070rai,rai,RossBr00,def_int,1,,,,,
player,201412070rai,rai,RossBr00,def_int_yds,0,,,,,
player,201412070rai,rai,RossBr00,def_int_td,0,,,,,
player,201412070rai,rai,RossBr00,def_int_long,0,,,,,
player,201412070rai,rai,RossBr00,pass_defended,1,,,,,
player,201412070rai,rai,RossBr00,sacks,0.0,,,,,
player,201412070rai,rai,RossBr00,tackles_combined,5,,,,,
player,201412070rai,rai,RossBr00,tackles_solo,5,,,,,
player,201412070rai,rai,RossBr00,tackles_assists,0,,,,,
player,201412070rai,rai,RossBr00,tackles_loss,0,,,,,
player,201412070rai,rai,RossBr00,qb_hits,0,,,,,
player,201412070rai,rai,RossBr00,fumbles_rec,0,,,,,
player,201412070rai,rai,RossBr00,fumbles_rec_yds,0,,,,,
player,201412070rai,rai,RossBr00,fumbles_rec_td,0,,,,,
player,201412070rai,rai,RossBr00,fumbles_forced,0,,,,,
player,201412070rai,rai,MackKh00,def_int,0,,,,,
player,201412070rai,rai,MackKh00,def_int_yds,0,,,,,
player,201412070rai,rai,MackKh00,def_int_td,0,,,,,
player,201412070rai,rai,MackKh00,def_int_long,0,,,,,
player,201412070rai,rai,MackKh00,pass_defended,0,,,,,
player,201412070rai,rai,MackKh00,sacks,2.0,,,,,
player,201412070rai,rai,MackKh00,tackles_combined,2,,,,,
player,201412070rai,rai,MackKh00,tackles_solo,2,,,,,
player,201412070rai,rai,MackKh00,tackles_assists,0,,,,,
player,201412070rai,rai,MackKh00,tackles_loss,2,,,,,
player,201412070rai,rai,MackKh00,qb_hits,2,,,,,
player,201412070rai,rai,MackKh00,fumbles_rec,0,,,,,
player,201412070rai,rai,MackKh00,fumbles_rec_yds,0,,,,,
player,201412070rai,rai,MackKh00,fumbles_rec_td,0,,,,,
player,201412070rai,rai,MackKh00,fumbles_forced,0,,,,,
player,201412070rai,rai,SmitAn22,def_int,0,,,,,
player,201412070rai,rai,SmitAn22,def_int_yds,0,,,,,
player,201412070rai,rai,SmitAn22,def_int_td,0,,,,,
player,201412070rai,rai,SmitAn22,def_int_long,0,,,,,
player,201412070rai,rai,SmitAn22,pass_defended,0,,,,,
player,201412070rai,rai,SmitAn22,sacks,2.0,,,,,
player,201412070rai,rai,SmitAn22,tackles_combined,2,,,,,
player,201412070rai,rai,SmitAn22,tackles_solo,2,,,,,
player,201412070rai,rai,SmitAn22,tackles_assists,0,,,,,
player,201412070rai,rai,SmitAn22,tackles_loss,2,,,,,
player,201412070rai,rai,SmitAn22,qb_hits,2,,,,,
player,201412070rai,rai,SmitAn22,fumbles_rec,0,,,,,
player,201412070rai,rai,SmitAn22,fumbles_rec_yds,0,,,,,
player,201412070rai,rai,SmitAn22,fumbles_rec_td,0,,,,,
player,201412070rai,rai,SmitAn22,fumbles_forced,0,,,,,
player,201412070rai,rai,MayoBe00,def_int,0,,,,,
player,201412070rai,rai,MayoBe00,def_int_yds,0,,,,,
player,201412070rai,rai,MayoBe00,def_int_td,0,,,,,
player,201412070rai,rai,MayoBe00,def_int_long,0,,,,,
player,201412070rai,rai,MayoBe00,pass_defended,0,,,,,
player,201412070rai,rai,MayoBe00,sacks,1.0,,,,,
player,201412070rai,rai,MayoBe00,tackles_combined,1,,,,,
player,201412070rai,rai,MayoBe00,tackles_solo,1,,,,,
player,201412070rai,rai,MayoBe00,tackles_assists,0,,,,,
player,201412070rai,rai,MayoBe00,tackles_loss,1,,,,,
player,201412070rai,rai,MayoBe00,qb_hits,1,,,,,
player,201412070rai,rai,MayoBe00,fumbles_rec,0,,,,,
player,201412070rai,rai,MayoBe00,fumbles_rec_yds,0,,,,,
player,201412070rai,rai,MayoBe00,fumbles_rec_td,0,,,,,
player,201412070rai,rai,MayoBe00,fumbles_forced,0,,,,,
player,201412070rai,rai,CarrTr00,def_int,0,,,,,
player,201412070rai,rai,CarrTr00,def_int_yds,0,,,,,
player,201412070rai,rai,CarrTr00,def_int_td,0,,,,,
player,201412070rai,rai,CarrTr00,def_int_long,0,,,,,
player,201412070rai,rai,CarrTr00,pass_defended,0,,,,,
player,201412070rai,rai,CarrTr00,sacks,0.0,,,,,
player,201412070rai,rai,CarrTr00,tackles_combined,7,,,,,
player,201412070rai,rai,CarrTr00,tackles_solo,7,,,,,
player,201412070rai,rai,CarrTr00,tackles_assists,0,,,,,
player,201412070rai,rai,CarrTr00,tackles_loss,2,,,,,
player,201412070rai,rai,CarrTr00,qb_hits,0,,,,,
player,201412070rai,rai,CarrTr00,fumbles_rec,0,,,,,
player,201412070rai,rai,CarrTr00,fumbles_rec_yds,0,,,,,
player,201412070rai,rai,CarrTr00,fumbles_rec_td,0,,,,,
player,201412070rai,rai,CarrTr00,fumbles_forced,0,,,,,
player,201412070rai,rai,HaydDJ00,def_int,0,,,,,
player,201412070rai,rai,HaydDJ00,def_int_yds,0,,,,,
player,201412070rai,rai,HaydDJ00,def_int_td,0,,,,,
player,201412070rai,rai,HaydDJ00,def_int_long,0,,,,,
player,201412070rai,rai,HaydDJ00,pass_defended,0,,,,,
player,201412070rai,rai,HaydDJ00,sacks,0.0,,,,,
player,201412070rai,rai,HaydDJ00,tackles_combined,5,,,,,
player,201412070rai,rai,HaydDJ00,tackles_solo,5,,,,,
player,201412070rai,rai,HaydDJ00,tackles_assists,0,,,,,
player,201412070rai,rai,HaydDJ00,tackles_loss,0,,,,,
player,201412070rai,rai,HaydDJ00,qb_hits,0,,,,,
player,201412070rai,rai,HaydDJ00,fumbles_rec,0,,,,,
player,201412070rai,rai,HaydDJ00,fumbles_rec_yds,0,,,,,
player,201412070rai,rai,HaydDJ00,fumbles_rec_td,0,,,,,
player,201412070rai,rai,HaydDJ00,fumbles_forced,0,,,,,
player,201412070rai,rai,BurrMi00,def_int,0,,,,,
player,201412070rai,rai,BurrMi00,def_int_yds,0,,,,,
player,201412070rai,rai,BurrMi00,def_int_td,0,,,,,
player,201412070rai,rai,BurrMi00,def_int_long,0,,,,,
player,201412070rai,rai,BurrMi00,pass_defended,0,,,,,
player,201412070rai,rai,BurrMi00,sacks,0.0,,,,,
player,201412070rai,rai,BurrMi00,tackles_combined,3,,,,,
player,201412070rai,rai,BurrMi00,tackles_solo,2,,,,,
player,201412070rai,rai,BurrMi00,tackles_assists,1,,,,,
player,201412070rai,rai,BurrMi00,tackles_loss,0,,,,,
player,201412070rai,rai,BurrMi00,qb_hits,0,,,,,
player,201412070rai,rai,BurrMi00,fumbles_rec,0,,,,,
player,201412070rai,rai,BurrMi00,fumbles_rec_yds,0,,,,,
player,201412070rai,rai,BurrMi00,fumbles_rec_td,0,,,,,
player,201412070rai,rai,BurrMi00,fumbles_forced,0,,,,,
player,201412070rai,rai,ElliJu01,def_int,0,,,,,
player,201412070rai,rai,ElliJu01,def_int_yds,0,,,,,
player,201412070rai,rai,ElliJu01,def_int_td,0,,,,,
player,201412070rai,rai,ElliJu01,def_int_long,0,,,,,
player,201412070rai,rai,ElliJu01,pass_defended,0,,,,,
player,201412070rai,rai,ElliJu01,sacks,0.0,,,,,
player,201412070rai,rai,ElliJu01,tackles_combined,3,,,,,
