game,2014,16,20141220,201412200sfo,sdg,"San Diego Chargers",38,sfo,"San Francisco 49ers",35
player,201412200sfo,sfo,SmitJu20,tackles_loss,1,,,,,
player,201412200sfo,sfo,SmitJu20,qb_hits,0,,,,,
player,201412200sfo,sfo,SmitJu20,fumbles_rec,0,,,,,
player,201412200sfo,sfo,SmitJu20,fumbles_rec_yds,0,,,,,
player,201412200sfo,sfo,SmitJu20,fumbles_rec_td,0,,,,,
player,201412200sfo,sfo,SmitJu20,fumbles_forced,0,,,,,
player,201412200sfo,sfo,BishDe99,def_int,0,,,,,
player,201412200sfo,sfo,BishDe99,def_int_yds,0,,,,,
player,201412200sfo,sfo,BishDe99,def_int_td,0,,,,,
player,201412200sfo,sfo,BishDe99,def_int_long,0,,,,,
player,201412200sfo,sfo,BishDe99,pass_defended,0,,,,,
player,201412200sfo,sfo,BishDe99,sacks,0.0,,,,,
player,201412200sfo,sfo,BishDe99,tackles_combined,2,,,,,
player,201412200sfo,sfo,BishDe99,tackles_solo,2,,,,,
player,201412200sfo,sfo,BishDe99,tackles_assists,0,,,,,
player,201412200sfo,sfo,BishDe99,tackles_loss,0,,,,,
player,201412200sfo,sfo,BishDe99,qb_hits,0,,,,,
player,201412200sfo,sfo,BishDe99,fumbles_rec,0,,,,,
player,201412200sfo,sfo,BishDe99,fumbles_rec_yds,0,,,,,
player,201412200sfo,sfo,BishDe99,fumbles_rec_td,0,,,,,
player,201412200sfo,sfo,BishDe99,fumbles_forced,0,,,,,
player,201412200sfo,sfo,CarrCo00,def_int,0,,,,,
player,201412200sfo,sfo,CarrCo00,def_int_yds,0,,,,,
player,201412200sfo,sfo,CarrCo00,def_int_td,0,,,,,
player,201412200sfo,sfo,CarrCo00,def_int_long,0,,,,,
player,201412200sfo,sfo,CarrCo00,pass_defended,0,,,,,
player,201412200sfo,sfo,CarrCo00,sacks,0.0,,,,,
player,201412200sfo,sfo,CarrCo00,tackles_combined,2,,,,,
player,201412200sfo,sfo,CarrCo00,tackles_solo,2,,,,,
player,201412200sfo,sfo,CarrCo00,tackles_assists,0,,,,,
player,201412200sfo,sfo,CarrCo00,tackles_loss,,,,,,
player,201412200sfo,sfo,CarrCo00,qb_hits,,,,,,
player,201412200sfo,sfo,CarrCo00,fumbles_rec,0,,,,,
player,201412200sfo,sfo,CarrCo00,fumbles_rec_yds,0,,,,,
player,201412200sfo,sfo,CarrCo00,fumbles_rec_td,0,,,,,
player,201412200sfo,sfo,CarrCo00,fumbles_forced,0,,,,,
player,201412200sfo,sfo,SmitAl04,def_int,0,,,,,
player,201412200sfo,sfo,SmitAl04,def_int_yds,0,,,,,
player,201412200sfo,sfo,SmitAl04,def_int_td,0,,,,,
player,201412200sfo,sfo,SmitAl04,def_int_long,0,,,,,
player,201412200sfo,sfo,SmitAl04,pass_defended,0,,,,,
player,201412200sfo,sfo,SmitAl04,sacks,0.0,,,,,
player,201412200sfo,sfo,SmitAl04,tackles_combined,1,,,,,
player,201412200sfo,sfo,SmitAl04,tackles_solo,1,,,,,
player,201412200sfo,sfo,SmitAl04,tackles_assists,0,,,,,
player,201412200sfo,sfo,SmitAl04,tackles_loss,0,,,,,
player,201412200sfo,sfo,SmitAl04,qb_hits,0,,,,,
player,201412200sfo,sfo,SmitAl04,fumbles_rec,0,,,,,
player,201412200sfo,sfo,SmitAl04,fumbles_rec_yds,0,,,,,
player,201412200sfo,sfo,SmitAl04,fumbles_rec_td,0,,,,,
player,201412200sfo,sfo,SmitAl04,fumbles_forced,0,,,,,
player,201412200sfo,sfo,LyncAa00,def_int,0,,,,,
player,201412200sfo,sfo,LyncAa00,def_int_yds,0,,,,,
player,201412200sfo,sfo,LyncAa00,def_int_td,0,,,,,
player,201412200sfo,sfo,LyncAa00,def_int_long,0,,,,,
player,201412200sfo,sfo,LyncAa00,pass_defended,0,,,,,
player,201412200sfo,sfo,LyncAa00,sacks,0.0,,,,,
player,201412200sfo,sfo,LyncAa00,tackles_combined,0,,,,,
player,201412200sfo,sfo,LyncAa00,tackles_solo,0,,,,,
player,201412200sfo,sfo,LyncAa00,tackles_assists,0,,,,,
player,201412200sfo,sfo,LyncAa00,tackles_loss,0,,,,,
player,201412200sfo,sfo,LyncAa00,qb_hits,1,,,,,
player,201412200sfo,sfo,LyncAa00,fumbles_rec,0,,,,,
player,201412200sfo,sfo,LyncAa00,fumbles_rec_yds,0,,,,,
player,201412200sfo,sfo,LyncAa00,fumbles_rec_td,0,,,,,
player,201412200sfo,sfo,LyncAa00,fumbles_forced,0,,,,,
player,201412200sfo,sdg,DaviCh05,kick_ret,4,,,,,
player,201412200sfo,sdg,DaviCh05,kick_ret_yds,106,,,,,
player,201412200sfo,sdg,DaviCh05,kick_ret_yds_per_ret,26.5,,,,,
player,201412200sfo,sdg,DaviCh05,kick_ret_td,0,,,,,
player,201412200sfo,sdg,DaviCh05,kick_ret_long,35,,,,,
player,201412200sfo,sdg,DaviCh05,punt_ret,0,,,,,
player,201412200sfo,sdg,DaviCh05,punt_ret_yds,0,,,,,
player,201412200sfo,sdg,DaviCh05,punt_ret_yds_per_ret,,,,,,
player,201412200sfo,sdg,DaviCh05,punt_ret_td,0,,,,,
player,201412200sfo,sdg,DaviCh05,punt_ret_long,0,,,,,
player,201412200sfo,sfo,ElliBr00,kick_ret,3,,,,,
player,201412200sfo,sfo,ElliBr00,kick_ret_yds,71,,,,,
player,201412200sfo,sfo,ElliBr00,kick_ret_yds_per_ret,23.7,,,,,
player,201412200sfo,sfo,ElliBr00,kick_ret_td,0,,,,,
player,201412200sfo,sfo,ElliBr00,kick_ret_long,31,,,,,
player,201412200sfo,sfo,ElliBr00,punt_ret,3,,,,,
player,201412200sfo,sfo,ElliBr00,punt_ret_yds,34,,,,,
player,201412200sfo,sfo,ElliBr00,punt_ret_yds_per_ret,11.3,,,,,
player,201412200sfo,sfo,ElliBr00,punt_ret_td,0,,,,,
player,201412200sfo,sfo,ElliBr00,punt_ret_long,23,,,,,
player,201412200sfo,sfo,CoxxPe99,kick_ret,2,,,,,
player,201412200sfo,sfo,CoxxPe99,kick_ret_yds,60,,,,,
player,201412200sfo,sfo,CoxxPe99,kick_ret_yds_per_ret,30.0,,,,,
player,201412200sfo,sfo,CoxxPe99,kick_ret_td,0,,,,,
player,201412200sfo,sfo,CoxxPe99,kick_ret_long,57,,,,,
player,201412200sfo,sfo,CoxxPe99,punt_ret,0,,,,,
player,201412200sfo,sfo,CoxxPe99,punt_ret_yds,0,,,,,
player,201412200sfo,sfo,CoxxPe99,punt_ret_yds_per_ret,,,,,,
player,201412200sfo,sfo,CoxxPe99,punt_ret_td,0,,,,,
player,201412200sfo,sfo,CoxxPe99,punt_ret_long,0,,,,,
player,201412200sfo,sfo,PattQu00,kick_ret,1,,,,,
player,201412200sfo,sfo,PattQu00,kick_ret_yds,24,,,,,
player,201412200sfo,sfo,PattQu00,kick_ret_yds_per_ret,24.0,,,,,
player,201412200sfo,sfo,PattQu00,kick_ret_td,0,,,,,
player,201412200sfo,sfo,PattQu00,kick_ret_long,24,,,,,
player,201412200sfo,sfo,PattQu00,punt_ret,0,,,,,
player,201412200sfo,sfo,PattQu00,punt_ret_yds,0,,,,,
player,201412200sfo,sfo,PattQu00,punt_ret_yds_per_ret,,,,,,
player,201412200sfo,sfo,PattQu00,punt_ret_td,0,,,,,
player,201412200sfo,sfo,PattQu00,punt_ret_long,0,,,,,
player,201412200sfo,sfo,ThomCh04,kick_ret,1,,,,,
player,201412200sfo,sfo,ThomCh04,kick_ret_yds,8,,,,,
player,201412200sfo,sfo,ThomCh04,kick_ret_yds_per_ret,8.0,,,,,
player,201412200sfo,sfo,ThomCh04,kick_ret_td,0,,,,,
player,201412200sfo,sfo,ThomCh04,kick_ret_long,8,,,,,
player,201412200sfo,sfo,ThomCh04,punt_ret,0,,,,,
player,201412200sfo,sfo,ThomCh04,punt_ret_yds,0,,,,,
player,201412200sfo,sfo,ThomCh04,punt_ret_yds_per_ret,,,,,,
player,201412200sfo,sfo,ThomCh04,punt_ret_td,0,,,,,
player,201412200sfo,sfo,ThomCh04,punt_ret_long,0,,,,,
player,201412200sfo,sdg,novaknic01,xpm,5,,,,,
player,201412200sfo,sdg,novaknic01,xpa,5,,,,,
player,201412200sfo,sdg,novaknic01,fgm,1,,,,,
player,201412200sfo,sdg,novaknic01,fga,1,,,,,
player,201412200sfo,sdg,novaknic01,punt,0,,,,,
player,201412200sfo,sdg,novaknic01,punt_yds,0,,,,,
player,201412200sfo,sdg,novaknic01,punt_yds_per_punt,,,,,,
player,201412200sfo,sdg,novaknic01,punt_long,0,,,,,
player,201412200sfo,sdg,McBrMa20,xpm,,,,,,
player,201412200sfo,sdg,McBrMa20,xpa,,,,,,
player,201412200sfo,sdg,McBrMa20,fgm,,,,,,
player,201412200sfo,sdg,McBrMa20,fga,,,,,,
player,201412200sfo,sdg,McBrMa20,punt,4,,,,,
player,201412200sfo,sdg,McBrMa20,punt_yds,201,,,,,
player,201412200sfo,sdg,McBrMa20,punt_yds_per_punt,50.3,,,,,
player,201412200sfo,sdg,McBrMa20,punt_long,58,,,,,
player,201412200sfo,sfo,dawsophi01,xpm,5,,,,,
player,201412200sfo,sfo,dawsophi01,xpa,5,,,,,
player,201412200sfo,sfo,dawsophi01,fgm,,,,,,
player,201412200sfo,sfo,dawsophi01,fga,1,,,,,
player,201412200sfo,sfo,dawsophi01,punt,0,,,,,
player,201412200sfo,sfo,dawsophi01,punt_yds,0,,,,,
player,201412200sfo,sfo,dawsophi01,punt_yds_per_punt,,,,,,
player,201412200sfo,sfo,dawsophi01,punt_long,0,,,,,
player,201412200sfo,sfo,LeexAn20,xpm,,,,,,
player,201412200sfo,sfo,LeexAn20,xpa,,,,,,
player,201412200sfo,sfo,LeexAn20,fgm,,,,,,
player,201412200sfo,sfo,LeexAn20,fga,,,,,,
player,201412200sfo,sfo,LeexAn20,punt,4,,,,,
player,201412200sfo,sfo,LeexAn20,punt_yds,152,,,,,
player,201412200sfo,sfo,LeexAn20,punt_yds_per_punt,38.0,,,,,
player,201412200sfo,sfo,LeexAn20,punt_long,46,,,,,
player,201412200sfo,sfo,DaviAn27,pos,T,,,,,
player,201412200sfo,sfo,DaviAn27,offense,72,,,,,
player,201412200sfo,sfo,DaviAn27,off_pct,100%,,,,,
player,201412200sfo,sfo,DaviAn27,defense,0,,,,,
player,201412200sfo,sfo,DaviAn27,def_pct,0%,,,,,
player,201412200sfo,sfo,DaviAn27,special_teams,6,,,,,
player,201412200sfo,sfo,DaviAn27,st_pct,18%,,,,,
player,201412200sfo,sfo,StalJo20,pos,T,,,,,
player,201412200sfo,sfo,StalJo20,offense,72,,,,,
player,201412200sfo,sfo,StalJo20,off_pct,100%,,,,,
player,201412200sfo,sfo,StalJo20,defense,0,,,,,
player,201412200sfo,sfo,StalJo20,def_pct,0%,,,,,
player,201412200sfo,sfo,StalJo20,special_teams,6,,,,,
player,201412200sfo,sfo,StalJo20,st_pct,18%,,,,,
player,201412200sfo,sfo,BoonAl21,pos,G,,,,,
player,201412200sfo,sfo,BoonAl21,offense,72,,,,,
player,201412200sfo,sfo,BoonAl21,off_pct,100%,,,,,
player,201412200sfo,sfo,BoonAl21,defense,0,,,,,
player,201412200sfo,sfo,BoonAl21,def_pct,0%,,,,,
player,201412200sfo,sfo,BoonAl21,special_teams,6,,,,,
player,201412200sfo,sfo,BoonAl21,st_pct,18%,,,,,
player,201412200sfo,sfo,IupaMi20,pos,G,,,,,
player,201412200sfo,sfo,IupaMi20,offense,72,,,,,
player,201412200sfo,sfo,IupaMi20,off_pct,100%,,,,,
player,201412200sfo,sfo,IupaMi20,defense,0,,,,,
player,201412200sfo,sfo,IupaMi20,def_pct,0%,,,,,
player,201412200sfo,sfo,IupaMi20,special_teams,6,,,,,
player,201412200sfo,sfo,IupaMi20,st_pct,18%,,,,,
player,201412200sfo,sfo,KaepCo00,pos,QB,,,,,
player,201412200sfo,sfo,KaepCo00,offense,72,,,,,
player,201412200sfo,sfo,KaepCo00,off_pct,100%,,,,,
player,201412200sfo,sfo,KaepCo00,defense,0,,,,,
player,201412200sfo,sfo,KaepCo00,def_pct,0%,,,,,
player,201412200sfo,sfo,KaepCo00,special_teams,0,,,,,
player,201412200sfo,sfo,KaepCo00,st_pct,0%,,,,,
player,201412200sfo,sfo,MartMa01,pos,C,,,,,
player,201412200sfo,sfo,MartMa01,offense,71,,,,,
player,201412200sfo,sfo,MartMa01,off_pct,99%,,,,,
player,201412200sfo,sfo,MartMa01,defense,0,,,,,
player,201412200sfo,sfo,MartMa01,def_pct,0%,,,,,
player,201412200sfo,sfo,MartMa01,special_teams,6,,,,,
player,201412200sfo,sfo,MartMa01,st_pct,18%,,,,,
player,201412200sfo,sfo,BoldAn00,pos,WR,,,,,
player,201412200sfo,sfo,BoldAn00,offense,70,,,,,
player,201412200sfo,sfo,BoldAn00,off_pct,97%,,,,,
player,201412200sfo,sfo,BoldAn00,defense,0,,,,,
player,201412200sfo,sfo,BoldAn00,def_pct,0%,,,,,
player,201412200sfo,sfo,BoldAn00,special_teams,1,,,,,
player,201412200sfo,sfo,BoldAn00,st_pct,3%,,,,,
player,201412200sfo,sfo,DaviVe00,pos,TE,,,,,
player,201412200sfo,sfo,DaviVe00,offense,70,,,,,
player,201412200sfo,sfo,DaviVe00,off_pct,97%,,,,,
player,201412200sfo,sfo,DaviVe00,defense,0,,,,,
player,201412200sfo,sfo,DaviVe00,def_pct,0%,,,,,
player,201412200sfo,sfo,DaviVe00,special_teams,0,,,,,
player,201412200sfo,sfo,DaviVe00,st_pct,0%,,,,,
player,201412200sfo,sfo,GoreFr00,pos,RB,,,,,
player,201412200sfo,sfo,GoreFr00,offense,54,,,,,
player,201412200sfo,sfo,GoreFr00,off_pct,75%,,,,,
player,201412200sfo,sfo,GoreFr00,defense,0,,,,,
player,201412200sfo,sfo,GoreFr00,def_pct,0%,,,,,
player,201412200sfo,sfo,GoreFr00,special_teams,0,,,,,
player,201412200sfo,sfo,GoreFr00,st_pct,0%,,,,,
player,201412200sfo,sfo,MillBr02,pos,FB,,,,,
player,201412200sfo,sfo,MillBr02,offense,53,,,,,
player,201412200sfo,sfo,MillBr02,off_pct,74%,,,,,
player,201412200sfo,sfo,MillBr02,defense,0,,,,,
player,201412200sfo,sfo,MillBr02,def_pct,0%,,,,,
player,201412200sfo,sfo,MillBr02,special_teams,12,,,,,
player,201412200sfo,sfo,MillBr02,st_pct,36%,,,,,
player,201412200sfo,sfo,PattQu00,pos,WR,,,,,
player,201412200sfo,sfo,PattQu00,offense,47,,,,,
player,201412200sfo,sfo,PattQu00,off_pct,65%,,,,,
player,201412200sfo,sfo,PattQu00,defense,0,,,,,
player,201412200sfo,sfo,PattQu00,def_pct,0%,,,,,
player,201412200sfo,sfo,PattQu00,special_teams,10,,,,,
player,201412200sfo,sfo,PattQu00,st_pct,30%,,,,,
player,201412200sfo,sfo,CrabMi00,pos,WR,,,,,
player,201412200sfo,sfo,CrabMi00,offense,15,,,,,
player,201412200sfo,sfo,CrabMi00,off_pct,21%,,,,,
player,201412200sfo,sfo,CrabMi00,defense,0,,,,,
player,201412200sfo,sfo,CrabMi00,def_pct,0%,,,,,
player,201412200sfo,sfo,CrabMi00,special_teams,0,,,,,
player,201412200sfo,sfo,CrabMi00,st_pct,0%,,,,,
player,201412200sfo,sfo,ClevAs00,pos,TE,,,,,
player,201412200sfo,sfo,ClevAs00,offense,14,,,,,
player,201412200sfo,sfo,ClevAs00,off_pct,19%,,,,,
player,201412200sfo,sfo,ClevAs00,defense,0,,,,,
player,201412200sfo,sfo,ClevAs00,def_pct,0%,,,,,
player,201412200sfo,sfo,ClevAs00,special_teams,12,,,,,
player,201412200sfo,sfo,ClevAs00,st_pct,36%,,,,,
player,201412200sfo,sfo,ElliBr00,pos,WR,,,,,
player,201412200sfo,sfo,ElliBr00,offense,14,,,,,
player,201412200sfo,sfo,ElliBr00,off_pct,19%,,,,,
player,201412200sfo,sfo,ElliBr00,defense,0,,,,,
player,201412200sfo,sfo,ElliBr00,def_pct,0%,,,,,
player,201412200sfo,sfo,ElliBr00,special_teams,7,,,,,
player,201412200sfo,sfo,ElliBr00,st_pct,21%,,,,,
player,201412200sfo,sfo,SmitAl22,pos,RB,,,,,
player,201412200sfo,sfo,SmitAl22,offense,12,,,,,
player,201412200sfo,sfo,SmitAl22,off_pct,17%,,,,,
player,201412200sfo,sfo,SmitAl22,defense,0,,,,,
player,201412200sfo,sfo,SmitAl22,def_pct,0%,,,,,
player,201412200sfo,sfo,SmitAl22,special_teams,20,,,,,
player,201412200sfo,sfo,SmitAl22,st_pct,61%,,,,,
player,201412200sfo,sfo,LloyBr00,pos,WR,,,,,
player,201412200sfo,sfo,LloyBr00,offense,10,,,,,
player,201412200sfo,sfo,LloyBr00,off_pct,14%,,,,,
player,201412200sfo,sfo,LloyBr00,defense,0,,,,,
player,201412200sfo,sfo,LloyBr00,def_pct,0%,,,,,
player,201412200sfo,sfo,LloyBr00,special_teams,0,,,,,
player,201412200sfo,sfo,LloyBr00,st_pct,0%,,,,,
player,201412200sfo,sfo,FarrDi00,pos,G,,,,,
player,201412200sfo,sfo,FarrDi00,offense,1,,,,,
player,201412200sfo,sfo,FarrDi00,off_pct,1%,,,,,
player,201412200sfo,sfo,FarrDi00,defense,0,,,,,
player,201412200sfo,sfo,FarrDi00,def_pct,0%,,,,,
player,201412200sfo,sfo,FarrDi00,special_teams,6,,,,,
player,201412200sfo,sfo,FarrDi00,st_pct,18%,,,,,
player,201412200sfo,sfo,MartJo01,pos,T,,,,,
player,201412200sfo,sfo,MartJo01,offense,1,,,,,
player,201412200sfo,sfo,MartJo01,off_pct,1%,,,,,
player,201412200sfo,sfo,MartJo01,defense,0,,,,,
player,201412200sfo,sfo,MartJo01,def_pct,0%,,,,,
player,201412200sfo,sfo,MartJo01,special_teams,0,,,,,
player,201412200sfo,sfo,MartJo01,st_pct,0%,,,,,
player,201412200sfo,sfo,WilhMi00,pos,LB,,,,,
player,201412200sfo,sfo,WilhMi00,offense,0,,,,,
player,201412200sfo,sfo,WilhMi00,off_pct,0%,,,,,
player,201412200sfo,sfo,WilhMi00,defense,84,,,,,
player,201412200sfo,sfo,WilhMi00,def_pct,100%,,,,,
player,201412200sfo,sfo,WilhMi00,special_teams,11,,,,,
player,201412200sfo,sfo,WilhMi00,st_pct,33%,,,,,
player,201412200sfo,sfo,BethAn20,pos,SS,,,,,
player,201412200sfo,sfo,BethAn20,offense,0,,,,,
player,201412200sfo,sfo,BethAn20,off_pct,0%,,,,,
player,201412200sfo,sfo,BethAn20,defense,84,,,,,
player,201412200sfo,sfo,BethAn20,def_pct,100%,,,,,
player,201412200sfo,sfo,BethAn20,special_teams,0,,,,,
player,201412200sfo,sfo,BethAn20,st_pct,0%,,,,,
player,201412200sfo,sfo,CullCh00,pos,CB,,,,,
player,201412200sfo,sfo,CullCh00,offense,0,,,,,
player,201412200sfo,sfo,CullCh00,off_pct,0%,,,,,
player,201412200sfo,sfo,CullCh00,defense,84,,,,,
player,201412200sfo,sfo,CullCh00,def_pct,100%,,,,,
player,201412200sfo,sfo,CullCh00,special_teams,0,,,,,
player,201412200sfo,sfo,CullCh00,st_pct,0%,,,,,
player,201412200sfo,sfo,JohnDo02,pos,CB,,,,,
player,201412200sfo,sfo,JohnDo02,offense,0,,,,,
player,201412200sfo,sfo,JohnDo02,off_pct,0%,,,,,
player,201412200sfo,sfo,JohnDo02,defense,78,,,,,
player,201412200sfo,sfo,JohnDo02,def_pct,93%,,,,,
player,201412200sfo,sfo,JohnDo02,special_teams,20,,,,,
player,201412200sfo,sfo,JohnDo02,st_pct,61%,,,,,
player,201412200sfo,sfo,MoodNi00,pos,LB,,,,,
player,201412200sfo,sfo,MoodNi00,offense,0,,,,,
player,201412200sfo,sfo,MoodNi00,off_pct,0%,,,,,
player,201412200sfo,sfo,MoodNi00,defense,77,,,,,
player,201412200sfo,sfo,MoodNi00,def_pct,92%,,,,,
player,201412200sfo,sfo,MoodNi00,special_teams,5,,,,,
player,201412200sfo,sfo,MoodNi00,st_pct,15%,,,,,
player,201412200sfo,sfo,DahlCr99,pos,SS,,,,,
player,201412200sfo,sfo,DahlCr99,offense,0,,,,,
player,201412200sfo,sfo,DahlCr99,off_pct,0%,,,,,
player,201412200sfo,sfo,DahlCr99,defense,73,,,,,
player,201412200sfo,sfo,DahlCr99,def_pct,87%,,,,,
player,201412200sfo,sfo,DahlCr99,special_teams,22,,,,,
player,201412200sfo,sfo,DahlCr99,st_pct,67%,,,,,
player,201412200sfo,sfo,SmitAl04,pos,LB,,,,,
player,201412200sfo,sfo,SmitAl04,offense,0,,,,,
player,201412200sfo,sfo,SmitAl04,off_pct,0%,,,,,
player,201412200sfo,sfo,SmitAl04,defense,72,,,,,
player,201412200sfo,sfo,SmitAl04,def_pct,86%,,,,,
player,201412200sfo,sfo,SmitAl04,special_teams,4,,,,,
player,201412200sfo,sfo,SmitAl04,st_pct,12%,,,,,
player,201412200sfo,sfo,CoxxPe99,pos,CB,,,,,
player,201412200sfo,sfo,CoxxPe99,offense,0,,,,,
player,201412200sfo,sfo,CoxxPe99,off_pct,0%,,,,,
player,201412200sfo,sfo,CoxxPe99,defense,65,,,,,
player,201412200sfo,sfo,CoxxPe99,def_pct,77%,,,,,
player,201412200sfo,sfo,CoxxPe99,special_teams,4,,,,,
player,201412200sfo,sfo,CoxxPe99,st_pct,12%,,,,,
player,201412200sfo,sfo,JeroTo00,pos,DE,,,,,
player,201412200sfo,sfo,JeroTo00,offense,0,,,,,
player,201412200sfo,sfo,JeroTo00,off_pct,0%,,,,,
player,201412200sfo,sfo,JeroTo00,defense,56,,,,,
player,201412200sfo,sfo,JeroTo00,def_pct,67%,,,,,
player,201412200sfo,sfo,JeroTo00,special_teams,12,,,,,
player,201412200sfo,sfo,JeroTo00,st_pct,36%,,,,,
player,201412200sfo,sfo,SmitJu20,pos,DE,,,,,
player,201412200sfo,sfo,SmitJu20,offense,0,,,,,
player,201412200sfo,sfo,SmitJu20,off_pct,0%,,,,,
player,201412200sfo,sfo,SmitJu20,defense,54,,,,,
player,201412200sfo,sfo,SmitJu20,def_pct,64%,,,,,
player,201412200sfo,sfo,SmitJu20,special_teams,0,,,,,
player,201412200sfo,sfo,SmitJu20,st_pct,0%,,,,,
player,201412200sfo,sfo,LyncAa00,pos,LB,,,,,
player,201412200sfo,sfo,LyncAa00,offense,0,,,,,
player,201412200sfo,sfo,LyncAa00,off_pct,0%,,,,,
player,201412200sfo,sfo,LyncAa00,defense,43,,,,,
player,201412200sfo,sfo,LyncAa00,def_pct,51%,,,,,
player,201412200sfo,sfo,LyncAa00,special_teams,6,,,,,
player,201412200sfo,sfo,LyncAa00,st_pct,18%,,,,,
player,201412200sfo,sfo,DialQu00,pos,NT,,,,,
player,201412200sfo,sfo,DialQu00,offense,0,,,,,
player,201412200sfo,sfo,DialQu00,off_pct,0%,,,,,
player,201412200sfo,sfo,DialQu00,defense,39,,,,,
player,201412200sfo,sfo,DialQu00,def_pct,46%,,,,,
player,201412200sfo,sfo,DialQu00,special_teams,12,,,,,
player,201412200sfo,sfo,DialQu00,st_pct,36%,,,,,
player,201412200sfo,sfo,SkutDa00,pos,LB,,,,,
player,201412200sfo,sfo,SkutDa00,offense,0,,,,,
player,201412200sfo,sfo,SkutDa00,off_pct,0%,,,,,
player,201412200sfo,sfo,SkutDa00,defense,29,,,,,
player,201412200sfo,sfo,SkutDa00,def_pct,35%,,,,,
player,201412200sfo,sfo,SkutDa00,special_teams,12,,,,,
player,201412200sfo,sfo,SkutDa00,st_pct,36%,,,,,
player,201412200sfo,sfo,LemoCo00,pos,LB,,,,,
player,201412200sfo,sfo,LemoCo00,offense,0,,,,,
player,201412200sfo,sfo,LemoCo00,off_pct,0%,,,,,
player,201412200sfo,sfo,LemoCo00,defense,24,,,,,
player,201412200sfo,sfo,LemoCo00,def_pct,29%,,,,,
player,201412200sfo,sfo,LemoCo00,special_teams,20,,,,,
player,201412200sfo,sfo,LemoCo00,st_pct,61%,,,,,
player,201412200sfo,sfo,CarrCo00,pos,DE,,,,,
player,201412200sfo,sfo,CarrCo00,offense,0,,,,,
player,201412200sfo,sfo,CarrCo00,off_pct,0%,,,,,
player,201412200sfo,sfo,CarrCo00,defense,24,,,,,
player,201412200sfo,sfo,CarrCo00,def_pct,29%,,,,,
player,201412200sfo,sfo,CarrCo00,special_teams,6,,,,,
player,201412200sfo,sfo,CarrCo00,st_pct,18%,,,,,
player,201412200sfo,sfo,CromMa01,pos,CB,,,,,
player,201412200sfo,sfo,CromMa01,offense,0,,,,,
player,201412200sfo,sfo,CromMa01,off_pct,0%,,,,,
player,201412200sfo,sfo,CromMa01,defense,11,,,,,
player,201412200sfo,sfo,CromMa01,def_pct,13%,,,,,
player,201412200sfo,sfo,CromMa01,special_teams,10,,,,,
player,201412200sfo,sfo,CromMa01,st_pct,30%,,,,,
player,201412200sfo,sfo,ReidEr00,pos,FS,,,,,
player,201412200sfo,sfo,ReidEr00,offense,0,,,,,
player,201412200sfo,sfo,ReidEr00,off_pct,0%,,,,,
player,201412200sfo,sfo,ReidEr00,defense,11,,,,,
player,201412200sfo,sfo,ReidEr00,def_pct,13%,,,,,
player,201412200sfo,sfo,ReidEr00,special_teams,0,,,,,
player,201412200sfo,sfo,ReidEr00,st_pct,0%,,,,,
player,201412200sfo,sfo,PurcMi00,pos,NT,,,,,
player,201412200sfo,sfo,PurcMi00,offense,0,,,,,
player,201412200sfo,sfo,PurcMi00,off_pct,0%,,,,,
player,201412200sfo,sfo,PurcMi00,defense,9,,,,,
player,201412200sfo,sfo,PurcMi00,def_pct,11%,,,,,
player,201412200sfo,sfo,PurcMi00,special_teams,6,,,,,
player,201412200sfo,sfo,PurcMi00,st_pct,18%,,,,,
player,201412200sfo,sfo,McFaLe00,pos,CB,,,,,
player,201412200sfo,sfo,McFaLe00,offense,0,,,,,
player,201412200sfo,sfo,McFaLe00,off_pct,0%,,,,,
player,201412200sfo,sfo,McFaLe00,defense,7,,,,,
player,201412200sfo,sfo,McFaLe00,def_pct,8%,,,,,
player,201412200sfo,sfo,McFaLe00,special_teams,13,,,,,
player,201412200sfo,sfo,McFaLe00,st_pct,39%,,,,,
player,201412200sfo,sfo,McCrL.00,pos,FS,,,,,
player,201412200sfo,sfo,McCrL.00,offense,0,,,,,
player,201412200sfo,sfo,McCrL.00,off_pct,0%,,,,,
player,201412200sfo,sfo,McCrL.00,defense,0,,,,,
player,201412200sfo,sfo,McCrL.00,def_pct,0%,,,,,
player,201412200sfo,sfo,McCrL.00,special_teams,27,,,,,
player,201412200sfo,sfo,McCrL.00,st_pct,82%,,,,,
player,201412200sfo,sfo,ThomCh04,pos,LB,,,,,
player,201412200sfo,sfo,ThomCh04,offense,0,,,,,
player,201412200sfo,sfo,ThomCh04,off_pct,0%,,,,,
player,201412200sfo,sfo,ThomCh04,defense,0,,,,,
player,201412200sfo,sfo,ThomCh04,def_pct,0%,,,,,
player,201412200sfo,sfo,ThomCh04,special_teams,15,,,,,
player,201412200sfo,sfo,ThomCh04,st_pct,45%,,,,,
player,201412200sfo,sfo,BishDe99,pos,LB,,,,,
player,201412200sfo,sfo,BishDe99,offense,0,,,,,
player,201412200sfo,sfo,BishDe99,off_pct,0%,,,,,
player,201412200sfo,sfo,BishDe99,defense,0,,,,,
player,201412200sfo,sfo,BishDe99,def_pct,0%,,,,,
player,201412200sfo,sfo,BishDe99,special_teams,15,,,,,
player,201412200sfo,sfo,BishDe99,st_pct,45%,,,,,
player,201412200sfo,sfo,dawsophi01,pos,K,,,,,
player,201412200sfo,sfo,dawsophi01,offense,0,,,,,
