game,2014,10,20141109,201411090gnb,chi,"Chicago Bears",14,gnb,"Green Bay Packers",55
player,201411090gnb,chi,CutlJa00,fumbles,1,,,,,
player,201411090gnb,chi,CutlJa00,fumbles_lost,1,,,,,
player,201411090gnb,chi,ClauJi00,pass_cmp,1,,,,,
player,201411090gnb,chi,ClauJi00,pass_att,3,,,,,
player,201411090gnb,chi,ClauJi00,pass_yds,11,,,,,
player,201411090gnb,chi,ClauJi00,pass_td,0,,,,,
player,201411090gnb,chi,ClauJi00,pass_int,0,,,,,
player,201411090gnb,chi,ClauJi00,pass_sacked,1,,,,,
player,201411090gnb,chi,ClauJi00,pass_sacked_yds,9,,,,,
player,201411090gnb,chi,ClauJi00,pass_long,11,,,,,
player,201411090gnb,chi,ClauJi00,pass_rating,45.1,,,,,
player,201411090gnb,chi,ClauJi00,rush_att,0,,,,,
player,201411090gnb,chi,ClauJi00,rush_yds,0,,,,,
player,201411090gnb,chi,ClauJi00,rush_td,0,,,,,
player,201411090gnb,chi,ClauJi00,rush_long,0,,,,,
player,201411090gnb,chi,ClauJi00,targets,0,,,,,
player,201411090gnb,chi,ClauJi00,rec,0,,,,,
player,201411090gnb,chi,ClauJi00,rec_yds,0,,,,,
player,201411090gnb,chi,ClauJi00,rec_td,0,,,,,
player,201411090gnb,chi,ClauJi00,rec_long,0,,,,,
player,201411090gnb,chi,ClauJi00,fumbles,0,,,,,
player,201411090gnb,chi,ClauJi00,fumbles_lost,0,,,,,
player,201411090gnb,chi,FortMa00,pass_cmp,0,,,,,
player,201411090gnb,chi,FortMa00,pass_att,0,,,,,
player,201411090gnb,chi,FortMa00,pass_yds,0,,,,,
player,201411090gnb,chi,FortMa00,pass_td,0,,,,,
player,201411090gnb,chi,FortMa00,pass_int,0,,,,,
player,201411090gnb,chi,FortMa00,pass_sacked,0,,,,,
player,201411090gnb,chi,FortMa00,pass_sacked_yds,0,,,,,
player,201411090gnb,chi,FortMa00,pass_long,0,,,,,
player,201411090gnb,chi,FortMa00,pass_rating,,,,,,
player,201411090gnb,chi,FortMa00,rush_att,17,,,,,
player,201411090gnb,chi,FortMa00,rush_yds,54,,,,,
player,201411090gnb,chi,FortMa00,rush_td,0,,,,,
player,201411090gnb,chi,FortMa00,rush_long,13,,,,,
player,201411090gnb,chi,FortMa00,targets,7,,,,,
player,201411090gnb,chi,FortMa00,rec,3,,,,,
player,201411090gnb,chi,FortMa00,rec_yds,27,,,,,
player,201411090gnb,chi,FortMa00,rec_td,0,,,,,
player,201411090gnb,chi,FortMa00,rec_long,15,,,,,
player,201411090gnb,chi,FortMa00,fumbles,0,,,,,
player,201411090gnb,chi,FortMa00,fumbles_lost,0,,,,,
player,201411090gnb,chi,CareKa00,pass_cmp,0,,,,,
player,201411090gnb,chi,CareKa00,pass_att,0,,,,,
player,201411090gnb,chi,CareKa00,pass_yds,0,,,,,
player,201411090gnb,chi,CareKa00,pass_td,0,,,,,
player,201411090gnb,chi,CareKa00,pass_int,0,,,,,
player,201411090gnb,chi,CareKa00,pass_sacked,0,,,,,
player,201411090gnb,chi,CareKa00,pass_sacked_yds,0,,,,,
player,201411090gnb,chi,CareKa00,pass_long,0,,,,,
player,201411090gnb,chi,CareKa00,pass_rating,,,,,,
player,201411090gnb,chi,CareKa00,rush_att,2,,,,,
player,201411090gnb,chi,CareKa00,rush_yds,13,,,,,
player,201411090gnb,chi,CareKa00,rush_td,0,,,,,
player,201411090gnb,chi,CareKa00,rush_long,8,,,,,
player,201411090gnb,chi,CareKa00,targets,1,,,,,
player,201411090gnb,chi,CareKa00,rec,1,,,,,
player,201411090gnb,chi,CareKa00,rec_yds,11,,,,,
player,201411090gnb,chi,CareKa00,rec_td,0,,,,,
player,201411090gnb,chi,CareKa00,rec_long,11,,,,,
player,201411090gnb,chi,CareKa00,fumbles,0,,,,,
player,201411090gnb,chi,CareKa00,fumbles_lost,0,,,,,
player,201411090gnb,chi,JeffAl00,pass_cmp,0,,,,,
player,201411090gnb,chi,JeffAl00,pass_att,0,,,,,
player,201411090gnb,chi,JeffAl00,pass_yds,0,,,,,
player,201411090gnb,chi,JeffAl00,pass_td,0,,,,,
player,201411090gnb,chi,JeffAl00,pass_int,0,,,,,
player,201411090gnb,chi,JeffAl00,pass_sacked,0,,,,,
player,201411090gnb,chi,JeffAl00,pass_sacked_yds,0,,,,,
player,201411090gnb,chi,JeffAl00,pass_long,0,,,,,
player,201411090gnb,chi,JeffAl00,pass_rating,,,,,,
player,201411090gnb,chi,JeffAl00,rush_att,1,,,,,
player,201411090gnb,chi,JeffAl00,rush_yds,8,,,,,
player,201411090gnb,chi,JeffAl00,rush_td,0,,,,,
player,201411090gnb,chi,JeffAl00,rush_long,8,,,,,
player,201411090gnb,chi,JeffAl00,targets,12,,,,,
player,201411090gnb,chi,JeffAl00,rec,6,,,,,
player,201411090gnb,chi,JeffAl00,rec_yds,63,,,,,
player,201411090gnb,chi,JeffAl00,rec_td,0,,,,,
player,201411090gnb,chi,JeffAl00,rec_long,22,,,,,
player,201411090gnb,chi,JeffAl00,fumbles,0,,,,,
player,201411090gnb,chi,JeffAl00,fumbles_lost,0,,,,,
player,201411090gnb,chi,MarsBr00,pass_cmp,0,,,,,
player,201411090gnb,chi,MarsBr00,pass_att,0,,,,,
player,201411090gnb,chi,MarsBr00,pass_yds,0,,,,,
player,201411090gnb,chi,MarsBr00,pass_td,0,,,,,
player,201411090gnb,chi,MarsBr00,pass_int,0,,,,,
player,201411090gnb,chi,MarsBr00,pass_sacked,0,,,,,
player,201411090gnb,chi,MarsBr00,pass_sacked_yds,0,,,,,
player,201411090gnb,chi,MarsBr00,pass_long,0,,,,,
player,201411090gnb,chi,MarsBr00,pass_rating,,,,,,
player,201411090gnb,chi,MarsBr00,rush_att,0,,,,,
player,201411090gnb,chi,MarsBr00,rush_yds,0,,,,,
player,201411090gnb,chi,MarsBr00,rush_td,0,,,,,
player,201411090gnb,chi,MarsBr00,rush_long,0,,,,,
player,201411090gnb,chi,MarsBr00,targets,10,,,,,
player,201411090gnb,chi,MarsBr00,rec,8,,,,,
player,201411090gnb,chi,MarsBr00,rec_yds,112,,,,,
player,201411090gnb,chi,MarsBr00,rec_td,1,,,,,
player,201411090gnb,chi,MarsBr00,rec_long,45,,,,,
player,201411090gnb,chi,MarsBr00,fumbles,0,,,,,
player,201411090gnb,chi,MarsBr00,fumbles_lost,0,,,,,
player,201411090gnb,chi,BennMa00,pass_cmp,0,,,,,
player,201411090gnb,chi,BennMa00,pass_att,0,,,,,
player,201411090gnb,chi,BennMa00,pass_yds,0,,,,,
player,201411090gnb,chi,BennMa00,pass_td,0,,,,,
player,201411090gnb,chi,BennMa00,pass_int,0,,,,,
player,201411090gnb,chi,BennMa00,pass_sacked,0,,,,,
player,201411090gnb,chi,BennMa00,pass_sacked_yds,0,,,,,
player,201411090gnb,chi,BennMa00,pass_long,0,,,,,
player,201411090gnb,chi,BennMa00,pass_rating,,,,,,
player,201411090gnb,chi,BennMa00,rush_att,0,,,,,
player,201411090gnb,chi,BennMa00,rush_yds,0,,,,,
player,201411090gnb,chi,BennMa00,rush_td,0,,,,,
player,201411090gnb,chi,BennMa00,rush_long,0,,,,,
player,201411090gnb,chi,BennMa00,targets,6,,,,,
player,201411090gnb,chi,BennMa00,rec,2,,,,,
player,201411090gnb,chi,BennMa00,rec_yds,45,,,,,
player,201411090gnb,chi,BennMa00,rec_td,0,,,,,
player,201411090gnb,chi,BennMa00,rec_long,37,,,,,
player,201411090gnb,chi,BennMa00,fumbles,0,,,,,
player,201411090gnb,chi,BennMa00,fumbles_lost,0,,,,,
player,201411090gnb,chi,MorgJo00,pass_cmp,0,,,,,
player,201411090gnb,chi,MorgJo00,pass_att,0,,,,,
player,201411090gnb,chi,MorgJo00,pass_yds,0,,,,,
player,201411090gnb,chi,MorgJo00,pass_td,0,,,,,
player,201411090gnb,chi,MorgJo00,pass_int,0,,,,,
player,201411090gnb,chi,MorgJo00,pass_sacked,0,,,,,
player,201411090gnb,chi,MorgJo00,pass_sacked_yds,0,,,,,
player,201411090gnb,chi,MorgJo00,pass_long,0,,,,,
player,201411090gnb,chi,MorgJo00,pass_rating,,,,,,
player,201411090gnb,chi,MorgJo00,rush_att,0,,,,,
player,201411090gnb,chi,MorgJo00,rush_yds,0,,,,,
player,201411090gnb,chi,MorgJo00,rush_td,0,,,,,
player,201411090gnb,chi,MorgJo00,rush_long,0,,,,,
player,201411090gnb,chi,MorgJo00,targets,2,,,,,
player,201411090gnb,chi,MorgJo00,rec,1,,,,,
player,201411090gnb,chi,MorgJo00,rec_yds,11,,,,,
player,201411090gnb,chi,MorgJo00,rec_td,0,,,,,
player,201411090gnb,chi,MorgJo00,rec_long,11,,,,,
player,201411090gnb,chi,MorgJo00,fumbles,0,,,,,
player,201411090gnb,chi,MorgJo00,fumbles_lost,0,,,,,
player,201411090gnb,chi,HolmSa00,pass_cmp,0,,,,,
player,201411090gnb,chi,HolmSa00,pass_att,0,,,,,
player,201411090gnb,chi,HolmSa00,pass_yds,0,,,,,
player,201411090gnb,chi,HolmSa00,pass_td,0,,,,,
player,201411090gnb,chi,HolmSa00,pass_int,0,,,,,
player,201411090gnb,chi,HolmSa00,pass_sacked,0,,,,,
player,201411090gnb,chi,HolmSa00,pass_sacked_yds,0,,,,,
player,201411090gnb,chi,HolmSa00,pass_long,0,,,,,
player,201411090gnb,chi,HolmSa00,pass_rating,,,,,,
player,201411090gnb,chi,HolmSa00,rush_att,0,,,,,
player,201411090gnb,chi,HolmSa00,rush_yds,0,,,,,
player,201411090gnb,chi,HolmSa00,rush_td,0,,,,,
player,201411090gnb,chi,HolmSa00,rush_long,0,,,,,
player,201411090gnb,chi,HolmSa00,targets,1,,,,,
player,201411090gnb,chi,HolmSa00,rec,1,,,,,
player,201411090gnb,chi,HolmSa00,rec_yds,11,,,,,
player,201411090gnb,chi,HolmSa00,rec_td,0,,,,,
player,201411090gnb,chi,HolmSa00,rec_long,11,,,,,
player,201411090gnb,chi,HolmSa00,fumbles,0,,,,,
player,201411090gnb,chi,HolmSa00,fumbles_lost,0,,,,,
player,201411090gnb,chi,RosaDa00,pass_cmp,0,,,,,
player,201411090gnb,chi,RosaDa00,pass_att,0,,,,,
player,201411090gnb,chi,RosaDa00,pass_yds,0,,,,,
player,201411090gnb,chi,RosaDa00,pass_td,0,,,,,
player,201411090gnb,chi,RosaDa00,pass_int,0,,,,,
player,201411090gnb,chi,RosaDa00,pass_sacked,0,,,,,
player,201411090gnb,chi,RosaDa00,pass_sacked_yds,0,,,,,
player,201411090gnb,chi,RosaDa00,pass_long,0,,,,,
player,201411090gnb,chi,RosaDa00,pass_rating,,,,,,
player,201411090gnb,chi,RosaDa00,rush_att,0,,,,,
player,201411090gnb,chi,RosaDa00,rush_yds,0,,,,,
player,201411090gnb,chi,RosaDa00,rush_td,0,,,,,
player,201411090gnb,chi,RosaDa00,rush_long,0,,,,,
player,201411090gnb,chi,RosaDa00,targets,1,,,,,
player,201411090gnb,chi,RosaDa00,rec,1,,,,,
player,201411090gnb,chi,RosaDa00,rec_yds,3,,,,,
player,201411090gnb,chi,RosaDa00,rec_td,0,,,,,
player,201411090gnb,chi,RosaDa00,rec_long,3,,,,,
player,201411090gnb,chi,RosaDa00,fumbles,0,,,,,
player,201411090gnb,chi,RosaDa00,fumbles_lost,0,,,,,
player,201411090gnb,chi,WillCh06,pass_cmp,0,,,,,
player,201411090gnb,chi,WillCh06,pass_att,0,,,,,
player,201411090gnb,chi,WillCh06,pass_yds,0,,,,,
player,201411090gnb,chi,WillCh06,pass_td,0,,,,,
player,201411090gnb,chi,WillCh06,pass_int,0,,,,,
player,201411090gnb,chi,WillCh06,pass_sacked,0,,,,,
player,201411090gnb,chi,WillCh06,pass_sacked_yds,0,,,,,
player,201411090gnb,chi,WillCh06,pass_long,0,,,,,
player,201411090gnb,chi,WillCh06,pass_rating,,,,,,
player,201411090gnb,chi,WillCh06,rush_att,1,,,,,
player,201411090gnb,chi,WillCh06,rush_yds,-8,,,,,
player,201411090gnb,chi,WillCh06,rush_td,0,,,,,
player,201411090gnb,chi,WillCh06,rush_long,-8,,,,,
player,201411090gnb,chi,WillCh06,targets,,,,,,
player,201411090gnb,chi,WillCh06,rec,0,,,,,
player,201411090gnb,chi,WillCh06,rec_yds,0,,,,,
player,201411090gnb,chi,WillCh06,rec_td,0,,,,,
player,201411090gnb,chi,WillCh06,rec_long,0,,,,,
player,201411090gnb,chi,WillCh06,fumbles,0,,,,,
player,201411090gnb,chi,WillCh06,fumbles_lost,0,,,,,
player,201411090gnb,chi,ODonPa00,pass_cmp,0,,,,,
player,201411090gnb,chi,ODonPa00,pass_att,0,,,,,
player,201411090gnb,chi,ODonPa00,pass_yds,0,,,,,
player,201411090gnb,chi,ODonPa00,pass_td,0,,,,,
player,201411090gnb,chi,ODonPa00,pass_int,0,,,,,
player,201411090gnb,chi,ODonPa00,pass_sacked,0,,,,,
player,201411090gnb,chi,ODonPa00,pass_sacked_yds,0,,,,,
player,201411090gnb,chi,ODonPa00,pass_long,0,,,,,
player,201411090gnb,chi,ODonPa00,pass_rating,,,,,,
player,201411090gnb,chi,ODonPa00,rush_att,1,,,,,
player,201411090gnb,chi,ODonPa00,rush_yds,-12,,,,,
player,201411090gnb,chi,ODonPa00,rush_td,0,,,,,
player,201411090gnb,chi,ODonPa00,rush_long,-12,,,,,
player,201411090gnb,chi,ODonPa00,targets,0,,,,,
player,201411090gnb,chi,ODonPa00,rec,0,,,,,
player,201411090gnb,chi,ODonPa00,rec_yds,0,,,,,
player,201411090gnb,chi,ODonPa00,rec_td,0,,,,,
player,201411090gnb,chi,ODonPa00,rec_long,0,,,,,
player,201411090gnb,chi,ODonPa00,fumbles,1,,,,,
player,201411090gnb,chi,ODonPa00,fumbles_lost,0,,,,,
player,201411090gnb,gnb,RodgAa00,pass_cmp,18,,,,,
player,201411090gnb,gnb,RodgAa00,pass_att,27,,,,,
player,201411090gnb,gnb,RodgAa00,pass_yds,315,,,,,
player,201411090gnb,gnb,RodgAa00,pass_td,6,,,,,
player,201411090gnb,gnb,RodgAa00,pass_int,0,,,,,
player,201411090gnb,gnb,RodgAa00,pass_sacked,0,,,,,
player,201411090gnb,gnb,RodgAa00,pass_sacked_yds,0,,,,,
player,201411090gnb,gnb,RodgAa00,pass_long,73,,,,,
player,201411090gnb,gnb,RodgAa00,pass_rating,145.8,,,,,
player,201411090gnb,gnb,RodgAa00,rush_att,0,,,,,
player,201411090gnb,gnb,RodgAa00,rush_yds,0,,,,,
player,201411090gnb,gnb,RodgAa00,rush_td,0,,,,,
player,201411090gnb,gnb,RodgAa00,rush_long,0,,,,,
player,201411090gnb,gnb,RodgAa00,targets,0,,,,,
player,201411090gnb,gnb,RodgAa00,rec,0,,,,,
player,201411090gnb,gnb,RodgAa00,rec_yds,0,,,,,
player,201411090gnb,gnb,RodgAa00,rec_td,0,,,,,
player,201411090gnb,gnb,RodgAa00,rec_long,0,,,,,
player,201411090gnb,gnb,RodgAa00,fumbles,0,,,,,
player,201411090gnb,gnb,RodgAa00,fumbles_lost,0,,,,,
player,201411090gnb,gnb,FlynMa00,pass_cmp,1,,,,,
player,201411090gnb,gnb,FlynMa00,pass_att,5,,,,,
player,201411090gnb,gnb,FlynMa00,pass_yds,4,,,,,
player,201411090gnb,gnb,FlynMa00,pass_td,0,,,,,
player,201411090gnb,gnb,FlynMa00,pass_int,0,,,,,
player,201411090gnb,gnb,FlynMa00,pass_sacked,0,,,,,
player,201411090gnb,gnb,FlynMa00,pass_sacked_yds,0,,,,,
player,201411090gnb,gnb,FlynMa00,pass_long,4,,,,,
player,201411090gnb,gnb,FlynMa00,pass_rating,39.6,,,,,
player,201411090gnb,gnb,FlynMa00,rush_att,0,,,,,
player,201411090gnb,gnb,FlynMa00,rush_yds,0,,,,,
player,201411090gnb,gnb,FlynMa00,rush_td,0,,,,,
player,201411090gnb,gnb,FlynMa00,rush_long,0,,,,,
player,201411090gnb,gnb,FlynMa00,targets,0,,,,,
player,201411090gnb,gnb,FlynMa00,rec,0,,,,,
player,201411090gnb,gnb,FlynMa00,rec_yds,0,,,,,
player,201411090gnb,gnb,FlynMa00,rec_td,0,,,,,
player,201411090gnb,gnb,FlynMa00,rec_long,0,,,,,
player,201411090gnb,gnb,FlynMa00,fumbles,0,,,,,
player,201411090gnb,gnb,FlynMa00,fumbles_lost,0,,,,,
player,201411090gnb,gnb,HarrDu01,pass_cmp,0,,,,,
player,201411090gnb,gnb,HarrDu01,pass_att,0,,,,,
player,201411090gnb,gnb,HarrDu01,pass_yds,0,,,,,
player,201411090gnb,gnb,HarrDu01,pass_td,0,,,,,
player,201411090gnb,gnb,HarrDu01,pass_int,0,,,,,
player,201411090gnb,gnb,HarrDu01,pass_sacked,0,,,,,
player,201411090gnb,gnb,HarrDu01,pass_sacked_yds,0,,,,,
player,201411090gnb,gnb,HarrDu01,pass_long,0,,,,,
player,201411090gnb,gnb,HarrDu01,pass_rating,,,,,,
player,201411090gnb,gnb,HarrDu01,rush_att,8,,,,,
player,201411090gnb,gnb,HarrDu01,rush_yds,52,,,,,
player,201411090gnb,gnb,HarrDu01,rush_td,0,,,,,
player,201411090gnb,gnb,HarrDu01,rush_long,12,,,,,
player,201411090gnb,gnb,HarrDu01,targets,0,,,,,
player,201411090gnb,gnb,HarrDu01,rec,0,,,,,
player,201411090gnb,gnb,HarrDu01,rec_yds,0,,,,,
player,201411090gnb,gnb,HarrDu01,rec_td,0,,,,,
player,201411090gnb,gnb,HarrDu01,rec_long,0,,,,,
player,201411090gnb,gnb,HarrDu01,fumbles,0,,,,,
player,201411090gnb,gnb,HarrDu01,fumbles_lost,0,,,,,
player,201411090gnb,gnb,LacyEd00,pass_cmp,0,,,,,
player,201411090gnb,gnb,LacyEd00,pass_att,0,,,,,
player,201411090gnb,gnb,LacyEd00,pass_yds,0,,,,,
player,201411090gnb,gnb,LacyEd00,pass_td,0,,,,,
player,201411090gnb,gnb,LacyEd00,pass_int,0,,,,,
player,201411090gnb,gnb,LacyEd00,pass_sacked,0,,,,,
player,201411090gnb,gnb,LacyEd00,pass_sacked_yds,0,,,,,
player,201411090gnb,gnb,LacyEd00,pass_long,0,,,,,
player,201411090gnb,gnb,LacyEd00,pass_rating,,,,,,
player,201411090gnb,gnb,LacyEd00,rush_att,14,,,,,
player,201411090gnb,gnb,LacyEd00,rush_yds,50,,,,,
player,201411090gnb,gnb,LacyEd00,rush_td,0,,,,,
player,201411090gnb,gnb,LacyEd00,rush_long,16,,,,,
player,201411090gnb,gnb,LacyEd00,targets,6,,,,,
player,201411090gnb,gnb,LacyEd00,rec,3,,,,,
player,201411090gnb,gnb,LacyEd00,rec_yds,68,,,,,
player,201411090gnb,gnb,LacyEd00,rec_td,1,,,,,
player,201411090gnb,gnb,LacyEd00,rec_long,56,,,,,
player,201411090gnb,gnb,LacyEd00,fumbles,0,,,,,
player,201411090gnb,gnb,LacyEd00,fumbles_lost,0,,,,,
player,201411090gnb,gnb,KuhnJo00,pass_cmp,0,,,,,
player,201411090gnb,gnb,KuhnJo00,pass_att,0,,,,,
player,201411090gnb,gnb,KuhnJo00,pass_yds,0,,,,,
player,201411090gnb,gnb,KuhnJo00,pass_td,0,,,,,
player,201411090gnb,gnb,KuhnJo00,pass_int,0,,,,,
player,201411090gnb,gnb,KuhnJo00,pass_sacked,0,,,,,
player,201411090gnb,gnb,KuhnJo00,pass_sacked_yds,0,,,,,
player,201411090gnb,gnb,KuhnJo00,pass_long,0,,,,,
player,201411090gnb,gnb,KuhnJo00,pass_rating,,,,,,
player,201411090gnb,gnb,KuhnJo00,rush_att,5,,,,,
player,201411090gnb,gnb,KuhnJo00,rush_yds,20,,,,,
player,201411090gnb,gnb,KuhnJo00,rush_td,0,,,,,
player,201411090gnb,gnb,KuhnJo00,rush_long,7,,,,,
player,201411090gnb,gnb,KuhnJo00,targets,0,,,,,
player,201411090gnb,gnb,KuhnJo00,rec,0,,,,,
player,201411090gnb,gnb,KuhnJo00,rec_yds,0,,,,,
player,201411090gnb,gnb,KuhnJo00,rec_td,0,,,,,
player,201411090gnb,gnb,KuhnJo00,rec_long,0,,,,,
player,201411090gnb,gnb,KuhnJo00,fumbles,0,,,,,
player,201411090gnb,gnb,KuhnJo00,fumbles_lost,0,,,,,
player,201411090gnb,gnb,StarJa00,pass_cmp,0,,,,,
player,201411090gnb,gnb,StarJa00,pass_att,0,,,,,
player,201411090gnb,gnb,StarJa00,pass_yds,0,,,,,
player,201411090gnb,gnb,StarJa00,pass_td,0,,,,,
player,201411090gnb,gnb,StarJa00,pass_int,0,,,,,
player,201411090gnb,gnb,StarJa00,pass_sacked,0,,,,,
player,201411090gnb,gnb,StarJa00,pass_sacked_yds,0,,,,,
player,201411090gnb,gnb,StarJa00,pass_long,0,,,,,
player,201411090gnb,gnb,StarJa00,pass_rating,,,,,,
player,201411090gnb,gnb,StarJa00,rush_att,5,,,,,
player,201411090gnb,gnb,StarJa00,rush_yds,10,,,,,
player,201411090gnb,gnb,StarJa00,rush_td,0,,,,,
player,201411090gnb,gnb,StarJa00,rush_long,6,,,,,
player,201411090gnb,gnb,StarJa00,targets,1,,,,,
player,201411090gnb,gnb,StarJa00,rec,0,,,,,
player,201411090gnb,gnb,StarJa00,rec_yds,0,,,,,
player,201411090gnb,gnb,StarJa00,rec_td,0,,,,,
player,201411090gnb,gnb,StarJa00,rec_long,0,,,,,
player,201411090gnb,gnb,StarJa00,fumbles,0,,,,,
player,201411090gnb,gnb,StarJa00,fumbles_lost,0,,,,,
player,201411090gnb,gnb,NelsJo00,pass_cmp,0,,,,,
player,201411090gnb,gnb,NelsJo00,pass_att,0,,,,,
player,201411090gnb,gnb,NelsJo00,pass_yds,0,,,,,
player,201411090gnb,gnb,NelsJo00,pass_td,0,,,,,
player,201411090gnb,gnb,NelsJo00,pass_int,0,,,,,
player,201411090gnb,gnb,NelsJo00,pass_sacked,0,,,,,
player,201411090gnb,gnb,NelsJo00,pass_sacked_yds,0,,,,,
player,201411090gnb,gnb,NelsJo00,pass_long,0,,,,,
player,201411090gnb,gnb,NelsJo00,pass_rating,,,,,,
player,201411090gnb,gnb,NelsJo00,rush_att,0,,,,,
player,201411090gnb,gnb,NelsJo00,rush_yds,0,,,,,
player,201411090gnb,gnb,NelsJo00,rush_td,0,,,,,
player,201411090gnb,gnb,NelsJo00,rush_long,0,,,,,
player,201411090gnb,gnb,NelsJo00,targets,6,,,,,
player,201411090gnb,gnb,NelsJo00,rec,6,,,,,
player,201411090gnb,gnb,NelsJo00,rec_yds,152,,,,,
player,201411090gnb,gnb,NelsJo00,rec_td,2,,,,,
player,201411090gnb,gnb,NelsJo00,rec_long,73,,,,,
player,201411090gnb,gnb,NelsJo00,fumbles,0,,,,,
player,201411090gnb,gnb,NelsJo00,fumbles_lost,0,,,,,
player,201411090gnb,gnb,CobbRa00,pass_cmp,0,,,,,
player,201411090gnb,gnb,CobbRa00,pass_att,0,,,,,
player,201411090gnb,gnb,CobbRa00,pass_yds,0,,,,,
player,201411090gnb,gnb,CobbRa00,pass_td,0,,,,,
player,201411090gnb,gnb,CobbRa00,pass_int,0,,,,,
player,201411090gnb,gnb,CobbRa00,pass_sacked,0,,,,,
player,201411090gnb,gnb,CobbRa00,pass_sacked_yds,0,,,,,
player,201411090gnb,gnb,CobbRa00,pass_long,0,,,,,
player,201411090gnb,gnb,CobbRa00,pass_rating,,,,,,
player,201411090gnb,gnb,CobbRa00,rush_att,0,,,,,
player,201411090gnb,gnb,CobbRa00,rush_yds,0,,,,,
player,201411090gnb,gnb,CobbRa00,rush_td,0,,,,,
player,201411090gnb,gnb,CobbRa00,rush_long,0,,,,,
player,201411090gnb,gnb,CobbRa00,targets,6,,,,,
player,201411090gnb,gnb,CobbRa00,rec,4,,,,,
player,201411090gnb,gnb,CobbRa00,rec_yds,72,,,,,
player,201411090gnb,gnb,CobbRa00,rec_td,1,,,,,
player,201411090gnb,gnb,CobbRa00,rec_long,29,,,,,
player,201411090gnb,gnb,CobbRa00,fumbles,1,,,,,
player,201411090gnb,gnb,CobbRa00,fumbles_lost,1,,,,,
player,201411090gnb,gnb,QuarAn00,pass_cmp,0,,,,,
player,201411090gnb,gnb,QuarAn00,pass_att,0,,,,,
player,201411090gnb,gnb,QuarAn00,pass_yds,0,,,,,
player,201411090gnb,gnb,QuarAn00,pass_td,0,,,,,
player,201411090gnb,gnb,QuarAn00,pass_int,0,,,,,
player,201411090gnb,gnb,QuarAn00,pass_sacked,0,,,,,
player,201411090gnb,gnb,QuarAn00,pass_sacked_yds,0,,,,,
player,201411090gnb,gnb,QuarAn00,pass_long,0,,,,,
player,201411090gnb,gnb,QuarAn00,pass_rating,,,,,,
player,201411090gnb,gnb,QuarAn00,rush_att,0,,,,,
player,201411090gnb,gnb,QuarAn00,rush_yds,0,,,,,
player,201411090gnb,gnb,QuarAn00,rush_td,0,,,,,
player,201411090gnb,gnb,QuarAn00,rush_long,0,,,,,
