game,2014,10,20141109,201411090rav,oti,"Tennessee Titans",7,rav,"Baltimore Ravens",21
player,201411090rav,oti,GreeSh00,pass_int,0,,,,,
player,201411090rav,oti,GreeSh00,pass_sacked,0,,,,,
player,201411090rav,oti,GreeSh00,pass_sacked_yds,0,,,,,
player,201411090rav,oti,GreeSh00,pass_long,0,,,,,
player,201411090rav,oti,GreeSh00,pass_rating,,,,,,
player,201411090rav,oti,GreeSh00,rush_att,4,,,,,
player,201411090rav,oti,GreeSh00,rush_yds,8,,,,,
player,201411090rav,oti,GreeSh00,rush_td,0,,,,,
player,201411090rav,oti,GreeSh00,rush_long,4,,,,,
player,201411090rav,oti,GreeSh00,targets,0,,,,,
player,201411090rav,oti,GreeSh00,rec,0,,,,,
player,201411090rav,oti,GreeSh00,rec_yds,0,,,,,
player,201411090rav,oti,GreeSh00,rec_td,0,,,,,
player,201411090rav,oti,GreeSh00,rec_long,0,,,,,
player,201411090rav,oti,GreeSh00,fumbles,1,,,,,
player,201411090rav,oti,GreeSh00,fumbles_lost,1,,,,,
player,201411090rav,oti,WashLe00,pass_cmp,0,,,,,
player,201411090rav,oti,WashLe00,pass_att,0,,,,,
player,201411090rav,oti,WashLe00,pass_yds,0,,,,,
player,201411090rav,oti,WashLe00,pass_td,0,,,,,
player,201411090rav,oti,WashLe00,pass_int,0,,,,,
player,201411090rav,oti,WashLe00,pass_sacked,0,,,,,
player,201411090rav,oti,WashLe00,pass_sacked_yds,0,,,,,
player,201411090rav,oti,WashLe00,pass_long,0,,,,,
player,201411090rav,oti,WashLe00,pass_rating,,,,,,
player,201411090rav,oti,WashLe00,rush_att,1,,,,,
player,201411090rav,oti,WashLe00,rush_yds,3,,,,,
player,201411090rav,oti,WashLe00,rush_td,0,,,,,
player,201411090rav,oti,WashLe00,rush_long,3,,,,,
player,201411090rav,oti,WashLe00,targets,3,,,,,
player,201411090rav,oti,WashLe00,rec,2,,,,,
player,201411090rav,oti,WashLe00,rec_yds,12,,,,,
player,201411090rav,oti,WashLe00,rec_td,1,,,,,
player,201411090rav,oti,WashLe00,rec_long,9,,,,,
player,201411090rav,oti,WashLe00,fumbles,1,,,,,
player,201411090rav,oti,WashLe00,fumbles_lost,0,,,,,
player,201411090rav,oti,WrigKe01,pass_cmp,0,,,,,
player,201411090rav,oti,WrigKe01,pass_att,0,,,,,
player,201411090rav,oti,WrigKe01,pass_yds,0,,,,,
player,201411090rav,oti,WrigKe01,pass_td,0,,,,,
player,201411090rav,oti,WrigKe01,pass_int,0,,,,,
player,201411090rav,oti,WrigKe01,pass_sacked,0,,,,,
player,201411090rav,oti,WrigKe01,pass_sacked_yds,0,,,,,
player,201411090rav,oti,WrigKe01,pass_long,0,,,,,
player,201411090rav,oti,WrigKe01,pass_rating,,,,,,
player,201411090rav,oti,WrigKe01,rush_att,1,,,,,
player,201411090rav,oti,WrigKe01,rush_yds,1,,,,,
player,201411090rav,oti,WrigKe01,rush_td,0,,,,,
player,201411090rav,oti,WrigKe01,rush_long,1,,,,,
player,201411090rav,oti,WrigKe01,targets,7,,,,,
player,201411090rav,oti,WrigKe01,rec,4,,,,,
player,201411090rav,oti,WrigKe01,rec_yds,53,,,,,
player,201411090rav,oti,WrigKe01,rec_td,0,,,,,
player,201411090rav,oti,WrigKe01,rec_long,20,,,,,
player,201411090rav,oti,WrigKe01,fumbles,0,,,,,
player,201411090rav,oti,WrigKe01,fumbles_lost,0,,,,,
player,201411090rav,oti,WalkHu00,pass_cmp,0,,,,,
player,201411090rav,oti,WalkHu00,pass_att,0,,,,,
player,201411090rav,oti,WalkHu00,pass_yds,0,,,,,
player,201411090rav,oti,WalkHu00,pass_td,0,,,,,
player,201411090rav,oti,WalkHu00,pass_int,0,,,,,
player,201411090rav,oti,WalkHu00,pass_sacked,0,,,,,
player,201411090rav,oti,WalkHu00,pass_sacked_yds,0,,,,,
player,201411090rav,oti,WalkHu00,pass_long,0,,,,,
player,201411090rav,oti,WalkHu00,pass_rating,,,,,,
player,201411090rav,oti,WalkHu00,rush_att,0,,,,,
player,201411090rav,oti,WalkHu00,rush_yds,0,,,,,
player,201411090rav,oti,WalkHu00,rush_td,0,,,,,
player,201411090rav,oti,WalkHu00,rush_long,0,,,,,
player,201411090rav,oti,WalkHu00,targets,5,,,,,
player,201411090rav,oti,WalkHu00,rec,3,,,,,
player,201411090rav,oti,WalkHu00,rec_yds,37,,,,,
player,201411090rav,oti,WalkHu00,rec_td,0,,,,,
player,201411090rav,oti,WalkHu00,rec_long,17,,,,,
player,201411090rav,oti,WalkHu00,fumbles,0,,,,,
player,201411090rav,oti,WalkHu00,fumbles_lost,0,,,,,
player,201411090rav,oti,WashNa00,pass_cmp,0,,,,,
player,201411090rav,oti,WashNa00,pass_att,0,,,,,
player,201411090rav,oti,WashNa00,pass_yds,0,,,,,
player,201411090rav,oti,WashNa00,pass_td,0,,,,,
player,201411090rav,oti,WashNa00,pass_int,0,,,,,
player,201411090rav,oti,WashNa00,pass_sacked,0,,,,,
player,201411090rav,oti,WashNa00,pass_sacked_yds,0,,,,,
player,201411090rav,oti,WashNa00,pass_long,0,,,,,
player,201411090rav,oti,WashNa00,pass_rating,,,,,,
player,201411090rav,oti,WashNa00,rush_att,0,,,,,
player,201411090rav,oti,WashNa00,rush_yds,0,,,,,
player,201411090rav,oti,WashNa00,rush_td,0,,,,,
player,201411090rav,oti,WashNa00,rush_long,0,,,,,
player,201411090rav,oti,WashNa00,targets,3,,,,,
player,201411090rav,oti,WashNa00,rec,2,,,,,
player,201411090rav,oti,WashNa00,rec_yds,30,,,,,
player,201411090rav,oti,WashNa00,rec_td,0,,,,,
player,201411090rav,oti,WashNa00,rec_long,17,,,,,
player,201411090rav,oti,WashNa00,fumbles,0,,,,,
player,201411090rav,oti,WashNa00,fumbles_lost,0,,,,,
player,201411090rav,oti,HuntJu00,pass_cmp,0,,,,,
player,201411090rav,oti,HuntJu00,pass_att,0,,,,,
player,201411090rav,oti,HuntJu00,pass_yds,0,,,,,
player,201411090rav,oti,HuntJu00,pass_td,0,,,,,
player,201411090rav,oti,HuntJu00,pass_int,0,,,,,
player,201411090rav,oti,HuntJu00,pass_sacked,0,,,,,
player,201411090rav,oti,HuntJu00,pass_sacked_yds,0,,,,,
player,201411090rav,oti,HuntJu00,pass_long,0,,,,,
player,201411090rav,oti,HuntJu00,pass_rating,,,,,,
player,201411090rav,oti,HuntJu00,rush_att,0,,,,,
player,201411090rav,oti,HuntJu00,rush_yds,0,,,,,
player,201411090rav,oti,HuntJu00,rush_td,0,,,,,
player,201411090rav,oti,HuntJu00,rush_long,0,,,,,
player,201411090rav,oti,HuntJu00,targets,2,,,,,
player,201411090rav,oti,HuntJu00,rec,1,,,,,
player,201411090rav,oti,HuntJu00,rec_yds,17,,,,,
player,201411090rav,oti,HuntJu00,rec_td,0,,,,,
player,201411090rav,oti,HuntJu00,rec_long,17,,,,,
player,201411090rav,oti,HuntJu00,fumbles,0,,,,,
player,201411090rav,oti,HuntJu00,fumbles_lost,0,,,,,
player,201411090rav,oti,BattJa00,pass_cmp,0,,,,,
player,201411090rav,oti,BattJa00,pass_att,0,,,,,
player,201411090rav,oti,BattJa00,pass_yds,0,,,,,
player,201411090rav,oti,BattJa00,pass_td,0,,,,,
player,201411090rav,oti,BattJa00,pass_int,0,,,,,
player,201411090rav,oti,BattJa00,pass_sacked,0,,,,,
player,201411090rav,oti,BattJa00,pass_sacked_yds,0,,,,,
player,201411090rav,oti,BattJa00,pass_long,0,,,,,
player,201411090rav,oti,BattJa00,pass_rating,,,,,,
player,201411090rav,oti,BattJa00,rush_att,0,,,,,
player,201411090rav,oti,BattJa00,rush_yds,0,,,,,
player,201411090rav,oti,BattJa00,rush_td,0,,,,,
player,201411090rav,oti,BattJa00,rush_long,0,,,,,
player,201411090rav,oti,BattJa00,targets,1,,,,,
player,201411090rav,oti,BattJa00,rec,1,,,,,
player,201411090rav,oti,BattJa00,rec_yds,11,,,,,
player,201411090rav,oti,BattJa00,rec_td,0,,,,,
player,201411090rav,oti,BattJa00,rec_long,11,,,,,
player,201411090rav,oti,BattJa00,fumbles,0,,,,,
player,201411090rav,oti,BattJa00,fumbles_lost,0,,,,,
player,201411090rav,oti,CoffCh00,pass_cmp,0,,,,,
player,201411090rav,oti,CoffCh00,pass_att,0,,,,,
player,201411090rav,oti,CoffCh00,pass_yds,0,,,,,
player,201411090rav,oti,CoffCh00,pass_td,0,,,,,
player,201411090rav,oti,CoffCh00,pass_int,0,,,,,
player,201411090rav,oti,CoffCh00,pass_sacked,0,,,,,
player,201411090rav,oti,CoffCh00,pass_sacked_yds,0,,,,,
player,201411090rav,oti,CoffCh00,pass_long,0,,,,,
player,201411090rav,oti,CoffCh00,pass_rating,,,,,,
player,201411090rav,oti,CoffCh00,rush_att,0,,,,,
player,201411090rav,oti,CoffCh00,rush_yds,0,,,,,
player,201411090rav,oti,CoffCh00,rush_td,0,,,,,
player,201411090rav,oti,CoffCh00,rush_long,0,,,,,
player,201411090rav,oti,CoffCh00,targets,3,,,,,
player,201411090rav,oti,CoffCh00,rec,0,,,,,
player,201411090rav,oti,CoffCh00,rec_yds,0,,,,,
player,201411090rav,oti,CoffCh00,rec_td,0,,,,,
player,201411090rav,oti,CoffCh00,rec_long,0,,,,,
player,201411090rav,oti,CoffCh00,fumbles,0,,,,,
player,201411090rav,oti,CoffCh00,fumbles_lost,0,,,,,
player,201411090rav,rav,FlacJo00,pass_cmp,16,,,,,
player,201411090rav,rav,FlacJo00,pass_att,27,,,,,
player,201411090rav,rav,FlacJo00,pass_yds,169,,,,,
player,201411090rav,rav,FlacJo00,pass_td,1,,,,,
player,201411090rav,rav,FlacJo00,pass_int,0,,,,,
player,201411090rav,rav,FlacJo00,pass_sacked,1,,,,,
player,201411090rav,rav,FlacJo00,pass_sacked_yds,8,,,,,
player,201411090rav,rav,FlacJo00,pass_long,32,,,,,
player,201411090rav,rav,FlacJo00,pass_rating,89.9,,,,,
player,201411090rav,rav,FlacJo00,rush_att,3,,,,,
player,201411090rav,rav,FlacJo00,rush_yds,-2,,,,,
player,201411090rav,rav,FlacJo00,rush_td,0,,,,,
player,201411090rav,rav,FlacJo00,rush_long,0,,,,,
player,201411090rav,rav,FlacJo00,targets,0,,,,,
player,201411090rav,rav,FlacJo00,rec,0,,,,,
player,201411090rav,rav,FlacJo00,rec_yds,0,,,,,
player,201411090rav,rav,FlacJo00,rec_td,0,,,,,
player,201411090rav,rav,FlacJo00,rec_long,0,,,,,
player,201411090rav,rav,FlacJo00,fumbles,1,,,,,
player,201411090rav,rav,FlacJo00,fumbles_lost,0,,,,,
player,201411090rav,rav,ForsJu00,pass_cmp,0,,,,,
player,201411090rav,rav,ForsJu00,pass_att,0,,,,,
player,201411090rav,rav,ForsJu00,pass_yds,0,,,,,
player,201411090rav,rav,ForsJu00,pass_td,0,,,,,
player,201411090rav,rav,ForsJu00,pass_int,0,,,,,
player,201411090rav,rav,ForsJu00,pass_sacked,0,,,,,
player,201411090rav,rav,ForsJu00,pass_sacked_yds,0,,,,,
player,201411090rav,rav,ForsJu00,pass_long,0,,,,,
player,201411090rav,rav,ForsJu00,pass_rating,,,,,,
player,201411090rav,rav,ForsJu00,rush_att,20,,,,,
player,201411090rav,rav,ForsJu00,rush_yds,112,,,,,
player,201411090rav,rav,ForsJu00,rush_td,2,,,,,
player,201411090rav,rav,ForsJu00,rush_long,37,,,,,
player,201411090rav,rav,ForsJu00,targets,1,,,,,
player,201411090rav,rav,ForsJu00,rec,0,,,,,
player,201411090rav,rav,ForsJu00,rec_yds,0,,,,,
player,201411090rav,rav,ForsJu00,rec_td,0,,,,,
player,201411090rav,rav,ForsJu00,rec_long,0,,,,,
player,201411090rav,rav,ForsJu00,fumbles,0,,,,,
player,201411090rav,rav,ForsJu00,fumbles_lost,0,,,,,
player,201411090rav,rav,PierBe00,pass_cmp,0,,,,,
player,201411090rav,rav,PierBe00,pass_att,0,,,,,
player,201411090rav,rav,PierBe00,pass_yds,0,,,,,
player,201411090rav,rav,PierBe00,pass_td,0,,,,,
player,201411090rav,rav,PierBe00,pass_int,0,,,,,
player,201411090rav,rav,PierBe00,pass_sacked,0,,,,,
player,201411090rav,rav,PierBe00,pass_sacked_yds,0,,,,,
player,201411090rav,rav,PierBe00,pass_long,0,,,,,
player,201411090rav,rav,PierBe00,pass_rating,,,,,,
player,201411090rav,rav,PierBe00,rush_att,8,,,,,
player,201411090rav,rav,PierBe00,rush_yds,31,,,,,
player,201411090rav,rav,PierBe00,rush_td,0,,,,,
player,201411090rav,rav,PierBe00,rush_long,10,,,,,
player,201411090rav,rav,PierBe00,targets,0,,,,,
player,201411090rav,rav,PierBe00,rec,0,,,,,
player,201411090rav,rav,PierBe00,rec_yds,0,,,,,
player,201411090rav,rav,PierBe00,rec_td,0,,,,,
player,201411090rav,rav,PierBe00,rec_long,0,,,,,
player,201411090rav,rav,PierBe00,fumbles,0,,,,,
player,201411090rav,rav,PierBe00,fumbles_lost,0,,,,,
player,201411090rav,rav,TaliLo00,pass_cmp,0,,,,,
player,201411090rav,rav,TaliLo00,pass_att,0,,,,,
player,201411090rav,rav,TaliLo00,pass_yds,0,,,,,
player,201411090rav,rav,TaliLo00,pass_td,0,,,,,
player,201411090rav,rav,TaliLo00,pass_int,0,,,,,
player,201411090rav,rav,TaliLo00,pass_sacked,0,,,,,
player,201411090rav,rav,TaliLo00,pass_sacked_yds,0,,,,,
player,201411090rav,rav,TaliLo00,pass_long,0,,,,,
player,201411090rav,rav,TaliLo00,pass_rating,,,,,,
player,201411090rav,rav,TaliLo00,rush_att,3,,,,,
player,201411090rav,rav,TaliLo00,rush_yds,10,,,,,
player,201411090rav,rav,TaliLo00,rush_td,0,,,,,
player,201411090rav,rav,TaliLo00,rush_long,4,,,,,
player,201411090rav,rav,TaliLo00,targets,0,,,,,
player,201411090rav,rav,TaliLo00,rec,0,,,,,
player,201411090rav,rav,TaliLo00,rec_yds,0,,,,,
player,201411090rav,rav,TaliLo00,rec_td,0,,,,,
player,201411090rav,rav,TaliLo00,rec_long,0,,,,,
player,201411090rav,rav,TaliLo00,fumbles,0,,,,,
player,201411090rav,rav,TaliLo00,fumbles_lost,0,,,,,
player,201411090rav,rav,SmitTo02,pass_cmp,0,,,,,
player,201411090rav,rav,SmitTo02,pass_att,0,,,,,
player,201411090rav,rav,SmitTo02,pass_yds,0,,,,,
player,201411090rav,rav,SmitTo02,pass_td,0,,,,,
player,201411090rav,rav,SmitTo02,pass_int,0,,,,,
player,201411090rav,rav,SmitTo02,pass_sacked,0,,,,,
player,201411090rav,rav,SmitTo02,pass_sacked_yds,0,,,,,
player,201411090rav,rav,SmitTo02,pass_long,0,,,,,
player,201411090rav,rav,SmitTo02,pass_rating,,,,,,
player,201411090rav,rav,SmitTo02,rush_att,0,,,,,
player,201411090rav,rav,SmitTo02,rush_yds,0,,,,,
player,201411090rav,rav,SmitTo02,rush_td,0,,,,,
player,201411090rav,rav,SmitTo02,rush_long,0,,,,,
player,201411090rav,rav,SmitTo02,targets,8,,,,,
player,201411090rav,rav,SmitTo02,rec,5,,,,,
player,201411090rav,rav,SmitTo02,rec_yds,75,,,,,
player,201411090rav,rav,SmitTo02,rec_td,1,,,,,
player,201411090rav,rav,SmitTo02,rec_long,32,,,,,
player,201411090rav,rav,SmitTo02,fumbles,0,,,,,
player,201411090rav,rav,SmitTo02,fumbles_lost,0,,,,,
player,201411090rav,rav,JuszKy00,pass_cmp,0,,,,,
player,201411090rav,rav,JuszKy00,pass_att,0,,,,,
player,201411090rav,rav,JuszKy00,pass_yds,0,,,,,
player,201411090rav,rav,JuszKy00,pass_td,0,,,,,
player,201411090rav,rav,JuszKy00,pass_int,0,,,,,
player,201411090rav,rav,JuszKy00,pass_sacked,0,,,,,
player,201411090rav,rav,JuszKy00,pass_sacked_yds,0,,,,,
player,201411090rav,rav,JuszKy00,pass_long,0,,,,,
player,201411090rav,rav,JuszKy00,pass_rating,,,,,,
player,201411090rav,rav,JuszKy00,rush_att,0,,,,,
player,201411090rav,rav,JuszKy00,rush_yds,0,,,,,
player,201411090rav,rav,JuszKy00,rush_td,0,,,,,
player,201411090rav,rav,JuszKy00,rush_long,0,,,,,
player,201411090rav,rav,JuszKy00,targets,3,,,,,
player,201411090rav,rav,JuszKy00,rec,3,,,,,
player,201411090rav,rav,JuszKy00,rec_yds,26,,,,,
player,201411090rav,rav,JuszKy00,rec_td,0,,,,,
player,201411090rav,rav,JuszKy00,rec_long,16,,,,,
player,201411090rav,rav,JuszKy00,fumbles,0,,,,,
player,201411090rav,rav,JuszKy00,fumbles_lost,0,,,,,
player,201411090rav,rav,DaniOw00,pass_cmp,0,,,,,
player,201411090rav,rav,DaniOw00,pass_att,0,,,,,
player,201411090rav,rav,DaniOw00,pass_yds,0,,,,,
player,201411090rav,rav,DaniOw00,pass_td,0,,,,,
player,201411090rav,rav,DaniOw00,pass_int,0,,,,,
player,201411090rav,rav,DaniOw00,pass_sacked,0,,,,,
player,201411090rav,rav,DaniOw00,pass_sacked_yds,0,,,,,
player,201411090rav,rav,DaniOw00,pass_long,0,,,,,
player,201411090rav,rav,DaniOw00,pass_rating,,,,,,
player,201411090rav,rav,DaniOw00,rush_att,0,,,,,
player,201411090rav,rav,DaniOw00,rush_yds,0,,,,,
player,201411090rav,rav,DaniOw00,rush_td,0,,,,,
player,201411090rav,rav,DaniOw00,rush_long,0,,,,,
player,201411090rav,rav,DaniOw00,targets,4,,,,,
player,201411090rav,rav,DaniOw00,rec,2,,,,,
player,201411090rav,rav,DaniOw00,rec_yds,20,,,,,
player,201411090rav,rav,DaniOw00,rec_td,0,,,,,
player,201411090rav,rav,DaniOw00,rec_long,13,,,,,
player,201411090rav,rav,DaniOw00,fumbles,0,,,,,
player,201411090rav,rav,DaniOw00,fumbles_lost,0,,,,,
player,201411090rav,rav,BrowMa00,pass_cmp,0,,,,,
player,201411090rav,rav,BrowMa00,pass_att,0,,,,,
player,201411090rav,rav,BrowMa00,pass_yds,0,,,,,
player,201411090rav,rav,BrowMa00,pass_td,0,,,,,
player,201411090rav,rav,BrowMa00,pass_int,0,,,,,
player,201411090rav,rav,BrowMa00,pass_sacked,0,,,,,
player,201411090rav,rav,BrowMa00,pass_sacked_yds,0,,,,,
player,201411090rav,rav,BrowMa00,pass_long,0,,,,,
player,201411090rav,rav,BrowMa00,pass_rating,,,,,,
player,201411090rav,rav,BrowMa00,rush_att,0,,,,,
player,201411090rav,rav,BrowMa00,rush_yds,0,,,,,
player,201411090rav,rav,BrowMa00,rush_td,0,,,,,
player,201411090rav,rav,BrowMa00,rush_long,0,,,,,
player,201411090rav,rav,BrowMa00,targets,2,,,,,
player,201411090rav,rav,BrowMa00,rec,2,,,,,
player,201411090rav,rav,BrowMa00,rec_yds,18,,,,,
player,201411090rav,rav,BrowMa00,rec_td,0,,,,,
player,201411090rav,rav,BrowMa00,rec_long,11,,,,,
player,201411090rav,rav,BrowMa00,fumbles,0,,,,,
player,201411090rav,rav,BrowMa00,fumbles_lost,0,,,,,
player,201411090rav,rav,SmitSt01,pass_cmp,0,,,,,
player,201411090rav,rav,SmitSt01,pass_att,0,,,,,
player,201411090rav,rav,SmitSt01,pass_yds,0,,,,,
player,201411090rav,rav,SmitSt01,pass_td,0,,,,,
player,201411090rav,rav,SmitSt01,pass_int,0,,,,,
player,201411090rav,rav,SmitSt01,pass_sacked,0,,,,,
player,201411090rav,rav,SmitSt01,pass_sacked_yds,0,,,,,
player,201411090rav,rav,SmitSt01,pass_long,0,,,,,
player,201411090rav,rav,SmitSt01,pass_rating,,,,,,
player,201411090rav,rav,SmitSt01,rush_att,0,,,,,
player,201411090rav,rav,SmitSt01,rush_yds,0,,,,,
player,201411090rav,rav,SmitSt01,rush_td,0,,,,,
player,201411090rav,rav,SmitSt01,rush_long,0,,,,,
player,201411090rav,rav,SmitSt01,targets,7,,,,,
player,201411090rav,rav,SmitSt01,rec,3,,,,,
player,201411090rav,rav,SmitSt01,rec_yds,17,,,,,
player,201411090rav,rav,SmitSt01,rec_td,0,,,,,
player,201411090rav,rav,SmitSt01,rec_long,12,,,,,
player,201411090rav,rav,SmitSt01,fumbles,0,,,,,
player,201411090rav,rav,SmitSt01,fumbles_lost,0,,,,,
player,201411090rav,rav,AikeKa00,pass_cmp,0,,,,,
player,201411090rav,rav,AikeKa00,pass_att,0,,,,,
player,201411090rav,rav,AikeKa00,pass_yds,0,,,,,
player,201411090rav,rav,AikeKa00,pass_td,0,,,,,
player,201411090rav,rav,AikeKa00,pass_int,0,,,,,
player,201411090rav,rav,AikeKa00,pass_sacked,0,,,,,
player,201411090rav,rav,AikeKa00,pass_sacked_yds,0,,,,,
player,201411090rav,rav,AikeKa00,pass_long,0,,,,,
player,201411090rav,rav,AikeKa00,pass_rating,,,,,,
player,201411090rav,rav,AikeKa00,rush_att,0,,,,,
player,201411090rav,rav,AikeKa00,rush_yds,0,,,,,
player,201411090rav,rav,AikeKa00,rush_td,0,,,,,
player,201411090rav,rav,AikeKa00,rush_long,0,,,,,
player,201411090rav,rav,AikeKa00,targets,1,,,,,
player,201411090rav,rav,AikeKa00,rec,1,,,,,
player,201411090rav,rav,AikeKa00,rec_yds,13,,,,,
player,201411090rav,rav,AikeKa00,rec_td,0,,,,,
player,201411090rav,rav,AikeKa00,rec_long,13,,,,,
player,201411090rav,rav,AikeKa00,fumbles,0,,,,,
player,201411090rav,rav,AikeKa00,fumbles_lost,0,,,,,
player,201411090rav,rav,GillCr00,pass_cmp,0,,,,,
player,201411090rav,rav,GillCr00,pass_att,0,,,,,
player,201411090rav,rav,GillCr00,pass_yds,0,,,,,
player,201411090rav,rav,GillCr00,pass_td,0,,,,,
player,201411090rav,rav,GillCr00,pass_int,0,,,,,
player,201411090rav,rav,GillCr00,pass_sacked,0,,,,,
player,201411090rav,rav,GillCr00,pass_sacked_yds,0,,,,,
player,201411090rav,rav,GillCr00,pass_long,0,,,,,
player,201411090rav,rav,GillCr00,pass_rating,,,,,,
player,201411090rav,rav,GillCr00,rush_att,0,,,,,
player,201411090rav,rav,GillCr00,rush_yds,0,,,,,
player,201411090rav,rav,GillCr00,rush_td,0,,,,,
player,201411090rav,rav,GillCr00,rush_long,0,,,,,
player,201411090rav,rav,GillCr00,targets,1,,,,,
player,201411090rav,rav,GillCr00,rec,0,,,,,
player,201411090rav,rav,GillCr00,rec_yds,0,,,,,
player,201411090rav,rav,GillCr00,rec_td,0,,,,,
player,201411090rav,rav,GillCr00,rec_long,0,,,,,
player,201411090rav,rav,GillCr00,fumbles,0,,,,,
player,201411090rav,rav,GillCr00,fumbles_lost,0,,,,,
player,201411090rav,oti,MorgDe99,def_int,0,,,,,
player,201411090rav,oti,MorgDe99,def_int_yds,0,,,,,
player,201411090rav,oti,MorgDe99,def_int_td,0,,,,,
player,201411090rav,oti,MorgDe99,def_int_long,0,,,,,
player,201411090rav,oti,MorgDe99,pass_defended,1,,,,,
player,201411090rav,oti,MorgDe99,sacks,1.0,,,,,
player,201411090rav,oti,MorgDe99,tackles_combined,3,,,,,
player,201411090rav,oti,MorgDe99,tackles_solo,2,,,,,
player,201411090rav,oti,MorgDe99,tackles_assists,1,,,,,
player,201411090rav,oti,MorgDe99,tackles_loss,1,,,,,
player,201411090rav,oti,MorgDe99,qb_hits,1,,,,,
player,201411090rav,oti,MorgDe99,fumbles_rec,0,,,,,
player,201411090rav,oti,MorgDe99,fumbles_rec_yds,0,,,,,
player,201411090rav,oti,MorgDe99,fumbles_rec_td,0,,,,,
