game,2014,13,20141130,201411300rav,sdg,"San Diego Chargers",34,rav,"Baltimore Ravens",33
team,201411300rav,sdg,First Downs,31,,,,,,
team,201411300rav,rav,First Downs,24,,,,,,
team,201411300rav,sdg,Rush-Yds-TDs,18-64-1,,,,,,
team,201411300rav,rav,Rush-Yds-TDs,32-125-1,,,,,,
team,201411300rav,sdg,Cmp-Att-Yd-TD-INT,34-45-383-3-1,,,,,,
team,201411300rav,rav,Cmp-Att-Yd-TD-INT,19-31-225-2-0,,,,,,
team,201411300rav,sdg,Sacked-Yards,2-7,,,,,,
team,201411300rav,rav,Sacked-Yards,0-0,,,,,,
team,201411300rav,sdg,Net Pass Yards,376,,,,,,
team,201411300rav,rav,Net Pass Yards,225,,,,,,
team,201411300rav,sdg,Total Yards,440,,,,,,
team,201411300rav,rav,Total Yards,350,,,,,,
team,201411300rav,sdg,Fumbles-Lost,1-1,,,,,,
team,201411300rav,rav,Fumbles-Lost,1-0,,,,,,
team,201411300rav,sdg,Turnovers,2,,,,,,
team,201411300rav,rav,Turnovers,0,,,,,,
team,201411300rav,sdg,Penalties-Yards,8-91,,,,,,
team,201411300rav,rav,Penalties-Yards,14-98,,,,,,
team,201411300rav,sdg,Third Down Conv.,9-11,,,,,,
team,201411300rav,rav,Third Down Conv.,7-12,,,,,,
team,201411300rav,sdg,Fourth Down Conv.,0-0,,,,,,
team,201411300rav,rav,Fourth Down Conv.,0-0,,,,,,
team,201411300rav,sdg,Time of Possession,29:49,,,,,,
team,201411300rav,rav,Time of Possession,30:11,,,,,,
player,201411300rav,sdg,RivePh00,pass_cmp,34,,,,,
player,201411300rav,sdg,RivePh00,pass_att,45,,,,,
player,201411300rav,sdg,RivePh00,pass_yds,383,,,,,
player,201411300rav,sdg,RivePh00,pass_td,3,,,,,
player,201411300rav,sdg,RivePh00,pass_int,1,,,,,
player,201411300rav,sdg,RivePh00,pass_sacked,2,,,,,
player,201411300rav,sdg,RivePh00,pass_sacked_yds,7,,,,,
player,201411300rav,sdg,RivePh00,pass_long,59,,,,,
player,201411300rav,sdg,RivePh00,pass_rating,113.5,,,,,
player,201411300rav,sdg,RivePh00,rush_att,4,,,,,
player,201411300rav,sdg,RivePh00,rush_yds,19,,,,,
player,201411300rav,sdg,RivePh00,rush_td,0,,,,,
player,201411300rav,sdg,RivePh00,rush_long,9,,,,,
player,201411300rav,sdg,RivePh00,targets,0,,,,,
player,201411300rav,sdg,RivePh00,rec,0,,,,,
player,201411300rav,sdg,RivePh00,rec_yds,0,,,,,
player,201411300rav,sdg,RivePh00,rec_td,0,,,,,
player,201411300rav,sdg,RivePh00,rec_long,0,,,,,
player,201411300rav,sdg,RivePh00,fumbles,0,,,,,
player,201411300rav,sdg,RivePh00,fumbles_lost,0,,,,,
player,201411300rav,sdg,MathRy00,pass_cmp,0,,,,,
player,201411300rav,sdg,MathRy00,pass_att,0,,,,,
player,201411300rav,sdg,MathRy00,pass_yds,0,,,,,
player,201411300rav,sdg,MathRy00,pass_td,0,,,,,
player,201411300rav,sdg,MathRy00,pass_int,0,,,,,
player,201411300rav,sdg,MathRy00,pass_sacked,0,,,,,
player,201411300rav,sdg,MathRy00,pass_sacked_yds,0,,,,,
player,201411300rav,sdg,MathRy00,pass_long,0,,,,,
player,201411300rav,sdg,MathRy00,pass_rating,,,,,,
player,201411300rav,sdg,MathRy00,rush_att,12,,,,,
player,201411300rav,sdg,MathRy00,rush_yds,40,,,,,
player,201411300rav,sdg,MathRy00,rush_td,1,,,,,
player,201411300rav,sdg,MathRy00,rush_long,14,,,,,
player,201411300rav,sdg,MathRy00,targets,2,,,,,
player,201411300rav,sdg,MathRy00,rec,1,,,,,
player,201411300rav,sdg,MathRy00,rec_yds,6,,,,,
player,201411300rav,sdg,MathRy00,rec_td,0,,,,,
player,201411300rav,sdg,MathRy00,rec_long,6,,,,,
player,201411300rav,sdg,MathRy00,fumbles,0,,,,,
player,201411300rav,sdg,MathRy00,fumbles_lost,0,,,,,
player,201411300rav,sdg,OlivBr01,pass_cmp,0,,,,,
player,201411300rav,sdg,OlivBr01,pass_att,0,,,,,
player,201411300rav,sdg,OlivBr01,pass_yds,0,,,,,
player,201411300rav,sdg,OlivBr01,pass_td,0,,,,,
player,201411300rav,sdg,OlivBr01,pass_int,0,,,,,
player,201411300rav,sdg,OlivBr01,pass_sacked,0,,,,,
player,201411300rav,sdg,OlivBr01,pass_sacked_yds,0,,,,,
player,201411300rav,sdg,OlivBr01,pass_long,0,,,,,
player,201411300rav,sdg,OlivBr01,pass_rating,,,,,,
player,201411300rav,sdg,OlivBr01,rush_att,1,,,,,
player,201411300rav,sdg,OlivBr01,rush_yds,7,,,,,
player,201411300rav,sdg,OlivBr01,rush_td,0,,,,,
player,201411300rav,sdg,OlivBr01,rush_long,7,,,,,
player,201411300rav,sdg,OlivBr01,targets,0,,,,,
player,201411300rav,sdg,OlivBr01,rec,0,,,,,
player,201411300rav,sdg,OlivBr01,rec_yds,0,,,,,
player,201411300rav,sdg,OlivBr01,rec_td,0,,,,,
player,201411300rav,sdg,OlivBr01,rec_long,0,,,,,
player,201411300rav,sdg,OlivBr01,fumbles,0,,,,,
player,201411300rav,sdg,OlivBr01,fumbles_lost,0,,,,,
player,201411300rav,sdg,AlleKe00,pass_cmp,0,,,,,
player,201411300rav,sdg,AlleKe00,pass_att,0,,,,,
player,201411300rav,sdg,AlleKe00,pass_yds,0,,,,,
player,201411300rav,sdg,AlleKe00,pass_td,0,,,,,
player,201411300rav,sdg,AlleKe00,pass_int,0,,,,,
player,201411300rav,sdg,AlleKe00,pass_sacked,0,,,,,
player,201411300rav,sdg,AlleKe00,pass_sacked_yds,0,,,,,
player,201411300rav,sdg,AlleKe00,pass_long,0,,,,,
player,201411300rav,sdg,AlleKe00,pass_rating,,,,,,
player,201411300rav,sdg,AlleKe00,rush_att,0,,,,,
player,201411300rav,sdg,AlleKe00,rush_yds,0,,,,,
player,201411300rav,sdg,AlleKe00,rush_td,0,,,,,
player,201411300rav,sdg,AlleKe00,rush_long,0,,,,,
player,201411300rav,sdg,AlleKe00,targets,15,,,,,
player,201411300rav,sdg,AlleKe00,rec,11,,,,,
player,201411300rav,sdg,AlleKe00,rec_yds,121,,,,,
player,201411300rav,sdg,AlleKe00,rec_td,2,,,,,
player,201411300rav,sdg,AlleKe00,rec_long,23,,,,,
player,201411300rav,sdg,AlleKe00,fumbles,0,,,,,
player,201411300rav,sdg,AlleKe00,fumbles_lost,0,,,,,
player,201411300rav,sdg,FloyMa00,pass_cmp,0,,,,,
player,201411300rav,sdg,FloyMa00,pass_att,0,,,,,
player,201411300rav,sdg,FloyMa00,pass_yds,0,,,,,
player,201411300rav,sdg,FloyMa00,pass_td,0,,,,,
player,201411300rav,sdg,FloyMa00,pass_int,0,,,,,
player,201411300rav,sdg,FloyMa00,pass_sacked,0,,,,,
player,201411300rav,sdg,FloyMa00,pass_sacked_yds,0,,,,,
player,201411300rav,sdg,FloyMa00,pass_long,0,,,,,
player,201411300rav,sdg,FloyMa00,pass_rating,,,,,,
player,201411300rav,sdg,FloyMa00,rush_att,0,,,,,
player,201411300rav,sdg,FloyMa00,rush_yds,0,,,,,
player,201411300rav,sdg,FloyMa00,rush_td,0,,,,,
player,201411300rav,sdg,FloyMa00,rush_long,0,,,,,
player,201411300rav,sdg,FloyMa00,targets,6,,,,,
player,201411300rav,sdg,FloyMa00,rec,3,,,,,
player,201411300rav,sdg,FloyMa00,rec_yds,85,,,,,
player,201411300rav,sdg,FloyMa00,rec_td,0,,,,,
player,201411300rav,sdg,FloyMa00,rec_long,59,,,,,
player,201411300rav,sdg,FloyMa00,fumbles,0,,,,,
player,201411300rav,sdg,FloyMa00,fumbles_lost,0,,,,,
player,201411300rav,sdg,GateAn00,pass_cmp,0,,,,,
player,201411300rav,sdg,GateAn00,pass_att,0,,,,,
player,201411300rav,sdg,GateAn00,pass_yds,0,,,,,
player,201411300rav,sdg,GateAn00,pass_td,0,,,,,
player,201411300rav,sdg,GateAn00,pass_int,0,,,,,
player,201411300rav,sdg,GateAn00,pass_sacked,0,,,,,
player,201411300rav,sdg,GateAn00,pass_sacked_yds,0,,,,,
player,201411300rav,sdg,GateAn00,pass_long,0,,,,,
player,201411300rav,sdg,GateAn00,pass_rating,,,,,,
player,201411300rav,sdg,GateAn00,rush_att,0,,,,,
player,201411300rav,sdg,GateAn00,rush_yds,0,,,,,
player,201411300rav,sdg,GateAn00,rush_td,0,,,,,
player,201411300rav,sdg,GateAn00,rush_long,0,,,,,
player,201411300rav,sdg,GateAn00,targets,8,,,,,
player,201411300rav,sdg,GateAn00,rec,7,,,,,
player,201411300rav,sdg,GateAn00,rec_yds,83,,,,,
player,201411300rav,sdg,GateAn00,rec_td,0,,,,,
player,201411300rav,sdg,GateAn00,rec_long,23,,,,,
player,201411300rav,sdg,GateAn00,fumbles,0,,,,,
player,201411300rav,sdg,GateAn00,fumbles_lost,0,,,,,
player,201411300rav,sdg,RoyaEd00,pass_cmp,0,,,,,
player,201411300rav,sdg,RoyaEd00,pass_att,0,,,,,
player,201411300rav,sdg,RoyaEd00,pass_yds,0,,,,,
player,201411300rav,sdg,RoyaEd00,pass_td,0,,,,,
player,201411300rav,sdg,RoyaEd00,pass_int,0,,,,,
player,201411300rav,sdg,RoyaEd00,pass_sacked,0,,,,,
player,201411300rav,sdg,RoyaEd00,pass_sacked_yds,0,,,,,
player,201411300rav,sdg,RoyaEd00,pass_long,0,,,,,
player,201411300rav,sdg,RoyaEd00,pass_rating,,,,,,
player,201411300rav,sdg,RoyaEd00,rush_att,0,,,,,
player,201411300rav,sdg,RoyaEd00,rush_yds,0,,,,,
player,201411300rav,sdg,RoyaEd00,rush_td,0,,,,,
player,201411300rav,sdg,RoyaEd00,rush_long,0,,,,,
player,201411300rav,sdg,RoyaEd00,targets,10,,,,,
player,201411300rav,sdg,RoyaEd00,rec,9,,,,,
player,201411300rav,sdg,RoyaEd00,rec_yds,81,,,,,
player,201411300rav,sdg,RoyaEd00,rec_td,1,,,,,
player,201411300rav,sdg,RoyaEd00,rec_long,21,,,,,
player,201411300rav,sdg,RoyaEd00,fumbles,1,,,,,
player,201411300rav,sdg,RoyaEd00,fumbles_lost,1,,,,,
player,201411300rav,sdg,GreeLa00,pass_cmp,0,,,,,
player,201411300rav,sdg,GreeLa00,pass_att,0,,,,,
player,201411300rav,sdg,GreeLa00,pass_yds,0,,,,,
player,201411300rav,sdg,GreeLa00,pass_td,0,,,,,
player,201411300rav,sdg,GreeLa00,pass_int,0,,,,,
player,201411300rav,sdg,GreeLa00,pass_sacked,0,,,,,
player,201411300rav,sdg,GreeLa00,pass_sacked_yds,0,,,,,
player,201411300rav,sdg,GreeLa00,pass_long,0,,,,,
player,201411300rav,sdg,GreeLa00,pass_rating,,,,,,
player,201411300rav,sdg,GreeLa00,rush_att,0,,,,,
player,201411300rav,sdg,GreeLa00,rush_yds,0,,,,,
player,201411300rav,sdg,GreeLa00,rush_td,0,,,,,
player,201411300rav,sdg,GreeLa00,rush_long,0,,,,,
player,201411300rav,sdg,GreeLa00,targets,2,,,,,
player,201411300rav,sdg,GreeLa00,rec,2,,,,,
player,201411300rav,sdg,GreeLa00,rec_yds,1,,,,,
player,201411300rav,sdg,GreeLa00,rec_td,0,,,,,
player,201411300rav,sdg,GreeLa00,rec_long,3,,,,,
player,201411300rav,sdg,GreeLa00,fumbles,0,,,,,
player,201411300rav,sdg,GreeLa00,fumbles_lost,0,,,,,
player,201411300rav,sdg,AjirSe00,pass_cmp,0,,,,,
player,201411300rav,sdg,AjirSe00,pass_att,0,,,,,
player,201411300rav,sdg,AjirSe00,pass_yds,0,,,,,
player,201411300rav,sdg,AjirSe00,pass_td,0,,,,,
player,201411300rav,sdg,AjirSe00,pass_int,0,,,,,
player,201411300rav,sdg,AjirSe00,pass_sacked,0,,,,,
player,201411300rav,sdg,AjirSe00,pass_sacked_yds,0,,,,,
player,201411300rav,sdg,AjirSe00,pass_long,0,,,,,
player,201411300rav,sdg,AjirSe00,pass_rating,,,,,,
player,201411300rav,sdg,AjirSe00,rush_att,0,,,,,
player,201411300rav,sdg,AjirSe00,rush_yds,0,,,,,
