game,2014,4,20140928,201409280rav,car,"Carolina Panthers",10,rav,"Baltimore Ravens",38
team,201409280rav,car,First Downs,20,,,,,,
team,201409280rav,rav,First Downs,25,,,,,,
team,201409280rav,car,Rush-Yds-TDs,26-67-0,,,,,,
team,201409280rav,rav,Rush-Yds-TDs,30-127-2,,,,,,
team,201409280rav,car,Cmp-Att-Yd-TD-INT,20-34-268-1-0,,,,,,
team,201409280rav,rav,Cmp-Att-Yd-TD-INT,22-31-327-3-0,,,,,,
team,201409280rav,car,Sacked-Yards,2-20,,,,,,
team,201409280rav,rav,Sacked-Yards,0-0,,,,,,
team,201409280rav,car,Net Pass Yards,248,,,,,,
team,201409280rav,rav,Net Pass Yards,327,,,,,,
team,201409280rav,car,Total Yards,315,,,,,,
team,201409280rav,rav,Total Yards,454,,,,,,
team,201409280rav,car,Fumbles-Lost,2-1,,,,,,
team,201409280rav,rav,Fumbles-Lost,1-0,,,,,,
team,201409280rav,car,Turnovers,1,,,,,,
team,201409280rav,rav,Turnovers,0,,,,,,
team,201409280rav,car,Penalties-Yards,7-59,,,,,,
team,201409280rav,rav,Penalties-Yards,4-40,,,,,,
team,201409280rav,car,Third Down Conv.,10-15,,,,,,
team,201409280rav,rav,Third Down Conv.,10-13,,,,,,
team,201409280rav,car,Fourth Down Conv.,0-0,,,,,,
team,201409280rav,rav,Fourth Down Conv.,0-0,,,,,,
team,201409280rav,car,Time of Possession,29:36,,,,,,
team,201409280rav,rav,Time of Possession,30:24,,,,,,
player,201409280rav,car,NewtCa00,pass_cmp,14,,,,,
player,201409280rav,car,NewtCa00,pass_att,25,,,,,
player,201409280rav,car,NewtCa00,pass_yds,197,,,,,
player,201409280rav,car,NewtCa00,pass_td,1,,,,,
player,201409280rav,car,NewtCa00,pass_int,0,,,,,
player,201409280rav,car,NewtCa00,pass_sacked,2,,,,,
player,201409280rav,car,NewtCa00,pass_sacked_yds,20,,,,,
player,201409280rav,car,NewtCa00,pass_long,30,,,,,
player,201409280rav,car,NewtCa00,pass_rating,94.9,,,,,
player,201409280rav,car,NewtCa00,rush_att,2,,,,,
player,201409280rav,car,NewtCa00,rush_yds,7,,,,,
player,201409280rav,car,NewtCa00,rush_td,0,,,,,
player,201409280rav,car,NewtCa00,rush_long,7,,,,,
player,201409280rav,car,NewtCa00,targets,0,,,,,
player,201409280rav,car,NewtCa00,rec,0,,,,,
player,201409280rav,car,NewtCa00,rec_yds,0,,,,,
player,201409280rav,car,NewtCa00,rec_td,0,,,,,
player,201409280rav,car,NewtCa00,rec_long,0,,,,,
player,201409280rav,car,NewtCa00,fumbles,1,,,,,
player,201409280rav,car,NewtCa00,fumbles_lost,0,,,,,
player,201409280rav,car,AndeDe00,pass_cmp,6,,,,,
player,201409280rav,car,AndeDe00,pass_att,9,,,,,
player,201409280rav,car,AndeDe00,pass_yds,71,,,,,
player,201409280rav,car,AndeDe00,pass_td,0,,,,,
player,201409280rav,car,AndeDe00,pass_int,0,,,,,
player,201409280rav,car,AndeDe00,pass_sacked,0,,,,,
player,201409280rav,car,AndeDe00,pass_sacked_yds,0,,,,,
player,201409280rav,car,AndeDe00,pass_long,18,,,,,
player,201409280rav,car,AndeDe00,pass_rating,90.5,,,,,
player,201409280rav,car,AndeDe00,rush_att,0,,,,,
player,201409280rav,car,AndeDe00,rush_yds,0,,,,,
player,201409280rav,car,AndeDe00,rush_td,0,,,,,
player,201409280rav,car,AndeDe00,rush_long,0,,,,,
player,201409280rav,car,AndeDe00,targets,0,,,,,
player,201409280rav,car,AndeDe00,rec,0,,,,,
player,201409280rav,car,AndeDe00,rec_yds,0,,,,,
player,201409280rav,car,AndeDe00,rec_td,0,,,,,
player,201409280rav,car,AndeDe00,rec_long,0,,,,,
player,201409280rav,car,AndeDe00,fumbles,0,,,,,
player,201409280rav,car,AndeDe00,fumbles_lost,0,,,,,
player,201409280rav,car,WillDe02,pass_cmp,0,,,,,
player,201409280rav,car,WillDe02,pass_att,0,,,,,
player,201409280rav,car,WillDe02,pass_yds,0,,,,,
player,201409280rav,car,WillDe02,pass_td,0,,,,,
player,201409280rav,car,WillDe02,pass_int,0,,,,,
player,201409280rav,car,WillDe02,pass_sacked,0,,,,,
player,201409280rav,car,WillDe02,pass_sacked_yds,0,,,,,
player,201409280rav,car,WillDe02,pass_long,0,,,,,
player,201409280rav,car,WillDe02,pass_rating,,,,,,
player,201409280rav,car,WillDe02,rush_att,11,,,,,
player,201409280rav,car,WillDe02,rush_yds,34,,,,,
player,201409280rav,car,WillDe02,rush_td,0,,,,,
player,201409280rav,car,WillDe02,rush_long,7,,,,,
player,201409280rav,car,WillDe02,targets,0,,,,,
player,201409280rav,car,WillDe02,rec,0,,,,,
player,201409280rav,car,WillDe02,rec_yds,0,,,,,
player,201409280rav,car,WillDe02,rec_td,0,,,,,
player,201409280rav,car,WillDe02,rec_long,0,,,,,
player,201409280rav,car,WillDe02,fumbles,0,,,,,
player,201409280rav,car,WillDe02,fumbles_lost,0,,,,,
player,201409280rav,car,ReavDa00,pass_cmp,0,,,,,
player,201409280rav,car,ReavDa00,pass_att,0,,,,,
player,201409280rav,car,ReavDa00,pass_yds,0,,,,,
player,201409280rav,car,ReavDa00,pass_td,0,,,,,
player,201409280rav,car,ReavDa00,pass_int,0,,,,,
player,201409280rav,car,ReavDa00,pass_sacked,0,,,,,
player,201409280rav,car,ReavDa00,pass_sacked_yds,0,,,,,
player,201409280rav,car,ReavDa00,pass_long,0,,,,,
player,201409280rav,car,ReavDa00,pass_rating,,,,,,
player,201409280rav,car,ReavDa00,rush_att,12,,,,,
player,201409280rav,car,ReavDa00,rush_yds,26,,,,,
player,201409280rav,car,ReavDa00,rush_td,0,,,,,
player,201409280rav,car,ReavDa00,rush_long,5,,,,,
player,201409280rav,car,ReavDa00,targets,5,,,,,
player,201409280rav,car,ReavDa00,rec,3,,,,,
player,201409280rav,car,ReavDa00,rec_yds,11,,,,,
player,201409280rav,car,ReavDa00,rec_td,0,,,,,
player,201409280rav,car,ReavDa00,rec_long,10,,,,,
player,201409280rav,car,ReavDa00,fumbles,0,,,,,
player,201409280rav,car,ReavDa00,fumbles_lost,0,,,,,
player,201409280rav,car,CotcJe00,pass_cmp,0,,,,,
player,201409280rav,car,CotcJe00,pass_att,0,,,,,
player,201409280rav,car,CotcJe00,pass_yds,0,,,,,
player,201409280rav,car,CotcJe00,pass_td,0,,,,,
player,201409280rav,car,CotcJe00,pass_int,0,,,,,
player,201409280rav,car,CotcJe00,pass_sacked,0,,,,,
player,201409280rav,car,CotcJe00,pass_sacked_yds,0,,,,,
player,201409280rav,car,CotcJe00,pass_long,0,,,,,
player,201409280rav,car,CotcJe00,pass_rating,,,,,,
player,201409280rav,car,CotcJe00,rush_att,0,,,,,
player,201409280rav,car,CotcJe00,rush_yds,0,,,,,
player,201409280rav,car,CotcJe00,rush_td,0,,,,,
player,201409280rav,car,CotcJe00,rush_long,0,,,,,
player,201409280rav,car,CotcJe00,targets,7,,,,,
player,201409280rav,car,CotcJe00,rec,5,,,,,
player,201409280rav,car,CotcJe00,rec_yds,80,,,,,
player,201409280rav,car,CotcJe00,rec_td,0,,,,,
player,201409280rav,car,CotcJe00,rec_long,30,,,,,
player,201409280rav,car,CotcJe00,fumbles,0,,,,,
player,201409280rav,car,CotcJe00,fumbles_lost,0,,,,,
player,201409280rav,car,BenjKe00,pass_cmp,0,,,,,
player,201409280rav,car,BenjKe00,pass_att,0,,,,,
player,201409280rav,car,BenjKe00,pass_yds,0,,,,,
player,201409280rav,car,BenjKe00,pass_td,0,,,,,
player,201409280rav,car,BenjKe00,pass_int,0,,,,,
player,201409280rav,car,BenjKe00,pass_sacked,0,,,,,
player,201409280rav,car,BenjKe00,pass_sacked_yds,0,,,,,
player,201409280rav,car,BenjKe00,pass_long,0,,,,,
player,201409280rav,car,BenjKe00,pass_rating,,,,,,
player,201409280rav,car,BenjKe00,rush_att,0,,,,,
player,201409280rav,car,BenjKe00,rush_yds,0,,,,,
player,201409280rav,car,BenjKe00,rush_td,0,,,,,
player,201409280rav,car,BenjKe00,rush_long,0,,,,,
player,201409280rav,car,BenjKe00,targets,9,,,,,
player,201409280rav,car,BenjKe00,rec,5,,,,,
player,201409280rav,car,BenjKe00,rec_yds,76,,,,,
player,201409280rav,car,BenjKe00,rec_td,1,,,,,
player,201409280rav,car,BenjKe00,rec_long,28,,,,,
player,201409280rav,car,BenjKe00,fumbles,0,,,,,
player,201409280rav,car,BenjKe00,fumbles_lost,0,,,,,
player,201409280rav,car,BrowPh00,pass_cmp,0,,,,,
player,201409280rav,car,BrowPh00,pass_att,0,,,,,
player,201409280rav,car,BrowPh00,pass_yds,0,,,,,
player,201409280rav,car,BrowPh00,pass_td,0,,,,,
player,201409280rav,car,BrowPh00,pass_int,0,,,,,
player,201409280rav,car,BrowPh00,pass_sacked,0,,,,,
player,201409280rav,car,BrowPh00,pass_sacked_yds,0,,,,,
player,201409280rav,car,BrowPh00,pass_long,0,,,,,
player,201409280rav,car,BrowPh00,pass_rating,,,,,,
player,201409280rav,car,BrowPh00,rush_att,0,,,,,
player,201409280rav,car,BrowPh00,rush_yds,0,,,,,
player,201409280rav,car,BrowPh00,rush_td,0,,,,,
player,201409280rav,car,BrowPh00,rush_long,0,,,,,
player,201409280rav,car,BrowPh00,targets,4,,,,,
player,201409280rav,car,BrowPh00,rec,2,,,,,
player,201409280rav,car,BrowPh00,rec_yds,35,,,,,
player,201409280rav,car,BrowPh00,rec_td,0,,,,,
player,201409280rav,car,BrowPh00,rec_long,18,,,,,
player,201409280rav,car,BrowPh00,fumbles,0,,,,,
player,201409280rav,car,BrowPh00,fumbles_lost,0,,,,,
player,201409280rav,car,OlseGr00,pass_cmp,0,,,,,
player,201409280rav,car,OlseGr00,pass_att,0,,,,,
player,201409280rav,car,OlseGr00,pass_yds,0,,,,,
player,201409280rav,car,OlseGr00,pass_td,0,,,,,
player,201409280rav,car,OlseGr00,pass_int,0,,,,,
player,201409280rav,car,OlseGr00,pass_sacked,0,,,,,
player,201409280rav,car,OlseGr00,pass_sacked_yds,0,,,,,
player,201409280rav,car,OlseGr00,pass_long,0,,,,,
player,201409280rav,car,OlseGr00,pass_rating,,,,,,
player,201409280rav,car,OlseGr00,rush_att,0,,,,,
player,201409280rav,car,OlseGr00,rush_yds,0,,,,,
player,201409280rav,car,OlseGr00,rush_td,0,,,,,
player,201409280rav,car,OlseGr00,rush_long,0,,,,,
player,201409280rav,car,OlseGr00,targets,5,,,,,
player,201409280rav,car,OlseGr00,rec,2,,,,,
player,201409280rav,car,OlseGr00,rec_yds,30,,,,,
player,201409280rav,car,OlseGr00,rec_td,0,,,,,
player,201409280rav,car,OlseGr00,rec_long,17,,,,,
player,201409280rav,car,OlseGr00,fumbles,0,,,,,
player,201409280rav,car,OlseGr00,fumbles_lost,0,,,,,
player,201409280rav,car,AvanJa00,pass_cmp,0,,,,,
player,201409280rav,car,AvanJa00,pass_att,0,,,,,
player,201409280rav,car,AvanJa00,pass_yds,0,,,,,
player,201409280rav,car,AvanJa00,pass_td,0,,,,,
player,201409280rav,car,AvanJa00,pass_int,0,,,,,
player,201409280rav,car,AvanJa00,pass_sacked,0,,,,,
player,201409280rav,car,AvanJa00,pass_sacked_yds,0,,,,,
player,201409280rav,car,AvanJa00,pass_long,0,,,,,
player,201409280rav,car,AvanJa00,pass_rating,,,,,,
player,201409280rav,car,AvanJa00,rush_att,0,,,,,
player,201409280rav,car,AvanJa00,rush_yds,0,,,,,
player,201409280rav,car,AvanJa00,rush_td,0,,,,,
player,201409280rav,car,AvanJa00,rush_long,0,,,,,
player,201409280rav,car,AvanJa00,targets,3,,,,,
player,201409280rav,car,AvanJa00,rec,2,,,,,
player,201409280rav,car,AvanJa00,rec_yds,24,,,,,
player,201409280rav,car,AvanJa00,rec_td,0,,,,,
player,201409280rav,car,AvanJa00,rec_long,15,,,,,
player,201409280rav,car,AvanJa00,fumbles,0,,,,,
player,201409280rav,car,AvanJa00,fumbles_lost,0,,,,,
player,201409280rav,car,BersBr00,pass_cmp,0,,,,,
player,201409280rav,car,BersBr00,pass_att,0,,,,,
player,201409280rav,car,BersBr00,pass_yds,0,,,,,
player,201409280rav,car,BersBr00,pass_td,0,,,,,
player,201409280rav,car,BersBr00,pass_int,0,,,,,
player,201409280rav,car,BersBr00,pass_sacked,0,,,,,
player,201409280rav,car,BersBr00,pass_sacked_yds,0,,,,,
player,201409280rav,car,BersBr00,pass_long,0,,,,,
player,201409280rav,car,BersBr00,pass_rating,,,,,,
player,201409280rav,car,BersBr00,rush_att,0,,,,,
player,201409280rav,car,BersBr00,rush_yds,0,,,,,
player,201409280rav,car,BersBr00,rush_td,0,,,,,
player,201409280rav,car,BersBr00,rush_long,0,,,,,
player,201409280rav,car,BersBr00,targets,1,,,,,
player,201409280rav,car,BersBr00,rec,1,,,,,
player,201409280rav,car,BersBr00,rec_yds,12,,,,,
player,201409280rav,car,BersBr00,rec_td,0,,,,,
player,201409280rav,car,BersBr00,rec_long,12,,,,,
player,201409280rav,car,BersBr00,fumbles,0,,,,,
player,201409280rav,car,BersBr00,fumbles_lost,0,,,,,
player,201409280rav,car,PoolTa00,pass_cmp,0,,,,,
player,201409280rav,car,PoolTa00,pass_att,0,,,,,
player,201409280rav,car,PoolTa00,pass_yds,0,,,,,
player,201409280rav,car,PoolTa00,pass_td,0,,,,,
player,201409280rav,car,PoolTa00,pass_int,0,,,,,
player,201409280rav,car,PoolTa00,pass_sacked,0,,,,,
player,201409280rav,car,PoolTa00,pass_sacked_yds,0,,,,,
player,201409280rav,car,PoolTa00,pass_long,0,,,,,
player,201409280rav,car,PoolTa00,pass_rating,,,,,,
player,201409280rav,car,PoolTa00,rush_att,1,,,,,
player,201409280rav,car,PoolTa00,rush_yds,0,,,,,
player,201409280rav,car,PoolTa00,rush_td,0,,,,,
player,201409280rav,car,PoolTa00,rush_long,0,,,,,
player,201409280rav,car,PoolTa00,targets,0,,,,,
player,201409280rav,car,PoolTa00,rec,0,,,,,
player,201409280rav,car,PoolTa00,rec_yds,0,,,,,
player,201409280rav,car,PoolTa00,rec_td,0,,,,,
player,201409280rav,car,PoolTa00,rec_long,0,,,,,
player,201409280rav,car,PoolTa00,fumbles,1,,,,,
player,201409280rav,car,PoolTa00,fumbles_lost,1,,,,,
player,201409280rav,rav,FlacJo00,pass_cmp,22,,,,,
player,201409280rav,rav,FlacJo00,pass_att,31,,,,,
player,201409280rav,rav,FlacJo00,pass_yds,327,,,,,
player,201409280rav,rav,FlacJo00,pass_td,3,,,,,
player,201409280rav,rav,FlacJo00,pass_int,0,,,,,
player,201409280rav,rav,FlacJo00,pass_sacked,0,,,,,
player,201409280rav,rav,FlacJo00,pass_sacked_yds,0,,,,,
player,201409280rav,rav,FlacJo00,pass_long,61,,,,,
player,201409280rav,rav,FlacJo00,pass_rating,137.4,,,,,
player,201409280rav,rav,FlacJo00,rush_att,1,,,,,
player,201409280rav,rav,FlacJo00,rush_yds,3,,,,,
player,201409280rav,rav,FlacJo00,rush_td,0,,,,,
player,201409280rav,rav,FlacJo00,rush_long,3,,,,,
