game,2014,4,20140928,201409280rav,car,"Carolina Panthers",10,rav,"Baltimore Ravens",38
player,201409280rav,rav,FlacJo00,targets,0,,,,,
player,201409280rav,rav,FlacJo00,rec,0,,,,,
player,201409280rav,rav,FlacJo00,rec_yds,0,,,,,
player,201409280rav,rav,FlacJo00,rec_td,0,,,,,
player,201409280rav,rav,FlacJo00,rec_long,0,,,,,
player,201409280rav,rav,FlacJo00,fumbles,1,,,,,
player,201409280rav,rav,FlacJo00,fumbles_lost,0,,,,,
player,201409280rav,rav,ForsJu00,pass_cmp,0,,,,,
player,201409280rav,rav,ForsJu00,pass_att,0,,,,,
player,201409280rav,rav,ForsJu00,pass_yds,0,,,,,
player,201409280rav,rav,ForsJu00,pass_td,0,,,,,
player,201409280rav,rav,ForsJu00,pass_int,0,,,,,
player,201409280rav,rav,ForsJu00,pass_sacked,0,,,,,
player,201409280rav,rav,ForsJu00,pass_sacked_yds,0,,,,,
player,201409280rav,rav,ForsJu00,pass_long,0,,,,,
player,201409280rav,rav,ForsJu00,pass_rating,,,,,,
player,201409280rav,rav,ForsJu00,rush_att,14,,,,,
player,201409280rav,rav,ForsJu00,rush_yds,66,,,,,
player,201409280rav,rav,ForsJu00,rush_td,1,,,,,
player,201409280rav,rav,ForsJu00,rush_long,21,,,,,
player,201409280rav,rav,ForsJu00,targets,4,,,,,
player,201409280rav,rav,ForsJu00,rec,3,,,,,
player,201409280rav,rav,ForsJu00,rec_yds,31,,,,,
player,201409280rav,rav,ForsJu00,rec_td,0,,,,,
player,201409280rav,rav,ForsJu00,rec_long,17,,,,,
player,201409280rav,rav,ForsJu00,fumbles,0,,,,,
player,201409280rav,rav,ForsJu00,fumbles_lost,0,,,,,
player,201409280rav,rav,TaliLo00,pass_cmp,0,,,,,
player,201409280rav,rav,TaliLo00,pass_att,0,,,,,
player,201409280rav,rav,TaliLo00,pass_yds,0,,,,,
player,201409280rav,rav,TaliLo00,pass_td,0,,,,,
player,201409280rav,rav,TaliLo00,pass_int,0,,,,,
player,201409280rav,rav,TaliLo00,pass_sacked,0,,,,,
player,201409280rav,rav,TaliLo00,pass_sacked_yds,0,,,,,
player,201409280rav,rav,TaliLo00,pass_long,0,,,,,
player,201409280rav,rav,TaliLo00,pass_rating,,,,,,
player,201409280rav,rav,TaliLo00,rush_att,15,,,,,
player,201409280rav,rav,TaliLo00,rush_yds,58,,,,,
player,201409280rav,rav,TaliLo00,rush_td,1,,,,,
player,201409280rav,rav,TaliLo00,rush_long,23,,,,,
player,201409280rav,rav,TaliLo00,targets,0,,,,,
player,201409280rav,rav,TaliLo00,rec,0,,,,,
player,201409280rav,rav,TaliLo00,rec_yds,0,,,,,
player,201409280rav,rav,TaliLo00,rec_td,0,,,,,
player,201409280rav,rav,TaliLo00,rec_long,0,,,,,
player,201409280rav,rav,TaliLo00,fumbles,0,,,,,
player,201409280rav,rav,TaliLo00,fumbles_lost,0,,,,,
player,201409280rav,rav,SmitSt01,pass_cmp,0,,,,,
player,201409280rav,rav,SmitSt01,pass_att,0,,,,,
player,201409280rav,rav,SmitSt01,pass_yds,0,,,,,
player,201409280rav,rav,SmitSt01,pass_td,0,,,,,
player,201409280rav,rav,SmitSt01,pass_int,0,,,,,
player,201409280rav,rav,SmitSt01,pass_sacked,0,,,,,
player,201409280rav,rav,SmitSt01,pass_sacked_yds,0,,,,,
player,201409280rav,rav,SmitSt01,pass_long,0,,,,,
player,201409280rav,rav,SmitSt01,pass_rating,,,,,,
player,201409280rav,rav,SmitSt01,rush_att,0,,,,,
player,201409280rav,rav,SmitSt01,rush_yds,0,,,,,
player,201409280rav,rav,SmitSt01,rush_td,0,,,,,
player,201409280rav,rav,SmitSt01,rush_long,0,,,,,
player,201409280rav,rav,SmitSt01,targets,10,,,,,
player,201409280rav,rav,SmitSt01,rec,7,,,,,
player,201409280rav,rav,SmitSt01,rec_yds,139,,,,,
player,201409280rav,rav,SmitSt01,rec_td,2,,,,,
player,201409280rav,rav,SmitSt01,rec_long,61,,,,,
player,201409280rav,rav,SmitSt01,fumbles,0,,,,,
player,201409280rav,rav,SmitSt01,fumbles_lost,0,,,,,
player,201409280rav,rav,SmitTo02,pass_cmp,0,,,,,
player,201409280rav,rav,SmitTo02,pass_att,0,,,,,
player,201409280rav,rav,SmitTo02,pass_yds,0,,,,,
player,201409280rav,rav,SmitTo02,pass_td,0,,,,,
player,201409280rav,rav,SmitTo02,pass_int,0,,,,,
player,201409280rav,rav,SmitTo02,pass_sacked,0,,,,,
player,201409280rav,rav,SmitTo02,pass_sacked_yds,0,,,,,
player,201409280rav,rav,SmitTo02,pass_long,0,,,,,
player,201409280rav,rav,SmitTo02,pass_rating,,,,,,
player,201409280rav,rav,SmitTo02,rush_att,0,,,,,
player,201409280rav,rav,SmitTo02,rush_yds,0,,,,,
player,201409280rav,rav,SmitTo02,rush_td,0,,,,,
player,201409280rav,rav,SmitTo02,rush_long,0,,,,,
player,201409280rav,rav,SmitTo02,targets,3,,,,,
player,201409280rav,rav,SmitTo02,rec,2,,,,,
player,201409280rav,rav,SmitTo02,rec_yds,53,,,,,
player,201409280rav,rav,SmitTo02,rec_td,1,,,,,
player,201409280rav,rav,SmitTo02,rec_long,29,,,,,
player,201409280rav,rav,SmitTo02,fumbles,0,,,,,
player,201409280rav,rav,SmitTo02,fumbles_lost,0,,,,,
player,201409280rav,rav,DaniOw00,pass_cmp,0,,,,,
player,201409280rav,rav,DaniOw00,pass_att,0,,,,,
player,201409280rav,rav,DaniOw00,pass_yds,0,,,,,
player,201409280rav,rav,DaniOw00,pass_td,0,,,,,
player,201409280rav,rav,DaniOw00,pass_int,0,,,,,
player,201409280rav,rav,DaniOw00,pass_sacked,0,,,,,
player,201409280rav,rav,DaniOw00,pass_sacked_yds,0,,,,,
player,201409280rav,rav,DaniOw00,pass_long,0,,,,,
player,201409280rav,rav,DaniOw00,pass_rating,,,,,,
player,201409280rav,rav,DaniOw00,rush_att,0,,,,,
player,201409280rav,rav,DaniOw00,rush_yds,0,,,,,
player,201409280rav,rav,DaniOw00,rush_td,0,,,,,
player,201409280rav,rav,DaniOw00,rush_long,0,,,,,
player,201409280rav,rav,DaniOw00,targets,6,,,,,
player,201409280rav,rav,DaniOw00,rec,4,,,,,
player,201409280rav,rav,DaniOw00,rec_yds,43,,,,,
player,201409280rav,rav,DaniOw00,rec_td,0,,,,,
player,201409280rav,rav,DaniOw00,rec_long,14,,,,,
player,201409280rav,rav,DaniOw00,fumbles,0,,,,,
player,201409280rav,rav,DaniOw00,fumbles_lost,0,,,,,
player,201409280rav,rav,BrowMa00,pass_cmp,0,,,,,
player,201409280rav,rav,BrowMa00,pass_att,0,,,,,
player,201409280rav,rav,BrowMa00,pass_yds,0,,,,,
player,201409280rav,rav,BrowMa00,pass_td,0,,,,,
player,201409280rav,rav,BrowMa00,pass_int,0,,,,,
player,201409280rav,rav,BrowMa00,pass_sacked,0,,,,,
player,201409280rav,rav,BrowMa00,pass_sacked_yds,0,,,,,
player,201409280rav,rav,BrowMa00,pass_long,0,,,,,
player,201409280rav,rav,BrowMa00,pass_rating,,,,,,
player,201409280rav,rav,BrowMa00,rush_att,0,,,,,
player,201409280rav,rav,BrowMa00,rush_yds,0,,,,,
player,201409280rav,rav,BrowMa00,rush_td,0,,,,,
player,201409280rav,rav,BrowMa00,rush_long,0,,,,,
player,201409280rav,rav,BrowMa00,targets,3,,,,,
player,201409280rav,rav,BrowMa00,rec,3,,,,,
player,201409280rav,rav,BrowMa00,rec_yds,31,,,,,
player,201409280rav,rav,BrowMa00,rec_td,0,,,,,
player,201409280rav,rav,BrowMa00,rec_long,15,,,,,
player,201409280rav,rav,BrowMa00,fumbles,0,,,,,
player,201409280rav,rav,BrowMa00,fumbles_lost,0,,,,,
player,201409280rav,rav,AikeKa00,pass_cmp,0,,,,,
player,201409280rav,rav,AikeKa00,pass_att,0,,,,,
player,201409280rav,rav,AikeKa00,pass_yds,0,,,,,
player,201409280rav,rav,AikeKa00,pass_td,0,,,,,
player,201409280rav,rav,AikeKa00,pass_int,0,,,,,
player,201409280rav,rav,AikeKa00,pass_sacked,0,,,,,
player,201409280rav,rav,AikeKa00,pass_sacked_yds,0,,,,,
player,201409280rav,rav,AikeKa00,pass_long,0,,,,,
player,201409280rav,rav,AikeKa00,pass_rating,,,,,,
player,201409280rav,rav,AikeKa00,rush_att,0,,,,,
player,201409280rav,rav,AikeKa00,rush_yds,0,,,,,
player,201409280rav,rav,AikeKa00,rush_td,0,,,,,
player,201409280rav,rav,AikeKa00,rush_long,0,,,,,
player,201409280rav,rav,AikeKa00,targets,1,,,,,
player,201409280rav,rav,AikeKa00,rec,1,,,,,
player,201409280rav,rav,AikeKa00,rec_yds,22,,,,,
player,201409280rav,rav,AikeKa00,rec_td,0,,,,,
player,201409280rav,rav,AikeKa00,rec_long,22,,,,,
player,201409280rav,rav,AikeKa00,fumbles,0,,,,,
player,201409280rav,rav,AikeKa00,fumbles_lost,0,,,,,
player,201409280rav,rav,JuszKy00,pass_cmp,0,,,,,
player,201409280rav,rav,JuszKy00,pass_att,0,,,,,
player,201409280rav,rav,JuszKy00,pass_yds,0,,,,,
player,201409280rav,rav,JuszKy00,pass_td,0,,,,,
player,201409280rav,rav,JuszKy00,pass_int,0,,,,,
player,201409280rav,rav,JuszKy00,pass_sacked,0,,,,,
player,201409280rav,rav,JuszKy00,pass_sacked_yds,0,,,,,
player,201409280rav,rav,JuszKy00,pass_long,0,,,,,
player,201409280rav,rav,JuszKy00,pass_rating,,,,,,
player,201409280rav,rav,JuszKy00,rush_att,0,,,,,
player,201409280rav,rav,JuszKy00,rush_yds,0,,,,,
player,201409280rav,rav,JuszKy00,rush_td,0,,,,,
player,201409280rav,rav,JuszKy00,rush_long,0,,,,,
player,201409280rav,rav,JuszKy00,targets,2,,,,,
player,201409280rav,rav,JuszKy00,rec,2,,,,,
player,201409280rav,rav,JuszKy00,rec_yds,8,,,,,
player,201409280rav,rav,JuszKy00,rec_td,0,,,,,
player,201409280rav,rav,JuszKy00,rec_long,6,,,,,
player,201409280rav,rav,JuszKy00,fumbles,0,,,,,
player,201409280rav,rav,JuszKy00,fumbles_lost,0,,,,,
player,201409280rav,rav,JoneJa03,pass_cmp,0,,,,,
player,201409280rav,rav,JoneJa03,pass_att,0,,,,,
player,201409280rav,rav,JoneJa03,pass_yds,0,,,,,
player,201409280rav,rav,JoneJa03,pass_td,0,,,,,
player,201409280rav,rav,JoneJa03,pass_int,0,,,,,
player,201409280rav,rav,JoneJa03,pass_sacked,0,,,,,
player,201409280rav,rav,JoneJa03,pass_sacked_yds,0,,,,,
player,201409280rav,rav,JoneJa03,pass_long,0,,,,,
player,201409280rav,rav,JoneJa03,pass_rating,,,,,,
player,201409280rav,rav,JoneJa03,rush_att,0,,,,,
player,201409280rav,rav,JoneJa03,rush_yds,0,,,,,
player,201409280rav,rav,JoneJa03,rush_td,0,,,,,
player,201409280rav,rav,JoneJa03,rush_long,0,,,,,
player,201409280rav,rav,JoneJa03,targets,1,,,,,
player,201409280rav,rav,JoneJa03,rec,0,,,,,
player,201409280rav,rav,JoneJa03,rec_yds,0,,,,,
player,201409280rav,rav,JoneJa03,rec_td,0,,,,,
player,201409280rav,rav,JoneJa03,rec_long,0,,,,,
player,201409280rav,rav,JoneJa03,fumbles,0,,,,,
player,201409280rav,rav,JoneJa03,fumbles_lost,0,,,,,
player,201409280rav,car,KuecLu00,def_int,0,,,,,
player,201409280rav,car,KuecLu00,def_int_yds,0,,,,,
player,201409280rav,car,KuecLu00,def_int_td,0,,,,,
player,201409280rav,car,KuecLu00,def_int_long,0,,,,,
player,201409280rav,car,KuecLu00,pass_defended,1,,,,,
player,201409280rav,car,KuecLu00,sacks,0.0,,,,,
player,201409280rav,car,KuecLu00,tackles_combined,12,,,,,
player,201409280rav,car,KuecLu00,tackles_solo,6,,,,,
player,201409280rav,car,KuecLu00,tackles_assists,6,,,,,
player,201409280rav,car,KuecLu00,tackles_loss,1,,,,,
player,201409280rav,car,KuecLu00,qb_hits,0,,,,,
player,201409280rav,car,KuecLu00,fumbles_rec,0,,,,,
player,201409280rav,car,KuecLu00,fumbles_rec_yds,0,,,,,
player,201409280rav,car,KuecLu00,fumbles_rec_td,0,,,,,
player,201409280rav,car,KuecLu00,fumbles_forced,0,,,,,
player,201409280rav,car,DeCoTh99,def_int,0,,,,,
player,201409280rav,car,DeCoTh99,def_int_yds,0,,,,,
player,201409280rav,car,DeCoTh99,def_int_td,0,,,,,
player,201409280rav,car,DeCoTh99,def_int_long,0,,,,,
