game,2014,13,20141130,201411300clt,was,"Washington Redskins",27,clt,"Indianapolis Colts",49
player,201411300clt,was,MorrAl00,rush_att,17,,,,,
player,201411300clt,was,MorrAl00,rush_yds,67,,,,,
player,201411300clt,was,MorrAl00,rush_td,0,,,,,
player,201411300clt,was,MorrAl00,rush_long,21,,,,,
player,201411300clt,was,MorrAl00,targets,5,,,,,
player,201411300clt,was,MorrAl00,rec,3,,,,,
player,201411300clt,was,MorrAl00,rec_yds,16,,,,,
player,201411300clt,was,MorrAl00,rec_td,0,,,,,
player,201411300clt,was,MorrAl00,rec_long,12,,,,,
player,201411300clt,was,MorrAl00,fumbles,0,,,,,
player,201411300clt,was,MorrAl00,fumbles_lost,0,,,,,
player,201411300clt,was,HeluRo00,pass_cmp,0,,,,,
player,201411300clt,was,HeluRo00,pass_att,0,,,,,
player,201411300clt,was,HeluRo00,pass_yds,0,,,,,
player,201411300clt,was,HeluRo00,pass_td,0,,,,,
player,201411300clt,was,HeluRo00,pass_int,0,,,,,
player,201411300clt,was,HeluRo00,pass_sacked,0,,,,,
player,201411300clt,was,HeluRo00,pass_sacked_yds,0,,,,,
player,201411300clt,was,HeluRo00,pass_long,0,,,,,
player,201411300clt,was,HeluRo00,pass_rating,,,,,,
player,201411300clt,was,HeluRo00,rush_att,1,,,,,
player,201411300clt,was,HeluRo00,rush_yds,5,,,,,
player,201411300clt,was,HeluRo00,rush_td,0,,,,,
player,201411300clt,was,HeluRo00,rush_long,5,,,,,
player,201411300clt,was,HeluRo00,targets,4,,,,,
player,201411300clt,was,HeluRo00,rec,4,,,,,
player,201411300clt,was,HeluRo00,rec_yds,61,,,,,
player,201411300clt,was,HeluRo00,rec_td,1,,,,,
player,201411300clt,was,HeluRo00,rec_long,31,,,,,
player,201411300clt,was,HeluRo00,fumbles,0,,,,,
player,201411300clt,was,HeluRo00,fumbles_lost,0,,,,,
player,201411300clt,was,ReedJo02,pass_cmp,0,,,,,
player,201411300clt,was,ReedJo02,pass_att,0,,,,,
player,201411300clt,was,ReedJo02,pass_yds,0,,,,,
player,201411300clt,was,ReedJo02,pass_td,0,,,,,
player,201411300clt,was,ReedJo02,pass_int,0,,,,,
player,201411300clt,was,ReedJo02,pass_sacked,0,,,,,
player,201411300clt,was,ReedJo02,pass_sacked_yds,0,,,,,
player,201411300clt,was,ReedJo02,pass_long,0,,,,,
player,201411300clt,was,ReedJo02,pass_rating,,,,,,
player,201411300clt,was,ReedJo02,rush_att,0,,,,,
player,201411300clt,was,ReedJo02,rush_yds,0,,,,,
player,201411300clt,was,ReedJo02,rush_td,0,,,,,
player,201411300clt,was,ReedJo02,rush_long,0,,,,,
player,201411300clt,was,ReedJo02,targets,11,,,,,
player,201411300clt,was,ReedJo02,rec,9,,,,,
player,201411300clt,was,ReedJo02,rec_yds,123,,,,,
player,201411300clt,was,ReedJo02,rec_td,0,,,,,
player,201411300clt,was,ReedJo02,rec_long,30,,,,,
player,201411300clt,was,ReedJo02,fumbles,0,,,,,
player,201411300clt,was,ReedJo02,fumbles_lost,0,,,,,
player,201411300clt,was,JackDe00,pass_cmp,0,,,,,
player,201411300clt,was,JackDe00,pass_att,0,,,,,
player,201411300clt,was,JackDe00,pass_yds,0,,,,,
player,201411300clt,was,JackDe00,pass_td,0,,,,,
player,201411300clt,was,JackDe00,pass_int,0,,,,,
player,201411300clt,was,JackDe00,pass_sacked,0,,,,,
player,201411300clt,was,JackDe00,pass_sacked_yds,0,,,,,
player,201411300clt,was,JackDe00,pass_long,0,,,,,
player,201411300clt,was,JackDe00,pass_rating,,,,,,
player,201411300clt,was,JackDe00,rush_att,0,,,,,
player,201411300clt,was,JackDe00,rush_yds,0,,,,,
player,201411300clt,was,JackDe00,rush_td,0,,,,,
player,201411300clt,was,JackDe00,rush_long,0,,,,,
player,201411300clt,was,JackDe00,targets,6,,,,,
player,201411300clt,was,JackDe00,rec,5,,,,,
player,201411300clt,was,JackDe00,rec_yds,84,,,,,
player,201411300clt,was,JackDe00,rec_td,1,,,,,
player,201411300clt,was,JackDe00,rec_long,42,,,,,
player,201411300clt,was,JackDe00,fumbles,0,,,,,
player,201411300clt,was,JackDe00,fumbles_lost,0,,,,,
player,201411300clt,was,RobeAn00,pass_cmp,0,,,,,
player,201411300clt,was,RobeAn00,pass_att,0,,,,,
player,201411300clt,was,RobeAn00,pass_yds,0,,,,,
player,201411300clt,was,RobeAn00,pass_td,0,,,,,
player,201411300clt,was,RobeAn00,pass_int,0,,,,,
player,201411300clt,was,RobeAn00,pass_sacked,0,,,,,
player,201411300clt,was,RobeAn00,pass_sacked_yds,0,,,,,
player,201411300clt,was,RobeAn00,pass_long,0,,,,,
player,201411300clt,was,RobeAn00,pass_rating,,,,,,
player,201411300clt,was,RobeAn00,rush_att,0,,,,,
player,201411300clt,was,RobeAn00,rush_yds,0,,,,,
player,201411300clt,was,RobeAn00,rush_td,0,,,,,
player,201411300clt,was,RobeAn00,rush_long,0,,,,,
player,201411300clt,was,RobeAn00,targets,5,,,,,
player,201411300clt,was,RobeAn00,rec,2,,,,,
player,201411300clt,was,RobeAn00,rec_yds,46,,,,,
player,201411300clt,was,RobeAn00,rec_td,0,,,,,
player,201411300clt,was,RobeAn00,rec_long,24,,,,,
player,201411300clt,was,RobeAn00,fumbles,0,,,,,
player,201411300clt,was,RobeAn00,fumbles_lost,0,,,,,
player,201411300clt,was,MossSa00,pass_cmp,0,,,,,
player,201411300clt,was,MossSa00,pass_att,0,,,,,
player,201411300clt,was,MossSa00,pass_yds,0,,,,,
player,201411300clt,was,MossSa00,pass_td,0,,,,,
player,201411300clt,was,MossSa00,pass_int,0,,,,,
player,201411300clt,was,MossSa00,pass_sacked,0,,,,,
player,201411300clt,was,MossSa00,pass_sacked_yds,0,,,,,
player,201411300clt,was,MossSa00,pass_long,0,,,,,
player,201411300clt,was,MossSa00,pass_rating,,,,,,
player,201411300clt,was,MossSa00,rush_att,0,,,,,
player,201411300clt,was,MossSa00,rush_yds,0,,,,,
player,201411300clt,was,MossSa00,rush_td,0,,,,,
player,201411300clt,was,MossSa00,rush_long,0,,,,,
player,201411300clt,was,MossSa00,targets,3,,,,,
player,201411300clt,was,MossSa00,rec,3,,,,,
player,201411300clt,was,MossSa00,rec_yds,30,,,,,
player,201411300clt,was,MossSa00,rec_td,0,,,,,
player,201411300clt,was,MossSa00,rec_long,13,,,,,
player,201411300clt,was,MossSa00,fumbles,0,,,,,
player,201411300clt,was,MossSa00,fumbles_lost,0,,,,,
player,201411300clt,was,PaulLo00,pass_cmp,0,,,,,
player,201411300clt,was,PaulLo00,pass_att,0,,,,,
player,201411300clt,was,PaulLo00,pass_yds,0,,,,,
player,201411300clt,was,PaulLo00,pass_td,0,,,,,
player,201411300clt,was,PaulLo00,pass_int,0,,,,,
player,201411300clt,was,PaulLo00,pass_sacked,0,,,,,
player,201411300clt,was,PaulLo00,pass_sacked_yds,0,,,,,
player,201411300clt,was,PaulLo00,pass_long,0,,,,,
player,201411300clt,was,PaulLo00,pass_rating,,,,,,
player,201411300clt,was,PaulLo00,rush_att,0,,,,,
player,201411300clt,was,PaulLo00,rush_yds,0,,,,,
player,201411300clt,was,PaulLo00,rush_td,0,,,,,
player,201411300clt,was,PaulLo00,rush_long,0,,,,,
player,201411300clt,was,PaulLo00,targets,1,,,,,
player,201411300clt,was,PaulLo00,rec,1,,,,,
player,201411300clt,was,PaulLo00,rec_yds,16,,,,,
player,201411300clt,was,PaulLo00,rec_td,1,,,,,
player,201411300clt,was,PaulLo00,rec_long,16,,,,,
player,201411300clt,was,PaulLo00,fumbles,0,,,,,
player,201411300clt,was,PaulLo00,fumbles_lost,0,,,,,
player,201411300clt,was,GarcPi00,pass_cmp,0,,,,,
player,201411300clt,was,GarcPi00,pass_att,0,,,,,
player,201411300clt,was,GarcPi00,pass_yds,0,,,,,
player,201411300clt,was,GarcPi00,pass_td,0,,,,,
player,201411300clt,was,GarcPi00,pass_int,0,,,,,
player,201411300clt,was,GarcPi00,pass_sacked,0,,,,,
player,201411300clt,was,GarcPi00,pass_sacked_yds,0,,,,,
player,201411300clt,was,GarcPi00,pass_long,0,,,,,
player,201411300clt,was,GarcPi00,pass_rating,,,,,,
player,201411300clt,was,GarcPi00,rush_att,0,,,,,
player,201411300clt,was,GarcPi00,rush_yds,0,,,,,
player,201411300clt,was,GarcPi00,rush_td,0,,,,,
player,201411300clt,was,GarcPi00,rush_long,0,,,,,
player,201411300clt,was,GarcPi00,targets,9,,,,,
player,201411300clt,was,GarcPi00,rec,3,,,,,
player,201411300clt,was,GarcPi00,rec_yds,9,,,,,
player,201411300clt,was,GarcPi00,rec_td,0,,,,,
player,201411300clt,was,GarcPi00,rec_long,5,,,,,
player,201411300clt,was,GarcPi00,fumbles,0,,,,,
player,201411300clt,was,GarcPi00,fumbles_lost,0,,,,,
player,201411300clt,was,PaulNi00,pass_cmp,0,,,,,
player,201411300clt,was,PaulNi00,pass_att,0,,,,,
player,201411300clt,was,PaulNi00,pass_yds,0,,,,,
player,201411300clt,was,PaulNi00,pass_td,0,,,,,
player,201411300clt,was,PaulNi00,pass_int,0,,,,,
player,201411300clt,was,PaulNi00,pass_sacked,0,,,,,
player,201411300clt,was,PaulNi00,pass_sacked_yds,0,,,,,
player,201411300clt,was,PaulNi00,pass_long,0,,,,,
player,201411300clt,was,PaulNi00,pass_rating,,,,,,
player,201411300clt,was,PaulNi00,rush_att,0,,,,,
player,201411300clt,was,PaulNi00,rush_yds,0,,,,,
player,201411300clt,was,PaulNi00,rush_td,0,,,,,
player,201411300clt,was,PaulNi00,rush_long,0,,,,,
player,201411300clt,was,PaulNi00,targets,1,,,,,
player,201411300clt,was,PaulNi00,rec,1,,,,,
player,201411300clt,was,PaulNi00,rec_yds,7,,,,,
player,201411300clt,was,PaulNi00,rec_td,0,,,,,
player,201411300clt,was,PaulNi00,rec_long,7,,,,,
player,201411300clt,was,PaulNi00,fumbles,0,,,,,
player,201411300clt,was,PaulNi00,fumbles_lost,0,,,,,
player,201411300clt,was,YounDa01,pass_cmp,0,,,,,
player,201411300clt,was,YounDa01,pass_att,0,,,,,
player,201411300clt,was,YounDa01,pass_yds,0,,,,,
player,201411300clt,was,YounDa01,pass_td,0,,,,,
player,201411300clt,was,YounDa01,pass_int,0,,,,,
player,201411300clt,was,YounDa01,pass_sacked,0,,,,,
player,201411300clt,was,YounDa01,pass_sacked_yds,0,,,,,
player,201411300clt,was,YounDa01,pass_long,0,,,,,
player,201411300clt,was,YounDa01,pass_rating,,,,,,
player,201411300clt,was,YounDa01,rush_att,0,,,,,
player,201411300clt,was,YounDa01,rush_yds,0,,,,,
player,201411300clt,was,YounDa01,rush_td,0,,,,,
player,201411300clt,was,YounDa01,rush_long,0,,,,,
player,201411300clt,was,YounDa01,targets,1,,,,,
player,201411300clt,was,YounDa01,rec,0,,,,,
player,201411300clt,was,YounDa01,rec_yds,0,,,,,
player,201411300clt,was,YounDa01,rec_td,0,,,,,
player,201411300clt,was,YounDa01,rec_long,0,,,,,
player,201411300clt,was,YounDa01,fumbles,0,,,,,
player,201411300clt,was,YounDa01,fumbles_lost,0,,,,,
player,201411300clt,clt,LuckAn00,pass_cmp,19,,,,,
player,201411300clt,clt,LuckAn00,pass_att,27,,,,,
player,201411300clt,clt,LuckAn00,pass_yds,370,,,,,
player,201411300clt,clt,LuckAn00,pass_td,5,,,,,
player,201411300clt,clt,LuckAn00,pass_int,1,,,,,
player,201411300clt,clt,LuckAn00,pass_sacked,1,,,,,
player,201411300clt,clt,LuckAn00,pass_sacked_yds,9,,,,,
player,201411300clt,clt,LuckAn00,pass_long,79,,,,,
player,201411300clt,clt,LuckAn00,pass_rating,137.0,,,,,
player,201411300clt,clt,LuckAn00,rush_att,4,,,,,
player,201411300clt,clt,LuckAn00,rush_yds,20,,,,,
player,201411300clt,clt,LuckAn00,rush_td,0,,,,,
player,201411300clt,clt,LuckAn00,rush_long,15,,,,,
player,201411300clt,clt,LuckAn00,targets,0,,,,,
player,201411300clt,clt,LuckAn00,rec,0,,,,,
player,201411300clt,clt,LuckAn00,rec_yds,0,,,,,
player,201411300clt,clt,LuckAn00,rec_td,0,,,,,
player,201411300clt,clt,LuckAn00,rec_long,0,,,,,
player,201411300clt,clt,LuckAn00,fumbles,1,,,,,
player,201411300clt,clt,LuckAn00,fumbles_lost,1,,,,,
player,201411300clt,clt,HerrDa00,pass_cmp,0,,,,,
player,201411300clt,clt,HerrDa00,pass_att,0,,,,,
player,201411300clt,clt,HerrDa00,pass_yds,0,,,,,
player,201411300clt,clt,HerrDa00,pass_td,0,,,,,
player,201411300clt,clt,HerrDa00,pass_int,0,,,,,
player,201411300clt,clt,HerrDa00,pass_sacked,0,,,,,
player,201411300clt,clt,HerrDa00,pass_sacked_yds,0,,,,,
player,201411300clt,clt,HerrDa00,pass_long,0,,,,,
player,201411300clt,clt,HerrDa00,pass_rating,,,,,,
player,201411300clt,clt,HerrDa00,rush_att,8,,,,,
player,201411300clt,clt,HerrDa00,rush_yds,88,,,,,
player,201411300clt,clt,HerrDa00,rush_td,1,,,,,
player,201411300clt,clt,HerrDa00,rush_long,49,,,,,
player,201411300clt,clt,HerrDa00,targets,2,,,,,
player,201411300clt,clt,HerrDa00,rec,2,,,,,
player,201411300clt,clt,HerrDa00,rec_yds,8,,,,,
player,201411300clt,clt,HerrDa00,rec_td,0,,,,,
player,201411300clt,clt,HerrDa00,rec_long,7,,,,,
player,201411300clt,clt,HerrDa00,fumbles,1,,,,,
player,201411300clt,clt,HerrDa00,fumbles_lost,1,,,,,
player,201411300clt,clt,RichTr00,pass_cmp,0,,,,,
player,201411300clt,clt,RichTr00,pass_att,0,,,,,
player,201411300clt,clt,RichTr00,pass_yds,0,,,,,
player,201411300clt,clt,RichTr00,pass_td,0,,,,,
player,201411300clt,clt,RichTr00,pass_int,0,,,,,
player,201411300clt,clt,RichTr00,pass_sacked,0,,,,,
player,201411300clt,clt,RichTr00,pass_sacked_yds,0,,,,,
player,201411300clt,clt,RichTr00,pass_long,0,,,,,
player,201411300clt,clt,RichTr00,pass_rating,,,,,,
player,201411300clt,clt,RichTr00,rush_att,8,,,,,
player,201411300clt,clt,RichTr00,rush_yds,12,,,,,
player,201411300clt,clt,RichTr00,rush_td,0,,,,,
player,201411300clt,clt,RichTr00,rush_long,3,,,,,
player,201411300clt,clt,RichTr00,targets,0,,,,,
player,201411300clt,clt,RichTr00,rec,0,,,,,
player,201411300clt,clt,RichTr00,rec_yds,0,,,,,
player,201411300clt,clt,RichTr00,rec_td,0,,,,,
player,201411300clt,clt,RichTr00,rec_long,0,,,,,
player,201411300clt,clt,RichTr00,fumbles,0,,,,,
player,201411300clt,clt,RichTr00,fumbles_lost,0,,,,,
player,201411300clt,clt,MoncDo00,pass_cmp,0,,,,,
player,201411300clt,clt,MoncDo00,pass_att,0,,,,,
player,201411300clt,clt,MoncDo00,pass_yds,0,,,,,
player,201411300clt,clt,MoncDo00,pass_td,0,,,,,
player,201411300clt,clt,MoncDo00,pass_int,0,,,,,
player,201411300clt,clt,MoncDo00,pass_sacked,0,,,,,
player,201411300clt,clt,MoncDo00,pass_sacked_yds,0,,,,,
player,201411300clt,clt,MoncDo00,pass_long,0,,,,,
player,201411300clt,clt,MoncDo00,pass_rating,,,,,,
player,201411300clt,clt,MoncDo00,rush_att,1,,,,,
player,201411300clt,clt,MoncDo00,rush_yds,6,,,,,
player,201411300clt,clt,MoncDo00,rush_td,0,,,,,
player,201411300clt,clt,MoncDo00,rush_long,6,,,,,
player,201411300clt,clt,MoncDo00,targets,4,,,,,
player,201411300clt,clt,MoncDo00,rec,3,,,,,
player,201411300clt,clt,MoncDo00,rec_yds,134,,,,,
player,201411300clt,clt,MoncDo00,rec_td,2,,,,,
player,201411300clt,clt,MoncDo00,rec_long,79,,,,,
player,201411300clt,clt,MoncDo00,fumbles,0,,,,,
player,201411300clt,clt,MoncDo00,fumbles_lost,0,,,,,
player,201411300clt,clt,FleeCo00,pass_cmp,0,,,,,
player,201411300clt,clt,FleeCo00,pass_att,0,,,,,
player,201411300clt,clt,FleeCo00,pass_yds,0,,,,,
player,201411300clt,clt,FleeCo00,pass_td,0,,,,,
player,201411300clt,clt,FleeCo00,pass_int,0,,,,,
player,201411300clt,clt,FleeCo00,pass_sacked,0,,,,,
player,201411300clt,clt,FleeCo00,pass_sacked_yds,0,,,,,
player,201411300clt,clt,FleeCo00,pass_long,0,,,,,
player,201411300clt,clt,FleeCo00,pass_rating,,,,,,
player,201411300clt,clt,FleeCo00,rush_att,0,,,,,
player,201411300clt,clt,FleeCo00,rush_yds,0,,,,,
player,201411300clt,clt,FleeCo00,rush_td,0,,,,,
player,201411300clt,clt,FleeCo00,rush_long,0,,,,,
player,201411300clt,clt,FleeCo00,targets,7,,,,,
player,201411300clt,clt,FleeCo00,rec,4,,,,,
player,201411300clt,clt,FleeCo00,rec_yds,127,,,,,
player,201411300clt,clt,FleeCo00,rec_td,2,,,,,
player,201411300clt,clt,FleeCo00,rec_long,73,,,,,
player,201411300clt,clt,FleeCo00,fumbles,0,,,,,
player,201411300clt,clt,FleeCo00,fumbles_lost,0,,,,,
player,201411300clt,clt,HiltT.00,pass_cmp,0,,,,,
player,201411300clt,clt,HiltT.00,pass_att,0,,,,,
player,201411300clt,clt,HiltT.00,pass_yds,0,,,,,
player,201411300clt,clt,HiltT.00,pass_td,0,,,,,
player,201411300clt,clt,HiltT.00,pass_int,0,,,,,
player,201411300clt,clt,HiltT.00,pass_sacked,0,,,,,
player,201411300clt,clt,HiltT.00,pass_sacked_yds,0,,,,,
player,201411300clt,clt,HiltT.00,pass_long,0,,,,,
player,201411300clt,clt,HiltT.00,pass_rating,,,,,,
player,201411300clt,clt,HiltT.00,rush_att,0,,,,,
player,201411300clt,clt,HiltT.00,rush_yds,0,,,,,
player,201411300clt,clt,HiltT.00,rush_td,0,,,,,
player,201411300clt,clt,HiltT.00,rush_long,0,,,,,
player,201411300clt,clt,HiltT.00,targets,5,,,,,
player,201411300clt,clt,HiltT.00,rec,5,,,,,
player,201411300clt,clt,HiltT.00,rec_yds,62,,,,,
player,201411300clt,clt,HiltT.00,rec_td,1,,,,,
player,201411300clt,clt,HiltT.00,rec_long,25,,,,,
player,201411300clt,clt,HiltT.00,fumbles,0,,,,,
player,201411300clt,clt,HiltT.00,fumbles_lost,0,,,,,
player,201411300clt,clt,WaynRe00,pass_cmp,0,,,,,
player,201411300clt,clt,WaynRe00,pass_att,0,,,,,
player,201411300clt,clt,WaynRe00,pass_yds,0,,,,,
player,201411300clt,clt,WaynRe00,pass_td,0,,,,,
player,201411300clt,clt,WaynRe00,pass_int,0,,,,,
player,201411300clt,clt,WaynRe00,pass_sacked,0,,,,,
player,201411300clt,clt,WaynRe00,pass_sacked_yds,0,,,,,
player,201411300clt,clt,WaynRe00,pass_long,0,,,,,
player,201411300clt,clt,WaynRe00,pass_rating,,,,,,
player,201411300clt,clt,WaynRe00,rush_att,0,,,,,
player,201411300clt,clt,WaynRe00,rush_yds,0,,,,,
player,201411300clt,clt,WaynRe00,rush_td,0,,,,,
player,201411300clt,clt,WaynRe00,rush_long,0,,,,,
player,201411300clt,clt,WaynRe00,targets,5,,,,,
player,201411300clt,clt,WaynRe00,rec,4,,,,,
player,201411300clt,clt,WaynRe00,rec_yds,31,,,,,
player,201411300clt,clt,WaynRe00,rec_td,0,,,,,
player,201411300clt,clt,WaynRe00,rec_long,11,,,,,
player,201411300clt,clt,WaynRe00,fumbles,0,,,,,
player,201411300clt,clt,WaynRe00,fumbles_lost,0,,,,,
player,201411300clt,clt,DoylJa00,pass_cmp,0,,,,,
player,201411300clt,clt,DoylJa00,pass_att,0,,,,,
player,201411300clt,clt,DoylJa00,pass_yds,0,,,,,
player,201411300clt,clt,DoylJa00,pass_td,0,,,,,
player,201411300clt,clt,DoylJa00,pass_int,0,,,,,
player,201411300clt,clt,DoylJa00,pass_sacked,0,,,,,
player,201411300clt,clt,DoylJa00,pass_sacked_yds,0,,,,,
player,201411300clt,clt,DoylJa00,pass_long,0,,,,,
player,201411300clt,clt,DoylJa00,pass_rating,,,,,,
player,201411300clt,clt,DoylJa00,rush_att,0,,,,,
player,201411300clt,clt,DoylJa00,rush_yds,0,,,,,
player,201411300clt,clt,DoylJa00,rush_td,0,,,,,
player,201411300clt,clt,DoylJa00,rush_long,0,,,,,
player,201411300clt,clt,DoylJa00,targets,1,,,,,
player,201411300clt,clt,DoylJa00,rec,1,,,,,
player,201411300clt,clt,DoylJa00,rec_yds,8,,,,,
player,201411300clt,clt,DoylJa00,rec_td,0,,,,,
player,201411300clt,clt,DoylJa00,rec_long,8,,,,,
player,201411300clt,clt,DoylJa00,fumbles,0,,,,,
player,201411300clt,clt,DoylJa00,fumbles_lost,0,,,,,
player,201411300clt,was,ClarRy20,def_int,1,,,,,
player,201411300clt,was,ClarRy20,def_int_yds,8,,,,,
player,201411300clt,was,ClarRy20,def_int_td,0,,,,,
player,201411300clt,was,ClarRy20,def_int_long,8,,,,,
player,201411300clt,was,ClarRy20,pass_defended,1,,,,,
player,201411300clt,was,ClarRy20,sacks,0.0,,,,,
player,201411300clt,was,ClarRy20,tackles_combined,4,,,,,
player,201411300clt,was,ClarRy20,tackles_solo,3,,,,,
player,201411300clt,was,ClarRy20,tackles_assists,1,,,,,
player,201411300clt,was,ClarRy20,tackles_loss,0,,,,,
player,201411300clt,was,ClarRy20,qb_hits,0,,,,,
player,201411300clt,was,ClarRy20,fumbles_rec,1,,,,,
player,201411300clt,was,ClarRy20,fumbles_rec_yds,0,,,,,
player,201411300clt,was,ClarRy20,fumbles_rec_td,0,,,,,
player,201411300clt,was,ClarRy20,fumbles_forced,0,,,,,
player,201411300clt,was,KerrRy00,def_int,0,,,,,
player,201411300clt,was,KerrRy00,def_int_yds,0,,,,,
player,201411300clt,was,KerrRy00,def_int_td,0,,,,,
player,201411300clt,was,KerrRy00,def_int_long,0,,,,,
player,201411300clt,was,KerrRy00,pass_defended,0,,,,,
player,201411300clt,was,KerrRy00,sacks,1.0,,,,,
player,201411300clt,was,KerrRy00,tackles_combined,5,,,,,
player,201411300clt,was,KerrRy00,tackles_solo,5,,,,,
player,201411300clt,was,KerrRy00,tackles_assists,0,,,,,
player,201411300clt,was,KerrRy00,tackles_loss,1,,,,,
player,201411300clt,was,KerrRy00,qb_hits,1,,,,,
player,201411300clt,was,KerrRy00,fumbles_rec,0,,,,,
player,201411300clt,was,KerrRy00,fumbles_rec_yds,0,,,,,
player,201411300clt,was,KerrRy00,fumbles_rec_td,0,,,,,
player,201411300clt,was,KerrRy00,fumbles_forced,1,,,,,
player,201411300clt,was,BreeBa00,def_int,0,,,,,
player,201411300clt,was,BreeBa00,def_int_yds,0,,,,,
player,201411300clt,was,BreeBa00,def_int_td,0,,,,,
player,201411300clt,was,BreeBa00,def_int_long,0,,,,,
player,201411300clt,was,BreeBa00,pass_defended,0,,,,,
player,201411300clt,was,BreeBa00,sacks,0.0,,,,,
player,201411300clt,was,BreeBa00,tackles_combined,4,,,,,
player,201411300clt,was,BreeBa00,tackles_solo,3,,,,,
player,201411300clt,was,BreeBa00,tackles_assists,1,,,,,
player,201411300clt,was,BreeBa00,tackles_loss,0,,,,,
player,201411300clt,was,BreeBa00,qb_hits,1,,,,,
player,201411300clt,was,BreeBa00,fumbles_rec,0,,,,,
player,201411300clt,was,BreeBa00,fumbles_rec_yds,0,,,,,
player,201411300clt,was,BreeBa00,fumbles_rec_td,0,,,,,
player,201411300clt,was,BreeBa00,fumbles_forced,0,,,,,
player,201411300clt,was,BakeCh99,def_int,0,,,,,
player,201411300clt,was,BakeCh99,def_int_yds,0,,,,,
player,201411300clt,was,BakeCh99,def_int_td,0,,,,,
player,201411300clt,was,BakeCh99,def_int_long,0,,,,,
player,201411300clt,was,BakeCh99,pass_defended,0,,,,,
player,201411300clt,was,BakeCh99,sacks,0.0,,,,,
player,201411300clt,was,BakeCh99,tackles_combined,3,,,,,
player,201411300clt,was,BakeCh99,tackles_solo,2,,,,,
player,201411300clt,was,BakeCh99,tackles_assists,1,,,,,
player,201411300clt,was,BakeCh99,tackles_loss,1,,,,,
player,201411300clt,was,BakeCh99,qb_hits,0,,,,,
player,201411300clt,was,BakeCh99,fumbles_rec,0,,,,,
player,201411300clt,was,BakeCh99,fumbles_rec_yds,0,,,,,
player,201411300clt,was,BakeCh99,fumbles_rec_td,0,,,,,
player,201411300clt,was,BakeCh99,fumbles_forced,0,,,,,
