game,2014,15,20141214,201412140det,min,"Minnesota Vikings",14,det,"Detroit Lions",16
team,201412140det,min,First Downs,21,,,,,,
team,201412140det,det,First Downs,11,,,,,,
team,201412140det,min,Rush-Yds-TDs,21-76-1,,,,,,
team,201412140det,det,Rush-Yds-TDs,22-80-0,,,,,,
team,201412140det,min,Cmp-Att-Yd-TD-INT,31-41-315-1-2,,,,,,
team,201412140det,det,Cmp-Att-Yd-TD-INT,17-28-153-1-0,,,,,,
team,201412140det,min,Sacked-Yards,4-31,,,,,,
team,201412140det,det,Sacked-Yards,0-0,,,,,,
team,201412140det,min,Net Pass Yards,284,,,,,,
team,201412140det,det,Net Pass Yards,153,,,,,,
team,201412140det,min,Total Yards,360,,,,,,
team,201412140det,det,Total Yards,233,,,,,,
team,201412140det,min,Fumbles-Lost,1-0,,,,,,
team,201412140det,det,Fumbles-Lost,0-0,,,,,,
team,201412140det,min,Turnovers,2,,,,,,
team,201412140det,det,Turnovers,0,,,,,,
team,201412140det,min,Penalties-Yards,3-25,,,,,,
team,201412140det,det,Penalties-Yards,5-35,,,,,,
team,201412140det,min,Third Down Conv.,4-11,,,,,,
team,201412140det,det,Third Down Conv.,2-11,,,,,,
team,201412140det,min,Fourth Down Conv.,1-2,,,,,,
team,201412140det,det,Fourth Down Conv.,0-0,,,,,,
team,201412140det,min,Time of Possession,34:43,,,,,,
team,201412140det,det,Time of Possession,25:17,,,,,,
player,201412140det,min,BridTe00,pass_cmp,31,,,,,
player,201412140det,min,BridTe00,pass_att,41,,,,,
player,201412140det,min,BridTe00,pass_yds,315,,,,,
player,201412140det,min,BridTe00,pass_td,1,,,,,
player,201412140det,min,BridTe00,pass_int,2,,,,,
player,201412140det,min,BridTe00,pass_sacked,4,,,,,
player,201412140det,min,BridTe00,pass_sacked_yds,31,,,,,
player,201412140det,min,BridTe00,pass_long,40,,,,,
player,201412140det,min,BridTe00,pass_rating,84.9,,,,,
player,201412140det,min,BridTe00,rush_att,3,,,,,
player,201412140det,min,BridTe00,rush_yds,30,,,,,
player,201412140det,min,BridTe00,rush_td,0,,,,,
player,201412140det,min,BridTe00,rush_long,16,,,,,
player,201412140det,min,BridTe00,targets,0,,,,,
player,201412140det,min,BridTe00,rec,0,,,,,
player,201412140det,min,BridTe00,rec_yds,0,,,,,
player,201412140det,min,BridTe00,rec_td,0,,,,,
player,201412140det,min,BridTe00,rec_long,0,,,,,
player,201412140det,min,BridTe00,fumbles,1,,,,,
player,201412140det,min,BridTe00,fumbles_lost,0,,,,,
player,201412140det,min,AsiaMa00,pass_cmp,0,,,,,
player,201412140det,min,AsiaMa00,pass_att,0,,,,,
player,201412140det,min,AsiaMa00,pass_yds,0,,,,,
player,201412140det,min,AsiaMa00,pass_td,0,,,,,
player,201412140det,min,AsiaMa00,pass_int,0,,,,,
player,201412140det,min,AsiaMa00,pass_sacked,0,,,,,
player,201412140det,min,AsiaMa00,pass_sacked_yds,0,,,,,
player,201412140det,min,AsiaMa00,pass_long,0,,,,,
player,201412140det,min,AsiaMa00,pass_rating,,,,,,
player,201412140det,min,AsiaMa00,rush_att,11,,,,,
player,201412140det,min,AsiaMa00,rush_yds,36,,,,,
player,201412140det,min,AsiaMa00,rush_td,1,,,,,
player,201412140det,min,AsiaMa00,rush_long,9,,,,,
player,201412140det,min,AsiaMa00,targets,7,,,,,
player,201412140det,min,AsiaMa00,rec,7,,,,,
player,201412140det,min,AsiaMa00,rec_yds,50,,,,,
player,201412140det,min,AsiaMa00,rec_td,0,,,,,
player,201412140det,min,AsiaMa00,rec_long,10,,,,,
player,201412140det,min,AsiaMa00,fumbles,0,,,,,
player,201412140det,min,AsiaMa00,fumbles_lost,0,,,,,
player,201412140det,min,TateBe00,pass_cmp,0,,,,,
player,201412140det,min,TateBe00,pass_att,0,,,,,
player,201412140det,min,TateBe00,pass_yds,0,,,,,
player,201412140det,min,TateBe00,pass_td,0,,,,,
player,201412140det,min,TateBe00,pass_int,0,,,,,
player,201412140det,min,TateBe00,pass_sacked,0,,,,,
player,201412140det,min,TateBe00,pass_sacked_yds,0,,,,,
player,201412140det,min,TateBe00,pass_long,0,,,,,
player,201412140det,min,TateBe00,pass_rating,,,,,,
player,201412140det,min,TateBe00,rush_att,5,,,,,
player,201412140det,min,TateBe00,rush_yds,8,,,,,
player,201412140det,min,TateBe00,rush_td,0,,,,,
player,201412140det,min,TateBe00,rush_long,4,,,,,
player,201412140det,min,TateBe00,targets,0,,,,,
player,201412140det,min,TateBe00,rec,0,,,,,
player,201412140det,min,TateBe00,rec_yds,0,,,,,
player,201412140det,min,TateBe00,rec_td,0,,,,,
player,201412140det,min,TateBe00,rec_long,0,,,,,
player,201412140det,min,TateBe00,fumbles,0,,,,,
player,201412140det,min,TateBe00,fumbles_lost,0,,,,,
player,201412140det,min,BanyJo00,pass_cmp,0,,,,,
player,201412140det,min,BanyJo00,pass_att,0,,,,,
player,201412140det,min,BanyJo00,pass_yds,0,,,,,
player,201412140det,min,BanyJo00,pass_td,0,,,,,
player,201412140det,min,BanyJo00,pass_int,0,,,,,
player,201412140det,min,BanyJo00,pass_sacked,0,,,,,
player,201412140det,min,BanyJo00,pass_sacked_yds,0,,,,,
player,201412140det,min,BanyJo00,pass_long,0,,,,,
player,201412140det,min,BanyJo00,pass_rating,,,,,,
player,201412140det,min,BanyJo00,rush_att,2,,,,,
player,201412140det,min,BanyJo00,rush_yds,2,,,,,
player,201412140det,min,BanyJo00,rush_td,0,,,,,
player,201412140det,min,BanyJo00,rush_long,4,,,,,
player,201412140det,min,BanyJo00,targets,0,,,,,
player,201412140det,min,BanyJo00,rec,0,,,,,
player,201412140det,min,BanyJo00,rec_yds,0,,,,,
player,201412140det,min,BanyJo00,rec_td,0,,,,,
player,201412140det,min,BanyJo00,rec_long,0,,,,,
player,201412140det,min,BanyJo00,fumbles,0,,,,,
player,201412140det,min,BanyJo00,fumbles_lost,0,,,,,
player,201412140det,min,JohnCh08,pass_cmp,0,,,,,
player,201412140det,min,JohnCh08,pass_att,0,,,,,
player,201412140det,min,JohnCh08,pass_yds,0,,,,,
player,201412140det,min,JohnCh08,pass_td,0,,,,,
player,201412140det,min,JohnCh08,pass_int,0,,,,,
player,201412140det,min,JohnCh08,pass_sacked,0,,,,,
player,201412140det,min,JohnCh08,pass_sacked_yds,0,,,,,
player,201412140det,min,JohnCh08,pass_long,0,,,,,
player,201412140det,min,JohnCh08,pass_rating,,,,,,
player,201412140det,min,JohnCh08,rush_att,0,,,,,
player,201412140det,min,JohnCh08,rush_yds,0,,,,,
player,201412140det,min,JohnCh08,rush_td,0,,,,,
player,201412140det,min,JohnCh08,rush_long,0,,,,,
player,201412140det,min,JohnCh08,targets,7,,,,,
player,201412140det,min,JohnCh08,rec,5,,,,,
player,201412140det,min,JohnCh08,rec_yds,72,,,,,
player,201412140det,min,JohnCh08,rec_td,0,,,,,
player,201412140det,min,JohnCh08,rec_long,40,,,,,
