game,2014,7,20141019,201410190dal,nyg,"New York Giants",21,dal,"Dallas Cowboys",31
player,201410190dal,nyg,WillAn00,fumbles,0,,,,,
player,201410190dal,nyg,WillAn00,fumbles_lost,0,,,,,
player,201410190dal,nyg,HillPe00,pass_cmp,0,,,,,
player,201410190dal,nyg,HillPe00,pass_att,0,,,,,
player,201410190dal,nyg,HillPe00,pass_yds,0,,,,,
player,201410190dal,nyg,HillPe00,pass_td,0,,,,,
player,201410190dal,nyg,HillPe00,pass_int,0,,,,,
player,201410190dal,nyg,HillPe00,pass_sacked,0,,,,,
player,201410190dal,nyg,HillPe00,pass_sacked_yds,0,,,,,
player,201410190dal,nyg,HillPe00,pass_long,0,,,,,
player,201410190dal,nyg,HillPe00,pass_rating,,,,,,
player,201410190dal,nyg,HillPe00,rush_att,6,,,,,
player,201410190dal,nyg,HillPe00,rush_yds,29,,,,,
player,201410190dal,nyg,HillPe00,rush_td,0,,,,,
player,201410190dal,nyg,HillPe00,rush_long,10,,,,,
player,201410190dal,nyg,HillPe00,targets,3,,,,,
player,201410190dal,nyg,HillPe00,rec,1,,,,,
player,201410190dal,nyg,HillPe00,rec_yds,4,,,,,
player,201410190dal,nyg,HillPe00,rec_td,0,,,,,
player,201410190dal,nyg,HillPe00,rec_long,4,,,,,
player,201410190dal,nyg,HillPe00,fumbles,0,,,,,
player,201410190dal,nyg,HillPe00,fumbles_lost,0,,,,,
player,201410190dal,nyg,BeckOd00,pass_cmp,0,,,,,
player,201410190dal,nyg,BeckOd00,pass_att,0,,,,,
player,201410190dal,nyg,BeckOd00,pass_yds,0,,,,,
player,201410190dal,nyg,BeckOd00,pass_td,0,,,,,
player,201410190dal,nyg,BeckOd00,pass_int,0,,,,,
player,201410190dal,nyg,BeckOd00,pass_sacked,0,,,,,
player,201410190dal,nyg,BeckOd00,pass_sacked_yds,0,,,,,
player,201410190dal,nyg,BeckOd00,pass_long,0,,,,,
player,201410190dal,nyg,BeckOd00,pass_rating,,,,,,
player,201410190dal,nyg,BeckOd00,rush_att,1,,,,,
player,201410190dal,nyg,BeckOd00,rush_yds,13,,,,,
player,201410190dal,nyg,BeckOd00,rush_td,0,,,,,
player,201410190dal,nyg,BeckOd00,rush_long,13,,,,,
player,201410190dal,nyg,BeckOd00,targets,6,,,,,
player,201410190dal,nyg,BeckOd00,rec,4,,,,,
player,201410190dal,nyg,BeckOd00,rec_yds,34,,,,,
player,201410190dal,nyg,BeckOd00,rec_td,2,,,,,
player,201410190dal,nyg,BeckOd00,rec_long,11,,,,,
player,201410190dal,nyg,BeckOd00,fumbles,0,,,,,
player,201410190dal,nyg,BeckOd00,fumbles_lost,0,,,,,
player,201410190dal,nyg,DonnLa00,pass_cmp,0,,,,,
player,201410190dal,nyg,DonnLa00,pass_att,0,,,,,
player,201410190dal,nyg,DonnLa00,pass_yds,0,,,,,
player,201410190dal,nyg,DonnLa00,pass_td,0,,,,,
player,201410190dal,nyg,DonnLa00,pass_int,0,,,,,
player,201410190dal,nyg,DonnLa00,pass_sacked,0,,,,,
player,201410190dal,nyg,DonnLa00,pass_sacked_yds,0,,,,,
player,201410190dal,nyg,DonnLa00,pass_long,0,,,,,
player,201410190dal,nyg,DonnLa00,pass_rating,,,,,,
player,201410190dal,nyg,DonnLa00,rush_att,0,,,,,
player,201410190dal,nyg,DonnLa00,rush_yds,0,,,,,
player,201410190dal,nyg,DonnLa00,rush_td,0,,,,,
player,201410190dal,nyg,DonnLa00,rush_long,0,,,,,
player,201410190dal,nyg,DonnLa00,targets,7,,,,,
player,201410190dal,nyg,DonnLa00,rec,7,,,,,
player,201410190dal,nyg,DonnLa00,rec_yds,90,,,,,
player,201410190dal,nyg,DonnLa00,rec_td,0,,,,,
player,201410190dal,nyg,DonnLa00,rec_long,21,,,,,
player,201410190dal,nyg,DonnLa00,fumbles,2,,,,,
player,201410190dal,nyg,DonnLa00,fumbles_lost,2,,,,,
player,201410190dal,nyg,RandRu00,pass_cmp,0,,,,,
player,201410190dal,nyg,RandRu00,pass_att,0,,,,,
player,201410190dal,nyg,RandRu00,pass_yds,0,,,,,
player,201410190dal,nyg,RandRu00,pass_td,0,,,,,
player,201410190dal,nyg,RandRu00,pass_int,0,,,,,
player,201410190dal,nyg,RandRu00,pass_sacked,0,,,,,
player,201410190dal,nyg,RandRu00,pass_sacked_yds,0,,,,,
player,201410190dal,nyg,RandRu00,pass_long,0,,,,,
player,201410190dal,nyg,RandRu00,pass_rating,,,,,,
player,201410190dal,nyg,RandRu00,rush_att,0,,,,,
player,201410190dal,nyg,RandRu00,rush_yds,0,,,,,
player,201410190dal,nyg,RandRu00,rush_td,0,,,,,
player,201410190dal,nyg,RandRu00,rush_long,0,,,,,
player,201410190dal,nyg,RandRu00,targets,9,,,,,
player,201410190dal,nyg,RandRu00,rec,6,,,,,
player,201410190dal,nyg,RandRu00,rec_yds,74,,,,,
player,201410190dal,nyg,RandRu00,rec_td,0,,,,,
player,201410190dal,nyg,RandRu00,rec_long,17,,,,,
player,201410190dal,nyg,RandRu00,fumbles,0,,,,,
player,201410190dal,nyg,RandRu00,fumbles_lost,0,,,,,
player,201410190dal,nyg,FellDa00,pass_cmp,0,,,,,
player,201410190dal,nyg,FellDa00,pass_att,0,,,,,
player,201410190dal,nyg,FellDa00,pass_yds,0,,,,,
player,201410190dal,nyg,FellDa00,pass_td,0,,,,,
player,201410190dal,nyg,FellDa00,pass_int,0,,,,,
player,201410190dal,nyg,FellDa00,pass_sacked,0,,,,,
player,201410190dal,nyg,FellDa00,pass_sacked_yds,0,,,,,
player,201410190dal,nyg,FellDa00,pass_long,0,,,,,
player,201410190dal,nyg,FellDa00,pass_rating,,,,,,
player,201410190dal,nyg,FellDa00,rush_att,0,,,,,
player,201410190dal,nyg,FellDa00,rush_yds,0,,,,,
player,201410190dal,nyg,FellDa00,rush_td,0,,,,,
player,201410190dal,nyg,FellDa00,rush_long,0,,,,,
player,201410190dal,nyg,FellDa00,targets,1,,,,,
player,201410190dal,nyg,FellDa00,rec,1,,,,,
player,201410190dal,nyg,FellDa00,rec_yds,27,,,,,
player,201410190dal,nyg,FellDa00,rec_td,1,,,,,
player,201410190dal,nyg,FellDa00,rec_long,27,,,,,
player,201410190dal,nyg,FellDa00,fumbles,0,,,,,
player,201410190dal,nyg,FellDa00,fumbles_lost,0,,,,,
player,201410190dal,nyg,ParkPr00,pass_cmp,0,,,,,
player,201410190dal,nyg,ParkPr00,pass_att,0,,,,,
player,201410190dal,nyg,ParkPr00,pass_yds,0,,,,,
player,201410190dal,nyg,ParkPr00,pass_td,0,,,,,
player,201410190dal,nyg,ParkPr00,pass_int,0,,,,,
player,201410190dal,nyg,ParkPr00,pass_sacked,0,,,,,
player,201410190dal,nyg,ParkPr00,pass_sacked_yds,0,,,,,
player,201410190dal,nyg,ParkPr00,pass_long,0,,,,,
player,201410190dal,nyg,ParkPr00,pass_rating,,,,,,
player,201410190dal,nyg,ParkPr00,rush_att,0,,,,,
player,201410190dal,nyg,ParkPr00,rush_yds,0,,,,,
player,201410190dal,nyg,ParkPr00,rush_td,0,,,,,
player,201410190dal,nyg,ParkPr00,rush_long,0,,,,,
player,201410190dal,nyg,ParkPr00,targets,3,,,,,
player,201410190dal,nyg,ParkPr00,rec,2,,,,,
player,201410190dal,nyg,ParkPr00,rec_yds,19,,,,,
player,201410190dal,nyg,ParkPr00,rec_td,0,,,,,
player,201410190dal,nyg,ParkPr00,rec_long,13,,,,,
player,201410190dal,nyg,ParkPr00,fumbles,0,,,,,
player,201410190dal,nyg,ParkPr00,fumbles_lost,0,,,,,
player,201410190dal,dal,RomoTo00,pass_cmp,17,,,,,
player,201410190dal,dal,RomoTo00,pass_att,23,,,,,
player,201410190dal,dal,RomoTo00,pass_yds,279,,,,,
player,201410190dal,dal,RomoTo00,pass_td,3,,,,,
player,201410190dal,dal,RomoTo00,pass_int,1,,,,,
player,201410190dal,dal,RomoTo00,pass_sacked,2,,,,,
player,201410190dal,dal,RomoTo00,pass_sacked_yds,12,,,,,
player,201410190dal,dal,RomoTo00,pass_long,44,,,,,
player,201410190dal,dal,RomoTo00,pass_rating,135.7,,,,,
player,201410190dal,dal,RomoTo00,rush_att,2,,,,,
player,201410190dal,dal,RomoTo00,rush_yds,5,,,,,
player,201410190dal,dal,RomoTo00,rush_td,0,,,,,
player,201410190dal,dal,RomoTo00,rush_long,6,,,,,
player,201410190dal,dal,RomoTo00,targets,0,,,,,
player,201410190dal,dal,RomoTo00,rec,0,,,,,
player,201410190dal,dal,RomoTo00,rec_yds,0,,,,,
player,201410190dal,dal,RomoTo00,rec_td,0,,,,,
player,201410190dal,dal,RomoTo00,rec_long,0,,,,,
player,201410190dal,dal,RomoTo00,fumbles,0,,,,,
player,201410190dal,dal,RomoTo00,fumbles_lost,0,,,,,
player,201410190dal,dal,MurrDe00,pass_cmp,0,,,,,
player,201410190dal,dal,MurrDe00,pass_att,0,,,,,
player,201410190dal,dal,MurrDe00,pass_yds,0,,,,,
player,201410190dal,dal,MurrDe00,pass_td,0,,,,,
player,201410190dal,dal,MurrDe00,pass_int,0,,,,,
player,201410190dal,dal,MurrDe00,pass_sacked,0,,,,,
player,201410190dal,dal,MurrDe00,pass_sacked_yds,0,,,,,
player,201410190dal,dal,MurrDe00,pass_long,0,,,,,
player,201410190dal,dal,MurrDe00,pass_rating,,,,,,
player,201410190dal,dal,MurrDe00,rush_att,28,,,,,
player,201410190dal,dal,MurrDe00,rush_yds,128,,,,,
player,201410190dal,dal,MurrDe00,rush_td,1,,,,,
player,201410190dal,dal,MurrDe00,rush_long,21,,,,,
player,201410190dal,dal,MurrDe00,targets,1,,,,,
player,201410190dal,dal,MurrDe00,rec,1,,,,,
player,201410190dal,dal,MurrDe00,rec_yds,4,,,,,
player,201410190dal,dal,MurrDe00,rec_td,0,,,,,
player,201410190dal,dal,MurrDe00,rec_long,4,,,,,
player,201410190dal,dal,MurrDe00,fumbles,0,,,,,
player,201410190dal,dal,MurrDe00,fumbles_lost,0,,,,,
player,201410190dal,dal,DunbLa00,pass_cmp,0,,,,,
player,201410190dal,dal,DunbLa00,pass_att,0,,,,,
player,201410190dal,dal,DunbLa00,pass_yds,0,,,,,
player,201410190dal,dal,DunbLa00,pass_td,0,,,,,
player,201410190dal,dal,DunbLa00,pass_int,0,,,,,
player,201410190dal,dal,DunbLa00,pass_sacked,0,,,,,
player,201410190dal,dal,DunbLa00,pass_sacked_yds,0,,,,,
player,201410190dal,dal,DunbLa00,pass_long,0,,,,,
player,201410190dal,dal,DunbLa00,pass_rating,,,,,,
player,201410190dal,dal,DunbLa00,rush_att,3,,,,,
player,201410190dal,dal,DunbLa00,rush_yds,16,,,,,
player,201410190dal,dal,DunbLa00,rush_td,0,,,,,
player,201410190dal,dal,DunbLa00,rush_long,13,,,,,
player,201410190dal,dal,DunbLa00,targets,0,,,,,
player,201410190dal,dal,DunbLa00,rec,0,,,,,
player,201410190dal,dal,DunbLa00,rec_yds,0,,,,,
player,201410190dal,dal,DunbLa00,rec_td,0,,,,,
player,201410190dal,dal,DunbLa00,rec_long,0,,,,,
player,201410190dal,dal,DunbLa00,fumbles,0,,,,,
player,201410190dal,dal,DunbLa00,fumbles_lost,0,,,,,
player,201410190dal,dal,RandJo01,pass_cmp,0,,,,,
player,201410190dal,dal,RandJo01,pass_att,0,,,,,
player,201410190dal,dal,RandJo01,pass_yds,0,,,,,
player,201410190dal,dal,RandJo01,pass_td,0,,,,,
player,201410190dal,dal,RandJo01,pass_int,0,,,,,
player,201410190dal,dal,RandJo01,pass_sacked,0,,,,,
player,201410190dal,dal,RandJo01,pass_sacked_yds,0,,,,,
player,201410190dal,dal,RandJo01,pass_long,0,,,,,
player,201410190dal,dal,RandJo01,pass_rating,,,,,,
player,201410190dal,dal,RandJo01,rush_att,2,,,,,
player,201410190dal,dal,RandJo01,rush_yds,7,,,,,
player,201410190dal,dal,RandJo01,rush_td,0,,,,,
player,201410190dal,dal,RandJo01,rush_long,4,,,,,
player,201410190dal,dal,RandJo01,targets,1,,,,,
player,201410190dal,dal,RandJo01,rec,1,,,,,
player,201410190dal,dal,RandJo01,rec_yds,14,,,,,
player,201410190dal,dal,RandJo01,rec_td,0,,,,,
player,201410190dal,dal,RandJo01,rec_long,14,,,,,
player,201410190dal,dal,RandJo01,fumbles,0,,,,,
player,201410190dal,dal,RandJo01,fumbles_lost,0,,,,,
player,201410190dal,dal,BryaDe01,pass_cmp,0,,,,,
player,201410190dal,dal,BryaDe01,pass_att,0,,,,,
player,201410190dal,dal,BryaDe01,pass_yds,0,,,,,
player,201410190dal,dal,BryaDe01,pass_td,0,,,,,
player,201410190dal,dal,BryaDe01,pass_int,0,,,,,
player,201410190dal,dal,BryaDe01,pass_sacked,0,,,,,
player,201410190dal,dal,BryaDe01,pass_sacked_yds,0,,,,,
player,201410190dal,dal,BryaDe01,pass_long,0,,,,,
player,201410190dal,dal,BryaDe01,pass_rating,,,,,,
player,201410190dal,dal,BryaDe01,rush_att,0,,,,,
player,201410190dal,dal,BryaDe01,rush_yds,0,,,,,
player,201410190dal,dal,BryaDe01,rush_td,0,,,,,
player,201410190dal,dal,BryaDe01,rush_long,0,,,,,
player,201410190dal,dal,BryaDe01,targets,12,,,,,
player,201410190dal,dal,BryaDe01,rec,9,,,,,
player,201410190dal,dal,BryaDe01,rec_yds,151,,,,,
player,201410190dal,dal,BryaDe01,rec_td,0,,,,,
player,201410190dal,dal,BryaDe01,rec_long,44,,,,,
player,201410190dal,dal,BryaDe01,fumbles,0,,,,,
player,201410190dal,dal,BryaDe01,fumbles_lost,0,,,,,
player,201410190dal,dal,EscoGa00,pass_cmp,0,,,,,
player,201410190dal,dal,EscoGa00,pass_att,0,,,,,
player,201410190dal,dal,EscoGa00,pass_yds,0,,,,,
player,201410190dal,dal,EscoGa00,pass_td,0,,,,,
player,201410190dal,dal,EscoGa00,pass_int,0,,,,,
player,201410190dal,dal,EscoGa00,pass_sacked,0,,,,,
player,201410190dal,dal,EscoGa00,pass_sacked_yds,0,,,,,
player,201410190dal,dal,EscoGa00,pass_long,0,,,,,
player,201410190dal,dal,EscoGa00,pass_rating,,,,,,
player,201410190dal,dal,EscoGa00,rush_att,0,,,,,
player,201410190dal,dal,EscoGa00,rush_yds,0,,,,,
player,201410190dal,dal,EscoGa00,rush_td,0,,,,,
player,201410190dal,dal,EscoGa00,rush_long,0,,,,,
player,201410190dal,dal,EscoGa00,targets,3,,,,,
player,201410190dal,dal,EscoGa00,rec,3,,,,,
player,201410190dal,dal,EscoGa00,rec_yds,65,,,,,
player,201410190dal,dal,EscoGa00,rec_td,2,,,,,
player,201410190dal,dal,EscoGa00,rec_long,26,,,,,
player,201410190dal,dal,EscoGa00,fumbles,0,,,,,
player,201410190dal,dal,EscoGa00,fumbles_lost,0,,,,,
player,201410190dal,dal,WittJa00,pass_cmp,0,,,,,
player,201410190dal,dal,WittJa00,pass_att,0,,,,,
player,201410190dal,dal,WittJa00,pass_yds,0,,,,,
player,201410190dal,dal,WittJa00,pass_td,0,,,,,
player,201410190dal,dal,WittJa00,pass_int,0,,,,,
player,201410190dal,dal,WittJa00,pass_sacked,0,,,,,
player,201410190dal,dal,WittJa00,pass_sacked_yds,0,,,,,
player,201410190dal,dal,WittJa00,pass_long,0,,,,,
player,201410190dal,dal,WittJa00,pass_rating,,,,,,
player,201410190dal,dal,WittJa00,rush_att,0,,,,,
player,201410190dal,dal,WittJa00,rush_yds,0,,,,,
player,201410190dal,dal,WittJa00,rush_td,0,,,,,
player,201410190dal,dal,WittJa00,rush_long,0,,,,,
player,201410190dal,dal,WittJa00,targets,2,,,,,
player,201410190dal,dal,WittJa00,rec,2,,,,,
player,201410190dal,dal,WittJa00,rec_yds,27,,,,,
player,201410190dal,dal,WittJa00,rec_td,0,,,,,
player,201410190dal,dal,WittJa00,rec_long,15,,,,,
player,201410190dal,dal,WittJa00,fumbles,0,,,,,
player,201410190dal,dal,WittJa00,fumbles_lost,0,,,,,
player,201410190dal,dal,WillTe01,pass_cmp,0,,,,,
player,201410190dal,dal,WillTe01,pass_att,0,,,,,
player,201410190dal,dal,WillTe01,pass_yds,0,,,,,
player,201410190dal,dal,WillTe01,pass_td,0,,,,,
player,201410190dal,dal,WillTe01,pass_int,0,,,,,
player,201410190dal,dal,WillTe01,pass_sacked,0,,,,,
player,201410190dal,dal,WillTe01,pass_sacked_yds,0,,,,,
player,201410190dal,dal,WillTe01,pass_long,0,,,,,
player,201410190dal,dal,WillTe01,pass_rating,,,,,,
player,201410190dal,dal,WillTe01,rush_att,0,,,,,
player,201410190dal,dal,WillTe01,rush_yds,0,,,,,
player,201410190dal,dal,WillTe01,rush_td,0,,,,,
player,201410190dal,dal,WillTe01,rush_long,0,,,,,
player,201410190dal,dal,WillTe01,targets,3,,,,,
player,201410190dal,dal,WillTe01,rec,1,,,,,
player,201410190dal,dal,WillTe01,rec_yds,18,,,,,
player,201410190dal,dal,WillTe01,rec_td,1,,,,,
player,201410190dal,dal,WillTe01,rec_long,18,,,,,
player,201410190dal,dal,WillTe01,fumbles,0,,,,,
player,201410190dal,dal,WillTe01,fumbles_lost,0,,,,,
player,201410190dal,nyg,AmukPr00,def_int,1,,,,,
player,201410190dal,nyg,AmukPr00,def_int_yds,38,,,,,
player,201410190dal,nyg,AmukPr00,def_int_td,0,,,,,
player,201410190dal,nyg,AmukPr00,def_int_long,38,,,,,
player,201410190dal,nyg,AmukPr00,pass_defended,2,,,,,
player,201410190dal,nyg,AmukPr00,sacks,0.0,,,,,
player,201410190dal,nyg,AmukPr00,tackles_combined,7,,,,,
player,201410190dal,nyg,AmukPr00,tackles_solo,7,,,,,
player,201410190dal,nyg,AmukPr00,tackles_assists,0,,,,,
player,201410190dal,nyg,AmukPr00,tackles_loss,0,,,,,
player,201410190dal,nyg,AmukPr00,qb_hits,0,,,,,
player,201410190dal,nyg,AmukPr00,fumbles_rec,0,,,,,
player,201410190dal,nyg,AmukPr00,fumbles_rec_yds,0,,,,,
player,201410190dal,nyg,AmukPr00,fumbles_rec_td,0,,,,,
player,201410190dal,nyg,AmukPr00,fumbles_forced,0,,,,,
player,201410190dal,nyg,PierJa99,def_int,0,,,,,
player,201410190dal,nyg,PierJa99,def_int_yds,0,,,,,
player,201410190dal,nyg,PierJa99,def_int_td,0,,,,,
player,201410190dal,nyg,PierJa99,def_int_long,0,,,,,
player,201410190dal,nyg,PierJa99,pass_defended,0,,,,,
player,201410190dal,nyg,PierJa99,sacks,2.0,,,,,
player,201410190dal,nyg,PierJa99,tackles_combined,6,,,,,
player,201410190dal,nyg,PierJa99,tackles_solo,6,,,,,
player,201410190dal,nyg,PierJa99,tackles_assists,0,,,,,
player,201410190dal,nyg,PierJa99,tackles_loss,3,,,,,
player,201410190dal,nyg,PierJa99,qb_hits,3,,,,,
player,201410190dal,nyg,PierJa99,fumbles_rec,0,,,,,
player,201410190dal,nyg,PierJa99,fumbles_rec_yds,0,,,,,
player,201410190dal,nyg,PierJa99,fumbles_rec_td,0,,,,,
player,201410190dal,nyg,PierJa99,fumbles_forced,0,,,,,
player,201410190dal,nyg,WillJa02,def_int,0,,,,,
player,201410190dal,nyg,WillJa02,def_int_yds,0,,,,,
player,201410190dal,nyg,WillJa02,def_int_td,0,,,,,
player,201410190dal,nyg,WillJa02,def_int_long,0,,,,,
player,201410190dal,nyg,WillJa02,pass_defended,0,,,,,
player,201410190dal,nyg,WillJa02,sacks,0.0,,,,,
player,201410190dal,nyg,WillJa02,tackles_combined,7,,,,,
player,201410190dal,nyg,WillJa02,tackles_solo,6,,,,,
player,201410190dal,nyg,WillJa02,tackles_assists,1,,,,,
player,201410190dal,nyg,WillJa02,tackles_loss,0,,,,,
player,201410190dal,nyg,WillJa02,qb_hits,0,,,,,
player,201410190dal,nyg,WillJa02,fumbles_rec,0,,,,,
player,201410190dal,nyg,WillJa02,fumbles_rec_yds,0,,,,,
player,201410190dal,nyg,WillJa02,fumbles_rec_td,0,,,,,
player,201410190dal,nyg,WillJa02,fumbles_forced,0,,,,,
player,201410190dal,nyg,DempQu99,def_int,0,,,,,
player,201410190dal,nyg,DempQu99,def_int_yds,0,,,,,
player,201410190dal,nyg,DempQu99,def_int_td,0,,,,,
player,201410190dal,nyg,DempQu99,def_int_long,0,,,,,
player,201410190dal,nyg,DempQu99,pass_defended,0,,,,,
player,201410190dal,nyg,DempQu99,sacks,0.0,,,,,
player,201410190dal,nyg,DempQu99,tackles_combined,6,,,,,
player,201410190dal,nyg,DempQu99,tackles_solo,5,,,,,
player,201410190dal,nyg,DempQu99,tackles_assists,1,,,,,
player,201410190dal,nyg,DempQu99,tackles_loss,0,,,,,
player,201410190dal,nyg,DempQu99,qb_hits,0,,,,,
player,201410190dal,nyg,DempQu99,fumbles_rec,0,,,,,
player,201410190dal,nyg,DempQu99,fumbles_rec_yds,0,,,,,
player,201410190dal,nyg,DempQu99,fumbles_rec_td,0,,,,,
player,201410190dal,nyg,DempQu99,fumbles_forced,0,,,,,
player,201410190dal,nyg,BowmZa20,def_int,0,,,,,
player,201410190dal,nyg,BowmZa20,def_int_yds,0,,,,,
player,201410190dal,nyg,BowmZa20,def_int_td,0,,,,,
player,201410190dal,nyg,BowmZa20,def_int_long,0,,,,,
player,201410190dal,nyg,BowmZa20,pass_defended,1,,,,,
player,201410190dal,nyg,BowmZa20,sacks,0.0,,,,,
player,201410190dal,nyg,BowmZa20,tackles_combined,5,,,,,
player,201410190dal,nyg,BowmZa20,tackles_solo,3,,,,,
player,201410190dal,nyg,BowmZa20,tackles_assists,2,,,,,
player,201410190dal,nyg,BowmZa20,tackles_loss,0,,,,,
player,201410190dal,nyg,BowmZa20,qb_hits,0,,,,,
player,201410190dal,nyg,BowmZa20,fumbles_rec,0,,,,,
player,201410190dal,nyg,BowmZa20,fumbles_rec_yds,0,,,,,
player,201410190dal,nyg,BowmZa20,fumbles_rec_td,0,,,,,
player,201410190dal,nyg,BowmZa20,fumbles_forced,0,,,,,
player,201410190dal,nyg,McClJa01,def_int,0,,,,,
player,201410190dal,nyg,McClJa01,def_int_yds,0,,,,,
player,201410190dal,nyg,McClJa01,def_int_td,0,,,,,
player,201410190dal,nyg,McClJa01,def_int_long,0,,,,,
player,201410190dal,nyg,McClJa01,pass_defended,0,,,,,
player,201410190dal,nyg,McClJa01,sacks,0.0,,,,,
player,201410190dal,nyg,McClJa01,tackles_combined,5,,,,,
player,201410190dal,nyg,McClJa01,tackles_solo,2,,,,,
player,201410190dal,nyg,McClJa01,tackles_assists,3,,,,,
player,201410190dal,nyg,McClJa01,tackles_loss,1,,,,,
player,201410190dal,nyg,McClJa01,qb_hits,0,,,,,
player,201410190dal,nyg,McClJa01,fumbles_rec,0,,,,,
player,201410190dal,nyg,McClJa01,fumbles_rec_yds,0,,,,,
player,201410190dal,nyg,McClJa01,fumbles_rec_td,0,,,,,
player,201410190dal,nyg,McClJa01,fumbles_forced,0,,,,,
player,201410190dal,nyg,KennDe00,def_int,0,,,,,
player,201410190dal,nyg,KennDe00,def_int_yds,0,,,,,
player,201410190dal,nyg,KennDe00,def_int_td,0,,,,,
player,201410190dal,nyg,KennDe00,def_int_long,0,,,,,
player,201410190dal,nyg,KennDe00,pass_defended,0,,,,,
player,201410190dal,nyg,KennDe00,sacks,0.0,,,,,
player,201410190dal,nyg,KennDe00,tackles_combined,4,,,,,
player,201410190dal,nyg,KennDe00,tackles_solo,3,,,,,
player,201410190dal,nyg,KennDe00,tackles_assists,1,,,,,
player,201410190dal,nyg,KennDe00,tackles_loss,0,,,,,
player,201410190dal,nyg,KennDe00,qb_hits,0,,,,,
player,201410190dal,nyg,KennDe00,fumbles_rec,0,,,,,
player,201410190dal,nyg,KennDe00,fumbles_rec_yds,0,,,,,
player,201410190dal,nyg,KennDe00,fumbles_rec_td,0,,,,,
