game,2014,14,20141207,201412070cle,clt,"Indianapolis Colts",25,cle,"Cleveland Browns",24
player,201412070cle,clt,JackDQ20,tackles_combined,9,,,,,
player,201412070cle,clt,JackDQ20,tackles_solo,6,,,,,
player,201412070cle,clt,JackDQ20,tackles_assists,3,,,,,
player,201412070cle,clt,JackDQ20,tackles_loss,1,,,,,
player,201412070cle,clt,JackDQ20,qb_hits,1,,,,,
player,201412070cle,clt,JackDQ20,fumbles_rec,0,,,,,
player,201412070cle,clt,JackDQ20,fumbles_rec_yds,0,,,,,
player,201412070cle,clt,JackDQ20,fumbles_rec_td,0,,,,,
player,201412070cle,clt,JackDQ20,fumbles_forced,0,,,,,
player,201412070cle,clt,ButlDa99,def_int,0,,,,,
player,201412070cle,clt,ButlDa99,def_int_yds,0,,,,,
player,201412070cle,clt,ButlDa99,def_int_td,0,,,,,
player,201412070cle,clt,ButlDa99,def_int_long,0,,,,,
player,201412070cle,clt,ButlDa99,pass_defended,1,,,,,
player,201412070cle,clt,ButlDa99,sacks,0.0,,,,,
player,201412070cle,clt,ButlDa99,tackles_combined,4,,,,,
player,201412070cle,clt,ButlDa99,tackles_solo,4,,,,,
player,201412070cle,clt,ButlDa99,tackles_assists,0,,,,,
player,201412070cle,clt,ButlDa99,tackles_loss,0,,,,,
player,201412070cle,clt,ButlDa99,qb_hits,0,,,,,
player,201412070cle,clt,ButlDa99,fumbles_rec,0,,,,,
player,201412070cle,clt,ButlDa99,fumbles_rec_yds,0,,,,,
player,201412070cle,clt,ButlDa99,fumbles_rec_td,0,,,,,
player,201412070cle,clt,ButlDa99,fumbles_forced,0,,,,,
player,201412070cle,clt,ReddCo20,def_int,0,,,,,
player,201412070cle,clt,ReddCo20,def_int_yds,0,,,,,
player,201412070cle,clt,ReddCo20,def_int_td,0,,,,,
player,201412070cle,clt,ReddCo20,def_int_long,0,,,,,
player,201412070cle,clt,ReddCo20,pass_defended,0,,,,,
player,201412070cle,clt,ReddCo20,sacks,0.0,,,,,
player,201412070cle,clt,ReddCo20,tackles_combined,4,,,,,
player,201412070cle,clt,ReddCo20,tackles_solo,3,,,,,
player,201412070cle,clt,ReddCo20,tackles_assists,1,,,,,
player,201412070cle,clt,ReddCo20,tackles_loss,0,,,,,
player,201412070cle,clt,ReddCo20,qb_hits,1,,,,,
player,201412070cle,clt,ReddCo20,fumbles_rec,0,,,,,
player,201412070cle,clt,ReddCo20,fumbles_rec_yds,0,,,,,
player,201412070cle,clt,ReddCo20,fumbles_rec_td,0,,,,,
player,201412070cle,clt,ReddCo20,fumbles_forced,0,,,,,
player,201412070cle,clt,WernBj00,def_int,0,,,,,
player,201412070cle,clt,WernBj00,def_int_yds,0,,,,,
player,201412070cle,clt,WernBj00,def_int_td,0,,,,,
player,201412070cle,clt,WernBj00,def_int_long,0,,,,,
player,201412070cle,clt,WernBj00,pass_defended,0,,,,,
player,201412070cle,clt,WernBj00,sacks,0.0,,,,,
player,201412070cle,clt,WernBj00,tackles_combined,4,,,,,
player,201412070cle,clt,WernBj00,tackles_solo,3,,,,,
player,201412070cle,clt,WernBj00,tackles_assists,1,,,,,
player,201412070cle,clt,WernBj00,tackles_loss,0,,,,,
player,201412070cle,clt,WernBj00,qb_hits,0,,,,,
player,201412070cle,clt,WernBj00,fumbles_rec,0,,,,,
player,201412070cle,clt,WernBj00,fumbles_rec_yds,0,,,,,
player,201412070cle,clt,WernBj00,fumbles_rec_td,0,,,,,
player,201412070cle,clt,WernBj00,fumbles_forced,0,,,,,
player,201412070cle,clt,ChapJo00,def_int,0,,,,,
player,201412070cle,clt,ChapJo00,def_int_yds,0,,,,,
player,201412070cle,clt,ChapJo00,def_int_td,0,,,,,
player,201412070cle,clt,ChapJo00,def_int_long,0,,,,,
player,201412070cle,clt,ChapJo00,pass_defended,0,,,,,
player,201412070cle,clt,ChapJo00,sacks,0.0,,,,,
player,201412070cle,clt,ChapJo00,tackles_combined,3,,,,,
player,201412070cle,clt,ChapJo00,tackles_solo,1,,,,,
player,201412070cle,clt,ChapJo00,tackles_assists,2,,,,,
player,201412070cle,clt,ChapJo00,tackles_loss,0,,,,,
player,201412070cle,clt,ChapJo00,qb_hits,0,,,,,
player,201412070cle,clt,ChapJo00,fumbles_rec,0,,,,,
player,201412070cle,clt,ChapJo00,fumbles_rec_yds,0,,,,,
player,201412070cle,clt,ChapJo00,fumbles_rec_td,0,,,,,
player,201412070cle,clt,ChapJo00,fumbles_forced,0,,,,,
player,201412070cle,clt,LandLa99,def_int,0,,,,,
player,201412070cle,clt,LandLa99,def_int_yds,0,,,,,
player,201412070cle,clt,LandLa99,def_int_td,0,,,,,
player,201412070cle,clt,LandLa99,def_int_long,0,,,,,
player,201412070cle,clt,LandLa99,pass_defended,0,,,,,
player,201412070cle,clt,LandLa99,sacks,0.0,,,,,
player,201412070cle,clt,LandLa99,tackles_combined,3,,,,,
player,201412070cle,clt,LandLa99,tackles_solo,3,,,,,
player,201412070cle,clt,LandLa99,tackles_assists,0,,,,,
player,201412070cle,clt,LandLa99,tackles_loss,0,,,,,
player,201412070cle,clt,LandLa99,qb_hits,0,,,,,
player,201412070cle,clt,LandLa99,fumbles_rec,0,,,,,
player,201412070cle,clt,LandLa99,fumbles_rec_yds,0,,,,,
player,201412070cle,clt,LandLa99,fumbles_rec_td,0,,,,,
player,201412070cle,clt,LandLa99,fumbles_forced,0,,,,,
player,201412070cle,clt,AndeCo01,def_int,0,,,,,
player,201412070cle,clt,AndeCo01,def_int_yds,0,,,,,
player,201412070cle,clt,AndeCo01,def_int_td,0,,,,,
player,201412070cle,clt,AndeCo01,def_int_long,0,,,,,
player,201412070cle,clt,AndeCo01,pass_defended,0,,,,,
player,201412070cle,clt,AndeCo01,sacks,0.0,,,,,
player,201412070cle,clt,AndeCo01,tackles_combined,2,,,,,
player,201412070cle,clt,AndeCo01,tackles_solo,2,,,,,
player,201412070cle,clt,AndeCo01,tackles_assists,0,,,,,
player,201412070cle,clt,AndeCo01,tackles_loss,0,,,,,
player,201412070cle,clt,AndeCo01,qb_hits,0,,,,,
player,201412070cle,clt,AndeCo01,fumbles_rec,0,,,,,
player,201412070cle,clt,AndeCo01,fumbles_rec_yds,0,,,,,
player,201412070cle,clt,AndeCo01,fumbles_rec_td,0,,,,,
player,201412070cle,clt,AndeCo01,fumbles_forced,0,,,,,
player,201412070cle,clt,BrowSe00,def_int,0,,,,,
player,201412070cle,clt,BrowSe00,def_int_yds,0,,,,,
player,201412070cle,clt,BrowSe00,def_int_td,0,,,,,
player,201412070cle,clt,BrowSe00,def_int_long,0,,,,,
player,201412070cle,clt,BrowSe00,pass_defended,0,,,,,
player,201412070cle,clt,BrowSe00,sacks,0.0,,,,,
player,201412070cle,clt,BrowSe00,tackles_combined,2,,,,,
player,201412070cle,clt,BrowSe00,tackles_solo,2,,,,,
player,201412070cle,clt,BrowSe00,tackles_assists,0,,,,,
player,201412070cle,clt,BrowSe00,tackles_loss,0,,,,,
player,201412070cle,clt,BrowSe00,qb_hits,0,,,,,
player,201412070cle,clt,BrowSe00,fumbles_rec,0,,,,,
player,201412070cle,clt,BrowSe00,fumbles_rec_yds,0,,,,,
player,201412070cle,clt,BrowSe00,fumbles_rec_td,0,,,,,
player,201412070cle,clt,BrowSe00,fumbles_forced,0,,,,,
player,201412070cle,clt,JoneAr22,def_int,0,,,,,
player,201412070cle,clt,JoneAr22,def_int_yds,0,,,,,
player,201412070cle,clt,JoneAr22,def_int_td,0,,,,,
player,201412070cle,clt,JoneAr22,def_int_long,0,,,,,
player,201412070cle,clt,JoneAr22,pass_defended,0,,,,,
player,201412070cle,clt,JoneAr22,sacks,0.0,,,,,
player,201412070cle,clt,JoneAr22,tackles_combined,2,,,,,
player,201412070cle,clt,JoneAr22,tackles_solo,2,,,,,
player,201412070cle,clt,JoneAr22,tackles_assists,0,,,,,
player,201412070cle,clt,JoneAr22,tackles_loss,0,,,,,
player,201412070cle,clt,JoneAr22,qb_hits,1,,,,,
player,201412070cle,clt,JoneAr22,fumbles_rec,0,,,,,
player,201412070cle,clt,JoneAr22,fumbles_rec_yds,0,,,,,
player,201412070cle,clt,JoneAr22,fumbles_rec_td,0,,,,,
player,201412070cle,clt,JoneAr22,fumbles_forced,0,,,,,
player,201412070cle,clt,McAfPa44,def_int,0,,,,,
player,201412070cle,clt,McAfPa44,def_int_yds,0,,,,,
player,201412070cle,clt,McAfPa44,def_int_td,0,,,,,
player,201412070cle,clt,McAfPa44,def_int_long,0,,,,,
player,201412070cle,clt,McAfPa44,pass_defended,0,,,,,
player,201412070cle,clt,McAfPa44,sacks,0.0,,,,,
player,201412070cle,clt,McAfPa44,tackles_combined,2,,,,,
player,201412070cle,clt,McAfPa44,tackles_solo,2,,,,,
player,201412070cle,clt,McAfPa44,tackles_assists,0,,,,,
player,201412070cle,clt,McAfPa44,tackles_loss,0,,,,,
player,201412070cle,clt,McAfPa44,qb_hits,0,,,,,
player,201412070cle,clt,McAfPa44,fumbles_rec,0,,,,,
player,201412070cle,clt,McAfPa44,fumbles_rec_yds,0,,,,,
player,201412070cle,clt,McAfPa44,fumbles_rec_td,0,,,,,
player,201412070cle,clt,McAfPa44,fumbles_forced,0,,,,,
player,201412070cle,clt,PhilSh20,def_int,0,,,,,
player,201412070cle,clt,PhilSh20,def_int_yds,0,,,,,
player,201412070cle,clt,PhilSh20,def_int_td,0,,,,,
player,201412070cle,clt,PhilSh20,def_int_long,0,,,,,
player,201412070cle,clt,PhilSh20,pass_defended,0,,,,,
player,201412070cle,clt,PhilSh20,sacks,0.0,,,,,
player,201412070cle,clt,PhilSh20,tackles_combined,2,,,,,
player,201412070cle,clt,PhilSh20,tackles_solo,1,,,,,
player,201412070cle,clt,PhilSh20,tackles_assists,1,,,,,
player,201412070cle,clt,PhilSh20,tackles_loss,0,,,,,
player,201412070cle,clt,PhilSh20,qb_hits,0,,,,,
player,201412070cle,clt,PhilSh20,fumbles_rec,0,,,,,
player,201412070cle,clt,PhilSh20,fumbles_rec_yds,0,,,,,
player,201412070cle,clt,PhilSh20,fumbles_rec_td,0,,,,,
player,201412070cle,clt,PhilSh20,fumbles_forced,0,,,,,
player,201412070cle,clt,HughMo00,def_int,0,,,,,
player,201412070cle,clt,HughMo00,def_int_yds,0,,,,,
player,201412070cle,clt,HughMo00,def_int_td,0,,,,,
player,201412070cle,clt,HughMo00,def_int_long,0,,,,,
player,201412070cle,clt,HughMo00,pass_defended,0,,,,,
player,201412070cle,clt,HughMo00,sacks,0.0,,,,,
player,201412070cle,clt,HughMo00,tackles_combined,1,,,,,
player,201412070cle,clt,HughMo00,tackles_solo,1,,,,,
player,201412070cle,clt,HughMo00,tackles_assists,0,,,,,
player,201412070cle,clt,HughMo00,tackles_loss,0,,,,,
player,201412070cle,clt,HughMo00,qb_hits,0,,,,,
player,201412070cle,clt,HughMo00,fumbles_rec,0,,,,,
player,201412070cle,clt,HughMo00,fumbles_rec_yds,0,,,,,
player,201412070cle,clt,HughMo00,fumbles_rec_td,0,,,,,
player,201412070cle,clt,HughMo00,fumbles_forced,0,,,,,
player,201412070cle,clt,JackAn02,def_int,0,,,,,
player,201412070cle,clt,JackAn02,def_int_yds,0,,,,,
player,201412070cle,clt,JackAn02,def_int_td,0,,,,,
player,201412070cle,clt,JackAn02,def_int_long,0,,,,,
player,201412070cle,clt,JackAn02,pass_defended,0,,,,,
player,201412070cle,clt,JackAn02,sacks,0.0,,,,,
player,201412070cle,clt,JackAn02,tackles_combined,1,,,,,
player,201412070cle,clt,JackAn02,tackles_solo,1,,,,,
player,201412070cle,clt,JackAn02,tackles_assists,0,,,,,
player,201412070cle,clt,JackAn02,tackles_loss,0,,,,,
player,201412070cle,clt,JackAn02,qb_hits,0,,,,,
player,201412070cle,clt,JackAn02,fumbles_rec,0,,,,,
player,201412070cle,clt,JackAn02,fumbles_rec_yds,0,,,,,
player,201412070cle,clt,JackAn02,fumbles_rec_td,0,,,,,
player,201412070cle,clt,JackAn02,fumbles_forced,0,,,,,
player,201412070cle,clt,McNaJo00,def_int,0,,,,,
player,201412070cle,clt,McNaJo00,def_int_yds,0,,,,,
player,201412070cle,clt,McNaJo00,def_int_td,0,,,,,
player,201412070cle,clt,McNaJo00,def_int_long,0,,,,,
player,201412070cle,clt,McNaJo00,pass_defended,0,,,,,
player,201412070cle,clt,McNaJo00,sacks,0.0,,,,,
player,201412070cle,clt,McNaJo00,tackles_combined,1,,,,,
player,201412070cle,clt,McNaJo00,tackles_solo,1,,,,,
player,201412070cle,clt,McNaJo00,tackles_assists,0,,,,,
player,201412070cle,clt,McNaJo00,tackles_loss,0,,,,,
player,201412070cle,clt,McNaJo00,qb_hits,0,,,,,
player,201412070cle,clt,McNaJo00,fumbles_rec,0,,,,,
player,201412070cle,clt,McNaJo00,fumbles_rec_yds,0,,,,,
player,201412070cle,clt,McNaJo00,fumbles_rec_td,0,,,,,
player,201412070cle,clt,McNaJo00,fumbles_forced,0,,,,,
player,201412070cle,clt,MuamHe00,def_int,0,,,,,
player,201412070cle,clt,MuamHe00,def_int_yds,0,,,,,
player,201412070cle,clt,MuamHe00,def_int_td,0,,,,,
player,201412070cle,clt,MuamHe00,def_int_long,0,,,,,
player,201412070cle,clt,MuamHe00,pass_defended,0,,,,,
player,201412070cle,clt,MuamHe00,sacks,0.0,,,,,
player,201412070cle,clt,MuamHe00,tackles_combined,1,,,,,
player,201412070cle,clt,MuamHe00,tackles_solo,1,,,,,
player,201412070cle,clt,MuamHe00,tackles_assists,0,,,,,
player,201412070cle,clt,MuamHe00,tackles_loss,0,,,,,
player,201412070cle,clt,MuamHe00,qb_hits,0,,,,,
player,201412070cle,clt,MuamHe00,fumbles_rec,0,,,,,
player,201412070cle,clt,MuamHe00,fumbles_rec_yds,0,,,,,
player,201412070cle,clt,MuamHe00,fumbles_rec_td,0,,,,,
player,201412070cle,clt,MuamHe00,fumbles_forced,0,,,,,
player,201412070cle,clt,TiptZu01,def_int,0,,,,,
player,201412070cle,clt,TiptZu01,def_int_yds,0,,,,,
player,201412070cle,clt,TiptZu01,def_int_td,0,,,,,
player,201412070cle,clt,TiptZu01,def_int_long,0,,,,,
player,201412070cle,clt,TiptZu01,pass_defended,0,,,,,
player,201412070cle,clt,TiptZu01,sacks,0.0,,,,,
player,201412070cle,clt,TiptZu01,tackles_combined,1,,,,,
player,201412070cle,clt,TiptZu01,tackles_solo,1,,,,,
player,201412070cle,clt,TiptZu01,tackles_assists,0,,,,,
player,201412070cle,clt,TiptZu01,tackles_loss,0,,,,,
player,201412070cle,clt,TiptZu01,qb_hits,0,,,,,
player,201412070cle,clt,TiptZu01,fumbles_rec,0,,,,,
player,201412070cle,clt,TiptZu01,fumbles_rec_yds,0,,,,,
player,201412070cle,clt,TiptZu01,fumbles_rec_td,0,,,,,
player,201412070cle,clt,TiptZu01,fumbles_forced,0,,,,,
player,201412070cle,clt,ToleGr99,def_int,0,,,,,
player,201412070cle,clt,ToleGr99,def_int_yds,0,,,,,
player,201412070cle,clt,ToleGr99,def_int_td,0,,,,,
player,201412070cle,clt,ToleGr99,def_int_long,0,,,,,
player,201412070cle,clt,ToleGr99,pass_defended,1,,,,,
player,201412070cle,clt,ToleGr99,sacks,0.0,,,,,
player,201412070cle,clt,ToleGr99,tackles_combined,1,,,,,
player,201412070cle,clt,ToleGr99,tackles_solo,1,,,,,
player,201412070cle,clt,ToleGr99,tackles_assists,0,,,,,
player,201412070cle,clt,ToleGr99,tackles_loss,0,,,,,
player,201412070cle,clt,ToleGr99,qb_hits,0,,,,,
player,201412070cle,clt,ToleGr99,fumbles_rec,0,,,,,
player,201412070cle,clt,ToleGr99,fumbles_rec_yds,0,,,,,
player,201412070cle,clt,ToleGr99,fumbles_rec_td,0,,,,,
player,201412070cle,clt,ToleGr99,fumbles_forced,0,,,,,
player,201412070cle,cle,LeonJi23,def_int,1,,,,,
player,201412070cle,cle,LeonJi23,def_int_yds,34,,,,,
player,201412070cle,cle,LeonJi23,def_int_td,0,,,,,
player,201412070cle,cle,LeonJi23,def_int_long,34,,,,,
player,201412070cle,cle,LeonJi23,pass_defended,1,,,,,
player,201412070cle,cle,LeonJi23,sacks,1.0,,,,,
player,201412070cle,cle,LeonJi23,tackles_combined,6,,,,,
player,201412070cle,cle,LeonJi23,tackles_solo,4,,,,,
player,201412070cle,cle,LeonJi23,tackles_assists,2,,,,,
player,201412070cle,cle,LeonJi23,tackles_loss,1,,,,,
player,201412070cle,cle,LeonJi23,qb_hits,1,,,,,
player,201412070cle,cle,LeonJi23,fumbles_rec,0,,,,,
player,201412070cle,cle,LeonJi23,fumbles_rec_yds,0,,,,,
player,201412070cle,cle,LeonJi23,fumbles_rec_td,0,,,,,
player,201412070cle,cle,LeonJi23,fumbles_forced,0,,,,,
player,201412070cle,cle,GilbJu00,def_int,1,,,,,
player,201412070cle,cle,GilbJu00,def_int_yds,23,,,,,
player,201412070cle,cle,GilbJu00,def_int_td,1,,,,,
player,201412070cle,cle,GilbJu00,def_int_long,23,,,,,
player,201412070cle,cle,GilbJu00,pass_defended,1,,,,,
player,201412070cle,cle,GilbJu00,sacks,0.0,,,,,
player,201412070cle,cle,GilbJu00,tackles_combined,4,,,,,
player,201412070cle,cle,GilbJu00,tackles_solo,3,,,,,
player,201412070cle,cle,GilbJu00,tackles_assists,1,,,,,
player,201412070cle,cle,GilbJu00,tackles_loss,0,,,,,
player,201412070cle,cle,GilbJu00,qb_hits,0,,,,,
player,201412070cle,cle,GilbJu00,fumbles_rec,0,,,,,
player,201412070cle,cle,GilbJu00,fumbles_rec_yds,0,,,,,
player,201412070cle,cle,GilbJu00,fumbles_rec_td,0,,,,,
player,201412070cle,cle,GilbJu00,fumbles_forced,0,,,,,
player,201412070cle,cle,MingBa00,def_int,0,,,,,
player,201412070cle,cle,MingBa00,def_int_yds,0,,,,,
player,201412070cle,cle,MingBa00,def_int_td,0,,,,,
player,201412070cle,cle,MingBa00,def_int_long,0,,,,,
player,201412070cle,cle,MingBa00,pass_defended,1,,,,,
player,201412070cle,cle,MingBa00,sacks,1.0,,,,,
player,201412070cle,cle,MingBa00,tackles_combined,2,,,,,
player,201412070cle,cle,MingBa00,tackles_solo,1,,,,,
player,201412070cle,cle,MingBa00,tackles_assists,1,,,,,
player,201412070cle,cle,MingBa00,tackles_loss,1,,,,,
player,201412070cle,cle,MingBa00,qb_hits,5,,,,,
player,201412070cle,cle,MingBa00,fumbles_rec,0,,,,,
player,201412070cle,cle,MingBa00,fumbles_rec_yds,0,,,,,
player,201412070cle,cle,MingBa00,fumbles_rec_td,0,,,,,
player,201412070cle,cle,MingBa00,fumbles_forced,0,,,,,
player,201412070cle,cle,KrugPa99,def_int,0,,,,,
player,201412070cle,cle,KrugPa99,def_int_yds,0,,,,,
player,201412070cle,cle,KrugPa99,def_int_td,0,,,,,
player,201412070cle,cle,KrugPa99,def_int_long,0,,,,,
player,201412070cle,cle,KrugPa99,pass_defended,0,,,,,
player,201412070cle,cle,KrugPa99,sacks,1.0,,,,,
player,201412070cle,cle,KrugPa99,tackles_combined,1,,,,,
player,201412070cle,cle,KrugPa99,tackles_solo,1,,,,,
player,201412070cle,cle,KrugPa99,tackles_assists,0,,,,,
player,201412070cle,cle,KrugPa99,tackles_loss,1,,,,,
player,201412070cle,cle,KrugPa99,qb_hits,2,,,,,
player,201412070cle,cle,KrugPa99,fumbles_rec,1,,,,,
player,201412070cle,cle,KrugPa99,fumbles_rec_yds,0,,,,,
player,201412070cle,cle,KrugPa99,fumbles_rec_td,0,,,,,
player,201412070cle,cle,KrugPa99,fumbles_forced,1,,,,,
player,201412070cle,cle,RobeCr00,def_int,0,,,,,
player,201412070cle,cle,RobeCr00,def_int_yds,0,,,,,
player,201412070cle,cle,RobeCr00,def_int_td,0,,,,,
player,201412070cle,cle,RobeCr00,def_int_long,0,,,,,
player,201412070cle,cle,RobeCr00,pass_defended,1,,,,,
player,201412070cle,cle,RobeCr00,sacks,0.0,,,,,
player,201412070cle,cle,RobeCr00,tackles_combined,12,,,,,
player,201412070cle,cle,RobeCr00,tackles_solo,10,,,,,
player,201412070cle,cle,RobeCr00,tackles_assists,2,,,,,
player,201412070cle,cle,RobeCr00,tackles_loss,1,,,,,
player,201412070cle,cle,RobeCr00,qb_hits,0,,,,,
player,201412070cle,cle,RobeCr00,fumbles_rec,1,,,,,
player,201412070cle,cle,RobeCr00,fumbles_rec_yds,0,,,,,
player,201412070cle,cle,RobeCr00,fumbles_rec_td,1,,,,,
player,201412070cle,cle,RobeCr00,fumbles_forced,0,,,,,
player,201412070cle,cle,WhitDo20,def_int,0,,,,,
player,201412070cle,cle,WhitDo20,def_int_yds,0,,,,,
player,201412070cle,cle,WhitDo20,def_int_td,0,,,,,
player,201412070cle,cle,WhitDo20,def_int_long,0,,,,,
player,201412070cle,cle,WhitDo20,pass_defended,1,,,,,
player,201412070cle,cle,WhitDo20,sacks,0.0,,,,,
player,201412070cle,cle,WhitDo20,tackles_combined,6,,,,,
player,201412070cle,cle,WhitDo20,tackles_solo,2,,,,,
player,201412070cle,cle,WhitDo20,tackles_assists,4,,,,,
player,201412070cle,cle,WhitDo20,tackles_loss,0,,,,,
player,201412070cle,cle,WhitDo20,qb_hits,0,,,,,
player,201412070cle,cle,WhitDo20,fumbles_rec,0,,,,,
player,201412070cle,cle,WhitDo20,fumbles_rec_yds,0,,,,,
player,201412070cle,cle,WhitDo20,fumbles_rec_td,0,,,,,
player,201412070cle,cle,WhitDo20,fumbles_forced,0,,,,,
player,201412070cle,cle,SkriBu00,def_int,0,,,,,
player,201412070cle,cle,SkriBu00,def_int_yds,0,,,,,
player,201412070cle,cle,SkriBu00,def_int_td,0,,,,,
player,201412070cle,cle,SkriBu00,def_int_long,0,,,,,
player,201412070cle,cle,SkriBu00,pass_defended,3,,,,,
player,201412070cle,cle,SkriBu00,sacks,0.0,,,,,
player,201412070cle,cle,SkriBu00,tackles_combined,5,,,,,
player,201412070cle,cle,SkriBu00,tackles_solo,4,,,,,
player,201412070cle,cle,SkriBu00,tackles_assists,1,,,,,
player,201412070cle,cle,SkriBu00,tackles_loss,0,,,,,
player,201412070cle,cle,SkriBu00,qb_hits,0,,,,,
player,201412070cle,cle,SkriBu00,fumbles_rec,0,,,,,
player,201412070cle,cle,SkriBu00,fumbles_rec_yds,0,,,,,
player,201412070cle,cle,SkriBu00,fumbles_rec_td,0,,,,,
player,201412070cle,cle,SkriBu00,fumbles_forced,0,,,,,
player,201412070cle,cle,HadeJo99,def_int,0,,,,,
player,201412070cle,cle,HadeJo99,def_int_yds,0,,,,,
player,201412070cle,cle,HadeJo99,def_int_td,0,,,,,
player,201412070cle,cle,HadeJo99,def_int_long,0,,,,,
player,201412070cle,cle,HadeJo99,pass_defended,2,,,,,
player,201412070cle,cle,HadeJo99,sacks,0.0,,,,,
player,201412070cle,cle,HadeJo99,tackles_combined,4,,,,,
player,201412070cle,cle,HadeJo99,tackles_solo,4,,,,,
player,201412070cle,cle,HadeJo99,tackles_assists,0,,,,,
player,201412070cle,cle,HadeJo99,tackles_loss,0,,,,,
player,201412070cle,cle,HadeJo99,qb_hits,0,,,,,
player,201412070cle,cle,HadeJo99,fumbles_rec,0,,,,,
player,201412070cle,cle,HadeJo99,fumbles_rec_yds,0,,,,,
player,201412070cle,cle,HadeJo99,fumbles_rec_td,0,,,,,
player,201412070cle,cle,HadeJo99,fumbles_forced,1,,,,,
player,201412070cle,cle,WillKW00,def_int,0,,,,,
player,201412070cle,cle,WillKW00,def_int_yds,0,,,,,
player,201412070cle,cle,WillKW00,def_int_td,0,,,,,
player,201412070cle,cle,WillKW00,def_int_long,0,,,,,
player,201412070cle,cle,WillKW00,pass_defended,1,,,,,
player,201412070cle,cle,WillKW00,sacks,0.0,,,,,
player,201412070cle,cle,WillKW00,tackles_combined,4,,,,,
player,201412070cle,cle,WillKW00,tackles_solo,2,,,,,
player,201412070cle,cle,WillKW00,tackles_assists,2,,,,,
player,201412070cle,cle,WillKW00,tackles_loss,0,,,,,
player,201412070cle,cle,WillKW00,qb_hits,0,,,,,
player,201412070cle,cle,WillKW00,fumbles_rec,0,,,,,
player,201412070cle,cle,WillKW00,fumbles_rec_yds,0,,,,,
player,201412070cle,cle,WillKW00,fumbles_rec_td,0,,,,,
player,201412070cle,cle,WillKW00,fumbles_forced,0,,,,,
player,201412070cle,cle,KirkCh00,def_int,0,,,,,
player,201412070cle,cle,KirkCh00,def_int_yds,0,,,,,
player,201412070cle,cle,KirkCh00,def_int_td,0,,,,,
player,201412070cle,cle,KirkCh00,def_int_long,0,,,,,
player,201412070cle,cle,KirkCh00,pass_defended,0,,,,,
player,201412070cle,cle,KirkCh00,sacks,0.0,,,,,
player,201412070cle,cle,KirkCh00,tackles_combined,3,,,,,
player,201412070cle,cle,KirkCh00,tackles_solo,2,,,,,
player,201412070cle,cle,KirkCh00,tackles_assists,1,,,,,
player,201412070cle,cle,KirkCh00,tackles_loss,0,,,,,
player,201412070cle,cle,KirkCh00,qb_hits,0,,,,,
player,201412070cle,cle,KirkCh00,fumbles_rec,0,,,,,
player,201412070cle,cle,KirkCh00,fumbles_rec_yds,0,,,,,
player,201412070cle,cle,KirkCh00,fumbles_rec_td,0,,,,,
player,201412070cle,cle,KirkCh00,fumbles_forced,0,,,,,
player,201412070cle,cle,MoorMa02,def_int,0,,,,,
player,201412070cle,cle,MoorMa02,def_int_yds,0,,,,,
player,201412070cle,cle,MoorMa02,def_int_td,0,,,,,
player,201412070cle,cle,MoorMa02,def_int_long,0,,,,,
player,201412070cle,cle,MoorMa02,pass_defended,0,,,,,
player,201412070cle,cle,MoorMa02,sacks,0.0,,,,,
player,201412070cle,cle,MoorMa02,tackles_combined,3,,,,,
player,201412070cle,cle,MoorMa02,tackles_solo,3,,,,,
player,201412070cle,cle,MoorMa02,tackles_assists,0,,,,,
player,201412070cle,cle,MoorMa02,tackles_loss,0,,,,,
player,201412070cle,cle,MoorMa02,qb_hits,0,,,,,
player,201412070cle,cle,MoorMa02,fumbles_rec,0,,,,,
player,201412070cle,cle,MoorMa02,fumbles_rec_yds,0,,,,,
player,201412070cle,cle,MoorMa02,fumbles_rec_td,0,,,,,
player,201412070cle,cle,MoorMa02,fumbles_forced,1,,,,,
player,201412070cle,cle,BadeJo00,def_int,0,,,,,
player,201412070cle,cle,BadeJo00,def_int_yds,0,,,,,
player,201412070cle,cle,BadeJo00,def_int_td,0,,,,,
player,201412070cle,cle,BadeJo00,def_int_long,0,,,,,
player,201412070cle,cle,BadeJo00,pass_defended,0,,,,,
player,201412070cle,cle,BadeJo00,sacks,0.0,,,,,
player,201412070cle,cle,BadeJo00,tackles_combined,2,,,,,
player,201412070cle,cle,BadeJo00,tackles_solo,1,,,,,
player,201412070cle,cle,BadeJo00,tackles_assists,1,,,,,
player,201412070cle,cle,BadeJo00,tackles_loss,0,,,,,
player,201412070cle,cle,BadeJo00,qb_hits,0,,,,,
player,201412070cle,cle,BadeJo00,fumbles_rec,0,,,,,
player,201412070cle,cle,BadeJo00,fumbles_rec_yds,0,,,,,
player,201412070cle,cle,BadeJo00,fumbles_rec_td,0,,,,,
player,201412070cle,cle,BadeJo00,fumbles_forced,0,,,,,
player,201412070cle,cle,BryaDe00,def_int,0,,,,,
player,201412070cle,cle,BryaDe00,def_int_yds,0,,,,,
player,201412070cle,cle,BryaDe00,def_int_td,0,,,,,
player,201412070cle,cle,BryaDe00,def_int_long,0,,,,,
player,201412070cle,cle,BryaDe00,pass_defended,0,,,,,
player,201412070cle,cle,BryaDe00,sacks,0.0,,,,,
player,201412070cle,cle,BryaDe00,tackles_combined,2,,,,,
player,201412070cle,cle,BryaDe00,tackles_solo,0,,,,,
