game,2014,1,20140908,201409080det,nyg,"New York Giants",14,det,"Detroit Lions",35
player,201409080det,nyg,KiwaMa20,fumbles_rec_td,0,,,,,
player,201409080det,nyg,KiwaMa20,fumbles_forced,0,,,,,
player,201409080det,nyg,PattMi20,def_int,0,,,,,
player,201409080det,nyg,PattMi20,def_int_yds,0,,,,,
player,201409080det,nyg,PattMi20,def_int_td,0,,,,,
player,201409080det,nyg,PattMi20,def_int_long,0,,,,,
player,201409080det,nyg,PattMi20,pass_defended,0,,,,,
player,201409080det,nyg,PattMi20,sacks,0.0,,,,,
player,201409080det,nyg,PattMi20,tackles_combined,1,,,,,
player,201409080det,nyg,PattMi20,tackles_solo,1,,,,,
player,201409080det,nyg,PattMi20,tackles_assists,0,,,,,
player,201409080det,nyg,PattMi20,tackles_loss,0,,,,,
player,201409080det,nyg,PattMi20,qb_hits,0,,,,,
player,201409080det,nyg,PattMi20,fumbles_rec,0,,,,,
player,201409080det,nyg,PattMi20,fumbles_rec_yds,0,,,,,
player,201409080det,nyg,PattMi20,fumbles_rec_td,0,,,,,
player,201409080det,nyg,PattMi20,fumbles_forced,0,,,,,
player,201409080det,nyg,PaysSp00,def_int,0,,,,,
player,201409080det,nyg,PaysSp00,def_int_yds,0,,,,,
player,201409080det,nyg,PaysSp00,def_int_td,0,,,,,
player,201409080det,nyg,PaysSp00,def_int_long,0,,,,,
player,201409080det,nyg,PaysSp00,pass_defended,0,,,,,
player,201409080det,nyg,PaysSp00,sacks,0.0,,,,,
player,201409080det,nyg,PaysSp00,tackles_combined,1,,,,,
player,201409080det,nyg,PaysSp00,tackles_solo,0,,,,,
player,201409080det,nyg,PaysSp00,tackles_assists,1,,,,,
player,201409080det,nyg,PaysSp00,tackles_loss,0,,,,,
player,201409080det,nyg,PaysSp00,qb_hits,0,,,,,
player,201409080det,nyg,PaysSp00,fumbles_rec,0,,,,,
player,201409080det,nyg,PaysSp00,fumbles_rec_yds,0,,,,,
player,201409080det,nyg,PaysSp00,fumbles_rec_td,0,,,,,
player,201409080det,nyg,PaysSp00,fumbles_forced,0,,,,,
player,201409080det,det,LevyDe99,def_int,1,,,,,
player,201409080det,det,LevyDe99,def_int_yds,13,,,,,
player,201409080det,det,LevyDe99,def_int_td,0,,,,,
player,201409080det,det,LevyDe99,def_int_long,13,,,,,
player,201409080det,det,LevyDe99,pass_defended,1,,,,,
player,201409080det,det,LevyDe99,sacks,0.0,,,,,
player,201409080det,det,LevyDe99,tackles_combined,10,,,,,
player,201409080det,det,LevyDe99,tackles_solo,9,,,,,
player,201409080det,det,LevyDe99,tackles_assists,1,,,,,
player,201409080det,det,LevyDe99,tackles_loss,2,,,,,
player,201409080det,det,LevyDe99,qb_hits,0,,,,,
player,201409080det,det,LevyDe99,fumbles_rec,0,,,,,
player,201409080det,det,LevyDe99,fumbles_rec_yds,0,,,,,
player,201409080det,det,LevyDe99,fumbles_rec_td,0,,,,,
player,201409080det,det,LevyDe99,fumbles_forced,0,,,,,
player,201409080det,det,QuinGl99,def_int,1,,,,,
player,201409080det,det,QuinGl99,def_int_yds,18,,,,,
player,201409080det,det,QuinGl99,def_int_td,0,,,,,
player,201409080det,det,QuinGl99,def_int_long,18,,,,,
player,201409080det,det,QuinGl99,pass_defended,1,,,,,
player,201409080det,det,QuinGl99,sacks,0.0,,,,,
player,201409080det,det,QuinGl99,tackles_combined,5,,,,,
player,201409080det,det,QuinGl99,tackles_solo,4,,,,,
player,201409080det,det,QuinGl99,tackles_assists,1,,,,,
player,201409080det,det,QuinGl99,tackles_loss,0,,,,,
player,201409080det,det,QuinGl99,qb_hits,0,,,,,
player,201409080det,det,QuinGl99,fumbles_rec,0,,,,,
player,201409080det,det,QuinGl99,fumbles_rec_yds,0,,,,,
player,201409080det,det,QuinGl99,fumbles_rec_td,0,,,,,
player,201409080det,det,QuinGl99,fumbles_forced,0,,,,,
player,201409080det,det,JohnGe00,def_int,0,,,,,
player,201409080det,det,JohnGe00,def_int_yds,0,,,,,
player,201409080det,det,JohnGe00,def_int_td,0,,,,,
player,201409080det,det,JohnGe00,def_int_long,0,,,,,
player,201409080det,det,JohnGe00,pass_defended,0,,,,,
player,201409080det,det,JohnGe00,sacks,1.5,,,,,
player,201409080det,det,JohnGe00,tackles_combined,3,,,,,
player,201409080det,det,JohnGe00,tackles_solo,2,,,,,
player,201409080det,det,JohnGe00,tackles_assists,1,,,,,
player,201409080det,det,JohnGe00,tackles_loss,1,,,,,
player,201409080det,det,JohnGe00,qb_hits,2,,,,,
player,201409080det,det,JohnGe00,fumbles_rec,0,,,,,
player,201409080det,det,JohnGe00,fumbles_rec_yds,0,,,,,
player,201409080det,det,JohnGe00,fumbles_rec_td,0,,,,,
player,201409080det,det,JohnGe00,fumbles_forced,0,,,,,
player,201409080det,det,AnsaEz00,def_int,0,,,,,
player,201409080det,det,AnsaEz00,def_int_yds,0,,,,,
player,201409080det,det,AnsaEz00,def_int_td,0,,,,,
player,201409080det,det,AnsaEz00,def_int_long,0,,,,,
player,201409080det,det,AnsaEz00,pass_defended,0,,,,,
player,201409080det,det,AnsaEz00,sacks,0.5,,,,,
player,201409080det,det,AnsaEz00,tackles_combined,1,,,,,
player,201409080det,det,AnsaEz00,tackles_solo,0,,,,,
player,201409080det,det,AnsaEz00,tackles_assists,1,,,,,
player,201409080det,det,AnsaEz00,tackles_loss,0,,,,,
player,201409080det,det,AnsaEz00,qb_hits,4,,,,,
player,201409080det,det,AnsaEz00,fumbles_rec,0,,,,,
player,201409080det,det,AnsaEz00,fumbles_rec_yds,0,,,,,
player,201409080det,det,AnsaEz00,fumbles_rec_td,0,,,,,
player,201409080det,det,AnsaEz00,fumbles_forced,0,,,,,
player,201409080det,det,TullSt20,def_int,0,,,,,
player,201409080det,det,TullSt20,def_int_yds,0,,,,,
player,201409080det,det,TullSt20,def_int_td,0,,,,,
player,201409080det,det,TullSt20,def_int_long,0,,,,,
player,201409080det,det,TullSt20,pass_defended,0,,,,,
player,201409080det,det,TullSt20,sacks,0.0,,,,,
player,201409080det,det,TullSt20,tackles_combined,8,,,,,
player,201409080det,det,TullSt20,tackles_solo,6,,,,,
player,201409080det,det,TullSt20,tackles_assists,2,,,,,
player,201409080det,det,TullSt20,tackles_loss,0,,,,,
player,201409080det,det,TullSt20,qb_hits,0,,,,,
player,201409080det,det,TullSt20,fumbles_rec,0,,,,,
player,201409080det,det,TullSt20,fumbles_rec_yds,0,,,,,
player,201409080det,det,TullSt20,fumbles_rec_td,0,,,,,
player,201409080det,det,TullSt20,fumbles_forced,0,,,,,
player,201409080det,det,AbduIs00,def_int,0,,,,,
player,201409080det,det,AbduIs00,def_int_yds,0,,,,,
player,201409080det,det,AbduIs00,def_int_td,0,,,,,
player,201409080det,det,AbduIs00,def_int_long,0,,,,,
player,201409080det,det,AbduIs00,pass_defended,0,,,,,
player,201409080det,det,AbduIs00,sacks,0.0,,,,,
player,201409080det,det,AbduIs00,tackles_combined,5,,,,,
player,201409080det,det,AbduIs00,tackles_solo,4,,,,,
player,201409080det,det,AbduIs00,tackles_assists,1,,,,,
player,201409080det,det,AbduIs00,tackles_loss,0,,,,,
player,201409080det,det,AbduIs00,qb_hits,1,,,,,
player,201409080det,det,AbduIs00,fumbles_rec,0,,,,,
player,201409080det,det,AbduIs00,fumbles_rec_yds,0,,,,,
player,201409080det,det,AbduIs00,fumbles_rec_td,0,,,,,
player,201409080det,det,AbduIs00,fumbles_forced,0,,,,,
player,201409080det,det,SlayDa00,def_int,0,,,,,
player,201409080det,det,SlayDa00,def_int_yds,0,,,,,
player,201409080det,det,SlayDa00,def_int_td,0,,,,,
player,201409080det,det,SlayDa00,def_int_long,0,,,,,
player,201409080det,det,SlayDa00,pass_defended,3,,,,,
player,201409080det,det,SlayDa00,sacks,0.0,,,,,
player,201409080det,det,SlayDa00,tackles_combined,3,,,,,
player,201409080det,det,SlayDa00,tackles_solo,3,,,,,
player,201409080det,det,SlayDa00,tackles_assists,0,,,,,
player,201409080det,det,SlayDa00,tackles_loss,0,,,,,
player,201409080det,det,SlayDa00,qb_hits,0,,,,,
player,201409080det,det,SlayDa00,fumbles_rec,0,,,,,
player,201409080det,det,SlayDa00,fumbles_rec_yds,0,,,,,
player,201409080det,det,SlayDa00,fumbles_rec_td,0,,,,,
player,201409080det,det,SlayDa00,fumbles_forced,0,,,,,
player,201409080det,det,SuhxNd99,def_int,0,,,,,
player,201409080det,det,SuhxNd99,def_int_yds,0,,,,,
player,201409080det,det,SuhxNd99,def_int_td,0,,,,,
player,201409080det,det,SuhxNd99,def_int_long,0,,,,,
player,201409080det,det,SuhxNd99,pass_defended,0,,,,,
player,201409080det,det,SuhxNd99,sacks,0.0,,,,,
player,201409080det,det,SuhxNd99,tackles_combined,3,,,,,
player,201409080det,det,SuhxNd99,tackles_solo,3,,,,,
player,201409080det,det,SuhxNd99,tackles_assists,0,,,,,
player,201409080det,det,SuhxNd99,tackles_loss,0,,,,,
player,201409080det,det,SuhxNd99,qb_hits,0,,,,,
player,201409080det,det,SuhxNd99,fumbles_rec,0,,,,,
player,201409080det,det,SuhxNd99,fumbles_rec_yds,0,,,,,
player,201409080det,det,SuhxNd99,fumbles_rec_td,0,,,,,
player,201409080det,det,SuhxNd99,fumbles_forced,0,,,,,
player,201409080det,det,CoupJe00,def_int,0,,,,,
player,201409080det,det,CoupJe00,def_int_yds,0,,,,,
player,201409080det,det,CoupJe00,def_int_td,0,,,,,
player,201409080det,det,CoupJe00,def_int_long,0,,,,,
player,201409080det,det,CoupJe00,pass_defended,0,,,,,
player,201409080det,det,CoupJe00,sacks,0.0,,,,,
player,201409080det,det,CoupJe00,tackles_combined,2,,,,,
player,201409080det,det,CoupJe00,tackles_solo,2,,,,,
player,201409080det,det,CoupJe00,tackles_assists,0,,,,,
player,201409080det,det,CoupJe00,tackles_loss,0,,,,,
player,201409080det,det,CoupJe00,qb_hits,0,,,,,
player,201409080det,det,CoupJe00,fumbles_rec,0,,,,,
player,201409080det,det,CoupJe00,fumbles_rec_yds,0,,,,,
player,201409080det,det,CoupJe00,fumbles_rec_td,0,,,,,
player,201409080det,det,CoupJe00,fumbles_forced,0,,,,,
player,201409080det,det,FairNi00,def_int,0,,,,,
player,201409080det,det,FairNi00,def_int_yds,0,,,,,
player,201409080det,det,FairNi00,def_int_td,0,,,,,
player,201409080det,det,FairNi00,def_int_long,0,,,,,
player,201409080det,det,FairNi00,pass_defended,0,,,,,
player,201409080det,det,FairNi00,sacks,0.0,,,,,
player,201409080det,det,FairNi00,tackles_combined,1,,,,,
player,201409080det,det,FairNi00,tackles_solo,0,,,,,
player,201409080det,det,FairNi00,tackles_assists,1,,,,,
player,201409080det,det,FairNi00,tackles_loss,0,,,,,
player,201409080det,det,FairNi00,qb_hits,0,,,,,
player,201409080det,det,FairNi00,fumbles_rec,0,,,,,
player,201409080det,det,FairNi00,fumbles_rec_yds,0,,,,,
player,201409080det,det,FairNi00,fumbles_rec_td,0,,,,,
player,201409080det,det,FairNi00,fumbles_forced,0,,,,,
player,201409080det,det,LawsNe00,def_int,0,,,,,
player,201409080det,det,LawsNe00,def_int_yds,0,,,,,
player,201409080det,det,LawsNe00,def_int_td,0,,,,,
player,201409080det,det,LawsNe00,def_int_long,0,,,,,
player,201409080det,det,LawsNe00,pass_defended,0,,,,,
player,201409080det,det,LawsNe00,sacks,0.0,,,,,
player,201409080det,det,LawsNe00,tackles_combined,1,,,,,
player,201409080det,det,LawsNe00,tackles_solo,1,,,,,
player,201409080det,det,LawsNe00,tackles_assists,0,,,,,
player,201409080det,det,LawsNe00,tackles_loss,0,,,,,
player,201409080det,det,LawsNe00,qb_hits,0,,,,,
player,201409080det,det,LawsNe00,fumbles_rec,0,,,,,
player,201409080det,det,LawsNe00,fumbles_rec_yds,0,,,,,
player,201409080det,det,LawsNe00,fumbles_rec_td,0,,,,,
player,201409080det,det,LawsNe00,fumbles_forced,0,,,,,
player,201409080det,det,LewiTr00,def_int,0,,,,,
player,201409080det,det,LewiTr00,def_int_yds,0,,,,,
player,201409080det,det,LewiTr00,def_int_td,0,,,,,
player,201409080det,det,LewiTr00,def_int_long,0,,,,,
player,201409080det,det,LewiTr00,pass_defended,0,,,,,
player,201409080det,det,LewiTr00,sacks,0.0,,,,,
player,201409080det,det,LewiTr00,tackles_combined,1,,,,,
player,201409080det,det,LewiTr00,tackles_solo,1,,,,,
player,201409080det,det,LewiTr00,tackles_assists,0,,,,,
player,201409080det,det,LewiTr00,tackles_loss,0,,,,,
player,201409080det,det,LewiTr00,qb_hits,0,,,,,
player,201409080det,det,LewiTr00,fumbles_rec,0,,,,,
player,201409080det,det,LewiTr00,fumbles_rec_yds,0,,,,,
player,201409080det,det,LewiTr00,fumbles_rec_td,0,,,,,
player,201409080det,det,LewiTr00,fumbles_forced,0,,,,,
player,201409080det,det,MathRa99,def_int,0,,,,,
player,201409080det,det,MathRa99,def_int_yds,0,,,,,
player,201409080det,det,MathRa99,def_int_td,0,,,,,
player,201409080det,det,MathRa99,def_int_long,0,,,,,
player,201409080det,det,MathRa99,pass_defended,0,,,,,
player,201409080det,det,MathRa99,sacks,0.0,,,,,
player,201409080det,det,MathRa99,tackles_combined,1,,,,,
player,201409080det,det,MathRa99,tackles_solo,1,,,,,
player,201409080det,det,MathRa99,tackles_assists,0,,,,,
player,201409080det,det,MathRa99,tackles_loss,0,,,,,
player,201409080det,det,MathRa99,qb_hits,0,,,,,
player,201409080det,det,MathRa99,fumbles_rec,0,,,,,
player,201409080det,det,MathRa99,fumbles_rec_yds,0,,,,,
player,201409080det,det,MathRa99,fumbles_rec_td,0,,,,,
player,201409080det,det,MathRa99,fumbles_forced,0,,,,,
player,201409080det,det,MoslC.20,def_int,0,,,,,
player,201409080det,det,MoslC.20,def_int_yds,0,,,,,
player,201409080det,det,MoslC.20,def_int_td,0,,,,,
player,201409080det,det,MoslC.20,def_int_long,0,,,,,
player,201409080det,det,MoslC.20,pass_defended,0,,,,,
player,201409080det,det,MoslC.20,sacks,0.0,,,,,
player,201409080det,det,MoslC.20,tackles_combined,1,,,,,
player,201409080det,det,MoslC.20,tackles_solo,1,,,,,
player,201409080det,det,MoslC.20,tackles_assists,0,,,,,
player,201409080det,det,MoslC.20,tackles_loss,0,,,,,
player,201409080det,det,MoslC.20,qb_hits,0,,,,,
player,201409080det,det,MoslC.20,fumbles_rec,0,,,,,
player,201409080det,det,MoslC.20,fumbles_rec_yds,0,,,,,
player,201409080det,det,MoslC.20,fumbles_rec_td,0,,,,,
player,201409080det,det,MoslC.20,fumbles_forced,0,,,,,
player,201409080det,det,RiddTh00,def_int,0,,,,,
player,201409080det,det,RiddTh00,def_int_yds,0,,,,,
player,201409080det,det,RiddTh00,def_int_td,0,,,,,
player,201409080det,det,RiddTh00,def_int_long,0,,,,,
player,201409080det,det,RiddTh00,pass_defended,0,,,,,
player,201409080det,det,RiddTh00,sacks,0.0,,,,,
player,201409080det,det,RiddTh00,tackles_combined,1,,,,,
player,201409080det,det,RiddTh00,tackles_solo,1,,,,,
player,201409080det,det,RiddTh00,tackles_assists,0,,,,,
player,201409080det,det,RiddTh00,tackles_loss,0,,,,,
player,201409080det,det,RiddTh00,qb_hits,0,,,,,
player,201409080det,det,RiddTh00,fumbles_rec,0,,,,,
player,201409080det,det,RiddTh00,fumbles_rec_yds,0,,,,,
player,201409080det,det,RiddTh00,fumbles_rec_td,0,,,,,
player,201409080det,det,RiddTh00,fumbles_forced,0,,,,,
player,201409080det,det,WhitTa00,def_int,0,,,,,
player,201409080det,det,WhitTa00,def_int_yds,0,,,,,
player,201409080det,det,WhitTa00,def_int_td,0,,,,,
player,201409080det,det,WhitTa00,def_int_long,0,,,,,
player,201409080det,det,WhitTa00,pass_defended,0,,,,,
player,201409080det,det,WhitTa00,sacks,0.0,,,,,
player,201409080det,det,WhitTa00,tackles_combined,1,,,,,
player,201409080det,det,WhitTa00,tackles_solo,1,,,,,
player,201409080det,det,WhitTa00,tackles_assists,0,,,,,
player,201409080det,det,WhitTa00,tackles_loss,0,,,,,
player,201409080det,det,WhitTa00,qb_hits,0,,,,,
player,201409080det,det,WhitTa00,fumbles_rec,0,,,,,
player,201409080det,det,WhitTa00,fumbles_rec_yds,0,,,,,
player,201409080det,det,WhitTa00,fumbles_rec_td,0,,,,,
player,201409080det,det,WhitTa00,fumbles_forced,0,,,,,
player,201409080det,det,TaylDe00,def_int,0,,,,,
player,201409080det,det,TaylDe00,def_int_yds,0,,,,,
player,201409080det,det,TaylDe00,def_int_td,0,,,,,
player,201409080det,det,TaylDe00,def_int_long,0,,,,,
player,201409080det,det,TaylDe00,pass_defended,0,,,,,
player,201409080det,det,TaylDe00,sacks,0.0,,,,,
player,201409080det,det,TaylDe00,tackles_combined,0,,,,,
player,201409080det,det,TaylDe00,tackles_solo,0,,,,,
player,201409080det,det,TaylDe00,tackles_assists,0,,,,,
player,201409080det,det,TaylDe00,tackles_loss,0,,,,,
player,201409080det,det,TaylDe00,qb_hits,1,,,,,
player,201409080det,det,TaylDe00,fumbles_rec,0,,,,,
player,201409080det,det,TaylDe00,fumbles_rec_yds,0,,,,,
player,201409080det,det,TaylDe00,fumbles_rec_td,0,,,,,
player,201409080det,det,TaylDe00,fumbles_forced,0,,,,,
player,201409080det,det,JoneJa99,def_int,,,,,,
player,201409080det,det,JoneJa99,def_int_yds,,,,,,
player,201409080det,det,JoneJa99,def_int_td,,,,,,
player,201409080det,det,JoneJa99,def_int_long,,,,,,
player,201409080det,det,JoneJa99,pass_defended,0,,,,,
player,201409080det,det,JoneJa99,sacks,0.0,,,,,
player,201409080det,det,JoneJa99,tackles_combined,0,,,,,
player,201409080det,det,JoneJa99,tackles_solo,0,,,,,
player,201409080det,det,JoneJa99,tackles_assists,0,,,,,
player,201409080det,det,JoneJa99,tackles_loss,0,,,,,
player,201409080det,det,JoneJa99,qb_hits,1,,,,,
player,201409080det,det,JoneJa99,fumbles_rec,0,,,,,
player,201409080det,det,JoneJa99,fumbles_rec_yds,,,,,,
player,201409080det,det,JoneJa99,fumbles_rec_td,,,,,,
player,201409080det,det,JoneJa99,fumbles_forced,0,,,,,
player,201409080det,nyg,ParkPr00,kick_ret,0,,,,,
player,201409080det,nyg,ParkPr00,kick_ret_yds,0,,,,,
player,201409080det,nyg,ParkPr00,kick_ret_yds_per_ret,,,,,,
player,201409080det,nyg,ParkPr00,kick_ret_td,0,,,,,
player,201409080det,nyg,ParkPr00,kick_ret_long,0,,,,,
player,201409080det,nyg,ParkPr00,punt_ret,2,,,,,
player,201409080det,nyg,ParkPr00,punt_ret_yds,30,,,,,
player,201409080det,nyg,ParkPr00,punt_ret_yds_per_ret,15.0,,,,,
player,201409080det,nyg,ParkPr00,punt_ret_td,0,,,,,
player,201409080det,nyg,ParkPr00,punt_ret_long,18,,,,,
player,201409080det,nyg,DempQu99,kick_ret,1,,,,,
player,201409080det,nyg,DempQu99,kick_ret_yds,14,,,,,
player,201409080det,nyg,DempQu99,kick_ret_yds_per_ret,14.0,,,,,
player,201409080det,nyg,DempQu99,kick_ret_td,0,,,,,
player,201409080det,nyg,DempQu99,kick_ret_long,14,,,,,
player,201409080det,nyg,DempQu99,punt_ret,0,,,,,
player,201409080det,nyg,DempQu99,punt_ret_yds,0,,,,,
player,201409080det,nyg,DempQu99,punt_ret_yds_per_ret,,,,,,
player,201409080det,nyg,DempQu99,punt_ret_td,0,,,,,
player,201409080det,nyg,DempQu99,punt_ret_long,0,,,,,
player,201409080det,det,RossJe01,kick_ret,0,,,,,
player,201409080det,det,RossJe01,kick_ret_yds,0,,,,,
player,201409080det,det,RossJe01,kick_ret_yds_per_ret,,,,,,
player,201409080det,det,RossJe01,kick_ret_td,0,,,,,
player,201409080det,det,RossJe01,kick_ret_long,0,,,,,
player,201409080det,det,RossJe01,punt_ret,3,,,,,
player,201409080det,det,RossJe01,punt_ret_yds,11,,,,,
player,201409080det,det,RossJe01,punt_ret_yds_per_ret,3.7,,,,,
player,201409080det,det,RossJe01,punt_ret_td,0,,,,,
player,201409080det,det,RossJe01,punt_ret_long,6,,,,,
player,201409080det,nyg,brownjos01,xpm,2,,,,,
player,201409080det,nyg,brownjos01,xpa,2,,,,,
player,201409080det,nyg,brownjos01,fgm,,,,,,
player,201409080det,nyg,brownjos01,fga,,,,,,
player,201409080det,nyg,brownjos01,punt,0,,,,,
player,201409080det,nyg,brownjos01,punt_yds,0,,,,,
player,201409080det,nyg,brownjos01,punt_yds_per_punt,,,,,,
player,201409080det,nyg,brownjos01,punt_long,0,,,,,
player,201409080det,nyg,WeatSt20,xpm,,,,,,
player,201409080det,nyg,WeatSt20,xpa,,,,,,
player,201409080det,nyg,WeatSt20,fgm,,,,,,
player,201409080det,nyg,WeatSt20,fga,,,,,,
player,201409080det,nyg,WeatSt20,punt,5,,,,,
player,201409080det,nyg,WeatSt20,punt_yds,201,,,,,
player,201409080det,nyg,WeatSt20,punt_yds_per_punt,40.2,,,,,
player,201409080det,nyg,WeatSt20,punt_long,56,,,,,
player,201409080det,det,FreeNa00,xpm,3,,,,,
player,201409080det,det,FreeNa00,xpa,3,,,,,
player,201409080det,det,FreeNa00,fgm,2,,,,,
player,201409080det,det,FreeNa00,fga,3,,,,,
player,201409080det,det,FreeNa00,punt,0,,,,,
player,201409080det,det,FreeNa00,punt_yds,0,,,,,
player,201409080det,det,FreeNa00,punt_yds_per_punt,,,,,,
player,201409080det,det,FreeNa00,punt_long,0,,,,,
player,201409080det,det,MartSa01,xpm,,,,,,
player,201409080det,det,MartSa01,xpa,,,,,,
player,201409080det,det,MartSa01,fgm,,,,,,
player,201409080det,det,MartSa01,fga,,,,,,
player,201409080det,det,MartSa01,punt,2,,,,,
player,201409080det,det,MartSa01,punt_yds,109,,,,,
player,201409080det,det,MartSa01,punt_yds_per_punt,54.5,,,,,
player,201409080det,det,MartSa01,punt_long,57,,,,,
player,201409080det,det,SimsRo20,pos,G,,,,,
player,201409080det,det,SimsRo20,offense,67,,,,,
player,201409080det,det,SimsRo20,off_pct,100%,,,,,
player,201409080det,det,SimsRo20,defense,0,,,,,
player,201409080det,det,SimsRo20,def_pct,0%,,,,,
player,201409080det,det,SimsRo20,special_teams,6,,,,,
player,201409080det,det,SimsRo20,st_pct,23%,,,,,
player,201409080det,det,RaioDo20,pos,C,,,,,
player,201409080det,det,RaioDo20,offense,67,,,,,
player,201409080det,det,RaioDo20,off_pct,100%,,,,,
player,201409080det,det,RaioDo20,defense,0,,,,,
player,201409080det,det,RaioDo20,def_pct,0%,,,,,
player,201409080det,det,RaioDo20,special_teams,6,,,,,
player,201409080det,det,RaioDo20,st_pct,23%,,,,,
player,201409080det,det,ReifRi00,pos,T,,,,,
player,201409080det,det,ReifRi00,offense,67,,,,,
player,201409080det,det,ReifRi00,off_pct,100%,,,,,
player,201409080det,det,ReifRi00,defense,0,,,,,
player,201409080det,det,ReifRi00,def_pct,0%,,,,,
player,201409080det,det,ReifRi00,special_teams,6,,,,,
player,201409080det,det,ReifRi00,st_pct,23%,,,,,
player,201409080det,det,WarfLa00,pos,G,,,,,
player,201409080det,det,WarfLa00,offense,67,,,,,
player,201409080det,det,WarfLa00,off_pct,100%,,,,,
player,201409080det,det,WarfLa00,defense,0,,,,,
player,201409080det,det,WarfLa00,def_pct,0%,,,,,
player,201409080det,det,WarfLa00,special_teams,6,,,,,
player,201409080det,det,WarfLa00,st_pct,23%,,,,,
player,201409080det,det,StafMa00,pos,QB,,,,,
player,201409080det,det,StafMa00,offense,67,,,,,
player,201409080det,det,StafMa00,off_pct,100%,,,,,
player,201409080det,det,StafMa00,defense,0,,,,,
player,201409080det,det,StafMa00,def_pct,0%,,,,,
player,201409080det,det,StafMa00,special_teams,0,,,,,
player,201409080det,det,StafMa00,st_pct,0%,,,,,
player,201409080det,det,HillCo21,pos,T,,,,,
player,201409080det,det,HillCo21,offense,62,,,,,
player,201409080det,det,HillCo21,off_pct,93%,,,,,
player,201409080det,det,HillCo21,defense,0,,,,,
player,201409080det,det,HillCo21,def_pct,0%,,,,,
player,201409080det,det,HillCo21,special_teams,6,,,,,
player,201409080det,det,HillCo21,st_pct,23%,,,,,
player,201409080det,det,TateGo00,pos,WR,,,,,
player,201409080det,det,TateGo00,offense,55,,,,,
player,201409080det,det,TateGo00,off_pct,82%,,,,,
player,201409080det,det,TateGo00,defense,0,,,,,
player,201409080det,det,TateGo00,def_pct,0%,,,,,
player,201409080det,det,TateGo00,special_teams,0,,,,,
player,201409080det,det,TateGo00,st_pct,0%,,,,,
player,201409080det,det,JohnCa00,pos,WR,,,,,
player,201409080det,det,JohnCa00,offense,54,,,,,
player,201409080det,det,JohnCa00,off_pct,81%,,,,,
player,201409080det,det,JohnCa00,defense,0,,,,,
player,201409080det,det,JohnCa00,def_pct,0%,,,,,
player,201409080det,det,JohnCa00,special_teams,0,,,,,
player,201409080det,det,JohnCa00,st_pct,0%,,,,,
player,201409080det,det,PettBr00,pos,TE,,,,,
player,201409080det,det,PettBr00,offense,39,,,,,
player,201409080det,det,PettBr00,off_pct,58%,,,,,
player,201409080det,det,PettBr00,defense,0,,,,,
player,201409080det,det,PettBr00,def_pct,0%,,,,,
player,201409080det,det,PettBr00,special_teams,6,,,,,
player,201409080det,det,PettBr00,st_pct,23%,,,,,
player,201409080det,det,RossJe01,pos,WR,,,,,
player,201409080det,det,RossJe01,offense,35,,,,,
player,201409080det,det,RossJe01,off_pct,52%,,,,,
player,201409080det,det,RossJe01,defense,0,,,,,
player,201409080det,det,RossJe01,def_pct,0%,,,,,
player,201409080det,det,RossJe01,special_teams,11,,,,,
player,201409080det,det,RossJe01,st_pct,42%,,,,,
player,201409080det,det,BellJo01,pos,RB,,,,,
player,201409080det,det,BellJo01,offense,35,,,,,
player,201409080det,det,BellJo01,off_pct,52%,,,,,
player,201409080det,det,BellJo01,defense,0,,,,,
player,201409080det,det,BellJo01,def_pct,0%,,,,,
player,201409080det,det,BellJo01,special_teams,0,,,,,
player,201409080det,det,BellJo01,st_pct,0%,,,,,
player,201409080det,det,BushRe00,pos,RB,,,,,
player,201409080det,det,BushRe00,offense,30,,,,,
player,201409080det,det,BushRe00,off_pct,45%,,,,,
player,201409080det,det,BushRe00,defense,0,,,,,
player,201409080det,det,BushRe00,def_pct,0%,,,,,
player,201409080det,det,BushRe00,special_teams,0,,,,,
player,201409080det,det,BushRe00,st_pct,0%,,,,,
player,201409080det,det,FaurJo00,pos,TE,,,,,
player,201409080det,det,FaurJo00,offense,29,,,,,
player,201409080det,det,FaurJo00,off_pct,43%,,,,,
player,201409080det,det,FaurJo00,defense,0,,,,,
player,201409080det,det,FaurJo00,def_pct,0%,,,,,
player,201409080det,det,FaurJo00,special_teams,7,,,,,
player,201409080det,det,FaurJo00,st_pct,27%,,,,,
player,201409080det,det,EbroEr00,pos,TE,,,,,
player,201409080det,det,EbroEr00,offense,20,,,,,
player,201409080det,det,EbroEr00,off_pct,30%,,,,,
player,201409080det,det,EbroEr00,defense,0,,,,,
player,201409080det,det,EbroEr00,def_pct,0%,,,,,
player,201409080det,det,EbroEr00,special_teams,11,,,,,
player,201409080det,det,EbroEr00,st_pct,42%,,,,,
player,201409080det,det,CollJe01,pos,FB,,,,,
player,201409080det,det,CollJe01,offense,17,,,,,
player,201409080det,det,CollJe01,off_pct,25%,,,,,
player,201409080det,det,CollJe01,defense,0,,,,,
player,201409080det,det,CollJe01,def_pct,0%,,,,,
player,201409080det,det,CollJe01,special_teams,3,,,,,
player,201409080det,det,CollJe01,st_pct,12%,,,,,
player,201409080det,det,FullCo00,pos,WR,,,,,
player,201409080det,det,FullCo00,offense,15,,,,,
player,201409080det,det,FullCo00,off_pct,22%,,,,,
player,201409080det,det,FullCo00,defense,0,,,,,
