game,2014,3,20140921,201409210ram,dal,"Dallas Cowboys",34,ram,"St. Louis Rams",31
player,201409210ram,dal,WittJa00,pass_cmp,0,,,,,
player,201409210ram,dal,WittJa00,pass_att,0,,,,,
player,201409210ram,dal,WittJa00,pass_yds,0,,,,,
player,201409210ram,dal,WittJa00,pass_td,0,,,,,
player,201409210ram,dal,WittJa00,pass_int,0,,,,,
player,201409210ram,dal,WittJa00,pass_sacked,0,,,,,
player,201409210ram,dal,WittJa00,pass_sacked_yds,0,,,,,
player,201409210ram,dal,WittJa00,pass_long,0,,,,,
player,201409210ram,dal,WittJa00,pass_rating,,,,,,
player,201409210ram,dal,WittJa00,rush_att,0,,,,,
player,201409210ram,dal,WittJa00,rush_yds,0,,,,,
player,201409210ram,dal,WittJa00,rush_td,0,,,,,
player,201409210ram,dal,WittJa00,rush_long,0,,,,,
player,201409210ram,dal,WittJa00,targets,5,,,,,
player,201409210ram,dal,WittJa00,rec,4,,,,,
player,201409210ram,dal,WittJa00,rec_yds,49,,,,,
player,201409210ram,dal,WittJa00,rec_td,0,,,,,
player,201409210ram,dal,WittJa00,rec_long,15,,,,,
player,201409210ram,dal,WittJa00,fumbles,0,,,,,
player,201409210ram,dal,WittJa00,fumbles_lost,0,,,,,
player,201409210ram,dal,WillTe01,pass_cmp,0,,,,,
player,201409210ram,dal,WillTe01,pass_att,0,,,,,
player,201409210ram,dal,WillTe01,pass_yds,0,,,,,
player,201409210ram,dal,WillTe01,pass_td,0,,,,,
player,201409210ram,dal,WillTe01,pass_int,0,,,,,
player,201409210ram,dal,WillTe01,pass_sacked,0,,,,,
player,201409210ram,dal,WillTe01,pass_sacked_yds,0,,,,,
player,201409210ram,dal,WillTe01,pass_long,0,,,,,
player,201409210ram,dal,WillTe01,pass_rating,,,,,,
player,201409210ram,dal,WillTe01,rush_att,0,,,,,
player,201409210ram,dal,WillTe01,rush_yds,0,,,,,
player,201409210ram,dal,WillTe01,rush_td,0,,,,,
player,201409210ram,dal,WillTe01,rush_long,0,,,,,
player,201409210ram,dal,WillTe01,targets,3,,,,,
player,201409210ram,dal,WillTe01,rec,2,,,,,
player,201409210ram,dal,WillTe01,rec_yds,32,,,,,
player,201409210ram,dal,WillTe01,rec_td,1,,,,,
player,201409210ram,dal,WillTe01,rec_long,20,,,,,
player,201409210ram,dal,WillTe01,fumbles,0,,,,,
player,201409210ram,dal,WillTe01,fumbles_lost,0,,,,,
player,201409210ram,dal,BeasCo00,pass_cmp,0,,,,,
player,201409210ram,dal,BeasCo00,pass_att,0,,,,,
player,201409210ram,dal,BeasCo00,pass_yds,0,,,,,
player,201409210ram,dal,BeasCo00,pass_td,0,,,,,
player,201409210ram,dal,BeasCo00,pass_int,0,,,,,
player,201409210ram,dal,BeasCo00,pass_sacked,0,,,,,
player,201409210ram,dal,BeasCo00,pass_sacked_yds,0,,,,,
player,201409210ram,dal,BeasCo00,pass_long,0,,,,,
player,201409210ram,dal,BeasCo00,pass_rating,,,,,,
player,201409210ram,dal,BeasCo00,rush_att,0,,,,,
player,201409210ram,dal,BeasCo00,rush_yds,0,,,,,
player,201409210ram,dal,BeasCo00,rush_td,0,,,,,
player,201409210ram,dal,BeasCo00,rush_long,0,,,,,
player,201409210ram,dal,BeasCo00,targets,2,,,,,
player,201409210ram,dal,BeasCo00,rec,1,,,,,
player,201409210ram,dal,BeasCo00,rec_yds,9,,,,,
player,201409210ram,dal,BeasCo00,rec_td,0,,,,,
player,201409210ram,dal,BeasCo00,rec_long,9,,,,,
player,201409210ram,dal,BeasCo00,fumbles,0,,,,,
player,201409210ram,dal,BeasCo00,fumbles_lost,0,,,,,
player,201409210ram,dal,EscoGa00,pass_cmp,0,,,,,
player,201409210ram,dal,EscoGa00,pass_att,0,,,,,
player,201409210ram,dal,EscoGa00,pass_yds,0,,,,,
player,201409210ram,dal,EscoGa00,pass_td,0,,,,,
player,201409210ram,dal,EscoGa00,pass_int,0,,,,,
player,201409210ram,dal,EscoGa00,pass_sacked,0,,,,,
player,201409210ram,dal,EscoGa00,pass_sacked_yds,0,,,,,
player,201409210ram,dal,EscoGa00,pass_long,0,,,,,
player,201409210ram,dal,EscoGa00,pass_rating,,,,,,
player,201409210ram,dal,EscoGa00,rush_att,0,,,,,
player,201409210ram,dal,EscoGa00,rush_yds,0,,,,,
player,201409210ram,dal,EscoGa00,rush_td,0,,,,,
player,201409210ram,dal,EscoGa00,rush_long,0,,,,,
player,201409210ram,dal,EscoGa00,targets,1,,,,,
player,201409210ram,dal,EscoGa00,rec,1,,,,,
player,201409210ram,dal,EscoGa00,rec_yds,7,,,,,
player,201409210ram,dal,EscoGa00,rec_td,0,,,,,
player,201409210ram,dal,EscoGa00,rec_long,7,,,,,
player,201409210ram,dal,EscoGa00,fumbles,0,,,,,
player,201409210ram,dal,EscoGa00,fumbles_lost,0,,,,,
player,201409210ram,dal,DunbLa00,pass_cmp,0,,,,,
player,201409210ram,dal,DunbLa00,pass_att,0,,,,,
player,201409210ram,dal,DunbLa00,pass_yds,0,,,,,
player,201409210ram,dal,DunbLa00,pass_td,0,,,,,
player,201409210ram,dal,DunbLa00,pass_int,0,,,,,
player,201409210ram,dal,DunbLa00,pass_sacked,0,,,,,
player,201409210ram,dal,DunbLa00,pass_sacked_yds,0,,,,,
player,201409210ram,dal,DunbLa00,pass_long,0,,,,,
player,201409210ram,dal,DunbLa00,pass_rating,,,,,,
player,201409210ram,dal,DunbLa00,rush_att,0,,,,,
player,201409210ram,dal,DunbLa00,rush_yds,0,,,,,
player,201409210ram,dal,DunbLa00,rush_td,0,,,,,
player,201409210ram,dal,DunbLa00,rush_long,0,,,,,
player,201409210ram,dal,DunbLa00,targets,1,,,,,
player,201409210ram,dal,DunbLa00,rec,0,,,,,
player,201409210ram,dal,DunbLa00,rec_yds,0,,,,,
player,201409210ram,dal,DunbLa00,rec_td,0,,,,,
player,201409210ram,dal,DunbLa00,rec_long,0,,,,,
player,201409210ram,dal,DunbLa00,fumbles,0,,,,,
player,201409210ram,dal,DunbLa00,fumbles_lost,0,,,,,
player,201409210ram,ram,DaviAu00,pass_cmp,30,,,,,
player,201409210ram,ram,DaviAu00,pass_att,42,,,,,
player,201409210ram,ram,DaviAu00,pass_yds,327,,,,,
player,201409210ram,ram,DaviAu00,pass_td,3,,,,,
player,201409210ram,ram,DaviAu00,pass_int,2,,,,,
player,201409210ram,ram,DaviAu00,pass_sacked,0,,,,,
player,201409210ram,ram,DaviAu00,pass_sacked_yds,0,,,,,
player,201409210ram,ram,DaviAu00,pass_long,51,,,,,
player,201409210ram,ram,DaviAu00,pass_rating,98.0,,,,,
player,201409210ram,ram,DaviAu00,rush_att,2,,,,,
player,201409210ram,ram,DaviAu00,rush_yds,-1,,,,,
player,201409210ram,ram,DaviAu00,rush_td,0,,,,,
player,201409210ram,ram,DaviAu00,rush_long,0,,,,,
player,201409210ram,ram,DaviAu00,targets,0,,,,,
player,201409210ram,ram,DaviAu00,rec,0,,,,,
player,201409210ram,ram,DaviAu00,rec_yds,0,,,,,
player,201409210ram,ram,DaviAu00,rec_td,0,,,,,
player,201409210ram,ram,DaviAu00,rec_long,0,,,,,
player,201409210ram,ram,DaviAu00,fumbles,0,,,,,
player,201409210ram,ram,DaviAu00,fumbles_lost,0,,,,,
player,201409210ram,ram,StacZa00,pass_cmp,0,,,,,
player,201409210ram,ram,StacZa00,pass_att,0,,,,,
player,201409210ram,ram,StacZa00,pass_yds,0,,,,,
player,201409210ram,ram,StacZa00,pass_td,0,,,,,
player,201409210ram,ram,StacZa00,pass_int,0,,,,,
player,201409210ram,ram,StacZa00,pass_sacked,0,,,,,
player,201409210ram,ram,StacZa00,pass_sacked_yds,0,,,,,
player,201409210ram,ram,StacZa00,pass_long,0,,,,,
player,201409210ram,ram,StacZa00,pass_rating,,,,,,
player,201409210ram,ram,StacZa00,rush_att,12,,,,,
player,201409210ram,ram,StacZa00,rush_yds,67,,,,,
player,201409210ram,ram,StacZa00,rush_td,0,,,,,
player,201409210ram,ram,StacZa00,rush_long,16,,,,,
player,201409210ram,ram,StacZa00,targets,6,,,,,
player,201409210ram,ram,StacZa00,rec,5,,,,,
player,201409210ram,ram,StacZa00,rec_yds,54,,,,,
player,201409210ram,ram,StacZa00,rec_td,0,,,,,
player,201409210ram,ram,StacZa00,rec_long,17,,,,,
player,201409210ram,ram,StacZa00,fumbles,0,,,,,
player,201409210ram,ram,StacZa00,fumbles_lost,0,,,,,
player,201409210ram,ram,CunnBe01,pass_cmp,0,,,,,
player,201409210ram,ram,CunnBe01,pass_att,0,,,,,
player,201409210ram,ram,CunnBe01,pass_yds,0,,,,,
player,201409210ram,ram,CunnBe01,pass_td,0,,,,,
player,201409210ram,ram,CunnBe01,pass_int,0,,,,,
player,201409210ram,ram,CunnBe01,pass_sacked,0,,,,,
player,201409210ram,ram,CunnBe01,pass_sacked_yds,0,,,,,
player,201409210ram,ram,CunnBe01,pass_long,0,,,,,
player,201409210ram,ram,CunnBe01,pass_rating,,,,,,
player,201409210ram,ram,CunnBe01,rush_att,9,,,,,
player,201409210ram,ram,CunnBe01,rush_yds,29,,,,,
player,201409210ram,ram,CunnBe01,rush_td,0,,,,,
player,201409210ram,ram,CunnBe01,rush_long,7,,,,,
player,201409210ram,ram,CunnBe01,targets,2,,,,,
player,201409210ram,ram,CunnBe01,rec,1,,,,,
player,201409210ram,ram,CunnBe01,rec_yds,5,,,,,
player,201409210ram,ram,CunnBe01,rec_td,0,,,,,
player,201409210ram,ram,CunnBe01,rec_long,5,,,,,
player,201409210ram,ram,CunnBe01,fumbles,0,,,,,
player,201409210ram,ram,CunnBe01,fumbles_lost,0,,,,,
player,201409210ram,ram,WattTr00,pass_cmp,0,,,,,
player,201409210ram,ram,WattTr00,pass_att,0,,,,,
player,201409210ram,ram,WattTr00,pass_yds,0,,,,,
player,201409210ram,ram,WattTr00,pass_td,0,,,,,
player,201409210ram,ram,WattTr00,pass_int,0,,,,,
player,201409210ram,ram,WattTr00,pass_sacked,0,,,,,
player,201409210ram,ram,WattTr00,pass_sacked_yds,0,,,,,
player,201409210ram,ram,WattTr00,pass_long,0,,,,,
player,201409210ram,ram,WattTr00,pass_rating,,,,,,
player,201409210ram,ram,WattTr00,rush_att,5,,,,,
player,201409210ram,ram,WattTr00,rush_yds,24,,,,,
player,201409210ram,ram,WattTr00,rush_td,0,,,,,
player,201409210ram,ram,WattTr00,rush_long,9,,,,,
player,201409210ram,ram,WattTr00,targets,0,,,,,
player,201409210ram,ram,WattTr00,rec,0,,,,,
player,201409210ram,ram,WattTr00,rec_yds,0,,,,,
player,201409210ram,ram,WattTr00,rec_td,0,,,,,
player,201409210ram,ram,WattTr00,rec_long,0,,,,,
player,201409210ram,ram,WattTr00,fumbles,0,,,,,
player,201409210ram,ram,WattTr00,fumbles_lost,0,,,,,
player,201409210ram,ram,BritKe00,pass_cmp,0,,,,,
player,201409210ram,ram,BritKe00,pass_att,0,,,,,
player,201409210ram,ram,BritKe00,pass_yds,0,,,,,
player,201409210ram,ram,BritKe00,pass_td,0,,,,,
player,201409210ram,ram,BritKe00,pass_int,0,,,,,
player,201409210ram,ram,BritKe00,pass_sacked,0,,,,,
player,201409210ram,ram,BritKe00,pass_sacked_yds,0,,,,,
player,201409210ram,ram,BritKe00,pass_long,0,,,,,
player,201409210ram,ram,BritKe00,pass_rating,,,,,,
player,201409210ram,ram,BritKe00,rush_att,1,,,,,
player,201409210ram,ram,BritKe00,rush_yds,2,,,,,
player,201409210ram,ram,BritKe00,rush_td,0,,,,,
player,201409210ram,ram,BritKe00,rush_long,2,,,,,
player,201409210ram,ram,BritKe00,targets,7,,,,,
player,201409210ram,ram,BritKe00,rec,5,,,,,
player,201409210ram,ram,BritKe00,rec_yds,69,,,,,
player,201409210ram,ram,BritKe00,rec_td,0,,,,,
player,201409210ram,ram,BritKe00,rec_long,38,,,,,
player,201409210ram,ram,BritKe00,fumbles,0,,,,,
player,201409210ram,ram,BritKe00,fumbles_lost,0,,,,,
player,201409210ram,ram,CookJa02,pass_cmp,0,,,,,
player,201409210ram,ram,CookJa02,pass_att,0,,,,,
player,201409210ram,ram,CookJa02,pass_yds,0,,,,,
player,201409210ram,ram,CookJa02,pass_td,0,,,,,
player,201409210ram,ram,CookJa02,pass_int,0,,,,,
player,201409210ram,ram,CookJa02,pass_sacked,0,,,,,
player,201409210ram,ram,CookJa02,pass_sacked_yds,0,,,,,
player,201409210ram,ram,CookJa02,pass_long,0,,,,,
player,201409210ram,ram,CookJa02,pass_rating,,,,,,
player,201409210ram,ram,CookJa02,rush_att,1,,,,,
player,201409210ram,ram,CookJa02,rush_yds,0,,,,,
player,201409210ram,ram,CookJa02,rush_td,0,,,,,
player,201409210ram,ram,CookJa02,rush_long,0,,,,,
player,201409210ram,ram,CookJa02,targets,9,,,,,
player,201409210ram,ram,CookJa02,rec,7,,,,,
player,201409210ram,ram,CookJa02,rec_yds,75,,,,,
player,201409210ram,ram,CookJa02,rec_td,0,,,,,
player,201409210ram,ram,CookJa02,rec_long,18,,,,,
player,201409210ram,ram,CookJa02,fumbles,0,,,,,
player,201409210ram,ram,CookJa02,fumbles_lost,0,,,,,
player,201409210ram,ram,QuicBr00,pass_cmp,0,,,,,
player,201409210ram,ram,QuicBr00,pass_att,0,,,,,
player,201409210ram,ram,QuicBr00,pass_yds,0,,,,,
player,201409210ram,ram,QuicBr00,pass_td,0,,,,,
player,201409210ram,ram,QuicBr00,pass_int,0,,,,,
player,201409210ram,ram,QuicBr00,pass_sacked,0,,,,,
player,201409210ram,ram,QuicBr00,pass_sacked_yds,0,,,,,
player,201409210ram,ram,QuicBr00,pass_long,0,,,,,
player,201409210ram,ram,QuicBr00,pass_rating,,,,,,
player,201409210ram,ram,QuicBr00,rush_att,0,,,,,
player,201409210ram,ram,QuicBr00,rush_yds,0,,,,,
player,201409210ram,ram,QuicBr00,rush_td,0,,,,,
player,201409210ram,ram,QuicBr00,rush_long,0,,,,,
player,201409210ram,ram,QuicBr00,targets,4,,,,,
player,201409210ram,ram,QuicBr00,rec,2,,,,,
player,201409210ram,ram,QuicBr00,rec_yds,62,,,,,
player,201409210ram,ram,QuicBr00,rec_td,1,,,,,
player,201409210ram,ram,QuicBr00,rec_long,51,,,,,
player,201409210ram,ram,QuicBr00,fumbles,0,,,,,
player,201409210ram,ram,QuicBr00,fumbles_lost,0,,,,,
player,201409210ram,ram,KendLa00,pass_cmp,0,,,,,
player,201409210ram,ram,KendLa00,pass_att,0,,,,,
player,201409210ram,ram,KendLa00,pass_yds,0,,,,,
player,201409210ram,ram,KendLa00,pass_td,0,,,,,
player,201409210ram,ram,KendLa00,pass_int,0,,,,,
player,201409210ram,ram,KendLa00,pass_sacked,0,,,,,
player,201409210ram,ram,KendLa00,pass_sacked_yds,0,,,,,
player,201409210ram,ram,KendLa00,pass_long,0,,,,,
player,201409210ram,ram,KendLa00,pass_rating,,,,,,
player,201409210ram,ram,KendLa00,rush_att,0,,,,,
player,201409210ram,ram,KendLa00,rush_yds,0,,,,,
player,201409210ram,ram,KendLa00,rush_td,0,,,,,
player,201409210ram,ram,KendLa00,rush_long,0,,,,,
player,201409210ram,ram,KendLa00,targets,7,,,,,
player,201409210ram,ram,KendLa00,rec,6,,,,,
player,201409210ram,ram,KendLa00,rec_yds,29,,,,,
player,201409210ram,ram,KendLa00,rec_td,1,,,,,
player,201409210ram,ram,KendLa00,rec_long,10,,,,,
player,201409210ram,ram,KendLa00,fumbles,0,,,,,
player,201409210ram,ram,KendLa00,fumbles_lost,0,,,,,
player,201409210ram,ram,PettAu00,pass_cmp,0,,,,,
player,201409210ram,ram,PettAu00,pass_att,0,,,,,
player,201409210ram,ram,PettAu00,pass_yds,0,,,,,
player,201409210ram,ram,PettAu00,pass_td,0,,,,,
player,201409210ram,ram,PettAu00,pass_int,0,,,,,
player,201409210ram,ram,PettAu00,pass_sacked,0,,,,,
player,201409210ram,ram,PettAu00,pass_sacked_yds,0,,,,,
player,201409210ram,ram,PettAu00,pass_long,0,,,,,
player,201409210ram,ram,PettAu00,pass_rating,,,,,,
player,201409210ram,ram,PettAu00,rush_att,0,,,,,
player,201409210ram,ram,PettAu00,rush_yds,0,,,,,
player,201409210ram,ram,PettAu00,rush_td,0,,,,,
player,201409210ram,ram,PettAu00,rush_long,0,,,,,
player,201409210ram,ram,PettAu00,targets,4,,,,,
player,201409210ram,ram,PettAu00,rec,3,,,,,
player,201409210ram,ram,PettAu00,rec_yds,28,,,,,
player,201409210ram,ram,PettAu00,rec_td,1,,,,,
player,201409210ram,ram,PettAu00,rec_long,13,,,,,
player,201409210ram,ram,PettAu00,fumbles,0,,,,,
player,201409210ram,ram,PettAu00,fumbles_lost,0,,,,,
player,201409210ram,ram,GiveCh00,pass_cmp,0,,,,,
player,201409210ram,ram,GiveCh00,pass_att,0,,,,,
player,201409210ram,ram,GiveCh00,pass_yds,0,,,,,
player,201409210ram,ram,GiveCh00,pass_td,0,,,,,
player,201409210ram,ram,GiveCh00,pass_int,0,,,,,
player,201409210ram,ram,GiveCh00,pass_sacked,0,,,,,
player,201409210ram,ram,GiveCh00,pass_sacked_yds,0,,,,,
player,201409210ram,ram,GiveCh00,pass_long,0,,,,,
player,201409210ram,ram,GiveCh00,pass_rating,,,,,,
player,201409210ram,ram,GiveCh00,rush_att,0,,,,,
player,201409210ram,ram,GiveCh00,rush_yds,0,,,,,
player,201409210ram,ram,GiveCh00,rush_td,0,,,,,
player,201409210ram,ram,GiveCh00,rush_long,0,,,,,
player,201409210ram,ram,GiveCh00,targets,3,,,,,
player,201409210ram,ram,GiveCh00,rec,1,,,,,
player,201409210ram,ram,GiveCh00,rec_yds,5,,,,,
player,201409210ram,ram,GiveCh00,rec_td,0,,,,,
player,201409210ram,ram,GiveCh00,rec_long,5,,,,,
player,201409210ram,ram,GiveCh00,fumbles,0,,,,,
player,201409210ram,ram,GiveCh00,fumbles_lost,0,,,,,
player,201409210ram,dal,CartBr00,def_int,1,,,,,
player,201409210ram,dal,CartBr00,def_int_yds,25,,,,,
player,201409210ram,dal,CartBr00,def_int_td,1,,,,,
player,201409210ram,dal,CartBr00,def_int_long,25,,,,,
player,201409210ram,dal,CartBr00,pass_defended,1,,,,,
player,201409210ram,dal,CartBr00,sacks,0.0,,,,,
player,201409210ram,dal,CartBr00,tackles_combined,12,,,,,
player,201409210ram,dal,CartBr00,tackles_solo,9,,,,,
player,201409210ram,dal,CartBr00,tackles_assists,3,,,,,
player,201409210ram,dal,CartBr00,tackles_loss,0,,,,,
player,201409210ram,dal,CartBr00,qb_hits,1,,,,,
player,201409210ram,dal,CartBr00,fumbles_rec,0,,,,,
player,201409210ram,dal,CartBr00,fumbles_rec_yds,0,,,,,
player,201409210ram,dal,CartBr00,fumbles_rec_td,0,,,,,
player,201409210ram,dal,CartBr00,fumbles_forced,0,,,,,
player,201409210ram,dal,ClaiMo00,def_int,1,,,,,
player,201409210ram,dal,ClaiMo00,def_int_yds,-8,,,,,
player,201409210ram,dal,ClaiMo00,def_int_td,0,,,,,
player,201409210ram,dal,ClaiMo00,def_int_long,-8,,,,,
player,201409210ram,dal,ClaiMo00,pass_defended,1,,,,,
player,201409210ram,dal,ClaiMo00,sacks,0.0,,,,,
player,201409210ram,dal,ClaiMo00,tackles_combined,3,,,,,
player,201409210ram,dal,ClaiMo00,tackles_solo,3,,,,,
player,201409210ram,dal,ClaiMo00,tackles_assists,0,,,,,
player,201409210ram,dal,ClaiMo00,tackles_loss,0,,,,,
player,201409210ram,dal,ClaiMo00,qb_hits,1,,,,,
player,201409210ram,dal,ClaiMo00,fumbles_rec,0,,,,,
player,201409210ram,dal,ClaiMo00,fumbles_rec_yds,0,,,,,
player,201409210ram,dal,ClaiMo00,fumbles_rec_td,0,,,,,
player,201409210ram,dal,ClaiMo00,fumbles_forced,0,,,,,
player,201409210ram,dal,HitcAn00,def_int,0,,,,,
player,201409210ram,dal,HitcAn00,def_int_yds,0,,,,,
player,201409210ram,dal,HitcAn00,def_int_td,0,,,,,
player,201409210ram,dal,HitcAn00,def_int_long,0,,,,,
player,201409210ram,dal,HitcAn00,pass_defended,1,,,,,
player,201409210ram,dal,HitcAn00,sacks,0.0,,,,,
player,201409210ram,dal,HitcAn00,tackles_combined,13,,,,,
player,201409210ram,dal,HitcAn00,tackles_solo,10,,,,,
player,201409210ram,dal,HitcAn00,tackles_assists,3,,,,,
player,201409210ram,dal,HitcAn00,tackles_loss,1,,,,,
player,201409210ram,dal,HitcAn00,qb_hits,0,,,,,
player,201409210ram,dal,HitcAn00,fumbles_rec,0,,,,,
player,201409210ram,dal,HitcAn00,fumbles_rec_yds,0,,,,,
player,201409210ram,dal,HitcAn00,fumbles_rec_td,0,,,,,
player,201409210ram,dal,HitcAn00,fumbles_forced,0,,,,,
player,201409210ram,dal,WilbKy00,def_int,0,,,,,
player,201409210ram,dal,WilbKy00,def_int_yds,0,,,,,
player,201409210ram,dal,WilbKy00,def_int_td,0,,,,,
player,201409210ram,dal,WilbKy00,def_int_long,0,,,,,
player,201409210ram,dal,WilbKy00,pass_defended,0,,,,,
player,201409210ram,dal,WilbKy00,sacks,0.0,,,,,
player,201409210ram,dal,WilbKy00,tackles_combined,9,,,,,
player,201409210ram,dal,WilbKy00,tackles_solo,5,,,,,
player,201409210ram,dal,WilbKy00,tackles_assists,4,,,,,
