game,2014,2,20140914,201409140tam,ram,"St. Louis Rams",19,tam,"Tampa Bay Buccaneers",17
player,201409140tam,ram,DaviAu00,pass_long,27,,,,,
player,201409140tam,ram,DaviAu00,pass_rating,99.1,,,,,
player,201409140tam,ram,DaviAu00,rush_att,1,,,,,
player,201409140tam,ram,DaviAu00,rush_yds,0,,,,,
player,201409140tam,ram,DaviAu00,rush_td,0,,,,,
player,201409140tam,ram,DaviAu00,rush_long,0,,,,,
player,201409140tam,ram,DaviAu00,targets,0,,,,,
player,201409140tam,ram,DaviAu00,rec,0,,,,,
player,201409140tam,ram,DaviAu00,rec_yds,0,,,,,
player,201409140tam,ram,DaviAu00,rec_td,0,,,,,
player,201409140tam,ram,DaviAu00,rec_long,0,,,,,
player,201409140tam,ram,DaviAu00,fumbles,1,,,,,
player,201409140tam,ram,DaviAu00,fumbles_lost,0,,,,,
player,201409140tam,ram,StacZa00,pass_cmp,0,,,,,
player,201409140tam,ram,StacZa00,pass_att,0,,,,,
player,201409140tam,ram,StacZa00,pass_yds,0,,,,,
player,201409140tam,ram,StacZa00,pass_td,0,,,,,
player,201409140tam,ram,StacZa00,pass_int,0,,,,,
player,201409140tam,ram,StacZa00,pass_sacked,0,,,,,
player,201409140tam,ram,StacZa00,pass_sacked_yds,0,,,,,
player,201409140tam,ram,StacZa00,pass_long,0,,,,,
player,201409140tam,ram,StacZa00,pass_rating,,,,,,
player,201409140tam,ram,StacZa00,rush_att,19,,,,,
player,201409140tam,ram,StacZa00,rush_yds,71,,,,,
player,201409140tam,ram,StacZa00,rush_td,1,,,,,
player,201409140tam,ram,StacZa00,rush_long,12,,,,,
player,201409140tam,ram,StacZa00,targets,0,,,,,
player,201409140tam,ram,StacZa00,rec,0,,,,,
player,201409140tam,ram,StacZa00,rec_yds,0,,,,,
player,201409140tam,ram,StacZa00,rec_td,0,,,,,
player,201409140tam,ram,StacZa00,rec_long,0,,,,,
player,201409140tam,ram,StacZa00,fumbles,1,,,,,
player,201409140tam,ram,StacZa00,fumbles_lost,1,,,,,
player,201409140tam,ram,AustTa00,pass_cmp,0,,,,,
player,201409140tam,ram,AustTa00,pass_att,0,,,,,
player,201409140tam,ram,AustTa00,pass_yds,0,,,,,
player,201409140tam,ram,AustTa00,pass_td,0,,,,,
player,201409140tam,ram,AustTa00,pass_int,0,,,,,
player,201409140tam,ram,AustTa00,pass_sacked,0,,,,,
player,201409140tam,ram,AustTa00,pass_sacked_yds,0,,,,,
player,201409140tam,ram,AustTa00,pass_long,0,,,,,
player,201409140tam,ram,AustTa00,pass_rating,,,,,,
player,201409140tam,ram,AustTa00,rush_att,2,,,,,
player,201409140tam,ram,AustTa00,rush_yds,21,,,,,
player,201409140tam,ram,AustTa00,rush_td,0,,,,,
player,201409140tam,ram,AustTa00,rush_long,18,,,,,
player,201409140tam,ram,AustTa00,targets,1,,,,,
player,201409140tam,ram,AustTa00,rec,0,,,,,
player,201409140tam,ram,AustTa00,rec_yds,0,,,,,
player,201409140tam,ram,AustTa00,rec_td,0,,,,,
player,201409140tam,ram,AustTa00,rec_long,0,,,,,
player,201409140tam,ram,AustTa00,fumbles,0,,,,,
player,201409140tam,ram,AustTa00,fumbles_lost,0,,,,,
player,201409140tam,ram,CunnBe01,pass_cmp,0,,,,,
player,201409140tam,ram,CunnBe01,pass_att,0,,,,,
player,201409140tam,ram,CunnBe01,pass_yds,0,,,,,
player,201409140tam,ram,CunnBe01,pass_td,0,,,,,
player,201409140tam,ram,CunnBe01,pass_int,0,,,,,
player,201409140tam,ram,CunnBe01,pass_sacked,0,,,,,
player,201409140tam,ram,CunnBe01,pass_sacked_yds,0,,,,,
player,201409140tam,ram,CunnBe01,pass_long,0,,,,,
player,201409140tam,ram,CunnBe01,pass_rating,,,,,,
player,201409140tam,ram,CunnBe01,rush_att,6,,,,,
player,201409140tam,ram,CunnBe01,rush_yds,15,,,,,
player,201409140tam,ram,CunnBe01,rush_td,0,,,,,
player,201409140tam,ram,CunnBe01,rush_long,11,,,,,
player,201409140tam,ram,CunnBe01,targets,2,,,,,
player,201409140tam,ram,CunnBe01,rec,1,,,,,
player,201409140tam,ram,CunnBe01,rec_yds,4,,,,,
player,201409140tam,ram,CunnBe01,rec_td,0,,,,,
player,201409140tam,ram,CunnBe01,rec_long,4,,,,,
player,201409140tam,ram,CunnBe01,fumbles,0,,,,,
player,201409140tam,ram,CunnBe01,fumbles_lost,0,,,,,
player,201409140tam,ram,BritKe00,pass_cmp,0,,,,,
player,201409140tam,ram,BritKe00,pass_att,0,,,,,
player,201409140tam,ram,BritKe00,pass_yds,0,,,,,
player,201409140tam,ram,BritKe00,pass_td,0,,,,,
player,201409140tam,ram,BritKe00,pass_int,0,,,,,
player,201409140tam,ram,BritKe00,pass_sacked,0,,,,,
player,201409140tam,ram,BritKe00,pass_sacked_yds,0,,,,,
player,201409140tam,ram,BritKe00,pass_long,0,,,,,
player,201409140tam,ram,BritKe00,pass_rating,,,,,,
player,201409140tam,ram,BritKe00,rush_att,1,,,,,
player,201409140tam,ram,BritKe00,rush_yds,12,,,,,
player,201409140tam,ram,BritKe00,rush_td,0,,,,,
player,201409140tam,ram,BritKe00,rush_long,12,,,,,
player,201409140tam,ram,BritKe00,targets,1,,,,,
player,201409140tam,ram,BritKe00,rec,1,,,,,
player,201409140tam,ram,BritKe00,rec_yds,17,,,,,
player,201409140tam,ram,BritKe00,rec_td,0,,,,,
player,201409140tam,ram,BritKe00,rec_long,17,,,,,
player,201409140tam,ram,BritKe00,fumbles,0,,,,,
player,201409140tam,ram,BritKe00,fumbles_lost,0,,,,,
player,201409140tam,ram,QuicBr00,pass_cmp,0,,,,,
player,201409140tam,ram,QuicBr00,pass_att,0,,,,,
player,201409140tam,ram,QuicBr00,pass_yds,0,,,,,
player,201409140tam,ram,QuicBr00,pass_td,0,,,,,
player,201409140tam,ram,QuicBr00,pass_int,0,,,,,
player,201409140tam,ram,QuicBr00,pass_sacked,0,,,,,
player,201409140tam,ram,QuicBr00,pass_sacked_yds,0,,,,,
player,201409140tam,ram,QuicBr00,pass_long,0,,,,,
player,201409140tam,ram,QuicBr00,pass_rating,,,,,,
player,201409140tam,ram,QuicBr00,rush_att,0,,,,,
player,201409140tam,ram,QuicBr00,rush_yds,0,,,,,
player,201409140tam,ram,QuicBr00,rush_td,0,,,,,
player,201409140tam,ram,QuicBr00,rush_long,0,,,,,
player,201409140tam,ram,QuicBr00,targets,9,,,,,
player,201409140tam,ram,QuicBr00,rec,7,,,,,
player,201409140tam,ram,QuicBr00,rec_yds,74,,,,,
player,201409140tam,ram,QuicBr00,rec_td,0,,,,,
player,201409140tam,ram,QuicBr00,rec_long,16,,,,,
player,201409140tam,ram,QuicBr00,fumbles,0,,,,,
player,201409140tam,ram,QuicBr00,fumbles_lost,0,,,,,
player,201409140tam,ram,CookJa02,pass_cmp,0,,,,,
player,201409140tam,ram,CookJa02,pass_att,0,,,,,
player,201409140tam,ram,CookJa02,pass_yds,0,,,,,
player,201409140tam,ram,CookJa02,pass_td,0,,,,,
player,201409140tam,ram,CookJa02,pass_int,0,,,,,
player,201409140tam,ram,CookJa02,pass_sacked,0,,,,,
player,201409140tam,ram,CookJa02,pass_sacked_yds,0,,,,,
player,201409140tam,ram,CookJa02,pass_long,0,,,,,
player,201409140tam,ram,CookJa02,pass_rating,,,,,,
player,201409140tam,ram,CookJa02,rush_att,0,,,,,
player,201409140tam,ram,CookJa02,rush_yds,0,,,,,
player,201409140tam,ram,CookJa02,rush_td,0,,,,,
player,201409140tam,ram,CookJa02,rush_long,0,,,,,
player,201409140tam,ram,CookJa02,targets,4,,,,,
player,201409140tam,ram,CookJa02,rec,4,,,,,
player,201409140tam,ram,CookJa02,rec_yds,46,,,,,
player,201409140tam,ram,CookJa02,rec_td,0,,,,,
player,201409140tam,ram,CookJa02,rec_long,22,,,,,
player,201409140tam,ram,CookJa02,fumbles,0,,,,,
player,201409140tam,ram,CookJa02,fumbles_lost,0,,,,,
player,201409140tam,ram,PettAu00,pass_cmp,0,,,,,
player,201409140tam,ram,PettAu00,pass_att,0,,,,,
player,201409140tam,ram,PettAu00,pass_yds,0,,,,,
player,201409140tam,ram,PettAu00,pass_td,0,,,,,
player,201409140tam,ram,PettAu00,pass_int,0,,,,,
player,201409140tam,ram,PettAu00,pass_sacked,0,,,,,
player,201409140tam,ram,PettAu00,pass_sacked_yds,0,,,,,
player,201409140tam,ram,PettAu00,pass_long,0,,,,,
player,201409140tam,ram,PettAu00,pass_rating,,,,,,
player,201409140tam,ram,PettAu00,rush_att,0,,,,,
player,201409140tam,ram,PettAu00,rush_yds,0,,,,,
player,201409140tam,ram,PettAu00,rush_td,0,,,,,
player,201409140tam,ram,PettAu00,rush_long,0,,,,,
player,201409140tam,ram,PettAu00,targets,4,,,,,
player,201409140tam,ram,PettAu00,rec,3,,,,,
player,201409140tam,ram,PettAu00,rec_yds,46,,,,,
player,201409140tam,ram,PettAu00,rec_td,0,,,,,
player,201409140tam,ram,PettAu00,rec_long,27,,,,,
player,201409140tam,ram,PettAu00,fumbles,0,,,,,
player,201409140tam,ram,PettAu00,fumbles_lost,0,,,,,
player,201409140tam,ram,KendLa00,pass_cmp,0,,,,,
player,201409140tam,ram,KendLa00,pass_att,0,,,,,
player,201409140tam,ram,KendLa00,pass_yds,0,,,,,
player,201409140tam,ram,KendLa00,pass_td,0,,,,,
player,201409140tam,ram,KendLa00,pass_int,0,,,,,
player,201409140tam,ram,KendLa00,pass_sacked,0,,,,,
player,201409140tam,ram,KendLa00,pass_sacked_yds,0,,,,,
player,201409140tam,ram,KendLa00,pass_long,0,,,,,
player,201409140tam,ram,KendLa00,pass_rating,,,,,,
player,201409140tam,ram,KendLa00,rush_att,0,,,,,
player,201409140tam,ram,KendLa00,rush_yds,0,,,,,
player,201409140tam,ram,KendLa00,rush_td,0,,,,,
player,201409140tam,ram,KendLa00,rush_long,0,,,,,
player,201409140tam,ram,KendLa00,targets,4,,,,,
player,201409140tam,ram,KendLa00,rec,3,,,,,
player,201409140tam,ram,KendLa00,rec_yds,25,,,,,
player,201409140tam,ram,KendLa00,rec_td,0,,,,,
player,201409140tam,ram,KendLa00,rec_long,13,,,,,
player,201409140tam,ram,KendLa00,fumbles,0,,,,,
player,201409140tam,ram,KendLa00,fumbles_lost,0,,,,,
player,201409140tam,ram,GiveCh00,pass_cmp,0,,,,,
player,201409140tam,ram,GiveCh00,pass_att,0,,,,,
player,201409140tam,ram,GiveCh00,pass_yds,0,,,,,
player,201409140tam,ram,GiveCh00,pass_td,0,,,,,
player,201409140tam,ram,GiveCh00,pass_int,0,,,,,
player,201409140tam,ram,GiveCh00,pass_sacked,0,,,,,
player,201409140tam,ram,GiveCh00,pass_sacked_yds,0,,,,,
player,201409140tam,ram,GiveCh00,pass_long,0,,,,,
player,201409140tam,ram,GiveCh00,pass_rating,,,,,,
player,201409140tam,ram,GiveCh00,rush_att,0,,,,,
player,201409140tam,ram,GiveCh00,rush_yds,0,,,,,
player,201409140tam,ram,GiveCh00,rush_td,0,,,,,
player,201409140tam,ram,GiveCh00,rush_long,0,,,,,
player,201409140tam,ram,GiveCh00,targets,2,,,,,
player,201409140tam,ram,GiveCh00,rec,1,,,,,
player,201409140tam,ram,GiveCh00,rec_yds,15,,,,,
player,201409140tam,ram,GiveCh00,rec_td,0,,,,,
player,201409140tam,ram,GiveCh00,rec_long,15,,,,,
player,201409140tam,ram,GiveCh00,fumbles,0,,,,,
player,201409140tam,ram,GiveCh00,fumbles_lost,0,,,,,
player,201409140tam,ram,HarkCo00,pass_cmp,0,,,,,
player,201409140tam,ram,HarkCo00,pass_att,0,,,,,
player,201409140tam,ram,HarkCo00,pass_yds,0,,,,,
player,201409140tam,ram,HarkCo00,pass_td,0,,,,,
player,201409140tam,ram,HarkCo00,pass_int,0,,,,,
player,201409140tam,ram,HarkCo00,pass_sacked,0,,,,,
player,201409140tam,ram,HarkCo00,pass_sacked_yds,0,,,,,
player,201409140tam,ram,HarkCo00,pass_long,0,,,,,
player,201409140tam,ram,HarkCo00,pass_rating,,,,,,
player,201409140tam,ram,HarkCo00,rush_att,0,,,,,
player,201409140tam,ram,HarkCo00,rush_yds,0,,,,,
player,201409140tam,ram,HarkCo00,rush_td,0,,,,,
player,201409140tam,ram,HarkCo00,rush_long,0,,,,,
player,201409140tam,ram,HarkCo00,targets,2,,,,,
player,201409140tam,ram,HarkCo00,rec,2,,,,,
player,201409140tam,ram,HarkCo00,rec_yds,8,,,,,
player,201409140tam,ram,HarkCo00,rec_td,0,,,,,
player,201409140tam,ram,HarkCo00,rec_long,6,,,,,
player,201409140tam,ram,HarkCo00,fumbles,0,,,,,
player,201409140tam,ram,HarkCo00,fumbles_lost,0,,,,,
player,201409140tam,tam,McCoJo01,pass_cmp,16,,,,,
player,201409140tam,tam,McCoJo01,pass_att,21,,,,,
player,201409140tam,tam,McCoJo01,pass_yds,179,,,,,
player,201409140tam,tam,McCoJo01,pass_td,0,,,,,
player,201409140tam,tam,McCoJo01,pass_int,1,,,,,
player,201409140tam,tam,McCoJo01,pass_sacked,1,,,,,
player,201409140tam,tam,McCoJo01,pass_sacked_yds,4,,,,,
player,201409140tam,tam,McCoJo01,pass_long,29,,,,,
player,201409140tam,tam,McCoJo01,pass_rating,81.3,,,,,
player,201409140tam,tam,McCoJo01,rush_att,2,,,,,
player,201409140tam,tam,McCoJo01,rush_yds,6,,,,,
player,201409140tam,tam,McCoJo01,rush_td,2,,,,,
player,201409140tam,tam,McCoJo01,rush_long,5,,,,,
player,201409140tam,tam,McCoJo01,targets,0,,,,,
player,201409140tam,tam,McCoJo01,rec,0,,,,,
player,201409140tam,tam,McCoJo01,rec_yds,0,,,,,
player,201409140tam,tam,McCoJo01,rec_td,0,,,,,
player,201409140tam,tam,McCoJo01,rec_long,0,,,,,
player,201409140tam,tam,McCoJo01,fumbles,0,,,,,
player,201409140tam,tam,McCoJo01,fumbles_lost,0,,,,,
player,201409140tam,tam,RainBo00,pass_cmp,0,,,,,
player,201409140tam,tam,RainBo00,pass_att,0,,,,,
player,201409140tam,tam,RainBo00,pass_yds,0,,,,,
player,201409140tam,tam,RainBo00,pass_td,0,,,,,
player,201409140tam,tam,RainBo00,pass_int,0,,,,,
player,201409140tam,tam,RainBo00,pass_sacked,0,,,,,
player,201409140tam,tam,RainBo00,pass_sacked_yds,0,,,,,
player,201409140tam,tam,RainBo00,pass_long,0,,,,,
player,201409140tam,tam,RainBo00,pass_rating,,,,,,
player,201409140tam,tam,RainBo00,rush_att,22,,,,,
player,201409140tam,tam,RainBo00,rush_yds,144,,,,,
player,201409140tam,tam,RainBo00,rush_td,0,,,,,
player,201409140tam,tam,RainBo00,rush_long,31,,,,,
player,201409140tam,tam,RainBo00,targets,3,,,,,
player,201409140tam,tam,RainBo00,rec,3,,,,,
player,201409140tam,tam,RainBo00,rec_yds,30,,,,,
player,201409140tam,tam,RainBo00,rec_td,0,,,,,
player,201409140tam,tam,RainBo00,rec_long,19,,,,,
player,201409140tam,tam,RainBo00,fumbles,0,,,,,
player,201409140tam,tam,RainBo00,fumbles_lost,0,,,,,
player,201409140tam,tam,JameMi00,pass_cmp,0,,,,,
player,201409140tam,tam,JameMi00,pass_att,0,,,,,
player,201409140tam,tam,JameMi00,pass_yds,0,,,,,
player,201409140tam,tam,JameMi00,pass_td,0,,,,,
player,201409140tam,tam,JameMi00,pass_int,0,,,,,
player,201409140tam,tam,JameMi00,pass_sacked,0,,,,,
player,201409140tam,tam,JameMi00,pass_sacked_yds,0,,,,,
player,201409140tam,tam,JameMi00,pass_long,0,,,,,
player,201409140tam,tam,JameMi00,pass_rating,,,,,,
player,201409140tam,tam,JameMi00,rush_att,6,,,,,
player,201409140tam,tam,JameMi00,rush_yds,7,,,,,
player,201409140tam,tam,JameMi00,rush_td,0,,,,,
player,201409140tam,tam,JameMi00,rush_long,8,,,,,
player,201409140tam,tam,JameMi00,targets,0,,,,,
player,201409140tam,tam,JameMi00,rec,0,,,,,
player,201409140tam,tam,JameMi00,rec_yds,0,,,,,
player,201409140tam,tam,JameMi00,rec_td,0,,,,,
player,201409140tam,tam,JameMi00,rec_long,0,,,,,
player,201409140tam,tam,JameMi00,fumbles,0,,,,,
player,201409140tam,tam,JameMi00,fumbles_lost,0,,,,,
player,201409140tam,tam,JackVi00,pass_cmp,0,,,,,
player,201409140tam,tam,JackVi00,pass_att,0,,,,,
player,201409140tam,tam,JackVi00,pass_yds,0,,,,,
player,201409140tam,tam,JackVi00,pass_td,0,,,,,
player,201409140tam,tam,JackVi00,pass_int,0,,,,,
player,201409140tam,tam,JackVi00,pass_sacked,0,,,,,
player,201409140tam,tam,JackVi00,pass_sacked_yds,0,,,,,
player,201409140tam,tam,JackVi00,pass_long,0,,,,,
player,201409140tam,tam,JackVi00,pass_rating,,,,,,
player,201409140tam,tam,JackVi00,rush_att,0,,,,,
player,201409140tam,tam,JackVi00,rush_yds,0,,,,,
player,201409140tam,tam,JackVi00,rush_td,0,,,,,
player,201409140tam,tam,JackVi00,rush_long,0,,,,,
player,201409140tam,tam,JackVi00,targets,7,,,,,
player,201409140tam,tam,JackVi00,rec,4,,,,,
player,201409140tam,tam,JackVi00,rec_yds,51,,,,,
player,201409140tam,tam,JackVi00,rec_td,0,,,,,
player,201409140tam,tam,JackVi00,rec_long,20,,,,,
player,201409140tam,tam,JackVi00,fumbles,0,,,,,
player,201409140tam,tam,JackVi00,fumbles_lost,0,,,,,
player,201409140tam,tam,EvanMi00,pass_cmp,0,,,,,
player,201409140tam,tam,EvanMi00,pass_att,0,,,,,
player,201409140tam,tam,EvanMi00,pass_yds,0,,,,,
player,201409140tam,tam,EvanMi00,pass_td,0,,,,,
player,201409140tam,tam,EvanMi00,pass_int,0,,,,,
player,201409140tam,tam,EvanMi00,pass_sacked,0,,,,,
player,201409140tam,tam,EvanMi00,pass_sacked_yds,0,,,,,
player,201409140tam,tam,EvanMi00,pass_long,0,,,,,
player,201409140tam,tam,EvanMi00,pass_rating,,,,,,
player,201409140tam,tam,EvanMi00,rush_att,0,,,,,
player,201409140tam,tam,EvanMi00,rush_yds,0,,,,,
player,201409140tam,tam,EvanMi00,rush_td,0,,,,,
player,201409140tam,tam,EvanMi00,rush_long,0,,,,,
player,201409140tam,tam,EvanMi00,targets,4,,,,,
player,201409140tam,tam,EvanMi00,rec,4,,,,,
player,201409140tam,tam,EvanMi00,rec_yds,49,,,,,
player,201409140tam,tam,EvanMi00,rec_td,0,,,,,
player,201409140tam,tam,EvanMi00,rec_long,29,,,,,
player,201409140tam,tam,EvanMi00,fumbles,0,,,,,
player,201409140tam,tam,EvanMi00,fumbles_lost,0,,,,,
player,201409140tam,tam,MyerBr00,pass_cmp,0,,,,,
player,201409140tam,tam,MyerBr00,pass_att,0,,,,,
player,201409140tam,tam,MyerBr00,pass_yds,0,,,,,
player,201409140tam,tam,MyerBr00,pass_td,0,,,,,
player,201409140tam,tam,MyerBr00,pass_int,0,,,,,
player,201409140tam,tam,MyerBr00,pass_sacked,0,,,,,
player,201409140tam,tam,MyerBr00,pass_sacked_yds,0,,,,,
player,201409140tam,tam,MyerBr00,pass_long,0,,,,,
player,201409140tam,tam,MyerBr00,pass_rating,,,,,,
player,201409140tam,tam,MyerBr00,rush_att,0,,,,,
player,201409140tam,tam,MyerBr00,rush_yds,0,,,,,
player,201409140tam,tam,MyerBr00,rush_td,0,,,,,
player,201409140tam,tam,MyerBr00,rush_long,0,,,,,
player,201409140tam,tam,MyerBr00,targets,2,,,,,
player,201409140tam,tam,MyerBr00,rec,2,,,,,
player,201409140tam,tam,MyerBr00,rec_yds,33,,,,,
player,201409140tam,tam,MyerBr00,rec_td,0,,,,,
player,201409140tam,tam,MyerBr00,rec_long,24,,,,,
player,201409140tam,tam,MyerBr00,fumbles,0,,,,,
player,201409140tam,tam,MyerBr00,fumbles_lost,0,,,,,
player,201409140tam,tam,HerrRo00,pass_cmp,0,,,,,
player,201409140tam,tam,HerrRo00,pass_att,0,,,,,
player,201409140tam,tam,HerrRo00,pass_yds,0,,,,,
player,201409140tam,tam,HerrRo00,pass_td,0,,,,,
player,201409140tam,tam,HerrRo00,pass_int,0,,,,,
player,201409140tam,tam,HerrRo00,pass_sacked,0,,,,,
player,201409140tam,tam,HerrRo00,pass_sacked_yds,0,,,,,
player,201409140tam,tam,HerrRo00,pass_long,0,,,,,
player,201409140tam,tam,HerrRo00,pass_rating,,,,,,
player,201409140tam,tam,HerrRo00,rush_att,0,,,,,
player,201409140tam,tam,HerrRo00,rush_yds,0,,,,,
player,201409140tam,tam,HerrRo00,rush_td,0,,,,,
player,201409140tam,tam,HerrRo00,rush_long,0,,,,,
player,201409140tam,tam,HerrRo00,targets,3,,,,,
player,201409140tam,tam,HerrRo00,rec,2,,,,,
player,201409140tam,tam,HerrRo00,rec_yds,13,,,,,
player,201409140tam,tam,HerrRo00,rec_td,0,,,,,
player,201409140tam,tam,HerrRo00,rec_long,8,,,,,
player,201409140tam,tam,HerrRo00,fumbles,0,,,,,
player,201409140tam,tam,HerrRo00,fumbles_lost,0,,,,,
player,201409140tam,tam,LaneJo00,pass_cmp,0,,,,,
player,201409140tam,tam,LaneJo00,pass_att,0,,,,,
player,201409140tam,tam,LaneJo00,pass_yds,0,,,,,
player,201409140tam,tam,LaneJo00,pass_td,0,,,,,
player,201409140tam,tam,LaneJo00,pass_int,0,,,,,
player,201409140tam,tam,LaneJo00,pass_sacked,0,,,,,
player,201409140tam,tam,LaneJo00,pass_sacked_yds,0,,,,,
player,201409140tam,tam,LaneJo00,pass_long,0,,,,,
player,201409140tam,tam,LaneJo00,pass_rating,,,,,,
player,201409140tam,tam,LaneJo00,rush_att,0,,,,,
player,201409140tam,tam,LaneJo00,rush_yds,0,,,,,
player,201409140tam,tam,LaneJo00,rush_td,0,,,,,
player,201409140tam,tam,LaneJo00,rush_long,0,,,,,
player,201409140tam,tam,LaneJo00,targets,1,,,,,
player,201409140tam,tam,LaneJo00,rec,1,,,,,
player,201409140tam,tam,LaneJo00,rec_yds,3,,,,,
player,201409140tam,tam,LaneJo00,rec_td,0,,,,,
player,201409140tam,tam,LaneJo00,rec_long,3,,,,,
player,201409140tam,tam,LaneJo00,fumbles,0,,,,,
player,201409140tam,tam,LaneJo00,fumbles_lost,0,,,,,
player,201409140tam,ram,McLeRo00,def_int,1,,,,,
player,201409140tam,ram,McLeRo00,def_int_yds,0,,,,,
player,201409140tam,ram,McLeRo00,def_int_td,0,,,,,
player,201409140tam,ram,McLeRo00,def_int_long,0,,,,,
player,201409140tam,ram,McLeRo00,pass_defended,1,,,,,
player,201409140tam,ram,McLeRo00,sacks,0.0,,,,,
player,201409140tam,ram,McLeRo00,tackles_combined,5,,,,,
player,201409140tam,ram,McLeRo00,tackles_solo,5,,,,,
player,201409140tam,ram,McLeRo00,tackles_assists,0,,,,,
player,201409140tam,ram,McLeRo00,tackles_loss,0,,,,,
player,201409140tam,ram,McLeRo00,qb_hits,0,,,,,
player,201409140tam,ram,McLeRo00,fumbles_rec,0,,,,,
player,201409140tam,ram,McLeRo00,fumbles_rec_yds,0,,,,,
player,201409140tam,ram,McLeRo00,fumbles_rec_td,0,,,,,
player,201409140tam,ram,McLeRo00,fumbles_forced,0,,,,,
player,201409140tam,ram,DonaAa00,def_int,0,,,,,
player,201409140tam,ram,DonaAa00,def_int_yds,0,,,,,
player,201409140tam,ram,DonaAa00,def_int_td,0,,,,,
player,201409140tam,ram,DonaAa00,def_int_long,0,,,,,
player,201409140tam,ram,DonaAa00,pass_defended,0,,,,,
player,201409140tam,ram,DonaAa00,sacks,1.0,,,,,
player,201409140tam,ram,DonaAa00,tackles_combined,3,,,,,
player,201409140tam,ram,DonaAa00,tackles_solo,3,,,,,
player,201409140tam,ram,DonaAa00,tackles_assists,0,,,,,
player,201409140tam,ram,DonaAa00,tackles_loss,3,,,,,
player,201409140tam,ram,DonaAa00,qb_hits,1,,,,,
player,201409140tam,ram,DonaAa00,fumbles_rec,0,,,,,
player,201409140tam,ram,DonaAa00,fumbles_rec_yds,0,,,,,
player,201409140tam,ram,DonaAa00,fumbles_rec_td,0,,,,,
player,201409140tam,ram,DonaAa00,fumbles_forced,0,,,,,
player,201409140tam,ram,LaurJa99,def_int,0,,,,,
player,201409140tam,ram,LaurJa99,def_int_yds,0,,,,,
player,201409140tam,ram,LaurJa99,def_int_td,0,,,,,
player,201409140tam,ram,LaurJa99,def_int_long,0,,,,,
player,201409140tam,ram,LaurJa99,pass_defended,0,,,,,
player,201409140tam,ram,LaurJa99,sacks,0.0,,,,,
player,201409140tam,ram,LaurJa99,tackles_combined,6,,,,,
player,201409140tam,ram,LaurJa99,tackles_solo,4,,,,,
player,201409140tam,ram,LaurJa99,tackles_assists,2,,,,,
player,201409140tam,ram,LaurJa99,tackles_loss,0,,,,,
player,201409140tam,ram,LaurJa99,qb_hits,1,,,,,
player,201409140tam,ram,LaurJa99,fumbles_rec,0,,,,,
player,201409140tam,ram,LaurJa99,fumbles_rec_yds,0,,,,,
player,201409140tam,ram,LaurJa99,fumbles_rec_td,0,,,,,
player,201409140tam,ram,LaurJa99,fumbles_forced,0,,,,,
player,201409140tam,ram,OgleAl00,def_int,0,,,,,
player,201409140tam,ram,OgleAl00,def_int_yds,0,,,,,
player,201409140tam,ram,OgleAl00,def_int_td,0,,,,,
player,201409140tam,ram,OgleAl00,def_int_long,0,,,,,
player,201409140tam,ram,OgleAl00,pass_defended,0,,,,,
player,201409140tam,ram,OgleAl00,sacks,0.0,,,,,
player,201409140tam,ram,OgleAl00,tackles_combined,6,,,,,
player,201409140tam,ram,OgleAl00,tackles_solo,4,,,,,
player,201409140tam,ram,OgleAl00,tackles_assists,2,,,,,
