game,2014,5,20141005,201410050car,chi,"Chicago Bears",24,car,"Carolina Panthers",31
player,201410050car,chi,CareKa00,pass_rating,,,,,,
player,201410050car,chi,CareKa00,rush_att,2,,,,,
player,201410050car,chi,CareKa00,rush_yds,2,,,,,
player,201410050car,chi,CareKa00,rush_td,0,,,,,
player,201410050car,chi,CareKa00,rush_long,2,,,,,
player,201410050car,chi,CareKa00,targets,0,,,,,
player,201410050car,chi,CareKa00,rec,0,,,,,
player,201410050car,chi,CareKa00,rec_yds,0,,,,,
player,201410050car,chi,CareKa00,rec_td,0,,,,,
player,201410050car,chi,CareKa00,rec_long,0,,,,,
player,201410050car,chi,CareKa00,fumbles,0,,,,,
player,201410050car,chi,CareKa00,fumbles_lost,0,,,,,
player,201410050car,chi,JeffAl00,pass_cmp,0,,,,,
player,201410050car,chi,JeffAl00,pass_att,0,,,,,
player,201410050car,chi,JeffAl00,pass_yds,0,,,,,
player,201410050car,chi,JeffAl00,pass_td,0,,,,,
player,201410050car,chi,JeffAl00,pass_int,0,,,,,
player,201410050car,chi,JeffAl00,pass_sacked,0,,,,,
player,201410050car,chi,JeffAl00,pass_sacked_yds,0,,,,,
player,201410050car,chi,JeffAl00,pass_long,0,,,,,
player,201410050car,chi,JeffAl00,pass_rating,,,,,,
player,201410050car,chi,JeffAl00,rush_att,0,,,,,
player,201410050car,chi,JeffAl00,rush_yds,0,,,,,
player,201410050car,chi,JeffAl00,rush_td,0,,,,,
player,201410050car,chi,JeffAl00,rush_long,0,,,,,
player,201410050car,chi,JeffAl00,targets,7,,,,,
player,201410050car,chi,JeffAl00,rec,6,,,,,
player,201410050car,chi,JeffAl00,rec_yds,97,,,,,
player,201410050car,chi,JeffAl00,rec_td,1,,,,,
player,201410050car,chi,JeffAl00,rec_long,31,,,,,
player,201410050car,chi,JeffAl00,fumbles,0,,,,,
player,201410050car,chi,JeffAl00,fumbles_lost,0,,,,,
player,201410050car,chi,MarsBr00,pass_cmp,0,,,,,
player,201410050car,chi,MarsBr00,pass_att,0,,,,,
player,201410050car,chi,MarsBr00,pass_yds,0,,,,,
player,201410050car,chi,MarsBr00,pass_td,0,,,,,
player,201410050car,chi,MarsBr00,pass_int,0,,,,,
player,201410050car,chi,MarsBr00,pass_sacked,0,,,,,
player,201410050car,chi,MarsBr00,pass_sacked_yds,0,,,,,
player,201410050car,chi,MarsBr00,pass_long,0,,,,,
player,201410050car,chi,MarsBr00,pass_rating,,,,,,
player,201410050car,chi,MarsBr00,rush_att,0,,,,,
player,201410050car,chi,MarsBr00,rush_yds,0,,,,,
player,201410050car,chi,MarsBr00,rush_td,0,,,,,
player,201410050car,chi,MarsBr00,rush_long,0,,,,,
player,201410050car,chi,MarsBr00,targets,5,,,,,
player,201410050car,chi,MarsBr00,rec,3,,,,,
player,201410050car,chi,MarsBr00,rec_yds,44,,,,,
player,201410050car,chi,MarsBr00,rec_td,0,,,,,
player,201410050car,chi,MarsBr00,rec_long,18,,,,,
player,201410050car,chi,MarsBr00,fumbles,0,,,,,
player,201410050car,chi,MarsBr00,fumbles_lost,0,,,,,
player,201410050car,chi,RosaDa00,pass_cmp,0,,,,,
player,201410050car,chi,RosaDa00,pass_att,0,,,,,
player,201410050car,chi,RosaDa00,pass_yds,0,,,,,
player,201410050car,chi,RosaDa00,pass_td,0,,,,,
player,201410050car,chi,RosaDa00,pass_int,0,,,,,
player,201410050car,chi,RosaDa00,pass_sacked,0,,,,,
player,201410050car,chi,RosaDa00,pass_sacked_yds,0,,,,,
player,201410050car,chi,RosaDa00,pass_long,0,,,,,
player,201410050car,chi,RosaDa00,pass_rating,,,,,,
player,201410050car,chi,RosaDa00,rush_att,0,,,,,
player,201410050car,chi,RosaDa00,rush_yds,0,,,,,
player,201410050car,chi,RosaDa00,rush_td,0,,,,,
player,201410050car,chi,RosaDa00,rush_long,0,,,,,
player,201410050car,chi,RosaDa00,targets,4,,,,,
player,201410050car,chi,RosaDa00,rec,3,,,,,
player,201410050car,chi,RosaDa00,rec_yds,20,,,,,
player,201410050car,chi,RosaDa00,rec_td,0,,,,,
player,201410050car,chi,RosaDa00,rec_long,9,,,,,
player,201410050car,chi,RosaDa00,fumbles,0,,,,,
player,201410050car,chi,RosaDa00,fumbles_lost,0,,,,,
player,201410050car,chi,BennMa00,pass_cmp,0,,,,,
player,201410050car,chi,BennMa00,pass_att,0,,,,,
player,201410050car,chi,BennMa00,pass_yds,0,,,,,
player,201410050car,chi,BennMa00,pass_td,0,,,,,
player,201410050car,chi,BennMa00,pass_int,0,,,,,
player,201410050car,chi,BennMa00,pass_sacked,0,,,,,
player,201410050car,chi,BennMa00,pass_sacked_yds,0,,,,,
player,201410050car,chi,BennMa00,pass_long,0,,,,,
player,201410050car,chi,BennMa00,pass_rating,,,,,,
player,201410050car,chi,BennMa00,rush_att,0,,,,,
player,201410050car,chi,BennMa00,rush_yds,0,,,,,
player,201410050car,chi,BennMa00,rush_td,0,,,,,
player,201410050car,chi,BennMa00,rush_long,0,,,,,
player,201410050car,chi,BennMa00,targets,5,,,,,
player,201410050car,chi,BennMa00,rec,3,,,,,
player,201410050car,chi,BennMa00,rec_yds,17,,,,,
player,201410050car,chi,BennMa00,rec_td,0,,,,,
player,201410050car,chi,BennMa00,rec_long,7,,,,,
player,201410050car,chi,BennMa00,fumbles,0,,,,,
player,201410050car,chi,BennMa00,fumbles_lost,0,,,,,
player,201410050car,chi,HolmSa00,pass_cmp,0,,,,,
player,201410050car,chi,HolmSa00,pass_att,0,,,,,
player,201410050car,chi,HolmSa00,pass_yds,0,,,,,
player,201410050car,chi,HolmSa00,pass_td,0,,,,,
player,201410050car,chi,HolmSa00,pass_int,0,,,,,
player,201410050car,chi,HolmSa00,pass_sacked,0,,,,,
player,201410050car,chi,HolmSa00,pass_sacked_yds,0,,,,,
player,201410050car,chi,HolmSa00,pass_long,0,,,,,
player,201410050car,chi,HolmSa00,pass_rating,,,,,,
player,201410050car,chi,HolmSa00,rush_att,0,,,,,
player,201410050car,chi,HolmSa00,rush_yds,0,,,,,
player,201410050car,chi,HolmSa00,rush_td,0,,,,,
player,201410050car,chi,HolmSa00,rush_long,0,,,,,
player,201410050car,chi,HolmSa00,targets,3,,,,,
player,201410050car,chi,HolmSa00,rec,1,,,,,
player,201410050car,chi,HolmSa00,rec_yds,6,,,,,
player,201410050car,chi,HolmSa00,rec_td,0,,,,,
player,201410050car,chi,HolmSa00,rec_long,6,,,,,
player,201410050car,chi,HolmSa00,fumbles,1,,,,,
player,201410050car,chi,HolmSa00,fumbles_lost,0,,,,,
player,201410050car,car,NewtCa00,pass_cmp,19,,,,,
player,201410050car,car,NewtCa00,pass_att,35,,,,,
player,201410050car,car,NewtCa00,pass_yds,255,,,,,
player,201410050car,car,NewtCa00,pass_td,2,,,,,
player,201410050car,car,NewtCa00,pass_int,1,,,,,
player,201410050car,car,NewtCa00,pass_sacked,2,,,,,
player,201410050car,car,NewtCa00,pass_sacked_yds,24,,,,,
player,201410050car,car,NewtCa00,pass_long,22,,,,,
player,201410050car,car,NewtCa00,pass_rating,84.8,,,,,
player,201410050car,car,NewtCa00,rush_att,6,,,,,
player,201410050car,car,NewtCa00,rush_yds,9,,,,,
player,201410050car,car,NewtCa00,rush_td,0,,,,,
player,201410050car,car,NewtCa00,rush_long,3,,,,,
player,201410050car,car,NewtCa00,targets,0,,,,,
player,201410050car,car,NewtCa00,rec,0,,,,,
player,201410050car,car,NewtCa00,rec_yds,0,,,,,
player,201410050car,car,NewtCa00,rec_td,0,,,,,
player,201410050car,car,NewtCa00,rec_long,0,,,,,
player,201410050car,car,NewtCa00,fumbles,1,,,,,
player,201410050car,car,NewtCa00,fumbles_lost,1,,,,,
player,201410050car,car,ReavDa00,pass_cmp,0,,,,,
player,201410050car,car,ReavDa00,pass_att,0,,,,,
player,201410050car,car,ReavDa00,pass_yds,0,,,,,
player,201410050car,car,ReavDa00,pass_td,0,,,,,
player,201410050car,car,ReavDa00,pass_int,0,,,,,
player,201410050car,car,ReavDa00,pass_sacked,0,,,,,
player,201410050car,car,ReavDa00,pass_sacked_yds,0,,,,,
player,201410050car,car,ReavDa00,pass_long,0,,,,,
player,201410050car,car,ReavDa00,pass_rating,,,,,,
player,201410050car,car,ReavDa00,rush_att,10,,,,,
player,201410050car,car,ReavDa00,rush_yds,36,,,,,
player,201410050car,car,ReavDa00,rush_td,0,,,,,
player,201410050car,car,ReavDa00,rush_long,9,,,,,
player,201410050car,car,ReavDa00,targets,1,,,,,
player,201410050car,car,ReavDa00,rec,1,,,,,
player,201410050car,car,ReavDa00,rec_yds,16,,,,,
player,201410050car,car,ReavDa00,rec_td,0,,,,,
player,201410050car,car,ReavDa00,rec_long,16,,,,,
player,201410050car,car,ReavDa00,fumbles,0,,,,,
player,201410050car,car,ReavDa00,fumbles_lost,0,,,,,
player,201410050car,car,OgboCh00,pass_cmp,0,,,,,
player,201410050car,car,OgboCh00,pass_att,0,,,,,
player,201410050car,car,OgboCh00,pass_yds,0,,,,,
player,201410050car,car,OgboCh00,pass_td,0,,,,,
player,201410050car,car,OgboCh00,pass_int,0,,,,,
player,201410050car,car,OgboCh00,pass_sacked,0,,,,,
player,201410050car,car,OgboCh00,pass_sacked_yds,0,,,,,
player,201410050car,car,OgboCh00,pass_long,0,,,,,
player,201410050car,car,OgboCh00,pass_rating,,,,,,
player,201410050car,car,OgboCh00,rush_att,8,,,,,
player,201410050car,car,OgboCh00,rush_yds,24,,,,,
player,201410050car,car,OgboCh00,rush_td,1,,,,,
player,201410050car,car,OgboCh00,rush_long,5,,,,,
player,201410050car,car,OgboCh00,targets,0,,,,,
player,201410050car,car,OgboCh00,rec,0,,,,,
player,201410050car,car,OgboCh00,rec_yds,0,,,,,
player,201410050car,car,OgboCh00,rec_td,0,,,,,
player,201410050car,car,OgboCh00,rec_long,0,,,,,
player,201410050car,car,OgboCh00,fumbles,0,,,,,
player,201410050car,car,OgboCh00,fumbles_lost,0,,,,,
player,201410050car,car,BrowPh00,pass_cmp,0,,,,,
player,201410050car,car,BrowPh00,pass_att,0,,,,,
player,201410050car,car,BrowPh00,pass_yds,0,,,,,
player,201410050car,car,BrowPh00,pass_td,0,,,,,
player,201410050car,car,BrowPh00,pass_int,0,,,,,
player,201410050car,car,BrowPh00,pass_sacked,0,,,,,
player,201410050car,car,BrowPh00,pass_sacked_yds,0,,,,,
player,201410050car,car,BrowPh00,pass_long,0,,,,,
player,201410050car,car,BrowPh00,pass_rating,,,,,,
player,201410050car,car,BrowPh00,rush_att,2,,,,,
player,201410050car,car,BrowPh00,rush_yds,22,,,,,
player,201410050car,car,BrowPh00,rush_td,0,,,,,
player,201410050car,car,BrowPh00,rush_long,14,,,,,
player,201410050car,car,BrowPh00,targets,1,,,,,
player,201410050car,car,BrowPh00,rec,1,,,,,
player,201410050car,car,BrowPh00,rec_yds,4,,,,,
player,201410050car,car,BrowPh00,rec_td,0,,,,,
player,201410050car,car,BrowPh00,rec_long,4,,,,,
player,201410050car,car,BrowPh00,fumbles,1,,,,,
player,201410050car,car,BrowPh00,fumbles_lost,0,,,,,
player,201410050car,car,OlseGr00,pass_cmp,0,,,,,
player,201410050car,car,OlseGr00,pass_att,0,,,,,
player,201410050car,car,OlseGr00,pass_yds,0,,,,,
player,201410050car,car,OlseGr00,pass_td,0,,,,,
player,201410050car,car,OlseGr00,pass_int,0,,,,,
player,201410050car,car,OlseGr00,pass_sacked,0,,,,,
player,201410050car,car,OlseGr00,pass_sacked_yds,0,,,,,
player,201410050car,car,OlseGr00,pass_long,0,,,,,
player,201410050car,car,OlseGr00,pass_rating,,,,,,
player,201410050car,car,OlseGr00,rush_att,0,,,,,
player,201410050car,car,OlseGr00,rush_yds,0,,,,,
player,201410050car,car,OlseGr00,rush_td,0,,,,,
player,201410050car,car,OlseGr00,rush_long,0,,,,,
player,201410050car,car,OlseGr00,targets,9,,,,,
player,201410050car,car,OlseGr00,rec,6,,,,,
player,201410050car,car,OlseGr00,rec_yds,72,,,,,
player,201410050car,car,OlseGr00,rec_td,2,,,,,
player,201410050car,car,OlseGr00,rec_long,19,,,,,
player,201410050car,car,OlseGr00,fumbles,0,,,,,
player,201410050car,car,OlseGr00,fumbles_lost,0,,,,,
player,201410050car,car,CotcJe00,pass_cmp,0,,,,,
player,201410050car,car,CotcJe00,pass_att,0,,,,,
player,201410050car,car,CotcJe00,pass_yds,0,,,,,
player,201410050car,car,CotcJe00,pass_td,0,,,,,
player,201410050car,car,CotcJe00,pass_int,0,,,,,
player,201410050car,car,CotcJe00,pass_sacked,0,,,,,
player,201410050car,car,CotcJe00,pass_sacked_yds,0,,,,,
player,201410050car,car,CotcJe00,pass_long,0,,,,,
player,201410050car,car,CotcJe00,pass_rating,,,,,,
player,201410050car,car,CotcJe00,rush_att,0,,,,,
player,201410050car,car,CotcJe00,rush_yds,0,,,,,
player,201410050car,car,CotcJe00,rush_td,0,,,,,
player,201410050car,car,CotcJe00,rush_long,0,,,,,
player,201410050car,car,CotcJe00,targets,4,,,,,
player,201410050car,car,CotcJe00,rec,3,,,,,
player,201410050car,car,CotcJe00,rec_yds,46,,,,,
player,201410050car,car,CotcJe00,rec_td,0,,,,,
player,201410050car,car,CotcJe00,rec_long,22,,,,,
player,201410050car,car,CotcJe00,fumbles,0,,,,,
player,201410050car,car,CotcJe00,fumbles_lost,0,,,,,
player,201410050car,car,AvanJa00,pass_cmp,0,,,,,
player,201410050car,car,AvanJa00,pass_att,0,,,,,
player,201410050car,car,AvanJa00,pass_yds,0,,,,,
player,201410050car,car,AvanJa00,pass_td,0,,,,,
player,201410050car,car,AvanJa00,pass_int,0,,,,,
player,201410050car,car,AvanJa00,pass_sacked,0,,,,,
player,201410050car,car,AvanJa00,pass_sacked_yds,0,,,,,
player,201410050car,car,AvanJa00,pass_long,0,,,,,
player,201410050car,car,AvanJa00,pass_rating,,,,,,
player,201410050car,car,AvanJa00,rush_att,0,,,,,
player,201410050car,car,AvanJa00,rush_yds,0,,,,,
player,201410050car,car,AvanJa00,rush_td,0,,,,,
player,201410050car,car,AvanJa00,rush_long,0,,,,,
player,201410050car,car,AvanJa00,targets,4,,,,,
player,201410050car,car,AvanJa00,rec,2,,,,,
player,201410050car,car,AvanJa00,rec_yds,42,,,,,
player,201410050car,car,AvanJa00,rec_td,0,,,,,
player,201410050car,car,AvanJa00,rec_long,22,,,,,
player,201410050car,car,AvanJa00,fumbles,0,,,,,
player,201410050car,car,AvanJa00,fumbles_lost,0,,,,,
player,201410050car,car,BenjKe00,pass_cmp,0,,,,,
player,201410050car,car,BenjKe00,pass_att,0,,,,,
player,201410050car,car,BenjKe00,pass_yds,0,,,,,
player,201410050car,car,BenjKe00,pass_td,0,,,,,
player,201410050car,car,BenjKe00,pass_int,0,,,,,
player,201410050car,car,BenjKe00,pass_sacked,0,,,,,
player,201410050car,car,BenjKe00,pass_sacked_yds,0,,,,,
player,201410050car,car,BenjKe00,pass_long,0,,,,,
player,201410050car,car,BenjKe00,pass_rating,,,,,,
player,201410050car,car,BenjKe00,rush_att,0,,,,,
player,201410050car,car,BenjKe00,rush_yds,0,,,,,
player,201410050car,car,BenjKe00,rush_td,0,,,,,
player,201410050car,car,BenjKe00,rush_long,0,,,,,
player,201410050car,car,BenjKe00,targets,11,,,,,
player,201410050car,car,BenjKe00,rec,3,,,,,
player,201410050car,car,BenjKe00,rec_yds,38,,,,,
player,201410050car,car,BenjKe00,rec_td,0,,,,,
player,201410050car,car,BenjKe00,rec_long,18,,,,,
player,201410050car,car,BenjKe00,fumbles,1,,,,,
player,201410050car,car,BenjKe00,fumbles_lost,1,,,,,
player,201410050car,car,BersBr00,pass_cmp,0,,,,,
player,201410050car,car,BersBr00,pass_att,0,,,,,
player,201410050car,car,BersBr00,pass_yds,0,,,,,
player,201410050car,car,BersBr00,pass_td,0,,,,,
player,201410050car,car,BersBr00,pass_int,0,,,,,
player,201410050car,car,BersBr00,pass_sacked,0,,,,,
player,201410050car,car,BersBr00,pass_sacked_yds,0,,,,,
player,201410050car,car,BersBr00,pass_long,0,,,,,
player,201410050car,car,BersBr00,pass_rating,,,,,,
player,201410050car,car,BersBr00,rush_att,0,,,,,
player,201410050car,car,BersBr00,rush_yds,0,,,,,
player,201410050car,car,BersBr00,rush_td,0,,,,,
player,201410050car,car,BersBr00,rush_long,0,,,,,
player,201410050car,car,BersBr00,targets,1,,,,,
player,201410050car,car,BersBr00,rec,1,,,,,
player,201410050car,car,BersBr00,rec_yds,21,,,,,
player,201410050car,car,BersBr00,rec_td,0,,,,,
player,201410050car,car,BersBr00,rec_long,21,,,,,
player,201410050car,car,BersBr00,fumbles,0,,,,,
player,201410050car,car,BersBr00,fumbles_lost,0,,,,,
player,201410050car,car,DickEd00,pass_cmp,0,,,,,
player,201410050car,car,DickEd00,pass_att,0,,,,,
player,201410050car,car,DickEd00,pass_yds,0,,,,,
player,201410050car,car,DickEd00,pass_td,0,,,,,
player,201410050car,car,DickEd00,pass_int,0,,,,,
player,201410050car,car,DickEd00,pass_sacked,0,,,,,
player,201410050car,car,DickEd00,pass_sacked_yds,0,,,,,
player,201410050car,car,DickEd00,pass_long,0,,,,,
player,201410050car,car,DickEd00,pass_rating,,,,,,
player,201410050car,car,DickEd00,rush_att,0,,,,,
player,201410050car,car,DickEd00,rush_yds,0,,,,,
player,201410050car,car,DickEd00,rush_td,0,,,,,
player,201410050car,car,DickEd00,rush_long,0,,,,,
player,201410050car,car,DickEd00,targets,2,,,,,
player,201410050car,car,DickEd00,rec,2,,,,,
player,201410050car,car,DickEd00,rec_yds,16,,,,,
player,201410050car,car,DickEd00,rec_td,0,,,,,
player,201410050car,car,DickEd00,rec_long,8,,,,,
player,201410050car,car,DickEd00,fumbles,0,,,,,
player,201410050car,car,DickEd00,fumbles_lost,0,,,,,
player,201410050car,car,WillBr04,pass_cmp,0,,,,,
player,201410050car,car,WillBr04,pass_att,0,,,,,
player,201410050car,car,WillBr04,pass_yds,0,,,,,
player,201410050car,car,WillBr04,pass_td,0,,,,,
player,201410050car,car,WillBr04,pass_int,0,,,,,
player,201410050car,car,WillBr04,pass_sacked,0,,,,,
player,201410050car,car,WillBr04,pass_sacked_yds,0,,,,,
player,201410050car,car,WillBr04,pass_long,0,,,,,
player,201410050car,car,WillBr04,pass_rating,,,,,,
player,201410050car,car,WillBr04,rush_att,0,,,,,
player,201410050car,car,WillBr04,rush_yds,0,,,,,
player,201410050car,car,WillBr04,rush_td,0,,,,,
player,201410050car,car,WillBr04,rush_long,0,,,,,
player,201410050car,car,WillBr04,targets,2,,,,,
player,201410050car,car,WillBr04,rec,0,,,,,
player,201410050car,car,WillBr04,rec_yds,0,,,,,
player,201410050car,car,WillBr04,rec_td,0,,,,,
player,201410050car,car,WillBr04,rec_long,0,,,,,
player,201410050car,car,WillBr04,fumbles,0,,,,,
player,201410050car,car,WillBr04,fumbles_lost,0,,,,,
player,201410050car,chi,BrigLa99,def_int,1,,,,,
player,201410050car,chi,BrigLa99,def_int_yds,2,,,,,
player,201410050car,chi,BrigLa99,def_int_td,0,,,,,
player,201410050car,chi,BrigLa99,def_int_long,2,,,,,
player,201410050car,chi,BrigLa99,pass_defended,2,,,,,
player,201410050car,chi,BrigLa99,sacks,0.0,,,,,
player,201410050car,chi,BrigLa99,tackles_combined,3,,,,,
player,201410050car,chi,BrigLa99,tackles_solo,1,,,,,
player,201410050car,chi,BrigLa99,tackles_assists,2,,,,,
player,201410050car,chi,BrigLa99,tackles_loss,0,,,,,
player,201410050car,chi,BrigLa99,qb_hits,1,,,,,
player,201410050car,chi,BrigLa99,fumbles_rec,0,,,,,
player,201410050car,chi,BrigLa99,fumbles_rec_yds,0,,,,,
player,201410050car,chi,BrigLa99,fumbles_rec_td,0,,,,,
player,201410050car,chi,BrigLa99,fumbles_forced,0,,,,,
player,201410050car,chi,YounWi99,def_int,0,,,,,
player,201410050car,chi,YounWi99,def_int_yds,0,,,,,
player,201410050car,chi,YounWi99,def_int_td,0,,,,,
player,201410050car,chi,YounWi99,def_int_long,0,,,,,
player,201410050car,chi,YounWi99,pass_defended,0,,,,,
player,201410050car,chi,YounWi99,sacks,1.0,,,,,
player,201410050car,chi,YounWi99,tackles_combined,5,,,,,
player,201410050car,chi,YounWi99,tackles_solo,2,,,,,
player,201410050car,chi,YounWi99,tackles_assists,3,,,,,
player,201410050car,chi,YounWi99,tackles_loss,0,,,,,
player,201410050car,chi,YounWi99,qb_hits,0,,,,,
player,201410050car,chi,YounWi99,fumbles_rec,0,,,,,
player,201410050car,chi,YounWi99,fumbles_rec_yds,0,,,,,
player,201410050car,chi,YounWi99,fumbles_rec_td,0,,,,,
player,201410050car,chi,YounWi99,fumbles_forced,1,,,,,
player,201410050car,chi,PaeaSt00,def_int,0,,,,,
player,201410050car,chi,PaeaSt00,def_int_yds,0,,,,,
player,201410050car,chi,PaeaSt00,def_int_td,0,,,,,
player,201410050car,chi,PaeaSt00,def_int_long,0,,,,,
player,201410050car,chi,PaeaSt00,pass_defended,0,,,,,
player,201410050car,chi,PaeaSt00,sacks,1.0,,,,,
player,201410050car,chi,PaeaSt00,tackles_combined,4,,,,,
player,201410050car,chi,PaeaSt00,tackles_solo,1,,,,,
player,201410050car,chi,PaeaSt00,tackles_assists,3,,,,,
player,201410050car,chi,PaeaSt00,tackles_loss,1,,,,,
player,201410050car,chi,PaeaSt00,qb_hits,1,,,,,
player,201410050car,chi,PaeaSt00,fumbles_rec,0,,,,,
player,201410050car,chi,PaeaSt00,fumbles_rec_yds,0,,,,,
player,201410050car,chi,PaeaSt00,fumbles_rec_td,0,,,,,
player,201410050car,chi,PaeaSt00,fumbles_forced,0,,,,,
player,201410050car,chi,AlleJa22,def_int,0,,,,,
player,201410050car,chi,AlleJa22,def_int_yds,0,,,,,
player,201410050car,chi,AlleJa22,def_int_td,0,,,,,
player,201410050car,chi,AlleJa22,def_int_long,0,,,,,
player,201410050car,chi,AlleJa22,pass_defended,1,,,,,
player,201410050car,chi,AlleJa22,sacks,0.0,,,,,
player,201410050car,chi,AlleJa22,tackles_combined,7,,,,,
player,201410050car,chi,AlleJa22,tackles_solo,2,,,,,
player,201410050car,chi,AlleJa22,tackles_assists,5,,,,,
player,201410050car,chi,AlleJa22,tackles_loss,0,,,,,
player,201410050car,chi,AlleJa22,qb_hits,0,,,,,
player,201410050car,chi,AlleJa22,fumbles_rec,0,,,,,
player,201410050car,chi,AlleJa22,fumbles_rec_yds,0,,,,,
player,201410050car,chi,AlleJa22,fumbles_rec_td,0,,,,,
player,201410050car,chi,AlleJa22,fumbles_forced,0,,,,,
player,201410050car,chi,FreyIs00,def_int,0,,,,,
player,201410050car,chi,FreyIs00,def_int_yds,0,,,,,
player,201410050car,chi,FreyIs00,def_int_td,0,,,,,
player,201410050car,chi,FreyIs00,def_int_long,0,,,,,
player,201410050car,chi,FreyIs00,pass_defended,0,,,,,
player,201410050car,chi,FreyIs00,sacks,0.0,,,,,
player,201410050car,chi,FreyIs00,tackles_combined,6,,,,,
player,201410050car,chi,FreyIs00,tackles_solo,2,,,,,
player,201410050car,chi,FreyIs00,tackles_assists,4,,,,,
player,201410050car,chi,FreyIs00,tackles_loss,0,,,,,
player,201410050car,chi,FreyIs00,qb_hits,0,,,,,
player,201410050car,chi,FreyIs00,fumbles_rec,1,,,,,
player,201410050car,chi,FreyIs00,fumbles_rec_yds,0,,,,,
player,201410050car,chi,FreyIs00,fumbles_rec_td,0,,,,,
