game,2014,12,20141123,201411230sdg,ram,"St. Louis Rams",24,sdg,"San Diego Chargers",27
player,201411230sdg,ram,DonaAa00,tackles_combined,4,,,,,
player,201411230sdg,ram,DonaAa00,tackles_solo,4,,,,,
player,201411230sdg,ram,DonaAa00,tackles_assists,0,,,,,
player,201411230sdg,ram,DonaAa00,tackles_loss,2,,,,,
player,201411230sdg,ram,DonaAa00,qb_hits,1,,,,,
player,201411230sdg,ram,DonaAa00,fumbles_rec,0,,,,,
player,201411230sdg,ram,DonaAa00,fumbles_rec_yds,0,,,,,
player,201411230sdg,ram,DonaAa00,fumbles_rec_td,0,,,,,
player,201411230sdg,ram,DonaAa00,fumbles_forced,0,,,,,
player,201411230sdg,ram,BrocMi00,def_int,0,,,,,
player,201411230sdg,ram,BrocMi00,def_int_yds,0,,,,,
player,201411230sdg,ram,BrocMi00,def_int_td,0,,,,,
player,201411230sdg,ram,BrocMi00,def_int_long,0,,,,,
player,201411230sdg,ram,BrocMi00,pass_defended,0,,,,,
player,201411230sdg,ram,BrocMi00,sacks,1.0,,,,,
player,201411230sdg,ram,BrocMi00,tackles_combined,2,,,,,
player,201411230sdg,ram,BrocMi00,tackles_solo,2,,,,,
player,201411230sdg,ram,BrocMi00,tackles_assists,0,,,,,
player,201411230sdg,ram,BrocMi00,tackles_loss,1,,,,,
player,201411230sdg,ram,BrocMi00,qb_hits,1,,,,,
player,201411230sdg,ram,BrocMi00,fumbles_rec,0,,,,,
player,201411230sdg,ram,BrocMi00,fumbles_rec_yds,0,,,,,
player,201411230sdg,ram,BrocMi00,fumbles_rec_td,0,,,,,
player,201411230sdg,ram,BrocMi00,fumbles_forced,0,,,,,
player,201411230sdg,ram,LangKe98,def_int,0,,,,,
player,201411230sdg,ram,LangKe98,def_int_yds,0,,,,,
player,201411230sdg,ram,LangKe98,def_int_td,0,,,,,
player,201411230sdg,ram,LangKe98,def_int_long,0,,,,,
player,201411230sdg,ram,LangKe98,pass_defended,0,,,,,
player,201411230sdg,ram,LangKe98,sacks,1.0,,,,,
player,201411230sdg,ram,LangKe98,tackles_combined,2,,,,,
player,201411230sdg,ram,LangKe98,tackles_solo,1,,,,,
player,201411230sdg,ram,LangKe98,tackles_assists,1,,,,,
player,201411230sdg,ram,LangKe98,tackles_loss,0,,,,,
player,201411230sdg,ram,LangKe98,qb_hits,1,,,,,
player,201411230sdg,ram,LangKe98,fumbles_rec,0,,,,,
player,201411230sdg,ram,LangKe98,fumbles_rec_yds,0,,,,,
player,201411230sdg,ram,LangKe98,fumbles_rec_td,0,,,,,
player,201411230sdg,ram,LangKe98,fumbles_forced,0,,,,,
player,201411230sdg,ram,OgleAl00,def_int,0,,,,,
player,201411230sdg,ram,OgleAl00,def_int_yds,0,,,,,
player,201411230sdg,ram,OgleAl00,def_int_td,0,,,,,
player,201411230sdg,ram,OgleAl00,def_int_long,0,,,,,
player,201411230sdg,ram,OgleAl00,pass_defended,0,,,,,
player,201411230sdg,ram,OgleAl00,sacks,0.0,,,,,
player,201411230sdg,ram,OgleAl00,tackles_combined,9,,,,,
player,201411230sdg,ram,OgleAl00,tackles_solo,8,,,,,
player,201411230sdg,ram,OgleAl00,tackles_assists,1,,,,,
player,201411230sdg,ram,OgleAl00,tackles_loss,0,,,,,
player,201411230sdg,ram,OgleAl00,qb_hits,0,,,,,
player,201411230sdg,ram,OgleAl00,fumbles_rec,0,,,,,
player,201411230sdg,ram,OgleAl00,fumbles_rec_yds,0,,,,,
player,201411230sdg,ram,OgleAl00,fumbles_rec_td,0,,,,,
player,201411230sdg,ram,OgleAl00,fumbles_forced,0,,,,,
player,201411230sdg,ram,LaurJa99,def_int,0,,,,,
player,201411230sdg,ram,LaurJa99,def_int_yds,0,,,,,
player,201411230sdg,ram,LaurJa99,def_int_td,0,,,,,
player,201411230sdg,ram,LaurJa99,def_int_long,0,,,,,
player,201411230sdg,ram,LaurJa99,pass_defended,0,,,,,
player,201411230sdg,ram,LaurJa99,sacks,0.0,,,,,
player,201411230sdg,ram,LaurJa99,tackles_combined,8,,,,,
player,201411230sdg,ram,LaurJa99,tackles_solo,6,,,,,
player,201411230sdg,ram,LaurJa99,tackles_assists,2,,,,,
player,201411230sdg,ram,LaurJa99,tackles_loss,0,,,,,
player,201411230sdg,ram,LaurJa99,qb_hits,0,,,,,
player,201411230sdg,ram,LaurJa99,fumbles_rec,0,,,,,
player,201411230sdg,ram,LaurJa99,fumbles_rec_yds,0,,,,,
player,201411230sdg,ram,LaurJa99,fumbles_rec_td,0,,,,,
player,201411230sdg,ram,LaurJa99,fumbles_forced,0,,,,,
player,201411230sdg,ram,McDoTJ00,def_int,0,,,,,
player,201411230sdg,ram,McDoTJ00,def_int_yds,0,,,,,
player,201411230sdg,ram,McDoTJ00,def_int_td,0,,,,,
player,201411230sdg,ram,McDoTJ00,def_int_long,0,,,,,
player,201411230sdg,ram,McDoTJ00,pass_defended,0,,,,,
player,201411230sdg,ram,McDoTJ00,sacks,0.0,,,,,
player,201411230sdg,ram,McDoTJ00,tackles_combined,7,,,,,
player,201411230sdg,ram,McDoTJ00,tackles_solo,6,,,,,
player,201411230sdg,ram,McDoTJ00,tackles_assists,1,,,,,
player,201411230sdg,ram,McDoTJ00,tackles_loss,0,,,,,
player,201411230sdg,ram,McDoTJ00,qb_hits,0,,,,,
player,201411230sdg,ram,McDoTJ00,fumbles_rec,0,,,,,
player,201411230sdg,ram,McDoTJ00,fumbles_rec_yds,0,,,,,
player,201411230sdg,ram,McDoTJ00,fumbles_rec_td,0,,,,,
player,201411230sdg,ram,McDoTJ00,fumbles_forced,0,,,,,
player,201411230sdg,ram,JohnTr05,def_int,0,,,,,
player,201411230sdg,ram,JohnTr05,def_int_yds,0,,,,,
player,201411230sdg,ram,JohnTr05,def_int_td,0,,,,,
player,201411230sdg,ram,JohnTr05,def_int_long,0,,,,,
player,201411230sdg,ram,JohnTr05,pass_defended,0,,,,,
player,201411230sdg,ram,JohnTr05,sacks,0.0,,,,,
player,201411230sdg,ram,JohnTr05,tackles_combined,6,,,,,
player,201411230sdg,ram,JohnTr05,tackles_solo,5,,,,,
player,201411230sdg,ram,JohnTr05,tackles_assists,1,,,,,
player,201411230sdg,ram,JohnTr05,tackles_loss,1,,,,,
player,201411230sdg,ram,JohnTr05,qb_hits,0,,,,,
player,201411230sdg,ram,JohnTr05,fumbles_rec,0,,,,,
player,201411230sdg,ram,JohnTr05,fumbles_rec_yds,0,,,,,
player,201411230sdg,ram,JohnTr05,fumbles_rec_td,0,,,,,
player,201411230sdg,ram,JohnTr05,fumbles_forced,0,,,,,
player,201411230sdg,ram,GainE.00,def_int,0,,,,,
player,201411230sdg,ram,GainE.00,def_int_yds,0,,,,,
player,201411230sdg,ram,GainE.00,def_int_td,0,,,,,
player,201411230sdg,ram,GainE.00,def_int_long,0,,,,,
player,201411230sdg,ram,GainE.00,pass_defended,0,,,,,
player,201411230sdg,ram,GainE.00,sacks,0.0,,,,,
player,201411230sdg,ram,GainE.00,tackles_combined,5,,,,,
player,201411230sdg,ram,GainE.00,tackles_solo,5,,,,,
player,201411230sdg,ram,GainE.00,tackles_assists,0,,,,,
player,201411230sdg,ram,GainE.00,tackles_loss,0,,,,,
player,201411230sdg,ram,GainE.00,qb_hits,0,,,,,
player,201411230sdg,ram,GainE.00,fumbles_rec,0,,,,,
player,201411230sdg,ram,GainE.00,fumbles_rec_yds,0,,,,,
player,201411230sdg,ram,GainE.00,fumbles_rec_td,0,,,,,
player,201411230sdg,ram,GainE.00,fumbles_forced,0,,,,,
player,201411230sdg,ram,McLeRo00,def_int,0,,,,,
player,201411230sdg,ram,McLeRo00,def_int_yds,0,,,,,
player,201411230sdg,ram,McLeRo00,def_int_td,0,,,,,
player,201411230sdg,ram,McLeRo00,def_int_long,0,,,,,
player,201411230sdg,ram,McLeRo00,pass_defended,0,,,,,
player,201411230sdg,ram,McLeRo00,sacks,0.0,,,,,
player,201411230sdg,ram,McLeRo00,tackles_combined,4,,,,,
player,201411230sdg,ram,McLeRo00,tackles_solo,4,,,,,
player,201411230sdg,ram,McLeRo00,tackles_assists,0,,,,,
player,201411230sdg,ram,McLeRo00,tackles_loss,1,,,,,
player,201411230sdg,ram,McLeRo00,qb_hits,0,,,,,
player,201411230sdg,ram,McLeRo00,fumbles_rec,1,,,,,
player,201411230sdg,ram,McLeRo00,fumbles_rec_yds,0,,,,,
player,201411230sdg,ram,McLeRo00,fumbles_rec_td,0,,,,,
player,201411230sdg,ram,McLeRo00,fumbles_forced,0,,,,,
player,201411230sdg,ram,SimsEu99,def_int,0,,,,,
player,201411230sdg,ram,SimsEu99,def_int_yds,0,,,,,
player,201411230sdg,ram,SimsEu99,def_int_td,0,,,,,
player,201411230sdg,ram,SimsEu99,def_int_long,0,,,,,
player,201411230sdg,ram,SimsEu99,pass_defended,0,,,,,
player,201411230sdg,ram,SimsEu99,sacks,0.0,,,,,
player,201411230sdg,ram,SimsEu99,tackles_combined,3,,,,,
player,201411230sdg,ram,SimsEu99,tackles_solo,2,,,,,
player,201411230sdg,ram,SimsEu99,tackles_assists,1,,,,,
player,201411230sdg,ram,SimsEu99,tackles_loss,0,,,,,
player,201411230sdg,ram,SimsEu99,qb_hits,0,,,,,
player,201411230sdg,ram,SimsEu99,fumbles_rec,0,,,,,
player,201411230sdg,ram,SimsEu99,fumbles_rec_yds,0,,,,,
player,201411230sdg,ram,SimsEu99,fumbles_rec_td,0,,,,,
player,201411230sdg,ram,SimsEu99,fumbles_forced,0,,,,,
player,201411230sdg,ram,ReynCh00,def_int,0,,,,,
player,201411230sdg,ram,ReynCh00,def_int_yds,0,,,,,
player,201411230sdg,ram,ReynCh00,def_int_td,0,,,,,
player,201411230sdg,ram,ReynCh00,def_int_long,0,,,,,
player,201411230sdg,ram,ReynCh00,pass_defended,0,,,,,
player,201411230sdg,ram,ReynCh00,sacks,0.0,,,,,
player,201411230sdg,ram,ReynCh00,tackles_combined,2,,,,,
player,201411230sdg,ram,ReynCh00,tackles_solo,2,,,,,
player,201411230sdg,ram,ReynCh00,tackles_assists,0,,,,,
player,201411230sdg,ram,ReynCh00,tackles_loss,0,,,,,
player,201411230sdg,ram,ReynCh00,qb_hits,0,,,,,
player,201411230sdg,ram,ReynCh00,fumbles_rec,0,,,,,
player,201411230sdg,ram,ReynCh00,fumbles_rec_yds,0,,,,,
player,201411230sdg,ram,ReynCh00,fumbles_rec_td,0,,,,,
player,201411230sdg,ram,ReynCh00,fumbles_forced,0,,,,,
player,201411230sdg,ram,BarrMa00,def_int,0,,,,,
player,201411230sdg,ram,BarrMa00,def_int_yds,0,,,,,
player,201411230sdg,ram,BarrMa00,def_int_td,0,,,,,
player,201411230sdg,ram,BarrMa00,def_int_long,0,,,,,
player,201411230sdg,ram,BarrMa00,pass_defended,0,,,,,
player,201411230sdg,ram,BarrMa00,sacks,0.0,,,,,
player,201411230sdg,ram,BarrMa00,tackles_combined,1,,,,,
player,201411230sdg,ram,BarrMa00,tackles_solo,1,,,,,
player,201411230sdg,ram,BarrMa00,tackles_assists,0,,,,,
player,201411230sdg,ram,BarrMa00,tackles_loss,0,,,,,
player,201411230sdg,ram,BarrMa00,qb_hits,0,,,,,
player,201411230sdg,ram,BarrMa00,fumbles_rec,0,,,,,
player,201411230sdg,ram,BarrMa00,fumbles_rec_yds,0,,,,,
player,201411230sdg,ram,BarrMa00,fumbles_rec_td,0,,,,,
player,201411230sdg,ram,BarrMa00,fumbles_forced,0,,,,,
player,201411230sdg,ram,HayeWi99,def_int,0,,,,,
player,201411230sdg,ram,HayeWi99,def_int_yds,0,,,,,
player,201411230sdg,ram,HayeWi99,def_int_td,0,,,,,
player,201411230sdg,ram,HayeWi99,def_int_long,0,,,,,
player,201411230sdg,ram,HayeWi99,pass_defended,0,,,,,
player,201411230sdg,ram,HayeWi99,sacks,0.0,,,,,
player,201411230sdg,ram,HayeWi99,tackles_combined,1,,,,,
player,201411230sdg,ram,HayeWi99,tackles_solo,1,,,,,
player,201411230sdg,ram,HayeWi99,tackles_assists,0,,,,,
player,201411230sdg,ram,HayeWi99,tackles_loss,0,,,,,
player,201411230sdg,ram,HayeWi99,qb_hits,0,,,,,
player,201411230sdg,ram,HayeWi99,fumbles_rec,0,,,,,
player,201411230sdg,ram,HayeWi99,fumbles_rec_yds,0,,,,,
player,201411230sdg,ram,HayeWi99,fumbles_rec_td,0,,,,,
player,201411230sdg,ram,HayeWi99,fumbles_forced,0,,,,,
player,201411230sdg,ram,KendLa00,def_int,0,,,,,
player,201411230sdg,ram,KendLa00,def_int_yds,0,,,,,
player,201411230sdg,ram,KendLa00,def_int_td,0,,,,,
player,201411230sdg,ram,KendLa00,def_int_long,0,,,,,
player,201411230sdg,ram,KendLa00,pass_defended,0,,,,,
player,201411230sdg,ram,KendLa00,sacks,0.0,,,,,
player,201411230sdg,ram,KendLa00,tackles_combined,1,,,,,
player,201411230sdg,ram,KendLa00,tackles_solo,1,,,,,
player,201411230sdg,ram,KendLa00,tackles_assists,0,,,,,
player,201411230sdg,ram,KendLa00,tackles_loss,0,,,,,
player,201411230sdg,ram,KendLa00,qb_hits,0,,,,,
player,201411230sdg,ram,KendLa00,fumbles_rec,0,,,,,
player,201411230sdg,ram,KendLa00,fumbles_rec_yds,0,,,,,
player,201411230sdg,ram,KendLa00,fumbles_rec_td,0,,,,,
player,201411230sdg,ram,KendLa00,fumbles_forced,0,,,,,
player,201411230sdg,ram,McFaMa00,def_int,0,,,,,
player,201411230sdg,ram,McFaMa00,def_int_yds,0,,,,,
player,201411230sdg,ram,McFaMa00,def_int_td,0,,,,,
player,201411230sdg,ram,McFaMa00,def_int_long,0,,,,,
player,201411230sdg,ram,McFaMa00,pass_defended,0,,,,,
player,201411230sdg,ram,McFaMa00,sacks,0.0,,,,,
player,201411230sdg,ram,McFaMa00,tackles_combined,1,,,,,
player,201411230sdg,ram,McFaMa00,tackles_solo,0,,,,,
player,201411230sdg,ram,McFaMa00,tackles_assists,1,,,,,
player,201411230sdg,ram,McFaMa00,tackles_loss,0,,,,,
player,201411230sdg,ram,McFaMa00,qb_hits,0,,,,,
player,201411230sdg,ram,McFaMa00,fumbles_rec,0,,,,,
player,201411230sdg,ram,McFaMa00,fumbles_rec_yds,0,,,,,
player,201411230sdg,ram,McFaMa00,fumbles_rec_td,0,,,,,
player,201411230sdg,ram,McFaMa00,fumbles_forced,0,,,,,
player,201411230sdg,ram,BayeAl00,def_int,0,,,,,
player,201411230sdg,ram,BayeAl00,def_int_yds,0,,,,,
player,201411230sdg,ram,BayeAl00,def_int_td,0,,,,,
player,201411230sdg,ram,BayeAl00,def_int_long,0,,,,,
player,201411230sdg,ram,BayeAl00,pass_defended,0,,,,,
player,201411230sdg,ram,BayeAl00,sacks,0.0,,,,,
player,201411230sdg,ram,BayeAl00,tackles_combined,0,,,,,
player,201411230sdg,ram,BayeAl00,tackles_solo,0,,,,,
player,201411230sdg,ram,BayeAl00,tackles_assists,0,,,,,
player,201411230sdg,ram,BayeAl00,tackles_loss,,,,,,
player,201411230sdg,ram,BayeAl00,qb_hits,,,,,,
player,201411230sdg,ram,BayeAl00,fumbles_rec,1,,,,,
player,201411230sdg,ram,BayeAl00,fumbles_rec_yds,0,,,,,
player,201411230sdg,ram,BayeAl00,fumbles_rec_td,0,,,,,
player,201411230sdg,ram,BayeAl00,fumbles_forced,0,,,,,
player,201411230sdg,ram,QuinRo00,def_int,0,,,,,
player,201411230sdg,ram,QuinRo00,def_int_yds,0,,,,,
player,201411230sdg,ram,QuinRo00,def_int_td,0,,,,,
player,201411230sdg,ram,QuinRo00,def_int_long,0,,,,,
player,201411230sdg,ram,QuinRo00,pass_defended,1,,,,,
player,201411230sdg,ram,QuinRo00,sacks,0.0,,,,,
player,201411230sdg,ram,QuinRo00,tackles_combined,0,,,,,
player,201411230sdg,ram,QuinRo00,tackles_solo,0,,,,,
player,201411230sdg,ram,QuinRo00,tackles_assists,0,,,,,
player,201411230sdg,ram,QuinRo00,tackles_loss,0,,,,,
player,201411230sdg,ram,QuinRo00,qb_hits,1,,,,,
player,201411230sdg,ram,QuinRo00,fumbles_rec,0,,,,,
player,201411230sdg,ram,QuinRo00,fumbles_rec_yds,0,,,,,
player,201411230sdg,ram,QuinRo00,fumbles_rec_td,0,,,,,
player,201411230sdg,ram,QuinRo00,fumbles_forced,0,,,,,
player,201411230sdg,sdg,GilcMa00,def_int,1,,,,,
player,201411230sdg,sdg,GilcMa00,def_int_yds,4,,,,,
player,201411230sdg,sdg,GilcMa00,def_int_td,0,,,,,
player,201411230sdg,sdg,GilcMa00,def_int_long,4,,,,,
player,201411230sdg,sdg,GilcMa00,pass_defended,1,,,,,
player,201411230sdg,sdg,GilcMa00,sacks,0.0,,,,,
player,201411230sdg,sdg,GilcMa00,tackles_combined,7,,,,,
player,201411230sdg,sdg,GilcMa00,tackles_solo,5,,,,,
player,201411230sdg,sdg,GilcMa00,tackles_assists,2,,,,,
player,201411230sdg,sdg,GilcMa00,tackles_loss,0,,,,,
player,201411230sdg,sdg,GilcMa00,qb_hits,0,,,,,
player,201411230sdg,sdg,GilcMa00,fumbles_rec,0,,,,,
player,201411230sdg,sdg,GilcMa00,fumbles_rec_yds,0,,,,,
player,201411230sdg,sdg,GilcMa00,fumbles_rec_td,0,,,,,
player,201411230sdg,sdg,GilcMa00,fumbles_forced,0,,,,,
player,201411230sdg,sdg,FlowBr99,def_int,1,,,,,
player,201411230sdg,sdg,FlowBr99,def_int_yds,9,,,,,
player,201411230sdg,sdg,FlowBr99,def_int_td,0,,,,,
player,201411230sdg,sdg,FlowBr99,def_int_long,9,,,,,
player,201411230sdg,sdg,FlowBr99,pass_defended,2,,,,,
player,201411230sdg,sdg,FlowBr99,sacks,0.0,,,,,
player,201411230sdg,sdg,FlowBr99,tackles_combined,1,,,,,
player,201411230sdg,sdg,FlowBr99,tackles_solo,1,,,,,
player,201411230sdg,sdg,FlowBr99,tackles_assists,0,,,,,
player,201411230sdg,sdg,FlowBr99,tackles_loss,0,,,,,
player,201411230sdg,sdg,FlowBr99,qb_hits,0,,,,,
player,201411230sdg,sdg,FlowBr99,fumbles_rec,0,,,,,
player,201411230sdg,sdg,FlowBr99,fumbles_rec_yds,0,,,,,
player,201411230sdg,sdg,FlowBr99,fumbles_rec_td,0,,,,,
player,201411230sdg,sdg,FlowBr99,fumbles_forced,0,,,,,
player,201411230sdg,sdg,LiugCo00,def_int,0,,,,,
player,201411230sdg,sdg,LiugCo00,def_int_yds,0,,,,,
player,201411230sdg,sdg,LiugCo00,def_int_td,0,,,,,
player,201411230sdg,sdg,LiugCo00,def_int_long,0,,,,,
player,201411230sdg,sdg,LiugCo00,pass_defended,0,,,,,
player,201411230sdg,sdg,LiugCo00,sacks,1.0,,,,,
player,201411230sdg,sdg,LiugCo00,tackles_combined,2,,,,,
player,201411230sdg,sdg,LiugCo00,tackles_solo,2,,,,,
player,201411230sdg,sdg,LiugCo00,tackles_assists,0,,,,,
player,201411230sdg,sdg,LiugCo00,tackles_loss,0,,,,,
player,201411230sdg,sdg,LiugCo00,qb_hits,0,,,,,
player,201411230sdg,sdg,LiugCo00,fumbles_rec,0,,,,,
player,201411230sdg,sdg,LiugCo00,fumbles_rec_yds,0,,,,,
player,201411230sdg,sdg,LiugCo00,fumbles_rec_td,0,,,,,
player,201411230sdg,sdg,LiugCo00,fumbles_forced,1,,,,,
player,201411230sdg,sdg,WeddEr99,def_int,0,,,,,
player,201411230sdg,sdg,WeddEr99,def_int_yds,0,,,,,
player,201411230sdg,sdg,WeddEr99,def_int_td,0,,,,,
player,201411230sdg,sdg,WeddEr99,def_int_long,0,,,,,
player,201411230sdg,sdg,WeddEr99,pass_defended,1,,,,,
player,201411230sdg,sdg,WeddEr99,sacks,0.0,,,,,
player,201411230sdg,sdg,WeddEr99,tackles_combined,9,,,,,
player,201411230sdg,sdg,WeddEr99,tackles_solo,6,,,,,
player,201411230sdg,sdg,WeddEr99,tackles_assists,3,,,,,
player,201411230sdg,sdg,WeddEr99,tackles_loss,0,,,,,
player,201411230sdg,sdg,WeddEr99,qb_hits,0,,,,,
player,201411230sdg,sdg,WeddEr99,fumbles_rec,0,,,,,
player,201411230sdg,sdg,WeddEr99,fumbles_rec_yds,0,,,,,
player,201411230sdg,sdg,WeddEr99,fumbles_rec_td,0,,,,,
player,201411230sdg,sdg,WeddEr99,fumbles_forced,0,,,,,
player,201411230sdg,sdg,ButlDo99,def_int,0,,,,,
player,201411230sdg,sdg,ButlDo99,def_int_yds,0,,,,,
player,201411230sdg,sdg,ButlDo99,def_int_td,0,,,,,
player,201411230sdg,sdg,ButlDo99,def_int_long,0,,,,,
player,201411230sdg,sdg,ButlDo99,pass_defended,0,,,,,
player,201411230sdg,sdg,ButlDo99,sacks,0.0,,,,,
player,201411230sdg,sdg,ButlDo99,tackles_combined,5,,,,,
player,201411230sdg,sdg,ButlDo99,tackles_solo,2,,,,,
player,201411230sdg,sdg,ButlDo99,tackles_assists,3,,,,,
player,201411230sdg,sdg,ButlDo99,tackles_loss,0,,,,,
player,201411230sdg,sdg,ButlDo99,qb_hits,0,,,,,
player,201411230sdg,sdg,ButlDo99,fumbles_rec,0,,,,,
player,201411230sdg,sdg,ButlDo99,fumbles_rec_yds,0,,,,,
player,201411230sdg,sdg,ButlDo99,fumbles_rec_td,0,,,,,
player,201411230sdg,sdg,ButlDo99,fumbles_forced,0,,,,,
player,201411230sdg,sdg,ConnKa99,def_int,0,,,,,
player,201411230sdg,sdg,ConnKa99,def_int_yds,0,,,,,
player,201411230sdg,sdg,ConnKa99,def_int_td,0,,,,,
player,201411230sdg,sdg,ConnKa99,def_int_long,0,,,,,
player,201411230sdg,sdg,ConnKa99,pass_defended,0,,,,,
player,201411230sdg,sdg,ConnKa99,sacks,0.0,,,,,
player,201411230sdg,sdg,ConnKa99,tackles_combined,4,,,,,
player,201411230sdg,sdg,ConnKa99,tackles_solo,3,,,,,
player,201411230sdg,sdg,ConnKa99,tackles_assists,1,,,,,
player,201411230sdg,sdg,ConnKa99,tackles_loss,0,,,,,
player,201411230sdg,sdg,ConnKa99,qb_hits,0,,,,,
player,201411230sdg,sdg,ConnKa99,fumbles_rec,0,,,,,
player,201411230sdg,sdg,ConnKa99,fumbles_rec_yds,0,,,,,
player,201411230sdg,sdg,ConnKa99,fumbles_rec_td,0,,,,,
player,201411230sdg,sdg,ConnKa99,fumbles_forced,0,,,,,
player,201411230sdg,sdg,GachAn00,def_int,0,,,,,
player,201411230sdg,sdg,GachAn00,def_int_yds,0,,,,,
player,201411230sdg,sdg,GachAn00,def_int_td,0,,,,,
player,201411230sdg,sdg,GachAn00,def_int_long,0,,,,,
player,201411230sdg,sdg,GachAn00,pass_defended,0,,,,,
player,201411230sdg,sdg,GachAn00,sacks,0.0,,,,,
player,201411230sdg,sdg,GachAn00,tackles_combined,4,,,,,
player,201411230sdg,sdg,GachAn00,tackles_solo,3,,,,,
player,201411230sdg,sdg,GachAn00,tackles_assists,1,,,,,
player,201411230sdg,sdg,GachAn00,tackles_loss,0,,,,,
player,201411230sdg,sdg,GachAn00,qb_hits,0,,,,,
player,201411230sdg,sdg,GachAn00,fumbles_rec,1,,,,,
player,201411230sdg,sdg,GachAn00,fumbles_rec_yds,13,,,,,
player,201411230sdg,sdg,GachAn00,fumbles_rec_td,1,,,,,
player,201411230sdg,sdg,GachAn00,fumbles_forced,0,,,,,
player,201411230sdg,sdg,WrigSh00,def_int,0,,,,,
player,201411230sdg,sdg,WrigSh00,def_int_yds,0,,,,,
player,201411230sdg,sdg,WrigSh00,def_int_td,0,,,,,
player,201411230sdg,sdg,WrigSh00,def_int_long,0,,,,,
player,201411230sdg,sdg,WrigSh00,pass_defended,1,,,,,
player,201411230sdg,sdg,WrigSh00,sacks,0.0,,,,,
player,201411230sdg,sdg,WrigSh00,tackles_combined,4,,,,,
player,201411230sdg,sdg,WrigSh00,tackles_solo,4,,,,,
player,201411230sdg,sdg,WrigSh00,tackles_assists,0,,,,,
player,201411230sdg,sdg,WrigSh00,tackles_loss,0,,,,,
player,201411230sdg,sdg,WrigSh00,qb_hits,0,,,,,
player,201411230sdg,sdg,WrigSh00,fumbles_rec,0,,,,,
player,201411230sdg,sdg,WrigSh00,fumbles_rec_yds,0,,,,,
player,201411230sdg,sdg,WrigSh00,fumbles_rec_td,0,,,,,
player,201411230sdg,sdg,WrigSh00,fumbles_forced,0,,,,,
player,201411230sdg,sdg,GreeLa00,def_int,0,,,,,
player,201411230sdg,sdg,GreeLa00,def_int_yds,0,,,,,
player,201411230sdg,sdg,GreeLa00,def_int_td,0,,,,,
player,201411230sdg,sdg,GreeLa00,def_int_long,0,,,,,
player,201411230sdg,sdg,GreeLa00,pass_defended,0,,,,,
player,201411230sdg,sdg,GreeLa00,sacks,0.0,,,,,
player,201411230sdg,sdg,GreeLa00,tackles_combined,3,,,,,
player,201411230sdg,sdg,GreeLa00,tackles_solo,3,,,,,
player,201411230sdg,sdg,GreeLa00,tackles_assists,0,,,,,
player,201411230sdg,sdg,GreeLa00,tackles_loss,0,,,,,
player,201411230sdg,sdg,GreeLa00,qb_hits,0,,,,,
player,201411230sdg,sdg,GreeLa00,fumbles_rec,0,,,,,
player,201411230sdg,sdg,GreeLa00,fumbles_rec_yds,0,,,,,
player,201411230sdg,sdg,GreeLa00,fumbles_rec_td,0,,,,,
player,201411230sdg,sdg,GreeLa00,fumbles_forced,0,,,,,
player,201411230sdg,sdg,JohnJa23,def_int,0,,,,,
player,201411230sdg,sdg,JohnJa23,def_int_yds,0,,,,,
player,201411230sdg,sdg,JohnJa23,def_int_td,0,,,,,
player,201411230sdg,sdg,JohnJa23,def_int_long,0,,,,,
player,201411230sdg,sdg,JohnJa23,pass_defended,0,,,,,
player,201411230sdg,sdg,JohnJa23,sacks,0.0,,,,,
player,201411230sdg,sdg,JohnJa23,tackles_combined,3,,,,,
player,201411230sdg,sdg,JohnJa23,tackles_solo,3,,,,,
player,201411230sdg,sdg,JohnJa23,tackles_assists,0,,,,,
player,201411230sdg,sdg,JohnJa23,tackles_loss,0,,,,,
player,201411230sdg,sdg,JohnJa23,qb_hits,0,,,,,
player,201411230sdg,sdg,JohnJa23,fumbles_rec,0,,,,,
player,201411230sdg,sdg,JohnJa23,fumbles_rec_yds,0,,,,,
player,201411230sdg,sdg,JohnJa23,fumbles_rec_td,0,,,,,
player,201411230sdg,sdg,JohnJa23,fumbles_forced,0,,,,,
player,201411230sdg,sdg,LissSe99,def_int,0,,,,,
player,201411230sdg,sdg,LissSe99,def_int_yds,0,,,,,
player,201411230sdg,sdg,LissSe99,def_int_td,0,,,,,
player,201411230sdg,sdg,LissSe99,def_int_long,0,,,,,
player,201411230sdg,sdg,LissSe99,pass_defended,0,,,,,
player,201411230sdg,sdg,LissSe99,sacks,0.0,,,,,
player,201411230sdg,sdg,LissSe99,tackles_combined,3,,,,,
player,201411230sdg,sdg,LissSe99,tackles_solo,2,,,,,
player,201411230sdg,sdg,LissSe99,tackles_assists,1,,,,,
player,201411230sdg,sdg,LissSe99,tackles_loss,0,,,,,
player,201411230sdg,sdg,LissSe99,qb_hits,0,,,,,
player,201411230sdg,sdg,LissSe99,fumbles_rec,0,,,,,
player,201411230sdg,sdg,LissSe99,fumbles_rec_yds,0,,,,,
player,201411230sdg,sdg,LissSe99,fumbles_rec_td,0,,,,,
player,201411230sdg,sdg,LissSe99,fumbles_forced,0,,,,,
player,201411230sdg,sdg,PaleTe00,def_int,0,,,,,
player,201411230sdg,sdg,PaleTe00,def_int_yds,0,,,,,
player,201411230sdg,sdg,PaleTe00,def_int_td,0,,,,,
player,201411230sdg,sdg,PaleTe00,def_int_long,0,,,,,
