game,2014,15,20141214,201412140nyg,was,"Washington Redskins",13,nyg,"New York Giants",24
team,201412140nyg,was,First Downs,21,,,,,,
team,201412140nyg,nyg,First Downs,17,,,,,,
team,201412140nyg,was,Rush-Yds-TDs,27-144-0,,,,,,
team,201412140nyg,nyg,Rush-Yds-TDs,22-49-0,,,,,,
team,201412140nyg,was,Cmp-Att-Yd-TD-INT,22-34-275-1-0,,,,,,
team,201412140nyg,nyg,Cmp-Att-Yd-TD-INT,23-34-250-3-0,,,,,,
team,201412140nyg,was,Sacked-Yards,7-47,,,,,,
team,201412140nyg,nyg,Sacked-Yards,1-12,,,,,,
team,201412140nyg,was,Net Pass Yards,228,,,,,,
team,201412140nyg,nyg,Net Pass Yards,238,,,,,,
team,201412140nyg,was,Total Yards,372,,,,,,
team,201412140nyg,nyg,Total Yards,287,,,,,,
team,201412140nyg,was,Fumbles-Lost,4-1,,,,,,
team,201412140nyg,nyg,Fumbles-Lost,1-1,,,,,,
team,201412140nyg,was,Turnovers,1,,,,,,
team,201412140nyg,nyg,Turnovers,1,,,,,,
team,201412140nyg,was,Penalties-Yards,10-135,,,,,,
team,201412140nyg,nyg,Penalties-Yards,9-60,,,,,,
team,201412140nyg,was,Third Down Conv.,4-14,,,,,,
team,201412140nyg,nyg,Third Down Conv.,4-13,,,,,,
team,201412140nyg,was,Fourth Down Conv.,0-1,,,,,,
team,201412140nyg,nyg,Fourth Down Conv.,1-2,,,,,,
team,201412140nyg,was,Time of Possession,32:31,,,,,,
team,201412140nyg,nyg,Time of Possession,27:29,,,,,,
player,201412140nyg,was,GrifRo01,pass_cmp,18,,,,,
player,201412140nyg,was,GrifRo01,pass_att,27,,,,,
player,201412140nyg,was,GrifRo01,pass_yds,236,,,,,
player,201412140nyg,was,GrifRo01,pass_td,1,,,,,
player,201412140nyg,was,GrifRo01,pass_int,0,,,,,
player,201412140nyg,was,GrifRo01,pass_sacked,7,,,,,
player,201412140nyg,was,GrifRo01,pass_sacked_yds,47,,,,,
player,201412140nyg,was,GrifRo01,pass_long,61,,,,,
player,201412140nyg,was,GrifRo01,pass_rating,106.4,,,,,
player,201412140nyg,was,GrifRo01,rush_att,5,,,,,
player,201412140nyg,was,GrifRo01,rush_yds,46,,,,,
player,201412140nyg,was,GrifRo01,rush_td,0,,,,,
player,201412140nyg,was,GrifRo01,rush_long,23,,,,,
player,201412140nyg,was,GrifRo01,targets,0,,,,,
player,201412140nyg,was,GrifRo01,rec,0,,,,,
player,201412140nyg,was,GrifRo01,rec_yds,0,,,,,
player,201412140nyg,was,GrifRo01,rec_td,0,,,,,
player,201412140nyg,was,GrifRo01,rec_long,0,,,,,
player,201412140nyg,was,GrifRo01,fumbles,3,,,,,
player,201412140nyg,was,GrifRo01,fumbles_lost,1,,,,,
player,201412140nyg,was,McCoCo00,pass_cmp,4,,,,,
player,201412140nyg,was,McCoCo00,pass_att,7,,,,,
player,201412140nyg,was,McCoCo00,pass_yds,39,,,,,
player,201412140nyg,was,McCoCo00,pass_td,0,,,,,
player,201412140nyg,was,McCoCo00,pass_int,0,,,,,
player,201412140nyg,was,McCoCo00,pass_sacked,0,,,,,
