game,2014,15,20141211,201412110ram,crd,"Arizona Cardinals",12,ram,"St. Louis Rams",6
player,201412110ram,crd,BrowJo02,rush_long,0,,,,,
player,201412110ram,crd,BrowJo02,targets,6,,,,,
player,201412110ram,crd,BrowJo02,rec,2,,,,,
player,201412110ram,crd,BrowJo02,rec_yds,22,,,,,
player,201412110ram,crd,BrowJo02,rec_td,0,,,,,
player,201412110ram,crd,BrowJo02,rec_long,14,,,,,
player,201412110ram,crd,BrowJo02,fumbles,0,,,,,
player,201412110ram,crd,BrowJo02,fumbles_lost,0,,,,,
player,201412110ram,crd,CarlJo00,pass_cmp,0,,,,,
player,201412110ram,crd,CarlJo00,pass_att,0,,,,,
player,201412110ram,crd,CarlJo00,pass_yds,0,,,,,
player,201412110ram,crd,CarlJo00,pass_td,0,,,,,
player,201412110ram,crd,CarlJo00,pass_int,0,,,,,
player,201412110ram,crd,CarlJo00,pass_sacked,0,,,,,
player,201412110ram,crd,CarlJo00,pass_sacked_yds,0,,,,,
player,201412110ram,crd,CarlJo00,pass_long,0,,,,,
player,201412110ram,crd,CarlJo00,pass_rating,,,,,,
player,201412110ram,crd,CarlJo00,rush_att,0,,,,,
player,201412110ram,crd,CarlJo00,rush_yds,0,,,,,
player,201412110ram,crd,CarlJo00,rush_td,0,,,,,
player,201412110ram,crd,CarlJo00,rush_long,0,,,,,
player,201412110ram,crd,CarlJo00,targets,1,,,,,
player,201412110ram,crd,CarlJo00,rec,1,,,,,
player,201412110ram,crd,CarlJo00,rec_yds,11,,,,,
player,201412110ram,crd,CarlJo00,rec_td,0,,,,,
player,201412110ram,crd,CarlJo00,rec_long,11,,,,,
player,201412110ram,crd,CarlJo00,fumbles,0,,,,,
player,201412110ram,crd,CarlJo00,fumbles_lost,0,,,,,
player,201412110ram,crd,FellDa01,pass_cmp,0,,,,,
player,201412110ram,crd,FellDa01,pass_att,0,,,,,
player,201412110ram,crd,FellDa01,pass_yds,0,,,,,
player,201412110ram,crd,FellDa01,pass_td,0,,,,,
player,201412110ram,crd,FellDa01,pass_int,0,,,,,
player,201412110ram,crd,FellDa01,pass_sacked,0,,,,,
player,201412110ram,crd,FellDa01,pass_sacked_yds,0,,,,,
player,201412110ram,crd,FellDa01,pass_long,0,,,,,
player,201412110ram,crd,FellDa01,pass_rating,,,,,,
player,201412110ram,crd,FellDa01,rush_att,0,,,,,
player,201412110ram,crd,FellDa01,rush_yds,0,,,,,
player,201412110ram,crd,FellDa01,rush_td,0,,,,,
player,201412110ram,crd,FellDa01,rush_long,0,,,,,
player,201412110ram,crd,FellDa01,targets,4,,,,,
player,201412110ram,crd,FellDa01,rec,1,,,,,
player,201412110ram,crd,FellDa01,rec_yds,6,,,,,
player,201412110ram,crd,FellDa01,rec_td,0,,,,,
player,201412110ram,crd,FellDa01,rec_long,6,,,,,
player,201412110ram,crd,FellDa01,fumbles,0,,,,,
player,201412110ram,crd,FellDa01,fumbles_lost,0,,,,,
player,201412110ram,ram,HillSh00,pass_cmp,20,,,,,
player,201412110ram,ram,HillSh00,pass_att,39,,,,,
player,201412110ram,ram,HillSh00,pass_yds,229,,,,,
player,201412110ram,ram,HillSh00,pass_td,0,,,,,
player,201412110ram,ram,HillSh00,pass_int,1,,,,,
player,201412110ram,ram,HillSh00,pass_sacked,2,,,,,
player,201412110ram,ram,HillSh00,pass_sacked_yds,18,,,,,
player,201412110ram,ram,HillSh00,pass_long,38,,,,,
player,201412110ram,ram,HillSh00,pass_rating,58.6,,,,,
player,201412110ram,ram,HillSh00,rush_att,3,,,,,
player,201412110ram,ram,HillSh00,rush_yds,11,,,,,
player,201412110ram,ram,HillSh00,rush_td,0,,,,,
player,201412110ram,ram,HillSh00,rush_long,9,,,,,
player,201412110ram,ram,HillSh00,targets,0,,,,,
player,201412110ram,ram,HillSh00,rec,0,,,,,
player,201412110ram,ram,HillSh00,rec_yds,0,,,,,
player,201412110ram,ram,HillSh00,rec_td,0,,,,,
player,201412110ram,ram,HillSh00,rec_long,0,,,,,
player,201412110ram,ram,HillSh00,fumbles,0,,,,,
player,201412110ram,ram,HillSh00,fumbles_lost,0,,,,,
player,201412110ram,ram,MasoTr00,pass_cmp,0,,,,,
player,201412110ram,ram,MasoTr00,pass_att,0,,,,,
player,201412110ram,ram,MasoTr00,pass_yds,0,,,,,
player,201412110ram,ram,MasoTr00,pass_td,0,,,,,
player,201412110ram,ram,MasoTr00,pass_int,0,,,,,
player,201412110ram,ram,MasoTr00,pass_sacked,0,,,,,
player,201412110ram,ram,MasoTr00,pass_sacked_yds,0,,,,,
player,201412110ram,ram,MasoTr00,pass_long,0,,,,,
player,201412110ram,ram,MasoTr00,pass_rating,,,,,,
player,201412110ram,ram,MasoTr00,rush_att,13,,,,,
player,201412110ram,ram,MasoTr00,rush_yds,33,,,,,
player,201412110ram,ram,MasoTr00,rush_td,0,,,,,
player,201412110ram,ram,MasoTr00,rush_long,10,,,,,
player,201412110ram,ram,MasoTr00,targets,1,,,,,
player,201412110ram,ram,MasoTr00,rec,0,,,,,
player,201412110ram,ram,MasoTr00,rec_yds,0,,,,,
player,201412110ram,ram,MasoTr00,rec_td,0,,,,,
player,201412110ram,ram,MasoTr00,rec_long,0,,,,,
player,201412110ram,ram,MasoTr00,fumbles,1,,,,,
player,201412110ram,ram,MasoTr00,fumbles_lost,1,,,,,
player,201412110ram,ram,BailSt01,pass_cmp,0,,,,,
player,201412110ram,ram,BailSt01,pass_att,0,,,,,
player,201412110ram,ram,BailSt01,pass_yds,0,,,,,
player,201412110ram,ram,BailSt01,pass_td,0,,,,,
player,201412110ram,ram,BailSt01,pass_int,0,,,,,
player,201412110ram,ram,BailSt01,pass_sacked,0,,,,,
player,201412110ram,ram,BailSt01,pass_sacked_yds,0,,,,,
player,201412110ram,ram,BailSt01,pass_long,0,,,,,
player,201412110ram,ram,BailSt01,pass_rating,,,,,,
player,201412110ram,ram,BailSt01,rush_att,1,,,,,
player,201412110ram,ram,BailSt01,rush_yds,13,,,,,
player,201412110ram,ram,BailSt01,rush_td,0,,,,,
player,201412110ram,ram,BailSt01,rush_long,13,,,,,
player,201412110ram,ram,BailSt01,targets,8,,,,,
player,201412110ram,ram,BailSt01,rec,5,,,,,
player,201412110ram,ram,BailSt01,rec_yds,74,,,,,
player,201412110ram,ram,BailSt01,rec_td,0,,,,,
player,201412110ram,ram,BailSt01,rec_long,38,,,,,
player,201412110ram,ram,BailSt01,fumbles,0,,,,,
player,201412110ram,ram,BailSt01,fumbles_lost,0,,,,,
player,201412110ram,ram,AustTa00,pass_cmp,0,,,,,
player,201412110ram,ram,AustTa00,pass_att,0,,,,,
player,201412110ram,ram,AustTa00,pass_yds,0,,,,,
player,201412110ram,ram,AustTa00,pass_td,0,,,,,
player,201412110ram,ram,AustTa00,pass_int,0,,,,,
player,201412110ram,ram,AustTa00,pass_sacked,0,,,,,
player,201412110ram,ram,AustTa00,pass_sacked_yds,0,,,,,
player,201412110ram,ram,AustTa00,pass_long,0,,,,,
player,201412110ram,ram,AustTa00,pass_rating,,,,,,
player,201412110ram,ram,AustTa00,rush_att,1,,,,,
player,201412110ram,ram,AustTa00,rush_yds,8,,,,,
player,201412110ram,ram,AustTa00,rush_td,0,,,,,
player,201412110ram,ram,AustTa00,rush_long,8,,,,,
player,201412110ram,ram,AustTa00,targets,4,,,,,
player,201412110ram,ram,AustTa00,rec,2,,,,,
player,201412110ram,ram,AustTa00,rec_yds,14,,,,,
player,201412110ram,ram,AustTa00,rec_td,0,,,,,
player,201412110ram,ram,AustTa00,rec_long,10,,,,,
player,201412110ram,ram,AustTa00,fumbles,1,,,,,
player,201412110ram,ram,AustTa00,fumbles_lost,0,,,,,
player,201412110ram,ram,CunnBe01,pass_cmp,0,,,,,
player,201412110ram,ram,CunnBe01,pass_att,0,,,,,
player,201412110ram,ram,CunnBe01,pass_yds,0,,,,,
player,201412110ram,ram,CunnBe01,pass_td,0,,,,,
player,201412110ram,ram,CunnBe01,pass_int,0,,,,,
player,201412110ram,ram,CunnBe01,pass_sacked,0,,,,,
player,201412110ram,ram,CunnBe01,pass_sacked_yds,0,,,,,
player,201412110ram,ram,CunnBe01,pass_long,0,,,,,
player,201412110ram,ram,CunnBe01,pass_rating,,,,,,
player,201412110ram,ram,CunnBe01,rush_att,2,,,,,
player,201412110ram,ram,CunnBe01,rush_yds,4,,,,,
player,201412110ram,ram,CunnBe01,rush_td,0,,,,,
player,201412110ram,ram,CunnBe01,rush_long,4,,,,,
player,201412110ram,ram,CunnBe01,targets,4,,,,,
player,201412110ram,ram,CunnBe01,rec,3,,,,,
player,201412110ram,ram,CunnBe01,rec_yds,23,,,,,
player,201412110ram,ram,CunnBe01,rec_td,0,,,,,
player,201412110ram,ram,CunnBe01,rec_long,19,,,,,
player,201412110ram,ram,CunnBe01,fumbles,0,,,,,
player,201412110ram,ram,CunnBe01,fumbles_lost,0,,,,,
player,201412110ram,ram,BritKe00,pass_cmp,0,,,,,
player,201412110ram,ram,BritKe00,pass_att,0,,,,,
player,201412110ram,ram,BritKe00,pass_yds,0,,,,,
player,201412110ram,ram,BritKe00,pass_td,0,,,,,
player,201412110ram,ram,BritKe00,pass_int,0,,,,,
player,201412110ram,ram,BritKe00,pass_sacked,0,,,,,
player,201412110ram,ram,BritKe00,pass_sacked_yds,0,,,,,
player,201412110ram,ram,BritKe00,pass_long,0,,,,,
player,201412110ram,ram,BritKe00,pass_rating,,,,,,
player,201412110ram,ram,BritKe00,rush_att,0,,,,,
player,201412110ram,ram,BritKe00,rush_yds,0,,,,,
player,201412110ram,ram,BritKe00,rush_td,0,,,,,
player,201412110ram,ram,BritKe00,rush_long,0,,,,,
player,201412110ram,ram,BritKe00,targets,9,,,,,
player,201412110ram,ram,BritKe00,rec,5,,,,,
player,201412110ram,ram,BritKe00,rec_yds,65,,,,,
player,201412110ram,ram,BritKe00,rec_td,0,,,,,
player,201412110ram,ram,BritKe00,rec_long,22,,,,,
player,201412110ram,ram,BritKe00,fumbles,0,,,,,
player,201412110ram,ram,BritKe00,fumbles_lost,0,,,,,
player,201412110ram,ram,CookJa02,pass_cmp,0,,,,,
player,201412110ram,ram,CookJa02,pass_att,0,,,,,
player,201412110ram,ram,CookJa02,pass_yds,0,,,,,
player,201412110ram,ram,CookJa02,pass_td,0,,,,,
player,201412110ram,ram,CookJa02,pass_int,0,,,,,
player,201412110ram,ram,CookJa02,pass_sacked,0,,,,,
player,201412110ram,ram,CookJa02,pass_sacked_yds,0,,,,,
player,201412110ram,ram,CookJa02,pass_long,0,,,,,
player,201412110ram,ram,CookJa02,pass_rating,,,,,,
player,201412110ram,ram,CookJa02,rush_att,0,,,,,
player,201412110ram,ram,CookJa02,rush_yds,0,,,,,
player,201412110ram,ram,CookJa02,rush_td,0,,,,,
player,201412110ram,ram,CookJa02,rush_long,0,,,,,
player,201412110ram,ram,CookJa02,targets,9,,,,,
player,201412110ram,ram,CookJa02,rec,3,,,,,
player,201412110ram,ram,CookJa02,rec_yds,22,,,,,
player,201412110ram,ram,CookJa02,rec_td,0,,,,,
player,201412110ram,ram,CookJa02,rec_long,10,,,,,
player,201412110ram,ram,CookJa02,fumbles,0,,,,,
player,201412110ram,ram,CookJa02,fumbles_lost,0,,,,,
player,201412110ram,ram,HarkCo00,pass_cmp,0,,,,,
player,201412110ram,ram,HarkCo00,pass_att,0,,,,,
player,201412110ram,ram,HarkCo00,pass_yds,0,,,,,
player,201412110ram,ram,HarkCo00,pass_td,0,,,,,
player,201412110ram,ram,HarkCo00,pass_int,0,,,,,
player,201412110ram,ram,HarkCo00,pass_sacked,0,,,,,
player,201412110ram,ram,HarkCo00,pass_sacked_yds,0,,,,,
player,201412110ram,ram,HarkCo00,pass_long,0,,,,,
player,201412110ram,ram,HarkCo00,pass_rating,,,,,,
player,201412110ram,ram,HarkCo00,rush_att,0,,,,,
player,201412110ram,ram,HarkCo00,rush_yds,0,,,,,
player,201412110ram,ram,HarkCo00,rush_td,0,,,,,
player,201412110ram,ram,HarkCo00,rush_long,0,,,,,
player,201412110ram,ram,HarkCo00,targets,1,,,,,
player,201412110ram,ram,HarkCo00,rec,1,,,,,
player,201412110ram,ram,HarkCo00,rec_yds,21,,,,,
player,201412110ram,ram,HarkCo00,rec_td,0,,,,,
player,201412110ram,ram,HarkCo00,rec_long,21,,,,,
player,201412110ram,ram,HarkCo00,fumbles,0,,,,,
player,201412110ram,ram,HarkCo00,fumbles_lost,0,,,,,
player,201412110ram,ram,KendLa00,pass_cmp,0,,,,,
player,201412110ram,ram,KendLa00,pass_att,0,,,,,
player,201412110ram,ram,KendLa00,pass_yds,0,,,,,
player,201412110ram,ram,KendLa00,pass_td,0,,,,,
player,201412110ram,ram,KendLa00,pass_int,0,,,,,
player,201412110ram,ram,KendLa00,pass_sacked,0,,,,,
player,201412110ram,ram,KendLa00,pass_sacked_yds,0,,,,,
player,201412110ram,ram,KendLa00,pass_long,0,,,,,
player,201412110ram,ram,KendLa00,pass_rating,,,,,,
player,201412110ram,ram,KendLa00,rush_att,0,,,,,
player,201412110ram,ram,KendLa00,rush_yds,0,,,,,
player,201412110ram,ram,KendLa00,rush_td,0,,,,,
player,201412110ram,ram,KendLa00,rush_long,0,,,,,
player,201412110ram,ram,KendLa00,targets,2,,,,,
player,201412110ram,ram,KendLa00,rec,1,,,,,
player,201412110ram,ram,KendLa00,rec_yds,10,,,,,
player,201412110ram,ram,KendLa00,rec_td,0,,,,,
player,201412110ram,ram,KendLa00,rec_long,10,,,,,
player,201412110ram,ram,KendLa00,fumbles,0,,,,,
player,201412110ram,ram,KendLa00,fumbles_lost,0,,,,,
player,201412110ram,crd,PetePa00,def_int,1,,,,,
player,201412110ram,crd,PetePa00,def_int_yds,0,,,,,
player,201412110ram,crd,PetePa00,def_int_td,0,,,,,
player,201412110ram,crd,PetePa00,def_int_long,0,,,,,
player,201412110ram,crd,PetePa00,pass_defended,1,,,,,
player,201412110ram,crd,PetePa00,sacks,0.0,,,,,
player,201412110ram,crd,PetePa00,tackles_combined,2,,,,,
player,201412110ram,crd,PetePa00,tackles_solo,2,,,,,
player,201412110ram,crd,PetePa00,tackles_assists,0,,,,,
player,201412110ram,crd,PetePa00,tackles_loss,0,,,,,
player,201412110ram,crd,PetePa00,qb_hits,0,,,,,
player,201412110ram,crd,PetePa00,fumbles_rec,0,,,,,
player,201412110ram,crd,PetePa00,fumbles_rec_yds,0,,,,,
player,201412110ram,crd,PetePa00,fumbles_rec_td,0,,,,,
player,201412110ram,crd,PetePa00,fumbles_forced,0,,,,,
player,201412110ram,crd,RuckFr99,def_int,0,,,,,
player,201412110ram,crd,RuckFr99,def_int_yds,0,,,,,
player,201412110ram,crd,RuckFr99,def_int_td,0,,,,,
player,201412110ram,crd,RuckFr99,def_int_long,0,,,,,
player,201412110ram,crd,RuckFr99,pass_defended,0,,,,,
player,201412110ram,crd,RuckFr99,sacks,1.0,,,,,
player,201412110ram,crd,RuckFr99,tackles_combined,4,,,,,
player,201412110ram,crd,RuckFr99,tackles_solo,4,,,,,
player,201412110ram,crd,RuckFr99,tackles_assists,0,,,,,
player,201412110ram,crd,RuckFr99,tackles_loss,3,,,,,
player,201412110ram,crd,RuckFr99,qb_hits,1,,,,,
player,201412110ram,crd,RuckFr99,fumbles_rec,0,,,,,
player,201412110ram,crd,RuckFr99,fumbles_rec_yds,0,,,,,
player,201412110ram,crd,RuckFr99,fumbles_rec_td,0,,,,,
player,201412110ram,crd,RuckFr99,fumbles_forced,1,,,,,
player,201412110ram,crd,FootLa20,def_int,0,,,,,
player,201412110ram,crd,FootLa20,def_int_yds,0,,,,,
player,201412110ram,crd,FootLa20,def_int_td,0,,,,,
player,201412110ram,crd,FootLa20,def_int_long,0,,,,,
player,201412110ram,crd,FootLa20,pass_defended,0,,,,,
player,201412110ram,crd,FootLa20,sacks,1.0,,,,,
player,201412110ram,crd,FootLa20,tackles_combined,3,,,,,
