game,2014,7,20141019,201410190den,sfo,"San Francisco 49ers",17,den,"Denver Broncos",42
player,201410190den,den,ThomJu00,pass_yds,0,,,,,
player,201410190den,den,ThomJu00,pass_td,0,,,,,
player,201410190den,den,ThomJu00,pass_int,0,,,,,
player,201410190den,den,ThomJu00,pass_sacked,0,,,,,
player,201410190den,den,ThomJu00,pass_sacked_yds,0,,,,,
player,201410190den,den,ThomJu00,pass_long,0,,,,,
player,201410190den,den,ThomJu00,pass_rating,,,,,,
player,201410190den,den,ThomJu00,rush_att,0,,,,,
player,201410190den,den,ThomJu00,rush_yds,0,,,,,
player,201410190den,den,ThomJu00,rush_td,0,,,,,
player,201410190den,den,ThomJu00,rush_long,0,,,,,
player,201410190den,den,ThomJu00,targets,6,,,,,
player,201410190den,den,ThomJu00,rec,4,,,,,
player,201410190den,den,ThomJu00,rec_yds,27,,,,,
player,201410190den,den,ThomJu00,rec_td,0,,,,,
player,201410190den,den,ThomJu00,rec_long,10,,,,,
player,201410190den,den,ThomJu00,fumbles,0,,,,,
player,201410190den,den,ThomJu00,fumbles_lost,0,,,,,
player,201410190den,den,CaldAn00,pass_cmp,0,,,,,
player,201410190den,den,CaldAn00,pass_att,0,,,,,
player,201410190den,den,CaldAn00,pass_yds,0,,,,,
player,201410190den,den,CaldAn00,pass_td,0,,,,,
player,201410190den,den,CaldAn00,pass_int,0,,,,,
player,201410190den,den,CaldAn00,pass_sacked,0,,,,,
player,201410190den,den,CaldAn00,pass_sacked_yds,0,,,,,
player,201410190den,den,CaldAn00,pass_long,0,,,,,
player,201410190den,den,CaldAn00,pass_rating,,,,,,
player,201410190den,den,CaldAn00,rush_att,0,,,,,
player,201410190den,den,CaldAn00,rush_yds,0,,,,,
player,201410190den,den,CaldAn00,rush_td,0,,,,,
player,201410190den,den,CaldAn00,rush_long,0,,,,,
player,201410190den,den,CaldAn00,targets,1,,,,,
player,201410190den,den,CaldAn00,rec,0,,,,,
player,201410190den,den,CaldAn00,rec_yds,0,,,,,
player,201410190den,den,CaldAn00,rec_td,0,,,,,
player,201410190den,den,CaldAn00,rec_long,0,,,,,
player,201410190den,den,CaldAn00,fumbles,0,,,,,
player,201410190den,den,CaldAn00,fumbles_lost,0,,,,,
player,201410190den,den,BursIs01,pass_cmp,0,,,,,
player,201410190den,den,BursIs01,pass_att,0,,,,,
player,201410190den,den,BursIs01,pass_yds,0,,,,,
player,201410190den,den,BursIs01,pass_td,0,,,,,
player,201410190den,den,BursIs01,pass_int,0,,,,,
player,201410190den,den,BursIs01,pass_sacked,0,,,,,
player,201410190den,den,BursIs01,pass_sacked_yds,0,,,,,
player,201410190den,den,BursIs01,pass_long,0,,,,,
player,201410190den,den,BursIs01,pass_rating,,,,,,
player,201410190den,den,BursIs01,rush_att,0,,,,,
player,201410190den,den,BursIs01,rush_yds,0,,,,,
player,201410190den,den,BursIs01,rush_td,0,,,,,
player,201410190den,den,BursIs01,rush_long,0,,,,,
player,201410190den,den,BursIs01,targets,1,,,,,
player,201410190den,den,BursIs01,rec,0,,,,,
player,201410190den,den,BursIs01,rec_yds,0,,,,,
player,201410190den,den,BursIs01,rec_td,0,,,,,
player,201410190den,den,BursIs01,rec_long,0,,,,,
player,201410190den,den,BursIs01,fumbles,1,,,,,
player,201410190den,den,BursIs01,fumbles_lost,0,,,,,
player,201410190den,sfo,BorlCh00,def_int,0,,,,,
player,201410190den,sfo,BorlCh00,def_int_yds,0,,,,,
player,201410190den,sfo,BorlCh00,def_int_td,0,,,,,
player,201410190den,sfo,BorlCh00,def_int_long,0,,,,,
player,201410190den,sfo,BorlCh00,pass_defended,0,,,,,
player,201410190den,sfo,BorlCh00,sacks,1.0,,,,,
player,201410190den,sfo,BorlCh00,tackles_combined,8,,,,,
player,201410190den,sfo,BorlCh00,tackles_solo,7,,,,,
player,201410190den,sfo,BorlCh00,tackles_assists,1,,,,,
player,201410190den,sfo,BorlCh00,tackles_loss,1,,,,,
player,201410190den,sfo,BorlCh00,qb_hits,1,,,,,
player,201410190den,sfo,BorlCh00,fumbles_rec,0,,,,,
player,201410190den,sfo,BorlCh00,fumbles_rec_yds,0,,,,,
player,201410190den,sfo,BorlCh00,fumbles_rec_td,0,,,,,
player,201410190den,sfo,BorlCh00,fumbles_forced,0,,,,,
player,201410190den,sfo,LyncAa00,def_int,0,,,,,
player,201410190den,sfo,LyncAa00,def_int_yds,0,,,,,
player,201410190den,sfo,LyncAa00,def_int_td,0,,,,,
player,201410190den,sfo,LyncAa00,def_int_long,0,,,,,
player,201410190den,sfo,LyncAa00,pass_defended,0,,,,,
player,201410190den,sfo,LyncAa00,sacks,1.0,,,,,
player,201410190den,sfo,LyncAa00,tackles_combined,1,,,,,
player,201410190den,sfo,LyncAa00,tackles_solo,1,,,,,
player,201410190den,sfo,LyncAa00,tackles_assists,0,,,,,
player,201410190den,sfo,LyncAa00,tackles_loss,1,,,,,
player,201410190den,sfo,LyncAa00,qb_hits,1,,,,,
player,201410190den,sfo,LyncAa00,fumbles_rec,0,,,,,
player,201410190den,sfo,LyncAa00,fumbles_rec_yds,0,,,,,
player,201410190den,sfo,LyncAa00,fumbles_rec_td,0,,,,,
player,201410190den,sfo,LyncAa00,fumbles_forced,0,,,,,
player,201410190den,sfo,WilhMi00,def_int,0,,,,,
player,201410190den,sfo,WilhMi00,def_int_yds,0,,,,,
player,201410190den,sfo,WilhMi00,def_int_td,0,,,,,
player,201410190den,sfo,WilhMi00,def_int_long,0,,,,,
player,201410190den,sfo,WilhMi00,pass_defended,0,,,,,
player,201410190den,sfo,WilhMi00,sacks,0.0,,,,,
player,201410190den,sfo,WilhMi00,tackles_combined,7,,,,,
player,201410190den,sfo,WilhMi00,tackles_solo,7,,,,,
player,201410190den,sfo,WilhMi00,tackles_assists,0,,,,,
player,201410190den,sfo,WilhMi00,tackles_loss,0,,,,,
player,201410190den,sfo,WilhMi00,qb_hits,0,,,,,
player,201410190den,sfo,WilhMi00,fumbles_rec,0,,,,,
player,201410190den,sfo,WilhMi00,fumbles_rec_yds,0,,,,,
player,201410190den,sfo,WilhMi00,fumbles_rec_td,0,,,,,
player,201410190den,sfo,WilhMi00,fumbles_forced,0,,,,,
player,201410190den,sfo,BethAn20,def_int,0,,,,,
player,201410190den,sfo,BethAn20,def_int_yds,0,,,,,
player,201410190den,sfo,BethAn20,def_int_td,0,,,,,
player,201410190den,sfo,BethAn20,def_int_long,0,,,,,
player,201410190den,sfo,BethAn20,pass_defended,0,,,,,
player,201410190den,sfo,BethAn20,sacks,0.0,,,,,
player,201410190den,sfo,BethAn20,tackles_combined,5,,,,,
player,201410190den,sfo,BethAn20,tackles_solo,5,,,,,
player,201410190den,sfo,BethAn20,tackles_assists,0,,,,,
player,201410190den,sfo,BethAn20,tackles_loss,0,,,,,
player,201410190den,sfo,BethAn20,qb_hits,0,,,,,
player,201410190den,sfo,BethAn20,fumbles_rec,0,,,,,
player,201410190den,sfo,BethAn20,fumbles_rec_yds,0,,,,,
player,201410190den,sfo,BethAn20,fumbles_rec_td,0,,,,,
player,201410190den,sfo,BethAn20,fumbles_forced,0,,,,,
player,201410190den,sfo,SkutDa00,def_int,0,,,,,
player,201410190den,sfo,SkutDa00,def_int_yds,0,,,,,
player,201410190den,sfo,SkutDa00,def_int_td,0,,,,,
player,201410190den,sfo,SkutDa00,def_int_long,0,,,,,
player,201410190den,sfo,SkutDa00,pass_defended,0,,,,,
player,201410190den,sfo,SkutDa00,sacks,0.0,,,,,
player,201410190den,sfo,SkutDa00,tackles_combined,4,,,,,
player,201410190den,sfo,SkutDa00,tackles_solo,3,,,,,
player,201410190den,sfo,SkutDa00,tackles_assists,1,,,,,
player,201410190den,sfo,SkutDa00,tackles_loss,0,,,,,
player,201410190den,sfo,SkutDa00,qb_hits,0,,,,,
player,201410190den,sfo,SkutDa00,fumbles_rec,0,,,,,
player,201410190den,sfo,SkutDa00,fumbles_rec_yds,0,,,,,
player,201410190den,sfo,SkutDa00,fumbles_rec_td,0,,,,,
player,201410190den,sfo,SkutDa00,fumbles_forced,0,,,,,
player,201410190den,sfo,BrocTr00,def_int,0,,,,,
player,201410190den,sfo,BrocTr00,def_int_yds,0,,,,,
player,201410190den,sfo,BrocTr00,def_int_td,0,,,,,
player,201410190den,sfo,BrocTr00,def_int_long,0,,,,,
player,201410190den,sfo,BrocTr00,pass_defended,0,,,,,
player,201410190den,sfo,BrocTr00,sacks,0.0,,,,,
player,201410190den,sfo,BrocTr00,tackles_combined,3,,,,,
player,201410190den,sfo,BrocTr00,tackles_solo,3,,,,,
player,201410190den,sfo,BrocTr00,tackles_assists,0,,,,,
player,201410190den,sfo,BrocTr00,tackles_loss,0,,,,,
player,201410190den,sfo,BrocTr00,qb_hits,0,,,,,
player,201410190den,sfo,BrocTr00,fumbles_rec,0,,,,,
player,201410190den,sfo,BrocTr00,fumbles_rec_yds,0,,,,,
player,201410190den,sfo,BrocTr00,fumbles_rec_td,0,,,,,
player,201410190den,sfo,BrocTr00,fumbles_forced,0,,,,,
player,201410190den,sfo,DobbDe00,def_int,0,,,,,
player,201410190den,sfo,DobbDe00,def_int_yds,0,,,,,
player,201410190den,sfo,DobbDe00,def_int_td,0,,,,,
player,201410190den,sfo,DobbDe00,def_int_long,0,,,,,
player,201410190den,sfo,DobbDe00,pass_defended,0,,,,,
player,201410190den,sfo,DobbDe00,sacks,0.0,,,,,
player,201410190den,sfo,DobbDe00,tackles_combined,3,,,,,
player,201410190den,sfo,DobbDe00,tackles_solo,3,,,,,
player,201410190den,sfo,DobbDe00,tackles_assists,0,,,,,
player,201410190den,sfo,DobbDe00,tackles_loss,0,,,,,
player,201410190den,sfo,DobbDe00,qb_hits,0,,,,,
player,201410190den,sfo,DobbDe00,fumbles_rec,0,,,,,
player,201410190den,sfo,DobbDe00,fumbles_rec_yds,0,,,,,
player,201410190den,sfo,DobbDe00,fumbles_rec_td,0,,,,,
player,201410190den,sfo,DobbDe00,fumbles_forced,0,,,,,
player,201410190den,sfo,SmitJu20,def_int,0,,,,,
player,201410190den,sfo,SmitJu20,def_int_yds,0,,,,,
player,201410190den,sfo,SmitJu20,def_int_td,0,,,,,
player,201410190den,sfo,SmitJu20,def_int_long,0,,,,,
player,201410190den,sfo,SmitJu20,pass_defended,0,,,,,
player,201410190den,sfo,SmitJu20,sacks,0.0,,,,,
player,201410190den,sfo,SmitJu20,tackles_combined,3,,,,,
player,201410190den,sfo,SmitJu20,tackles_solo,3,,,,,
player,201410190den,sfo,SmitJu20,tackles_assists,0,,,,,
player,201410190den,sfo,SmitJu20,tackles_loss,0,,,,,
player,201410190den,sfo,SmitJu20,qb_hits,1,,,,,
player,201410190den,sfo,SmitJu20,fumbles_rec,0,,,,,
player,201410190den,sfo,SmitJu20,fumbles_rec_yds,0,,,,,
player,201410190den,sfo,SmitJu20,fumbles_rec_td,0,,,,,
player,201410190den,sfo,SmitJu20,fumbles_forced,0,,,,,
player,201410190den,sfo,BrooAh21,def_int,0,,,,,
player,201410190den,sfo,BrooAh21,def_int_yds,0,,,,,
player,201410190den,sfo,BrooAh21,def_int_td,0,,,,,
player,201410190den,sfo,BrooAh21,def_int_long,0,,,,,
player,201410190den,sfo,BrooAh21,pass_defended,0,,,,,
player,201410190den,sfo,BrooAh21,sacks,0.0,,,,,
player,201410190den,sfo,BrooAh21,tackles_combined,2,,,,,
player,201410190den,sfo,BrooAh21,tackles_solo,2,,,,,
player,201410190den,sfo,BrooAh21,tackles_assists,0,,,,,
player,201410190den,sfo,BrooAh21,tackles_loss,1,,,,,
player,201410190den,sfo,BrooAh21,qb_hits,0,,,,,
player,201410190den,sfo,BrooAh21,fumbles_rec,0,,,,,
player,201410190den,sfo,BrooAh21,fumbles_rec_yds,0,,,,,
player,201410190den,sfo,BrooAh21,fumbles_rec_td,0,,,,,
player,201410190den,sfo,BrooAh21,fumbles_forced,0,,,,,
player,201410190den,sfo,CoxxPe99,def_int,0,,,,,
player,201410190den,sfo,CoxxPe99,def_int_yds,0,,,,,
player,201410190den,sfo,CoxxPe99,def_int_td,0,,,,,
player,201410190den,sfo,CoxxPe99,def_int_long,0,,,,,
player,201410190den,sfo,CoxxPe99,pass_defended,0,,,,,
player,201410190den,sfo,CoxxPe99,sacks,0.0,,,,,
player,201410190den,sfo,CoxxPe99,tackles_combined,2,,,,,
player,201410190den,sfo,CoxxPe99,tackles_solo,2,,,,,
player,201410190den,sfo,CoxxPe99,tackles_assists,0,,,,,
player,201410190den,sfo,CoxxPe99,tackles_loss,0,,,,,
player,201410190den,sfo,CoxxPe99,qb_hits,0,,,,,
player,201410190den,sfo,CoxxPe99,fumbles_rec,0,,,,,
player,201410190den,sfo,CoxxPe99,fumbles_rec_yds,0,,,,,
player,201410190den,sfo,CoxxPe99,fumbles_rec_td,0,,,,,
player,201410190den,sfo,CoxxPe99,fumbles_forced,0,,,,,
player,201410190den,sfo,JohnDo02,def_int,0,,,,,
player,201410190den,sfo,JohnDo02,def_int_yds,0,,,,,
player,201410190den,sfo,JohnDo02,def_int_td,0,,,,,
player,201410190den,sfo,JohnDo02,def_int_long,0,,,,,
player,201410190den,sfo,JohnDo02,pass_defended,0,,,,,
player,201410190den,sfo,JohnDo02,sacks,0.0,,,,,
player,201410190den,sfo,JohnDo02,tackles_combined,2,,,,,
player,201410190den,sfo,JohnDo02,tackles_solo,1,,,,,
player,201410190den,sfo,JohnDo02,tackles_assists,1,,,,,
player,201410190den,sfo,JohnDo02,tackles_loss,0,,,,,
player,201410190den,sfo,JohnDo02,qb_hits,0,,,,,
player,201410190den,sfo,JohnDo02,fumbles_rec,0,,,,,
player,201410190den,sfo,JohnDo02,fumbles_rec_yds,0,,,,,
player,201410190den,sfo,JohnDo02,fumbles_rec_td,0,,,,,
player,201410190den,sfo,JohnDo02,fumbles_forced,0,,,,,
player,201410190den,sfo,WillIa00,def_int,0,,,,,
player,201410190den,sfo,WillIa00,def_int_yds,0,,,,,
player,201410190den,sfo,WillIa00,def_int_td,0,,,,,
player,201410190den,sfo,WillIa00,def_int_long,0,,,,,
player,201410190den,sfo,WillIa00,pass_defended,0,,,,,
player,201410190den,sfo,WillIa00,sacks,0.0,,,,,
player,201410190den,sfo,WillIa00,tackles_combined,2,,,,,
player,201410190den,sfo,WillIa00,tackles_solo,2,,,,,
player,201410190den,sfo,WillIa00,tackles_assists,0,,,,,
player,201410190den,sfo,WillIa00,tackles_loss,0,,,,,
player,201410190den,sfo,WillIa00,qb_hits,0,,,,,
player,201410190den,sfo,WillIa00,fumbles_rec,0,,,,,
player,201410190den,sfo,WillIa00,fumbles_rec_yds,0,,,,,
player,201410190den,sfo,WillIa00,fumbles_rec_td,0,,,,,
player,201410190den,sfo,WillIa00,fumbles_forced,0,,,,,
player,201410190den,sfo,CookCh99,def_int,0,,,,,
player,201410190den,sfo,CookCh99,def_int_yds,0,,,,,
player,201410190den,sfo,CookCh99,def_int_td,0,,,,,
player,201410190den,sfo,CookCh99,def_int_long,0,,,,,
player,201410190den,sfo,CookCh99,pass_defended,0,,,,,
player,201410190den,sfo,CookCh99,sacks,0.0,,,,,
player,201410190den,sfo,CookCh99,tackles_combined,1,,,,,
player,201410190den,sfo,CookCh99,tackles_solo,1,,,,,
player,201410190den,sfo,CookCh99,tackles_assists,0,,,,,
player,201410190den,sfo,CookCh99,tackles_loss,0,,,,,
player,201410190den,sfo,CookCh99,qb_hits,0,,,,,
player,201410190den,sfo,CookCh99,fumbles_rec,0,,,,,
player,201410190den,sfo,CookCh99,fumbles_rec_yds,0,,,,,
player,201410190den,sfo,CookCh99,fumbles_rec_td,0,,,,,
player,201410190den,sfo,CookCh99,fumbles_forced,0,,,,,
player,201410190den,sfo,DahlCr99,def_int,0,,,,,
player,201410190den,sfo,DahlCr99,def_int_yds,0,,,,,
player,201410190den,sfo,DahlCr99,def_int_td,0,,,,,
player,201410190den,sfo,DahlCr99,def_int_long,0,,,,,
player,201410190den,sfo,DahlCr99,pass_defended,0,,,,,
player,201410190den,sfo,DahlCr99,sacks,0.0,,,,,
player,201410190den,sfo,DahlCr99,tackles_combined,1,,,,,
player,201410190den,sfo,DahlCr99,tackles_solo,1,,,,,
player,201410190den,sfo,DahlCr99,tackles_assists,0,,,,,
player,201410190den,sfo,DahlCr99,tackles_loss,0,,,,,
player,201410190den,sfo,DahlCr99,qb_hits,1,,,,,
player,201410190den,sfo,DahlCr99,fumbles_rec,0,,,,,
player,201410190den,sfo,DahlCr99,fumbles_rec_yds,0,,,,,
player,201410190den,sfo,DahlCr99,fumbles_rec_td,0,,,,,
player,201410190den,sfo,DahlCr99,fumbles_forced,0,,,,,
player,201410190den,sfo,DialQu00,def_int,0,,,,,
player,201410190den,sfo,DialQu00,def_int_yds,0,,,,,
player,201410190den,sfo,DialQu00,def_int_td,0,,,,,
player,201410190den,sfo,DialQu00,def_int_long,0,,,,,
player,201410190den,sfo,DialQu00,pass_defended,0,,,,,
player,201410190den,sfo,DialQu00,sacks,0.0,,,,,
player,201410190den,sfo,DialQu00,tackles_combined,1,,,,,
player,201410190den,sfo,DialQu00,tackles_solo,1,,,,,
player,201410190den,sfo,DialQu00,tackles_assists,0,,,,,
player,201410190den,sfo,DialQu00,tackles_loss,0,,,,,
player,201410190den,sfo,DialQu00,qb_hits,0,,,,,
player,201410190den,sfo,DialQu00,fumbles_rec,0,,,,,
player,201410190den,sfo,DialQu00,fumbles_rec_yds,0,,,,,
player,201410190den,sfo,DialQu00,fumbles_rec_td,0,,,,,
player,201410190den,sfo,DialQu00,fumbles_forced,0,,,,,
player,201410190den,sfo,VentRa20,def_int,0,,,,,
player,201410190den,sfo,VentRa20,def_int_yds,0,,,,,
player,201410190den,sfo,VentRa20,def_int_td,0,,,,,
player,201410190den,sfo,VentRa20,def_int_long,0,,,,,
player,201410190den,sfo,VentRa20,pass_defended,0,,,,,
player,201410190den,sfo,VentRa20,sacks,0.0,,,,,
player,201410190den,sfo,VentRa20,tackles_combined,1,,,,,
player,201410190den,sfo,VentRa20,tackles_solo,0,,,,,
player,201410190den,sfo,VentRa20,tackles_assists,1,,,,,
player,201410190den,sfo,VentRa20,tackles_loss,0,,,,,
player,201410190den,sfo,VentRa20,qb_hits,0,,,,,
player,201410190den,sfo,VentRa20,fumbles_rec,0,,,,,
player,201410190den,sfo,VentRa20,fumbles_rec_yds,0,,,,,
player,201410190den,sfo,VentRa20,fumbles_rec_td,0,,,,,
player,201410190den,sfo,VentRa20,fumbles_forced,0,,,,,
player,201410190den,den,TaliAq99,def_int,1,,,,,
player,201410190den,den,TaliAq99,def_int_yds,3,,,,,
player,201410190den,den,TaliAq99,def_int_td,0,,,,,
player,201410190den,den,TaliAq99,def_int_long,3,,,,,
player,201410190den,den,TaliAq99,pass_defended,1,,,,,
player,201410190den,den,TaliAq99,sacks,0.0,,,,,
player,201410190den,den,TaliAq99,tackles_combined,2,,,,,
player,201410190den,den,TaliAq99,tackles_solo,2,,,,,
player,201410190den,den,TaliAq99,tackles_assists,0,,,,,
player,201410190den,den,TaliAq99,tackles_loss,0,,,,,
player,201410190den,den,TaliAq99,qb_hits,0,,,,,
player,201410190den,den,TaliAq99,fumbles_rec,0,,,,,
player,201410190den,den,TaliAq99,fumbles_rec_yds,0,,,,,
player,201410190den,den,TaliAq99,fumbles_rec_td,0,,,,,
player,201410190den,den,TaliAq99,fumbles_forced,0,,,,,
player,201410190den,den,WareDe99,def_int,0,,,,,
player,201410190den,den,WareDe99,def_int_yds,0,,,,,
player,201410190den,den,WareDe99,def_int_td,0,,,,,
player,201410190den,den,WareDe99,def_int_long,0,,,,,
player,201410190den,den,WareDe99,pass_defended,0,,,,,
player,201410190den,den,WareDe99,sacks,3.0,,,,,
player,201410190den,den,WareDe99,tackles_combined,4,,,,,
player,201410190den,den,WareDe99,tackles_solo,4,,,,,
player,201410190den,den,WareDe99,tackles_assists,0,,,,,
player,201410190den,den,WareDe99,tackles_loss,3,,,,,
player,201410190den,den,WareDe99,qb_hits,4,,,,,
player,201410190den,den,WareDe99,fumbles_rec,0,,,,,
player,201410190den,den,WareDe99,fumbles_rec_yds,0,,,,,
player,201410190den,den,WareDe99,fumbles_rec_td,0,,,,,
player,201410190den,den,WareDe99,fumbles_forced,0,,,,,
player,201410190den,den,MillVo00,def_int,0,,,,,
player,201410190den,den,MillVo00,def_int_yds,0,,,,,
player,201410190den,den,MillVo00,def_int_td,0,,,,,
player,201410190den,den,MillVo00,def_int_long,0,,,,,
player,201410190den,den,MillVo00,pass_defended,0,,,,,
player,201410190den,den,MillVo00,sacks,2.0,,,,,
player,201410190den,den,MillVo00,tackles_combined,2,,,,,
player,201410190den,den,MillVo00,tackles_solo,2,,,,,
player,201410190den,den,MillVo00,tackles_assists,0,,,,,
player,201410190den,den,MillVo00,tackles_loss,2,,,,,
player,201410190den,den,MillVo00,qb_hits,3,,,,,
player,201410190den,den,MillVo00,fumbles_rec,0,,,,,
player,201410190den,den,MillVo00,fumbles_rec_yds,0,,,,,
player,201410190den,den,MillVo00,fumbles_rec_td,0,,,,,
player,201410190den,den,MillVo00,fumbles_forced,0,,,,,
player,201410190den,den,JackMa02,def_int,0,,,,,
player,201410190den,den,JackMa02,def_int_yds,0,,,,,
player,201410190den,den,JackMa02,def_int_td,0,,,,,
player,201410190den,den,JackMa02,def_int_long,0,,,,,
player,201410190den,den,JackMa02,pass_defended,0,,,,,
player,201410190den,den,JackMa02,sacks,1.0,,,,,
player,201410190den,den,JackMa02,tackles_combined,1,,,,,
player,201410190den,den,JackMa02,tackles_solo,1,,,,,
player,201410190den,den,JackMa02,tackles_assists,0,,,,,
player,201410190den,den,JackMa02,tackles_loss,1,,,,,
player,201410190den,den,JackMa02,qb_hits,1,,,,,
player,201410190den,den,JackMa02,fumbles_rec,0,,,,,
player,201410190den,den,JackMa02,fumbles_rec_yds,0,,,,,
player,201410190den,den,JackMa02,fumbles_rec_td,0,,,,,
player,201410190den,den,JackMa02,fumbles_forced,0,,,,,
player,201410190den,den,MarsBr01,def_int,0,,,,,
player,201410190den,den,MarsBr01,def_int_yds,0,,,,,
player,201410190den,den,MarsBr01,def_int_td,0,,,,,
player,201410190den,den,MarsBr01,def_int_long,0,,,,,
player,201410190den,den,MarsBr01,pass_defended,1,,,,,
player,201410190den,den,MarsBr01,sacks,0.0,,,,,
player,201410190den,den,MarsBr01,tackles_combined,8,,,,,
player,201410190den,den,MarsBr01,tackles_solo,8,,,,,
player,201410190den,den,MarsBr01,tackles_assists,0,,,,,
player,201410190den,den,MarsBr01,tackles_loss,0,,,,,
player,201410190den,den,MarsBr01,qb_hits,0,,,,,
player,201410190den,den,MarsBr01,fumbles_rec,0,,,,,
player,201410190den,den,MarsBr01,fumbles_rec_yds,0,,,,,
player,201410190den,den,MarsBr01,fumbles_rec_td,0,,,,,
player,201410190den,den,MarsBr01,fumbles_forced,0,,,,,
player,201410190den,den,RobyBr00,def_int,0,,,,,
player,201410190den,den,RobyBr00,def_int_yds,0,,,,,
player,201410190den,den,RobyBr00,def_int_td,0,,,,,
player,201410190den,den,RobyBr00,def_int_long,0,,,,,
player,201410190den,den,RobyBr00,pass_defended,0,,,,,
player,201410190den,den,RobyBr00,sacks,0.0,,,,,
player,201410190den,den,RobyBr00,tackles_combined,7,,,,,
player,201410190den,den,RobyBr00,tackles_solo,6,,,,,
player,201410190den,den,RobyBr00,tackles_assists,1,,,,,
player,201410190den,den,RobyBr00,tackles_loss,0,,,,,
player,201410190den,den,RobyBr00,qb_hits,0,,,,,
player,201410190den,den,RobyBr00,fumbles_rec,0,,,,,
player,201410190den,den,RobyBr00,fumbles_rec_yds,0,,,,,
player,201410190den,den,RobyBr00,fumbles_rec_td,0,,,,,
player,201410190den,den,RobyBr00,fumbles_forced,0,,,,,
player,201410190den,den,BoldOm00,def_int,0,,,,,
player,201410190den,den,BoldOm00,def_int_yds,0,,,,,
player,201410190den,den,BoldOm00,def_int_td,0,,,,,
player,201410190den,den,BoldOm00,def_int_long,0,,,,,
player,201410190den,den,BoldOm00,pass_defended,0,,,,,
player,201410190den,den,BoldOm00,sacks,0.0,,,,,
player,201410190den,den,BoldOm00,tackles_combined,4,,,,,
player,201410190den,den,BoldOm00,tackles_solo,4,,,,,
player,201410190den,den,BoldOm00,tackles_assists,0,,,,,
player,201410190den,den,BoldOm00,tackles_loss,0,,,,,
player,201410190den,den,BoldOm00,qb_hits,0,,,,,
player,201410190den,den,BoldOm00,fumbles_rec,0,,,,,
player,201410190den,den,BoldOm00,fumbles_rec_yds,0,,,,,
player,201410190den,den,BoldOm00,fumbles_rec_td,0,,,,,
player,201410190den,den,BoldOm00,fumbles_forced,0,,,,,
player,201410190den,den,WardT.99,def_int,0,,,,,
player,201410190den,den,WardT.99,def_int_yds,0,,,,,
player,201410190den,den,WardT.99,def_int_td,0,,,,,
player,201410190den,den,WardT.99,def_int_long,0,,,,,
player,201410190den,den,WardT.99,pass_defended,0,,,,,
player,201410190den,den,WardT.99,sacks,0.0,,,,,
player,201410190den,den,WardT.99,tackles_combined,4,,,,,
player,201410190den,den,WardT.99,tackles_solo,4,,,,,
player,201410190den,den,WardT.99,tackles_assists,0,,,,,
player,201410190den,den,WardT.99,tackles_loss,0,,,,,
player,201410190den,den,WardT.99,qb_hits,0,,,,,
player,201410190den,den,WardT.99,fumbles_rec,0,,,,,
player,201410190den,den,WardT.99,fumbles_rec_yds,0,,,,,
player,201410190den,den,WardT.99,fumbles_rec_td,0,,,,,
player,201410190den,den,WardT.99,fumbles_forced,0,,,,,
player,201410190den,den,HarrCh01,def_int,0,,,,,
player,201410190den,den,HarrCh01,def_int_yds,0,,,,,
player,201410190den,den,HarrCh01,def_int_td,0,,,,,
player,201410190den,den,HarrCh01,def_int_long,0,,,,,
player,201410190den,den,HarrCh01,pass_defended,1,,,,,
player,201410190den,den,HarrCh01,sacks,0.0,,,,,
player,201410190den,den,HarrCh01,tackles_combined,3,,,,,
player,201410190den,den,HarrCh01,tackles_solo,3,,,,,
player,201410190den,den,HarrCh01,tackles_assists,0,,,,,
player,201410190den,den,HarrCh01,tackles_loss,1,,,,,
player,201410190den,den,HarrCh01,qb_hits,0,,,,,
player,201410190den,den,HarrCh01,fumbles_rec,0,,,,,
player,201410190den,den,HarrCh01,fumbles_rec_yds,0,,,,,
player,201410190den,den,HarrCh01,fumbles_rec_td,0,,,,,
player,201410190den,den,HarrCh01,fumbles_forced,0,,,,,
player,201410190den,den,WebsKa00,def_int,0,,,,,
player,201410190den,den,WebsKa00,def_int_yds,0,,,,,
player,201410190den,den,WebsKa00,def_int_td,0,,,,,
player,201410190den,den,WebsKa00,def_int_long,0,,,,,
player,201410190den,den,WebsKa00,pass_defended,0,,,,,
player,201410190den,den,WebsKa00,sacks,0.0,,,,,
player,201410190den,den,WebsKa00,tackles_combined,3,,,,,
player,201410190den,den,WebsKa00,tackles_solo,2,,,,,
player,201410190den,den,WebsKa00,tackles_assists,1,,,,,
player,201410190den,den,WebsKa00,tackles_loss,0,,,,,
player,201410190den,den,WebsKa00,qb_hits,0,,,,,
player,201410190den,den,WebsKa00,fumbles_rec,0,,,,,
player,201410190den,den,WebsKa00,fumbles_rec_yds,0,,,,,
player,201410190den,den,WebsKa00,fumbles_rec_td,0,,,,,
player,201410190den,den,WebsKa00,fumbles_forced,0,,,,,
player,201410190den,den,WolfDe00,def_int,0,,,,,
player,201410190den,den,WolfDe00,def_int_yds,0,,,,,
player,201410190den,den,WolfDe00,def_int_td,0,,,,,
player,201410190den,den,WolfDe00,def_int_long,0,,,,,
player,201410190den,den,WolfDe00,pass_defended,0,,,,,
player,201410190den,den,WolfDe00,sacks,0.0,,,,,
player,201410190den,den,WolfDe00,tackles_combined,3,,,,,
player,201410190den,den,WolfDe00,tackles_solo,2,,,,,
