game,2014,7,20141019,201410190den,sfo,"San Francisco 49ers",17,den,"Denver Broncos",42
player,201410190den,den,WolfDe00,tackles_assists,1,,,,,
player,201410190den,den,WolfDe00,tackles_loss,0,,,,,
player,201410190den,den,WolfDe00,qb_hits,0,,,,,
player,201410190den,den,WolfDe00,fumbles_rec,0,,,,,
player,201410190den,den,WolfDe00,fumbles_rec_yds,0,,,,,
player,201410190den,den,WolfDe00,fumbles_rec_td,0,,,,,
player,201410190den,den,WolfDe00,fumbles_forced,0,,,,,
player,201410190den,den,CartQu01,def_int,0,,,,,
player,201410190den,den,CartQu01,def_int_yds,0,,,,,
player,201410190den,den,CartQu01,def_int_td,0,,,,,
player,201410190den,den,CartQu01,def_int_long,0,,,,,
player,201410190den,den,CartQu01,pass_defended,1,,,,,
player,201410190den,den,CartQu01,sacks,0.0,,,,,
player,201410190den,den,CartQu01,tackles_combined,2,,,,,
player,201410190den,den,CartQu01,tackles_solo,1,,,,,
player,201410190den,den,CartQu01,tackles_assists,1,,,,,
player,201410190den,den,CartQu01,tackles_loss,0,,,,,
player,201410190den,den,CartQu01,qb_hits,0,,,,,
player,201410190den,den,CartQu01,fumbles_rec,0,,,,,
player,201410190den,den,CartQu01,fumbles_rec_yds,0,,,,,
player,201410190den,den,CartQu01,fumbles_rec_td,0,,,,,
player,201410190den,den,CartQu01,fumbles_forced,0,,,,,
player,201410190den,den,IrviNa00,def_int,0,,,,,
player,201410190den,den,IrviNa00,def_int_yds,0,,,,,
player,201410190den,den,IrviNa00,def_int_td,0,,,,,
player,201410190den,den,IrviNa00,def_int_long,0,,,,,
player,201410190den,den,IrviNa00,pass_defended,0,,,,,
player,201410190den,den,IrviNa00,sacks,0.0,,,,,
player,201410190den,den,IrviNa00,tackles_combined,2,,,,,
player,201410190den,den,IrviNa00,tackles_solo,2,,,,,
player,201410190den,den,IrviNa00,tackles_assists,0,,,,,
player,201410190den,den,IrviNa00,tackles_loss,1,,,,,
player,201410190den,den,IrviNa00,qb_hits,0,,,,,
player,201410190den,den,IrviNa00,fumbles_rec,0,,,,,
player,201410190den,den,IrviNa00,fumbles_rec_yds,0,,,,,
player,201410190den,den,IrviNa00,fumbles_rec_td,0,,,,,
player,201410190den,den,IrviNa00,fumbles_forced,0,,,,,
player,201410190den,den,McCrLe01,def_int,0,,,,,
player,201410190den,den,McCrLe01,def_int_yds,0,,,,,
player,201410190den,den,McCrLe01,def_int_td,0,,,,,
player,201410190den,den,McCrLe01,def_int_long,0,,,,,
player,201410190den,den,McCrLe01,pass_defended,0,,,,,
player,201410190den,den,McCrLe01,sacks,0.0,,,,,
player,201410190den,den,McCrLe01,tackles_combined,2,,,,,
player,201410190den,den,McCrLe01,tackles_solo,1,,,,,
player,201410190den,den,McCrLe01,tackles_assists,1,,,,,
player,201410190den,den,McCrLe01,tackles_loss,0,,,,,
player,201410190den,den,McCrLe01,qb_hits,0,,,,,
player,201410190den,den,McCrLe01,fumbles_rec,0,,,,,
player,201410190den,den,McCrLe01,fumbles_rec_yds,0,,,,,
player,201410190den,den,McCrLe01,fumbles_rec_td,0,,,,,
player,201410190den,den,McCrLe01,fumbles_forced,0,,,,,
player,201410190den,den,MoorRa00,def_int,0,,,,,
player,201410190den,den,MoorRa00,def_int_yds,0,,,,,
player,201410190den,den,MoorRa00,def_int_td,0,,,,,
player,201410190den,den,MoorRa00,def_int_long,0,,,,,
player,201410190den,den,MoorRa00,pass_defended,0,,,,,
player,201410190den,den,MoorRa00,sacks,0.0,,,,,
player,201410190den,den,MoorRa00,tackles_combined,2,,,,,
player,201410190den,den,MoorRa00,tackles_solo,2,,,,,
player,201410190den,den,MoorRa00,tackles_assists,0,,,,,
player,201410190den,den,MoorRa00,tackles_loss,0,,,,,
player,201410190den,den,MoorRa00,qb_hits,0,,,,,
player,201410190den,den,MoorRa00,fumbles_rec,0,,,,,
player,201410190den,den,MoorRa00,fumbles_rec_yds,0,,,,,
player,201410190den,den,MoorRa00,fumbles_rec_td,0,,,,,
player,201410190den,den,MoorRa00,fumbles_forced,0,,,,,
player,201410190den,den,WillSy00,def_int,0,,,,,
player,201410190den,den,WillSy00,def_int_yds,0,,,,,
player,201410190den,den,WillSy00,def_int_td,0,,,,,
player,201410190den,den,WillSy00,def_int_long,0,,,,,
player,201410190den,den,WillSy00,pass_defended,1,,,,,
player,201410190den,den,WillSy00,sacks,0.0,,,,,
player,201410190den,den,WillSy00,tackles_combined,2,,,,,
player,201410190den,den,WillSy00,tackles_solo,2,,,,,
player,201410190den,den,WillSy00,tackles_assists,0,,,,,
player,201410190den,den,WillSy00,tackles_loss,0,,,,,
player,201410190den,den,WillSy00,qb_hits,1,,,,,
player,201410190den,den,WillSy00,fumbles_rec,0,,,,,
player,201410190den,den,WillSy00,fumbles_rec_yds,0,,,,,
player,201410190den,den,WillSy00,fumbles_rec_td,0,,,,,
player,201410190den,den,WillSy00,fumbles_forced,0,,,,,
player,201410190den,den,KnigTe99,def_int,0,,,,,
player,201410190den,den,KnigTe99,def_int_yds,0,,,,,
player,201410190den,den,KnigTe99,def_int_td,0,,,,,
player,201410190den,den,KnigTe99,def_int_long,0,,,,,
player,201410190den,den,KnigTe99,pass_defended,0,,,,,
player,201410190den,den,KnigTe99,sacks,0.0,,,,,
player,201410190den,den,KnigTe99,tackles_combined,1,,,,,
player,201410190den,den,KnigTe99,tackles_solo,0,,,,,
player,201410190den,den,KnigTe99,tackles_assists,1,,,,,
player,201410190den,den,KnigTe99,tackles_loss,0,,,,,
player,201410190den,den,KnigTe99,qb_hits,0,,,,,
player,201410190den,den,KnigTe99,fumbles_rec,0,,,,,
player,201410190den,den,KnigTe99,fumbles_rec_yds,0,,,,,
player,201410190den,den,KnigTe99,fumbles_rec_td,0,,,,,
player,201410190den,den,KnigTe99,fumbles_forced,0,,,,,
player,201410190den,den,NelsCo00,def_int,0,,,,,
player,201410190den,den,NelsCo00,def_int_yds,0,,,,,
player,201410190den,den,NelsCo00,def_int_td,0,,,,,
player,201410190den,den,NelsCo00,def_int_long,0,,,,,
player,201410190den,den,NelsCo00,pass_defended,0,,,,,
player,201410190den,den,NelsCo00,sacks,0.0,,,,,
player,201410190den,den,NelsCo00,tackles_combined,1,,,,,
player,201410190den,den,NelsCo00,tackles_solo,1,,,,,
player,201410190den,den,NelsCo00,tackles_assists,0,,,,,
player,201410190den,den,NelsCo00,tackles_loss,0,,,,,
player,201410190den,den,NelsCo00,qb_hits,0,,,,,
player,201410190den,den,NelsCo00,fumbles_rec,0,,,,,
player,201410190den,den,NelsCo00,fumbles_rec_yds,0,,,,,
player,201410190den,den,NelsCo00,fumbles_rec_td,0,,,,,
player,201410190den,den,NelsCo00,fumbles_forced,0,,,,,
player,201410190den,den,SmitQu00,def_int,0,,,,,
player,201410190den,den,SmitQu00,def_int_yds,0,,,,,
player,201410190den,den,SmitQu00,def_int_td,0,,,,,
player,201410190den,den,SmitQu00,def_int_long,0,,,,,
player,201410190den,den,SmitQu00,pass_defended,0,,,,,
player,201410190den,den,SmitQu00,sacks,0.0,,,,,
player,201410190den,den,SmitQu00,tackles_combined,1,,,,,
player,201410190den,den,SmitQu00,tackles_solo,1,,,,,
player,201410190den,den,SmitQu00,tackles_assists,0,,,,,
player,201410190den,den,SmitQu00,tackles_loss,1,,,,,
player,201410190den,den,SmitQu00,qb_hits,0,,,,,
player,201410190den,den,SmitQu00,fumbles_rec,0,,,,,
player,201410190den,den,SmitQu00,fumbles_rec_yds,0,,,,,
player,201410190den,den,SmitQu00,fumbles_rec_td,0,,,,,
player,201410190den,den,SmitQu00,fumbles_forced,0,,,,,
player,201410190den,den,BursIs01,def_int,0,,,,,
player,201410190den,den,BursIs01,def_int_yds,0,,,,,
player,201410190den,den,BursIs01,def_int_td,0,,,,,
player,201410190den,den,BursIs01,def_int_long,0,,,,,
player,201410190den,den,BursIs01,pass_defended,0,,,,,
player,201410190den,den,BursIs01,sacks,0.0,,,,,
player,201410190den,den,BursIs01,tackles_combined,0,,,,,
player,201410190den,den,BursIs01,tackles_solo,0,,,,,
player,201410190den,den,BursIs01,tackles_assists,0,,,,,
player,201410190den,den,BursIs01,tackles_loss,,,,,,
player,201410190den,den,BursIs01,qb_hits,,,,,,
player,201410190den,den,BursIs01,fumbles_rec,1,,,,,
player,201410190den,den,BursIs01,fumbles_rec_yds,0,,,,,
player,201410190den,den,BursIs01,fumbles_rec_td,0,,,,,
player,201410190den,den,BursIs01,fumbles_forced,0,,,,,
player,201410190den,sfo,ElliBr00,kick_ret,1,,,,,
player,201410190den,sfo,ElliBr00,kick_ret_yds,33,,,,,
player,201410190den,sfo,ElliBr00,kick_ret_yds_per_ret,33.0,,,,,
player,201410190den,sfo,ElliBr00,kick_ret_td,0,,,,,
player,201410190den,sfo,ElliBr00,kick_ret_long,33,,,,,
player,201410190den,sfo,ElliBr00,punt_ret,1,,,,,
player,201410190den,sfo,ElliBr00,punt_ret_yds,4,,,,,
player,201410190den,sfo,ElliBr00,punt_ret_yds_per_ret,4.0,,,,,
player,201410190den,sfo,ElliBr00,punt_ret_td,0,,,,,
player,201410190den,sfo,ElliBr00,punt_ret_long,4,,,,,
player,201410190den,den,BursIs01,kick_ret,1,,,,,
player,201410190den,den,BursIs01,kick_ret_yds,7,,,,,
player,201410190den,den,BursIs01,kick_ret_yds_per_ret,7.0,,,,,
player,201410190den,den,BursIs01,kick_ret_td,0,,,,,
player,201410190den,den,BursIs01,kick_ret_long,7,,,,,
player,201410190den,den,BursIs01,punt_ret,3,,,,,
player,201410190den,den,BursIs01,punt_ret_yds,22,,,,,
player,201410190den,den,BursIs01,punt_ret_yds_per_ret,7.3,,,,,
player,201410190den,den,BursIs01,punt_ret_td,0,,,,,
player,201410190den,den,BursIs01,punt_ret_long,9,,,,,
player,201410190den,sfo,dawsophi01,xpm,2,,,,,
player,201410190den,sfo,dawsophi01,xpa,2,,,,,
player,201410190den,sfo,dawsophi01,fgm,1,,,,,
player,201410190den,sfo,dawsophi01,fga,2,,,,,
player,201410190den,sfo,dawsophi01,punt,0,,,,,
player,201410190den,sfo,dawsophi01,punt_yds,0,,,,,
player,201410190den,sfo,dawsophi01,punt_yds_per_punt,,,,,,
player,201410190den,sfo,dawsophi01,punt_long,0,,,,,
player,201410190den,sfo,LeexAn20,xpm,,,,,,
player,201410190den,sfo,LeexAn20,xpa,,,,,,
player,201410190den,sfo,LeexAn20,fgm,,,,,,
player,201410190den,sfo,LeexAn20,fga,,,,,,
player,201410190den,sfo,LeexAn20,punt,5,,,,,
player,201410190den,sfo,LeexAn20,punt_yds,272,,,,,
player,201410190den,sfo,LeexAn20,punt_yds_per_punt,54.4,,,,,
player,201410190den,sfo,LeexAn20,punt_long,71,,,,,
player,201410190den,den,McMaBr01,xpm,6,,,,,
player,201410190den,den,McMaBr01,xpa,6,,,,,
player,201410190den,den,McMaBr01,fgm,,,,,,
player,201410190den,den,McMaBr01,fga,,,,,,
player,201410190den,den,McMaBr01,punt,0,,,,,
player,201410190den,den,McMaBr01,punt_yds,0,,,,,
player,201410190den,den,McMaBr01,punt_yds_per_punt,,,,,,
player,201410190den,den,McMaBr01,punt_long,0,,,,,
player,201410190den,den,ColqBr00,xpm,,,,,,
player,201410190den,den,ColqBr00,xpa,,,,,,
player,201410190den,den,ColqBr00,fgm,,,,,,
player,201410190den,den,ColqBr00,fga,,,,,,
player,201410190den,den,ColqBr00,punt,4,,,,,
player,201410190den,den,ColqBr00,punt_yds,171,,,,,
player,201410190den,den,ColqBr00,punt_yds_per_punt,42.8,,,,,
player,201410190den,den,ColqBr00,punt_long,46,,,,,
player,201410190den,den,RamiMa20,pos,C,,,,,
player,201410190den,den,RamiMa20,offense,60,,,,,
player,201410190den,den,RamiMa20,off_pct,100%,,,,,
player,201410190den,den,RamiMa20,defense,0,,,,,
player,201410190den,den,RamiMa20,def_pct,0%,,,,,
player,201410190den,den,RamiMa20,special_teams,6,,,,,
player,201410190den,den,RamiMa20,st_pct,20%,,,,,
player,201410190den,den,FranOr00,pos,G,,,,,
player,201410190den,den,FranOr00,offense,60,,,,,
player,201410190den,den,FranOr00,off_pct,100%,,,,,
player,201410190den,den,FranOr00,defense,0,,,,,
player,201410190den,den,FranOr00,def_pct,0%,,,,,
player,201410190den,den,FranOr00,special_teams,6,,,,,
player,201410190den,den,FranOr00,st_pct,20%,,,,,
player,201410190den,den,CornPa00,pos,T,,,,,
player,201410190den,den,CornPa00,offense,60,,,,,
player,201410190den,den,CornPa00,off_pct,100%,,,,,
player,201410190den,den,CornPa00,defense,0,,,,,
player,201410190den,den,CornPa00,def_pct,0%,,,,,
player,201410190den,den,CornPa00,special_teams,6,,,,,
player,201410190den,den,CornPa00,st_pct,20%,,,,,
player,201410190den,den,CladRy20,pos,T,,,,,
player,201410190den,den,CladRy20,offense,54,,,,,
player,201410190den,den,CladRy20,off_pct,90%,,,,,
player,201410190den,den,CladRy20,defense,0,,,,,
player,201410190den,den,CladRy20,def_pct,0%,,,,,
player,201410190den,den,CladRy20,special_teams,6,,,,,
player,201410190den,den,CladRy20,st_pct,20%,,,,,
player,201410190den,den,VasqLo20,pos,G,,,,,
player,201410190den,den,VasqLo20,offense,54,,,,,
player,201410190den,den,VasqLo20,off_pct,90%,,,,,
player,201410190den,den,VasqLo20,defense,0,,,,,
player,201410190den,den,VasqLo20,def_pct,0%,,,,,
player,201410190den,den,VasqLo20,special_teams,0,,,,,
player,201410190den,den,VasqLo20,st_pct,0%,,,,,
player,201410190den,den,MannPe00,pos,QB,,,,,
player,201410190den,den,MannPe00,offense,51,,,,,
player,201410190den,den,MannPe00,off_pct,85%,,,,,
player,201410190den,den,MannPe00,defense,0,,,,,
player,201410190den,den,MannPe00,def_pct,0%,,,,,
player,201410190den,den,MannPe00,special_teams,0,,,,,
player,201410190den,den,MannPe00,st_pct,0%,,,,,
player,201410190den,den,SandEm00,pos,WR,,,,,
player,201410190den,den,SandEm00,offense,49,,,,,
player,201410190den,den,SandEm00,off_pct,82%,,,,,
player,201410190den,den,SandEm00,defense,0,,,,,
player,201410190den,den,SandEm00,def_pct,0%,,,,,
player,201410190den,den,SandEm00,special_teams,0,,,,,
player,201410190den,den,SandEm00,st_pct,0%,,,,,
player,201410190den,den,ThomJu00,pos,TE,,,,,
player,201410190den,den,ThomJu00,offense,48,,,,,
player,201410190den,den,ThomJu00,off_pct,80%,,,,,
player,201410190den,den,ThomJu00,defense,0,,,,,
player,201410190den,den,ThomJu00,def_pct,0%,,,,,
player,201410190den,den,ThomJu00,special_teams,0,,,,,
player,201410190den,den,ThomJu00,st_pct,0%,,,,,
player,201410190den,den,WelkWe00,pos,WR,,,,,
player,201410190den,den,WelkWe00,offense,48,,,,,
player,201410190den,den,WelkWe00,off_pct,80%,,,,,
player,201410190den,den,WelkWe00,defense,0,,,,,
player,201410190den,den,WelkWe00,def_pct,0%,,,,,
player,201410190den,den,WelkWe00,special_teams,0,,,,,
player,201410190den,den,WelkWe00,st_pct,0%,,,,,
player,201410190den,den,ThomDe03,pos,WR,,,,,
player,201410190den,den,ThomDe03,offense,40,,,,,
player,201410190den,den,ThomDe03,off_pct,67%,,,,,
player,201410190den,den,ThomDe03,defense,0,,,,,
player,201410190den,den,ThomDe03,def_pct,0%,,,,,
player,201410190den,den,ThomDe03,special_teams,0,,,,,
player,201410190den,den,ThomDe03,st_pct,0%,,,,,
player,201410190den,den,HillRo00,pos,RB,,,,,
player,201410190den,den,HillRo00,offense,37,,,,,
player,201410190den,den,HillRo00,off_pct,62%,,,,,
player,201410190den,den,HillRo00,defense,0,,,,,
player,201410190den,den,HillRo00,def_pct,0%,,,,,
player,201410190den,den,HillRo00,special_teams,0,,,,,
player,201410190den,den,HillRo00,st_pct,0%,,,,,
player,201410190den,den,CaldAn00,pos,WR,,,,,
player,201410190den,den,CaldAn00,offense,20,,,,,
player,201410190den,den,CaldAn00,off_pct,33%,,,,,
player,201410190den,den,CaldAn00,defense,0,,,,,
player,201410190den,den,CaldAn00,def_pct,0%,,,,,
player,201410190den,den,CaldAn00,special_teams,1,,,,,
player,201410190den,den,CaldAn00,st_pct,3%,,,,,
player,201410190den,den,GreeVi00,pos,TE,,,,,
player,201410190den,den,GreeVi00,offense,17,,,,,
player,201410190den,den,GreeVi00,off_pct,28%,,,,,
player,201410190den,den,GreeVi00,defense,0,,,,,
player,201410190den,den,GreeVi00,def_pct,0%,,,,,
player,201410190den,den,GreeVi00,special_teams,14,,,,,
player,201410190den,den,GreeVi00,st_pct,47%,,,,,
player,201410190den,den,ThomJu01,pos,RB,,,,,
player,201410190den,den,ThomJu01,offense,14,,,,,
player,201410190den,den,ThomJu01,off_pct,23%,,,,,
player,201410190den,den,ThomJu01,defense,0,,,,,
player,201410190den,den,ThomJu01,def_pct,0%,,,,,
player,201410190den,den,ThomJu01,special_teams,7,,,,,
player,201410190den,den,ThomJu01,st_pct,23%,,,,,
player,201410190den,den,TammJa00,pos,TE,,,,,
player,201410190den,den,TammJa00,offense,10,,,,,
player,201410190den,den,TammJa00,off_pct,17%,,,,,
player,201410190den,den,TammJa00,defense,0,,,,,
player,201410190den,den,TammJa00,def_pct,0%,,,,,
player,201410190den,den,TammJa00,special_teams,16,,,,,
player,201410190den,den,TammJa00,st_pct,53%,,,,,
player,201410190den,den,ClarCh21,pos,T,,,,,
player,201410190den,den,ClarCh21,offense,10,,,,,
player,201410190den,den,ClarCh21,off_pct,17%,,,,,
player,201410190den,den,ClarCh21,defense,0,,,,,
player,201410190den,den,ClarCh21,def_pct,0%,,,,,
player,201410190den,den,ClarCh21,special_teams,9,,,,,
player,201410190den,den,ClarCh21,st_pct,30%,,,,,
player,201410190den,den,AndeC.00,pos,RB,,,,,
player,201410190den,den,AndeC.00,offense,9,,,,,
player,201410190den,den,AndeC.00,off_pct,15%,,,,,
player,201410190den,den,AndeC.00,defense,0,,,,,
player,201410190den,den,AndeC.00,def_pct,0%,,,,,
player,201410190den,den,AndeC.00,special_teams,5,,,,,
player,201410190den,den,AndeC.00,st_pct,17%,,,,,
player,201410190den,den,OsweBr00,pos,QB,,,,,
player,201410190den,den,OsweBr00,offense,9,,,,,
player,201410190den,den,OsweBr00,off_pct,15%,,,,,
player,201410190den,den,OsweBr00,defense,0,,,,,
player,201410190den,den,OsweBr00,def_pct,0%,,,,,
player,201410190den,den,OsweBr00,special_teams,0,,,,,
player,201410190den,den,OsweBr00,st_pct,0%,,,,,
player,201410190den,den,MontWi20,pos,C,,,,,
player,201410190den,den,MontWi20,offense,6,,,,,
player,201410190den,den,MontWi20,off_pct,10%,,,,,
player,201410190den,den,MontWi20,defense,0,,,,,
player,201410190den,den,MontWi20,def_pct,0%,,,,,
player,201410190den,den,MontWi20,special_teams,6,,,,,
player,201410190den,den,MontWi20,st_pct,20%,,,,,
player,201410190den,den,BursIs01,pos,WR,,,,,
player,201410190den,den,BursIs01,offense,4,,,,,
player,201410190den,den,BursIs01,off_pct,7%,,,,,
player,201410190den,den,BursIs01,defense,0,,,,,
player,201410190den,den,BursIs01,def_pct,0%,,,,,
player,201410190den,den,BursIs01,special_teams,6,,,,,
player,201410190den,den,BursIs01,st_pct,20%,,,,,
player,201410190den,den,MarsBr01,pos,LB,,,,,
player,201410190den,den,MarsBr01,offense,0,,,,,
player,201410190den,den,MarsBr01,off_pct,0%,,,,,
player,201410190den,den,MarsBr01,defense,65,,,,,
player,201410190den,den,MarsBr01,def_pct,88%,,,,,
player,201410190den,den,MarsBr01,special_teams,4,,,,,
player,201410190den,den,MarsBr01,st_pct,13%,,,,,
player,201410190den,den,MoorRa00,pos,FS,,,,,
player,201410190den,den,MoorRa00,offense,0,,,,,
player,201410190den,den,MoorRa00,off_pct,0%,,,,,
player,201410190den,den,MoorRa00,defense,65,,,,,
player,201410190den,den,MoorRa00,def_pct,88%,,,,,
player,201410190den,den,MoorRa00,special_teams,3,,,,,
player,201410190den,den,MoorRa00,st_pct,10%,,,,,
player,201410190den,den,WardT.99,pos,SS,,,,,
player,201410190den,den,WardT.99,offense,0,,,,,
player,201410190den,den,WardT.99,off_pct,0%,,,,,
player,201410190den,den,WardT.99,defense,65,,,,,
player,201410190den,den,WardT.99,def_pct,88%,,,,,
player,201410190den,den,WardT.99,special_teams,0,,,,,
player,201410190den,den,WardT.99,st_pct,0%,,,,,
player,201410190den,den,RobyBr00,pos,CB,,,,,
player,201410190den,den,RobyBr00,offense,0,,,,,
player,201410190den,den,RobyBr00,off_pct,0%,,,,,
player,201410190den,den,RobyBr00,defense,63,,,,,
player,201410190den,den,RobyBr00,def_pct,85%,,,,,
player,201410190den,den,RobyBr00,special_teams,10,,,,,
player,201410190den,den,RobyBr00,st_pct,33%,,,,,
player,201410190den,den,TaliAq99,pos,CB,,,,,
player,201410190den,den,TaliAq99,offense,0,,,,,
player,201410190den,den,TaliAq99,off_pct,0%,,,,,
player,201410190den,den,TaliAq99,defense,62,,,,,
player,201410190den,den,TaliAq99,def_pct,84%,,,,,
player,201410190den,den,TaliAq99,special_teams,0,,,,,
player,201410190den,den,TaliAq99,st_pct,0%,,,,,
player,201410190den,den,HarrCh01,pos,CB,,,,,
player,201410190den,den,HarrCh01,offense,0,,,,,
player,201410190den,den,HarrCh01,off_pct,0%,,,,,
player,201410190den,den,HarrCh01,defense,54,,,,,
player,201410190den,den,HarrCh01,def_pct,73%,,,,,
player,201410190den,den,HarrCh01,special_teams,0,,,,,
player,201410190den,den,HarrCh01,st_pct,0%,,,,,
player,201410190den,den,WolfDe00,pos,DE,,,,,
player,201410190den,den,WolfDe00,offense,0,,,,,
player,201410190den,den,WolfDe00,off_pct,0%,,,,,
player,201410190den,den,WolfDe00,defense,52,,,,,
player,201410190den,den,WolfDe00,def_pct,70%,,,,,
player,201410190den,den,WolfDe00,special_teams,4,,,,,
player,201410190den,den,WolfDe00,st_pct,13%,,,,,
player,201410190den,den,MillVo00,pos,LB,,,,,
player,201410190den,den,MillVo00,offense,0,,,,,
player,201410190den,den,MillVo00,off_pct,0%,,,,,
player,201410190den,den,MillVo00,defense,49,,,,,
player,201410190den,den,MillVo00,def_pct,66%,,,,,
player,201410190den,den,MillVo00,special_teams,0,,,,,
player,201410190den,den,MillVo00,st_pct,0%,,,,,
player,201410190den,den,WareDe99,pos,DE,,,,,
player,201410190den,den,WareDe99,offense,0,,,,,
player,201410190den,den,WareDe99,off_pct,0%,,,,,
player,201410190den,den,WareDe99,defense,41,,,,,
player,201410190den,den,WareDe99,def_pct,55%,,,,,
player,201410190den,den,WareDe99,special_teams,0,,,,,
player,201410190den,den,WareDe99,st_pct,0%,,,,,
player,201410190den,den,JackMa02,pos,DE,,,,,
player,201410190den,den,JackMa02,offense,0,,,,,
player,201410190den,den,JackMa02,off_pct,0%,,,,,
player,201410190den,den,JackMa02,defense,39,,,,,
player,201410190den,den,JackMa02,def_pct,53%,,,,,
player,201410190den,den,JackMa02,special_teams,4,,,,,
player,201410190den,den,JackMa02,st_pct,13%,,,,,
player,201410190den,den,WillSy00,pos,DT,,,,,
player,201410190den,den,WillSy00,offense,0,,,,,
player,201410190den,den,WillSy00,off_pct,0%,,,,,
player,201410190den,den,WillSy00,defense,31,,,,,
player,201410190den,den,WillSy00,def_pct,42%,,,,,
player,201410190den,den,WillSy00,special_teams,4,,,,,
player,201410190den,den,WillSy00,st_pct,13%,,,,,
player,201410190den,den,SmitQu00,pos,DE,,,,,
player,201410190den,den,SmitQu00,offense,0,,,,,
player,201410190den,den,SmitQu00,off_pct,0%,,,,,
player,201410190den,den,SmitQu00,defense,29,,,,,
player,201410190den,den,SmitQu00,def_pct,39%,,,,,
player,201410190den,den,SmitQu00,special_teams,0,,,,,
player,201410190den,den,SmitQu00,st_pct,0%,,,,,
player,201410190den,den,AustMa00,pos,NT,,,,,
player,201410190den,den,AustMa00,offense,0,,,,,
player,201410190den,den,AustMa00,off_pct,0%,,,,,
player,201410190den,den,AustMa00,defense,28,,,,,
player,201410190den,den,AustMa00,def_pct,38%,,,,,
player,201410190den,den,AustMa00,special_teams,4,,,,,
player,201410190den,den,AustMa00,st_pct,13%,,,,,
player,201410190den,den,WebsKa00,pos,CB,,,,,
player,201410190den,den,WebsKa00,offense,0,,,,,
player,201410190den,den,WebsKa00,off_pct,0%,,,,,
player,201410190den,den,WebsKa00,defense,25,,,,,
player,201410190den,den,WebsKa00,def_pct,34%,,,,,
player,201410190den,den,WebsKa00,special_teams,20,,,,,
player,201410190den,den,WebsKa00,st_pct,67%,,,,,
player,201410190den,den,McCrLe01,pos,LB,,,,,
player,201410190den,den,McCrLe01,offense,0,,,,,
player,201410190den,den,McCrLe01,off_pct,0%,,,,,
player,201410190den,den,McCrLe01,defense,25,,,,,
player,201410190den,den,McCrLe01,def_pct,34%,,,,,
player,201410190den,den,McCrLe01,special_teams,10,,,,,
player,201410190den,den,McCrLe01,st_pct,33%,,,,,
player,201410190den,den,CartQu01,pos,SS,,,,,
player,201410190den,den,CartQu01,offense,0,,,,,
player,201410190den,den,CartQu01,off_pct,0%,,,,,
player,201410190den,den,CartQu01,defense,23,,,,,
player,201410190den,den,CartQu01,def_pct,31%,,,,,
player,201410190den,den,CartQu01,special_teams,24,,,,,
player,201410190den,den,CartQu01,st_pct,80%,,,,,
player,201410190den,den,IrviNa00,pos,LB,,,,,
player,201410190den,den,IrviNa00,offense,0,,,,,
player,201410190den,den,IrviNa00,off_pct,0%,,,,,
player,201410190den,den,IrviNa00,defense,23,,,,,
player,201410190den,den,IrviNa00,def_pct,31%,,,,,
player,201410190den,den,IrviNa00,special_teams,9,,,,,
player,201410190den,den,IrviNa00,st_pct,30%,,,,,
player,201410190den,den,KnigTe99,pos,NT,,,,,
player,201410190den,den,KnigTe99,offense,0,,,,,
player,201410190den,den,KnigTe99,off_pct,0%,,,,,
player,201410190den,den,KnigTe99,defense,21,,,,,
player,201410190den,den,KnigTe99,def_pct,28%,,,,,
player,201410190den,den,KnigTe99,special_teams,9,,,,,
player,201410190den,den,KnigTe99,st_pct,30%,,,,,
player,201410190den,den,NelsCo00,pos,LB,,,,,
player,201410190den,den,NelsCo00,offense,0,,,,,
player,201410190den,den,NelsCo00,off_pct,0%,,,,,
player,201410190den,den,NelsCo00,defense,20,,,,,
player,201410190den,den,NelsCo00,def_pct,27%,,,,,
player,201410190den,den,NelsCo00,special_teams,19,,,,,
player,201410190den,den,NelsCo00,st_pct,63%,,,,,
player,201410190den,den,BoldOm00,pos,CB,,,,,
player,201410190den,den,BoldOm00,offense,0,,,,,
player,201410190den,den,BoldOm00,off_pct,0%,,,,,
player,201410190den,den,BoldOm00,defense,15,,,,,
player,201410190den,den,BoldOm00,def_pct,20%,,,,,
player,201410190den,den,BoldOm00,special_teams,22,,,,,
player,201410190den,den,BoldOm00,st_pct,73%,,,,,
player,201410190den,den,BrutDa99,pos,FS,,,,,
player,201410190den,den,BrutDa99,offense,0,,,,,
player,201410190den,den,BrutDa99,off_pct,0%,,,,,
player,201410190den,den,BrutDa99,defense,10,,,,,
player,201410190den,den,BrutDa99,def_pct,14%,,,,,
player,201410190den,den,BrutDa99,special_teams,24,,,,,
player,201410190den,den,BrutDa99,st_pct,80%,,,,,
player,201410190den,den,BarrLa00,pos,LB,,,,,
player,201410190den,den,BarrLa00,offense,0,,,,,
player,201410190den,den,BarrLa00,off_pct,0%,,,,,
player,201410190den,den,BarrLa00,defense,9,,,,,
player,201410190den,den,BarrLa00,def_pct,12%,,,,,
player,201410190den,den,BarrLa00,special_teams,24,,,,,
player,201410190den,den,BarrLa00,st_pct,80%,,,,,
player,201410190den,den,JohnSt02,pos,LB,,,,,
player,201410190den,den,JohnSt02,offense,0,,,,,
player,201410190den,den,JohnSt02,off_pct,0%,,,,,
player,201410190den,den,JohnSt02,defense,0,,,,,
