game,2014,13,20141127,201411270sfo,sea,"Seattle Seahawks",19,sfo,"San Francisco 49ers",3
team,201411270sfo,sea,First Downs,16,,,,,,
team,201411270sfo,sfo,First Downs,16,,,,,,
team,201411270sfo,sea,Rush-Yds-TDs,34-157-0,,,,,,
team,201411270sfo,sfo,Rush-Yds-TDs,18-64-0,,,,,,
team,201411270sfo,sea,Cmp-Att-Yd-TD-INT,15-22-236-1-0,,,,,,
team,201411270sfo,sfo,Cmp-Att-Yd-TD-INT,16-29-121-0-2,,,,,,
team,201411270sfo,sea,Sacked-Yards,4-14,,,,,,
team,201411270sfo,sfo,Sacked-Yards,4-21,,,,,,
team,201411270sfo,sea,Net Pass Yards,222,,,,,,
team,201411270sfo,sfo,Net Pass Yards,100,,,,,,
team,201411270sfo,sea,Total Yards,379,,,,,,
team,201411270sfo,sfo,Total Yards,164,,,,,,
team,201411270sfo,sea,Fumbles-Lost,3-0,,,,,,
team,201411270sfo,sfo,Fumbles-Lost,1-1,,,,,,
team,201411270sfo,sea,Turnovers,0,,,,,,
team,201411270sfo,sfo,Turnovers,3,,,,,,
team,201411270sfo,sea,Penalties-Yards,14-105,,,,,,
team,201411270sfo,sfo,Penalties-Yards,3-20,,,,,,
team,201411270sfo,sea,Third Down Conv.,5-14,,,,,,
team,201411270sfo,sfo,Third Down Conv.,4-11,,,,,,
team,201411270sfo,sea,Fourth Down Conv.,0-1,,,,,,
team,201411270sfo,sfo,Fourth Down Conv.,0-0,,,,,,
team,201411270sfo,sea,Time of Possession,35:19,,,,,,
team,201411270sfo,sfo,Time of Possession,24:41,,,,,,
player,201411270sfo,sea,WilsRu00,pass_cmp,15,,,,,
player,201411270sfo,sea,WilsRu00,pass_att,22,,,,,
player,201411270sfo,sea,WilsRu00,pass_yds,236,,,,,
player,201411270sfo,sea,WilsRu00,pass_td,1,,,,,
player,201411270sfo,sea,WilsRu00,pass_int,0,,,,,
player,201411270sfo,sea,WilsRu00,pass_sacked,4,,,,,
player,201411270sfo,sea,WilsRu00,pass_sacked_yds,14,,,,,
player,201411270sfo,sea,WilsRu00,pass_long,63,,,,,
player,201411270sfo,sea,WilsRu00,pass_rating,118.7,,,,,
player,201411270sfo,sea,WilsRu00,rush_att,7,,,,,
player,201411270sfo,sea,WilsRu00,rush_yds,35,,,,,
player,201411270sfo,sea,WilsRu00,rush_td,0,,,,,
player,201411270sfo,sea,WilsRu00,rush_long,12,,,,,
player,201411270sfo,sea,WilsRu00,targets,0,,,,,
player,201411270sfo,sea,WilsRu00,rec,0,,,,,
player,201411270sfo,sea,WilsRu00,rec_yds,0,,,,,
player,201411270sfo,sea,WilsRu00,rec_td,0,,,,,
player,201411270sfo,sea,WilsRu00,rec_long,0,,,,,
player,201411270sfo,sea,WilsRu00,fumbles,2,,,,,
player,201411270sfo,sea,WilsRu00,fumbles_lost,0,,,,,
player,201411270sfo,sea,LyncMa00,pass_cmp,0,,,,,
player,201411270sfo,sea,LyncMa00,pass_att,0,,,,,
player,201411270sfo,sea,LyncMa00,pass_yds,0,,,,,
player,201411270sfo,sea,LyncMa00,pass_td,0,,,,,
player,201411270sfo,sea,LyncMa00,pass_int,0,,,,,
player,201411270sfo,sea,LyncMa00,pass_sacked,0,,,,,
player,201411270sfo,sea,LyncMa00,pass_sacked_yds,0,,,,,
player,201411270sfo,sea,LyncMa00,pass_long,0,,,,,
player,201411270sfo,sea,LyncMa00,pass_rating,,,,,,
player,201411270sfo,sea,LyncMa00,rush_att,20,,,,,
player,201411270sfo,sea,LyncMa00,rush_yds,104,,,,,
player,201411270sfo,sea,LyncMa00,rush_td,0,,,,,
player,201411270sfo,sea,LyncMa00,rush_long,33,,,,,
player,201411270sfo,sea,LyncMa00,targets,1,,,,,
player,201411270sfo,sea,LyncMa00,rec,1,,,,,
player,201411270sfo,sea,LyncMa00,rec_yds,7,,,,,
player,201411270sfo,sea,LyncMa00,rec_td,0,,,,,
player,201411270sfo,sea,LyncMa00,rec_long,7,,,,,
player,201411270sfo,sea,LyncMa00,fumbles,0,,,,,
player,201411270sfo,sea,LyncMa00,fumbles_lost,0,,,,,
player,201411270sfo,sea,MichCh00,pass_cmp,0,,,,,
player,201411270sfo,sea,MichCh00,pass_att,0,,,,,
player,201411270sfo,sea,MichCh00,pass_yds,0,,,,,
player,201411270sfo,sea,MichCh00,pass_td,0,,,,,
player,201411270sfo,sea,MichCh00,pass_int,0,,,,,
player,201411270sfo,sea,MichCh00,pass_sacked,0,,,,,
player,201411270sfo,sea,MichCh00,pass_sacked_yds,0,,,,,
player,201411270sfo,sea,MichCh00,pass_long,0,,,,,
player,201411270sfo,sea,MichCh00,pass_rating,,,,,,
player,201411270sfo,sea,MichCh00,rush_att,3,,,,,
player,201411270sfo,sea,MichCh00,rush_yds,10,,,,,
player,201411270sfo,sea,MichCh00,rush_td,0,,,,,
player,201411270sfo,sea,MichCh00,rush_long,8,,,,,
player,201411270sfo,sea,MichCh00,targets,1,,,,,
player,201411270sfo,sea,MichCh00,rec,1,,,,,
player,201411270sfo,sea,MichCh00,rec_yds,12,,,,,
player,201411270sfo,sea,MichCh00,rec_td,0,,,,,
player,201411270sfo,sea,MichCh00,rec_long,12,,,,,
player,201411270sfo,sea,MichCh00,fumbles,0,,,,,
player,201411270sfo,sea,MichCh00,fumbles_lost,0,,,,,
player,201411270sfo,sea,TurbRo00,pass_cmp,0,,,,,
player,201411270sfo,sea,TurbRo00,pass_att,0,,,,,
player,201411270sfo,sea,TurbRo00,pass_yds,0,,,,,
player,201411270sfo,sea,TurbRo00,pass_td,0,,,,,
player,201411270sfo,sea,TurbRo00,pass_int,0,,,,,
player,201411270sfo,sea,TurbRo00,pass_sacked,0,,,,,
player,201411270sfo,sea,TurbRo00,pass_sacked_yds,0,,,,,
player,201411270sfo,sea,TurbRo00,pass_long,0,,,,,
player,201411270sfo,sea,TurbRo00,pass_rating,,,,,,
player,201411270sfo,sea,TurbRo00,rush_att,4,,,,,
player,201411270sfo,sea,TurbRo00,rush_yds,8,,,,,
player,201411270sfo,sea,TurbRo00,rush_td,0,,,,,
player,201411270sfo,sea,TurbRo00,rush_long,5,,,,,
player,201411270sfo,sea,TurbRo00,targets,2,,,,,
player,201411270sfo,sea,TurbRo00,rec,2,,,,,
player,201411270sfo,sea,TurbRo00,rec_yds,47,,,,,
player,201411270sfo,sea,TurbRo00,rec_td,1,,,,,
player,201411270sfo,sea,TurbRo00,rec_long,34,,,,,
player,201411270sfo,sea,TurbRo00,fumbles,0,,,,,
player,201411270sfo,sea,TurbRo00,fumbles_lost,0,,,,,
player,201411270sfo,sea,MoeaTo00,pass_cmp,0,,,,,
player,201411270sfo,sea,MoeaTo00,pass_att,0,,,,,
player,201411270sfo,sea,MoeaTo00,pass_yds,0,,,,,
player,201411270sfo,sea,MoeaTo00,pass_td,0,,,,,
player,201411270sfo,sea,MoeaTo00,pass_int,0,,,,,
player,201411270sfo,sea,MoeaTo00,pass_sacked,0,,,,,
player,201411270sfo,sea,MoeaTo00,pass_sacked_yds,0,,,,,
player,201411270sfo,sea,MoeaTo00,pass_long,0,,,,,
player,201411270sfo,sea,MoeaTo00,pass_rating,,,,,,
player,201411270sfo,sea,MoeaTo00,rush_att,0,,,,,
player,201411270sfo,sea,MoeaTo00,rush_yds,0,,,,,
player,201411270sfo,sea,MoeaTo00,rush_td,0,,,,,
player,201411270sfo,sea,MoeaTo00,rush_long,0,,,,,
player,201411270sfo,sea,MoeaTo00,targets,2,,,,,
player,201411270sfo,sea,MoeaTo00,rec,1,,,,,
player,201411270sfo,sea,MoeaTo00,rec_yds,63,,,,,
player,201411270sfo,sea,MoeaTo00,rec_td,0,,,,,
player,201411270sfo,sea,MoeaTo00,rec_long,63,,,,,
player,201411270sfo,sea,MoeaTo00,fumbles,0,,,,,
player,201411270sfo,sea,MoeaTo00,fumbles_lost,0,,,,,
player,201411270sfo,sea,WillLu00,pass_cmp,0,,,,,
player,201411270sfo,sea,WillLu00,pass_att,0,,,,,
player,201411270sfo,sea,WillLu00,pass_yds,0,,,,,
player,201411270sfo,sea,WillLu00,pass_td,0,,,,,
player,201411270sfo,sea,WillLu00,pass_int,0,,,,,
player,201411270sfo,sea,WillLu00,pass_sacked,0,,,,,
player,201411270sfo,sea,WillLu00,pass_sacked_yds,0,,,,,
player,201411270sfo,sea,WillLu00,pass_long,0,,,,,
player,201411270sfo,sea,WillLu00,pass_rating,,,,,,
player,201411270sfo,sea,WillLu00,rush_att,0,,,,,
player,201411270sfo,sea,WillLu00,rush_yds,0,,,,,
player,201411270sfo,sea,WillLu00,rush_td,0,,,,,
player,201411270sfo,sea,WillLu00,rush_long,0,,,,,
player,201411270sfo,sea,WillLu00,targets,6,,,,,
player,201411270sfo,sea,WillLu00,rec,4,,,,,
player,201411270sfo,sea,WillLu00,rec_yds,39,,,,,
player,201411270sfo,sea,WillLu00,rec_td,0,,,,,
player,201411270sfo,sea,WillLu00,rec_long,15,,,,,
player,201411270sfo,sea,WillLu00,fumbles,0,,,,,
player,201411270sfo,sea,WillLu00,fumbles_lost,0,,,,,
player,201411270sfo,sea,KearJe01,pass_cmp,0,,,,,
player,201411270sfo,sea,KearJe01,pass_att,0,,,,,
player,201411270sfo,sea,KearJe01,pass_yds,0,,,,,
player,201411270sfo,sea,KearJe01,pass_td,0,,,,,
player,201411270sfo,sea,KearJe01,pass_int,0,,,,,
player,201411270sfo,sea,KearJe01,pass_sacked,0,,,,,
player,201411270sfo,sea,KearJe01,pass_sacked_yds,0,,,,,
player,201411270sfo,sea,KearJe01,pass_long,0,,,,,
player,201411270sfo,sea,KearJe01,pass_rating,,,,,,
player,201411270sfo,sea,KearJe01,rush_att,0,,,,,
player,201411270sfo,sea,KearJe01,rush_yds,0,,,,,
player,201411270sfo,sea,KearJe01,rush_td,0,,,,,
player,201411270sfo,sea,KearJe01,rush_long,0,,,,,
player,201411270sfo,sea,KearJe01,targets,5,,,,,
player,201411270sfo,sea,KearJe01,rec,3,,,,,
player,201411270sfo,sea,KearJe01,rec_yds,34,,,,,
player,201411270sfo,sea,KearJe01,rec_td,0,,,,,
player,201411270sfo,sea,KearJe01,rec_long,17,,,,,
player,201411270sfo,sea,KearJe01,fumbles,0,,,,,
player,201411270sfo,sea,KearJe01,fumbles_lost,0,,,,,
player,201411270sfo,sea,BaldDo00,pass_cmp,0,,,,,
player,201411270sfo,sea,BaldDo00,pass_att,0,,,,,
player,201411270sfo,sea,BaldDo00,pass_yds,0,,,,,
player,201411270sfo,sea,BaldDo00,pass_td,0,,,,,
player,201411270sfo,sea,BaldDo00,pass_int,0,,,,,
player,201411270sfo,sea,BaldDo00,pass_sacked,0,,,,,
player,201411270sfo,sea,BaldDo00,pass_sacked_yds,0,,,,,
player,201411270sfo,sea,BaldDo00,pass_long,0,,,,,
player,201411270sfo,sea,BaldDo00,pass_rating,,,,,,
player,201411270sfo,sea,BaldDo00,rush_att,0,,,,,
