game,2014,13,20141130,201411300min,car,"Carolina Panthers",13,min,"Minnesota Vikings",31
player,201411300min,car,HarpRo21,tackles_solo,4,,,,,
player,201411300min,car,HarpRo21,tackles_assists,0,,,,,
player,201411300min,car,HarpRo21,tackles_loss,0,,,,,
player,201411300min,car,HarpRo21,qb_hits,0,,,,,
player,201411300min,car,HarpRo21,fumbles_rec,0,,,,,
player,201411300min,car,HarpRo21,fumbles_rec_yds,0,,,,,
player,201411300min,car,HarpRo21,fumbles_rec_td,0,,,,,
player,201411300min,car,HarpRo21,fumbles_forced,0,,,,,
player,201411300min,car,NormJo01,def_int,0,,,,,
player,201411300min,car,NormJo01,def_int_yds,0,,,,,
player,201411300min,car,NormJo01,def_int_td,0,,,,,
player,201411300min,car,NormJo01,def_int_long,0,,,,,
player,201411300min,car,NormJo01,pass_defended,1,,,,,
player,201411300min,car,NormJo01,sacks,0.0,,,,,
player,201411300min,car,NormJo01,tackles_combined,4,,,,,
player,201411300min,car,NormJo01,tackles_solo,3,,,,,
player,201411300min,car,NormJo01,tackles_assists,1,,,,,
player,201411300min,car,NormJo01,tackles_loss,0,,,,,
player,201411300min,car,NormJo01,qb_hits,0,,,,,
player,201411300min,car,NormJo01,fumbles_rec,0,,,,,
player,201411300min,car,NormJo01,fumbles_rec_yds,0,,,,,
player,201411300min,car,NormJo01,fumbles_rec_td,0,,,,,
player,201411300min,car,NormJo01,fumbles_forced,0,,,,,
player,201411300min,car,EdwaDw20,def_int,0,,,,,
player,201411300min,car,EdwaDw20,def_int_yds,0,,,,,
player,201411300min,car,EdwaDw20,def_int_td,0,,,,,
player,201411300min,car,EdwaDw20,def_int_long,0,,,,,
player,201411300min,car,EdwaDw20,pass_defended,0,,,,,
player,201411300min,car,EdwaDw20,sacks,0.0,,,,,
player,201411300min,car,EdwaDw20,tackles_combined,3,,,,,
player,201411300min,car,EdwaDw20,tackles_solo,3,,,,,
player,201411300min,car,EdwaDw20,tackles_assists,0,,,,,
player,201411300min,car,EdwaDw20,tackles_loss,1,,,,,
player,201411300min,car,EdwaDw20,qb_hits,0,,,,,
player,201411300min,car,EdwaDw20,fumbles_rec,0,,,,,
player,201411300min,car,EdwaDw20,fumbles_rec_yds,0,,,,,
player,201411300min,car,EdwaDw20,fumbles_rec_td,0,,,,,
player,201411300min,car,EdwaDw20,fumbles_forced,0,,,,,
player,201411300min,car,BostTr00,def_int,0,,,,,
player,201411300min,car,BostTr00,def_int_yds,0,,,,,
player,201411300min,car,BostTr00,def_int_td,0,,,,,
player,201411300min,car,BostTr00,def_int_long,0,,,,,
player,201411300min,car,BostTr00,pass_defended,0,,,,,
player,201411300min,car,BostTr00,sacks,0.0,,,,,
player,201411300min,car,BostTr00,tackles_combined,2,,,,,
player,201411300min,car,BostTr00,tackles_solo,2,,,,,
player,201411300min,car,BostTr00,tackles_assists,0,,,,,
player,201411300min,car,BostTr00,tackles_loss,0,,,,,
player,201411300min,car,BostTr00,qb_hits,0,,,,,
player,201411300min,car,BostTr00,fumbles_rec,0,,,,,
player,201411300min,car,BostTr00,fumbles_rec_yds,0,,,,,
player,201411300min,car,BostTr00,fumbles_rec_td,0,,,,,
player,201411300min,car,BostTr00,fumbles_forced,0,,,,,
player,201411300min,car,KleiAJ00,def_int,0,,,,,
player,201411300min,car,KleiAJ00,def_int_yds,0,,,,,
player,201411300min,car,KleiAJ00,def_int_td,0,,,,,
player,201411300min,car,KleiAJ00,def_int_long,0,,,,,
player,201411300min,car,KleiAJ00,pass_defended,0,,,,,
player,201411300min,car,KleiAJ00,sacks,0.0,,,,,
player,201411300min,car,KleiAJ00,tackles_combined,2,,,,,
player,201411300min,car,KleiAJ00,tackles_solo,1,,,,,
player,201411300min,car,KleiAJ00,tackles_assists,1,,,,,
player,201411300min,car,KleiAJ00,tackles_loss,0,,,,,
player,201411300min,car,KleiAJ00,qb_hits,0,,,,,
player,201411300min,car,KleiAJ00,fumbles_rec,0,,,,,
player,201411300min,car,KleiAJ00,fumbles_rec_yds,0,,,,,
player,201411300min,car,KleiAJ00,fumbles_rec_td,0,,,,,
player,201411300min,car,KleiAJ00,fumbles_forced,0,,,,,
player,201411300min,car,AddiMa00,def_int,0,,,,,
player,201411300min,car,AddiMa00,def_int_yds,0,,,,,
player,201411300min,car,AddiMa00,def_int_td,0,,,,,
player,201411300min,car,AddiMa00,def_int_long,0,,,,,
player,201411300min,car,AddiMa00,pass_defended,0,,,,,
player,201411300min,car,AddiMa00,sacks,0.0,,,,,
player,201411300min,car,AddiMa00,tackles_combined,1,,,,,
player,201411300min,car,AddiMa00,tackles_solo,1,,,,,
player,201411300min,car,AddiMa00,tackles_assists,0,,,,,
player,201411300min,car,AddiMa00,tackles_loss,0,,,,,
player,201411300min,car,AddiMa00,qb_hits,0,,,,,
player,201411300min,car,AddiMa00,fumbles_rec,0,,,,,
player,201411300min,car,AddiMa00,fumbles_rec_yds,0,,,,,
player,201411300min,car,AddiMa00,fumbles_rec_td,0,,,,,
player,201411300min,car,AddiMa00,fumbles_forced,0,,,,,
player,201411300min,car,CasoAn99,def_int,0,,,,,
player,201411300min,car,CasoAn99,def_int_yds,0,,,,,
player,201411300min,car,CasoAn99,def_int_td,0,,,,,
player,201411300min,car,CasoAn99,def_int_long,0,,,,,
player,201411300min,car,CasoAn99,pass_defended,0,,,,,
player,201411300min,car,CasoAn99,sacks,0.0,,,,,
player,201411300min,car,CasoAn99,tackles_combined,1,,,,,
player,201411300min,car,CasoAn99,tackles_solo,1,,,,,
player,201411300min,car,CasoAn99,tackles_assists,0,,,,,
player,201411300min,car,CasoAn99,tackles_loss,0,,,,,
player,201411300min,car,CasoAn99,qb_hits,0,,,,,
player,201411300min,car,CasoAn99,fumbles_rec,0,,,,,
player,201411300min,car,CasoAn99,fumbles_rec_yds,0,,,,,
player,201411300min,car,CasoAn99,fumbles_rec_td,0,,,,,
player,201411300min,car,CasoAn99,fumbles_forced,0,,,,,
player,201411300min,car,HortWe00,def_int,0,,,,,
player,201411300min,car,HortWe00,def_int_yds,0,,,,,
player,201411300min,car,HortWe00,def_int_td,0,,,,,
player,201411300min,car,HortWe00,def_int_long,0,,,,,
player,201411300min,car,HortWe00,pass_defended,0,,,,,
player,201411300min,car,HortWe00,sacks,0.0,,,,,
player,201411300min,car,HortWe00,tackles_combined,1,,,,,
player,201411300min,car,HortWe00,tackles_solo,1,,,,,
player,201411300min,car,HortWe00,tackles_assists,0,,,,,
player,201411300min,car,HortWe00,tackles_loss,0,,,,,
player,201411300min,car,HortWe00,qb_hits,0,,,,,
player,201411300min,car,HortWe00,fumbles_rec,0,,,,,
player,201411300min,car,HortWe00,fumbles_rec_yds,0,,,,,
player,201411300min,car,HortWe00,fumbles_rec_td,0,,,,,
player,201411300min,car,HortWe00,fumbles_forced,0,,,,,
player,201411300min,car,JacoBe00,def_int,0,,,,,
player,201411300min,car,JacoBe00,def_int_yds,0,,,,,
player,201411300min,car,JacoBe00,def_int_td,0,,,,,
player,201411300min,car,JacoBe00,def_int_long,0,,,,,
player,201411300min,car,JacoBe00,pass_defended,0,,,,,
player,201411300min,car,JacoBe00,sacks,0.0,,,,,
player,201411300min,car,JacoBe00,tackles_combined,1,,,,,
player,201411300min,car,JacoBe00,tackles_solo,0,,,,,
player,201411300min,car,JacoBe00,tackles_assists,1,,,,,
player,201411300min,car,JacoBe00,tackles_loss,0,,,,,
player,201411300min,car,JacoBe00,qb_hits,0,,,,,
player,201411300min,car,JacoBe00,fumbles_rec,0,,,,,
player,201411300min,car,JacoBe00,fumbles_rec_yds,0,,,,,
player,201411300min,car,JacoBe00,fumbles_rec_td,0,,,,,
player,201411300min,car,JacoBe00,fumbles_forced,0,,,,,
player,201411300min,car,WillBr04,def_int,0,,,,,
player,201411300min,car,WillBr04,def_int_yds,0,,,,,
player,201411300min,car,WillBr04,def_int_td,0,,,,,
player,201411300min,car,WillBr04,def_int_long,0,,,,,
player,201411300min,car,WillBr04,pass_defended,0,,,,,
player,201411300min,car,WillBr04,sacks,0.0,,,,,
player,201411300min,car,WillBr04,tackles_combined,1,,,,,
player,201411300min,car,WillBr04,tackles_solo,1,,,,,
player,201411300min,car,WillBr04,tackles_assists,0,,,,,
player,201411300min,car,WillBr04,tackles_loss,0,,,,,
player,201411300min,car,WillBr04,qb_hits,0,,,,,
player,201411300min,car,WillBr04,fumbles_rec,0,,,,,
player,201411300min,car,WillBr04,fumbles_rec_yds,0,,,,,
player,201411300min,car,WillBr04,fumbles_rec_td,0,,,,,
player,201411300min,car,WillBr04,fumbles_forced,0,,,,,
player,201411300min,min,RobiJo01,def_int,1,,,,,
player,201411300min,min,RobiJo01,def_int_yds,23,,,,,
player,201411300min,min,RobiJo01,def_int_td,0,,,,,
player,201411300min,min,RobiJo01,def_int_long,23,,,,,
player,201411300min,min,RobiJo01,pass_defended,1,,,,,
player,201411300min,min,RobiJo01,sacks,0.0,,,,,
player,201411300min,min,RobiJo01,tackles_combined,1,,,,,
player,201411300min,min,RobiJo01,tackles_solo,1,,,,,
player,201411300min,min,RobiJo01,tackles_assists,0,,,,,
player,201411300min,min,RobiJo01,tackles_loss,0,,,,,
player,201411300min,min,RobiJo01,qb_hits,0,,,,,
player,201411300min,min,RobiJo01,fumbles_rec,0,,,,,
player,201411300min,min,RobiJo01,fumbles_rec_yds,0,,,,,
player,201411300min,min,RobiJo01,fumbles_rec_td,0,,,,,
player,201411300min,min,RobiJo01,fumbles_forced,0,,,,,
player,201411300min,min,GrifEv99,def_int,0,,,,,
player,201411300min,min,GrifEv99,def_int_yds,0,,,,,
player,201411300min,min,GrifEv99,def_int_td,0,,,,,
player,201411300min,min,GrifEv99,def_int_long,0,,,,,
player,201411300min,min,GrifEv99,pass_defended,0,,,,,
player,201411300min,min,GrifEv99,sacks,2.0,,,,,
player,201411300min,min,GrifEv99,tackles_combined,5,,,,,
player,201411300min,min,GrifEv99,tackles_solo,3,,,,,
player,201411300min,min,GrifEv99,tackles_assists,2,,,,,
player,201411300min,min,GrifEv99,tackles_loss,2,,,,,
player,201411300min,min,GrifEv99,qb_hits,2,,,,,
player,201411300min,min,GrifEv99,fumbles_rec,0,,,,,
player,201411300min,min,GrifEv99,fumbles_rec_yds,0,,,,,
player,201411300min,min,GrifEv99,fumbles_rec_td,0,,,,,
player,201411300min,min,GrifEv99,fumbles_forced,0,,,,,
player,201411300min,min,SmitHa00,def_int,0,,,,,
player,201411300min,min,SmitHa00,def_int_yds,0,,,,,
player,201411300min,min,SmitHa00,def_int_td,0,,,,,
player,201411300min,min,SmitHa00,def_int_long,0,,,,,
player,201411300min,min,SmitHa00,pass_defended,0,,,,,
player,201411300min,min,SmitHa00,sacks,1.0,,,,,
player,201411300min,min,SmitHa00,tackles_combined,8,,,,,
player,201411300min,min,SmitHa00,tackles_solo,6,,,,,
player,201411300min,min,SmitHa00,tackles_assists,2,,,,,
player,201411300min,min,SmitHa00,tackles_loss,2,,,,,
player,201411300min,min,SmitHa00,qb_hits,1,,,,,
player,201411300min,min,SmitHa00,fumbles_rec,0,,,,,
player,201411300min,min,SmitHa00,fumbles_rec_yds,0,,,,,
player,201411300min,min,SmitHa00,fumbles_rec_td,0,,,,,
player,201411300min,min,SmitHa00,fumbles_forced,0,,,,,
player,201411300min,min,FloySh00,def_int,0,,,,,
player,201411300min,min,FloySh00,def_int_yds,0,,,,,
player,201411300min,min,FloySh00,def_int_td,0,,,,,
player,201411300min,min,FloySh00,def_int_long,0,,,,,
player,201411300min,min,FloySh00,pass_defended,0,,,,,
player,201411300min,min,FloySh00,sacks,1.0,,,,,
player,201411300min,min,FloySh00,tackles_combined,1,,,,,
player,201411300min,min,FloySh00,tackles_solo,1,,,,,
player,201411300min,min,FloySh00,tackles_assists,0,,,,,
player,201411300min,min,FloySh00,tackles_loss,1,,,,,
player,201411300min,min,FloySh00,qb_hits,2,,,,,
player,201411300min,min,FloySh00,fumbles_rec,0,,,,,
player,201411300min,min,FloySh00,fumbles_rec_yds,0,,,,,
player,201411300min,min,FloySh00,fumbles_rec_td,0,,,,,
player,201411300min,min,FloySh00,fumbles_forced,0,,,,,
player,201411300min,min,GreeCh99,def_int,0,,,,,
player,201411300min,min,GreeCh99,def_int_yds,0,,,,,
player,201411300min,min,GreeCh99,def_int_td,0,,,,,
player,201411300min,min,GreeCh99,def_int_long,0,,,,,
player,201411300min,min,GreeCh99,pass_defended,1,,,,,
player,201411300min,min,GreeCh99,sacks,0.0,,,,,
player,201411300min,min,GreeCh99,tackles_combined,10,,,,,
player,201411300min,min,GreeCh99,tackles_solo,5,,,,,
player,201411300min,min,GreeCh99,tackles_assists,5,,,,,
player,201411300min,min,GreeCh99,tackles_loss,1,,,,,
player,201411300min,min,GreeCh99,qb_hits,0,,,,,
player,201411300min,min,GreeCh99,fumbles_rec,0,,,,,
player,201411300min,min,GreeCh99,fumbles_rec_yds,0,,,,,
player,201411300min,min,GreeCh99,fumbles_rec_td,0,,,,,
player,201411300min,min,GreeCh99,fumbles_forced,0,,,,,
player,201411300min,min,BrinJa99,def_int,0,,,,,
player,201411300min,min,BrinJa99,def_int_yds,0,,,,,
player,201411300min,min,BrinJa99,def_int_td,0,,,,,
player,201411300min,min,BrinJa99,def_int_long,0,,,,,
player,201411300min,min,BrinJa99,pass_defended,0,,,,,
player,201411300min,min,BrinJa99,sacks,0.0,,,,,
player,201411300min,min,BrinJa99,tackles_combined,7,,,,,
player,201411300min,min,BrinJa99,tackles_solo,6,,,,,
player,201411300min,min,BrinJa99,tackles_assists,1,,,,,
player,201411300min,min,BrinJa99,tackles_loss,0,,,,,
player,201411300min,min,BrinJa99,qb_hits,0,,,,,
player,201411300min,min,BrinJa99,fumbles_rec,0,,,,,
player,201411300min,min,BrinJa99,fumbles_rec_yds,0,,,,,
player,201411300min,min,BrinJa99,fumbles_rec_td,0,,,,,
player,201411300min,min,BrinJa99,fumbles_forced,0,,,,,
player,201411300min,min,BlanRo00,def_int,0,,,,,
player,201411300min,min,BlanRo00,def_int_yds,0,,,,,
player,201411300min,min,BlanRo00,def_int_td,0,,,,,
player,201411300min,min,BlanRo00,def_int_long,0,,,,,
player,201411300min,min,BlanRo00,pass_defended,1,,,,,
player,201411300min,min,BlanRo00,sacks,0.0,,,,,
player,201411300min,min,BlanRo00,tackles_combined,6,,,,,
player,201411300min,min,BlanRo00,tackles_solo,4,,,,,
player,201411300min,min,BlanRo00,tackles_assists,2,,,,,
player,201411300min,min,BlanRo00,tackles_loss,0,,,,,
player,201411300min,min,BlanRo00,qb_hits,0,,,,,
player,201411300min,min,BlanRo00,fumbles_rec,0,,,,,
player,201411300min,min,BlanRo00,fumbles_rec_yds,0,,,,,
player,201411300min,min,BlanRo00,fumbles_rec_td,0,,,,,
player,201411300min,min,BlanRo00,fumbles_forced,0,,,,,
player,201411300min,min,MunnCa99,def_int,0,,,,,
player,201411300min,min,MunnCa99,def_int_yds,0,,,,,
player,201411300min,min,MunnCa99,def_int_td,0,,,,,
player,201411300min,min,MunnCa99,def_int_long,0,,,,,
player,201411300min,min,MunnCa99,pass_defended,0,,,,,
player,201411300min,min,MunnCa99,sacks,0.0,,,,,
player,201411300min,min,MunnCa99,tackles_combined,5,,,,,
player,201411300min,min,MunnCa99,tackles_solo,5,,,,,
player,201411300min,min,MunnCa99,tackles_assists,0,,,,,
player,201411300min,min,MunnCa99,tackles_loss,0,,,,,
player,201411300min,min,MunnCa99,qb_hits,0,,,,,
player,201411300min,min,MunnCa99,fumbles_rec,0,,,,,
player,201411300min,min,MunnCa99,fumbles_rec_yds,0,,,,,
player,201411300min,min,MunnCa99,fumbles_rec_td,0,,,,,
player,201411300min,min,MunnCa99,fumbles_forced,0,,,,,
player,201411300min,min,BarrAn00,def_int,0,,,,,
player,201411300min,min,BarrAn00,def_int_yds,0,,,,,
player,201411300min,min,BarrAn00,def_int_td,0,,,,,
player,201411300min,min,BarrAn00,def_int_long,0,,,,,
player,201411300min,min,BarrAn00,pass_defended,0,,,,,
player,201411300min,min,BarrAn00,sacks,0.0,,,,,
player,201411300min,min,BarrAn00,tackles_combined,4,,,,,
player,201411300min,min,BarrAn00,tackles_solo,3,,,,,
player,201411300min,min,BarrAn00,tackles_assists,1,,,,,
player,201411300min,min,BarrAn00,tackles_loss,0,,,,,
player,201411300min,min,BarrAn00,qb_hits,0,,,,,
player,201411300min,min,BarrAn00,fumbles_rec,0,,,,,
player,201411300min,min,BarrAn00,fumbles_rec_yds,0,,,,,
player,201411300min,min,BarrAn00,fumbles_rec_td,0,,,,,
player,201411300min,min,BarrAn00,fumbles_forced,0,,,,,
player,201411300min,min,JoseLi99,def_int,0,,,,,
player,201411300min,min,JoseLi99,def_int_yds,0,,,,,
player,201411300min,min,JoseLi99,def_int_td,0,,,,,
player,201411300min,min,JoseLi99,def_int_long,0,,,,,
player,201411300min,min,JoseLi99,pass_defended,1,,,,,
player,201411300min,min,JoseLi99,sacks,0.0,,,,,
player,201411300min,min,JoseLi99,tackles_combined,4,,,,,
player,201411300min,min,JoseLi99,tackles_solo,3,,,,,
player,201411300min,min,JoseLi99,tackles_assists,1,,,,,
player,201411300min,min,JoseLi99,tackles_loss,1,,,,,
player,201411300min,min,JoseLi99,qb_hits,0,,,,,
player,201411300min,min,JoseLi99,fumbles_rec,0,,,,,
player,201411300min,min,JoseLi99,fumbles_rec_yds,0,,,,,
player,201411300min,min,JoseLi99,fumbles_rec_td,0,,,,,
player,201411300min,min,JoseLi99,fumbles_forced,0,,,,,
player,201411300min,min,StepSh00,def_int,0,,,,,
player,201411300min,min,StepSh00,def_int_yds,0,,,,,
player,201411300min,min,StepSh00,def_int_td,0,,,,,
player,201411300min,min,StepSh00,def_int_long,0,,,,,
player,201411300min,min,StepSh00,pass_defended,0,,,,,
player,201411300min,min,StepSh00,sacks,0.0,,,,,
player,201411300min,min,StepSh00,tackles_combined,4,,,,,
player,201411300min,min,StepSh00,tackles_solo,2,,,,,
player,201411300min,min,StepSh00,tackles_assists,2,,,,,
player,201411300min,min,StepSh00,tackles_loss,0,,,,,
player,201411300min,min,StepSh00,qb_hits,0,,,,,
player,201411300min,min,StepSh00,fumbles_rec,0,,,,,
player,201411300min,min,StepSh00,fumbles_rec_yds,0,,,,,
player,201411300min,min,StepSh00,fumbles_rec_td,0,,,,,
player,201411300min,min,StepSh00,fumbles_forced,0,,,,,
player,201411300min,min,HodgGe00,def_int,0,,,,,
player,201411300min,min,HodgGe00,def_int_yds,0,,,,,
player,201411300min,min,HodgGe00,def_int_td,0,,,,,
player,201411300min,min,HodgGe00,def_int_long,0,,,,,
player,201411300min,min,HodgGe00,pass_defended,1,,,,,
player,201411300min,min,HodgGe00,sacks,0.0,,,,,
player,201411300min,min,HodgGe00,tackles_combined,2,,,,,
player,201411300min,min,HodgGe00,tackles_solo,2,,,,,
player,201411300min,min,HodgGe00,tackles_assists,0,,,,,
player,201411300min,min,HodgGe00,tackles_loss,0,,,,,
player,201411300min,min,HodgGe00,qb_hits,0,,,,,
player,201411300min,min,HodgGe00,fumbles_rec,0,,,,,
player,201411300min,min,HodgGe00,fumbles_rec_yds,0,,,,,
player,201411300min,min,HodgGe00,fumbles_rec_td,0,,,,,
player,201411300min,min,HodgGe00,fumbles_forced,0,,,,,
player,201411300min,min,JohnTo01,def_int,0,,,,,
player,201411300min,min,JohnTo01,def_int_yds,0,,,,,
player,201411300min,min,JohnTo01,def_int_td,0,,,,,
player,201411300min,min,JohnTo01,def_int_long,0,,,,,
player,201411300min,min,JohnTo01,pass_defended,0,,,,,
player,201411300min,min,JohnTo01,sacks,0.0,,,,,
player,201411300min,min,JohnTo01,tackles_combined,2,,,,,
player,201411300min,min,JohnTo01,tackles_solo,1,,,,,
player,201411300min,min,JohnTo01,tackles_assists,1,,,,,
player,201411300min,min,JohnTo01,tackles_loss,0,,,,,
player,201411300min,min,JohnTo01,qb_hits,0,,,,,
player,201411300min,min,JohnTo01,fumbles_rec,0,,,,,
player,201411300min,min,JohnTo01,fumbles_rec_yds,0,,,,,
player,201411300min,min,JohnTo01,fumbles_rec_td,0,,,,,
player,201411300min,min,JohnTo01,fumbles_forced,0,,,,,
player,201411300min,min,ThieAd00,def_int,0,,,,,
player,201411300min,min,ThieAd00,def_int_yds,0,,,,,
player,201411300min,min,ThieAd00,def_int_td,0,,,,,
player,201411300min,min,ThieAd00,def_int_long,0,,,,,
player,201411300min,min,ThieAd00,pass_defended,0,,,,,
player,201411300min,min,ThieAd00,sacks,0.0,,,,,
player,201411300min,min,ThieAd00,tackles_combined,2,,,,,
player,201411300min,min,ThieAd00,tackles_solo,2,,,,,
player,201411300min,min,ThieAd00,tackles_assists,0,,,,,
player,201411300min,min,ThieAd00,tackles_loss,0,,,,,
player,201411300min,min,ThieAd00,qb_hits,0,,,,,
player,201411300min,min,ThieAd00,fumbles_rec,0,,,,,
player,201411300min,min,ThieAd00,fumbles_rec_yds,0,,,,,
player,201411300min,min,ThieAd00,fumbles_rec_td,0,,,,,
player,201411300min,min,ThieAd00,fumbles_forced,0,,,,,
player,201411300min,min,PricJa00,def_int,0,,,,,
player,201411300min,min,PricJa00,def_int_yds,0,,,,,
player,201411300min,min,PricJa00,def_int_td,0,,,,,
player,201411300min,min,PricJa00,def_int_long,0,,,,,
player,201411300min,min,PricJa00,pass_defended,0,,,,,
player,201411300min,min,PricJa00,sacks,0.0,,,,,
player,201411300min,min,PricJa00,tackles_combined,1,,,,,
player,201411300min,min,PricJa00,tackles_solo,1,,,,,
player,201411300min,min,PricJa00,tackles_assists,0,,,,,
player,201411300min,min,PricJa00,tackles_loss,0,,,,,
player,201411300min,min,PricJa00,qb_hits,0,,,,,
player,201411300min,min,PricJa00,fumbles_rec,0,,,,,
player,201411300min,min,PricJa00,fumbles_rec_yds,0,,,,,
player,201411300min,min,PricJa00,fumbles_rec_td,0,,,,,
player,201411300min,min,PricJa00,fumbles_forced,0,,,,,
player,201411300min,min,RobiBr98,def_int,0,,,,,
player,201411300min,min,RobiBr98,def_int_yds,0,,,,,
player,201411300min,min,RobiBr98,def_int_td,0,,,,,
player,201411300min,min,RobiBr98,def_int_long,0,,,,,
player,201411300min,min,RobiBr98,pass_defended,0,,,,,
player,201411300min,min,RobiBr98,sacks,0.0,,,,,
player,201411300min,min,RobiBr98,tackles_combined,1,,,,,
player,201411300min,min,RobiBr98,tackles_solo,1,,,,,
player,201411300min,min,RobiBr98,tackles_assists,0,,,,,
player,201411300min,min,RobiBr98,tackles_loss,1,,,,,
player,201411300min,min,RobiBr98,qb_hits,0,,,,,
player,201411300min,min,RobiBr98,fumbles_rec,0,,,,,
player,201411300min,min,RobiBr98,fumbles_rec_yds,0,,,,,
player,201411300min,min,RobiBr98,fumbles_rec_td,0,,,,,
player,201411300min,min,RobiBr98,fumbles_forced,0,,,,,
player,201411300min,min,WootCo99,def_int,0,,,,,
player,201411300min,min,WootCo99,def_int_yds,0,,,,,
player,201411300min,min,WootCo99,def_int_td,0,,,,,
player,201411300min,min,WootCo99,def_int_long,0,,,,,
player,201411300min,min,WootCo99,pass_defended,0,,,,,
player,201411300min,min,WootCo99,sacks,0.0,,,,,
player,201411300min,min,WootCo99,tackles_combined,1,,,,,
player,201411300min,min,WootCo99,tackles_solo,0,,,,,
player,201411300min,min,WootCo99,tackles_assists,1,,,,,
player,201411300min,min,WootCo99,tackles_loss,0,,,,,
player,201411300min,min,WootCo99,qb_hits,0,,,,,
player,201411300min,min,WootCo99,fumbles_rec,0,,,,,
player,201411300min,min,WootCo99,fumbles_rec_yds,0,,,,,
player,201411300min,min,WootCo99,fumbles_rec_td,0,,,,,
player,201411300min,min,WootCo99,fumbles_forced,0,,,,,
player,201411300min,min,RhodXa00,def_int,0,,,,,
player,201411300min,min,RhodXa00,def_int_yds,0,,,,,
player,201411300min,min,RhodXa00,def_int_td,0,,,,,
player,201411300min,min,RhodXa00,def_int_long,0,,,,,
player,201411300min,min,RhodXa00,pass_defended,3,,,,,
player,201411300min,min,RhodXa00,sacks,0.0,,,,,
player,201411300min,min,RhodXa00,tackles_combined,0,,,,,
player,201411300min,min,RhodXa00,tackles_solo,0,,,,,
player,201411300min,min,RhodXa00,tackles_assists,0,,,,,
player,201411300min,min,RhodXa00,tackles_loss,0,,,,,
player,201411300min,min,RhodXa00,qb_hits,0,,,,,
player,201411300min,min,RhodXa00,fumbles_rec,0,,,,,
player,201411300min,min,RhodXa00,fumbles_rec_yds,0,,,,,
player,201411300min,min,RhodXa00,fumbles_rec_td,0,,,,,
player,201411300min,min,RhodXa00,fumbles_forced,0,,,,,
player,201411300min,car,FolkBr00,kick_ret,1,,,,,
player,201411300min,car,FolkBr00,kick_ret_yds,12,,,,,
player,201411300min,car,FolkBr00,kick_ret_yds_per_ret,12.0,,,,,
player,201411300min,car,FolkBr00,kick_ret_td,0,,,,,
player,201411300min,car,FolkBr00,kick_ret_long,12,,,,,
player,201411300min,car,FolkBr00,punt_ret,0,,,,,
player,201411300min,car,FolkBr00,punt_ret_yds,0,,,,,
player,201411300min,car,FolkBr00,punt_ret_yds_per_ret,,,,,,
player,201411300min,car,FolkBr00,punt_ret_td,0,,,,,
player,201411300min,car,FolkBr00,punt_ret_long,0,,,,,
player,201411300min,car,WhitFo00,kick_ret,1,,,,,
player,201411300min,car,WhitFo00,kick_ret_yds,22,,,,,
player,201411300min,car,WhitFo00,kick_ret_yds_per_ret,22.0,,,,,
player,201411300min,car,WhitFo00,kick_ret_td,0,,,,,
player,201411300min,car,WhitFo00,kick_ret_long,22,,,,,
player,201411300min,car,WhitFo00,punt_ret,0,,,,,
player,201411300min,car,WhitFo00,punt_ret_yds,0,,,,,
player,201411300min,car,WhitFo00,punt_ret_yds_per_ret,,,,,,
player,201411300min,car,WhitFo00,punt_ret_td,0,,,,,
player,201411300min,car,WhitFo00,punt_ret_long,0,,,,,
player,201411300min,car,WillBr04,kick_ret,1,,,,,
player,201411300min,car,WillBr04,kick_ret_yds,9,,,,,
player,201411300min,car,WillBr04,kick_ret_yds_per_ret,9.0,,,,,
player,201411300min,car,WillBr04,kick_ret_td,0,,,,,
player,201411300min,car,WillBr04,kick_ret_long,9,,,,,
player,201411300min,car,WillBr04,punt_ret,0,,,,,
player,201411300min,car,WillBr04,punt_ret_yds,0,,,,,
player,201411300min,car,WillBr04,punt_ret_yds_per_ret,,,,,,
player,201411300min,car,WillBr04,punt_ret_td,0,,,,,
player,201411300min,car,WillBr04,punt_ret_long,0,,,,,
player,201411300min,min,SherMa20,kick_ret,0,,,,,
player,201411300min,min,SherMa20,kick_ret_yds,0,,,,,
player,201411300min,min,SherMa20,kick_ret_yds_per_ret,,,,,,
player,201411300min,min,SherMa20,kick_ret_td,0,,,,,
player,201411300min,min,SherMa20,kick_ret_long,0,,,,,
player,201411300min,min,SherMa20,punt_ret,2,,,,,
player,201411300min,min,SherMa20,punt_ret_yds,45,,,,,
player,201411300min,min,SherMa20,punt_ret_yds_per_ret,22.5,,,,,
player,201411300min,min,SherMa20,punt_ret_td,0,,,,,
player,201411300min,min,SherMa20,punt_ret_long,26,,,,,
player,201411300min,min,PattCo00,kick_ret,1,,,,,
player,201411300min,min,PattCo00,kick_ret_yds,28,,,,,
player,201411300min,min,PattCo00,kick_ret_yds_per_ret,28.0,,,,,
player,201411300min,min,PattCo00,kick_ret_td,0,,,,,
player,201411300min,min,PattCo00,kick_ret_long,28,,,,,
player,201411300min,min,PattCo00,punt_ret,0,,,,,
player,201411300min,min,PattCo00,punt_ret_yds,0,,,,,
player,201411300min,min,PattCo00,punt_ret_yds_per_ret,,,,,,
player,201411300min,min,PattCo00,punt_ret_td,0,,,,,
player,201411300min,min,PattCo00,punt_ret_long,0,,,,,
player,201411300min,car,GanoGr44,xpm,1,,,,,
