game,2014,9,20141102,201411020sfo,ram,"St. Louis Rams",13,sfo,"San Francisco 49ers",10
player,201411020sfo,ram,HarkCo00,targets,1,,,,,
player,201411020sfo,ram,HarkCo00,rec,0,,,,,
player,201411020sfo,ram,HarkCo00,rec_yds,0,,,,,
player,201411020sfo,ram,HarkCo00,rec_td,0,,,,,
player,201411020sfo,ram,HarkCo00,rec_long,0,,,,,
player,201411020sfo,ram,HarkCo00,fumbles,0,,,,,
player,201411020sfo,ram,HarkCo00,fumbles_lost,0,,,,,
player,201411020sfo,sfo,KaepCo00,pass_cmp,22,,,,,
player,201411020sfo,sfo,KaepCo00,pass_att,33,,,,,
player,201411020sfo,sfo,KaepCo00,pass_yds,237,,,,,
player,201411020sfo,sfo,KaepCo00,pass_td,1,,,,,
player,201411020sfo,sfo,KaepCo00,pass_int,0,,,,,
player,201411020sfo,sfo,KaepCo00,pass_sacked,8,,,,,
player,201411020sfo,sfo,KaepCo00,pass_sacked_yds,54,,,,,
player,201411020sfo,sfo,KaepCo00,pass_long,27,,,,,
player,201411020sfo,sfo,KaepCo00,pass_rating,97.7,,,,,
player,201411020sfo,sfo,KaepCo00,rush_att,5,,,,,
player,201411020sfo,sfo,KaepCo00,rush_yds,14,,,,,
player,201411020sfo,sfo,KaepCo00,rush_td,0,,,,,
player,201411020sfo,sfo,KaepCo00,rush_long,9,,,,,
player,201411020sfo,sfo,KaepCo00,targets,0,,,,,
player,201411020sfo,sfo,KaepCo00,rec,0,,,,,
player,201411020sfo,sfo,KaepCo00,rec_yds,0,,,,,
player,201411020sfo,sfo,KaepCo00,rec_td,0,,,,,
player,201411020sfo,sfo,KaepCo00,rec_long,0,,,,,
player,201411020sfo,sfo,KaepCo00,fumbles,3,,,,,
player,201411020sfo,sfo,KaepCo00,fumbles_lost,2,,,,,
player,201411020sfo,sfo,GoreFr00,pass_cmp,0,,,,,
player,201411020sfo,sfo,GoreFr00,pass_att,0,,,,,
player,201411020sfo,sfo,GoreFr00,pass_yds,0,,,,,
player,201411020sfo,sfo,GoreFr00,pass_td,0,,,,,
player,201411020sfo,sfo,GoreFr00,pass_int,0,,,,,
player,201411020sfo,sfo,GoreFr00,pass_sacked,0,,,,,
player,201411020sfo,sfo,GoreFr00,pass_sacked_yds,0,,,,,
player,201411020sfo,sfo,GoreFr00,pass_long,0,,,,,
player,201411020sfo,sfo,GoreFr00,pass_rating,,,,,,
player,201411020sfo,sfo,GoreFr00,rush_att,14,,,,,
player,201411020sfo,sfo,GoreFr00,rush_yds,49,,,,,
player,201411020sfo,sfo,GoreFr00,rush_td,0,,,,,
player,201411020sfo,sfo,GoreFr00,rush_long,11,,,,,
player,201411020sfo,sfo,GoreFr00,targets,3,,,,,
player,201411020sfo,sfo,GoreFr00,rec,1,,,,,
player,201411020sfo,sfo,GoreFr00,rec_yds,9,,,,,
player,201411020sfo,sfo,GoreFr00,rec_td,0,,,,,
player,201411020sfo,sfo,GoreFr00,rec_long,9,,,,,
player,201411020sfo,sfo,GoreFr00,fumbles,0,,,,,
player,201411020sfo,sfo,GoreFr00,fumbles_lost,0,,,,,
player,201411020sfo,sfo,HydeCa00,pass_cmp,0,,,,,
player,201411020sfo,sfo,HydeCa00,pass_att,0,,,,,
player,201411020sfo,sfo,HydeCa00,pass_yds,0,,,,,
player,201411020sfo,sfo,HydeCa00,pass_td,0,,,,,
player,201411020sfo,sfo,HydeCa00,pass_int,0,,,,,
player,201411020sfo,sfo,HydeCa00,pass_sacked,0,,,,,
player,201411020sfo,sfo,HydeCa00,pass_sacked_yds,0,,,,,
player,201411020sfo,sfo,HydeCa00,pass_long,0,,,,,
player,201411020sfo,sfo,HydeCa00,pass_rating,,,,,,
player,201411020sfo,sfo,HydeCa00,rush_att,2,,,,,
player,201411020sfo,sfo,HydeCa00,rush_yds,17,,,,,
player,201411020sfo,sfo,HydeCa00,rush_td,0,,,,,
player,201411020sfo,sfo,HydeCa00,rush_long,13,,,,,
player,201411020sfo,sfo,HydeCa00,targets,2,,,,,
player,201411020sfo,sfo,HydeCa00,rec,1,,,,,
player,201411020sfo,sfo,HydeCa00,rec_yds,5,,,,,
player,201411020sfo,sfo,HydeCa00,rec_td,0,,,,,
player,201411020sfo,sfo,HydeCa00,rec_long,5,,,,,
player,201411020sfo,sfo,HydeCa00,fumbles,0,,,,,
player,201411020sfo,sfo,HydeCa00,fumbles_lost,0,,,,,
player,201411020sfo,sfo,BoldAn00,pass_cmp,0,,,,,
player,201411020sfo,sfo,BoldAn00,pass_att,0,,,,,
player,201411020sfo,sfo,BoldAn00,pass_yds,0,,,,,
player,201411020sfo,sfo,BoldAn00,pass_td,0,,,,,
player,201411020sfo,sfo,BoldAn00,pass_int,0,,,,,
player,201411020sfo,sfo,BoldAn00,pass_sacked,0,,,,,
player,201411020sfo,sfo,BoldAn00,pass_sacked_yds,0,,,,,
player,201411020sfo,sfo,BoldAn00,pass_long,0,,,,,
player,201411020sfo,sfo,BoldAn00,pass_rating,,,,,,
player,201411020sfo,sfo,BoldAn00,rush_att,0,,,,,
player,201411020sfo,sfo,BoldAn00,rush_yds,0,,,,,
player,201411020sfo,sfo,BoldAn00,rush_td,0,,,,,
player,201411020sfo,sfo,BoldAn00,rush_long,0,,,,,
player,201411020sfo,sfo,BoldAn00,targets,7,,,,,
player,201411020sfo,sfo,BoldAn00,rec,6,,,,,
player,201411020sfo,sfo,BoldAn00,rec_yds,93,,,,,
player,201411020sfo,sfo,BoldAn00,rec_td,1,,,,,
player,201411020sfo,sfo,BoldAn00,rec_long,27,,,,,
player,201411020sfo,sfo,BoldAn00,fumbles,0,,,,,
player,201411020sfo,sfo,BoldAn00,fumbles_lost,0,,,,,
player,201411020sfo,sfo,JohnSt00,pass_cmp,0,,,,,
player,201411020sfo,sfo,JohnSt00,pass_att,0,,,,,
player,201411020sfo,sfo,JohnSt00,pass_yds,0,,,,,
player,201411020sfo,sfo,JohnSt00,pass_td,0,,,,,
player,201411020sfo,sfo,JohnSt00,pass_int,0,,,,,
player,201411020sfo,sfo,JohnSt00,pass_sacked,0,,,,,
player,201411020sfo,sfo,JohnSt00,pass_sacked_yds,0,,,,,
player,201411020sfo,sfo,JohnSt00,pass_long,0,,,,,
player,201411020sfo,sfo,JohnSt00,pass_rating,,,,,,
player,201411020sfo,sfo,JohnSt00,rush_att,0,,,,,
player,201411020sfo,sfo,JohnSt00,rush_yds,0,,,,,
player,201411020sfo,sfo,JohnSt00,rush_td,0,,,,,
player,201411020sfo,sfo,JohnSt00,rush_long,0,,,,,
player,201411020sfo,sfo,JohnSt00,targets,5,,,,,
player,201411020sfo,sfo,JohnSt00,rec,3,,,,,
player,201411020sfo,sfo,JohnSt00,rec_yds,41,,,,,
player,201411020sfo,sfo,JohnSt00,rec_td,0,,,,,
player,201411020sfo,sfo,JohnSt00,rec_long,25,,,,,
player,201411020sfo,sfo,JohnSt00,fumbles,0,,,,,
player,201411020sfo,sfo,JohnSt00,fumbles_lost,0,,,,,
player,201411020sfo,sfo,CrabMi00,pass_cmp,0,,,,,
player,201411020sfo,sfo,CrabMi00,pass_att,0,,,,,
player,201411020sfo,sfo,CrabMi00,pass_yds,0,,,,,
player,201411020sfo,sfo,CrabMi00,pass_td,0,,,,,
player,201411020sfo,sfo,CrabMi00,pass_int,0,,,,,
player,201411020sfo,sfo,CrabMi00,pass_sacked,0,,,,,
player,201411020sfo,sfo,CrabMi00,pass_sacked_yds,0,,,,,
player,201411020sfo,sfo,CrabMi00,pass_long,0,,,,,
player,201411020sfo,sfo,CrabMi00,pass_rating,,,,,,
player,201411020sfo,sfo,CrabMi00,rush_att,0,,,,,
player,201411020sfo,sfo,CrabMi00,rush_yds,0,,,,,
player,201411020sfo,sfo,CrabMi00,rush_td,0,,,,,
player,201411020sfo,sfo,CrabMi00,rush_long,0,,,,,
player,201411020sfo,sfo,CrabMi00,targets,9,,,,,
player,201411020sfo,sfo,CrabMi00,rec,5,,,,,
player,201411020sfo,sfo,CrabMi00,rec_yds,40,,,,,
player,201411020sfo,sfo,CrabMi00,rec_td,0,,,,,
player,201411020sfo,sfo,CrabMi00,rec_long,15,,,,,
player,201411020sfo,sfo,CrabMi00,fumbles,0,,,,,
player,201411020sfo,sfo,CrabMi00,fumbles_lost,0,,,,,
player,201411020sfo,sfo,DaviVe00,pass_cmp,0,,,,,
player,201411020sfo,sfo,DaviVe00,pass_att,0,,,,,
player,201411020sfo,sfo,DaviVe00,pass_yds,0,,,,,
player,201411020sfo,sfo,DaviVe00,pass_td,0,,,,,
player,201411020sfo,sfo,DaviVe00,pass_int,0,,,,,
player,201411020sfo,sfo,DaviVe00,pass_sacked,0,,,,,
player,201411020sfo,sfo,DaviVe00,pass_sacked_yds,0,,,,,
player,201411020sfo,sfo,DaviVe00,pass_long,0,,,,,
player,201411020sfo,sfo,DaviVe00,pass_rating,,,,,,
player,201411020sfo,sfo,DaviVe00,rush_att,0,,,,,
player,201411020sfo,sfo,DaviVe00,rush_yds,0,,,,,
player,201411020sfo,sfo,DaviVe00,rush_td,0,,,,,
player,201411020sfo,sfo,DaviVe00,rush_long,0,,,,,
player,201411020sfo,sfo,DaviVe00,targets,3,,,,,
player,201411020sfo,sfo,DaviVe00,rec,2,,,,,
player,201411020sfo,sfo,DaviVe00,rec_yds,19,,,,,
player,201411020sfo,sfo,DaviVe00,rec_td,0,,,,,
player,201411020sfo,sfo,DaviVe00,rec_long,13,,,,,
player,201411020sfo,sfo,DaviVe00,fumbles,0,,,,,
player,201411020sfo,sfo,DaviVe00,fumbles_lost,0,,,,,
player,201411020sfo,sfo,LloyBr00,pass_cmp,0,,,,,
player,201411020sfo,sfo,LloyBr00,pass_att,0,,,,,
player,201411020sfo,sfo,LloyBr00,pass_yds,0,,,,,
player,201411020sfo,sfo,LloyBr00,pass_td,0,,,,,
player,201411020sfo,sfo,LloyBr00,pass_int,0,,,,,
player,201411020sfo,sfo,LloyBr00,pass_sacked,0,,,,,
player,201411020sfo,sfo,LloyBr00,pass_sacked_yds,0,,,,,
player,201411020sfo,sfo,LloyBr00,pass_long,0,,,,,
player,201411020sfo,sfo,LloyBr00,pass_rating,,,,,,
player,201411020sfo,sfo,LloyBr00,rush_att,0,,,,,
player,201411020sfo,sfo,LloyBr00,rush_yds,0,,,,,
player,201411020sfo,sfo,LloyBr00,rush_td,0,,,,,
player,201411020sfo,sfo,LloyBr00,rush_long,0,,,,,
player,201411020sfo,sfo,LloyBr00,targets,1,,,,,
player,201411020sfo,sfo,LloyBr00,rec,1,,,,,
player,201411020sfo,sfo,LloyBr00,rec_yds,10,,,,,
player,201411020sfo,sfo,LloyBr00,rec_td,0,,,,,
player,201411020sfo,sfo,LloyBr00,rec_long,10,,,,,
player,201411020sfo,sfo,LloyBr00,fumbles,0,,,,,
player,201411020sfo,sfo,LloyBr00,fumbles_lost,0,,,,,
player,201411020sfo,sfo,ElliBr00,pass_cmp,0,,,,,
player,201411020sfo,sfo,ElliBr00,pass_att,0,,,,,
player,201411020sfo,sfo,ElliBr00,pass_yds,0,,,,,
player,201411020sfo,sfo,ElliBr00,pass_td,0,,,,,
player,201411020sfo,sfo,ElliBr00,pass_int,0,,,,,
player,201411020sfo,sfo,ElliBr00,pass_sacked,0,,,,,
player,201411020sfo,sfo,ElliBr00,pass_sacked_yds,0,,,,,
player,201411020sfo,sfo,ElliBr00,pass_long,0,,,,,
player,201411020sfo,sfo,ElliBr00,pass_rating,,,,,,
player,201411020sfo,sfo,ElliBr00,rush_att,0,,,,,
player,201411020sfo,sfo,ElliBr00,rush_yds,0,,,,,
player,201411020sfo,sfo,ElliBr00,rush_td,0,,,,,
player,201411020sfo,sfo,ElliBr00,rush_long,0,,,,,
player,201411020sfo,sfo,ElliBr00,targets,1,,,,,
player,201411020sfo,sfo,ElliBr00,rec,1,,,,,
player,201411020sfo,sfo,ElliBr00,rec_yds,9,,,,,
player,201411020sfo,sfo,ElliBr00,rec_td,0,,,,,
player,201411020sfo,sfo,ElliBr00,rec_long,9,,,,,
player,201411020sfo,sfo,ElliBr00,fumbles,0,,,,,
player,201411020sfo,sfo,ElliBr00,fumbles_lost,0,,,,,
player,201411020sfo,sfo,CarrDe00,pass_cmp,0,,,,,
player,201411020sfo,sfo,CarrDe00,pass_att,0,,,,,
player,201411020sfo,sfo,CarrDe00,pass_yds,0,,,,,
player,201411020sfo,sfo,CarrDe00,pass_td,0,,,,,
player,201411020sfo,sfo,CarrDe00,pass_int,0,,,,,
player,201411020sfo,sfo,CarrDe00,pass_sacked,0,,,,,
player,201411020sfo,sfo,CarrDe00,pass_sacked_yds,0,,,,,
player,201411020sfo,sfo,CarrDe00,pass_long,0,,,,,
player,201411020sfo,sfo,CarrDe00,pass_rating,,,,,,
player,201411020sfo,sfo,CarrDe00,rush_att,0,,,,,
player,201411020sfo,sfo,CarrDe00,rush_yds,0,,,,,
player,201411020sfo,sfo,CarrDe00,rush_td,0,,,,,
player,201411020sfo,sfo,CarrDe00,rush_long,0,,,,,
