game,2014,7,20141019,201410190sdg,kan,"Kansas City Chiefs",23,sdg,"San Diego Chargers",20
player,201410190sdg,kan,HemiJu00,rush_yds,0,,,,,
player,201410190sdg,kan,HemiJu00,rush_td,0,,,,,
player,201410190sdg,kan,HemiJu00,rush_long,0,,,,,
player,201410190sdg,kan,HemiJu00,targets,1,,,,,
player,201410190sdg,kan,HemiJu00,rec,0,,,,,
player,201410190sdg,kan,HemiJu00,rec_yds,0,,,,,
player,201410190sdg,kan,HemiJu00,rec_td,0,,,,,
player,201410190sdg,kan,HemiJu00,rec_long,0,,,,,
player,201410190sdg,kan,HemiJu00,fumbles,0,,,,,
player,201410190sdg,kan,HemiJu00,fumbles_lost,0,,,,,
player,201410190sdg,kan,HarrDe03,pass_cmp,0,,,,,
player,201410190sdg,kan,HarrDe03,pass_att,0,,,,,
player,201410190sdg,kan,HarrDe03,pass_yds,0,,,,,
player,201410190sdg,kan,HarrDe03,pass_td,0,,,,,
player,201410190sdg,kan,HarrDe03,pass_int,0,,,,,
player,201410190sdg,kan,HarrDe03,pass_sacked,0,,,,,
player,201410190sdg,kan,HarrDe03,pass_sacked_yds,0,,,,,
player,201410190sdg,kan,HarrDe03,pass_long,0,,,,,
player,201410190sdg,kan,HarrDe03,pass_rating,,,,,,
player,201410190sdg,kan,HarrDe03,rush_att,0,,,,,
player,201410190sdg,kan,HarrDe03,rush_yds,0,,,,,
player,201410190sdg,kan,HarrDe03,rush_td,0,,,,,
player,201410190sdg,kan,HarrDe03,rush_long,0,,,,,
player,201410190sdg,kan,HarrDe03,targets,1,,,,,
player,201410190sdg,kan,HarrDe03,rec,0,,,,,
player,201410190sdg,kan,HarrDe03,rec_yds,0,,,,,
player,201410190sdg,kan,HarrDe03,rec_td,0,,,,,
player,201410190sdg,kan,HarrDe03,rec_long,0,,,,,
player,201410190sdg,kan,HarrDe03,fumbles,0,,,,,
player,201410190sdg,kan,HarrDe03,fumbles_lost,0,,,,,
player,201410190sdg,kan,HammFr00,pass_cmp,0,,,,,
player,201410190sdg,kan,HammFr00,pass_att,0,,,,,
player,201410190sdg,kan,HammFr00,pass_yds,0,,,,,
player,201410190sdg,kan,HammFr00,pass_td,0,,,,,
player,201410190sdg,kan,HammFr00,pass_int,0,,,,,
player,201410190sdg,kan,HammFr00,pass_sacked,0,,,,,
player,201410190sdg,kan,HammFr00,pass_sacked_yds,0,,,,,
player,201410190sdg,kan,HammFr00,pass_long,0,,,,,
player,201410190sdg,kan,HammFr00,pass_rating,,,,,,
player,201410190sdg,kan,HammFr00,rush_att,0,,,,,
player,201410190sdg,kan,HammFr00,rush_yds,0,,,,,
player,201410190sdg,kan,HammFr00,rush_td,0,,,,,
player,201410190sdg,kan,HammFr00,rush_long,0,,,,,
player,201410190sdg,kan,HammFr00,targets,2,,,,,
player,201410190sdg,kan,HammFr00,rec,0,,,,,
player,201410190sdg,kan,HammFr00,rec_yds,0,,,,,
player,201410190sdg,kan,HammFr00,rec_td,0,,,,,
player,201410190sdg,kan,HammFr00,rec_long,0,,,,,
player,201410190sdg,kan,HammFr00,fumbles,0,,,,,
player,201410190sdg,kan,HammFr00,fumbles_lost,0,,,,,
player,201410190sdg,kan,FasaAn00,pass_cmp,0,,,,,
player,201410190sdg,kan,FasaAn00,pass_att,0,,,,,
player,201410190sdg,kan,FasaAn00,pass_yds,0,,,,,
player,201410190sdg,kan,FasaAn00,pass_td,0,,,,,
player,201410190sdg,kan,FasaAn00,pass_int,0,,,,,
player,201410190sdg,kan,FasaAn00,pass_sacked,0,,,,,
player,201410190sdg,kan,FasaAn00,pass_sacked_yds,0,,,,,
player,201410190sdg,kan,FasaAn00,pass_long,0,,,,,
player,201410190sdg,kan,FasaAn00,pass_rating,,,,,,
player,201410190sdg,kan,FasaAn00,rush_att,0,,,,,
player,201410190sdg,kan,FasaAn00,rush_yds,0,,,,,
player,201410190sdg,kan,FasaAn00,rush_td,0,,,,,
player,201410190sdg,kan,FasaAn00,rush_long,0,,,,,
player,201410190sdg,kan,FasaAn00,targets,1,,,,,
player,201410190sdg,kan,FasaAn00,rec,0,,,,,
player,201410190sdg,kan,FasaAn00,rec_yds,0,,,,,
player,201410190sdg,kan,FasaAn00,rec_td,0,,,,,
player,201410190sdg,kan,FasaAn00,rec_long,0,,,,,
player,201410190sdg,kan,FasaAn00,fumbles,0,,,,,
player,201410190sdg,kan,FasaAn00,fumbles_lost,0,,,,,
player,201410190sdg,sdg,RivePh00,pass_cmp,17,,,,,
player,201410190sdg,sdg,RivePh00,pass_att,31,,,,,
player,201410190sdg,sdg,RivePh00,pass_yds,205,,,,,
player,201410190sdg,sdg,RivePh00,pass_td,2,,,,,
player,201410190sdg,sdg,RivePh00,pass_int,1,,,,,
player,201410190sdg,sdg,RivePh00,pass_sacked,2,,,,,
player,201410190sdg,sdg,RivePh00,pass_sacked_yds,23,,,,,
player,201410190sdg,sdg,RivePh00,pass_long,27,,,,,
player,201410190sdg,sdg,RivePh00,pass_rating,83.4,,,,,
player,201410190sdg,sdg,RivePh00,rush_att,0,,,,,
player,201410190sdg,sdg,RivePh00,rush_yds,0,,,,,
player,201410190sdg,sdg,RivePh00,rush_td,0,,,,,
player,201410190sdg,sdg,RivePh00,rush_long,0,,,,,
player,201410190sdg,sdg,RivePh00,targets,0,,,,,
player,201410190sdg,sdg,RivePh00,rec,0,,,,,
player,201410190sdg,sdg,RivePh00,rec_yds,0,,,,,
player,201410190sdg,sdg,RivePh00,rec_td,0,,,,,
player,201410190sdg,sdg,RivePh00,rec_long,0,,,,,
player,201410190sdg,sdg,RivePh00,fumbles,1,,,,,
player,201410190sdg,sdg,RivePh00,fumbles_lost,0,,,,,
player,201410190sdg,sdg,OlivBr01,pass_cmp,0,,,,,
player,201410190sdg,sdg,OlivBr01,pass_att,0,,,,,
player,201410190sdg,sdg,OlivBr01,pass_yds,0,,,,,
player,201410190sdg,sdg,OlivBr01,pass_td,0,,,,,
player,201410190sdg,sdg,OlivBr01,pass_int,0,,,,,
player,201410190sdg,sdg,OlivBr01,pass_sacked,0,,,,,
player,201410190sdg,sdg,OlivBr01,pass_sacked_yds,0,,,,,
player,201410190sdg,sdg,OlivBr01,pass_long,0,,,,,
player,201410190sdg,sdg,OlivBr01,pass_rating,,,,,,
player,201410190sdg,sdg,OlivBr01,rush_att,15,,,,,
player,201410190sdg,sdg,OlivBr01,rush_yds,67,,,,,
player,201410190sdg,sdg,OlivBr01,rush_td,0,,,,,
player,201410190sdg,sdg,OlivBr01,rush_long,13,,,,,
player,201410190sdg,sdg,OlivBr01,targets,2,,,,,
player,201410190sdg,sdg,OlivBr01,rec,2,,,,,
player,201410190sdg,sdg,OlivBr01,rec_yds,11,,,,,
player,201410190sdg,sdg,OlivBr01,rec_td,0,,,,,
player,201410190sdg,sdg,OlivBr01,rec_long,9,,,,,
player,201410190sdg,sdg,OlivBr01,fumbles,0,,,,,
player,201410190sdg,sdg,OlivBr01,fumbles_lost,0,,,,,
player,201410190sdg,sdg,BrowRo05,pass_cmp,0,,,,,
player,201410190sdg,sdg,BrowRo05,pass_att,0,,,,,
player,201410190sdg,sdg,BrowRo05,pass_yds,0,,,,,
player,201410190sdg,sdg,BrowRo05,pass_td,0,,,,,
player,201410190sdg,sdg,BrowRo05,pass_int,0,,,,,
player,201410190sdg,sdg,BrowRo05,pass_sacked,0,,,,,
player,201410190sdg,sdg,BrowRo05,pass_sacked_yds,0,,,,,
player,201410190sdg,sdg,BrowRo05,pass_long,0,,,,,
player,201410190sdg,sdg,BrowRo05,pass_rating,,,,,,
player,201410190sdg,sdg,BrowRo05,rush_att,1,,,,,
player,201410190sdg,sdg,BrowRo05,rush_yds,2,,,,,
player,201410190sdg,sdg,BrowRo05,rush_td,0,,,,,
player,201410190sdg,sdg,BrowRo05,rush_long,2,,,,,
player,201410190sdg,sdg,BrowRo05,targets,1,,,,,
player,201410190sdg,sdg,BrowRo05,rec,1,,,,,
player,201410190sdg,sdg,BrowRo05,rec_yds,4,,,,,
player,201410190sdg,sdg,BrowRo05,rec_td,0,,,,,
player,201410190sdg,sdg,BrowRo05,rec_long,4,,,,,
player,201410190sdg,sdg,BrowRo05,fumbles,0,,,,,
player,201410190sdg,sdg,BrowRo05,fumbles_lost,0,,,,,
player,201410190sdg,sdg,GateAn00,pass_cmp,0,,,,,
player,201410190sdg,sdg,GateAn00,pass_att,0,,,,,
player,201410190sdg,sdg,GateAn00,pass_yds,0,,,,,
player,201410190sdg,sdg,GateAn00,pass_td,0,,,,,
player,201410190sdg,sdg,GateAn00,pass_int,0,,,,,
player,201410190sdg,sdg,GateAn00,pass_sacked,0,,,,,
player,201410190sdg,sdg,GateAn00,pass_sacked_yds,0,,,,,
player,201410190sdg,sdg,GateAn00,pass_long,0,,,,,
player,201410190sdg,sdg,GateAn00,pass_rating,,,,,,
player,201410190sdg,sdg,GateAn00,rush_att,0,,,,,
player,201410190sdg,sdg,GateAn00,rush_yds,0,,,,,
player,201410190sdg,sdg,GateAn00,rush_td,0,,,,,
player,201410190sdg,sdg,GateAn00,rush_long,0,,,,,
player,201410190sdg,sdg,GateAn00,targets,5,,,,,
player,201410190sdg,sdg,GateAn00,rec,3,,,,,
player,201410190sdg,sdg,GateAn00,rec_yds,61,,,,,
player,201410190sdg,sdg,GateAn00,rec_td,1,,,,,
player,201410190sdg,sdg,GateAn00,rec_long,27,,,,,
player,201410190sdg,sdg,GateAn00,fumbles,0,,,,,
player,201410190sdg,sdg,GateAn00,fumbles_lost,0,,,,,
player,201410190sdg,sdg,AlleKe00,pass_cmp,0,,,,,
player,201410190sdg,sdg,AlleKe00,pass_att,0,,,,,
player,201410190sdg,sdg,AlleKe00,pass_yds,0,,,,,
player,201410190sdg,sdg,AlleKe00,pass_td,0,,,,,
player,201410190sdg,sdg,AlleKe00,pass_int,0,,,,,
player,201410190sdg,sdg,AlleKe00,pass_sacked,0,,,,,
player,201410190sdg,sdg,AlleKe00,pass_sacked_yds,0,,,,,
player,201410190sdg,sdg,AlleKe00,pass_long,0,,,,,
player,201410190sdg,sdg,AlleKe00,pass_rating,,,,,,
player,201410190sdg,sdg,AlleKe00,rush_att,0,,,,,
player,201410190sdg,sdg,AlleKe00,rush_yds,0,,,,,
player,201410190sdg,sdg,AlleKe00,rush_td,0,,,,,
player,201410190sdg,sdg,AlleKe00,rush_long,0,,,,,
player,201410190sdg,sdg,AlleKe00,targets,10,,,,,
player,201410190sdg,sdg,AlleKe00,rec,6,,,,,
player,201410190sdg,sdg,AlleKe00,rec_yds,58,,,,,
player,201410190sdg,sdg,AlleKe00,rec_td,0,,,,,
player,201410190sdg,sdg,AlleKe00,rec_long,18,,,,,
player,201410190sdg,sdg,AlleKe00,fumbles,0,,,,,
player,201410190sdg,sdg,AlleKe00,fumbles_lost,0,,,,,
player,201410190sdg,sdg,FloyMa00,pass_cmp,0,,,,,
player,201410190sdg,sdg,FloyMa00,pass_att,0,,,,,
player,201410190sdg,sdg,FloyMa00,pass_yds,0,,,,,
player,201410190sdg,sdg,FloyMa00,pass_td,0,,,,,
player,201410190sdg,sdg,FloyMa00,pass_int,0,,,,,
player,201410190sdg,sdg,FloyMa00,pass_sacked,0,,,,,
player,201410190sdg,sdg,FloyMa00,pass_sacked_yds,0,,,,,
player,201410190sdg,sdg,FloyMa00,pass_long,0,,,,,
player,201410190sdg,sdg,FloyMa00,pass_rating,,,,,,
player,201410190sdg,sdg,FloyMa00,rush_att,0,,,,,
player,201410190sdg,sdg,FloyMa00,rush_yds,0,,,,,
player,201410190sdg,sdg,FloyMa00,rush_td,0,,,,,
player,201410190sdg,sdg,FloyMa00,rush_long,0,,,,,
player,201410190sdg,sdg,FloyMa00,targets,7,,,,,
player,201410190sdg,sdg,FloyMa00,rec,3,,,,,
player,201410190sdg,sdg,FloyMa00,rec_yds,50,,,,,
player,201410190sdg,sdg,FloyMa00,rec_td,0,,,,,
player,201410190sdg,sdg,FloyMa00,rec_long,24,,,,,
player,201410190sdg,sdg,FloyMa00,fumbles,0,,,,,
player,201410190sdg,sdg,FloyMa00,fumbles_lost,0,,,,,
player,201410190sdg,sdg,RoyaEd00,pass_cmp,0,,,,,
player,201410190sdg,sdg,RoyaEd00,pass_att,0,,,,,
player,201410190sdg,sdg,RoyaEd00,pass_yds,0,,,,,
player,201410190sdg,sdg,RoyaEd00,pass_td,0,,,,,
player,201410190sdg,sdg,RoyaEd00,pass_int,0,,,,,
player,201410190sdg,sdg,RoyaEd00,pass_sacked,0,,,,,
player,201410190sdg,sdg,RoyaEd00,pass_sacked_yds,0,,,,,
player,201410190sdg,sdg,RoyaEd00,pass_long,0,,,,,
player,201410190sdg,sdg,RoyaEd00,pass_rating,,,,,,
player,201410190sdg,sdg,RoyaEd00,rush_att,0,,,,,
player,201410190sdg,sdg,RoyaEd00,rush_yds,0,,,,,
player,201410190sdg,sdg,RoyaEd00,rush_td,0,,,,,
player,201410190sdg,sdg,RoyaEd00,rush_long,0,,,,,
player,201410190sdg,sdg,RoyaEd00,targets,5,,,,,
player,201410190sdg,sdg,RoyaEd00,rec,1,,,,,
player,201410190sdg,sdg,RoyaEd00,rec_yds,20,,,,,
player,201410190sdg,sdg,RoyaEd00,rec_td,0,,,,,
player,201410190sdg,sdg,RoyaEd00,rec_long,20,,,,,
player,201410190sdg,sdg,RoyaEd00,fumbles,0,,,,,
player,201410190sdg,sdg,RoyaEd00,fumbles_lost,0,,,,,
player,201410190sdg,sdg,PhilJo00,pass_cmp,0,,,,,
player,201410190sdg,sdg,PhilJo00,pass_att,0,,,,,
player,201410190sdg,sdg,PhilJo00,pass_yds,0,,,,,
player,201410190sdg,sdg,PhilJo00,pass_td,0,,,,,
player,201410190sdg,sdg,PhilJo00,pass_int,0,,,,,
player,201410190sdg,sdg,PhilJo00,pass_sacked,0,,,,,
player,201410190sdg,sdg,PhilJo00,pass_sacked_yds,0,,,,,
player,201410190sdg,sdg,PhilJo00,pass_long,0,,,,,
player,201410190sdg,sdg,PhilJo00,pass_rating,,,,,,
player,201410190sdg,sdg,PhilJo00,rush_att,0,,,,,
player,201410190sdg,sdg,PhilJo00,rush_yds,0,,,,,
player,201410190sdg,sdg,PhilJo00,rush_td,0,,,,,
player,201410190sdg,sdg,PhilJo00,rush_long,0,,,,,
