game,2014,4,20140925,201409250was,nyg,"New York Giants",45,was,"Washington Redskins",14
team,201409250was,nyg,First Downs,31,,,,,,
team,201409250was,was,First Downs,17,,,,,,
team,201409250was,nyg,Rush-Yds-TDs,38-154-2,,,,,,
team,201409250was,was,Rush-Yds-TDs,17-86-1,,,,,,
team,201409250was,nyg,Cmp-Att-Yd-TD-INT,28-39-300-4-1,,,,,,
team,201409250was,was,Cmp-Att-Yd-TD-INT,19-33-257-1-4,,,,,,
team,201409250was,nyg,Sacked-Yards,1-5,,,,,,
team,201409250was,was,Sacked-Yards,2-14,,,,,,
team,201409250was,nyg,Net Pass Yards,295,,,,,,
team,201409250was,was,Net Pass Yards,243,,,,,,
team,201409250was,nyg,Total Yards,449,,,,,,
team,201409250was,was,Total Yards,329,,,,,,
team,201409250was,nyg,Fumbles-Lost,0-0,,,,,,
team,201409250was,was,Fumbles-Lost,2-2,,,,,,
team,201409250was,nyg,Turnovers,1,,,,,,
team,201409250was,was,Turnovers,6,,,,,,
team,201409250was,nyg,Penalties-Yards,7-66,,,,,,
team,201409250was,was,Penalties-Yards,11-88,,,,,,
team,201409250was,nyg,Third Down Conv.,11-16,,,,,,
team,201409250was,was,Third Down Conv.,1-8,,,,,,
team,201409250was,nyg,Fourth Down Conv.,0-0,,,,,,
team,201409250was,was,Fourth Down Conv.,0-0,,,,,,
team,201409250was,nyg,Time of Possession,37:17,,,,,,
team,201409250was,was,Time of Possession,22:43,,,,,,
player,201409250was,nyg,MannEl00,pass_cmp,28,,,,,
player,201409250was,nyg,MannEl00,pass_att,39,,,,,
player,201409250was,nyg,MannEl00,pass_yds,300,,,,,
player,201409250was,nyg,MannEl00,pass_td,4,,,,,
player,201409250was,nyg,MannEl00,pass_int,1,,,,,
player,201409250was,nyg,MannEl00,pass_sacked,1,,,,,
player,201409250was,nyg,MannEl00,pass_sacked_yds,5,,,,,
player,201409250was,nyg,MannEl00,pass_long,36,,,,,
player,201409250was,nyg,MannEl00,pass_rating,117.5,,,,,
player,201409250was,nyg,MannEl00,rush_att,1,,,,,
player,201409250was,nyg,MannEl00,rush_yds,1,,,,,
player,201409250was,nyg,MannEl00,rush_td,1,,,,,
player,201409250was,nyg,MannEl00,rush_long,1,,,,,
player,201409250was,nyg,MannEl00,targets,0,,,,,
player,201409250was,nyg,MannEl00,rec,0,,,,,
player,201409250was,nyg,MannEl00,rec_yds,0,,,,,
player,201409250was,nyg,MannEl00,rec_td,0,,,,,
player,201409250was,nyg,MannEl00,rec_long,0,,,,,
player,201409250was,nyg,MannEl00,fumbles,0,,,,,
player,201409250was,nyg,MannEl00,fumbles_lost,0,,,,,
player,201409250was,nyg,WillAn00,pass_cmp,0,,,,,
player,201409250was,nyg,WillAn00,pass_att,0,,,,,
player,201409250was,nyg,WillAn00,pass_yds,0,,,,,
player,201409250was,nyg,WillAn00,pass_td,0,,,,,
player,201409250was,nyg,WillAn00,pass_int,0,,,,,
player,201409250was,nyg,WillAn00,pass_sacked,0,,,,,
player,201409250was,nyg,WillAn00,pass_sacked_yds,0,,,,,
player,201409250was,nyg,WillAn00,pass_long,0,,,,,
player,201409250was,nyg,WillAn00,pass_rating,,,,,,
player,201409250was,nyg,WillAn00,rush_att,15,,,,,
player,201409250was,nyg,WillAn00,rush_yds,66,,,,,
player,201409250was,nyg,WillAn00,rush_td,1,,,,,
player,201409250was,nyg,WillAn00,rush_long,23,,,,,
player,201409250was,nyg,WillAn00,targets,1,,,,,
player,201409250was,nyg,WillAn00,rec,0,,,,,
player,201409250was,nyg,WillAn00,rec_yds,0,,,,,
player,201409250was,nyg,WillAn00,rec_td,0,,,,,
player,201409250was,nyg,WillAn00,rec_long,0,,,,,
player,201409250was,nyg,WillAn00,fumbles,0,,,,,
player,201409250was,nyg,WillAn00,fumbles_lost,0,,,,,
player,201409250was,nyg,JennRa00,pass_cmp,0,,,,,
player,201409250was,nyg,JennRa00,pass_att,0,,,,,
player,201409250was,nyg,JennRa00,pass_yds,0,,,,,
player,201409250was,nyg,JennRa00,pass_td,0,,,,,
player,201409250was,nyg,JennRa00,pass_int,0,,,,,
player,201409250was,nyg,JennRa00,pass_sacked,0,,,,,
player,201409250was,nyg,JennRa00,pass_sacked_yds,0,,,,,
player,201409250was,nyg,JennRa00,pass_long,0,,,,,
