game,2014,15,20141214,201412140kan,rai,"Oakland Raiders",13,kan,"Kansas City Chiefs",31
team,201412140kan,rai,First Downs,17,,,,,,
team,201412140kan,kan,First Downs,16,,,,,,
team,201412140kan,rai,Rush-Yds-TDs,17-78-0,,,,,,
team,201412140kan,kan,Rush-Yds-TDs,27-93-1,,,,,,
team,201412140kan,rai,Cmp-Att-Yd-TD-INT,27-56-222-1-0,,,,,,
team,201412140kan,kan,Cmp-Att-Yd-TD-INT,18-31-297-2-0,,,,,,
team,201412140kan,rai,Sacked-Yards,4-20,,,,,,
team,201412140kan,kan,Sacked-Yards,1-2,,,,,,
team,201412140kan,rai,Net Pass Yards,202,,,,,,
team,201412140kan,kan,Net Pass Yards,295,,,,,,
team,201412140kan,rai,Total Yards,280,,,,,,
team,201412140kan,kan,Total Yards,388,,,,,,
team,201412140kan,rai,Fumbles-Lost,1-1,,,,,,
team,201412140kan,kan,Fumbles-Lost,1-1,,,,,,
team,201412140kan,rai,Turnovers,1,,,,,,
team,201412140kan,kan,Turnovers,1,,,,,,
team,201412140kan,rai,Penalties-Yards,10-75,,,,,,
team,201412140kan,kan,Penalties-Yards,11-84,,,,,,
team,201412140kan,rai,Third Down Conv.,5-18,,,,,,
team,201412140kan,kan,Third Down Conv.,3-13,,,,,,
team,201412140kan,rai,Fourth Down Conv.,0-1,,,,,,
team,201412140kan,kan,Fourth Down Conv.,0-0,,,,,,
team,201412140kan,rai,Time of Possession,30:00,,,,,,
team,201412140kan,kan,Time of Possession,30:00,,,,,,
player,201412140kan,rai,CarrDe02,pass_cmp,27,,,,,
player,201412140kan,rai,CarrDe02,pass_att,56,,,,,
player,201412140kan,rai,CarrDe02,pass_yds,222,,,,,
player,201412140kan,rai,CarrDe02,pass_td,1,,,,,
player,201412140kan,rai,CarrDe02,pass_int,0,,,,,
player,201412140kan,rai,CarrDe02,pass_sacked,4,,,,,
player,201412140kan,rai,CarrDe02,pass_sacked_yds,20,,,,,
player,201412140kan,rai,CarrDe02,pass_long,33,,,,,
player,201412140kan,rai,CarrDe02,pass_rating,64.7,,,,,
player,201412140kan,rai,CarrDe02,rush_att,1,,,,,
player,201412140kan,rai,CarrDe02,rush_yds,0,,,,,
player,201412140kan,rai,CarrDe02,rush_td,0,,,,,
player,201412140kan,rai,CarrDe02,rush_long,0,,,,,
player,201412140kan,rai,CarrDe02,targets,0,,,,,
player,201412140kan,rai,CarrDe02,rec,0,,,,,
player,201412140kan,rai,CarrDe02,rec_yds,0,,,,,
player,201412140kan,rai,CarrDe02,rec_td,0,,,,,
player,201412140kan,rai,CarrDe02,rec_long,0,,,,,
player,201412140kan,rai,CarrDe02,fumbles,1,,,,,
player,201412140kan,rai,CarrDe02,fumbles_lost,1,,,,,
player,201412140kan,rai,MurrLa00,pass_cmp,0,,,,,
player,201412140kan,rai,MurrLa00,pass_att,0,,,,,
player,201412140kan,rai,MurrLa00,pass_yds,0,,,,,
player,201412140kan,rai,MurrLa00,pass_td,0,,,,,
player,201412140kan,rai,MurrLa00,pass_int,0,,,,,
player,201412140kan,rai,MurrLa00,pass_sacked,,,,,,
player,201412140kan,rai,MurrLa00,pass_sacked_yds,0,,,,,
player,201412140kan,rai,MurrLa00,pass_long,0,,,,,
player,201412140kan,rai,MurrLa00,pass_rating,,,,,,
player,201412140kan,rai,MurrLa00,rush_att,12,,,,,
player,201412140kan,rai,MurrLa00,rush_yds,59,,,,,
player,201412140kan,rai,MurrLa00,rush_td,0,,,,,
player,201412140kan,rai,MurrLa00,rush_long,25,,,,,
player,201412140kan,rai,MurrLa00,targets,6,,,,,
player,201412140kan,rai,MurrLa00,rec,2,,,,,
player,201412140kan,rai,MurrLa00,rec_yds,17,,,,,
