game,2014,3,20140921,201409210nor,min,"Minnesota Vikings",9,nor,"New Orleans Saints",20
team,201409210nor,min,First Downs,13,,,,,,
team,201409210nor,nor,First Downs,27,,,,,,
team,201409210nor,min,Rush-Yds-TDs,22-59-0,,,,,,
team,201409210nor,nor,Rush-Yds-TDs,32-108-1,,,,,,
team,201409210nor,min,Cmp-Att-Yd-TD-INT,17-30-203-0-0,,,,,,
team,201409210nor,nor,Cmp-Att-Yd-TD-INT,27-35-293-2-0,,,,,,
team,201409210nor,min,Sacked-Yards,2-15,,,,,,
team,201409210nor,nor,Sacked-Yards,1-5,,,,,,
team,201409210nor,min,Net Pass Yards,188,,,,,,
team,201409210nor,nor,Net Pass Yards,288,,,,,,
team,201409210nor,min,Total Yards,247,,,,,,
team,201409210nor,nor,Total Yards,396,,,,,,
team,201409210nor,min,Fumbles-Lost,0-0,,,,,,
team,201409210nor,nor,Fumbles-Lost,1-0,,,,,,
team,201409210nor,min,Turnovers,0,,,,,,
team,201409210nor,nor,Turnovers,0,,,,,,
team,201409210nor,min,Penalties-Yards,5-44,,,,,,
team,201409210nor,nor,Penalties-Yards,4-30,,,,,,
team,201409210nor,min,Third Down Conv.,6-15,,,,,,
team,201409210nor,nor,Third Down Conv.,9-13,,,,,,
team,201409210nor,min,Fourth Down Conv.,0-0,,,,,,
team,201409210nor,nor,Fourth Down Conv.,0-0,,,,,,
team,201409210nor,min,Time of Possession,26:27,,,,,,
team,201409210nor,nor,Time of Possession,33:33,,,,,,
player,201409210nor,min,BridTe00,pass_cmp,12,,,,,
player,201409210nor,min,BridTe00,pass_att,20,,,,,
player,201409210nor,min,BridTe00,pass_yds,150,,,,,
player,201409210nor,min,BridTe00,pass_td,0,,,,,
player,201409210nor,min,BridTe00,pass_int,0,,,,,
player,201409210nor,min,BridTe00,pass_sacked,2,,,,,
player,201409210nor,min,BridTe00,pass_sacked_yds,15,,,,,
player,201409210nor,min,BridTe00,pass_long,41,,,,,
player,201409210nor,min,BridTe00,pass_rating,83.3,,,,,
player,201409210nor,min,BridTe00,rush_att,6,,,,,
player,201409210nor,min,BridTe00,rush_yds,27,,,,,
player,201409210nor,min,BridTe00,rush_td,0,,,,,
player,201409210nor,min,BridTe00,rush_long,15,,,,,
player,201409210nor,min,BridTe00,targets,0,,,,,
player,201409210nor,min,BridTe00,rec,0,,,,,
player,201409210nor,min,BridTe00,rec_yds,0,,,,,
player,201409210nor,min,BridTe00,rec_td,0,,,,,
player,201409210nor,min,BridTe00,rec_long,0,,,,,
player,201409210nor,min,BridTe00,fumbles,0,,,,,
player,201409210nor,min,BridTe00,fumbles_lost,0,,,,,
player,201409210nor,min,CassMa00,pass_cmp,5,,,,,
player,201409210nor,min,CassMa00,pass_att,10,,,,,
player,201409210nor,min,CassMa00,pass_yds,53,,,,,
player,201409210nor,min,CassMa00,pass_td,0,,,,,
player,201409210nor,min,CassMa00,pass_int,0,,,,,
player,201409210nor,min,CassMa00,pass_sacked,0,,,,,
player,201409210nor,min,CassMa00,pass_sacked_yds,0,,,,,
player,201409210nor,min,CassMa00,pass_long,28,,,,,
player,201409210nor,min,CassMa00,pass_rating,65.8,,,,,
player,201409210nor,min,CassMa00,rush_att,1,,,,,
player,201409210nor,min,CassMa00,rush_yds,5,,,,,
player,201409210nor,min,CassMa00,rush_td,0,,,,,
player,201409210nor,min,CassMa00,rush_long,5,,,,,
player,201409210nor,min,CassMa00,targets,0,,,,,
player,201409210nor,min,CassMa00,rec,0,,,,,
player,201409210nor,min,CassMa00,rec_yds,0,,,,,
player,201409210nor,min,CassMa00,rec_td,0,,,,,
player,201409210nor,min,CassMa00,rec_long,0,,,,,
player,201409210nor,min,CassMa00,fumbles,0,,,,,
player,201409210nor,min,CassMa00,fumbles_lost,0,,,,,
player,201409210nor,min,AsiaMa00,pass_cmp,0,,,,,
player,201409210nor,min,AsiaMa00,pass_att,0,,,,,
player,201409210nor,min,AsiaMa00,pass_yds,0,,,,,
player,201409210nor,min,AsiaMa00,pass_td,0,,,,,
player,201409210nor,min,AsiaMa00,pass_int,0,,,,,
player,201409210nor,min,AsiaMa00,pass_sacked,0,,,,,
player,201409210nor,min,AsiaMa00,pass_sacked_yds,0,,,,,
player,201409210nor,min,AsiaMa00,pass_long,0,,,,,
player,201409210nor,min,AsiaMa00,pass_rating,,,,,,
player,201409210nor,min,AsiaMa00,rush_att,12,,,,,
player,201409210nor,min,AsiaMa00,rush_yds,35,,,,,
player,201409210nor,min,AsiaMa00,rush_td,0,,,,,
player,201409210nor,min,AsiaMa00,rush_long,8,,,,,
player,201409210nor,min,AsiaMa00,targets,6,,,,,
player,201409210nor,min,AsiaMa00,rec,3,,,,,
player,201409210nor,min,AsiaMa00,rec_yds,36,,,,,
player,201409210nor,min,AsiaMa00,rec_td,0,,,,,
player,201409210nor,min,AsiaMa00,rec_long,41,,,,,
player,201409210nor,min,AsiaMa00,fumbles,0,,,,,
player,201409210nor,min,AsiaMa00,fumbles_lost,0,,,,,
player,201409210nor,min,JennGr00,pass_cmp,0,,,,,
player,201409210nor,min,JennGr00,pass_att,0,,,,,
player,201409210nor,min,JennGr00,pass_yds,0,,,,,
player,201409210nor,min,JennGr00,pass_td,0,,,,,
player,201409210nor,min,JennGr00,pass_int,0,,,,,
player,201409210nor,min,JennGr00,pass_sacked,0,,,,,
player,201409210nor,min,JennGr00,pass_sacked_yds,0,,,,,
player,201409210nor,min,JennGr00,pass_long,0,,,,,
player,201409210nor,min,JennGr00,pass_rating,,,,,,
player,201409210nor,min,JennGr00,rush_att,0,,,,,
player,201409210nor,min,JennGr00,rush_yds,0,,,,,
player,201409210nor,min,JennGr00,rush_td,0,,,,,
player,201409210nor,min,JennGr00,rush_long,0,,,,,
player,201409210nor,min,JennGr00,targets,7,,,,,
player,201409210nor,min,JennGr00,rec,5,,,,,
player,201409210nor,min,JennGr00,rec_yds,70,,,,,
player,201409210nor,min,JennGr00,rec_td,0,,,,,
player,201409210nor,min,JennGr00,rec_long,30,,,,,
player,201409210nor,min,JennGr00,fumbles,0,,,,,
player,201409210nor,min,JennGr00,fumbles_lost,0,,,,,
player,201409210nor,min,RudoKy00,pass_cmp,0,,,,,
player,201409210nor,min,RudoKy00,pass_att,0,,,,,
player,201409210nor,min,RudoKy00,pass_yds,0,,,,,
player,201409210nor,min,RudoKy00,pass_td,0,,,,,
player,201409210nor,min,RudoKy00,pass_int,0,,,,,
player,201409210nor,min,RudoKy00,pass_sacked,0,,,,,
player,201409210nor,min,RudoKy00,pass_sacked_yds,0,,,,,
player,201409210nor,min,RudoKy00,pass_long,0,,,,,
player,201409210nor,min,RudoKy00,pass_rating,,,,,,
player,201409210nor,min,RudoKy00,rush_att,0,,,,,
player,201409210nor,min,RudoKy00,rush_yds,0,,,,,
player,201409210nor,min,RudoKy00,rush_td,0,,,,,
player,201409210nor,min,RudoKy00,rush_long,0,,,,,
player,201409210nor,min,RudoKy00,targets,5,,,,,
player,201409210nor,min,RudoKy00,rec,3,,,,,
player,201409210nor,min,RudoKy00,rec_yds,27,,,,,
player,201409210nor,min,RudoKy00,rec_td,0,,,,,
player,201409210nor,min,RudoKy00,rec_long,10,,,,,
player,201409210nor,min,RudoKy00,fumbles,0,,,,,
player,201409210nor,min,RudoKy00,fumbles_lost,0,,,,,
player,201409210nor,min,ElliRh00,pass_cmp,0,,,,,
player,201409210nor,min,ElliRh00,pass_att,0,,,,,
player,201409210nor,min,ElliRh00,pass_yds,0,,,,,
player,201409210nor,min,ElliRh00,pass_td,0,,,,,
player,201409210nor,min,ElliRh00,pass_int,0,,,,,
player,201409210nor,min,ElliRh00,pass_sacked,0,,,,,
player,201409210nor,min,ElliRh00,pass_sacked_yds,0,,,,,
player,201409210nor,min,ElliRh00,pass_long,0,,,,,
player,201409210nor,min,ElliRh00,pass_rating,,,,,,
player,201409210nor,min,ElliRh00,rush_att,0,,,,,
player,201409210nor,min,ElliRh00,rush_yds,0,,,,,
player,201409210nor,min,ElliRh00,rush_td,0,,,,,
player,201409210nor,min,ElliRh00,rush_long,0,,,,,
player,201409210nor,min,ElliRh00,targets,2,,,,,
player,201409210nor,min,ElliRh00,rec,0,,,,,
player,201409210nor,min,ElliRh00,rec_yds,0,,,,,
player,201409210nor,min,ElliRh00,rec_td,0,,,,,
player,201409210nor,min,ElliRh00,rec_long,0,,,,,
player,201409210nor,min,ElliRh00,fumbles,0,,,,,
player,201409210nor,min,ElliRh00,fumbles_lost,0,,,,,
player,201409210nor,min,McKiJe00,pass_cmp,0,,,,,
player,201409210nor,min,McKiJe00,pass_att,0,,,,,
player,201409210nor,min,McKiJe00,pass_yds,0,,,,,
player,201409210nor,min,McKiJe00,pass_td,0,,,,,
player,201409210nor,min,McKiJe00,pass_int,0,,,,,
player,201409210nor,min,McKiJe00,pass_sacked,0,,,,,
player,201409210nor,min,McKiJe00,pass_sacked_yds,0,,,,,
player,201409210nor,min,McKiJe00,pass_long,0,,,,,
player,201409210nor,min,McKiJe00,pass_rating,,,,,,
player,201409210nor,min,McKiJe00,rush_att,2,,,,,
player,201409210nor,min,McKiJe00,rush_yds,-1,,,,,
