game,2014,3,20140921,201409210nyg,htx,"Houston Texans",17,nyg,"New York Giants",30
player,201409210nyg,nyg,CruzVi00,pass_sacked,0,,,,,
player,201409210nyg,nyg,CruzVi00,pass_sacked_yds,0,,,,,
player,201409210nyg,nyg,CruzVi00,pass_long,0,,,,,
player,201409210nyg,nyg,CruzVi00,pass_rating,,,,,,
player,201409210nyg,nyg,CruzVi00,rush_att,0,,,,,
player,201409210nyg,nyg,CruzVi00,rush_yds,0,,,,,
player,201409210nyg,nyg,CruzVi00,rush_td,0,,,,,
player,201409210nyg,nyg,CruzVi00,rush_long,0,,,,,
player,201409210nyg,nyg,CruzVi00,targets,6,,,,,
player,201409210nyg,nyg,CruzVi00,rec,5,,,,,
player,201409210nyg,nyg,CruzVi00,rec_yds,107,,,,,
player,201409210nyg,nyg,CruzVi00,rec_td,1,,,,,
player,201409210nyg,nyg,CruzVi00,rec_long,61,,,,,
player,201409210nyg,nyg,CruzVi00,fumbles,0,,,,,
player,201409210nyg,nyg,CruzVi00,fumbles_lost,0,,,,,
player,201409210nyg,nyg,DonnLa00,pass_cmp,0,,,,,
player,201409210nyg,nyg,DonnLa00,pass_att,0,,,,,
player,201409210nyg,nyg,DonnLa00,pass_yds,0,,,,,
player,201409210nyg,nyg,DonnLa00,pass_td,0,,,,,
player,201409210nyg,nyg,DonnLa00,pass_int,0,,,,,
player,201409210nyg,nyg,DonnLa00,pass_sacked,0,,,,,
player,201409210nyg,nyg,DonnLa00,pass_sacked_yds,0,,,,,
player,201409210nyg,nyg,DonnLa00,pass_long,0,,,,,
player,201409210nyg,nyg,DonnLa00,pass_rating,,,,,,
player,201409210nyg,nyg,DonnLa00,rush_att,0,,,,,
player,201409210nyg,nyg,DonnLa00,rush_yds,0,,,,,
player,201409210nyg,nyg,DonnLa00,rush_td,0,,,,,
player,201409210nyg,nyg,DonnLa00,rush_long,0,,,,,
player,201409210nyg,nyg,DonnLa00,targets,6,,,,,
player,201409210nyg,nyg,DonnLa00,rec,6,,,,,
player,201409210nyg,nyg,DonnLa00,rec_yds,45,,,,,
player,201409210nyg,nyg,DonnLa00,rec_td,0,,,,,
player,201409210nyg,nyg,DonnLa00,rec_long,18,,,,,
player,201409210nyg,nyg,DonnLa00,fumbles,1,,,,,
player,201409210nyg,nyg,DonnLa00,fumbles_lost,1,,,,,
player,201409210nyg,nyg,ParkPr00,pass_cmp,0,,,,,
player,201409210nyg,nyg,ParkPr00,pass_att,0,,,,,
player,201409210nyg,nyg,ParkPr00,pass_yds,0,,,,,
player,201409210nyg,nyg,ParkPr00,pass_td,0,,,,,
player,201409210nyg,nyg,ParkPr00,pass_int,0,,,,,
player,201409210nyg,nyg,ParkPr00,pass_sacked,0,,,,,
player,201409210nyg,nyg,ParkPr00,pass_sacked_yds,0,,,,,
player,201409210nyg,nyg,ParkPr00,pass_long,0,,,,,
player,201409210nyg,nyg,ParkPr00,pass_rating,,,,,,
player,201409210nyg,nyg,ParkPr00,rush_att,0,,,,,
player,201409210nyg,nyg,ParkPr00,rush_yds,0,,,,,
player,201409210nyg,nyg,ParkPr00,rush_td,0,,,,,
player,201409210nyg,nyg,ParkPr00,rush_long,0,,,,,
player,201409210nyg,nyg,ParkPr00,targets,4,,,,,
player,201409210nyg,nyg,ParkPr00,rec,3,,,,,
player,201409210nyg,nyg,ParkPr00,rec_yds,33,,,,,
player,201409210nyg,nyg,ParkPr00,rec_td,0,,,,,
player,201409210nyg,nyg,ParkPr00,rec_long,13,,,,,
player,201409210nyg,nyg,ParkPr00,fumbles,0,,,,,
player,201409210nyg,nyg,ParkPr00,fumbles_lost,0,,,,,
player,201409210nyg,nyg,RandRu00,pass_cmp,0,,,,,
player,201409210nyg,nyg,RandRu00,pass_att,0,,,,,
player,201409210nyg,nyg,RandRu00,pass_yds,0,,,,,
player,201409210nyg,nyg,RandRu00,pass_td,0,,,,,
player,201409210nyg,nyg,RandRu00,pass_int,0,,,,,
player,201409210nyg,nyg,RandRu00,pass_sacked,0,,,,,
player,201409210nyg,nyg,RandRu00,pass_sacked_yds,0,,,,,
player,201409210nyg,nyg,RandRu00,pass_long,0,,,,,
player,201409210nyg,nyg,RandRu00,pass_rating,,,,,,
player,201409210nyg,nyg,RandRu00,rush_att,0,,,,,
player,201409210nyg,nyg,RandRu00,rush_yds,0,,,,,
player,201409210nyg,nyg,RandRu00,rush_td,0,,,,,
player,201409210nyg,nyg,RandRu00,rush_long,0,,,,,
player,201409210nyg,nyg,RandRu00,targets,10,,,,,
player,201409210nyg,nyg,RandRu00,rec,5,,,,,
player,201409210nyg,nyg,RandRu00,rec_yds,27,,,,,
player,201409210nyg,nyg,RandRu00,rec_td,0,,,,,
player,201409210nyg,nyg,RandRu00,rec_long,9,,,,,
player,201409210nyg,nyg,RandRu00,fumbles,0,,,,,
player,201409210nyg,nyg,RandRu00,fumbles_lost,0,,,,,
player,201409210nyg,nyg,FellDa00,pass_cmp,0,,,,,
player,201409210nyg,nyg,FellDa00,pass_att,0,,,,,
player,201409210nyg,nyg,FellDa00,pass_yds,0,,,,,
player,201409210nyg,nyg,FellDa00,pass_td,0,,,,,
player,201409210nyg,nyg,FellDa00,pass_int,0,,,,,
player,201409210nyg,nyg,FellDa00,pass_sacked,0,,,,,
player,201409210nyg,nyg,FellDa00,pass_sacked_yds,0,,,,,
player,201409210nyg,nyg,FellDa00,pass_long,0,,,,,
player,201409210nyg,nyg,FellDa00,pass_rating,,,,,,
player,201409210nyg,nyg,FellDa00,rush_att,0,,,,,
player,201409210nyg,nyg,FellDa00,rush_yds,0,,,,,
player,201409210nyg,nyg,FellDa00,rush_td,0,,,,,
player,201409210nyg,nyg,FellDa00,rush_long,0,,,,,
player,201409210nyg,nyg,FellDa00,targets,2,,,,,
player,201409210nyg,nyg,FellDa00,rec,2,,,,,
player,201409210nyg,nyg,FellDa00,rec_yds,22,,,,,
player,201409210nyg,nyg,FellDa00,rec_td,1,,,,,
player,201409210nyg,nyg,FellDa00,rec_long,13,,,,,
player,201409210nyg,nyg,FellDa00,fumbles,0,,,,,
player,201409210nyg,nyg,FellDa00,fumbles_lost,0,,,,,
player,201409210nyg,nyg,WeatSt20,pass_cmp,0,,,,,
player,201409210nyg,nyg,WeatSt20,pass_att,0,,,,,
player,201409210nyg,nyg,WeatSt20,pass_yds,0,,,,,
player,201409210nyg,nyg,WeatSt20,pass_td,0,,,,,
player,201409210nyg,nyg,WeatSt20,pass_int,0,,,,,
player,201409210nyg,nyg,WeatSt20,pass_sacked,0,,,,,
player,201409210nyg,nyg,WeatSt20,pass_sacked_yds,0,,,,,
player,201409210nyg,nyg,WeatSt20,pass_long,0,,,,,
player,201409210nyg,nyg,WeatSt20,pass_rating,,,,,,
player,201409210nyg,nyg,WeatSt20,rush_att,1,,,,,
player,201409210nyg,nyg,WeatSt20,rush_yds,0,,,,,
player,201409210nyg,nyg,WeatSt20,rush_td,0,,,,,
player,201409210nyg,nyg,WeatSt20,rush_long,0,,,,,
player,201409210nyg,nyg,WeatSt20,targets,0,,,,,
player,201409210nyg,nyg,WeatSt20,rec,0,,,,,
player,201409210nyg,nyg,WeatSt20,rec_yds,0,,,,,
player,201409210nyg,nyg,WeatSt20,rec_td,0,,,,,
player,201409210nyg,nyg,WeatSt20,rec_long,0,,,,,
player,201409210nyg,nyg,WeatSt20,fumbles,0,,,,,
player,201409210nyg,nyg,WeatSt20,fumbles_lost,0,,,,,
player,201409210nyg,htx,WattJ.00,def_int,0,,,,,
player,201409210nyg,htx,WattJ.00,def_int_yds,0,,,,,
player,201409210nyg,htx,WattJ.00,def_int_td,0,,,,,
player,201409210nyg,htx,WattJ.00,def_int_long,0,,,,,
player,201409210nyg,htx,WattJ.00,pass_defended,1,,,,,
player,201409210nyg,htx,WattJ.00,sacks,1.0,,,,,
player,201409210nyg,htx,WattJ.00,tackles_combined,7,,,,,
player,201409210nyg,htx,WattJ.00,tackles_solo,5,,,,,
player,201409210nyg,htx,WattJ.00,tackles_assists,2,,,,,
player,201409210nyg,htx,WattJ.00,tackles_loss,2,,,,,
player,201409210nyg,htx,WattJ.00,qb_hits,1,,,,,
player,201409210nyg,htx,WattJ.00,fumbles_rec,0,,,,,
player,201409210nyg,htx,WattJ.00,fumbles_rec_yds,0,,,,,
player,201409210nyg,htx,WattJ.00,fumbles_rec_td,0,,,,,
