game,2014,3,20140921,201409210nyg,htx,"Houston Texans",17,nyg,"New York Giants",30
team,201409210nyg,htx,First Downs,20,,,,,,
team,201409210nyg,nyg,First Downs,26,,,,,,
team,201409210nyg,htx,Rush-Yds-TDs,25-119-1,,,,,,
team,201409210nyg,nyg,Rush-Yds-TDs,42-193-1,,,,,,
team,201409210nyg,htx,Cmp-Att-Yd-TD-INT,21-35-299-1-3,,,,,,
team,201409210nyg,nyg,Cmp-Att-Yd-TD-INT,21-28-234-2-0,,,,,,
team,201409210nyg,htx,Sacked-Yards,2-7,,,,,,
team,201409210nyg,nyg,Sacked-Yards,1-8,,,,,,
team,201409210nyg,htx,Net Pass Yards,292,,,,,,
team,201409210nyg,nyg,Net Pass Yards,226,,,,,,
team,201409210nyg,htx,Total Yards,411,,,,,,
team,201409210nyg,nyg,Total Yards,419,,,,,,
team,201409210nyg,htx,Fumbles-Lost,1-0,,,,,,
team,201409210nyg,nyg,Fumbles-Lost,2-1,,,,,,
team,201409210nyg,htx,Turnovers,3,,,,,,
team,201409210nyg,nyg,Turnovers,1,,,,,,
team,201409210nyg,htx,Penalties-Yards,5-40,,,,,,
team,201409210nyg,nyg,Penalties-Yards,4-31,,,,,,
team,201409210nyg,htx,Third Down Conv.,2-12,,,,,,
team,201409210nyg,nyg,Third Down Conv.,4-12,,,,,,
team,201409210nyg,htx,Fourth Down Conv.,1-2,,,,,,
team,201409210nyg,nyg,Fourth Down Conv.,0-1,,,,,,
team,201409210nyg,htx,Time of Possession,27:26,,,,,,
team,201409210nyg,nyg,Time of Possession,32:34,,,,,,
player,201409210nyg,htx,FitzRy00,pass_cmp,20,,,,,
player,201409210nyg,htx,FitzRy00,pass_att,34,,,,,
player,201409210nyg,htx,FitzRy00,pass_yds,289,,,,,
player,201409210nyg,htx,FitzRy00,pass_td,1,,,,,
player,201409210nyg,htx,FitzRy00,pass_int,3,,,,,
player,201409210nyg,htx,FitzRy00,pass_sacked,2,,,,,
player,201409210nyg,htx,FitzRy00,pass_sacked_yds,7,,,,,
player,201409210nyg,htx,FitzRy00,pass_long,49,,,,,
player,201409210nyg,htx,FitzRy00,pass_rating,59.6,,,,,
player,201409210nyg,htx,FitzRy00,rush_att,7,,,,,
player,201409210nyg,htx,FitzRy00,rush_yds,34,,,,,
player,201409210nyg,htx,FitzRy00,rush_td,1,,,,,
player,201409210nyg,htx,FitzRy00,rush_long,8,,,,,
player,201409210nyg,htx,FitzRy00,targets,0,,,,,
player,201409210nyg,htx,FitzRy00,rec,0,,,,,
player,201409210nyg,htx,FitzRy00,rec_yds,0,,,,,
player,201409210nyg,htx,FitzRy00,rec_td,0,,,,,
player,201409210nyg,htx,FitzRy00,rec_long,0,,,,,
player,201409210nyg,htx,FitzRy00,fumbles,1,,,,,
player,201409210nyg,htx,FitzRy00,fumbles_lost,0,,,,,
player,201409210nyg,htx,LechSh20,pass_cmp,1,,,,,
player,201409210nyg,htx,LechSh20,pass_att,1,,,,,
player,201409210nyg,htx,LechSh20,pass_yds,10,,,,,
player,201409210nyg,htx,LechSh20,pass_td,0,,,,,
player,201409210nyg,htx,LechSh20,pass_int,0,,,,,
player,201409210nyg,htx,LechSh20,pass_sacked,0,,,,,
player,201409210nyg,htx,LechSh20,pass_sacked_yds,0,,,,,
player,201409210nyg,htx,LechSh20,pass_long,10,,,,,
player,201409210nyg,htx,LechSh20,pass_rating,108.3,,,,,
player,201409210nyg,htx,LechSh20,rush_att,0,,,,,
player,201409210nyg,htx,LechSh20,rush_yds,0,,,,,
player,201409210nyg,htx,LechSh20,rush_td,0,,,,,
player,201409210nyg,htx,LechSh20,rush_long,0,,,,,
player,201409210nyg,htx,LechSh20,targets,0,,,,,
player,201409210nyg,htx,LechSh20,rec,0,,,,,
player,201409210nyg,htx,LechSh20,rec_yds,0,,,,,
player,201409210nyg,htx,LechSh20,rec_td,0,,,,,
player,201409210nyg,htx,LechSh20,rec_long,0,,,,,
player,201409210nyg,htx,LechSh20,fumbles,0,,,,,
player,201409210nyg,htx,LechSh20,fumbles_lost,0,,,,,
player,201409210nyg,htx,BlueAl00,pass_cmp,0,,,,,
player,201409210nyg,htx,BlueAl00,pass_att,0,,,,,
player,201409210nyg,htx,BlueAl00,pass_yds,0,,,,,
player,201409210nyg,htx,BlueAl00,pass_td,0,,,,,
player,201409210nyg,htx,BlueAl00,pass_int,0,,,,,
player,201409210nyg,htx,BlueAl00,pass_sacked,0,,,,,
player,201409210nyg,htx,BlueAl00,pass_sacked_yds,0,,,,,
player,201409210nyg,htx,BlueAl00,pass_long,0,,,,,
player,201409210nyg,htx,BlueAl00,pass_rating,,,,,,
player,201409210nyg,htx,BlueAl00,rush_att,13,,,,,
player,201409210nyg,htx,BlueAl00,rush_yds,78,,,,,
player,201409210nyg,htx,BlueAl00,rush_td,0,,,,,
player,201409210nyg,htx,BlueAl00,rush_long,46,,,,,
player,201409210nyg,htx,BlueAl00,targets,1,,,,,
player,201409210nyg,htx,BlueAl00,rec,1,,,,,
player,201409210nyg,htx,BlueAl00,rec_yds,10,,,,,
player,201409210nyg,htx,BlueAl00,rec_td,0,,,,,
player,201409210nyg,htx,BlueAl00,rec_long,10,,,,,
player,201409210nyg,htx,BlueAl00,fumbles,0,,,,,
player,201409210nyg,htx,BlueAl00,fumbles_lost,0,,,,,
player,201409210nyg,htx,GrimJo01,pass_cmp,0,,,,,
player,201409210nyg,htx,GrimJo01,pass_att,0,,,,,
player,201409210nyg,htx,GrimJo01,pass_yds,0,,,,,
player,201409210nyg,htx,GrimJo01,pass_td,0,,,,,
player,201409210nyg,htx,GrimJo01,pass_int,0,,,,,
player,201409210nyg,htx,GrimJo01,pass_sacked,0,,,,,
player,201409210nyg,htx,GrimJo01,pass_sacked_yds,0,,,,,
player,201409210nyg,htx,GrimJo01,pass_long,0,,,,,
player,201409210nyg,htx,GrimJo01,pass_rating,,,,,,
player,201409210nyg,htx,GrimJo01,rush_att,1,,,,,
player,201409210nyg,htx,GrimJo01,rush_yds,5,,,,,
player,201409210nyg,htx,GrimJo01,rush_td,0,,,,,
player,201409210nyg,htx,GrimJo01,rush_long,5,,,,,
player,201409210nyg,htx,GrimJo01,targets,1,,,,,
player,201409210nyg,htx,GrimJo01,rec,1,,,,,
player,201409210nyg,htx,GrimJo01,rec_yds,31,,,,,
player,201409210nyg,htx,GrimJo01,rec_td,0,,,,,
player,201409210nyg,htx,GrimJo01,rec_long,31,,,,,
player,201409210nyg,htx,GrimJo01,fumbles,0,,,,,
player,201409210nyg,htx,GrimJo01,fumbles_lost,0,,,,,
player,201409210nyg,htx,BrowRo05,pass_cmp,0,,,,,
player,201409210nyg,htx,BrowRo05,pass_att,0,,,,,
player,201409210nyg,htx,BrowRo05,pass_yds,0,,,,,
player,201409210nyg,htx,BrowRo05,pass_td,0,,,,,
player,201409210nyg,htx,BrowRo05,pass_int,0,,,,,
player,201409210nyg,htx,BrowRo05,pass_sacked,0,,,,,
player,201409210nyg,htx,BrowRo05,pass_sacked_yds,0,,,,,
player,201409210nyg,htx,BrowRo05,pass_long,0,,,,,
player,201409210nyg,htx,BrowRo05,pass_rating,,,,,,
player,201409210nyg,htx,BrowRo05,rush_att,3,,,,,
player,201409210nyg,htx,BrowRo05,rush_yds,2,,,,,
player,201409210nyg,htx,BrowRo05,rush_td,0,,,,,
player,201409210nyg,htx,BrowRo05,rush_long,1,,,,,
player,201409210nyg,htx,BrowRo05,targets,1,,,,,
player,201409210nyg,htx,BrowRo05,rec,1,,,,,
player,201409210nyg,htx,BrowRo05,rec_yds,5,,,,,
player,201409210nyg,htx,BrowRo05,rec_td,0,,,,,
player,201409210nyg,htx,BrowRo05,rec_long,5,,,,,
player,201409210nyg,htx,BrowRo05,fumbles,0,,,,,
player,201409210nyg,htx,BrowRo05,fumbles_lost,0,,,,,
player,201409210nyg,htx,HopkDe00,pass_cmp,0,,,,,
player,201409210nyg,htx,HopkDe00,pass_att,0,,,,,
player,201409210nyg,htx,HopkDe00,pass_yds,0,,,,,
player,201409210nyg,htx,HopkDe00,pass_td,0,,,,,
player,201409210nyg,htx,HopkDe00,pass_int,0,,,,,
player,201409210nyg,htx,HopkDe00,pass_sacked,0,,,,,
player,201409210nyg,htx,HopkDe00,pass_sacked_yds,0,,,,,
player,201409210nyg,htx,HopkDe00,pass_long,0,,,,,
player,201409210nyg,htx,HopkDe00,pass_rating,,,,,,
player,201409210nyg,htx,HopkDe00,rush_att,0,,,,,
player,201409210nyg,htx,HopkDe00,rush_yds,0,,,,,
player,201409210nyg,htx,HopkDe00,rush_td,0,,,,,
player,201409210nyg,htx,HopkDe00,rush_long,0,,,,,
player,201409210nyg,htx,HopkDe00,targets,9,,,,,
player,201409210nyg,htx,HopkDe00,rec,6,,,,,
player,201409210nyg,htx,HopkDe00,rec_yds,116,,,,,
player,201409210nyg,htx,HopkDe00,rec_td,0,,,,,
player,201409210nyg,htx,HopkDe00,rec_long,49,,,,,
player,201409210nyg,htx,HopkDe00,fumbles,0,,,,,
player,201409210nyg,htx,HopkDe00,fumbles_lost,0,,,,,
player,201409210nyg,htx,JohnDa04,pass_cmp,0,,,,,
player,201409210nyg,htx,JohnDa04,pass_att,0,,,,,
player,201409210nyg,htx,JohnDa04,pass_yds,0,,,,,
player,201409210nyg,htx,JohnDa04,pass_td,0,,,,,
player,201409210nyg,htx,JohnDa04,pass_int,0,,,,,
player,201409210nyg,htx,JohnDa04,pass_sacked,0,,,,,
player,201409210nyg,htx,JohnDa04,pass_sacked_yds,0,,,,,
player,201409210nyg,htx,JohnDa04,pass_long,0,,,,,
player,201409210nyg,htx,JohnDa04,pass_rating,,,,,,
player,201409210nyg,htx,JohnDa04,rush_att,1,,,,,
player,201409210nyg,htx,JohnDa04,rush_yds,0,,,,,
player,201409210nyg,htx,JohnDa04,rush_td,0,,,,,
player,201409210nyg,htx,JohnDa04,rush_long,0,,,,,
player,201409210nyg,htx,JohnDa04,targets,2,,,,,
player,201409210nyg,htx,JohnDa04,rec,2,,,,,
player,201409210nyg,htx,JohnDa04,rec_yds,56,,,,,
player,201409210nyg,htx,JohnDa04,rec_td,1,,,,,
player,201409210nyg,htx,JohnDa04,rec_long,44,,,,,
player,201409210nyg,htx,JohnDa04,fumbles,0,,,,,
player,201409210nyg,htx,JohnDa04,fumbles_lost,0,,,,,
player,201409210nyg,htx,GrahGa00,pass_cmp,0,,,,,
player,201409210nyg,htx,GrahGa00,pass_att,0,,,,,
player,201409210nyg,htx,GrahGa00,pass_yds,0,,,,,
player,201409210nyg,htx,GrahGa00,pass_td,0,,,,,
player,201409210nyg,htx,GrahGa00,pass_int,0,,,,,
player,201409210nyg,htx,GrahGa00,pass_sacked,0,,,,,
player,201409210nyg,htx,GrahGa00,pass_sacked_yds,0,,,,,
player,201409210nyg,htx,GrahGa00,pass_long,0,,,,,
player,201409210nyg,htx,GrahGa00,pass_rating,,,,,,
player,201409210nyg,htx,GrahGa00,rush_att,0,,,,,
player,201409210nyg,htx,GrahGa00,rush_yds,0,,,,,
player,201409210nyg,htx,GrahGa00,rush_td,0,,,,,
player,201409210nyg,htx,GrahGa00,rush_long,0,,,,,
player,201409210nyg,htx,GrahGa00,targets,6,,,,,
player,201409210nyg,htx,GrahGa00,rec,5,,,,,
player,201409210nyg,htx,GrahGa00,rec_yds,41,,,,,
player,201409210nyg,htx,GrahGa00,rec_td,0,,,,,
player,201409210nyg,htx,GrahGa00,rec_long,11,,,,,
player,201409210nyg,htx,GrahGa00,fumbles,0,,,,,
player,201409210nyg,htx,GrahGa00,fumbles_lost,0,,,,,
player,201409210nyg,htx,JohnAn02,pass_cmp,0,,,,,
player,201409210nyg,htx,JohnAn02,pass_att,0,,,,,
player,201409210nyg,htx,JohnAn02,pass_yds,0,,,,,
player,201409210nyg,htx,JohnAn02,pass_td,0,,,,,
player,201409210nyg,htx,JohnAn02,pass_int,0,,,,,
player,201409210nyg,htx,JohnAn02,pass_sacked,0,,,,,
player,201409210nyg,htx,JohnAn02,pass_sacked_yds,0,,,,,
player,201409210nyg,htx,JohnAn02,pass_long,0,,,,,
player,201409210nyg,htx,JohnAn02,pass_rating,,,,,,
player,201409210nyg,htx,JohnAn02,rush_att,0,,,,,
player,201409210nyg,htx,JohnAn02,rush_yds,0,,,,,
player,201409210nyg,htx,JohnAn02,rush_td,0,,,,,
player,201409210nyg,htx,JohnAn02,rush_long,0,,,,,
player,201409210nyg,htx,JohnAn02,targets,11,,,,,
player,201409210nyg,htx,JohnAn02,rec,4,,,,,
player,201409210nyg,htx,JohnAn02,rec_yds,24,,,,,
player,201409210nyg,htx,JohnAn02,rec_td,0,,,,,
player,201409210nyg,htx,JohnAn02,rec_long,11,,,,,
player,201409210nyg,htx,JohnAn02,fumbles,0,,,,,
player,201409210nyg,htx,JohnAn02,fumbles_lost,0,,,,,
player,201409210nyg,htx,MartKe01,pass_cmp,0,,,,,
player,201409210nyg,htx,MartKe01,pass_att,0,,,,,
player,201409210nyg,htx,MartKe01,pass_yds,0,,,,,
player,201409210nyg,htx,MartKe01,pass_td,0,,,,,
player,201409210nyg,htx,MartKe01,pass_int,0,,,,,
player,201409210nyg,htx,MartKe01,pass_sacked,0,,,,,
player,201409210nyg,htx,MartKe01,pass_sacked_yds,0,,,,,
player,201409210nyg,htx,MartKe01,pass_long,0,,,,,
player,201409210nyg,htx,MartKe01,pass_rating,,,,,,
player,201409210nyg,htx,MartKe01,rush_att,0,,,,,
player,201409210nyg,htx,MartKe01,rush_yds,0,,,,,
player,201409210nyg,htx,MartKe01,rush_td,0,,,,,
player,201409210nyg,htx,MartKe01,rush_long,0,,,,,
player,201409210nyg,htx,MartKe01,targets,2,,,,,
player,201409210nyg,htx,MartKe01,rec,1,,,,,
player,201409210nyg,htx,MartKe01,rec_yds,16,,,,,
player,201409210nyg,htx,MartKe01,rec_td,0,,,,,
player,201409210nyg,htx,MartKe01,rec_long,16,,,,,
player,201409210nyg,htx,MartKe01,fumbles,0,,,,,
player,201409210nyg,htx,MartKe01,fumbles_lost,0,,,,,
player,201409210nyg,htx,ProsJa00,pass_cmp,0,,,,,
player,201409210nyg,htx,ProsJa00,pass_att,0,,,,,
player,201409210nyg,htx,ProsJa00,pass_yds,0,,,,,
player,201409210nyg,htx,ProsJa00,pass_td,0,,,,,
player,201409210nyg,htx,ProsJa00,pass_int,0,,,,,
player,201409210nyg,htx,ProsJa00,pass_sacked,0,,,,,
player,201409210nyg,htx,ProsJa00,pass_sacked_yds,0,,,,,
player,201409210nyg,htx,ProsJa00,pass_long,0,,,,,
player,201409210nyg,htx,ProsJa00,pass_rating,,,,,,
player,201409210nyg,htx,ProsJa00,rush_att,0,,,,,
player,201409210nyg,htx,ProsJa00,rush_yds,0,,,,,
player,201409210nyg,htx,ProsJa00,rush_td,0,,,,,
player,201409210nyg,htx,ProsJa00,rush_long,0,,,,,
player,201409210nyg,htx,ProsJa00,targets,1,,,,,
player,201409210nyg,htx,ProsJa00,rec,0,,,,,
player,201409210nyg,htx,ProsJa00,rec_yds,0,,,,,
player,201409210nyg,htx,ProsJa00,rec_td,0,,,,,
player,201409210nyg,htx,ProsJa00,rec_long,0,,,,,
player,201409210nyg,htx,ProsJa00,fumbles,0,,,,,
player,201409210nyg,htx,ProsJa00,fumbles_lost,0,,,,,
player,201409210nyg,nyg,MannEl00,pass_cmp,21,,,,,
player,201409210nyg,nyg,MannEl00,pass_att,28,,,,,
player,201409210nyg,nyg,MannEl00,pass_yds,234,,,,,
player,201409210nyg,nyg,MannEl00,pass_td,2,,,,,
player,201409210nyg,nyg,MannEl00,pass_int,0,,,,,
player,201409210nyg,nyg,MannEl00,pass_sacked,1,,,,,
player,201409210nyg,nyg,MannEl00,pass_sacked_yds,8,,,,,
player,201409210nyg,nyg,MannEl00,pass_long,61,,,,,
player,201409210nyg,nyg,MannEl00,pass_rating,123.2,,,,,
player,201409210nyg,nyg,MannEl00,rush_att,1,,,,,
player,201409210nyg,nyg,MannEl00,rush_yds,-1,,,,,
player,201409210nyg,nyg,MannEl00,rush_td,0,,,,,
player,201409210nyg,nyg,MannEl00,rush_long,-1,,,,,
player,201409210nyg,nyg,MannEl00,targets,0,,,,,
player,201409210nyg,nyg,MannEl00,rec,0,,,,,
player,201409210nyg,nyg,MannEl00,rec_yds,0,,,,,
player,201409210nyg,nyg,MannEl00,rec_td,0,,,,,
player,201409210nyg,nyg,MannEl00,rec_long,0,,,,,
player,201409210nyg,nyg,MannEl00,fumbles,0,,,,,
player,201409210nyg,nyg,MannEl00,fumbles_lost,0,,,,,
player,201409210nyg,nyg,JennRa00,pass_cmp,0,,,,,
player,201409210nyg,nyg,JennRa00,pass_att,0,,,,,
player,201409210nyg,nyg,JennRa00,pass_yds,0,,,,,
player,201409210nyg,nyg,JennRa00,pass_td,0,,,,,
player,201409210nyg,nyg,JennRa00,pass_int,0,,,,,
player,201409210nyg,nyg,JennRa00,pass_sacked,0,,,,,
player,201409210nyg,nyg,JennRa00,pass_sacked_yds,0,,,,,
player,201409210nyg,nyg,JennRa00,pass_long,0,,,,,
player,201409210nyg,nyg,JennRa00,pass_rating,,,,,,
player,201409210nyg,nyg,JennRa00,rush_att,34,,,,,
player,201409210nyg,nyg,JennRa00,rush_yds,176,,,,,
player,201409210nyg,nyg,JennRa00,rush_td,1,,,,,
player,201409210nyg,nyg,JennRa00,rush_long,18,,,,,
player,201409210nyg,nyg,JennRa00,targets,0,,,,,
player,201409210nyg,nyg,JennRa00,rec,0,,,,,
player,201409210nyg,nyg,JennRa00,rec_yds,0,,,,,
player,201409210nyg,nyg,JennRa00,rec_td,0,,,,,
player,201409210nyg,nyg,JennRa00,rec_long,0,,,,,
player,201409210nyg,nyg,JennRa00,fumbles,0,,,,,
player,201409210nyg,nyg,JennRa00,fumbles_lost,0,,,,,
player,201409210nyg,nyg,WillAn00,pass_cmp,0,,,,,
player,201409210nyg,nyg,WillAn00,pass_att,0,,,,,
player,201409210nyg,nyg,WillAn00,pass_yds,0,,,,,
player,201409210nyg,nyg,WillAn00,pass_td,0,,,,,
player,201409210nyg,nyg,WillAn00,pass_int,0,,,,,
player,201409210nyg,nyg,WillAn00,pass_sacked,0,,,,,
player,201409210nyg,nyg,WillAn00,pass_sacked_yds,0,,,,,
player,201409210nyg,nyg,WillAn00,pass_long,0,,,,,
player,201409210nyg,nyg,WillAn00,pass_rating,,,,,,
player,201409210nyg,nyg,WillAn00,rush_att,6,,,,,
player,201409210nyg,nyg,WillAn00,rush_yds,18,,,,,
player,201409210nyg,nyg,WillAn00,rush_td,0,,,,,
player,201409210nyg,nyg,WillAn00,rush_long,5,,,,,
player,201409210nyg,nyg,WillAn00,targets,0,,,,,
player,201409210nyg,nyg,WillAn00,rec,0,,,,,
player,201409210nyg,nyg,WillAn00,rec_yds,0,,,,,
player,201409210nyg,nyg,WillAn00,rec_td,0,,,,,
player,201409210nyg,nyg,WillAn00,rec_long,0,,,,,
player,201409210nyg,nyg,WillAn00,fumbles,0,,,,,
player,201409210nyg,nyg,WillAn00,fumbles_lost,0,,,,,
player,201409210nyg,nyg,CruzVi00,pass_cmp,0,,,,,
player,201409210nyg,nyg,CruzVi00,pass_att,0,,,,,
player,201409210nyg,nyg,CruzVi00,pass_yds,0,,,,,
player,201409210nyg,nyg,CruzVi00,pass_td,0,,,,,
player,201409210nyg,nyg,CruzVi00,pass_int,0,,,,,
