game,2014,15,20141214,201412140phi,dal,"Dallas Cowboys",38,phi,"Philadelphia Eagles",27
team,201412140phi,dal,First Downs,26,,,,,,
team,201412140phi,phi,First Downs,19,,,,,,
team,201412140phi,dal,Rush-Yds-TDs,42-115-2,,,,,,
team,201412140phi,phi,Rush-Yds-TDs,21-75-3,,,,,,
team,201412140phi,dal,Cmp-Att-Yd-TD-INT,22-31-265-3-0,,,,,,
team,201412140phi,phi,Cmp-Att-Yd-TD-INT,17-28-252-0-2,,,,,,
team,201412140phi,dal,Sacked-Yards,3-16,,,,,,
team,201412140phi,phi,Sacked-Yards,4-33,,,,,,
team,201412140phi,dal,Net Pass Yards,249,,,,,,
team,201412140phi,phi,Net Pass Yards,219,,,,,,
team,201412140phi,dal,Total Yards,364,,,,,,
team,201412140phi,phi,Total Yards,294,,,,,,
team,201412140phi,dal,Fumbles-Lost,1-1,,,,,,
team,201412140phi,phi,Fumbles-Lost,2-1,,,,,,
team,201412140phi,dal,Turnovers,1,,,,,,
team,201412140phi,phi,Turnovers,3,,,,,,
team,201412140phi,dal,Penalties-Yards,11-79,,,,,,
team,201412140phi,phi,Penalties-Yards,8-95,,,,,,
team,201412140phi,dal,Third Down Conv.,5-13,,,,,,
team,201412140phi,phi,Third Down Conv.,5-11,,,,,,
team,201412140phi,dal,Fourth Down Conv.,0-0,,,,,,
team,201412140phi,phi,Fourth Down Conv.,0-0,,,,,,
team,201412140phi,dal,Time of Possession,41:55,,,,,,
team,201412140phi,phi,Time of Possession,18:05,,,,,,
player,201412140phi,dal,RomoTo00,pass_cmp,22,,,,,
player,201412140phi,dal,RomoTo00,pass_att,31,,,,,
player,201412140phi,dal,RomoTo00,pass_yds,265,,,,,
player,201412140phi,dal,RomoTo00,pass_td,3,,,,,
player,201412140phi,dal,RomoTo00,pass_int,0,,,,,
player,201412140phi,dal,RomoTo00,pass_sacked,3,,,,,
player,201412140phi,dal,RomoTo00,pass_sacked_yds,16,,,,,
player,201412140phi,dal,RomoTo00,pass_long,26,,,,,
player,201412140phi,dal,RomoTo00,pass_rating,129.1,,,,,
player,201412140phi,dal,RomoTo00,rush_att,4,,,,,
player,201412140phi,dal,RomoTo00,rush_yds,-1,,,,,
player,201412140phi,dal,RomoTo00,rush_td,0,,,,,
player,201412140phi,dal,RomoTo00,rush_long,2,,,,,
player,201412140phi,dal,RomoTo00,targets,0,,,,,
player,201412140phi,dal,RomoTo00,rec,0,,,,,
player,201412140phi,dal,RomoTo00,rec_yds,0,,,,,
