game,2014,8,20141026,201410260nor,gnb,"Green Bay Packers",23,nor,"New Orleans Saints",44
player,201410260nor,gnb,MattCl99,tackles_combined,2,,,,,
player,201410260nor,gnb,MattCl99,tackles_solo,1,,,,,
player,201410260nor,gnb,MattCl99,tackles_assists,1,,,,,
player,201410260nor,gnb,MattCl99,tackles_loss,1,,,,,
player,201410260nor,gnb,MattCl99,qb_hits,1,,,,,
player,201410260nor,gnb,MattCl99,fumbles_rec,0,,,,,
player,201410260nor,gnb,MattCl99,fumbles_rec_yds,0,,,,,
player,201410260nor,gnb,MattCl99,fumbles_rec_td,0,,,,,
player,201410260nor,gnb,MattCl99,fumbles_forced,0,,,,,
player,201410260nor,gnb,PeppJu99,def_int,0,,,,,
player,201410260nor,gnb,PeppJu99,def_int_yds,0,,,,,
player,201410260nor,gnb,PeppJu99,def_int_td,0,,,,,
player,201410260nor,gnb,PeppJu99,def_int_long,0,,,,,
player,201410260nor,gnb,PeppJu99,pass_defended,0,,,,,
player,201410260nor,gnb,PeppJu99,sacks,1.0,,,,,
player,201410260nor,gnb,PeppJu99,tackles_combined,1,,,,,
player,201410260nor,gnb,PeppJu99,tackles_solo,1,,,,,
player,201410260nor,gnb,PeppJu99,tackles_assists,0,,,,,
player,201410260nor,gnb,PeppJu99,tackles_loss,1,,,,,
player,201410260nor,gnb,PeppJu99,qb_hits,1,,,,,
player,201410260nor,gnb,PeppJu99,fumbles_rec,0,,,,,
player,201410260nor,gnb,PeppJu99,fumbles_rec_yds,0,,,,,
player,201410260nor,gnb,PeppJu99,fumbles_rec_td,0,,,,,
player,201410260nor,gnb,PeppJu99,fumbles_forced,0,,,,,
player,201410260nor,gnb,BarrSa00,def_int,0,,,,,
player,201410260nor,gnb,BarrSa00,def_int_yds,0,,,,,
player,201410260nor,gnb,BarrSa00,def_int_td,0,,,,,
player,201410260nor,gnb,BarrSa00,def_int_long,0,,,,,
player,201410260nor,gnb,BarrSa00,pass_defended,0,,,,,
player,201410260nor,gnb,BarrSa00,sacks,0.0,,,,,
player,201410260nor,gnb,BarrSa00,tackles_combined,8,,,,,
player,201410260nor,gnb,BarrSa00,tackles_solo,6,,,,,
player,201410260nor,gnb,BarrSa00,tackles_assists,2,,,,,
player,201410260nor,gnb,BarrSa00,tackles_loss,0,,,,,
player,201410260nor,gnb,BarrSa00,qb_hits,0,,,,,
player,201410260nor,gnb,BarrSa00,fumbles_rec,0,,,,,
player,201410260nor,gnb,BarrSa00,fumbles_rec_yds,0,,,,,
player,201410260nor,gnb,BarrSa00,fumbles_rec_td,0,,,,,
player,201410260nor,gnb,BarrSa00,fumbles_forced,0,,,,,
player,201410260nor,gnb,ClinHa00,def_int,0,,,,,
player,201410260nor,gnb,ClinHa00,def_int_yds,0,,,,,
player,201410260nor,gnb,ClinHa00,def_int_td,0,,,,,
player,201410260nor,gnb,ClinHa00,def_int_long,0,,,,,
player,201410260nor,gnb,ClinHa00,pass_defended,0,,,,,
player,201410260nor,gnb,ClinHa00,sacks,0.0,,,,,
player,201410260nor,gnb,ClinHa00,tackles_combined,8,,,,,
player,201410260nor,gnb,ClinHa00,tackles_solo,3,,,,,
player,201410260nor,gnb,ClinHa00,tackles_assists,5,,,,,
player,201410260nor,gnb,ClinHa00,tackles_loss,0,,,,,
player,201410260nor,gnb,ClinHa00,qb_hits,0,,,,,
player,201410260nor,gnb,ClinHa00,fumbles_rec,0,,,,,
player,201410260nor,gnb,ClinHa00,fumbles_rec_yds,0,,,,,
player,201410260nor,gnb,ClinHa00,fumbles_rec_td,0,,,,,
player,201410260nor,gnb,ClinHa00,fumbles_forced,0,,,,,
player,201410260nor,gnb,HydeMi00,def_int,0,,,,,
player,201410260nor,gnb,HydeMi00,def_int_yds,0,,,,,
player,201410260nor,gnb,HydeMi00,def_int_td,0,,,,,
player,201410260nor,gnb,HydeMi00,def_int_long,0,,,,,
player,201410260nor,gnb,HydeMi00,pass_defended,0,,,,,
player,201410260nor,gnb,HydeMi00,sacks,0.0,,,,,
player,201410260nor,gnb,HydeMi00,tackles_combined,8,,,,,
player,201410260nor,gnb,HydeMi00,tackles_solo,3,,,,,
player,201410260nor,gnb,HydeMi00,tackles_assists,5,,,,,
player,201410260nor,gnb,HydeMi00,tackles_loss,0,,,,,
player,201410260nor,gnb,HydeMi00,qb_hits,0,,,,,
player,201410260nor,gnb,HydeMi00,fumbles_rec,0,,,,,
player,201410260nor,gnb,HydeMi00,fumbles_rec_yds,0,,,,,
player,201410260nor,gnb,HydeMi00,fumbles_rec_td,0,,,,,
player,201410260nor,gnb,HydeMi00,fumbles_forced,0,,,,,
player,201410260nor,gnb,HawkA.20,def_int,0,,,,,
player,201410260nor,gnb,HawkA.20,def_int_yds,0,,,,,
player,201410260nor,gnb,HawkA.20,def_int_td,0,,,,,
player,201410260nor,gnb,HawkA.20,def_int_long,0,,,,,
player,201410260nor,gnb,HawkA.20,pass_defended,0,,,,,
player,201410260nor,gnb,HawkA.20,sacks,0.0,,,,,
player,201410260nor,gnb,HawkA.20,tackles_combined,7,,,,,
player,201410260nor,gnb,HawkA.20,tackles_solo,3,,,,,
player,201410260nor,gnb,HawkA.20,tackles_assists,4,,,,,
player,201410260nor,gnb,HawkA.20,tackles_loss,0,,,,,
player,201410260nor,gnb,HawkA.20,qb_hits,0,,,,,
player,201410260nor,gnb,HawkA.20,fumbles_rec,0,,,,,
player,201410260nor,gnb,HawkA.20,fumbles_rec_yds,0,,,,,
player,201410260nor,gnb,HawkA.20,fumbles_rec_td,0,,,,,
player,201410260nor,gnb,HawkA.20,fumbles_forced,0,,,,,
player,201410260nor,gnb,HousDa00,def_int,0,,,,,
player,201410260nor,gnb,HousDa00,def_int_yds,0,,,,,
player,201410260nor,gnb,HousDa00,def_int_td,0,,,,,
player,201410260nor,gnb,HousDa00,def_int_long,0,,,,,
player,201410260nor,gnb,HousDa00,pass_defended,1,,,,,
player,201410260nor,gnb,HousDa00,sacks,0.0,,,,,
player,201410260nor,gnb,HousDa00,tackles_combined,7,,,,,
player,201410260nor,gnb,HousDa00,tackles_solo,7,,,,,
player,201410260nor,gnb,HousDa00,tackles_assists,0,,,,,
player,201410260nor,gnb,HousDa00,tackles_loss,1,,,,,
player,201410260nor,gnb,HousDa00,qb_hits,0,,,,,
player,201410260nor,gnb,HousDa00,fumbles_rec,0,,,,,
player,201410260nor,gnb,HousDa00,fumbles_rec_yds,0,,,,,
player,201410260nor,gnb,HousDa00,fumbles_rec_td,0,,,,,
player,201410260nor,gnb,HousDa00,fumbles_forced,0,,,,,
player,201410260nor,gnb,DaniMi00,def_int,0,,,,,
player,201410260nor,gnb,DaniMi00,def_int_yds,0,,,,,
player,201410260nor,gnb,DaniMi00,def_int_td,0,,,,,
player,201410260nor,gnb,DaniMi00,def_int_long,0,,,,,
player,201410260nor,gnb,DaniMi00,pass_defended,0,,,,,
player,201410260nor,gnb,DaniMi00,sacks,0.0,,,,,
player,201410260nor,gnb,DaniMi00,tackles_combined,6,,,,,
player,201410260nor,gnb,DaniMi00,tackles_solo,6,,,,,
player,201410260nor,gnb,DaniMi00,tackles_assists,0,,,,,
player,201410260nor,gnb,DaniMi00,tackles_loss,0,,,,,
player,201410260nor,gnb,DaniMi00,qb_hits,0,,,,,
player,201410260nor,gnb,DaniMi00,fumbles_rec,0,,,,,
player,201410260nor,gnb,DaniMi00,fumbles_rec_yds,0,,,,,
player,201410260nor,gnb,DaniMi00,fumbles_rec_td,0,,,,,
player,201410260nor,gnb,DaniMi00,fumbles_forced,0,,,,,
player,201410260nor,gnb,HaywCa00,def_int,0,,,,,
player,201410260nor,gnb,HaywCa00,def_int_yds,0,,,,,
player,201410260nor,gnb,HaywCa00,def_int_td,0,,,,,
player,201410260nor,gnb,HaywCa00,def_int_long,0,,,,,
player,201410260nor,gnb,HaywCa00,pass_defended,0,,,,,
player,201410260nor,gnb,HaywCa00,sacks,0.0,,,,,
player,201410260nor,gnb,HaywCa00,tackles_combined,6,,,,,
player,201410260nor,gnb,HaywCa00,tackles_solo,5,,,,,
player,201410260nor,gnb,HaywCa00,tackles_assists,1,,,,,
player,201410260nor,gnb,HaywCa00,tackles_loss,0,,,,,
player,201410260nor,gnb,HaywCa00,qb_hits,0,,,,,
player,201410260nor,gnb,HaywCa00,fumbles_rec,0,,,,,
player,201410260nor,gnb,HaywCa00,fumbles_rec_yds,0,,,,,
player,201410260nor,gnb,HaywCa00,fumbles_rec_td,0,,,,,
player,201410260nor,gnb,HaywCa00,fumbles_forced,0,,,,,
player,201410260nor,gnb,GuioLe99,def_int,0,,,,,
player,201410260nor,gnb,GuioLe99,def_int_yds,0,,,,,
player,201410260nor,gnb,GuioLe99,def_int_td,0,,,,,
player,201410260nor,gnb,GuioLe99,def_int_long,0,,,,,
player,201410260nor,gnb,GuioLe99,pass_defended,0,,,,,
player,201410260nor,gnb,GuioLe99,sacks,0.0,,,,,
player,201410260nor,gnb,GuioLe99,tackles_combined,4,,,,,
player,201410260nor,gnb,GuioLe99,tackles_solo,3,,,,,
player,201410260nor,gnb,GuioLe99,tackles_assists,1,,,,,
player,201410260nor,gnb,GuioLe99,tackles_loss,1,,,,,
player,201410260nor,gnb,GuioLe99,qb_hits,1,,,,,
player,201410260nor,gnb,GuioLe99,fumbles_rec,0,,,,,
player,201410260nor,gnb,GuioLe99,fumbles_rec_yds,0,,,,,
player,201410260nor,gnb,GuioLe99,fumbles_rec_td,0,,,,,
player,201410260nor,gnb,GuioLe99,fumbles_forced,1,,,,,
player,201410260nor,gnb,WillTr99,def_int,0,,,,,
player,201410260nor,gnb,WillTr99,def_int_yds,0,,,,,
player,201410260nor,gnb,WillTr99,def_int_td,0,,,,,
player,201410260nor,gnb,WillTr99,def_int_long,0,,,,,
player,201410260nor,gnb,WillTr99,pass_defended,0,,,,,
player,201410260nor,gnb,WillTr99,sacks,0.0,,,,,
player,201410260nor,gnb,WillTr99,tackles_combined,4,,,,,
player,201410260nor,gnb,WillTr99,tackles_solo,3,,,,,
player,201410260nor,gnb,WillTr99,tackles_assists,1,,,,,
player,201410260nor,gnb,WillTr99,tackles_loss,0,,,,,
player,201410260nor,gnb,WillTr99,qb_hits,0,,,,,
player,201410260nor,gnb,WillTr99,fumbles_rec,1,,,,,
player,201410260nor,gnb,WillTr99,fumbles_rec_yds,0,,,,,
player,201410260nor,gnb,WillTr99,fumbles_rec_td,0,,,,,
player,201410260nor,gnb,WillTr99,fumbles_forced,0,,,,,
player,201410260nor,gnb,LattJa00,def_int,0,,,,,
player,201410260nor,gnb,LattJa00,def_int_yds,0,,,,,
player,201410260nor,gnb,LattJa00,def_int_td,0,,,,,
player,201410260nor,gnb,LattJa00,def_int_long,0,,,,,
player,201410260nor,gnb,LattJa00,pass_defended,0,,,,,
player,201410260nor,gnb,LattJa00,sacks,0.0,,,,,
player,201410260nor,gnb,LattJa00,tackles_combined,2,,,,,
player,201410260nor,gnb,LattJa00,tackles_solo,1,,,,,
player,201410260nor,gnb,LattJa00,tackles_assists,1,,,,,
player,201410260nor,gnb,LattJa00,tackles_loss,0,,,,,
player,201410260nor,gnb,LattJa00,qb_hits,0,,,,,
player,201410260nor,gnb,LattJa00,fumbles_rec,0,,,,,
player,201410260nor,gnb,LattJa00,fumbles_rec_yds,0,,,,,
player,201410260nor,gnb,LattJa00,fumbles_rec_td,0,,,,,
player,201410260nor,gnb,LattJa00,fumbles_forced,0,,,,,
player,201410260nor,gnb,NealMi99,def_int,0,,,,,
player,201410260nor,gnb,NealMi99,def_int_yds,0,,,,,
player,201410260nor,gnb,NealMi99,def_int_td,0,,,,,
player,201410260nor,gnb,NealMi99,def_int_long,0,,,,,
player,201410260nor,gnb,NealMi99,pass_defended,0,,,,,
player,201410260nor,gnb,NealMi99,sacks,0.0,,,,,
player,201410260nor,gnb,NealMi99,tackles_combined,2,,,,,
player,201410260nor,gnb,NealMi99,tackles_solo,0,,,,,
player,201410260nor,gnb,NealMi99,tackles_assists,2,,,,,
player,201410260nor,gnb,NealMi99,tackles_loss,0,,,,,
player,201410260nor,gnb,NealMi99,qb_hits,0,,,,,
player,201410260nor,gnb,NealMi99,fumbles_rec,0,,,,,
player,201410260nor,gnb,NealMi99,fumbles_rec_yds,0,,,,,
player,201410260nor,gnb,NealMi99,fumbles_rec_td,0,,,,,
player,201410260nor,gnb,NealMi99,fumbles_forced,0,,,,,
player,201410260nor,gnb,RichSe00,def_int,0,,,,,
player,201410260nor,gnb,RichSe00,def_int_yds,0,,,,,
player,201410260nor,gnb,RichSe00,def_int_td,0,,,,,
player,201410260nor,gnb,RichSe00,def_int_long,0,,,,,
player,201410260nor,gnb,RichSe00,pass_defended,0,,,,,
player,201410260nor,gnb,RichSe00,sacks,0.0,,,,,
player,201410260nor,gnb,RichSe00,tackles_combined,1,,,,,
player,201410260nor,gnb,RichSe00,tackles_solo,1,,,,,
player,201410260nor,gnb,RichSe00,tackles_assists,0,,,,,
player,201410260nor,gnb,RichSe00,tackles_loss,0,,,,,
player,201410260nor,gnb,RichSe00,qb_hits,0,,,,,
player,201410260nor,gnb,RichSe00,fumbles_rec,0,,,,,
player,201410260nor,gnb,RichSe00,fumbles_rec_yds,0,,,,,
player,201410260nor,gnb,RichSe00,fumbles_rec_td,0,,,,,
player,201410260nor,gnb,RichSe00,fumbles_forced,0,,,,,
player,201410260nor,nor,HawtDa20,def_int,1,,,,,
player,201410260nor,nor,HawtDa20,def_int_yds,10,,,,,
player,201410260nor,nor,HawtDa20,def_int_td,0,,,,,
player,201410260nor,nor,HawtDa20,def_int_long,10,,,,,
player,201410260nor,nor,HawtDa20,pass_defended,1,,,,,
player,201410260nor,nor,HawtDa20,sacks,0.0,,,,,
player,201410260nor,nor,HawtDa20,tackles_combined,5,,,,,
player,201410260nor,nor,HawtDa20,tackles_solo,2,,,,,
player,201410260nor,nor,HawtDa20,tackles_assists,3,,,,,
player,201410260nor,nor,HawtDa20,tackles_loss,0,,,,,
player,201410260nor,nor,HawtDa20,qb_hits,0,,,,,
player,201410260nor,nor,HawtDa20,fumbles_rec,0,,,,,
player,201410260nor,nor,HawtDa20,fumbles_rec_yds,0,,,,,
player,201410260nor,nor,HawtDa20,fumbles_rec_td,0,,,,,
player,201410260nor,nor,HawtDa20,fumbles_forced,0,,,,,
player,201410260nor,nor,WhitCo01,def_int,1,,,,,
player,201410260nor,nor,WhitCo01,def_int_yds,0,,,,,
player,201410260nor,nor,WhitCo01,def_int_td,0,,,,,
player,201410260nor,nor,WhitCo01,def_int_long,0,,,,,
player,201410260nor,nor,WhitCo01,pass_defended,2,,,,,
player,201410260nor,nor,WhitCo01,sacks,0.0,,,,,
player,201410260nor,nor,WhitCo01,tackles_combined,4,,,,,
player,201410260nor,nor,WhitCo01,tackles_solo,4,,,,,
player,201410260nor,nor,WhitCo01,tackles_assists,0,,,,,
player,201410260nor,nor,WhitCo01,tackles_loss,0,,,,,
player,201410260nor,nor,WhitCo01,qb_hits,0,,,,,
player,201410260nor,nor,WhitCo01,fumbles_rec,0,,,,,
player,201410260nor,nor,WhitCo01,fumbles_rec_yds,0,,,,,
player,201410260nor,nor,WhitCo01,fumbles_rec_td,0,,,,,
player,201410260nor,nor,WhitCo01,fumbles_forced,0,,,,,
player,201410260nor,nor,EdebKa00,def_int,0,,,,,
player,201410260nor,nor,EdebKa00,def_int_yds,0,,,,,
player,201410260nor,nor,EdebKa00,def_int_td,0,,,,,
player,201410260nor,nor,EdebKa00,def_int_long,0,,,,,
player,201410260nor,nor,EdebKa00,pass_defended,0,,,,,
player,201410260nor,nor,EdebKa00,sacks,2.0,,,,,
player,201410260nor,nor,EdebKa00,tackles_combined,3,,,,,
player,201410260nor,nor,EdebKa00,tackles_solo,3,,,,,
player,201410260nor,nor,EdebKa00,tackles_assists,0,,,,,
player,201410260nor,nor,EdebKa00,tackles_loss,1,,,,,
player,201410260nor,nor,EdebKa00,qb_hits,1,,,,,
player,201410260nor,nor,EdebKa00,fumbles_rec,0,,,,,
player,201410260nor,nor,EdebKa00,fumbles_rec_yds,0,,,,,
player,201410260nor,nor,EdebKa00,fumbles_rec_td,0,,,,,
player,201410260nor,nor,EdebKa00,fumbles_forced,1,,,,,
player,201410260nor,nor,JordCa00,def_int,0,,,,,
player,201410260nor,nor,JordCa00,def_int_yds,0,,,,,
player,201410260nor,nor,JordCa00,def_int_td,0,,,,,
player,201410260nor,nor,JordCa00,def_int_long,0,,,,,
player,201410260nor,nor,JordCa00,pass_defended,0,,,,,
player,201410260nor,nor,JordCa00,sacks,2.0,,,,,
player,201410260nor,nor,JordCa00,tackles_combined,3,,,,,
player,201410260nor,nor,JordCa00,tackles_solo,2,,,,,
player,201410260nor,nor,JordCa00,tackles_assists,1,,,,,
player,201410260nor,nor,JordCa00,tackles_loss,2,,,,,
player,201410260nor,nor,JordCa00,qb_hits,2,,,,,
player,201410260nor,nor,JordCa00,fumbles_rec,0,,,,,
player,201410260nor,nor,JordCa00,fumbles_rec_yds,0,,,,,
player,201410260nor,nor,JordCa00,fumbles_rec_td,0,,,,,
player,201410260nor,nor,JordCa00,fumbles_forced,0,,,,,
player,201410260nor,nor,VaccKe00,def_int,0,,,,,
player,201410260nor,nor,VaccKe00,def_int_yds,0,,,,,
player,201410260nor,nor,VaccKe00,def_int_td,0,,,,,
player,201410260nor,nor,VaccKe00,def_int_long,0,,,,,
player,201410260nor,nor,VaccKe00,pass_defended,0,,,,,
player,201410260nor,nor,VaccKe00,sacks,0.0,,,,,
player,201410260nor,nor,VaccKe00,tackles_combined,10,,,,,
player,201410260nor,nor,VaccKe00,tackles_solo,8,,,,,
player,201410260nor,nor,VaccKe00,tackles_assists,2,,,,,
player,201410260nor,nor,VaccKe00,tackles_loss,0,,,,,
player,201410260nor,nor,VaccKe00,qb_hits,0,,,,,
player,201410260nor,nor,VaccKe00,fumbles_rec,0,,,,,
player,201410260nor,nor,VaccKe00,fumbles_rec_yds,0,,,,,
player,201410260nor,nor,VaccKe00,fumbles_rec_td,0,,,,,
player,201410260nor,nor,VaccKe00,fumbles_forced,0,,,,,
player,201410260nor,nor,LoftCu99,def_int,0,,,,,
player,201410260nor,nor,LoftCu99,def_int_yds,0,,,,,
player,201410260nor,nor,LoftCu99,def_int_td,0,,,,,
player,201410260nor,nor,LoftCu99,def_int_long,0,,,,,
player,201410260nor,nor,LoftCu99,pass_defended,0,,,,,
player,201410260nor,nor,LoftCu99,sacks,0.0,,,,,
player,201410260nor,nor,LoftCu99,tackles_combined,9,,,,,
player,201410260nor,nor,LoftCu99,tackles_solo,5,,,,,
player,201410260nor,nor,LoftCu99,tackles_assists,4,,,,,
player,201410260nor,nor,LoftCu99,tackles_loss,0,,,,,
player,201410260nor,nor,LoftCu99,qb_hits,0,,,,,
player,201410260nor,nor,LoftCu99,fumbles_rec,0,,,,,
player,201410260nor,nor,LoftCu99,fumbles_rec_yds,0,,,,,
player,201410260nor,nor,LoftCu99,fumbles_rec_td,0,,,,,
player,201410260nor,nor,LoftCu99,fumbles_forced,0,,,,,
player,201410260nor,nor,BushRa00,def_int,0,,,,,
player,201410260nor,nor,BushRa00,def_int_yds,0,,,,,
player,201410260nor,nor,BushRa00,def_int_td,0,,,,,
player,201410260nor,nor,BushRa00,def_int_long,0,,,,,
player,201410260nor,nor,BushRa00,pass_defended,0,,,,,
player,201410260nor,nor,BushRa00,sacks,0.0,,,,,
player,201410260nor,nor,BushRa00,tackles_combined,8,,,,,
player,201410260nor,nor,BushRa00,tackles_solo,6,,,,,
player,201410260nor,nor,BushRa00,tackles_assists,2,,,,,
player,201410260nor,nor,BushRa00,tackles_loss,1,,,,,
player,201410260nor,nor,BushRa00,qb_hits,0,,,,,
player,201410260nor,nor,BushRa00,fumbles_rec,0,,,,,
player,201410260nor,nor,BushRa00,fumbles_rec_yds,0,,,,,
player,201410260nor,nor,BushRa00,fumbles_rec_td,0,,,,,
player,201410260nor,nor,BushRa00,fumbles_forced,0,,,,,
player,201410260nor,nor,HickAk00,def_int,0,,,,,
player,201410260nor,nor,HickAk00,def_int_yds,0,,,,,
player,201410260nor,nor,HickAk00,def_int_td,0,,,,,
player,201410260nor,nor,HickAk00,def_int_long,0,,,,,
player,201410260nor,nor,HickAk00,pass_defended,0,,,,,
player,201410260nor,nor,HickAk00,sacks,0.0,,,,,
player,201410260nor,nor,HickAk00,tackles_combined,3,,,,,
player,201410260nor,nor,HickAk00,tackles_solo,2,,,,,
player,201410260nor,nor,HickAk00,tackles_assists,1,,,,,
player,201410260nor,nor,HickAk00,tackles_loss,1,,,,,
player,201410260nor,nor,HickAk00,qb_hits,2,,,,,
player,201410260nor,nor,HickAk00,fumbles_rec,0,,,,,
player,201410260nor,nor,HickAk00,fumbles_rec_yds,0,,,,,
player,201410260nor,nor,HickAk00,fumbles_rec_td,0,,,,,
player,201410260nor,nor,HickAk00,fumbles_forced,0,,,,,
player,201410260nor,nor,LewiKe96,def_int,0,,,,,
player,201410260nor,nor,LewiKe96,def_int_yds,0,,,,,
player,201410260nor,nor,LewiKe96,def_int_td,0,,,,,
player,201410260nor,nor,LewiKe96,def_int_long,0,,,,,
player,201410260nor,nor,LewiKe96,pass_defended,0,,,,,
player,201410260nor,nor,LewiKe96,sacks,0.0,,,,,
player,201410260nor,nor,LewiKe96,tackles_combined,3,,,,,
player,201410260nor,nor,LewiKe96,tackles_solo,3,,,,,
player,201410260nor,nor,LewiKe96,tackles_assists,0,,,,,
player,201410260nor,nor,LewiKe96,tackles_loss,0,,,,,
player,201410260nor,nor,LewiKe96,qb_hits,0,,,,,
player,201410260nor,nor,LewiKe96,fumbles_rec,0,,,,,
player,201410260nor,nor,LewiKe96,fumbles_rec_yds,0,,,,,
player,201410260nor,nor,LewiKe96,fumbles_rec_td,0,,,,,
player,201410260nor,nor,LewiKe96,fumbles_forced,0,,,,,
player,201410260nor,nor,WalkTy00,def_int,0,,,,,
player,201410260nor,nor,WalkTy00,def_int_yds,0,,,,,
player,201410260nor,nor,WalkTy00,def_int_td,0,,,,,
player,201410260nor,nor,WalkTy00,def_int_long,0,,,,,
player,201410260nor,nor,WalkTy00,pass_defended,0,,,,,
player,201410260nor,nor,WalkTy00,sacks,0.0,,,,,
player,201410260nor,nor,WalkTy00,tackles_combined,3,,,,,
player,201410260nor,nor,WalkTy00,tackles_solo,2,,,,,
player,201410260nor,nor,WalkTy00,tackles_assists,1,,,,,
player,201410260nor,nor,WalkTy00,tackles_loss,0,,,,,
player,201410260nor,nor,WalkTy00,qb_hits,0,,,,,
player,201410260nor,nor,WalkTy00,fumbles_rec,0,,,,,
player,201410260nor,nor,WalkTy00,fumbles_rec_yds,0,,,,,
player,201410260nor,nor,WalkTy00,fumbles_rec_td,0,,,,,
player,201410260nor,nor,WalkTy00,fumbles_forced,0,,,,,
player,201410260nor,nor,GaleJu00,def_int,0,,,,,
player,201410260nor,nor,GaleJu00,def_int_yds,0,,,,,
player,201410260nor,nor,GaleJu00,def_int_td,0,,,,,
player,201410260nor,nor,GaleJu00,def_int_long,0,,,,,
player,201410260nor,nor,GaleJu00,pass_defended,0,,,,,
player,201410260nor,nor,GaleJu00,sacks,0.0,,,,,
player,201410260nor,nor,GaleJu00,tackles_combined,2,,,,,
player,201410260nor,nor,GaleJu00,tackles_solo,0,,,,,
player,201410260nor,nor,GaleJu00,tackles_assists,2,,,,,
player,201410260nor,nor,GaleJu00,tackles_loss,0,,,,,
player,201410260nor,nor,GaleJu00,qb_hits,0,,,,,
player,201410260nor,nor,GaleJu00,fumbles_rec,0,,,,,
player,201410260nor,nor,GaleJu00,fumbles_rec_yds,0,,,,,
player,201410260nor,nor,GaleJu00,fumbles_rec_td,0,,,,,
player,201410260nor,nor,GaleJu00,fumbles_forced,0,,,,,
player,201410260nor,nor,RobiPa99,def_int,0,,,,,
player,201410260nor,nor,RobiPa99,def_int_yds,0,,,,,
player,201410260nor,nor,RobiPa99,def_int_td,0,,,,,
player,201410260nor,nor,RobiPa99,def_int_long,0,,,,,
player,201410260nor,nor,RobiPa99,pass_defended,0,,,,,
player,201410260nor,nor,RobiPa99,sacks,0.0,,,,,
player,201410260nor,nor,RobiPa99,tackles_combined,2,,,,,
player,201410260nor,nor,RobiPa99,tackles_solo,2,,,,,
player,201410260nor,nor,RobiPa99,tackles_assists,0,,,,,
player,201410260nor,nor,RobiPa99,tackles_loss,0,,,,,
player,201410260nor,nor,RobiPa99,qb_hits,0,,,,,
player,201410260nor,nor,RobiPa99,fumbles_rec,0,,,,,
player,201410260nor,nor,RobiPa99,fumbles_rec_yds,0,,,,,
player,201410260nor,nor,RobiPa99,fumbles_rec_td,0,,,,,
player,201410260nor,nor,RobiPa99,fumbles_forced,0,,,,,
player,201410260nor,nor,BallMa00,def_int,0,,,,,
player,201410260nor,nor,BallMa00,def_int_yds,0,,,,,
player,201410260nor,nor,BallMa00,def_int_td,0,,,,,
player,201410260nor,nor,BallMa00,def_int_long,0,,,,,
player,201410260nor,nor,BallMa00,pass_defended,0,,,,,
player,201410260nor,nor,BallMa00,sacks,0.0,,,,,
player,201410260nor,nor,BallMa00,tackles_combined,1,,,,,
player,201410260nor,nor,BallMa00,tackles_solo,1,,,,,
player,201410260nor,nor,BallMa00,tackles_assists,0,,,,,
player,201410260nor,nor,BallMa00,tackles_loss,0,,,,,
player,201410260nor,nor,BallMa00,qb_hits,0,,,,,
player,201410260nor,nor,BallMa00,fumbles_rec,0,,,,,
player,201410260nor,nor,BallMa00,fumbles_rec_yds,0,,,,,
player,201410260nor,nor,BallMa00,fumbles_rec_td,0,,,,,
player,201410260nor,nor,BallMa00,fumbles_forced,0,,,,,
player,201410260nor,nor,DeadBr99,def_int,0,,,,,
player,201410260nor,nor,DeadBr99,def_int_yds,0,,,,,
player,201410260nor,nor,DeadBr99,def_int_td,0,,,,,
player,201410260nor,nor,DeadBr99,def_int_long,0,,,,,
player,201410260nor,nor,DeadBr99,pass_defended,0,,,,,
player,201410260nor,nor,DeadBr99,sacks,0.0,,,,,
player,201410260nor,nor,DeadBr99,tackles_combined,1,,,,,
player,201410260nor,nor,DeadBr99,tackles_solo,0,,,,,
player,201410260nor,nor,DeadBr99,tackles_assists,1,,,,,
player,201410260nor,nor,DeadBr99,tackles_loss,0,,,,,
player,201410260nor,nor,DeadBr99,qb_hits,0,,,,,
player,201410260nor,nor,DeadBr99,fumbles_rec,0,,,,,
player,201410260nor,nor,DeadBr99,fumbles_rec_yds,0,,,,,
player,201410260nor,nor,DeadBr99,fumbles_rec_td,0,,,,,
player,201410260nor,nor,DeadBr99,fumbles_forced,0,,,,,
player,201410260nor,nor,JenkJo00,def_int,0,,,,,
player,201410260nor,nor,JenkJo00,def_int_yds,0,,,,,
player,201410260nor,nor,JenkJo00,def_int_td,0,,,,,
player,201410260nor,nor,JenkJo00,def_int_long,0,,,,,
player,201410260nor,nor,JenkJo00,pass_defended,0,,,,,
player,201410260nor,nor,JenkJo00,sacks,0.0,,,,,
player,201410260nor,nor,JenkJo00,tackles_combined,1,,,,,
player,201410260nor,nor,JenkJo00,tackles_solo,0,,,,,
player,201410260nor,nor,JenkJo00,tackles_assists,1,,,,,
player,201410260nor,nor,JenkJo00,tackles_loss,0,,,,,
player,201410260nor,nor,JenkJo00,qb_hits,0,,,,,
player,201410260nor,nor,JenkJo00,fumbles_rec,0,,,,,
player,201410260nor,nor,JenkJo00,fumbles_rec_yds,0,,,,,
player,201410260nor,nor,JenkJo00,fumbles_rec_td,0,,,,,
player,201410260nor,nor,JenkJo00,fumbles_forced,0,,,,,
player,201410260nor,nor,HaraPa20,def_int,0,,,,,
player,201410260nor,nor,HaraPa20,def_int_yds,0,,,,,
player,201410260nor,nor,HaraPa20,def_int_td,0,,,,,
player,201410260nor,nor,HaraPa20,def_int_long,0,,,,,
