game,2014,12,20141123,201411230phi,oti,"Tennessee Titans",24,phi,"Philadelphia Eagles",43
player,201411230phi,phi,GrahBr99,fumbles_rec,0,,,,,
player,201411230phi,phi,GrahBr99,fumbles_rec_yds,0,,,,,
player,201411230phi,phi,GrahBr99,fumbles_rec_td,0,,,,,
player,201411230phi,phi,GrahBr99,fumbles_forced,0,,,,,
player,201411230phi,phi,ProsCh00,def_int,0,,,,,
player,201411230phi,phi,ProsCh00,def_int_yds,0,,,,,
player,201411230phi,phi,ProsCh00,def_int_td,0,,,,,
player,201411230phi,phi,ProsCh00,def_int_long,0,,,,,
player,201411230phi,phi,ProsCh00,pass_defended,0,,,,,
player,201411230phi,phi,ProsCh00,sacks,0.0,,,,,
player,201411230phi,phi,ProsCh00,tackles_combined,3,,,,,
player,201411230phi,phi,ProsCh00,tackles_solo,2,,,,,
player,201411230phi,phi,ProsCh00,tackles_assists,1,,,,,
player,201411230phi,phi,ProsCh00,tackles_loss,0,,,,,
player,201411230phi,phi,ProsCh00,qb_hits,0,,,,,
player,201411230phi,phi,ProsCh00,fumbles_rec,0,,,,,
player,201411230phi,phi,ProsCh00,fumbles_rec_yds,0,,,,,
player,201411230phi,phi,ProsCh00,fumbles_rec_td,0,,,,,
player,201411230phi,phi,ProsCh00,fumbles_forced,0,,,,,
player,201411230phi,phi,ThorCe00,def_int,0,,,,,
player,201411230phi,phi,ThorCe00,def_int_yds,0,,,,,
player,201411230phi,phi,ThorCe00,def_int_td,0,,,,,
player,201411230phi,phi,ThorCe00,def_int_long,0,,,,,
player,201411230phi,phi,ThorCe00,pass_defended,0,,,,,
player,201411230phi,phi,ThorCe00,sacks,0.0,,,,,
player,201411230phi,phi,ThorCe00,tackles_combined,3,,,,,
player,201411230phi,phi,ThorCe00,tackles_solo,3,,,,,
player,201411230phi,phi,ThorCe00,tackles_assists,0,,,,,
player,201411230phi,phi,ThorCe00,tackles_loss,0,,,,,
player,201411230phi,phi,ThorCe00,qb_hits,0,,,,,
player,201411230phi,phi,ThorCe00,fumbles_rec,0,,,,,
player,201411230phi,phi,ThorCe00,fumbles_rec_yds,0,,,,,
player,201411230phi,phi,ThorCe00,fumbles_rec_td,0,,,,,
player,201411230phi,phi,ThorCe00,fumbles_forced,0,,,,,
player,201411230phi,phi,FletBr99,def_int,0,,,,,
player,201411230phi,phi,FletBr99,def_int_yds,0,,,,,
player,201411230phi,phi,FletBr99,def_int_td,0,,,,,
player,201411230phi,phi,FletBr99,def_int_long,0,,,,,
player,201411230phi,phi,FletBr99,pass_defended,2,,,,,
player,201411230phi,phi,FletBr99,sacks,0.0,,,,,
player,201411230phi,phi,FletBr99,tackles_combined,2,,,,,
player,201411230phi,phi,FletBr99,tackles_solo,2,,,,,
player,201411230phi,phi,FletBr99,tackles_assists,0,,,,,
player,201411230phi,phi,FletBr99,tackles_loss,0,,,,,
player,201411230phi,phi,FletBr99,qb_hits,0,,,,,
player,201411230phi,phi,FletBr99,fumbles_rec,1,,,,,
player,201411230phi,phi,FletBr99,fumbles_rec_yds,0,,,,,
player,201411230phi,phi,FletBr99,fumbles_rec_td,0,,,,,
player,201411230phi,phi,FletBr99,fumbles_forced,0,,,,,
player,201411230phi,phi,WillCa99,def_int,0,,,,,
player,201411230phi,phi,WillCa99,def_int_yds,0,,,,,
player,201411230phi,phi,WillCa99,def_int_td,0,,,,,
player,201411230phi,phi,WillCa99,def_int_long,0,,,,,
player,201411230phi,phi,WillCa99,pass_defended,0,,,,,
player,201411230phi,phi,WillCa99,sacks,0.0,,,,,
player,201411230phi,phi,WillCa99,tackles_combined,2,,,,,
player,201411230phi,phi,WillCa99,tackles_solo,2,,,,,
player,201411230phi,phi,WillCa99,tackles_assists,0,,,,,
player,201411230phi,phi,WillCa99,tackles_loss,0,,,,,
player,201411230phi,phi,WillCa99,qb_hits,0,,,,,
player,201411230phi,phi,WillCa99,fumbles_rec,0,,,,,
player,201411230phi,phi,WillCa99,fumbles_rec_yds,0,,,,,
player,201411230phi,phi,WillCa99,fumbles_rec_td,0,,,,,
player,201411230phi,phi,WillCa99,fumbles_forced,0,,,,,
player,201411230phi,phi,BurtTr01,def_int,0,,,,,
player,201411230phi,phi,BurtTr01,def_int_yds,0,,,,,
player,201411230phi,phi,BurtTr01,def_int_td,0,,,,,
player,201411230phi,phi,BurtTr01,def_int_long,0,,,,,
player,201411230phi,phi,BurtTr01,pass_defended,0,,,,,
player,201411230phi,phi,BurtTr01,sacks,0.0,,,,,
player,201411230phi,phi,BurtTr01,tackles_combined,1,,,,,
player,201411230phi,phi,BurtTr01,tackles_solo,1,,,,,
player,201411230phi,phi,BurtTr01,tackles_assists,0,,,,,
player,201411230phi,phi,BurtTr01,tackles_loss,0,,,,,
player,201411230phi,phi,BurtTr01,qb_hits,0,,,,,
player,201411230phi,phi,BurtTr01,fumbles_rec,0,,,,,
player,201411230phi,phi,BurtTr01,fumbles_rec_yds,0,,,,,
player,201411230phi,phi,BurtTr01,fumbles_rec_td,0,,,,,
player,201411230phi,phi,BurtTr01,fumbles_forced,0,,,,,
player,201411230phi,phi,CaseJa00,def_int,0,,,,,
player,201411230phi,phi,CaseJa00,def_int_yds,0,,,,,
player,201411230phi,phi,CaseJa00,def_int_td,0,,,,,
player,201411230phi,phi,CaseJa00,def_int_long,0,,,,,
player,201411230phi,phi,CaseJa00,pass_defended,0,,,,,
player,201411230phi,phi,CaseJa00,sacks,0.0,,,,,
player,201411230phi,phi,CaseJa00,tackles_combined,1,,,,,
player,201411230phi,phi,CaseJa00,tackles_solo,0,,,,,
player,201411230phi,phi,CaseJa00,tackles_assists,1,,,,,
player,201411230phi,phi,CaseJa00,tackles_loss,0,,,,,
player,201411230phi,phi,CaseJa00,qb_hits,0,,,,,
player,201411230phi,phi,CaseJa00,fumbles_rec,0,,,,,
player,201411230phi,phi,CaseJa00,fumbles_rec_yds,0,,,,,
player,201411230phi,phi,CaseJa00,fumbles_rec_td,0,,,,,
player,201411230phi,phi,CaseJa00,fumbles_forced,0,,,,,
player,201411230phi,phi,CurrVi00,def_int,0,,,,,
player,201411230phi,phi,CurrVi00,def_int_yds,0,,,,,
player,201411230phi,phi,CurrVi00,def_int_td,0,,,,,
player,201411230phi,phi,CurrVi00,def_int_long,0,,,,,
player,201411230phi,phi,CurrVi00,pass_defended,0,,,,,
player,201411230phi,phi,CurrVi00,sacks,0.0,,,,,
player,201411230phi,phi,CurrVi00,tackles_combined,1,,,,,
player,201411230phi,phi,CurrVi00,tackles_solo,1,,,,,
player,201411230phi,phi,CurrVi00,tackles_assists,0,,,,,
player,201411230phi,phi,CurrVi00,tackles_loss,1,,,,,
player,201411230phi,phi,CurrVi00,qb_hits,0,,,,,
player,201411230phi,phi,CurrVi00,fumbles_rec,0,,,,,
player,201411230phi,phi,CurrVi00,fumbles_rec_yds,0,,,,,
player,201411230phi,phi,CurrVi00,fumbles_rec_td,0,,,,,
player,201411230phi,phi,CurrVi00,fumbles_forced,0,,,,,
player,201411230phi,phi,LogaBe00,def_int,0,,,,,
player,201411230phi,phi,LogaBe00,def_int_yds,0,,,,,
player,201411230phi,phi,LogaBe00,def_int_td,0,,,,,
player,201411230phi,phi,LogaBe00,def_int_long,0,,,,,
player,201411230phi,phi,LogaBe00,pass_defended,1,,,,,
player,201411230phi,phi,LogaBe00,sacks,0.0,,,,,
player,201411230phi,phi,LogaBe00,tackles_combined,1,,,,,
player,201411230phi,phi,LogaBe00,tackles_solo,1,,,,,
player,201411230phi,phi,LogaBe00,tackles_assists,0,,,,,
player,201411230phi,phi,LogaBe00,tackles_loss,0,,,,,
player,201411230phi,phi,LogaBe00,qb_hits,0,,,,,
player,201411230phi,phi,LogaBe00,fumbles_rec,0,,,,,
player,201411230phi,phi,LogaBe00,fumbles_rec_yds,0,,,,,
player,201411230phi,phi,LogaBe00,fumbles_rec_td,0,,,,,
player,201411230phi,phi,LogaBe00,fumbles_forced,1,,,,,
player,201411230phi,phi,MaraCh99,def_int,0,,,,,
player,201411230phi,phi,MaraCh99,def_int_yds,0,,,,,
player,201411230phi,phi,MaraCh99,def_int_td,0,,,,,
player,201411230phi,phi,MaraCh99,def_int_long,0,,,,,
player,201411230phi,phi,MaraCh99,pass_defended,0,,,,,
player,201411230phi,phi,MaraCh99,sacks,0.0,,,,,
player,201411230phi,phi,MaraCh99,tackles_combined,1,,,,,
player,201411230phi,phi,MaraCh99,tackles_solo,1,,,,,
player,201411230phi,phi,MaraCh99,tackles_assists,0,,,,,
player,201411230phi,phi,MaraCh99,tackles_loss,0,,,,,
player,201411230phi,phi,MaraCh99,qb_hits,0,,,,,
player,201411230phi,phi,MaraCh99,fumbles_rec,0,,,,,
player,201411230phi,phi,MaraCh99,fumbles_rec_yds,0,,,,,
player,201411230phi,phi,MaraCh99,fumbles_rec_td,0,,,,,
player,201411230phi,phi,MaraCh99,fumbles_forced,0,,,,,
player,201411230phi,phi,MattCa00,def_int,0,,,,,
player,201411230phi,phi,MattCa00,def_int_yds,0,,,,,
player,201411230phi,phi,MattCa00,def_int_td,0,,,,,
player,201411230phi,phi,MattCa00,def_int_long,0,,,,,
player,201411230phi,phi,MattCa00,pass_defended,0,,,,,
player,201411230phi,phi,MattCa00,sacks,0.0,,,,,
player,201411230phi,phi,MattCa00,tackles_combined,1,,,,,
player,201411230phi,phi,MattCa00,tackles_solo,1,,,,,
player,201411230phi,phi,MattCa00,tackles_assists,0,,,,,
player,201411230phi,phi,MattCa00,tackles_loss,0,,,,,
player,201411230phi,phi,MattCa00,qb_hits,0,,,,,
player,201411230phi,phi,MattCa00,fumbles_rec,0,,,,,
player,201411230phi,phi,MattCa00,fumbles_rec_yds,0,,,,,
player,201411230phi,phi,MattCa00,fumbles_rec_td,0,,,,,
player,201411230phi,phi,MattCa00,fumbles_forced,0,,,,,
player,201411230phi,phi,SmitBr01,def_int,0,,,,,
player,201411230phi,phi,SmitBr01,def_int_yds,0,,,,,
player,201411230phi,phi,SmitBr01,def_int_td,0,,,,,
player,201411230phi,phi,SmitBr01,def_int_long,0,,,,,
player,201411230phi,phi,SmitBr01,pass_defended,0,,,,,
player,201411230phi,phi,SmitBr01,sacks,0.0,,,,,
player,201411230phi,phi,SmitBr01,tackles_combined,1,,,,,
player,201411230phi,phi,SmitBr01,tackles_solo,1,,,,,
player,201411230phi,phi,SmitBr01,tackles_assists,0,,,,,
player,201411230phi,phi,SmitBr01,tackles_loss,0,,,,,
player,201411230phi,phi,SmitBr01,qb_hits,0,,,,,
player,201411230phi,phi,SmitBr01,fumbles_rec,0,,,,,
player,201411230phi,phi,SmitBr01,fumbles_rec_yds,0,,,,,
player,201411230phi,phi,SmitBr01,fumbles_rec_td,0,,,,,
player,201411230phi,phi,SmitBr01,fumbles_forced,0,,,,,
player,201411230phi,oti,McClDe00,kick_ret,0,,,,,
player,201411230phi,oti,McClDe00,kick_ret_yds,0,,,,,
player,201411230phi,oti,McClDe00,kick_ret_yds_per_ret,,,,,,
player,201411230phi,oti,McClDe00,kick_ret_td,0,,,,,
player,201411230phi,oti,McClDe00,kick_ret_long,0,,,,,
player,201411230phi,oti,McClDe00,punt_ret,2,,,,,
player,201411230phi,oti,McClDe00,punt_ret_yds,8,,,,,
player,201411230phi,oti,McClDe00,punt_ret_yds_per_ret,4.0,,,,,
player,201411230phi,oti,McClDe00,punt_ret_td,0,,,,,
player,201411230phi,oti,McClDe00,punt_ret_long,8,,,,,
player,201411230phi,oti,GrifMi99,kick_ret,0,,,,,
player,201411230phi,oti,GrifMi99,kick_ret_yds,0,,,,,
player,201411230phi,oti,GrifMi99,kick_ret_yds_per_ret,,,,,,
player,201411230phi,oti,GrifMi99,kick_ret_td,0,,,,,
player,201411230phi,oti,GrifMi99,kick_ret_long,0,,,,,
player,201411230phi,oti,GrifMi99,punt_ret,1,,,,,
player,201411230phi,oti,GrifMi99,punt_ret_yds,5,,,,,
player,201411230phi,oti,GrifMi99,punt_ret_yds_per_ret,5.0,,,,,
player,201411230phi,oti,GrifMi99,punt_ret_td,0,,,,,
player,201411230phi,oti,GrifMi99,punt_ret_long,5,,,,,
player,201411230phi,oti,WashLe00,kick_ret,3,,,,,
player,201411230phi,oti,WashLe00,kick_ret_yds,94,,,,,
player,201411230phi,oti,WashLe00,kick_ret_yds_per_ret,31.3,,,,,
player,201411230phi,oti,WashLe00,kick_ret_td,0,,,,,
player,201411230phi,oti,WashLe00,kick_ret_long,44,,,,,
player,201411230phi,oti,WashLe00,punt_ret,0,,,,,
player,201411230phi,oti,WashLe00,punt_ret_yds,0,,,,,
player,201411230phi,oti,WashLe00,punt_ret_yds_per_ret,,,,,,
player,201411230phi,oti,WashLe00,punt_ret_td,0,,,,,
player,201411230phi,oti,WashLe00,punt_ret_long,0,,,,,
player,201411230phi,oti,AndrAn00,kick_ret,2,,,,,
player,201411230phi,oti,AndrAn00,kick_ret_yds,47,,,,,
player,201411230phi,oti,AndrAn00,kick_ret_yds_per_ret,23.5,,,,,
player,201411230phi,oti,AndrAn00,kick_ret_td,0,,,,,
player,201411230phi,oti,AndrAn00,kick_ret_long,27,,,,,
player,201411230phi,oti,AndrAn00,punt_ret,0,,,,,
player,201411230phi,oti,AndrAn00,punt_ret_yds,0,,,,,
player,201411230phi,oti,AndrAn00,punt_ret_yds_per_ret,,,,,,
player,201411230phi,oti,AndrAn00,punt_ret_td,0,,,,,
player,201411230phi,oti,AndrAn00,punt_ret_long,0,,,,,
player,201411230phi,oti,SankBi00,kick_ret,2,,,,,
player,201411230phi,oti,SankBi00,kick_ret_yds,45,,,,,
player,201411230phi,oti,SankBi00,kick_ret_yds_per_ret,22.5,,,,,
player,201411230phi,oti,SankBi00,kick_ret_td,0,,,,,
player,201411230phi,oti,SankBi00,kick_ret_long,26,,,,,
player,201411230phi,oti,SankBi00,punt_ret,0,,,,,
player,201411230phi,oti,SankBi00,punt_ret_yds,0,,,,,
player,201411230phi,oti,SankBi00,punt_ret_yds_per_ret,,,,,,
player,201411230phi,oti,SankBi00,punt_ret_td,0,,,,,
player,201411230phi,oti,SankBi00,punt_ret_long,0,,,,,
player,201411230phi,phi,SproDa00,kick_ret,0,,,,,
player,201411230phi,phi,SproDa00,kick_ret_yds,0,,,,,
player,201411230phi,phi,SproDa00,kick_ret_yds_per_ret,,,,,,
player,201411230phi,phi,SproDa00,kick_ret_td,0,,,,,
player,201411230phi,phi,SproDa00,kick_ret_long,0,,,,,
player,201411230phi,phi,SproDa00,punt_ret,6,,,,,
player,201411230phi,phi,SproDa00,punt_ret_yds,50,,,,,
player,201411230phi,phi,SproDa00,punt_ret_yds_per_ret,8.3,,,,,
player,201411230phi,phi,SproDa00,punt_ret_td,0,,,,,
player,201411230phi,phi,SproDa00,punt_ret_long,13,,,,,
player,201411230phi,phi,PolkCh00,kick_ret,2,,,,,
player,201411230phi,phi,PolkCh00,kick_ret_yds,49,,,,,
player,201411230phi,phi,PolkCh00,kick_ret_yds_per_ret,24.5,,,,,
player,201411230phi,phi,PolkCh00,kick_ret_td,0,,,,,
player,201411230phi,phi,PolkCh00,kick_ret_long,30,,,,,
player,201411230phi,phi,PolkCh00,punt_ret,0,,,,,
player,201411230phi,phi,PolkCh00,punt_ret_yds,0,,,,,
player,201411230phi,phi,PolkCh00,punt_ret_yds_per_ret,,,,,,
player,201411230phi,phi,PolkCh00,punt_ret_td,0,,,,,
player,201411230phi,phi,PolkCh00,punt_ret_long,0,,,,,
player,201411230phi,phi,HuffJo00,kick_ret,1,,,,,
player,201411230phi,phi,HuffJo00,kick_ret_yds,107,,,,,
player,201411230phi,phi,HuffJo00,kick_ret_yds_per_ret,107.0,,,,,
player,201411230phi,phi,HuffJo00,kick_ret_td,1,,,,,
player,201411230phi,phi,HuffJo00,kick_ret_long,107,,,,,
player,201411230phi,phi,HuffJo00,punt_ret,0,,,,,
player,201411230phi,phi,HuffJo00,punt_ret_yds,0,,,,,
player,201411230phi,phi,HuffJo00,punt_ret_yds_per_ret,,,,,,
player,201411230phi,phi,HuffJo00,punt_ret_td,0,,,,,
player,201411230phi,phi,HuffJo00,punt_ret_long,0,,,,,
player,201411230phi,oti,SuccRy44,xpm,3,,,,,
player,201411230phi,oti,SuccRy44,xpa,3,,,,,
player,201411230phi,oti,SuccRy44,fgm,1,,,,,
player,201411230phi,oti,SuccRy44,fga,1,,,,,
player,201411230phi,oti,SuccRy44,punt,0,,,,,
player,201411230phi,oti,SuccRy44,punt_yds,0,,,,,
player,201411230phi,oti,SuccRy44,punt_yds_per_punt,,,,,,
player,201411230phi,oti,SuccRy44,punt_long,0,,,,,
player,201411230phi,oti,KernBr20,xpm,,,,,,
player,201411230phi,oti,KernBr20,xpa,,,,,,
player,201411230phi,oti,KernBr20,fgm,,,,,,
player,201411230phi,oti,KernBr20,fga,,,,,,
player,201411230phi,oti,KernBr20,punt,6,,,,,
player,201411230phi,oti,KernBr20,punt_yds,294,,,,,
player,201411230phi,oti,KernBr20,punt_yds_per_punt,49.0,,,,,
player,201411230phi,oti,KernBr20,punt_long,57,,,,,
player,201411230phi,phi,ParkCo03,xpm,4,,,,,
player,201411230phi,phi,ParkCo03,xpa,4,,,,,
player,201411230phi,phi,ParkCo03,fgm,5,,,,,
player,201411230phi,phi,ParkCo03,fga,6,,,,,
player,201411230phi,phi,ParkCo03,punt,0,,,,,
player,201411230phi,phi,ParkCo03,punt_yds,0,,,,,
player,201411230phi,phi,ParkCo03,punt_yds_per_punt,,,,,,
player,201411230phi,phi,ParkCo03,punt_long,0,,,,,
player,201411230phi,phi,JoneDo21,xpm,,,,,,
player,201411230phi,phi,JoneDo21,xpa,,,,,,
player,201411230phi,phi,JoneDo21,fgm,,,,,,
player,201411230phi,phi,JoneDo21,fga,,,,,,
player,201411230phi,phi,JoneDo21,punt,3,,,,,
player,201411230phi,phi,JoneDo21,punt_yds,135,,,,,
player,201411230phi,phi,JoneDo21,punt_yds_per_punt,45.0,,,,,
player,201411230phi,phi,JoneDo21,punt_long,49,,,,,
player,201411230phi,phi,GardAn20,pos,T,,,,,
player,201411230phi,phi,GardAn20,offense,88,,,,,
player,201411230phi,phi,GardAn20,off_pct,100%,,,,,
player,201411230phi,phi,GardAn20,defense,0,,,,,
player,201411230phi,phi,GardAn20,def_pct,0%,,,,,
player,201411230phi,phi,GardAn20,special_teams,10,,,,,
player,201411230phi,phi,GardAn20,st_pct,26%,,,,,
player,201411230phi,phi,JohnLa01,pos,T,,,,,
player,201411230phi,phi,JohnLa01,offense,88,,,,,
player,201411230phi,phi,JohnLa01,off_pct,100%,,,,,
player,201411230phi,phi,JohnLa01,defense,0,,,,,
player,201411230phi,phi,JohnLa01,def_pct,0%,,,,,
player,201411230phi,phi,JohnLa01,special_teams,10,,,,,
player,201411230phi,phi,JohnLa01,st_pct,26%,,,,,
player,201411230phi,phi,SancMa00,pos,QB,,,,,
player,201411230phi,phi,SancMa00,offense,88,,,,,
player,201411230phi,phi,SancMa00,off_pct,100%,,,,,
player,201411230phi,phi,SancMa00,defense,0,,,,,
player,201411230phi,phi,SancMa00,def_pct,0%,,,,,
player,201411230phi,phi,SancMa00,special_teams,0,,,,,
player,201411230phi,phi,SancMa00,st_pct,0%,,,,,
player,201411230phi,phi,KelcJa00,pos,C,,,,,
player,201411230phi,phi,KelcJa00,offense,88,,,,,
player,201411230phi,phi,KelcJa00,off_pct,100%,,,,,
player,201411230phi,phi,KelcJa00,defense,0,,,,,
player,201411230phi,phi,KelcJa00,def_pct,0%,,,,,
player,201411230phi,phi,KelcJa00,special_teams,0,,,,,
player,201411230phi,phi,KelcJa00,st_pct,0%,,,,,
player,201411230phi,phi,MathEv20,pos,G,,,,,
player,201411230phi,phi,MathEv20,offense,88,,,,,
player,201411230phi,phi,MathEv20,off_pct,100%,,,,,
player,201411230phi,phi,MathEv20,defense,0,,,,,
player,201411230phi,phi,MathEv20,def_pct,0%,,,,,
player,201411230phi,phi,MathEv20,special_teams,0,,,,,
player,201411230phi,phi,MathEv20,st_pct,0%,,,,,
player,201411230phi,phi,PeteJa21,pos,T,,,,,
player,201411230phi,phi,PeteJa21,offense,85,,,,,
player,201411230phi,phi,PeteJa21,off_pct,97%,,,,,
player,201411230phi,phi,PeteJa21,defense,0,,,,,
player,201411230phi,phi,PeteJa21,def_pct,0%,,,,,
player,201411230phi,phi,PeteJa21,special_teams,0,,,,,
player,201411230phi,phi,PeteJa21,st_pct,0%,,,,,
player,201411230phi,phi,MaclJe00,pos,WR,,,,,
player,201411230phi,phi,MaclJe00,offense,78,,,,,
player,201411230phi,phi,MaclJe00,off_pct,89%,,,,,
player,201411230phi,phi,MaclJe00,defense,0,,,,,
player,201411230phi,phi,MaclJe00,def_pct,0%,,,,,
player,201411230phi,phi,MaclJe00,special_teams,0,,,,,
player,201411230phi,phi,MaclJe00,st_pct,0%,,,,,
player,201411230phi,phi,CeleBr00,pos,TE,,,,,
player,201411230phi,phi,CeleBr00,offense,68,,,,,
player,201411230phi,phi,CeleBr00,off_pct,77%,,,,,
player,201411230phi,phi,CeleBr00,defense,0,,,,,
player,201411230phi,phi,CeleBr00,def_pct,0%,,,,,
player,201411230phi,phi,CeleBr00,special_teams,6,,,,,
player,201411230phi,phi,CeleBr00,st_pct,16%,,,,,
player,201411230phi,phi,MattJo00,pos,WR,,,,,
player,201411230phi,phi,MattJo00,offense,61,,,,,
player,201411230phi,phi,MattJo00,off_pct,69%,,,,,
player,201411230phi,phi,MattJo00,defense,0,,,,,
player,201411230phi,phi,MattJo00,def_pct,0%,,,,,
player,201411230phi,phi,MattJo00,special_teams,1,,,,,
player,201411230phi,phi,MattJo00,st_pct,3%,,,,,
player,201411230phi,phi,CoopRi00,pos,WR,,,,,
player,201411230phi,phi,CoopRi00,offense,59,,,,,
player,201411230phi,phi,CoopRi00,off_pct,67%,,,,,
player,201411230phi,phi,CoopRi00,defense,0,,,,,
player,201411230phi,phi,CoopRi00,def_pct,0%,,,,,
player,201411230phi,phi,CoopRi00,special_teams,0,,,,,
player,201411230phi,phi,CoopRi00,st_pct,0%,,,,,
player,201411230phi,phi,McCoLe01,pos,RB,,,,,
player,201411230phi,phi,McCoLe01,offense,47,,,,,
player,201411230phi,phi,McCoLe01,off_pct,53%,,,,,
player,201411230phi,phi,McCoLe01,defense,0,,,,,
player,201411230phi,phi,McCoLe01,def_pct,0%,,,,,
player,201411230phi,phi,McCoLe01,special_teams,0,,,,,
player,201411230phi,phi,McCoLe01,st_pct,0%,,,,,
player,201411230phi,phi,HuffJo00,pos,WR,,,,,
player,201411230phi,phi,HuffJo00,offense,29,,,,,
player,201411230phi,phi,HuffJo00,off_pct,33%,,,,,
player,201411230phi,phi,HuffJo00,defense,0,,,,,
player,201411230phi,phi,HuffJo00,def_pct,0%,,,,,
player,201411230phi,phi,HuffJo00,special_teams,14,,,,,
player,201411230phi,phi,HuffJo00,st_pct,37%,,,,,
player,201411230phi,phi,ErtzZa00,pos,TE,,,,,
player,201411230phi,phi,ErtzZa00,offense,26,,,,,
player,201411230phi,phi,ErtzZa00,off_pct,30%,,,,,
player,201411230phi,phi,ErtzZa00,defense,0,,,,,
player,201411230phi,phi,ErtzZa00,def_pct,0%,,,,,
player,201411230phi,phi,ErtzZa00,special_teams,14,,,,,
player,201411230phi,phi,ErtzZa00,st_pct,37%,,,,,
player,201411230phi,phi,SproDa00,pos,RB,,,,,
player,201411230phi,phi,SproDa00,offense,24,,,,,
player,201411230phi,phi,SproDa00,off_pct,27%,,,,,
player,201411230phi,phi,SproDa00,defense,0,,,,,
player,201411230phi,phi,SproDa00,def_pct,0%,,,,,
player,201411230phi,phi,SproDa00,special_teams,7,,,,,
player,201411230phi,phi,SproDa00,st_pct,18%,,,,,
player,201411230phi,phi,PolkCh00,pos,RB,,,,,
player,201411230phi,phi,PolkCh00,offense,21,,,,,
player,201411230phi,phi,PolkCh00,off_pct,24%,,,,,
player,201411230phi,phi,PolkCh00,defense,0,,,,,
player,201411230phi,phi,PolkCh00,def_pct,0%,,,,,
player,201411230phi,phi,PolkCh00,special_teams,13,,,,,
player,201411230phi,phi,PolkCh00,st_pct,34%,,,,,
player,201411230phi,phi,CaseJa00,pos,TE,,,,,
player,201411230phi,phi,CaseJa00,offense,20,,,,,
player,201411230phi,phi,CaseJa00,off_pct,23%,,,,,
player,201411230phi,phi,CaseJa00,defense,0,,,,,
player,201411230phi,phi,CaseJa00,def_pct,0%,,,,,
player,201411230phi,phi,CaseJa00,special_teams,34,,,,,
player,201411230phi,phi,CaseJa00,st_pct,89%,,,,,
player,201411230phi,phi,SmitBr01,pos,WR,,,,,
player,201411230phi,phi,SmitBr01,offense,7,,,,,
player,201411230phi,phi,SmitBr01,off_pct,8%,,,,,
player,201411230phi,phi,SmitBr01,defense,0,,,,,
player,201411230phi,phi,SmitBr01,def_pct,0%,,,,,
player,201411230phi,phi,SmitBr01,special_teams,20,,,,,
player,201411230phi,phi,SmitBr01,st_pct,53%,,,,,
player,201411230phi,phi,TobiMa00,pos,T,,,,,
player,201411230phi,phi,TobiMa00,offense,3,,,,,
player,201411230phi,phi,TobiMa00,off_pct,3%,,,,,
player,201411230phi,phi,TobiMa00,defense,0,,,,,
player,201411230phi,phi,TobiMa00,def_pct,0%,,,,,
player,201411230phi,phi,TobiMa00,special_teams,10,,,,,
player,201411230phi,phi,TobiMa00,st_pct,26%,,,,,
player,201411230phi,phi,FletBr99,pos,CB,,,,,
player,201411230phi,phi,FletBr99,offense,0,,,,,
player,201411230phi,phi,FletBr99,off_pct,0%,,,,,
player,201411230phi,phi,FletBr99,defense,69,,,,,
player,201411230phi,phi,FletBr99,def_pct,100%,,,,,
player,201411230phi,phi,FletBr99,special_teams,14,,,,,
player,201411230phi,phi,FletBr99,st_pct,37%,,,,,
player,201411230phi,phi,JenkMa99,pos,FS,,,,,
player,201411230phi,phi,JenkMa99,offense,0,,,,,
player,201411230phi,phi,JenkMa99,off_pct,0%,,,,,
player,201411230phi,phi,JenkMa99,defense,64,,,,,
player,201411230phi,phi,JenkMa99,def_pct,93%,,,,,
player,201411230phi,phi,JenkMa99,special_teams,6,,,,,
player,201411230phi,phi,JenkMa99,st_pct,16%,,,,,
player,201411230phi,phi,WillCa99,pos,CB,,,,,
player,201411230phi,phi,WillCa99,offense,0,,,,,
player,201411230phi,phi,WillCa99,off_pct,0%,,,,,
player,201411230phi,phi,WillCa99,defense,61,,,,,
player,201411230phi,phi,WillCa99,def_pct,88%,,,,,
player,201411230phi,phi,WillCa99,special_teams,0,,,,,
player,201411230phi,phi,WillCa99,st_pct,0%,,,,,
player,201411230phi,phi,BarwCo99,pos,LB,,,,,
player,201411230phi,phi,BarwCo99,offense,0,,,,,
player,201411230phi,phi,BarwCo99,off_pct,0%,,,,,
player,201411230phi,phi,BarwCo99,defense,60,,,,,
player,201411230phi,phi,BarwCo99,def_pct,87%,,,,,
player,201411230phi,phi,BarwCo99,special_teams,1,,,,,
player,201411230phi,phi,BarwCo99,st_pct,3%,,,,,
player,201411230phi,phi,AlleNa99,pos,SS,,,,,
player,201411230phi,phi,AlleNa99,offense,0,,,,,
player,201411230phi,phi,AlleNa99,off_pct,0%,,,,,
player,201411230phi,phi,AlleNa99,defense,56,,,,,
player,201411230phi,phi,AlleNa99,def_pct,81%,,,,,
player,201411230phi,phi,AlleNa99,special_teams,4,,,,,
player,201411230phi,phi,AlleNa99,st_pct,11%,,,,,
player,201411230phi,phi,KendMy00,pos,LB,,,,,
player,201411230phi,phi,KendMy00,offense,0,,,,,
player,201411230phi,phi,KendMy00,off_pct,0%,,,,,
player,201411230phi,phi,KendMy00,defense,55,,,,,
player,201411230phi,phi,KendMy00,def_pct,80%,,,,,
player,201411230phi,phi,KendMy00,special_teams,0,,,,,
