game,2014,12,20141124,201411240nor,rav,"Baltimore Ravens",34,nor,"New Orleans Saints",27
player,201411240nor,rav,MoslC.00,def_int_td,0,,,,,
player,201411240nor,rav,MoslC.00,def_int_long,0,,,,,
player,201411240nor,rav,MoslC.00,pass_defended,0,,,,,
player,201411240nor,rav,MoslC.00,sacks,1.0,,,,,
player,201411240nor,rav,MoslC.00,tackles_combined,9,,,,,
player,201411240nor,rav,MoslC.00,tackles_solo,9,,,,,
player,201411240nor,rav,MoslC.00,tackles_assists,0,,,,,
player,201411240nor,rav,MoslC.00,tackles_loss,3,,,,,
player,201411240nor,rav,MoslC.00,qb_hits,2,,,,,
player,201411240nor,rav,MoslC.00,fumbles_rec,0,,,,,
player,201411240nor,rav,MoslC.00,fumbles_rec_yds,0,,,,,
player,201411240nor,rav,MoslC.00,fumbles_rec_td,0,,,,,
player,201411240nor,rav,MoslC.00,fumbles_forced,0,,,,,
player,201411240nor,rav,SuggTe99,def_int,0,,,,,
player,201411240nor,rav,SuggTe99,def_int_yds,0,,,,,
player,201411240nor,rav,SuggTe99,def_int_td,0,,,,,
player,201411240nor,rav,SuggTe99,def_int_long,0,,,,,
player,201411240nor,rav,SuggTe99,pass_defended,0,,,,,
player,201411240nor,rav,SuggTe99,sacks,1.0,,,,,
player,201411240nor,rav,SuggTe99,tackles_combined,6,,,,,
player,201411240nor,rav,SuggTe99,tackles_solo,4,,,,,
player,201411240nor,rav,SuggTe99,tackles_assists,2,,,,,
player,201411240nor,rav,SuggTe99,tackles_loss,1,,,,,
player,201411240nor,rav,SuggTe99,qb_hits,1,,,,,
player,201411240nor,rav,SuggTe99,fumbles_rec,0,,,,,
player,201411240nor,rav,SuggTe99,fumbles_rec_yds,0,,,,,
player,201411240nor,rav,SuggTe99,fumbles_rec_td,0,,,,,
player,201411240nor,rav,SuggTe99,fumbles_forced,0,,,,,
player,201411240nor,rav,LeviAn00,def_int,0,,,,,
player,201411240nor,rav,LeviAn00,def_int_yds,0,,,,,
player,201411240nor,rav,LeviAn00,def_int_td,0,,,,,
player,201411240nor,rav,LeviAn00,def_int_long,0,,,,,
player,201411240nor,rav,LeviAn00,pass_defended,1,,,,,
player,201411240nor,rav,LeviAn00,sacks,0.0,,,,,
player,201411240nor,rav,LeviAn00,tackles_combined,9,,,,,
player,201411240nor,rav,LeviAn00,tackles_solo,8,,,,,
player,201411240nor,rav,LeviAn00,tackles_assists,1,,,,,
player,201411240nor,rav,LeviAn00,tackles_loss,0,,,,,
player,201411240nor,rav,LeviAn00,qb_hits,0,,,,,
player,201411240nor,rav,LeviAn00,fumbles_rec,0,,,,,
player,201411240nor,rav,LeviAn00,fumbles_rec_yds,0,,,,,
player,201411240nor,rav,LeviAn00,fumbles_rec_td,0,,,,,
player,201411240nor,rav,LeviAn00,fumbles_forced,0,,,,,
player,201411240nor,rav,GorrDa00,def_int,0,,,,,
player,201411240nor,rav,GorrDa00,def_int_yds,0,,,,,
player,201411240nor,rav,GorrDa00,def_int_td,0,,,,,
player,201411240nor,rav,GorrDa00,def_int_long,0,,,,,
player,201411240nor,rav,GorrDa00,pass_defended,0,,,,,
player,201411240nor,rav,GorrDa00,sacks,0.0,,,,,
player,201411240nor,rav,GorrDa00,tackles_combined,8,,,,,
player,201411240nor,rav,GorrDa00,tackles_solo,8,,,,,
player,201411240nor,rav,GorrDa00,tackles_assists,0,,,,,
player,201411240nor,rav,GorrDa00,tackles_loss,0,,,,,
player,201411240nor,rav,GorrDa00,qb_hits,0,,,,,
player,201411240nor,rav,GorrDa00,fumbles_rec,0,,,,,
player,201411240nor,rav,GorrDa00,fumbles_rec_yds,0,,,,,
player,201411240nor,rav,GorrDa00,fumbles_rec_td,0,,,,,
player,201411240nor,rav,GorrDa00,fumbles_forced,0,,,,,
player,201411240nor,rav,SmitDa24,def_int,0,,,,,
player,201411240nor,rav,SmitDa24,def_int_yds,0,,,,,
player,201411240nor,rav,SmitDa24,def_int_td,0,,,,,
player,201411240nor,rav,SmitDa24,def_int_long,0,,,,,
player,201411240nor,rav,SmitDa24,pass_defended,0,,,,,
player,201411240nor,rav,SmitDa24,sacks,0.0,,,,,
player,201411240nor,rav,SmitDa24,tackles_combined,5,,,,,
player,201411240nor,rav,SmitDa24,tackles_solo,5,,,,,
player,201411240nor,rav,SmitDa24,tackles_assists,0,,,,,
player,201411240nor,rav,SmitDa24,tackles_loss,0,,,,,
player,201411240nor,rav,SmitDa24,qb_hits,0,,,,,
player,201411240nor,rav,SmitDa24,fumbles_rec,0,,,,,
player,201411240nor,rav,SmitDa24,fumbles_rec_yds,0,,,,,
player,201411240nor,rav,SmitDa24,fumbles_rec_td,0,,,,,
player,201411240nor,rav,SmitDa24,fumbles_forced,0,,,,,
player,201411240nor,rav,WebbLa99,def_int,0,,,,,
player,201411240nor,rav,WebbLa99,def_int_yds,0,,,,,
player,201411240nor,rav,WebbLa99,def_int_td,0,,,,,
player,201411240nor,rav,WebbLa99,def_int_long,0,,,,,
player,201411240nor,rav,WebbLa99,pass_defended,0,,,,,
player,201411240nor,rav,WebbLa99,sacks,0.0,,,,,
player,201411240nor,rav,WebbLa99,tackles_combined,4,,,,,
player,201411240nor,rav,WebbLa99,tackles_solo,3,,,,,
player,201411240nor,rav,WebbLa99,tackles_assists,1,,,,,
player,201411240nor,rav,WebbLa99,tackles_loss,0,,,,,
player,201411240nor,rav,WebbLa99,qb_hits,0,,,,,
player,201411240nor,rav,WebbLa99,fumbles_rec,0,,,,,
player,201411240nor,rav,WebbLa99,fumbles_rec_yds,0,,,,,
player,201411240nor,rav,WebbLa99,fumbles_rec_td,0,,,,,
player,201411240nor,rav,WebbLa99,fumbles_forced,0,,,,,
player,201411240nor,rav,WillBr02,def_int,0,,,,,
player,201411240nor,rav,WillBr02,def_int_yds,0,,,,,
player,201411240nor,rav,WillBr02,def_int_td,0,,,,,
player,201411240nor,rav,WillBr02,def_int_long,0,,,,,
player,201411240nor,rav,WillBr02,pass_defended,0,,,,,
player,201411240nor,rav,WillBr02,sacks,0.0,,,,,
player,201411240nor,rav,WillBr02,tackles_combined,4,,,,,
player,201411240nor,rav,WillBr02,tackles_solo,3,,,,,
player,201411240nor,rav,WillBr02,tackles_assists,1,,,,,
player,201411240nor,rav,WillBr02,tackles_loss,0,,,,,
player,201411240nor,rav,WillBr02,qb_hits,0,,,,,
player,201411240nor,rav,WillBr02,fumbles_rec,0,,,,,
player,201411240nor,rav,WillBr02,fumbles_rec_yds,0,,,,,
player,201411240nor,rav,WillBr02,fumbles_rec_td,0,,,,,
player,201411240nor,rav,WillBr02,fumbles_forced,1,,,,,
player,201411240nor,rav,CantCh21,def_int,0,,,,,
player,201411240nor,rav,CantCh21,def_int_yds,0,,,,,
player,201411240nor,rav,CantCh21,def_int_td,0,,,,,
player,201411240nor,rav,CantCh21,def_int_long,0,,,,,
player,201411240nor,rav,CantCh21,pass_defended,0,,,,,
player,201411240nor,rav,CantCh21,sacks,0.0,,,,,
player,201411240nor,rav,CantCh21,tackles_combined,2,,,,,
player,201411240nor,rav,CantCh21,tackles_solo,2,,,,,
player,201411240nor,rav,CantCh21,tackles_assists,0,,,,,
player,201411240nor,rav,CantCh21,tackles_loss,0,,,,,
player,201411240nor,rav,CantCh21,qb_hits,0,,,,,
player,201411240nor,rav,CantCh21,fumbles_rec,0,,,,,
player,201411240nor,rav,CantCh21,fumbles_rec_yds,0,,,,,
player,201411240nor,rav,CantCh21,fumbles_rec_td,0,,,,,
player,201411240nor,rav,CantCh21,fumbles_forced,0,,,,,
player,201411240nor,rav,UpshCo00,def_int,0,,,,,
player,201411240nor,rav,UpshCo00,def_int_yds,0,,,,,
player,201411240nor,rav,UpshCo00,def_int_td,0,,,,,
player,201411240nor,rav,UpshCo00,def_int_long,0,,,,,
player,201411240nor,rav,UpshCo00,pass_defended,0,,,,,
player,201411240nor,rav,UpshCo00,sacks,0.0,,,,,
player,201411240nor,rav,UpshCo00,tackles_combined,2,,,,,
player,201411240nor,rav,UpshCo00,tackles_solo,2,,,,,
player,201411240nor,rav,UpshCo00,tackles_assists,0,,,,,
player,201411240nor,rav,UpshCo00,tackles_loss,0,,,,,
player,201411240nor,rav,UpshCo00,qb_hits,0,,,,,
player,201411240nor,rav,UpshCo00,fumbles_rec,0,,,,,
player,201411240nor,rav,UpshCo00,fumbles_rec_yds,0,,,,,
player,201411240nor,rav,UpshCo00,fumbles_rec_td,0,,,,,
player,201411240nor,rav,UpshCo00,fumbles_forced,0,,,,,
player,201411240nor,rav,BrooTe00,def_int,0,,,,,
player,201411240nor,rav,BrooTe00,def_int_yds,0,,,,,
player,201411240nor,rav,BrooTe00,def_int_td,0,,,,,
player,201411240nor,rav,BrooTe00,def_int_long,0,,,,,
player,201411240nor,rav,BrooTe00,pass_defended,0,,,,,
player,201411240nor,rav,BrooTe00,sacks,0.0,,,,,
player,201411240nor,rav,BrooTe00,tackles_combined,1,,,,,
player,201411240nor,rav,BrooTe00,tackles_solo,1,,,,,
player,201411240nor,rav,BrooTe00,tackles_assists,0,,,,,
player,201411240nor,rav,BrooTe00,tackles_loss,0,,,,,
player,201411240nor,rav,BrooTe00,qb_hits,0,,,,,
player,201411240nor,rav,BrooTe00,fumbles_rec,0,,,,,
player,201411240nor,rav,BrooTe00,fumbles_rec_yds,0,,,,,
player,201411240nor,rav,BrooTe00,fumbles_rec_td,0,,,,,
player,201411240nor,rav,BrooTe00,fumbles_forced,0,,,,,
player,201411240nor,rav,ElamMa00,def_int,0,,,,,
player,201411240nor,rav,ElamMa00,def_int_yds,0,,,,,
player,201411240nor,rav,ElamMa00,def_int_td,0,,,,,
player,201411240nor,rav,ElamMa00,def_int_long,0,,,,,
player,201411240nor,rav,ElamMa00,pass_defended,0,,,,,
player,201411240nor,rav,ElamMa00,sacks,0.0,,,,,
player,201411240nor,rav,ElamMa00,tackles_combined,1,,,,,
player,201411240nor,rav,ElamMa00,tackles_solo,1,,,,,
player,201411240nor,rav,ElamMa00,tackles_assists,0,,,,,
player,201411240nor,rav,ElamMa00,tackles_loss,0,,,,,
player,201411240nor,rav,ElamMa00,qb_hits,0,,,,,
player,201411240nor,rav,ElamMa00,fumbles_rec,0,,,,,
player,201411240nor,rav,ElamMa00,fumbles_rec_yds,0,,,,,
player,201411240nor,rav,ElamMa00,fumbles_rec_td,0,,,,,
player,201411240nor,rav,ElamMa00,fumbles_forced,0,,,,,
player,201411240nor,rav,NgatHa20,def_int,0,,,,,
player,201411240nor,rav,NgatHa20,def_int_yds,0,,,,,
player,201411240nor,rav,NgatHa20,def_int_td,0,,,,,
player,201411240nor,rav,NgatHa20,def_int_long,0,,,,,
player,201411240nor,rav,NgatHa20,pass_defended,0,,,,,
player,201411240nor,rav,NgatHa20,sacks,0.0,,,,,
player,201411240nor,rav,NgatHa20,tackles_combined,1,,,,,
player,201411240nor,rav,NgatHa20,tackles_solo,0,,,,,
player,201411240nor,rav,NgatHa20,tackles_assists,1,,,,,
player,201411240nor,rav,NgatHa20,tackles_loss,0,,,,,
player,201411240nor,rav,NgatHa20,qb_hits,0,,,,,
player,201411240nor,rav,NgatHa20,fumbles_rec,0,,,,,
player,201411240nor,rav,NgatHa20,fumbles_rec_yds,0,,,,,
player,201411240nor,rav,NgatHa20,fumbles_rec_td,0,,,,,
player,201411240nor,rav,NgatHa20,fumbles_forced,0,,,,,
player,201411240nor,rav,OrrxZa00,def_int,0,,,,,
player,201411240nor,rav,OrrxZa00,def_int_yds,0,,,,,
player,201411240nor,rav,OrrxZa00,def_int_td,0,,,,,
player,201411240nor,rav,OrrxZa00,def_int_long,0,,,,,
player,201411240nor,rav,OrrxZa00,pass_defended,0,,,,,
player,201411240nor,rav,OrrxZa00,sacks,0.0,,,,,
player,201411240nor,rav,OrrxZa00,tackles_combined,1,,,,,
player,201411240nor,rav,OrrxZa00,tackles_solo,1,,,,,
player,201411240nor,rav,OrrxZa00,tackles_assists,0,,,,,
player,201411240nor,rav,OrrxZa00,tackles_loss,0,,,,,
player,201411240nor,rav,OrrxZa00,qb_hits,0,,,,,
player,201411240nor,rav,OrrxZa00,fumbles_rec,0,,,,,
player,201411240nor,rav,OrrxZa00,fumbles_rec_yds,0,,,,,
player,201411240nor,rav,OrrxZa00,fumbles_rec_td,0,,,,,
player,201411240nor,rav,OrrxZa00,fumbles_forced,0,,,,,
player,201411240nor,rav,StewDa00,def_int,0,,,,,
player,201411240nor,rav,StewDa00,def_int_yds,0,,,,,
player,201411240nor,rav,StewDa00,def_int_td,0,,,,,
player,201411240nor,rav,StewDa00,def_int_long,0,,,,,
player,201411240nor,rav,StewDa00,pass_defended,0,,,,,
player,201411240nor,rav,StewDa00,sacks,0.0,,,,,
player,201411240nor,rav,StewDa00,tackles_combined,1,,,,,
player,201411240nor,rav,StewDa00,tackles_solo,1,,,,,
player,201411240nor,rav,StewDa00,tackles_assists,0,,,,,
player,201411240nor,rav,StewDa00,tackles_loss,0,,,,,
player,201411240nor,rav,StewDa00,qb_hits,0,,,,,
player,201411240nor,rav,StewDa00,fumbles_rec,0,,,,,
player,201411240nor,rav,StewDa00,fumbles_rec_yds,0,,,,,
player,201411240nor,rav,StewDa00,fumbles_rec_td,0,,,,,
player,201411240nor,rav,StewDa00,fumbles_forced,0,,,,,
player,201411240nor,rav,TrawBr00,def_int,0,,,,,
player,201411240nor,rav,TrawBr00,def_int_yds,0,,,,,
player,201411240nor,rav,TrawBr00,def_int_td,0,,,,,
player,201411240nor,rav,TrawBr00,def_int_long,0,,,,,
player,201411240nor,rav,TrawBr00,pass_defended,0,,,,,
player,201411240nor,rav,TrawBr00,sacks,0.0,,,,,
player,201411240nor,rav,TrawBr00,tackles_combined,1,,,,,
player,201411240nor,rav,TrawBr00,tackles_solo,1,,,,,
player,201411240nor,rav,TrawBr00,tackles_assists,0,,,,,
player,201411240nor,rav,TrawBr00,tackles_loss,0,,,,,
player,201411240nor,rav,TrawBr00,qb_hits,0,,,,,
player,201411240nor,rav,TrawBr00,fumbles_rec,0,,,,,
player,201411240nor,rav,TrawBr00,fumbles_rec_yds,0,,,,,
player,201411240nor,rav,TrawBr00,fumbles_rec_td,0,,,,,
player,201411240nor,rav,TrawBr00,fumbles_forced,0,,,,,
player,201411240nor,rav,McPhPe00,def_int,0,,,,,
player,201411240nor,rav,McPhPe00,def_int_yds,0,,,,,
player,201411240nor,rav,McPhPe00,def_int_td,0,,,,,
player,201411240nor,rav,McPhPe00,def_int_long,0,,,,,
player,201411240nor,rav,McPhPe00,pass_defended,0,,,,,
player,201411240nor,rav,McPhPe00,sacks,0.0,,,,,
player,201411240nor,rav,McPhPe00,tackles_combined,0,,,,,
player,201411240nor,rav,McPhPe00,tackles_solo,0,,,,,
player,201411240nor,rav,McPhPe00,tackles_assists,0,,,,,
player,201411240nor,rav,McPhPe00,tackles_loss,0,,,,,
player,201411240nor,rav,McPhPe00,qb_hits,3,,,,,
player,201411240nor,rav,McPhPe00,fumbles_rec,0,,,,,
player,201411240nor,rav,McPhPe00,fumbles_rec_yds,0,,,,,
player,201411240nor,rav,McPhPe00,fumbles_rec_td,0,,,,,
player,201411240nor,rav,McPhPe00,fumbles_forced,0,,,,,
player,201411240nor,nor,GaleJu00,def_int,0,,,,,
player,201411240nor,nor,GaleJu00,def_int_yds,0,,,,,
player,201411240nor,nor,GaleJu00,def_int_td,0,,,,,
player,201411240nor,nor,GaleJu00,def_int_long,0,,,,,
player,201411240nor,nor,GaleJu00,pass_defended,1,,,,,
player,201411240nor,nor,GaleJu00,sacks,1.0,,,,,
player,201411240nor,nor,GaleJu00,tackles_combined,4,,,,,
player,201411240nor,nor,GaleJu00,tackles_solo,4,,,,,
player,201411240nor,nor,GaleJu00,tackles_assists,0,,,,,
player,201411240nor,nor,GaleJu00,tackles_loss,1,,,,,
player,201411240nor,nor,GaleJu00,qb_hits,2,,,,,
player,201411240nor,nor,GaleJu00,fumbles_rec,0,,,,,
player,201411240nor,nor,GaleJu00,fumbles_rec_yds,0,,,,,
player,201411240nor,nor,GaleJu00,fumbles_rec_td,0,,,,,
player,201411240nor,nor,GaleJu00,fumbles_forced,0,,,,,
player,201411240nor,nor,LoftCu99,def_int,0,,,,,
player,201411240nor,nor,LoftCu99,def_int_yds,0,,,,,
player,201411240nor,nor,LoftCu99,def_int_td,0,,,,,
player,201411240nor,nor,LoftCu99,def_int_long,0,,,,,
player,201411240nor,nor,LoftCu99,pass_defended,0,,,,,
player,201411240nor,nor,LoftCu99,sacks,0.0,,,,,
player,201411240nor,nor,LoftCu99,tackles_combined,7,,,,,
player,201411240nor,nor,LoftCu99,tackles_solo,6,,,,,
player,201411240nor,nor,LoftCu99,tackles_assists,1,,,,,
player,201411240nor,nor,LoftCu99,tackles_loss,1,,,,,
player,201411240nor,nor,LoftCu99,qb_hits,0,,,,,
player,201411240nor,nor,LoftCu99,fumbles_rec,0,,,,,
player,201411240nor,nor,LoftCu99,fumbles_rec_yds,0,,,,,
player,201411240nor,nor,LoftCu99,fumbles_rec_td,0,,,,,
player,201411240nor,nor,LoftCu99,fumbles_forced,0,,,,,
player,201411240nor,nor,WarrPi00,def_int,0,,,,,
player,201411240nor,nor,WarrPi00,def_int_yds,0,,,,,
player,201411240nor,nor,WarrPi00,def_int_td,0,,,,,
player,201411240nor,nor,WarrPi00,def_int_long,0,,,,,
player,201411240nor,nor,WarrPi00,pass_defended,0,,,,,
player,201411240nor,nor,WarrPi00,sacks,0.0,,,,,
player,201411240nor,nor,WarrPi00,tackles_combined,7,,,,,
player,201411240nor,nor,WarrPi00,tackles_solo,5,,,,,
player,201411240nor,nor,WarrPi00,tackles_assists,2,,,,,
player,201411240nor,nor,WarrPi00,tackles_loss,0,,,,,
player,201411240nor,nor,WarrPi00,qb_hits,0,,,,,
player,201411240nor,nor,WarrPi00,fumbles_rec,1,,,,,
player,201411240nor,nor,WarrPi00,fumbles_rec_yds,0,,,,,
player,201411240nor,nor,WarrPi00,fumbles_rec_td,0,,,,,
player,201411240nor,nor,WarrPi00,fumbles_forced,1,,,,,
player,201411240nor,nor,HawtDa20,def_int,0,,,,,
player,201411240nor,nor,HawtDa20,def_int_yds,0,,,,,
player,201411240nor,nor,HawtDa20,def_int_td,0,,,,,
player,201411240nor,nor,HawtDa20,def_int_long,0,,,,,
player,201411240nor,nor,HawtDa20,pass_defended,1,,,,,
player,201411240nor,nor,HawtDa20,sacks,0.0,,,,,
player,201411240nor,nor,HawtDa20,tackles_combined,6,,,,,
player,201411240nor,nor,HawtDa20,tackles_solo,1,,,,,
player,201411240nor,nor,HawtDa20,tackles_assists,5,,,,,
player,201411240nor,nor,HawtDa20,tackles_loss,0,,,,,
player,201411240nor,nor,HawtDa20,qb_hits,0,,,,,
player,201411240nor,nor,HawtDa20,fumbles_rec,0,,,,,
player,201411240nor,nor,HawtDa20,fumbles_rec_yds,0,,,,,
player,201411240nor,nor,HawtDa20,fumbles_rec_td,0,,,,,
player,201411240nor,nor,HawtDa20,fumbles_forced,0,,,,,
player,201411240nor,nor,RobiPa99,def_int,0,,,,,
player,201411240nor,nor,RobiPa99,def_int_yds,0,,,,,
player,201411240nor,nor,RobiPa99,def_int_td,0,,,,,
player,201411240nor,nor,RobiPa99,def_int_long,0,,,,,
player,201411240nor,nor,RobiPa99,pass_defended,1,,,,,
player,201411240nor,nor,RobiPa99,sacks,0.0,,,,,
player,201411240nor,nor,RobiPa99,tackles_combined,5,,,,,
player,201411240nor,nor,RobiPa99,tackles_solo,4,,,,,
player,201411240nor,nor,RobiPa99,tackles_assists,1,,,,,
player,201411240nor,nor,RobiPa99,tackles_loss,0,,,,,
player,201411240nor,nor,RobiPa99,qb_hits,0,,,,,
player,201411240nor,nor,RobiPa99,fumbles_rec,0,,,,,
player,201411240nor,nor,RobiPa99,fumbles_rec_yds,0,,,,,
player,201411240nor,nor,RobiPa99,fumbles_rec_td,0,,,,,
player,201411240nor,nor,RobiPa99,fumbles_forced,0,,,,,
player,201411240nor,nor,HaraPa20,def_int,0,,,,,
player,201411240nor,nor,HaraPa20,def_int_yds,0,,,,,
player,201411240nor,nor,HaraPa20,def_int_td,0,,,,,
player,201411240nor,nor,HaraPa20,def_int_long,0,,,,,
player,201411240nor,nor,HaraPa20,pass_defended,0,,,,,
player,201411240nor,nor,HaraPa20,sacks,0.0,,,,,
player,201411240nor,nor,HaraPa20,tackles_combined,4,,,,,
player,201411240nor,nor,HaraPa20,tackles_solo,2,,,,,
player,201411240nor,nor,HaraPa20,tackles_assists,2,,,,,
player,201411240nor,nor,HaraPa20,tackles_loss,0,,,,,
player,201411240nor,nor,HaraPa20,qb_hits,1,,,,,
player,201411240nor,nor,HaraPa20,fumbles_rec,0,,,,,
player,201411240nor,nor,HaraPa20,fumbles_rec_yds,0,,,,,
player,201411240nor,nor,HaraPa20,fumbles_rec_td,0,,,,,
player,201411240nor,nor,HaraPa20,fumbles_forced,0,,,,,
player,201411240nor,nor,JordCa00,def_int,0,,,,,
player,201411240nor,nor,JordCa00,def_int_yds,0,,,,,
player,201411240nor,nor,JordCa00,def_int_td,0,,,,,
player,201411240nor,nor,JordCa00,def_int_long,0,,,,,
player,201411240nor,nor,JordCa00,pass_defended,0,,,,,
player,201411240nor,nor,JordCa00,sacks,0.0,,,,,
player,201411240nor,nor,JordCa00,tackles_combined,4,,,,,
player,201411240nor,nor,JordCa00,tackles_solo,4,,,,,
player,201411240nor,nor,JordCa00,tackles_assists,0,,,,,
player,201411240nor,nor,JordCa00,tackles_loss,1,,,,,
player,201411240nor,nor,JordCa00,qb_hits,0,,,,,
player,201411240nor,nor,JordCa00,fumbles_rec,0,,,,,
player,201411240nor,nor,JordCa00,fumbles_rec_yds,0,,,,,
player,201411240nor,nor,JordCa00,fumbles_rec_td,0,,,,,
player,201411240nor,nor,JordCa00,fumbles_forced,0,,,,,
player,201411240nor,nor,VaccKe00,def_int,0,,,,,
player,201411240nor,nor,VaccKe00,def_int_yds,0,,,,,
player,201411240nor,nor,VaccKe00,def_int_td,0,,,,,
player,201411240nor,nor,VaccKe00,def_int_long,0,,,,,
player,201411240nor,nor,VaccKe00,pass_defended,0,,,,,
player,201411240nor,nor,VaccKe00,sacks,0.0,,,,,
player,201411240nor,nor,VaccKe00,tackles_combined,4,,,,,
player,201411240nor,nor,VaccKe00,tackles_solo,3,,,,,
player,201411240nor,nor,VaccKe00,tackles_assists,1,,,,,
player,201411240nor,nor,VaccKe00,tackles_loss,0,,,,,
player,201411240nor,nor,VaccKe00,qb_hits,0,,,,,
player,201411240nor,nor,VaccKe00,fumbles_rec,0,,,,,
player,201411240nor,nor,VaccKe00,fumbles_rec_yds,0,,,,,
player,201411240nor,nor,VaccKe00,fumbles_rec_td,0,,,,,
player,201411240nor,nor,VaccKe00,fumbles_forced,0,,,,,
player,201411240nor,nor,HickAk00,def_int,0,,,,,
player,201411240nor,nor,HickAk00,def_int_yds,0,,,,,
player,201411240nor,nor,HickAk00,def_int_td,0,,,,,
player,201411240nor,nor,HickAk00,def_int_long,0,,,,,
player,201411240nor,nor,HickAk00,pass_defended,0,,,,,
player,201411240nor,nor,HickAk00,sacks,0.0,,,,,
player,201411240nor,nor,HickAk00,tackles_combined,3,,,,,
player,201411240nor,nor,HickAk00,tackles_solo,2,,,,,
player,201411240nor,nor,HickAk00,tackles_assists,1,,,,,
player,201411240nor,nor,HickAk00,tackles_loss,1,,,,,
player,201411240nor,nor,HickAk00,qb_hits,0,,,,,
player,201411240nor,nor,HickAk00,fumbles_rec,0,,,,,
player,201411240nor,nor,HickAk00,fumbles_rec_yds,0,,,,,
player,201411240nor,nor,HickAk00,fumbles_rec_td,0,,,,,
player,201411240nor,nor,HickAk00,fumbles_forced,0,,,,,
player,201411240nor,nor,JenkJo00,def_int,0,,,,,
player,201411240nor,nor,JenkJo00,def_int_yds,0,,,,,
player,201411240nor,nor,JenkJo00,def_int_td,0,,,,,
player,201411240nor,nor,JenkJo00,def_int_long,0,,,,,
player,201411240nor,nor,JenkJo00,pass_defended,0,,,,,
player,201411240nor,nor,JenkJo00,sacks,0.0,,,,,
player,201411240nor,nor,JenkJo00,tackles_combined,3,,,,,
player,201411240nor,nor,JenkJo00,tackles_solo,1,,,,,
player,201411240nor,nor,JenkJo00,tackles_assists,2,,,,,
player,201411240nor,nor,JenkJo00,tackles_loss,1,,,,,
player,201411240nor,nor,JenkJo00,qb_hits,0,,,,,
player,201411240nor,nor,JenkJo00,fumbles_rec,0,,,,,
player,201411240nor,nor,JenkJo00,fumbles_rec_yds,0,,,,,
player,201411240nor,nor,JenkJo00,fumbles_rec_td,0,,,,,
player,201411240nor,nor,JenkJo00,fumbles_forced,0,,,,,
player,201411240nor,nor,LewiKe96,def_int,0,,,,,
player,201411240nor,nor,LewiKe96,def_int_yds,0,,,,,
player,201411240nor,nor,LewiKe96,def_int_td,0,,,,,
player,201411240nor,nor,LewiKe96,def_int_long,0,,,,,
player,201411240nor,nor,LewiKe96,pass_defended,0,,,,,
player,201411240nor,nor,LewiKe96,sacks,0.0,,,,,
player,201411240nor,nor,LewiKe96,tackles_combined,3,,,,,
player,201411240nor,nor,LewiKe96,tackles_solo,3,,,,,
player,201411240nor,nor,LewiKe96,tackles_assists,0,,,,,
player,201411240nor,nor,LewiKe96,tackles_loss,0,,,,,
player,201411240nor,nor,LewiKe96,qb_hits,0,,,,,
player,201411240nor,nor,LewiKe96,fumbles_rec,0,,,,,
player,201411240nor,nor,LewiKe96,fumbles_rec_yds,0,,,,,
player,201411240nor,nor,LewiKe96,fumbles_rec_td,0,,,,,
player,201411240nor,nor,LewiKe96,fumbles_forced,0,,,,,
player,201411240nor,nor,EdebKa00,def_int,0,,,,,
player,201411240nor,nor,EdebKa00,def_int_yds,0,,,,,
player,201411240nor,nor,EdebKa00,def_int_td,0,,,,,
player,201411240nor,nor,EdebKa00,def_int_long,0,,,,,
player,201411240nor,nor,EdebKa00,pass_defended,0,,,,,
player,201411240nor,nor,EdebKa00,sacks,0.0,,,,,
player,201411240nor,nor,EdebKa00,tackles_combined,2,,,,,
player,201411240nor,nor,EdebKa00,tackles_solo,2,,,,,
player,201411240nor,nor,EdebKa00,tackles_assists,0,,,,,
player,201411240nor,nor,EdebKa00,tackles_loss,0,,,,,
player,201411240nor,nor,EdebKa00,qb_hits,0,,,,,
player,201411240nor,nor,EdebKa00,fumbles_rec,0,,,,,
player,201411240nor,nor,EdebKa00,fumbles_rec_yds,0,,,,,
player,201411240nor,nor,EdebKa00,fumbles_rec_td,0,,,,,
player,201411240nor,nor,EdebKa00,fumbles_forced,0,,,,,
player,201411240nor,nor,BallMa00,def_int,0,,,,,
player,201411240nor,nor,BallMa00,def_int_yds,0,,,,,
player,201411240nor,nor,BallMa00,def_int_td,0,,,,,
player,201411240nor,nor,BallMa00,def_int_long,0,,,,,
player,201411240nor,nor,BallMa00,pass_defended,0,,,,,
player,201411240nor,nor,BallMa00,sacks,0.0,,,,,
player,201411240nor,nor,BallMa00,tackles_combined,1,,,,,
player,201411240nor,nor,BallMa00,tackles_solo,1,,,,,
player,201411240nor,nor,BallMa00,tackles_assists,0,,,,,
player,201411240nor,nor,BallMa00,tackles_loss,1,,,,,
player,201411240nor,nor,BallMa00,qb_hits,0,,,,,
player,201411240nor,nor,BallMa00,fumbles_rec,0,,,,,
player,201411240nor,nor,BallMa00,fumbles_rec_yds,0,,,,,
player,201411240nor,nor,BallMa00,fumbles_rec_td,0,,,,,
player,201411240nor,nor,BallMa00,fumbles_forced,0,,,,,
player,201411240nor,nor,BunkBr20,def_int,0,,,,,
player,201411240nor,nor,BunkBr20,def_int_yds,0,,,,,
player,201411240nor,nor,BunkBr20,def_int_td,0,,,,,
player,201411240nor,nor,BunkBr20,def_int_long,0,,,,,
