game,2014,16,20141221,201412210car,cle,"Cleveland Browns",13,car,"Carolina Panthers",17
player,201412210car,cle,BadeJo00,fumbles_rec_yds,0,,,,,
player,201412210car,cle,BadeJo00,fumbles_rec_td,0,,,,,
player,201412210car,cle,BadeJo00,fumbles_forced,0,,,,,
player,201412210car,cle,BryaDe00,def_int,0,,,,,
player,201412210car,cle,BryaDe00,def_int_yds,0,,,,,
player,201412210car,cle,BryaDe00,def_int_td,0,,,,,
player,201412210car,cle,BryaDe00,def_int_long,0,,,,,
player,201412210car,cle,BryaDe00,pass_defended,0,,,,,
player,201412210car,cle,BryaDe00,sacks,0.0,,,,,
player,201412210car,cle,BryaDe00,tackles_combined,2,,,,,
player,201412210car,cle,BryaDe00,tackles_solo,1,,,,,
player,201412210car,cle,BryaDe00,tackles_assists,1,,,,,
player,201412210car,cle,BryaDe00,tackles_loss,0,,,,,
player,201412210car,cle,BryaDe00,qb_hits,0,,,,,
player,201412210car,cle,BryaDe00,fumbles_rec,0,,,,,
player,201412210car,cle,BryaDe00,fumbles_rec_yds,0,,,,,
player,201412210car,cle,BryaDe00,fumbles_rec_td,0,,,,,
player,201412210car,cle,BryaDe00,fumbles_forced,0,,,,,
player,201412210car,cle,MartEr02,def_int,0,,,,,
player,201412210car,cle,MartEr02,def_int_yds,0,,,,,
player,201412210car,cle,MartEr02,def_int_td,0,,,,,
player,201412210car,cle,MartEr02,def_int_long,0,,,,,
player,201412210car,cle,MartEr02,pass_defended,0,,,,,
player,201412210car,cle,MartEr02,sacks,0.0,,,,,
player,201412210car,cle,MartEr02,tackles_combined,2,,,,,
player,201412210car,cle,MartEr02,tackles_solo,0,,,,,
player,201412210car,cle,MartEr02,tackles_assists,2,,,,,
player,201412210car,cle,MartEr02,tackles_loss,0,,,,,
player,201412210car,cle,MartEr02,qb_hits,0,,,,,
player,201412210car,cle,MartEr02,fumbles_rec,0,,,,,
player,201412210car,cle,MartEr02,fumbles_rec_yds,0,,,,,
player,201412210car,cle,MartEr02,fumbles_rec_td,0,,,,,
player,201412210car,cle,MartEr02,fumbles_forced,0,,,,,
player,201412210car,cle,MingBa00,def_int,0,,,,,
player,201412210car,cle,MingBa00,def_int_yds,0,,,,,
player,201412210car,cle,MingBa00,def_int_td,0,,,,,
player,201412210car,cle,MingBa00,def_int_long,0,,,,,
player,201412210car,cle,MingBa00,pass_defended,0,,,,,
player,201412210car,cle,MingBa00,sacks,0.0,,,,,
player,201412210car,cle,MingBa00,tackles_combined,2,,,,,
player,201412210car,cle,MingBa00,tackles_solo,1,,,,,
player,201412210car,cle,MingBa00,tackles_assists,1,,,,,
player,201412210car,cle,MingBa00,tackles_loss,0,,,,,
player,201412210car,cle,MingBa00,qb_hits,0,,,,,
player,201412210car,cle,MingBa00,fumbles_rec,0,,,,,
player,201412210car,cle,MingBa00,fumbles_rec_yds,0,,,,,
player,201412210car,cle,MingBa00,fumbles_rec_td,0,,,,,
player,201412210car,cle,MingBa00,fumbles_forced,0,,,,,
player,201412210car,cle,PoyeJo00,def_int,0,,,,,
player,201412210car,cle,PoyeJo00,def_int_yds,0,,,,,
player,201412210car,cle,PoyeJo00,def_int_td,0,,,,,
player,201412210car,cle,PoyeJo00,def_int_long,0,,,,,
player,201412210car,cle,PoyeJo00,pass_defended,0,,,,,
player,201412210car,cle,PoyeJo00,sacks,0.0,,,,,
player,201412210car,cle,PoyeJo00,tackles_combined,2,,,,,
player,201412210car,cle,PoyeJo00,tackles_solo,1,,,,,
player,201412210car,cle,PoyeJo00,tackles_assists,1,,,,,
player,201412210car,cle,PoyeJo00,tackles_loss,0,,,,,
player,201412210car,cle,PoyeJo00,qb_hits,0,,,,,
player,201412210car,cle,PoyeJo00,fumbles_rec,0,,,,,
player,201412210car,cle,PoyeJo00,fumbles_rec_yds,0,,,,,
player,201412210car,cle,PoyeJo00,fumbles_rec_td,0,,,,,
player,201412210car,cle,PoyeJo00,fumbles_forced,0,,,,,
player,201412210car,cle,SheaJa00,def_int,0,,,,,
player,201412210car,cle,SheaJa00,def_int_yds,0,,,,,
player,201412210car,cle,SheaJa00,def_int_td,0,,,,,
player,201412210car,cle,SheaJa00,def_int_long,0,,,,,
player,201412210car,cle,SheaJa00,pass_defended,0,,,,,
player,201412210car,cle,SheaJa00,sacks,0.0,,,,,
player,201412210car,cle,SheaJa00,tackles_combined,2,,,,,
player,201412210car,cle,SheaJa00,tackles_solo,2,,,,,
player,201412210car,cle,SheaJa00,tackles_assists,0,,,,,
player,201412210car,cle,SheaJa00,tackles_loss,0,,,,,
player,201412210car,cle,SheaJa00,qb_hits,0,,,,,
player,201412210car,cle,SheaJa00,fumbles_rec,0,,,,,
player,201412210car,cle,SheaJa00,fumbles_rec_yds,0,,,,,
player,201412210car,cle,SheaJa00,fumbles_rec_td,0,,,,,
player,201412210car,cle,SheaJa00,fumbles_forced,0,,,,,
player,201412210car,cle,SkriBu00,def_int,0,,,,,
player,201412210car,cle,SkriBu00,def_int_yds,0,,,,,
player,201412210car,cle,SkriBu00,def_int_td,0,,,,,
player,201412210car,cle,SkriBu00,def_int_long,0,,,,,
player,201412210car,cle,SkriBu00,pass_defended,0,,,,,
player,201412210car,cle,SkriBu00,sacks,0.0,,,,,
player,201412210car,cle,SkriBu00,tackles_combined,2,,,,,
player,201412210car,cle,SkriBu00,tackles_solo,2,,,,,
player,201412210car,cle,SkriBu00,tackles_assists,0,,,,,
player,201412210car,cle,SkriBu00,tackles_loss,0,,,,,
player,201412210car,cle,SkriBu00,qb_hits,0,,,,,
player,201412210car,cle,SkriBu00,fumbles_rec,0,,,,,
player,201412210car,cle,SkriBu00,fumbles_rec_yds,0,,,,,
player,201412210car,cle,SkriBu00,fumbles_rec_td,0,,,,,
player,201412210car,cle,SkriBu00,fumbles_forced,0,,,,,
player,201412210car,cle,MoorMa02,def_int,0,,,,,
player,201412210car,cle,MoorMa02,def_int_yds,0,,,,,
player,201412210car,cle,MoorMa02,def_int_td,0,,,,,
player,201412210car,cle,MoorMa02,def_int_long,0,,,,,
player,201412210car,cle,MoorMa02,pass_defended,0,,,,,
player,201412210car,cle,MoorMa02,sacks,0.0,,,,,
player,201412210car,cle,MoorMa02,tackles_combined,1,,,,,
player,201412210car,cle,MoorMa02,tackles_solo,1,,,,,
player,201412210car,cle,MoorMa02,tackles_assists,0,,,,,
player,201412210car,cle,MoorMa02,tackles_loss,0,,,,,
player,201412210car,cle,MoorMa02,qb_hits,0,,,,,
player,201412210car,cle,MoorMa02,fumbles_rec,0,,,,,
player,201412210car,cle,MoorMa02,fumbles_rec_yds,0,,,,,
player,201412210car,cle,MoorMa02,fumbles_rec_td,0,,,,,
player,201412210car,cle,MoorMa02,fumbles_forced,0,,,,,
player,201412210car,cle,RubiAh99,def_int,0,,,,,
player,201412210car,cle,RubiAh99,def_int_yds,0,,,,,
player,201412210car,cle,RubiAh99,def_int_td,0,,,,,
player,201412210car,cle,RubiAh99,def_int_long,0,,,,,
player,201412210car,cle,RubiAh99,pass_defended,0,,,,,
player,201412210car,cle,RubiAh99,sacks,0.0,,,,,
player,201412210car,cle,RubiAh99,tackles_combined,1,,,,,
player,201412210car,cle,RubiAh99,tackles_solo,1,,,,,
player,201412210car,cle,RubiAh99,tackles_assists,0,,,,,
player,201412210car,cle,RubiAh99,tackles_loss,0,,,,,
player,201412210car,cle,RubiAh99,qb_hits,0,,,,,
player,201412210car,cle,RubiAh99,fumbles_rec,0,,,,,
player,201412210car,cle,RubiAh99,fumbles_rec_yds,0,,,,,
player,201412210car,cle,RubiAh99,fumbles_rec_td,0,,,,,
player,201412210car,cle,RubiAh99,fumbles_forced,0,,,,,
player,201412210car,car,NormJo01,def_int,1,,,,,
player,201412210car,car,NormJo01,def_int_yds,33,,,,,
player,201412210car,car,NormJo01,def_int_td,0,,,,,
player,201412210car,car,NormJo01,def_int_long,33,,,,,
player,201412210car,car,NormJo01,pass_defended,1,,,,,
player,201412210car,car,NormJo01,sacks,0.0,,,,,
player,201412210car,car,NormJo01,tackles_combined,5,,,,,
player,201412210car,car,NormJo01,tackles_solo,4,,,,,
player,201412210car,car,NormJo01,tackles_assists,1,,,,,
player,201412210car,car,NormJo01,tackles_loss,0,,,,,
player,201412210car,car,NormJo01,qb_hits,0,,,,,
player,201412210car,car,NormJo01,fumbles_rec,0,,,,,
player,201412210car,car,NormJo01,fumbles_rec_yds,0,,,,,
player,201412210car,car,NormJo01,fumbles_rec_td,0,,,,,
player,201412210car,car,NormJo01,fumbles_forced,0,,,,,
player,201412210car,car,ShorKa00,def_int,0,,,,,
player,201412210car,car,ShorKa00,def_int_yds,0,,,,,
player,201412210car,car,ShorKa00,def_int_td,0,,,,,
player,201412210car,car,ShorKa00,def_int_long,0,,,,,
player,201412210car,car,ShorKa00,pass_defended,0,,,,,
player,201412210car,car,ShorKa00,sacks,1.0,,,,,
player,201412210car,car,ShorKa00,tackles_combined,3,,,,,
player,201412210car,car,ShorKa00,tackles_solo,3,,,,,
player,201412210car,car,ShorKa00,tackles_assists,0,,,,,
player,201412210car,car,ShorKa00,tackles_loss,2,,,,,
player,201412210car,car,ShorKa00,qb_hits,1,,,,,
player,201412210car,car,ShorKa00,fumbles_rec,0,,,,,
player,201412210car,car,ShorKa00,fumbles_rec_yds,0,,,,,
player,201412210car,car,ShorKa00,fumbles_rec_td,0,,,,,
player,201412210car,car,ShorKa00,fumbles_forced,0,,,,,
player,201412210car,car,JohnCh98,def_int,0,,,,,
player,201412210car,car,JohnCh98,def_int_yds,0,,,,,
player,201412210car,car,JohnCh98,def_int_td,0,,,,,
player,201412210car,car,JohnCh98,def_int_long,0,,,,,
player,201412210car,car,JohnCh98,pass_defended,1,,,,,
player,201412210car,car,JohnCh98,sacks,1.0,,,,,
player,201412210car,car,JohnCh98,tackles_combined,2,,,,,
player,201412210car,car,JohnCh98,tackles_solo,2,,,,,
player,201412210car,car,JohnCh98,tackles_assists,0,,,,,
player,201412210car,car,JohnCh98,tackles_loss,1,,,,,
player,201412210car,car,JohnCh98,qb_hits,1,,,,,
player,201412210car,car,JohnCh98,fumbles_rec,0,,,,,
player,201412210car,car,JohnCh98,fumbles_rec_yds,0,,,,,
player,201412210car,car,JohnCh98,fumbles_rec_td,0,,,,,
player,201412210car,car,JohnCh98,fumbles_forced,0,,,,,
player,201412210car,car,EalyKo00,def_int,0,,,,,
player,201412210car,car,EalyKo00,def_int_yds,0,,,,,
player,201412210car,car,EalyKo00,def_int_td,0,,,,,
player,201412210car,car,EalyKo00,def_int_long,0,,,,,
player,201412210car,car,EalyKo00,pass_defended,0,,,,,
player,201412210car,car,EalyKo00,sacks,1.0,,,,,
player,201412210car,car,EalyKo00,tackles_combined,1,,,,,
player,201412210car,car,EalyKo00,tackles_solo,1,,,,,
player,201412210car,car,EalyKo00,tackles_assists,0,,,,,
player,201412210car,car,EalyKo00,tackles_loss,1,,,,,
player,201412210car,car,EalyKo00,qb_hits,1,,,,,
player,201412210car,car,EalyKo00,fumbles_rec,0,,,,,
player,201412210car,car,EalyKo00,fumbles_rec_yds,0,,,,,
player,201412210car,car,EalyKo00,fumbles_rec_td,0,,,,,
player,201412210car,car,EalyKo00,fumbles_forced,0,,,,,
player,201412210car,car,KuecLu00,def_int,0,,,,,
player,201412210car,car,KuecLu00,def_int_yds,0,,,,,
player,201412210car,car,KuecLu00,def_int_td,0,,,,,
player,201412210car,car,KuecLu00,def_int_long,0,,,,,
player,201412210car,car,KuecLu00,pass_defended,0,,,,,
player,201412210car,car,KuecLu00,sacks,0.0,,,,,
player,201412210car,car,KuecLu00,tackles_combined,7,,,,,
player,201412210car,car,KuecLu00,tackles_solo,5,,,,,
player,201412210car,car,KuecLu00,tackles_assists,2,,,,,
player,201412210car,car,KuecLu00,tackles_loss,0,,,,,
player,201412210car,car,KuecLu00,qb_hits,0,,,,,
player,201412210car,car,KuecLu00,fumbles_rec,0,,,,,
player,201412210car,car,KuecLu00,fumbles_rec_yds,0,,,,,
player,201412210car,car,KuecLu00,fumbles_rec_td,0,,,,,
player,201412210car,car,KuecLu00,fumbles_forced,0,,,,,
player,201412210car,car,GlanAd00,def_int,0,,,,,
player,201412210car,car,GlanAd00,def_int_yds,0,,,,,
player,201412210car,car,GlanAd00,def_int_td,0,,,,,
player,201412210car,car,GlanAd00,def_int_long,0,,,,,
player,201412210car,car,GlanAd00,pass_defended,0,,,,,
player,201412210car,car,GlanAd00,sacks,0.0,,,,,
player,201412210car,car,GlanAd00,tackles_combined,6,,,,,
player,201412210car,car,GlanAd00,tackles_solo,3,,,,,
player,201412210car,car,GlanAd00,tackles_assists,3,,,,,
player,201412210car,car,GlanAd00,tackles_loss,,,,,,
player,201412210car,car,GlanAd00,qb_hits,,,,,,
player,201412210car,car,GlanAd00,fumbles_rec,0,,,,,
player,201412210car,car,GlanAd00,fumbles_rec_yds,0,,,,,
player,201412210car,car,GlanAd00,fumbles_rec_td,0,,,,,
player,201412210car,car,GlanAd00,fumbles_forced,0,,,,,
player,201412210car,car,HarpRo21,def_int,0,,,,,
player,201412210car,car,HarpRo21,def_int_yds,0,,,,,
player,201412210car,car,HarpRo21,def_int_td,0,,,,,
player,201412210car,car,HarpRo21,def_int_long,0,,,,,
player,201412210car,car,HarpRo21,pass_defended,1,,,,,
player,201412210car,car,HarpRo21,sacks,0.0,,,,,
player,201412210car,car,HarpRo21,tackles_combined,4,,,,,
player,201412210car,car,HarpRo21,tackles_solo,1,,,,,
player,201412210car,car,HarpRo21,tackles_assists,3,,,,,
player,201412210car,car,HarpRo21,tackles_loss,0,,,,,
player,201412210car,car,HarpRo21,qb_hits,0,,,,,
player,201412210car,car,HarpRo21,fumbles_rec,0,,,,,
player,201412210car,car,HarpRo21,fumbles_rec_yds,0,,,,,
player,201412210car,car,HarpRo21,fumbles_rec_td,0,,,,,
player,201412210car,car,HarpRo21,fumbles_forced,0,,,,,
player,201412210car,car,BenwBe00,def_int,0,,,,,
player,201412210car,car,BenwBe00,def_int_yds,0,,,,,
player,201412210car,car,BenwBe00,def_int_td,0,,,,,
player,201412210car,car,BenwBe00,def_int_long,0,,,,,
player,201412210car,car,BenwBe00,pass_defended,1,,,,,
player,201412210car,car,BenwBe00,sacks,0.0,,,,,
player,201412210car,car,BenwBe00,tackles_combined,3,,,,,
player,201412210car,car,BenwBe00,tackles_solo,2,,,,,
player,201412210car,car,BenwBe00,tackles_assists,1,,,,,
player,201412210car,car,BenwBe00,tackles_loss,0,,,,,
player,201412210car,car,BenwBe00,qb_hits,0,,,,,
player,201412210car,car,BenwBe00,fumbles_rec,0,,,,,
player,201412210car,car,BenwBe00,fumbles_rec_yds,0,,,,,
player,201412210car,car,BenwBe00,fumbles_rec_td,0,,,,,
player,201412210car,car,BenwBe00,fumbles_forced,0,,,,,
player,201412210car,car,JoneCo01,def_int,0,,,,,
player,201412210car,car,JoneCo01,def_int_yds,0,,,,,
player,201412210car,car,JoneCo01,def_int_td,0,,,,,
player,201412210car,car,JoneCo01,def_int_long,0,,,,,
player,201412210car,car,JoneCo01,pass_defended,0,,,,,
player,201412210car,car,JoneCo01,sacks,0.0,,,,,
player,201412210car,car,JoneCo01,tackles_combined,3,,,,,
player,201412210car,car,JoneCo01,tackles_solo,2,,,,,
player,201412210car,car,JoneCo01,tackles_assists,1,,,,,
player,201412210car,car,JoneCo01,tackles_loss,0,,,,,
player,201412210car,car,JoneCo01,qb_hits,0,,,,,
player,201412210car,car,JoneCo01,fumbles_rec,0,,,,,
player,201412210car,car,JoneCo01,fumbles_rec_yds,0,,,,,
player,201412210car,car,JoneCo01,fumbles_rec_td,0,,,,,
player,201412210car,car,JoneCo01,fumbles_forced,0,,,,,
player,201412210car,car,ColeCo20,def_int,0,,,,,
player,201412210car,car,ColeCo20,def_int_yds,0,,,,,
player,201412210car,car,ColeCo20,def_int_td,0,,,,,
player,201412210car,car,ColeCo20,def_int_long,0,,,,,
player,201412210car,car,ColeCo20,pass_defended,0,,,,,
player,201412210car,car,ColeCo20,sacks,0.0,,,,,
player,201412210car,car,ColeCo20,tackles_combined,2,,,,,
player,201412210car,car,ColeCo20,tackles_solo,2,,,,,
player,201412210car,car,ColeCo20,tackles_assists,0,,,,,
player,201412210car,car,ColeCo20,tackles_loss,1,,,,,
player,201412210car,car,ColeCo20,qb_hits,0,,,,,
player,201412210car,car,ColeCo20,fumbles_rec,0,,,,,
player,201412210car,car,ColeCo20,fumbles_rec_yds,0,,,,,
player,201412210car,car,ColeCo20,fumbles_rec_td,0,,,,,
player,201412210car,car,ColeCo20,fumbles_forced,0,,,,,
player,201412210car,car,DaviTh20,def_int,0,,,,,
player,201412210car,car,DaviTh20,def_int_yds,0,,,,,
player,201412210car,car,DaviTh20,def_int_td,0,,,,,
player,201412210car,car,DaviTh20,def_int_long,0,,,,,
player,201412210car,car,DaviTh20,pass_defended,0,,,,,
player,201412210car,car,DaviTh20,sacks,0.0,,,,,
player,201412210car,car,DaviTh20,tackles_combined,2,,,,,
player,201412210car,car,DaviTh20,tackles_solo,2,,,,,
player,201412210car,car,DaviTh20,tackles_assists,0,,,,,
player,201412210car,car,DaviTh20,tackles_loss,1,,,,,
player,201412210car,car,DaviTh20,qb_hits,0,,,,,
player,201412210car,car,DaviTh20,fumbles_rec,0,,,,,
player,201412210car,car,DaviTh20,fumbles_rec_yds,0,,,,,
player,201412210car,car,DaviTh20,fumbles_rec_td,0,,,,,
player,201412210car,car,DaviTh20,fumbles_forced,0,,,,,
player,201412210car,car,EdwaDw20,def_int,0,,,,,
player,201412210car,car,EdwaDw20,def_int_yds,0,,,,,
player,201412210car,car,EdwaDw20,def_int_td,0,,,,,
player,201412210car,car,EdwaDw20,def_int_long,0,,,,,
player,201412210car,car,EdwaDw20,pass_defended,0,,,,,
player,201412210car,car,EdwaDw20,sacks,0.0,,,,,
player,201412210car,car,EdwaDw20,tackles_combined,2,,,,,
player,201412210car,car,EdwaDw20,tackles_solo,2,,,,,
player,201412210car,car,EdwaDw20,tackles_assists,0,,,,,
player,201412210car,car,EdwaDw20,tackles_loss,0,,,,,
player,201412210car,car,EdwaDw20,qb_hits,1,,,,,
player,201412210car,car,EdwaDw20,fumbles_rec,0,,,,,
player,201412210car,car,EdwaDw20,fumbles_rec_yds,0,,,,,
player,201412210car,car,EdwaDw20,fumbles_rec_td,0,,,,,
player,201412210car,car,EdwaDw20,fumbles_forced,0,,,,,
player,201412210car,car,BostTr00,def_int,0,,,,,
player,201412210car,car,BostTr00,def_int_yds,0,,,,,
player,201412210car,car,BostTr00,def_int_td,0,,,,,
player,201412210car,car,BostTr00,def_int_long,0,,,,,
player,201412210car,car,BostTr00,pass_defended,0,,,,,
player,201412210car,car,BostTr00,sacks,0.0,,,,,
player,201412210car,car,BostTr00,tackles_combined,1,,,,,
player,201412210car,car,BostTr00,tackles_solo,0,,,,,
player,201412210car,car,BostTr00,tackles_assists,1,,,,,
player,201412210car,car,BostTr00,tackles_loss,0,,,,,
player,201412210car,car,BostTr00,qb_hits,0,,,,,
player,201412210car,car,BostTr00,fumbles_rec,0,,,,,
player,201412210car,car,BostTr00,fumbles_rec_yds,0,,,,,
player,201412210car,car,BostTr00,fumbles_rec_td,0,,,,,
player,201412210car,car,BostTr00,fumbles_forced,0,,,,,
player,201412210car,car,LotuSt00,def_int,0,,,,,
player,201412210car,car,LotuSt00,def_int_yds,0,,,,,
player,201412210car,car,LotuSt00,def_int_td,0,,,,,
player,201412210car,car,LotuSt00,def_int_long,0,,,,,
player,201412210car,car,LotuSt00,pass_defended,0,,,,,
player,201412210car,car,LotuSt00,sacks,0.0,,,,,
player,201412210car,car,LotuSt00,tackles_combined,1,,,,,
player,201412210car,car,LotuSt00,tackles_solo,1,,,,,
player,201412210car,car,LotuSt00,tackles_assists,0,,,,,
player,201412210car,car,LotuSt00,tackles_loss,0,,,,,
player,201412210car,car,LotuSt00,qb_hits,0,,,,,
player,201412210car,car,LotuSt00,fumbles_rec,0,,,,,
player,201412210car,car,LotuSt00,fumbles_rec_yds,0,,,,,
player,201412210car,car,LotuSt00,fumbles_rec_td,0,,,,,
player,201412210car,car,LotuSt00,fumbles_forced,0,,,,,
player,201412210car,car,PresDe00,def_int,0,,,,,
player,201412210car,car,PresDe00,def_int_yds,0,,,,,
player,201412210car,car,PresDe00,def_int_td,0,,,,,
player,201412210car,car,PresDe00,def_int_long,0,,,,,
player,201412210car,car,PresDe00,pass_defended,0,,,,,
player,201412210car,car,PresDe00,sacks,0.0,,,,,
player,201412210car,car,PresDe00,tackles_combined,1,,,,,
player,201412210car,car,PresDe00,tackles_solo,1,,,,,
player,201412210car,car,PresDe00,tackles_assists,0,,,,,
player,201412210car,car,PresDe00,tackles_loss,0,,,,,
player,201412210car,car,PresDe00,qb_hits,0,,,,,
player,201412210car,car,PresDe00,fumbles_rec,0,,,,,
player,201412210car,car,PresDe00,fumbles_rec_yds,0,,,,,
player,201412210car,car,PresDe00,fumbles_rec_td,0,,,,,
player,201412210car,car,PresDe00,fumbles_forced,0,,,,,
player,201412210car,car,WhitFo00,def_int,0,,,,,
player,201412210car,car,WhitFo00,def_int_yds,0,,,,,
player,201412210car,car,WhitFo00,def_int_td,0,,,,,
player,201412210car,car,WhitFo00,def_int_long,0,,,,,
player,201412210car,car,WhitFo00,pass_defended,0,,,,,
player,201412210car,car,WhitFo00,sacks,0.0,,,,,
player,201412210car,car,WhitFo00,tackles_combined,1,,,,,
player,201412210car,car,WhitFo00,tackles_solo,1,,,,,
player,201412210car,car,WhitFo00,tackles_assists,0,,,,,
player,201412210car,car,WhitFo00,tackles_loss,0,,,,,
player,201412210car,car,WhitFo00,qb_hits,0,,,,,
player,201412210car,car,WhitFo00,fumbles_rec,0,,,,,
player,201412210car,car,WhitFo00,fumbles_rec_yds,0,,,,,
player,201412210car,car,WhitFo00,fumbles_rec_td,0,,,,,
player,201412210car,car,WhitFo00,fumbles_forced,0,,,,,
player,201412210car,car,DockJa00,def_int,,,,,,
player,201412210car,car,DockJa00,def_int_yds,,,,,,
player,201412210car,car,DockJa00,def_int_td,,,,,,
player,201412210car,car,DockJa00,def_int_long,,,,,,
player,201412210car,car,DockJa00,pass_defended,,,,,,
player,201412210car,car,DockJa00,sacks,0.0,,,,,
player,201412210car,car,DockJa00,tackles_combined,,,,,,
player,201412210car,car,DockJa00,tackles_solo,,,,,,
player,201412210car,car,DockJa00,tackles_assists,,,,,,
player,201412210car,car,DockJa00,tackles_loss,1,,,,,
player,201412210car,car,DockJa00,qb_hits,1,,,,,
player,201412210car,car,DockJa00,fumbles_rec,,,,,,
player,201412210car,car,DockJa00,fumbles_rec_yds,,,,,,
player,201412210car,car,DockJa00,fumbles_rec_td,,,,,,
player,201412210car,car,DockJa00,fumbles_forced,,,,,,
player,201412210car,cle,BenjTr00,kick_ret,0,,,,,
player,201412210car,cle,BenjTr00,kick_ret_yds,0,,,,,
player,201412210car,cle,BenjTr00,kick_ret_yds_per_ret,,,,,,
player,201412210car,cle,BenjTr00,kick_ret_td,0,,,,,
player,201412210car,cle,BenjTr00,kick_ret_long,0,,,,,
player,201412210car,cle,BenjTr00,punt_ret,2,,,,,
player,201412210car,cle,BenjTr00,punt_ret_yds,24,,,,,
player,201412210car,cle,BenjTr00,punt_ret_yds_per_ret,12.0,,,,,
player,201412210car,cle,BenjTr00,punt_ret_td,0,,,,,
player,201412210car,cle,BenjTr00,punt_ret_long,24,,,,,
player,201412210car,cle,DrauSh00,kick_ret,1,,,,,
player,201412210car,cle,DrauSh00,kick_ret_yds,39,,,,,
player,201412210car,cle,DrauSh00,kick_ret_yds_per_ret,39.0,,,,,
player,201412210car,cle,DrauSh00,kick_ret_td,0,,,,,
player,201412210car,cle,DrauSh00,kick_ret_long,39,,,,,
player,201412210car,cle,DrauSh00,punt_ret,0,,,,,
player,201412210car,cle,DrauSh00,punt_ret_yds,0,,,,,
player,201412210car,cle,DrauSh00,punt_ret_yds_per_ret,,,,,,
player,201412210car,cle,DrauSh00,punt_ret_td,0,,,,,
player,201412210car,cle,DrauSh00,punt_ret_long,0,,,,,
player,201412210car,car,BersBr00,kick_ret,0,,,,,
player,201412210car,car,BersBr00,kick_ret_yds,0,,,,,
player,201412210car,car,BersBr00,kick_ret_yds_per_ret,,,,,,
player,201412210car,car,BersBr00,kick_ret_td,0,,,,,
player,201412210car,car,BersBr00,kick_ret_long,0,,,,,
player,201412210car,car,BersBr00,punt_ret,2,,,,,
player,201412210car,car,BersBr00,punt_ret_yds,17,,,,,
player,201412210car,car,BersBr00,punt_ret_yds_per_ret,8.5,,,,,
player,201412210car,car,BersBr00,punt_ret_td,0,,,,,
player,201412210car,car,BersBr00,punt_ret_long,11,,,,,
player,201412210car,car,WhitFo00,kick_ret,3,,,,,
player,201412210car,car,WhitFo00,kick_ret_yds,65,,,,,
player,201412210car,car,WhitFo00,kick_ret_yds_per_ret,21.7,,,,,
player,201412210car,car,WhitFo00,kick_ret_td,0,,,,,
player,201412210car,car,WhitFo00,kick_ret_long,31,,,,,
player,201412210car,car,WhitFo00,punt_ret,0,,,,,
player,201412210car,car,WhitFo00,punt_ret_yds,0,,,,,
player,201412210car,car,WhitFo00,punt_ret_yds_per_ret,,,,,,
player,201412210car,car,WhitFo00,punt_ret_td,0,,,,,
player,201412210car,car,WhitFo00,punt_ret_long,0,,,,,
player,201412210car,cle,HartGa00,xpm,1,,,,,
player,201412210car,cle,HartGa00,xpa,1,,,,,
player,201412210car,cle,HartGa00,fgm,2,,,,,
player,201412210car,cle,HartGa00,fga,2,,,,,
player,201412210car,cle,HartGa00,punt,0,,,,,
player,201412210car,cle,HartGa00,punt_yds,0,,,,,
player,201412210car,cle,HartGa00,punt_yds_per_punt,,,,,,
player,201412210car,cle,HartGa00,punt_long,0,,,,,
player,201412210car,cle,LannSp00,xpm,,,,,,
player,201412210car,cle,LannSp00,xpa,,,,,,
player,201412210car,cle,LannSp00,fgm,,,,,,
player,201412210car,cle,LannSp00,fga,,,,,,
player,201412210car,cle,LannSp00,punt,6,,,,,
player,201412210car,cle,LannSp00,punt_yds,279,,,,,
player,201412210car,cle,LannSp00,punt_yds_per_punt,46.5,,,,,
player,201412210car,cle,LannSp00,punt_long,52,,,,,
player,201412210car,car,GanoGr44,xpm,2,,,,,
player,201412210car,car,GanoGr44,xpa,2,,,,,
player,201412210car,car,GanoGr44,fgm,1,,,,,
player,201412210car,car,GanoGr44,fga,2,,,,,
player,201412210car,car,GanoGr44,punt,0,,,,,
player,201412210car,car,GanoGr44,punt_yds,0,,,,,
player,201412210car,car,GanoGr44,punt_yds_per_punt,,,,,,
player,201412210car,car,GanoGr44,punt_long,0,,,,,
player,201412210car,car,NortBr00,xpm,,,,,,
player,201412210car,car,NortBr00,xpa,,,,,,
player,201412210car,car,NortBr00,fgm,,,,,,
player,201412210car,car,NortBr00,fga,,,,,,
player,201412210car,car,NortBr00,punt,4,,,,,
player,201412210car,car,NortBr00,punt_yds,199,,,,,
player,201412210car,car,NortBr00,punt_yds_per_punt,49.8,,,,,
player,201412210car,car,NortBr00,punt_long,60,,,,,
player,201412210car,car,BellBy00,pos,T,,,,,
player,201412210car,car,BellBy00,offense,79,,,,,
player,201412210car,car,BellBy00,off_pct,100%,,,,,
player,201412210car,car,BellBy00,defense,0,,,,,
player,201412210car,car,BellBy00,def_pct,0%,,,,,
player,201412210car,car,BellBy00,special_teams,4,,,,,
player,201412210car,car,BellBy00,st_pct,16%,,,,,
player,201412210car,car,NorwAn01,pos,G,,,,,
player,201412210car,car,NorwAn01,offense,79,,,,,
player,201412210car,car,NorwAn01,off_pct,100%,,,,,
player,201412210car,car,NorwAn01,defense,0,,,,,
player,201412210car,car,NorwAn01,def_pct,0%,,,,,
player,201412210car,car,NorwAn01,special_teams,4,,,,,
