game,2014,16,20141221,201412210car,cle,"Cleveland Browns",13,car,"Carolina Panthers",17
player,201412210car,car,NorwAn01,st_pct,16%,,,,,
player,201412210car,car,KaliRy20,pos,C,,,,,
player,201412210car,car,KaliRy20,offense,79,,,,,
player,201412210car,car,KaliRy20,off_pct,100%,,,,,
player,201412210car,car,KaliRy20,defense,0,,,,,
player,201412210car,car,KaliRy20,def_pct,0%,,,,,
player,201412210car,car,KaliRy20,special_teams,0,,,,,
player,201412210car,car,KaliRy20,st_pct,0%,,,,,
player,201412210car,car,NewtCa00,pos,QB,,,,,
player,201412210car,car,NewtCa00,offense,79,,,,,
player,201412210car,car,NewtCa00,off_pct,100%,,,,,
player,201412210car,car,NewtCa00,defense,0,,,,,
player,201412210car,car,NewtCa00,def_pct,0%,,,,,
player,201412210car,car,NewtCa00,special_teams,0,,,,,
player,201412210car,car,NewtCa00,st_pct,0%,,,,,
player,201412210car,car,TurnTr01,pos,G,,,,,
player,201412210car,car,TurnTr01,offense,79,,,,,
player,201412210car,car,TurnTr01,off_pct,100%,,,,,
player,201412210car,car,TurnTr01,defense,0,,,,,
player,201412210car,car,TurnTr01,def_pct,0%,,,,,
player,201412210car,car,TurnTr01,special_teams,0,,,,,
player,201412210car,car,TurnTr01,st_pct,0%,,,,,
player,201412210car,car,OlseGr00,pos,TE,,,,,
player,201412210car,car,OlseGr00,offense,79,,,,,
player,201412210car,car,OlseGr00,off_pct,100%,,,,,
player,201412210car,car,OlseGr00,defense,0,,,,,
player,201412210car,car,OlseGr00,def_pct,0%,,,,,
player,201412210car,car,OlseGr00,special_teams,0,,,,,
player,201412210car,car,OlseGr00,st_pct,0%,,,,,
player,201412210car,car,RemmMi00,pos,T,,,,,
player,201412210car,car,RemmMi00,offense,79,,,,,
player,201412210car,car,RemmMi00,off_pct,100%,,,,,
player,201412210car,car,RemmMi00,defense,0,,,,,
player,201412210car,car,RemmMi00,def_pct,0%,,,,,
player,201412210car,car,RemmMi00,special_teams,0,,,,,
player,201412210car,car,RemmMi00,st_pct,0%,,,,,
player,201412210car,car,BenjKe00,pos,WR,,,,,
player,201412210car,car,BenjKe00,offense,68,,,,,
player,201412210car,car,BenjKe00,off_pct,86%,,,,,
player,201412210car,car,BenjKe00,defense,0,,,,,
player,201412210car,car,BenjKe00,def_pct,0%,,,,,
player,201412210car,car,BenjKe00,special_teams,0,,,,,
player,201412210car,car,BenjKe00,st_pct,0%,,,,,
player,201412210car,car,StewJo00,pos,RB,,,,,
player,201412210car,car,StewJo00,offense,60,,,,,
player,201412210car,car,StewJo00,off_pct,76%,,,,,
player,201412210car,car,StewJo00,defense,0,,,,,
player,201412210car,car,StewJo00,def_pct,0%,,,,,
player,201412210car,car,StewJo00,special_teams,0,,,,,
player,201412210car,car,StewJo00,st_pct,0%,,,,,
player,201412210car,car,CotcJe00,pos,WR,,,,,
player,201412210car,car,CotcJe00,offense,58,,,,,
player,201412210car,car,CotcJe00,off_pct,73%,,,,,
player,201412210car,car,CotcJe00,defense,0,,,,,
player,201412210car,car,CotcJe00,def_pct,0%,,,,,
player,201412210car,car,CotcJe00,special_teams,0,,,,,
player,201412210car,car,CotcJe00,st_pct,0%,,,,,
player,201412210car,car,BrowPh00,pos,WR,,,,,
player,201412210car,car,BrowPh00,offense,49,,,,,
player,201412210car,car,BrowPh00,off_pct,62%,,,,,
player,201412210car,car,BrowPh00,defense,0,,,,,
player,201412210car,car,BrowPh00,def_pct,0%,,,,,
player,201412210car,car,BrowPh00,special_teams,0,,,,,
player,201412210car,car,BrowPh00,st_pct,0%,,,,,
player,201412210car,car,DickEd00,pos,TE,,,,,
player,201412210car,car,DickEd00,offense,36,,,,,
player,201412210car,car,DickEd00,off_pct,46%,,,,,
player,201412210car,car,DickEd00,defense,0,,,,,
player,201412210car,car,DickEd00,def_pct,0%,,,,,
player,201412210car,car,DickEd00,special_teams,18,,,,,
player,201412210car,car,DickEd00,st_pct,72%,,,,,
player,201412210car,car,TolbMi00,pos,FB,,,,,
player,201412210car,car,TolbMi00,offense,26,,,,,
player,201412210car,car,TolbMi00,off_pct,33%,,,,,
player,201412210car,car,TolbMi00,defense,0,,,,,
player,201412210car,car,TolbMi00,def_pct,0%,,,,,
player,201412210car,car,TolbMi00,special_teams,6,,,,,
player,201412210car,car,TolbMi00,st_pct,24%,,,,,
player,201412210car,car,BersBr00,pos,WR,,,,,
player,201412210car,car,BersBr00,offense,9,,,,,
player,201412210car,car,BersBr00,off_pct,11%,,,,,
player,201412210car,car,BersBr00,defense,0,,,,,
player,201412210car,car,BersBr00,def_pct,0%,,,,,
player,201412210car,car,BersBr00,special_teams,9,,,,,
player,201412210car,car,BersBr00,st_pct,36%,,,,,
player,201412210car,car,WhitFo00,pos,RB,,,,,
player,201412210car,car,WhitFo00,offense,3,,,,,
player,201412210car,car,WhitFo00,off_pct,4%,,,,,
player,201412210car,car,WhitFo00,defense,0,,,,,
player,201412210car,car,WhitFo00,def_pct,0%,,,,,
player,201412210car,car,WhitFo00,special_teams,14,,,,,
player,201412210car,car,WhitFo00,st_pct,56%,,,,,
player,201412210car,car,PresDe00,pos,WR,,,,,
player,201412210car,car,PresDe00,offense,3,,,,,
player,201412210car,car,PresDe00,off_pct,4%,,,,,
player,201412210car,car,PresDe00,defense,0,,,,,
player,201412210car,car,PresDe00,def_pct,0%,,,,,
player,201412210car,car,PresDe00,special_teams,9,,,,,
player,201412210car,car,PresDe00,st_pct,36%,,,,,
player,201412210car,car,WillBr04,pos,TE,,,,,
player,201412210car,car,WillBr04,offense,2,,,,,
player,201412210car,car,WillBr04,off_pct,3%,,,,,
player,201412210car,car,WillBr04,defense,0,,,,,
player,201412210car,car,WillBr04,def_pct,0%,,,,,
player,201412210car,car,WillBr04,special_teams,21,,,,,
player,201412210car,car,WillBr04,st_pct,84%,,,,,
player,201412210car,car,FolkBr00,pos,C,,,,,
player,201412210car,car,FolkBr00,offense,2,,,,,
player,201412210car,car,FolkBr00,off_pct,3%,,,,,
player,201412210car,car,FolkBr00,defense,0,,,,,
player,201412210car,car,FolkBr00,def_pct,0%,,,,,
player,201412210car,car,FolkBr00,special_teams,8,,,,,
player,201412210car,car,FolkBr00,st_pct,32%,,,,,
player,201412210car,car,NormJo01,pos,CB,,,,,
player,201412210car,car,NormJo01,offense,0,,,,,
player,201412210car,car,NormJo01,off_pct,0%,,,,,
player,201412210car,car,NormJo01,defense,47,,,,,
player,201412210car,car,NormJo01,def_pct,100%,,,,,
player,201412210car,car,NormJo01,special_teams,9,,,,,
player,201412210car,car,NormJo01,st_pct,36%,,,,,
player,201412210car,car,HarpRo21,pos,SS,,,,,
player,201412210car,car,HarpRo21,offense,0,,,,,
player,201412210car,car,HarpRo21,off_pct,0%,,,,,
player,201412210car,car,HarpRo21,defense,47,,,,,
player,201412210car,car,HarpRo21,def_pct,100%,,,,,
player,201412210car,car,HarpRo21,special_teams,9,,,,,
player,201412210car,car,HarpRo21,st_pct,36%,,,,,
player,201412210car,car,BenwBe00,pos,CB,,,,,
player,201412210car,car,BenwBe00,offense,0,,,,,
player,201412210car,car,BenwBe00,off_pct,0%,,,,,
player,201412210car,car,BenwBe00,defense,47,,,,,
player,201412210car,car,BenwBe00,def_pct,100%,,,,,
player,201412210car,car,BenwBe00,special_teams,3,,,,,
player,201412210car,car,BenwBe00,st_pct,12%,,,,,
player,201412210car,car,DaviTh20,pos,LB,,,,,
player,201412210car,car,DaviTh20,offense,0,,,,,
player,201412210car,car,DaviTh20,off_pct,0%,,,,,
player,201412210car,car,DaviTh20,defense,47,,,,,
player,201412210car,car,DaviTh20,def_pct,100%,,,,,
player,201412210car,car,DaviTh20,special_teams,3,,,,,
player,201412210car,car,DaviTh20,st_pct,12%,,,,,
player,201412210car,car,KuecLu00,pos,LB,,,,,
player,201412210car,car,KuecLu00,offense,0,,,,,
player,201412210car,car,KuecLu00,off_pct,0%,,,,,
player,201412210car,car,KuecLu00,defense,47,,,,,
player,201412210car,car,KuecLu00,def_pct,100%,,,,,
player,201412210car,car,KuecLu00,special_teams,3,,,,,
player,201412210car,car,KuecLu00,st_pct,12%,,,,,
player,201412210car,car,BostTr00,pos,SS,,,,,
player,201412210car,car,BostTr00,offense,0,,,,,
player,201412210car,car,BostTr00,off_pct,0%,,,,,
player,201412210car,car,BostTr00,defense,47,,,,,
player,201412210car,car,BostTr00,def_pct,100%,,,,,
player,201412210car,car,BostTr00,special_teams,0,,,,,
player,201412210car,car,BostTr00,st_pct,0%,,,,,
player,201412210car,car,JohnCh98,pos,DE,,,,,
player,201412210car,car,JohnCh98,offense,0,,,,,
player,201412210car,car,JohnCh98,off_pct,0%,,,,,
player,201412210car,car,JohnCh98,defense,45,,,,,
player,201412210car,car,JohnCh98,def_pct,96%,,,,,
player,201412210car,car,JohnCh98,special_teams,0,,,,,
player,201412210car,car,JohnCh98,st_pct,0%,,,,,
player,201412210car,car,ShorKa00,pos,DT,,,,,
player,201412210car,car,ShorKa00,offense,0,,,,,
player,201412210car,car,ShorKa00,off_pct,0%,,,,,
player,201412210car,car,ShorKa00,defense,31,,,,,
player,201412210car,car,ShorKa00,def_pct,66%,,,,,
player,201412210car,car,ShorKa00,special_teams,3,,,,,
player,201412210car,car,ShorKa00,st_pct,12%,,,,,
player,201412210car,car,LotuSt00,pos,DT,,,,,
player,201412210car,car,LotuSt00,offense,0,,,,,
player,201412210car,car,LotuSt00,off_pct,0%,,,,,
player,201412210car,car,LotuSt00,defense,30,,,,,
player,201412210car,car,LotuSt00,def_pct,64%,,,,,
player,201412210car,car,LotuSt00,special_teams,3,,,,,
player,201412210car,car,LotuSt00,st_pct,12%,,,,,
player,201412210car,car,GlanAd00,pos,LB,,,,,
player,201412210car,car,GlanAd00,offense,0,,,,,
player,201412210car,car,GlanAd00,off_pct,0%,,,,,
player,201412210car,car,GlanAd00,defense,27,,,,,
player,201412210car,car,GlanAd00,def_pct,57%,,,,,
player,201412210car,car,GlanAd00,special_teams,15,,,,,
player,201412210car,car,GlanAd00,st_pct,60%,,,,,
player,201412210car,car,JoneCo01,pos,FS,,,,,
player,201412210car,car,JoneCo01,offense,0,,,,,
player,201412210car,car,JoneCo01,off_pct,0%,,,,,
player,201412210car,car,JoneCo01,defense,20,,,,,
player,201412210car,car,JoneCo01,def_pct,43%,,,,,
player,201412210car,car,JoneCo01,special_teams,3,,,,,
player,201412210car,car,JoneCo01,st_pct,12%,,,,,
player,201412210car,car,EdwaDw20,pos,DT,,,,,
player,201412210car,car,EdwaDw20,offense,0,,,,,
player,201412210car,car,EdwaDw20,off_pct,0%,,,,,
player,201412210car,car,EdwaDw20,defense,19,,,,,
player,201412210car,car,EdwaDw20,def_pct,40%,,,,,
player,201412210car,car,EdwaDw20,special_teams,7,,,,,
player,201412210car,car,EdwaDw20,st_pct,28%,,,,,
player,201412210car,car,HortWe00,pos,DE,,,,,
player,201412210car,car,HortWe00,offense,0,,,,,
player,201412210car,car,HortWe00,off_pct,0%,,,,,
player,201412210car,car,HortWe00,defense,19,,,,,
player,201412210car,car,HortWe00,def_pct,40%,,,,,
player,201412210car,car,HortWe00,special_teams,3,,,,,
player,201412210car,car,HortWe00,st_pct,12%,,,,,
player,201412210car,car,EalyKo00,pos,DE,,,,,
player,201412210car,car,EalyKo00,offense,0,,,,,
player,201412210car,car,EalyKo00,off_pct,0%,,,,,
player,201412210car,car,EalyKo00,defense,18,,,,,
player,201412210car,car,EalyKo00,def_pct,38%,,,,,
player,201412210car,car,EalyKo00,special_teams,0,,,,,
player,201412210car,car,EalyKo00,st_pct,0%,,,,,
player,201412210car,car,AddiMa00,pos,DE,,,,,
player,201412210car,car,AddiMa00,offense,0,,,,,
player,201412210car,car,AddiMa00,off_pct,0%,,,,,
player,201412210car,car,AddiMa00,defense,15,,,,,
player,201412210car,car,AddiMa00,def_pct,32%,,,,,
player,201412210car,car,AddiMa00,special_teams,5,,,,,
player,201412210car,car,AddiMa00,st_pct,20%,,,,,
player,201412210car,car,ColeCo20,pos,DT,,,,,
player,201412210car,car,ColeCo20,offense,0,,,,,
player,201412210car,car,ColeCo20,off_pct,0%,,,,,
player,201412210car,car,ColeCo20,defense,11,,,,,
player,201412210car,car,ColeCo20,def_pct,23%,,,,,
player,201412210car,car,ColeCo20,special_teams,0,,,,,
player,201412210car,car,ColeCo20,st_pct,0%,,,,,
player,201412210car,car,JacoBe00,pos,LB,,,,,
player,201412210car,car,JacoBe00,offense,0,,,,,
player,201412210car,car,JacoBe00,off_pct,0%,,,,,
player,201412210car,car,JacoBe00,defense,0,,,,,
player,201412210car,car,JacoBe00,def_pct,0%,,,,,
player,201412210car,car,JacoBe00,special_teams,18,,,,,
player,201412210car,car,JacoBe00,st_pct,72%,,,,,
player,201412210car,car,ReddKe00,pos,LB,,,,,
player,201412210car,car,ReddKe00,offense,0,,,,,
player,201412210car,car,ReddKe00,off_pct,0%,,,,,
player,201412210car,car,ReddKe00,defense,0,,,,,
player,201412210car,car,ReddKe00,def_pct,0%,,,,,
player,201412210car,car,ReddKe00,special_teams,18,,,,,
player,201412210car,car,ReddKe00,st_pct,72%,,,,,
player,201412210car,car,DeCoTh99,pos,FS,,,,,
player,201412210car,car,DeCoTh99,offense,0,,,,,
player,201412210car,car,DeCoTh99,off_pct,0%,,,,,
player,201412210car,car,DeCoTh99,defense,0,,,,,
player,201412210car,car,DeCoTh99,def_pct,0%,,,,,
player,201412210car,car,DeCoTh99,special_teams,16,,,,,
player,201412210car,car,DeCoTh99,st_pct,64%,,,,,
player,201412210car,car,WhitMe00,pos,CB,,,,,
player,201412210car,car,WhitMe00,offense,0,,,,,
player,201412210car,car,WhitMe00,off_pct,0%,,,,,
player,201412210car,car,WhitMe00,defense,0,,,,,
player,201412210car,car,WhitMe00,def_pct,0%,,,,,
player,201412210car,car,WhitMe00,special_teams,14,,,,,
player,201412210car,car,WhitMe00,st_pct,56%,,,,,
player,201412210car,car,DockJa00,pos,CB,,,,,
player,201412210car,car,DockJa00,offense,0,,,,,
player,201412210car,car,DockJa00,off_pct,0%,,,,,
player,201412210car,car,DockJa00,defense,0,,,,,
player,201412210car,car,DockJa00,def_pct,0%,,,,,
player,201412210car,car,DockJa00,special_teams,14,,,,,
player,201412210car,car,DockJa00,st_pct,56%,,,,,
player,201412210car,car,GanoGr44,pos,K,,,,,
player,201412210car,car,GanoGr44,offense,0,,,,,
player,201412210car,car,GanoGr44,off_pct,0%,,,,,
player,201412210car,car,GanoGr44,defense,0,,,,,
player,201412210car,car,GanoGr44,def_pct,0%,,,,,
player,201412210car,car,GanoGr44,special_teams,8,,,,,
player,201412210car,car,GanoGr44,st_pct,32%,,,,,
player,201412210car,car,JansJ.00,pos,LS,,,,,
player,201412210car,car,JansJ.00,offense,0,,,,,
player,201412210car,car,JansJ.00,off_pct,0%,,,,,
player,201412210car,car,JansJ.00,defense,0,,,,,
player,201412210car,car,JansJ.00,def_pct,0%,,,,,
player,201412210car,car,JansJ.00,special_teams,8,,,,,
player,201412210car,car,JansJ.00,st_pct,32%,,,,,
player,201412210car,car,NortBr00,pos,P,,,,,
player,201412210car,car,NortBr00,offense,0,,,,,
player,201412210car,car,NortBr00,off_pct,0%,,,,,
player,201412210car,car,NortBr00,defense,0,,,,,
player,201412210car,car,NortBr00,def_pct,0%,,,,,
player,201412210car,car,NortBr00,special_teams,8,,,,,
player,201412210car,car,NortBr00,st_pct,32%,,,,,
player,201412210car,car,VelaFe20,pos,G,,,,,
player,201412210car,car,VelaFe20,offense,0,,,,,
player,201412210car,car,VelaFe20,off_pct,0%,,,,,
player,201412210car,car,VelaFe20,defense,0,,,,,
player,201412210car,car,VelaFe20,def_pct,0%,,,,,
player,201412210car,car,VelaFe20,special_teams,4,,,,,
player,201412210car,car,VelaFe20,st_pct,16%,,,,,
player,201412210car,car,WebbJo00,pos,QB,,,,,
player,201412210car,car,WebbJo00,offense,0,,,,,
player,201412210car,car,WebbJo00,off_pct,0%,,,,,
player,201412210car,car,WebbJo00,defense,0,,,,,
player,201412210car,car,WebbJo00,def_pct,0%,,,,,
player,201412210car,car,WebbJo00,special_teams,4,,,,,
player,201412210car,car,WebbJo00,st_pct,16%,,,,,
player,201412210car,car,ScotCh23,pos,G,,,,,
player,201412210car,car,ScotCh23,offense,0,,,,,
player,201412210car,car,ScotCh23,off_pct,0%,,,,,
player,201412210car,car,ScotCh23,defense,0,,,,,
player,201412210car,car,ScotCh23,def_pct,0%,,,,,
player,201412210car,car,ScotCh23,special_teams,4,,,,,
player,201412210car,car,ScotCh23,st_pct,16%,,,,,
player,201412210car,cle,SchwMi00,pos,T,,,,,
player,201412210car,cle,SchwMi00,offense,47,,,,,
player,201412210car,cle,SchwMi00,off_pct,100%,,,,,
player,201412210car,cle,SchwMi00,defense,0,,,,,
player,201412210car,cle,SchwMi00,def_pct,0%,,,,,
player,201412210car,cle,SchwMi00,special_teams,3,,,,,
player,201412210car,cle,SchwMi00,st_pct,12%,,,,,
player,201412210car,cle,GrecJo20,pos,G,,,,,
player,201412210car,cle,GrecJo20,offense,47,,,,,
player,201412210car,cle,GrecJo20,off_pct,100%,,,,,
player,201412210car,cle,GrecJo20,defense,0,,,,,
player,201412210car,cle,GrecJo20,def_pct,0%,,,,,
player,201412210car,cle,GrecJo20,special_teams,3,,,,,
player,201412210car,cle,GrecJo20,st_pct,12%,,,,,
player,201412210car,cle,BitoJo00,pos,G,,,,,
player,201412210car,cle,BitoJo00,offense,47,,,,,
player,201412210car,cle,BitoJo00,off_pct,100%,,,,,
player,201412210car,cle,BitoJo00,defense,0,,,,,
player,201412210car,cle,BitoJo00,def_pct,0%,,,,,
player,201412210car,cle,BitoJo00,special_teams,3,,,,,
player,201412210car,cle,BitoJo00,st_pct,12%,,,,,
player,201412210car,cle,ThomJo28,pos,T,,,,,
player,201412210car,cle,ThomJo28,offense,47,,,,,
player,201412210car,cle,ThomJo28,off_pct,100%,,,,,
player,201412210car,cle,ThomJo28,defense,0,,,,,
player,201412210car,cle,ThomJo28,def_pct,0%,,,,,
player,201412210car,cle,ThomJo28,special_teams,3,,,,,
player,201412210car,cle,ThomJo28,st_pct,12%,,,,,
player,201412210car,cle,GordJo02,pos,WR,,,,,
player,201412210car,cle,GordJo02,offense,43,,,,,
player,201412210car,cle,GordJo02,off_pct,91%,,,,,
player,201412210car,cle,GordJo02,defense,0,,,,,
player,201412210car,cle,GordJo02,def_pct,0%,,,,,
player,201412210car,cle,GordJo02,special_teams,0,,,,,
player,201412210car,cle,GordJo02,st_pct,0%,,,,,
player,201412210car,cle,CameJo00,pos,TE,,,,,
player,201412210car,cle,CameJo00,offense,41,,,,,
player,201412210car,cle,CameJo00,off_pct,87%,,,,,
player,201412210car,cle,CameJo00,defense,0,,,,,
player,201412210car,cle,CameJo00,def_pct,0%,,,,,
player,201412210car,cle,CameJo00,special_teams,0,,,,,
player,201412210car,cle,CameJo00,st_pct,0%,,,,,
player,201412210car,cle,CrowIs00,pos,RB,,,,,
player,201412210car,cle,CrowIs00,offense,36,,,,,
player,201412210car,cle,CrowIs00,off_pct,77%,,,,,
player,201412210car,cle,CrowIs00,defense,0,,,,,
player,201412210car,cle,CrowIs00,def_pct,0%,,,,,
player,201412210car,cle,CrowIs00,special_teams,0,,,,,
player,201412210car,cle,CrowIs00,st_pct,0%,,,,,
player,201412210car,cle,McDoNi00,pos,C,,,,,
player,201412210car,cle,McDoNi00,offense,35,,,,,
player,201412210car,cle,McDoNi00,off_pct,74%,,,,,
player,201412210car,cle,McDoNi00,defense,0,,,,,
player,201412210car,cle,McDoNi00,def_pct,0%,,,,,
player,201412210car,cle,McDoNi00,special_teams,0,,,,,
player,201412210car,cle,McDoNi00,st_pct,0%,,,,,
player,201412210car,cle,GabrTa00,pos,WR,,,,,
player,201412210car,cle,GabrTa00,offense,34,,,,,
player,201412210car,cle,GabrTa00,off_pct,72%,,,,,
player,201412210car,cle,GabrTa00,defense,0,,,,,
player,201412210car,cle,GabrTa00,def_pct,0%,,,,,
player,201412210car,cle,GabrTa00,special_teams,2,,,,,
player,201412210car,cle,GabrTa00,st_pct,8%,,,,,
player,201412210car,cle,HoyeBr00,pos,QB,,,,,
player,201412210car,cle,HoyeBr00,offense,31,,,,,
player,201412210car,cle,HoyeBr00,off_pct,66%,,,,,
player,201412210car,cle,HoyeBr00,defense,0,,,,,
player,201412210car,cle,HoyeBr00,def_pct,0%,,,,,
player,201412210car,cle,HoyeBr00,special_teams,0,,,,,
player,201412210car,cle,HoyeBr00,st_pct,0%,,,,,
player,201412210car,cle,DrayJi00,pos,TE,,,,,
player,201412210car,cle,DrayJi00,offense,25,,,,,
player,201412210car,cle,DrayJi00,off_pct,53%,,,,,
player,201412210car,cle,DrayJi00,defense,0,,,,,
player,201412210car,cle,DrayJi00,def_pct,0%,,,,,
player,201412210car,cle,DrayJi00,special_teams,7,,,,,
player,201412210car,cle,DrayJi00,st_pct,28%,,,,,
player,201412210car,cle,HawkAn00,pos,WR,,,,,
player,201412210car,cle,HawkAn00,offense,23,,,,,
player,201412210car,cle,HawkAn00,off_pct,49%,,,,,
player,201412210car,cle,HawkAn00,defense,0,,,,,
player,201412210car,cle,HawkAn00,def_pct,0%,,,,,
player,201412210car,cle,HawkAn00,special_teams,0,,,,,
player,201412210car,cle,HawkAn00,st_pct,0%,,,,,
player,201412210car,cle,ManzJo00,pos,QB,,,,,
player,201412210car,cle,ManzJo00,offense,16,,,,,
player,201412210car,cle,ManzJo00,off_pct,34%,,,,,
player,201412210car,cle,ManzJo00,defense,0,,,,,
player,201412210car,cle,ManzJo00,def_pct,0%,,,,,
player,201412210car,cle,ManzJo00,special_teams,0,,,,,
player,201412210car,cle,ManzJo00,st_pct,0%,,,,,
player,201412210car,cle,AgneRa00,pos,FB,,,,,
player,201412210car,cle,AgneRa00,offense,13,,,,,
player,201412210car,cle,AgneRa00,off_pct,28%,,,,,
player,201412210car,cle,AgneRa00,defense,0,,,,,
player,201412210car,cle,AgneRa00,def_pct,0%,,,,,
player,201412210car,cle,AgneRa00,special_teams,0,,,,,
player,201412210car,cle,AgneRa00,st_pct,0%,,,,,
player,201412210car,cle,BenjTr00,pos,WR,,,,,
player,201412210car,cle,BenjTr00,offense,12,,,,,
player,201412210car,cle,BenjTr00,off_pct,26%,,,,,
player,201412210car,cle,BenjTr00,defense,0,,,,,
player,201412210car,cle,BenjTr00,def_pct,0%,,,,,
player,201412210car,cle,BenjTr00,special_teams,3,,,,,
player,201412210car,cle,BenjTr00,st_pct,12%,,,,,
player,201412210car,cle,SeymRy00,pos,T,,,,,
player,201412210car,cle,SeymRy00,offense,12,,,,,
player,201412210car,cle,SeymRy00,off_pct,26%,,,,,
player,201412210car,cle,SeymRy00,defense,0,,,,,
player,201412210car,cle,SeymRy00,def_pct,0%,,,,,
player,201412210car,cle,SeymRy00,special_teams,1,,,,,
player,201412210car,cle,SeymRy00,st_pct,4%,,,,,
player,201412210car,cle,DrauSh00,pos,RB,,,,,
player,201412210car,cle,DrauSh00,offense,8,,,,,
player,201412210car,cle,DrauSh00,off_pct,17%,,,,,
player,201412210car,cle,DrauSh00,defense,0,,,,,
player,201412210car,cle,DrauSh00,def_pct,0%,,,,,
player,201412210car,cle,DrauSh00,special_teams,12,,,,,
player,201412210car,cle,DrauSh00,st_pct,48%,,,,,
player,201412210car,cle,DansKa20,pos,LB,,,,,
player,201412210car,cle,DansKa20,offense,0,,,,,
player,201412210car,cle,DansKa20,off_pct,0%,,,,,
player,201412210car,cle,DansKa20,defense,79,,,,,
player,201412210car,cle,DansKa20,def_pct,100%,,,,,
player,201412210car,cle,DansKa20,special_teams,4,,,,,
player,201412210car,cle,DansKa20,st_pct,16%,,,,,
player,201412210car,cle,WhitDo20,pos,SS,,,,,
player,201412210car,cle,WhitDo20,offense,0,,,,,
player,201412210car,cle,WhitDo20,off_pct,0%,,,,,
player,201412210car,cle,WhitDo20,defense,79,,,,,
player,201412210car,cle,WhitDo20,def_pct,100%,,,,,
player,201412210car,cle,WhitDo20,special_teams,0,,,,,
player,201412210car,cle,WhitDo20,st_pct,0%,,,,,
player,201412210car,cle,SkriBu00,pos,CB,,,,,
player,201412210car,cle,SkriBu00,offense,0,,,,,
player,201412210car,cle,SkriBu00,off_pct,0%,,,,,
player,201412210car,cle,SkriBu00,defense,77,,,,,
player,201412210car,cle,SkriBu00,def_pct,97%,,,,,
player,201412210car,cle,SkriBu00,special_teams,8,,,,,
player,201412210car,cle,SkriBu00,st_pct,32%,,,,,
player,201412210car,cle,LeonJi23,pos,SS,,,,,
player,201412210car,cle,LeonJi23,offense,0,,,,,
player,201412210car,cle,LeonJi23,off_pct,0%,,,,,
player,201412210car,cle,LeonJi23,defense,77,,,,,
player,201412210car,cle,LeonJi23,def_pct,97%,,,,,
player,201412210car,cle,LeonJi23,special_teams,7,,,,,
player,201412210car,cle,LeonJi23,st_pct,28%,,,,,
player,201412210car,cle,DesiPi00,pos,CB,,,,,
player,201412210car,cle,DesiPi00,offense,0,,,,,
player,201412210car,cle,DesiPi00,off_pct,0%,,,,,
player,201412210car,cle,DesiPi00,defense,76,,,,,
player,201412210car,cle,DesiPi00,def_pct,96%,,,,,
player,201412210car,cle,DesiPi00,special_teams,2,,,,,
player,201412210car,cle,DesiPi00,st_pct,8%,,,,,
player,201412210car,cle,BryaDe00,pos,DE,,,,,
player,201412210car,cle,BryaDe00,offense,0,,,,,
player,201412210car,cle,BryaDe00,off_pct,0%,,,,,
player,201412210car,cle,BryaDe00,defense,59,,,,,
player,201412210car,cle,BryaDe00,def_pct,75%,,,,,
player,201412210car,cle,BryaDe00,special_teams,4,,,,,
player,201412210car,cle,BryaDe00,st_pct,16%,,,,,
player,201412210car,cle,MingBa00,pos,LB,,,,,
player,201412210car,cle,MingBa00,offense,0,,,,,
player,201412210car,cle,MingBa00,off_pct,0%,,,,,
player,201412210car,cle,MingBa00,defense,52,,,,,
player,201412210car,cle,MingBa00,def_pct,66%,,,,,
player,201412210car,cle,MingBa00,special_teams,11,,,,,
player,201412210car,cle,MingBa00,st_pct,44%,,,,,
player,201412210car,cle,KrugPa99,pos,LB,,,,,
player,201412210car,cle,KrugPa99,offense,0,,,,,
player,201412210car,cle,KrugPa99,off_pct,0%,,,,,
player,201412210car,cle,KrugPa99,defense,52,,,,,
player,201412210car,cle,KrugPa99,def_pct,66%,,,,,
player,201412210car,cle,KrugPa99,special_teams,4,,,,,
player,201412210car,cle,KrugPa99,st_pct,16%,,,,,
player,201412210car,cle,FuaxSi00,pos,DT,,,,,
player,201412210car,cle,FuaxSi00,offense,0,,,,,
player,201412210car,cle,FuaxSi00,off_pct,0%,,,,,
player,201412210car,cle,FuaxSi00,defense,45,,,,,
player,201412210car,cle,FuaxSi00,def_pct,57%,,,,,
player,201412210car,cle,FuaxSi00,special_teams,2,,,,,
player,201412210car,cle,FuaxSi00,st_pct,8%,,,,,
player,201412210car,cle,KirkCh00,pos,LB,,,,,
player,201412210car,cle,KirkCh00,offense,0,,,,,
player,201412210car,cle,KirkCh00,off_pct,0%,,,,,
player,201412210car,cle,KirkCh00,defense,39,,,,,
player,201412210car,cle,KirkCh00,def_pct,49%,,,,,
player,201412210car,cle,KirkCh00,special_teams,14,,,,,
player,201412210car,cle,KirkCh00,st_pct,56%,,,,,
player,201412210car,cle,KitcIs00,pos,NT,,,,,
player,201412210car,cle,KitcIs00,offense,0,,,,,
player,201412210car,cle,KitcIs00,off_pct,0%,,,,,
player,201412210car,cle,KitcIs00,defense,37,,,,,
player,201412210car,cle,KitcIs00,def_pct,47%,,,,,
player,201412210car,cle,KitcIs00,special_teams,2,,,,,
player,201412210car,cle,KitcIs00,st_pct,8%,,,,,
player,201412210car,cle,WinnBi00,pos,DE,,,,,
