game,2014,12,20141123,201411230atl,cle,"Cleveland Browns",26,atl,"Atlanta Falcons",24
player,201411230atl,cle,KrugPa99,tackles_assists,0,,,,,
player,201411230atl,cle,KrugPa99,tackles_loss,1,,,,,
player,201411230atl,cle,KrugPa99,qb_hits,2,,,,,
player,201411230atl,cle,KrugPa99,fumbles_rec,0,,,,,
player,201411230atl,cle,KrugPa99,fumbles_rec_yds,0,,,,,
player,201411230atl,cle,KrugPa99,fumbles_rec_td,0,,,,,
player,201411230atl,cle,KrugPa99,fumbles_forced,1,,,,,
player,201411230atl,cle,RubiAh99,def_int,0,,,,,
player,201411230atl,cle,RubiAh99,def_int_yds,0,,,,,
player,201411230atl,cle,RubiAh99,def_int_td,0,,,,,
player,201411230atl,cle,RubiAh99,def_int_long,0,,,,,
player,201411230atl,cle,RubiAh99,pass_defended,0,,,,,
player,201411230atl,cle,RubiAh99,sacks,1.0,,,,,
player,201411230atl,cle,RubiAh99,tackles_combined,4,,,,,
player,201411230atl,cle,RubiAh99,tackles_solo,2,,,,,
player,201411230atl,cle,RubiAh99,tackles_assists,2,,,,,
player,201411230atl,cle,RubiAh99,tackles_loss,1,,,,,
player,201411230atl,cle,RubiAh99,qb_hits,1,,,,,
player,201411230atl,cle,RubiAh99,fumbles_rec,0,,,,,
player,201411230atl,cle,RubiAh99,fumbles_rec_yds,0,,,,,
player,201411230atl,cle,RubiAh99,fumbles_rec_td,0,,,,,
player,201411230atl,cle,RubiAh99,fumbles_forced,0,,,,,
player,201411230atl,cle,RobeCr00,def_int,0,,,,,
player,201411230atl,cle,RobeCr00,def_int_yds,0,,,,,
player,201411230atl,cle,RobeCr00,def_int_td,0,,,,,
player,201411230atl,cle,RobeCr00,def_int_long,0,,,,,
player,201411230atl,cle,RobeCr00,pass_defended,0,,,,,
player,201411230atl,cle,RobeCr00,sacks,0.0,,,,,
player,201411230atl,cle,RobeCr00,tackles_combined,9,,,,,
player,201411230atl,cle,RobeCr00,tackles_solo,7,,,,,
player,201411230atl,cle,RobeCr00,tackles_assists,2,,,,,
player,201411230atl,cle,RobeCr00,tackles_loss,0,,,,,
player,201411230atl,cle,RobeCr00,qb_hits,0,,,,,
player,201411230atl,cle,RobeCr00,fumbles_rec,0,,,,,
player,201411230atl,cle,RobeCr00,fumbles_rec_yds,0,,,,,
player,201411230atl,cle,RobeCr00,fumbles_rec_td,0,,,,,
player,201411230atl,cle,RobeCr00,fumbles_forced,0,,,,,
player,201411230atl,cle,WillKW00,def_int,0,,,,,
player,201411230atl,cle,WillKW00,def_int_yds,0,,,,,
player,201411230atl,cle,WillKW00,def_int_td,0,,,,,
player,201411230atl,cle,WillKW00,def_int_long,0,,,,,
player,201411230atl,cle,WillKW00,pass_defended,0,,,,,
player,201411230atl,cle,WillKW00,sacks,0.0,,,,,
player,201411230atl,cle,WillKW00,tackles_combined,6,,,,,
player,201411230atl,cle,WillKW00,tackles_solo,6,,,,,
player,201411230atl,cle,WillKW00,tackles_assists,0,,,,,
player,201411230atl,cle,WillKW00,tackles_loss,0,,,,,
player,201411230atl,cle,WillKW00,qb_hits,1,,,,,
player,201411230atl,cle,WillKW00,fumbles_rec,0,,,,,
player,201411230atl,cle,WillKW00,fumbles_rec_yds,0,,,,,
player,201411230atl,cle,WillKW00,fumbles_rec_td,0,,,,,
player,201411230atl,cle,WillKW00,fumbles_forced,0,,,,,
player,201411230atl,cle,KirkCh00,def_int,0,,,,,
player,201411230atl,cle,KirkCh00,def_int_yds,0,,,,,
player,201411230atl,cle,KirkCh00,def_int_td,0,,,,,
player,201411230atl,cle,KirkCh00,def_int_long,0,,,,,
player,201411230atl,cle,KirkCh00,pass_defended,0,,,,,
player,201411230atl,cle,KirkCh00,sacks,0.0,,,,,
player,201411230atl,cle,KirkCh00,tackles_combined,5,,,,,
player,201411230atl,cle,KirkCh00,tackles_solo,4,,,,,
player,201411230atl,cle,KirkCh00,tackles_assists,1,,,,,
player,201411230atl,cle,KirkCh00,tackles_loss,0,,,,,
player,201411230atl,cle,KirkCh00,qb_hits,0,,,,,
player,201411230atl,cle,KirkCh00,fumbles_rec,0,,,,,
player,201411230atl,cle,KirkCh00,fumbles_rec_yds,0,,,,,
player,201411230atl,cle,KirkCh00,fumbles_rec_td,0,,,,,
player,201411230atl,cle,KirkCh00,fumbles_forced,0,,,,,
player,201411230atl,cle,BryaDe00,def_int,0,,,,,
player,201411230atl,cle,BryaDe00,def_int_yds,0,,,,,
player,201411230atl,cle,BryaDe00,def_int_td,0,,,,,
player,201411230atl,cle,BryaDe00,def_int_long,0,,,,,
player,201411230atl,cle,BryaDe00,pass_defended,0,,,,,
player,201411230atl,cle,BryaDe00,sacks,0.0,,,,,
player,201411230atl,cle,BryaDe00,tackles_combined,4,,,,,
player,201411230atl,cle,BryaDe00,tackles_solo,3,,,,,
player,201411230atl,cle,BryaDe00,tackles_assists,1,,,,,
player,201411230atl,cle,BryaDe00,tackles_loss,1,,,,,
player,201411230atl,cle,BryaDe00,qb_hits,1,,,,,
player,201411230atl,cle,BryaDe00,fumbles_rec,1,,,,,
player,201411230atl,cle,BryaDe00,fumbles_rec_yds,0,,,,,
player,201411230atl,cle,BryaDe00,fumbles_rec_td,0,,,,,
player,201411230atl,cle,BryaDe00,fumbles_forced,0,,,,,
player,201411230atl,cle,LeonJi23,def_int,0,,,,,
player,201411230atl,cle,LeonJi23,def_int_yds,0,,,,,
player,201411230atl,cle,LeonJi23,def_int_td,0,,,,,
player,201411230atl,cle,LeonJi23,def_int_long,0,,,,,
player,201411230atl,cle,LeonJi23,pass_defended,0,,,,,
player,201411230atl,cle,LeonJi23,sacks,0.0,,,,,
player,201411230atl,cle,LeonJi23,tackles_combined,4,,,,,
player,201411230atl,cle,LeonJi23,tackles_solo,3,,,,,
player,201411230atl,cle,LeonJi23,tackles_assists,1,,,,,
player,201411230atl,cle,LeonJi23,tackles_loss,0,,,,,
player,201411230atl,cle,LeonJi23,qb_hits,1,,,,,
player,201411230atl,cle,LeonJi23,fumbles_rec,0,,,,,
player,201411230atl,cle,LeonJi23,fumbles_rec_yds,0,,,,,
player,201411230atl,cle,LeonJi23,fumbles_rec_td,0,,,,,
player,201411230atl,cle,LeonJi23,fumbles_forced,0,,,,,
player,201411230atl,cle,GipsTa00,def_int,0,,,,,
player,201411230atl,cle,GipsTa00,def_int_yds,0,,,,,
player,201411230atl,cle,GipsTa00,def_int_td,0,,,,,
player,201411230atl,cle,GipsTa00,def_int_long,0,,,,,
player,201411230atl,cle,GipsTa00,pass_defended,0,,,,,
player,201411230atl,cle,GipsTa00,sacks,0.0,,,,,
player,201411230atl,cle,GipsTa00,tackles_combined,3,,,,,
player,201411230atl,cle,GipsTa00,tackles_solo,2,,,,,
player,201411230atl,cle,GipsTa00,tackles_assists,1,,,,,
player,201411230atl,cle,GipsTa00,tackles_loss,0,,,,,
player,201411230atl,cle,GipsTa00,qb_hits,0,,,,,
player,201411230atl,cle,GipsTa00,fumbles_rec,0,,,,,
player,201411230atl,cle,GipsTa00,fumbles_rec_yds,0,,,,,
player,201411230atl,cle,GipsTa00,fumbles_rec_td,0,,,,,
player,201411230atl,cle,GipsTa00,fumbles_forced,0,,,,,
player,201411230atl,cle,KitcIs00,def_int,0,,,,,
player,201411230atl,cle,KitcIs00,def_int_yds,0,,,,,
player,201411230atl,cle,KitcIs00,def_int_td,0,,,,,
player,201411230atl,cle,KitcIs00,def_int_long,0,,,,,
player,201411230atl,cle,KitcIs00,pass_defended,0,,,,,
player,201411230atl,cle,KitcIs00,sacks,0.0,,,,,
player,201411230atl,cle,KitcIs00,tackles_combined,3,,,,,
player,201411230atl,cle,KitcIs00,tackles_solo,1,,,,,
player,201411230atl,cle,KitcIs00,tackles_assists,2,,,,,
player,201411230atl,cle,KitcIs00,tackles_loss,0,,,,,
player,201411230atl,cle,KitcIs00,qb_hits,0,,,,,
player,201411230atl,cle,KitcIs00,fumbles_rec,0,,,,,
player,201411230atl,cle,KitcIs00,fumbles_rec_yds,0,,,,,
player,201411230atl,cle,KitcIs00,fumbles_rec_td,0,,,,,
player,201411230atl,cle,KitcIs00,fumbles_forced,0,,,,,
player,201411230atl,cle,SkriBu00,def_int,0,,,,,
player,201411230atl,cle,SkriBu00,def_int_yds,0,,,,,
player,201411230atl,cle,SkriBu00,def_int_td,0,,,,,
player,201411230atl,cle,SkriBu00,def_int_long,0,,,,,
player,201411230atl,cle,SkriBu00,pass_defended,2,,,,,
player,201411230atl,cle,SkriBu00,sacks,0.0,,,,,
player,201411230atl,cle,SkriBu00,tackles_combined,3,,,,,
player,201411230atl,cle,SkriBu00,tackles_solo,3,,,,,
player,201411230atl,cle,SkriBu00,tackles_assists,0,,,,,
player,201411230atl,cle,SkriBu00,tackles_loss,0,,,,,
player,201411230atl,cle,SkriBu00,qb_hits,0,,,,,
player,201411230atl,cle,SkriBu00,fumbles_rec,0,,,,,
player,201411230atl,cle,SkriBu00,fumbles_rec_yds,0,,,,,
player,201411230atl,cle,SkriBu00,fumbles_rec_td,0,,,,,
player,201411230atl,cle,SkriBu00,fumbles_forced,0,,,,,
player,201411230atl,cle,WinnBi00,def_int,0,,,,,
player,201411230atl,cle,WinnBi00,def_int_yds,0,,,,,
player,201411230atl,cle,WinnBi00,def_int_td,0,,,,,
player,201411230atl,cle,WinnBi00,def_int_long,0,,,,,
player,201411230atl,cle,WinnBi00,pass_defended,0,,,,,
player,201411230atl,cle,WinnBi00,sacks,0.0,,,,,
player,201411230atl,cle,WinnBi00,tackles_combined,2,,,,,
player,201411230atl,cle,WinnBi00,tackles_solo,2,,,,,
player,201411230atl,cle,WinnBi00,tackles_assists,0,,,,,
player,201411230atl,cle,WinnBi00,tackles_loss,0,,,,,
player,201411230atl,cle,WinnBi00,qb_hits,0,,,,,
player,201411230atl,cle,WinnBi00,fumbles_rec,0,,,,,
player,201411230atl,cle,WinnBi00,fumbles_rec_yds,0,,,,,
player,201411230atl,cle,WinnBi00,fumbles_rec_td,0,,,,,
player,201411230atl,cle,WinnBi00,fumbles_forced,0,,,,,
player,201411230atl,cle,BadeJo00,def_int,0,,,,,
player,201411230atl,cle,BadeJo00,def_int_yds,0,,,,,
player,201411230atl,cle,BadeJo00,def_int_td,0,,,,,
player,201411230atl,cle,BadeJo00,def_int_long,0,,,,,
player,201411230atl,cle,BadeJo00,pass_defended,0,,,,,
player,201411230atl,cle,BadeJo00,sacks,0.0,,,,,
player,201411230atl,cle,BadeJo00,tackles_combined,1,,,,,
player,201411230atl,cle,BadeJo00,tackles_solo,1,,,,,
player,201411230atl,cle,BadeJo00,tackles_assists,0,,,,,
player,201411230atl,cle,BadeJo00,tackles_loss,0,,,,,
player,201411230atl,cle,BadeJo00,qb_hits,0,,,,,
player,201411230atl,cle,BadeJo00,fumbles_rec,0,,,,,
player,201411230atl,cle,BadeJo00,fumbles_rec_yds,0,,,,,
player,201411230atl,cle,BadeJo00,fumbles_rec_td,0,,,,,
player,201411230atl,cle,BadeJo00,fumbles_forced,0,,,,,
player,201411230atl,cle,BitoJo00,def_int,0,,,,,
player,201411230atl,cle,BitoJo00,def_int_yds,0,,,,,
player,201411230atl,cle,BitoJo00,def_int_td,0,,,,,
player,201411230atl,cle,BitoJo00,def_int_long,0,,,,,
player,201411230atl,cle,BitoJo00,pass_defended,0,,,,,
player,201411230atl,cle,BitoJo00,sacks,0.0,,,,,
player,201411230atl,cle,BitoJo00,tackles_combined,1,,,,,
player,201411230atl,cle,BitoJo00,tackles_solo,1,,,,,
player,201411230atl,cle,BitoJo00,tackles_assists,0,,,,,
player,201411230atl,cle,BitoJo00,tackles_loss,0,,,,,
player,201411230atl,cle,BitoJo00,qb_hits,0,,,,,
player,201411230atl,cle,BitoJo00,fumbles_rec,0,,,,,
player,201411230atl,cle,BitoJo00,fumbles_rec_yds,0,,,,,
player,201411230atl,cle,BitoJo00,fumbles_rec_td,0,,,,,
player,201411230atl,cle,BitoJo00,fumbles_forced,0,,,,,
player,201411230atl,cle,CardTa00,def_int,0,,,,,
player,201411230atl,cle,CardTa00,def_int_yds,0,,,,,
player,201411230atl,cle,CardTa00,def_int_td,0,,,,,
player,201411230atl,cle,CardTa00,def_int_long,0,,,,,
player,201411230atl,cle,CardTa00,pass_defended,0,,,,,
player,201411230atl,cle,CardTa00,sacks,0.0,,,,,
player,201411230atl,cle,CardTa00,tackles_combined,1,,,,,
player,201411230atl,cle,CardTa00,tackles_solo,0,,,,,
player,201411230atl,cle,CardTa00,tackles_assists,1,,,,,
player,201411230atl,cle,CardTa00,tackles_loss,0,,,,,
player,201411230atl,cle,CardTa00,qb_hits,0,,,,,
player,201411230atl,cle,CardTa00,fumbles_rec,0,,,,,
player,201411230atl,cle,CardTa00,fumbles_rec_yds,0,,,,,
player,201411230atl,cle,CardTa00,fumbles_rec_td,0,,,,,
player,201411230atl,cle,CardTa00,fumbles_forced,0,,,,,
player,201411230atl,cle,FuaxSi00,def_int,0,,,,,
player,201411230atl,cle,FuaxSi00,def_int_yds,0,,,,,
player,201411230atl,cle,FuaxSi00,def_int_td,0,,,,,
player,201411230atl,cle,FuaxSi00,def_int_long,0,,,,,
player,201411230atl,cle,FuaxSi00,pass_defended,0,,,,,
player,201411230atl,cle,FuaxSi00,sacks,0.0,,,,,
player,201411230atl,cle,FuaxSi00,tackles_combined,1,,,,,
player,201411230atl,cle,FuaxSi00,tackles_solo,0,,,,,
player,201411230atl,cle,FuaxSi00,tackles_assists,1,,,,,
player,201411230atl,cle,FuaxSi00,tackles_loss,0,,,,,
player,201411230atl,cle,FuaxSi00,qb_hits,0,,,,,
player,201411230atl,cle,FuaxSi00,fumbles_rec,0,,,,,
player,201411230atl,cle,FuaxSi00,fumbles_rec_yds,0,,,,,
player,201411230atl,cle,FuaxSi00,fumbles_rec_td,0,,,,,
player,201411230atl,cle,FuaxSi00,fumbles_forced,0,,,,,
player,201411230atl,cle,GilbJu00,def_int,0,,,,,
player,201411230atl,cle,GilbJu00,def_int_yds,0,,,,,
player,201411230atl,cle,GilbJu00,def_int_td,0,,,,,
player,201411230atl,cle,GilbJu00,def_int_long,0,,,,,
player,201411230atl,cle,GilbJu00,pass_defended,2,,,,,
player,201411230atl,cle,GilbJu00,sacks,0.0,,,,,
player,201411230atl,cle,GilbJu00,tackles_combined,1,,,,,
player,201411230atl,cle,GilbJu00,tackles_solo,1,,,,,
player,201411230atl,cle,GilbJu00,tackles_assists,0,,,,,
player,201411230atl,cle,GilbJu00,tackles_loss,0,,,,,
player,201411230atl,cle,GilbJu00,qb_hits,0,,,,,
player,201411230atl,cle,GilbJu00,fumbles_rec,0,,,,,
player,201411230atl,cle,GilbJu00,fumbles_rec_yds,0,,,,,
player,201411230atl,cle,GilbJu00,fumbles_rec_td,0,,,,,
player,201411230atl,cle,GilbJu00,fumbles_forced,0,,,,,
player,201411230atl,cle,PoyeJo00,def_int,0,,,,,
player,201411230atl,cle,PoyeJo00,def_int_yds,0,,,,,
player,201411230atl,cle,PoyeJo00,def_int_td,0,,,,,
player,201411230atl,cle,PoyeJo00,def_int_long,0,,,,,
player,201411230atl,cle,PoyeJo00,pass_defended,0,,,,,
player,201411230atl,cle,PoyeJo00,sacks,0.0,,,,,
player,201411230atl,cle,PoyeJo00,tackles_combined,1,,,,,
player,201411230atl,cle,PoyeJo00,tackles_solo,1,,,,,
player,201411230atl,cle,PoyeJo00,tackles_assists,0,,,,,
player,201411230atl,cle,PoyeJo00,tackles_loss,0,,,,,
player,201411230atl,cle,PoyeJo00,qb_hits,0,,,,,
player,201411230atl,cle,PoyeJo00,fumbles_rec,0,,,,,
player,201411230atl,cle,PoyeJo00,fumbles_rec_yds,0,,,,,
player,201411230atl,cle,PoyeJo00,fumbles_rec_td,0,,,,,
player,201411230atl,cle,PoyeJo00,fumbles_forced,0,,,,,
player,201411230atl,cle,SheaJa00,def_int,0,,,,,
player,201411230atl,cle,SheaJa00,def_int_yds,0,,,,,
player,201411230atl,cle,SheaJa00,def_int_td,0,,,,,
player,201411230atl,cle,SheaJa00,def_int_long,0,,,,,
player,201411230atl,cle,SheaJa00,pass_defended,0,,,,,
player,201411230atl,cle,SheaJa00,sacks,0.0,,,,,
player,201411230atl,cle,SheaJa00,tackles_combined,1,,,,,
player,201411230atl,cle,SheaJa00,tackles_solo,1,,,,,
player,201411230atl,cle,SheaJa00,tackles_assists,0,,,,,
player,201411230atl,cle,SheaJa00,tackles_loss,0,,,,,
player,201411230atl,cle,SheaJa00,qb_hits,0,,,,,
player,201411230atl,cle,SheaJa00,fumbles_rec,0,,,,,
player,201411230atl,cle,SheaJa00,fumbles_rec_yds,0,,,,,
player,201411230atl,cle,SheaJa00,fumbles_rec_td,0,,,,,
player,201411230atl,cle,SheaJa00,fumbles_forced,0,,,,,
player,201411230atl,cle,WhitDo20,def_int,0,,,,,
player,201411230atl,cle,WhitDo20,def_int_yds,0,,,,,
player,201411230atl,cle,WhitDo20,def_int_td,0,,,,,
player,201411230atl,cle,WhitDo20,def_int_long,0,,,,,
player,201411230atl,cle,WhitDo20,pass_defended,1,,,,,
player,201411230atl,cle,WhitDo20,sacks,0.0,,,,,
player,201411230atl,cle,WhitDo20,tackles_combined,1,,,,,
player,201411230atl,cle,WhitDo20,tackles_solo,1,,,,,
player,201411230atl,cle,WhitDo20,tackles_assists,0,,,,,
player,201411230atl,cle,WhitDo20,tackles_loss,0,,,,,
player,201411230atl,cle,WhitDo20,qb_hits,0,,,,,
player,201411230atl,cle,WhitDo20,fumbles_rec,0,,,,,
player,201411230atl,cle,WhitDo20,fumbles_rec_yds,0,,,,,
player,201411230atl,cle,WhitDo20,fumbles_rec_td,0,,,,,
player,201411230atl,cle,WhitDo20,fumbles_forced,0,,,,,
player,201411230atl,cle,MingBa00,def_int,0,,,,,
player,201411230atl,cle,MingBa00,def_int_yds,0,,,,,
player,201411230atl,cle,MingBa00,def_int_td,0,,,,,
player,201411230atl,cle,MingBa00,def_int_long,0,,,,,
player,201411230atl,cle,MingBa00,pass_defended,1,,,,,
player,201411230atl,cle,MingBa00,sacks,0.0,,,,,
player,201411230atl,cle,MingBa00,tackles_combined,0,,,,,
player,201411230atl,cle,MingBa00,tackles_solo,0,,,,,
player,201411230atl,cle,MingBa00,tackles_assists,0,,,,,
player,201411230atl,cle,MingBa00,tackles_loss,0,,,,,
player,201411230atl,cle,MingBa00,qb_hits,0,,,,,
player,201411230atl,cle,MingBa00,fumbles_rec,0,,,,,
player,201411230atl,cle,MingBa00,fumbles_rec_yds,0,,,,,
player,201411230atl,cle,MingBa00,fumbles_rec_td,0,,,,,
player,201411230atl,cle,MingBa00,fumbles_forced,0,,,,,
player,201411230atl,atl,IshmKe00,def_int,1,,,,,
player,201411230atl,atl,IshmKe00,def_int_yds,14,,,,,
player,201411230atl,atl,IshmKe00,def_int_td,0,,,,,
player,201411230atl,atl,IshmKe00,def_int_long,14,,,,,
player,201411230atl,atl,IshmKe00,pass_defended,1,,,,,
player,201411230atl,atl,IshmKe00,sacks,0.0,,,,,
player,201411230atl,atl,IshmKe00,tackles_combined,10,,,,,
player,201411230atl,atl,IshmKe00,tackles_solo,6,,,,,
player,201411230atl,atl,IshmKe00,tackles_assists,4,,,,,
player,201411230atl,atl,IshmKe00,tackles_loss,0,,,,,
player,201411230atl,atl,IshmKe00,qb_hits,0,,,,,
player,201411230atl,atl,IshmKe00,fumbles_rec,0,,,,,
player,201411230atl,atl,IshmKe00,fumbles_rec_yds,0,,,,,
player,201411230atl,atl,IshmKe00,fumbles_rec_td,0,,,,,
player,201411230atl,atl,IshmKe00,fumbles_forced,0,,,,,
player,201411230atl,atl,TrufDe00,def_int,1,,,,,
player,201411230atl,atl,TrufDe00,def_int_yds,0,,,,,
player,201411230atl,atl,TrufDe00,def_int_td,0,,,,,
player,201411230atl,atl,TrufDe00,def_int_long,0,,,,,
player,201411230atl,atl,TrufDe00,pass_defended,2,,,,,
player,201411230atl,atl,TrufDe00,sacks,0.0,,,,,
player,201411230atl,atl,TrufDe00,tackles_combined,3,,,,,
player,201411230atl,atl,TrufDe00,tackles_solo,3,,,,,
player,201411230atl,atl,TrufDe00,tackles_assists,0,,,,,
player,201411230atl,atl,TrufDe00,tackles_loss,0,,,,,
player,201411230atl,atl,TrufDe00,qb_hits,0,,,,,
player,201411230atl,atl,TrufDe00,fumbles_rec,0,,,,,
player,201411230atl,atl,TrufDe00,fumbles_rec_yds,0,,,,,
player,201411230atl,atl,TrufDe00,fumbles_rec_td,0,,,,,
player,201411230atl,atl,TrufDe00,fumbles_forced,0,,,,,
player,201411230atl,atl,SoutDe00,def_int,1,,,,,
player,201411230atl,atl,SoutDe00,def_int_yds,-5,,,,,
player,201411230atl,atl,SoutDe00,def_int_td,0,,,,,
player,201411230atl,atl,SoutDe00,def_int_long,-5,,,,,
player,201411230atl,atl,SoutDe00,pass_defended,1,,,,,
player,201411230atl,atl,SoutDe00,sacks,0.0,,,,,
player,201411230atl,atl,SoutDe00,tackles_combined,2,,,,,
player,201411230atl,atl,SoutDe00,tackles_solo,1,,,,,
player,201411230atl,atl,SoutDe00,tackles_assists,1,,,,,
player,201411230atl,atl,SoutDe00,tackles_loss,0,,,,,
player,201411230atl,atl,SoutDe00,qb_hits,0,,,,,
player,201411230atl,atl,SoutDe00,fumbles_rec,0,,,,,
player,201411230atl,atl,SoutDe00,fumbles_rec_yds,0,,,,,
player,201411230atl,atl,SoutDe00,fumbles_rec_td,0,,,,,
player,201411230atl,atl,SoutDe00,fumbles_forced,0,,,,,
player,201411230atl,atl,BierKr99,def_int,0,,,,,
player,201411230atl,atl,BierKr99,def_int_yds,0,,,,,
player,201411230atl,atl,BierKr99,def_int_td,0,,,,,
player,201411230atl,atl,BierKr99,def_int_long,0,,,,,
player,201411230atl,atl,BierKr99,pass_defended,0,,,,,
player,201411230atl,atl,BierKr99,sacks,1.0,,,,,
player,201411230atl,atl,BierKr99,tackles_combined,5,,,,,
player,201411230atl,atl,BierKr99,tackles_solo,4,,,,,
player,201411230atl,atl,BierKr99,tackles_assists,1,,,,,
player,201411230atl,atl,BierKr99,tackles_loss,1,,,,,
player,201411230atl,atl,BierKr99,qb_hits,2,,,,,
player,201411230atl,atl,BierKr99,fumbles_rec,0,,,,,
player,201411230atl,atl,BierKr99,fumbles_rec_yds,0,,,,,
player,201411230atl,atl,BierKr99,fumbles_rec_td,0,,,,,
player,201411230atl,atl,BierKr99,fumbles_forced,0,,,,,
player,201411230atl,atl,BartJo01,def_int,0,,,,,
player,201411230atl,atl,BartJo01,def_int_yds,0,,,,,
player,201411230atl,atl,BartJo01,def_int_td,0,,,,,
player,201411230atl,atl,BartJo01,def_int_long,0,,,,,
player,201411230atl,atl,BartJo01,pass_defended,0,,,,,
player,201411230atl,atl,BartJo01,sacks,0.0,,,,,
player,201411230atl,atl,BartJo01,tackles_combined,8,,,,,
player,201411230atl,atl,BartJo01,tackles_solo,5,,,,,
player,201411230atl,atl,BartJo01,tackles_assists,3,,,,,
player,201411230atl,atl,BartJo01,tackles_loss,0,,,,,
player,201411230atl,atl,BartJo01,qb_hits,0,,,,,
player,201411230atl,atl,BartJo01,fumbles_rec,0,,,,,
player,201411230atl,atl,BartJo01,fumbles_rec_yds,0,,,,,
player,201411230atl,atl,BartJo01,fumbles_rec_td,0,,,,,
player,201411230atl,atl,BartJo01,fumbles_forced,0,,,,,
player,201411230atl,atl,McClRo98,def_int,0,,,,,
player,201411230atl,atl,McClRo98,def_int_yds,0,,,,,
player,201411230atl,atl,McClRo98,def_int_td,0,,,,,
player,201411230atl,atl,McClRo98,def_int_long,0,,,,,
player,201411230atl,atl,McClRo98,pass_defended,0,,,,,
player,201411230atl,atl,McClRo98,sacks,0.0,,,,,
player,201411230atl,atl,McClRo98,tackles_combined,6,,,,,
player,201411230atl,atl,McClRo98,tackles_solo,5,,,,,
player,201411230atl,atl,McClRo98,tackles_assists,1,,,,,
player,201411230atl,atl,McClRo98,tackles_loss,0,,,,,
player,201411230atl,atl,McClRo98,qb_hits,0,,,,,
player,201411230atl,atl,McClRo98,fumbles_rec,0,,,,,
player,201411230atl,atl,McClRo98,fumbles_rec_yds,0,,,,,
player,201411230atl,atl,McClRo98,fumbles_rec_td,0,,,,,
player,201411230atl,atl,McClRo98,fumbles_forced,0,,,,,
player,201411230atl,atl,WorrPa00,def_int,0,,,,,
player,201411230atl,atl,WorrPa00,def_int_yds,0,,,,,
player,201411230atl,atl,WorrPa00,def_int_td,0,,,,,
player,201411230atl,atl,WorrPa00,def_int_long,0,,,,,
player,201411230atl,atl,WorrPa00,pass_defended,0,,,,,
player,201411230atl,atl,WorrPa00,sacks,0.0,,,,,
player,201411230atl,atl,WorrPa00,tackles_combined,6,,,,,
player,201411230atl,atl,WorrPa00,tackles_solo,5,,,,,
player,201411230atl,atl,WorrPa00,tackles_assists,1,,,,,
player,201411230atl,atl,WorrPa00,tackles_loss,0,,,,,
player,201411230atl,atl,WorrPa00,qb_hits,1,,,,,
player,201411230atl,atl,WorrPa00,fumbles_rec,0,,,,,
player,201411230atl,atl,WorrPa00,fumbles_rec_yds,0,,,,,
player,201411230atl,atl,WorrPa00,fumbles_rec_td,0,,,,,
player,201411230atl,atl,WorrPa00,fumbles_forced,0,,,,,
player,201411230atl,atl,BabiJo20,def_int,0,,,,,
player,201411230atl,atl,BabiJo20,def_int_yds,0,,,,,
player,201411230atl,atl,BabiJo20,def_int_td,0,,,,,
player,201411230atl,atl,BabiJo20,def_int_long,0,,,,,
player,201411230atl,atl,BabiJo20,pass_defended,0,,,,,
player,201411230atl,atl,BabiJo20,sacks,0.0,,,,,
player,201411230atl,atl,BabiJo20,tackles_combined,3,,,,,
player,201411230atl,atl,BabiJo20,tackles_solo,1,,,,,
player,201411230atl,atl,BabiJo20,tackles_assists,2,,,,,
player,201411230atl,atl,BabiJo20,tackles_loss,0,,,,,
player,201411230atl,atl,BabiJo20,qb_hits,0,,,,,
player,201411230atl,atl,BabiJo20,fumbles_rec,0,,,,,
player,201411230atl,atl,BabiJo20,fumbles_rec_yds,0,,,,,
player,201411230atl,atl,BabiJo20,fumbles_rec_td,0,,,,,
player,201411230atl,atl,BabiJo20,fumbles_forced,0,,,,,
player,201411230atl,atl,PeteCo00,def_int,0,,,,,
player,201411230atl,atl,PeteCo00,def_int_yds,0,,,,,
player,201411230atl,atl,PeteCo00,def_int_td,0,,,,,
player,201411230atl,atl,PeteCo00,def_int_long,0,,,,,
player,201411230atl,atl,PeteCo00,pass_defended,0,,,,,
player,201411230atl,atl,PeteCo00,sacks,0.0,,,,,
player,201411230atl,atl,PeteCo00,tackles_combined,3,,,,,
player,201411230atl,atl,PeteCo00,tackles_solo,2,,,,,
player,201411230atl,atl,PeteCo00,tackles_assists,1,,,,,
player,201411230atl,atl,PeteCo00,tackles_loss,0,,,,,
player,201411230atl,atl,PeteCo00,qb_hits,0,,,,,
player,201411230atl,atl,PeteCo00,fumbles_rec,0,,,,,
player,201411230atl,atl,PeteCo00,fumbles_rec_yds,0,,,,,
player,201411230atl,atl,PeteCo00,fumbles_rec_td,0,,,,,
player,201411230atl,atl,PeteCo00,fumbles_forced,0,,,,,
player,201411230atl,atl,WilsJo99,def_int,0,,,,,
player,201411230atl,atl,WilsJo99,def_int_yds,0,,,,,
player,201411230atl,atl,WilsJo99,def_int_td,0,,,,,
player,201411230atl,atl,WilsJo99,def_int_long,0,,,,,
player,201411230atl,atl,WilsJo99,pass_defended,0,,,,,
player,201411230atl,atl,WilsJo99,sacks,0.0,,,,,
player,201411230atl,atl,WilsJo99,tackles_combined,3,,,,,
player,201411230atl,atl,WilsJo99,tackles_solo,3,,,,,
player,201411230atl,atl,WilsJo99,tackles_assists,0,,,,,
