game,2014,12,20141123,201411230atl,cle,"Cleveland Browns",26,atl,"Atlanta Falcons",24
player,201411230atl,cle,GrecJo20,special_teams,7,,,,,
player,201411230atl,cle,GrecJo20,st_pct,26%,,,,,
player,201411230atl,cle,ThomJo28,pos,T,,,,,
player,201411230atl,cle,ThomJo28,offense,75,,,,,
player,201411230atl,cle,ThomJo28,off_pct,100%,,,,,
player,201411230atl,cle,ThomJo28,defense,0,,,,,
player,201411230atl,cle,ThomJo28,def_pct,0%,,,,,
player,201411230atl,cle,ThomJo28,special_teams,7,,,,,
player,201411230atl,cle,ThomJo28,st_pct,26%,,,,,
player,201411230atl,cle,SchwMi00,pos,T,,,,,
player,201411230atl,cle,SchwMi00,offense,75,,,,,
player,201411230atl,cle,SchwMi00,off_pct,100%,,,,,
player,201411230atl,cle,SchwMi00,defense,0,,,,,
player,201411230atl,cle,SchwMi00,def_pct,0%,,,,,
player,201411230atl,cle,SchwMi00,special_teams,7,,,,,
player,201411230atl,cle,SchwMi00,st_pct,26%,,,,,
player,201411230atl,cle,HoyeBr00,pos,QB,,,,,
player,201411230atl,cle,HoyeBr00,offense,75,,,,,
player,201411230atl,cle,HoyeBr00,off_pct,100%,,,,,
player,201411230atl,cle,HoyeBr00,defense,0,,,,,
player,201411230atl,cle,HoyeBr00,def_pct,0%,,,,,
player,201411230atl,cle,HoyeBr00,special_teams,0,,,,,
player,201411230atl,cle,HoyeBr00,st_pct,0%,,,,,
player,201411230atl,cle,McDoNi00,pos,C,,,,,
player,201411230atl,cle,McDoNi00,offense,75,,,,,
player,201411230atl,cle,McDoNi00,off_pct,100%,,,,,
player,201411230atl,cle,McDoNi00,defense,0,,,,,
player,201411230atl,cle,McDoNi00,def_pct,0%,,,,,
player,201411230atl,cle,McDoNi00,special_teams,0,,,,,
player,201411230atl,cle,McDoNi00,st_pct,0%,,,,,
player,201411230atl,cle,BarnGa01,pos,TE,,,,,
player,201411230atl,cle,BarnGa01,offense,53,,,,,
player,201411230atl,cle,BarnGa01,off_pct,71%,,,,,
player,201411230atl,cle,BarnGa01,defense,0,,,,,
player,201411230atl,cle,BarnGa01,def_pct,0%,,,,,
player,201411230atl,cle,BarnGa01,special_teams,7,,,,,
player,201411230atl,cle,BarnGa01,st_pct,26%,,,,,
player,201411230atl,cle,GordJo02,pos,WR,,,,,
player,201411230atl,cle,GordJo02,offense,52,,,,,
player,201411230atl,cle,GordJo02,off_pct,69%,,,,,
player,201411230atl,cle,GordJo02,defense,0,,,,,
player,201411230atl,cle,GordJo02,def_pct,0%,,,,,
player,201411230atl,cle,GordJo02,special_teams,0,,,,,
player,201411230atl,cle,GordJo02,st_pct,0%,,,,,
player,201411230atl,cle,AustMi00,pos,WR,,,,,
player,201411230atl,cle,AustMi00,offense,47,,,,,
player,201411230atl,cle,AustMi00,off_pct,63%,,,,,
player,201411230atl,cle,AustMi00,defense,0,,,,,
player,201411230atl,cle,AustMi00,def_pct,0%,,,,,
player,201411230atl,cle,AustMi00,special_teams,0,,,,,
player,201411230atl,cle,AustMi00,st_pct,0%,,,,,
player,201411230atl,cle,HawkAn00,pos,WR,,,,,
player,201411230atl,cle,HawkAn00,offense,46,,,,,
player,201411230atl,cle,HawkAn00,off_pct,61%,,,,,
player,201411230atl,cle,HawkAn00,defense,0,,,,,
player,201411230atl,cle,HawkAn00,def_pct,0%,,,,,
player,201411230atl,cle,HawkAn00,special_teams,0,,,,,
player,201411230atl,cle,HawkAn00,st_pct,0%,,,,,
player,201411230atl,cle,CrowIs00,pos,RB,,,,,
player,201411230atl,cle,CrowIs00,offense,45,,,,,
player,201411230atl,cle,CrowIs00,off_pct,60%,,,,,
player,201411230atl,cle,CrowIs00,defense,0,,,,,
player,201411230atl,cle,CrowIs00,def_pct,0%,,,,,
player,201411230atl,cle,CrowIs00,special_teams,0,,,,,
player,201411230atl,cle,CrowIs00,st_pct,0%,,,,,
player,201411230atl,cle,DrayJi00,pos,TE,,,,,
player,201411230atl,cle,DrayJi00,offense,38,,,,,
player,201411230atl,cle,DrayJi00,off_pct,51%,,,,,
player,201411230atl,cle,DrayJi00,defense,0,,,,,
player,201411230atl,cle,DrayJi00,def_pct,0%,,,,,
player,201411230atl,cle,DrayJi00,special_teams,7,,,,,
player,201411230atl,cle,DrayJi00,st_pct,26%,,,,,
player,201411230atl,cle,WestTe00,pos,RB,,,,,
player,201411230atl,cle,WestTe00,offense,30,,,,,
player,201411230atl,cle,WestTe00,off_pct,40%,,,,,
player,201411230atl,cle,WestTe00,defense,0,,,,,
player,201411230atl,cle,WestTe00,def_pct,0%,,,,,
player,201411230atl,cle,WestTe00,special_teams,0,,,,,
player,201411230atl,cle,WestTe00,st_pct,0%,,,,,
player,201411230atl,cle,AgneRa00,pos,FB,,,,,
player,201411230atl,cle,AgneRa00,offense,24,,,,,
player,201411230atl,cle,AgneRa00,off_pct,32%,,,,,
player,201411230atl,cle,AgneRa00,defense,0,,,,,
player,201411230atl,cle,AgneRa00,def_pct,0%,,,,,
player,201411230atl,cle,AgneRa00,special_teams,0,,,,,
player,201411230atl,cle,AgneRa00,st_pct,0%,,,,,
player,201411230atl,cle,GabrTa00,pos,WR,,,,,
player,201411230atl,cle,GabrTa00,offense,21,,,,,
player,201411230atl,cle,GabrTa00,off_pct,28%,,,,,
player,201411230atl,cle,GabrTa00,defense,0,,,,,
player,201411230atl,cle,GabrTa00,def_pct,0%,,,,,
player,201411230atl,cle,GabrTa00,special_teams,3,,,,,
player,201411230atl,cle,GabrTa00,st_pct,11%,,,,,
player,201411230atl,cle,BenjTr00,pos,WR,,,,,
player,201411230atl,cle,BenjTr00,offense,19,,,,,
player,201411230atl,cle,BenjTr00,off_pct,25%,,,,,
player,201411230atl,cle,BenjTr00,defense,0,,,,,
player,201411230atl,cle,BenjTr00,def_pct,0%,,,,,
player,201411230atl,cle,BenjTr00,special_teams,3,,,,,
player,201411230atl,cle,BenjTr00,st_pct,11%,,,,,
player,201411230atl,cle,RobeCr00,pos,LB,,,,,
player,201411230atl,cle,RobeCr00,offense,0,,,,,
player,201411230atl,cle,RobeCr00,off_pct,0%,,,,,
player,201411230atl,cle,RobeCr00,defense,71,,,,,
player,201411230atl,cle,RobeCr00,def_pct,100%,,,,,
player,201411230atl,cle,RobeCr00,special_teams,5,,,,,
player,201411230atl,cle,RobeCr00,st_pct,19%,,,,,
player,201411230atl,cle,WhitDo20,pos,SS,,,,,
player,201411230atl,cle,WhitDo20,offense,0,,,,,
player,201411230atl,cle,WhitDo20,off_pct,0%,,,,,
player,201411230atl,cle,WhitDo20,defense,71,,,,,
player,201411230atl,cle,WhitDo20,def_pct,100%,,,,,
player,201411230atl,cle,WhitDo20,special_teams,5,,,,,
player,201411230atl,cle,WhitDo20,st_pct,19%,,,,,
player,201411230atl,cle,HadeJo99,pos,CB,,,,,
player,201411230atl,cle,HadeJo99,offense,0,,,,,
player,201411230atl,cle,HadeJo99,off_pct,0%,,,,,
player,201411230atl,cle,HadeJo99,defense,69,,,,,
player,201411230atl,cle,HadeJo99,def_pct,97%,,,,,
player,201411230atl,cle,HadeJo99,special_teams,8,,,,,
player,201411230atl,cle,HadeJo99,st_pct,30%,,,,,
player,201411230atl,cle,SkriBu00,pos,CB,,,,,
player,201411230atl,cle,SkriBu00,offense,0,,,,,
player,201411230atl,cle,SkriBu00,off_pct,0%,,,,,
player,201411230atl,cle,SkriBu00,defense,69,,,,,
player,201411230atl,cle,SkriBu00,def_pct,97%,,,,,
player,201411230atl,cle,SkriBu00,special_teams,7,,,,,
player,201411230atl,cle,SkriBu00,st_pct,26%,,,,,
player,201411230atl,cle,KrugPa99,pos,LB,,,,,
player,201411230atl,cle,KrugPa99,offense,0,,,,,
player,201411230atl,cle,KrugPa99,off_pct,0%,,,,,
player,201411230atl,cle,KrugPa99,defense,66,,,,,
player,201411230atl,cle,KrugPa99,def_pct,93%,,,,,
player,201411230atl,cle,KrugPa99,special_teams,5,,,,,
player,201411230atl,cle,KrugPa99,st_pct,19%,,,,,
player,201411230atl,cle,MingBa00,pos,LB,,,,,
player,201411230atl,cle,MingBa00,offense,0,,,,,
player,201411230atl,cle,MingBa00,off_pct,0%,,,,,
player,201411230atl,cle,MingBa00,defense,56,,,,,
player,201411230atl,cle,MingBa00,def_pct,79%,,,,,
player,201411230atl,cle,MingBa00,special_teams,13,,,,,
player,201411230atl,cle,MingBa00,st_pct,48%,,,,,
player,201411230atl,cle,GipsTa00,pos,FS,,,,,
player,201411230atl,cle,GipsTa00,offense,0,,,,,
player,201411230atl,cle,GipsTa00,off_pct,0%,,,,,
player,201411230atl,cle,GipsTa00,defense,56,,,,,
player,201411230atl,cle,GipsTa00,def_pct,79%,,,,,
player,201411230atl,cle,GipsTa00,special_teams,1,,,,,
player,201411230atl,cle,GipsTa00,st_pct,4%,,,,,
player,201411230atl,cle,BryaDe00,pos,DE,,,,,
player,201411230atl,cle,BryaDe00,offense,0,,,,,
player,201411230atl,cle,BryaDe00,off_pct,0%,,,,,
player,201411230atl,cle,BryaDe00,defense,52,,,,,
player,201411230atl,cle,BryaDe00,def_pct,73%,,,,,
player,201411230atl,cle,BryaDe00,special_teams,4,,,,,
player,201411230atl,cle,BryaDe00,st_pct,15%,,,,,
player,201411230atl,cle,WillKW00,pos,CB,,,,,
player,201411230atl,cle,WillKW00,offense,0,,,,,
player,201411230atl,cle,WillKW00,off_pct,0%,,,,,
player,201411230atl,cle,WillKW00,defense,51,,,,,
player,201411230atl,cle,WillKW00,def_pct,72%,,,,,
player,201411230atl,cle,WillKW00,special_teams,10,,,,,
player,201411230atl,cle,WillKW00,st_pct,37%,,,,,
player,201411230atl,cle,KirkCh00,pos,LB,,,,,
player,201411230atl,cle,KirkCh00,offense,0,,,,,
player,201411230atl,cle,KirkCh00,off_pct,0%,,,,,
player,201411230atl,cle,KirkCh00,defense,49,,,,,
player,201411230atl,cle,KirkCh00,def_pct,69%,,,,,
player,201411230atl,cle,KirkCh00,special_teams,5,,,,,
player,201411230atl,cle,KirkCh00,st_pct,19%,,,,,
player,201411230atl,cle,WinnBi00,pos,DE,,,,,
player,201411230atl,cle,WinnBi00,offense,0,,,,,
player,201411230atl,cle,WinnBi00,off_pct,0%,,,,,
player,201411230atl,cle,WinnBi00,defense,42,,,,,
player,201411230atl,cle,WinnBi00,def_pct,59%,,,,,
player,201411230atl,cle,WinnBi00,special_teams,16,,,,,
player,201411230atl,cle,WinnBi00,st_pct,59%,,,,,
player,201411230atl,cle,RubiAh99,pos,NT,,,,,
player,201411230atl,cle,RubiAh99,offense,0,,,,,
player,201411230atl,cle,RubiAh99,off_pct,0%,,,,,
player,201411230atl,cle,RubiAh99,defense,32,,,,,
player,201411230atl,cle,RubiAh99,def_pct,45%,,,,,
player,201411230atl,cle,RubiAh99,special_teams,5,,,,,
player,201411230atl,cle,RubiAh99,st_pct,19%,,,,,
player,201411230atl,cle,LeonJi23,pos,SS,,,,,
player,201411230atl,cle,LeonJi23,offense,0,,,,,
player,201411230atl,cle,LeonJi23,off_pct,0%,,,,,
player,201411230atl,cle,LeonJi23,defense,28,,,,,
player,201411230atl,cle,LeonJi23,def_pct,39%,,,,,
player,201411230atl,cle,LeonJi23,special_teams,10,,,,,
player,201411230atl,cle,LeonJi23,st_pct,37%,,,,,
player,201411230atl,cle,SheaJa00,pos,LB,,,,,
player,201411230atl,cle,SheaJa00,offense,0,,,,,
player,201411230atl,cle,SheaJa00,off_pct,0%,,,,,
player,201411230atl,cle,SheaJa00,defense,20,,,,,
player,201411230atl,cle,SheaJa00,def_pct,28%,,,,,
player,201411230atl,cle,SheaJa00,special_teams,0,,,,,
player,201411230atl,cle,SheaJa00,st_pct,0%,,,,,
player,201411230atl,cle,KitcIs00,pos,NT,,,,,
player,201411230atl,cle,KitcIs00,offense,0,,,,,
player,201411230atl,cle,KitcIs00,off_pct,0%,,,,,
player,201411230atl,cle,KitcIs00,defense,19,,,,,
player,201411230atl,cle,KitcIs00,def_pct,27%,,,,,
player,201411230atl,cle,KitcIs00,special_teams,0,,,,,
player,201411230atl,cle,KitcIs00,st_pct,0%,,,,,
player,201411230atl,cle,FuaxSi00,pos,DT,,,,,
player,201411230atl,cle,FuaxSi00,offense,0,,,,,
player,201411230atl,cle,FuaxSi00,off_pct,0%,,,,,
player,201411230atl,cle,FuaxSi00,defense,17,,,,,
player,201411230atl,cle,FuaxSi00,def_pct,24%,,,,,
player,201411230atl,cle,FuaxSi00,special_teams,0,,,,,
player,201411230atl,cle,FuaxSi00,st_pct,0%,,,,,
player,201411230atl,cle,GilbJu00,pos,CB,,,,,
player,201411230atl,cle,GilbJu00,offense,0,,,,,
player,201411230atl,cle,GilbJu00,off_pct,0%,,,,,
player,201411230atl,cle,GilbJu00,defense,8,,,,,
player,201411230atl,cle,GilbJu00,def_pct,11%,,,,,
player,201411230atl,cle,GilbJu00,special_teams,1,,,,,
player,201411230atl,cle,GilbJu00,st_pct,4%,,,,,
player,201411230atl,cle,PoyeJo00,pos,FS,,,,,
player,201411230atl,cle,PoyeJo00,offense,0,,,,,
player,201411230atl,cle,PoyeJo00,off_pct,0%,,,,,
player,201411230atl,cle,PoyeJo00,defense,3,,,,,
player,201411230atl,cle,PoyeJo00,def_pct,4%,,,,,
player,201411230atl,cle,PoyeJo00,special_teams,19,,,,,
player,201411230atl,cle,PoyeJo00,st_pct,70%,,,,,
player,201411230atl,cle,CardTa00,pos,LB,,,,,
player,201411230atl,cle,CardTa00,offense,0,,,,,
player,201411230atl,cle,CardTa00,off_pct,0%,,,,,
player,201411230atl,cle,CardTa00,defense,1,,,,,
player,201411230atl,cle,CardTa00,def_pct,1%,,,,,
player,201411230atl,cle,CardTa00,special_teams,19,,,,,
player,201411230atl,cle,CardTa00,st_pct,70%,,,,,
player,201411230atl,cle,MartEr02,pos,LB,,,,,
player,201411230atl,cle,MartEr02,offense,0,,,,,
player,201411230atl,cle,MartEr02,off_pct,0%,,,,,
player,201411230atl,cle,MartEr02,defense,1,,,,,
player,201411230atl,cle,MartEr02,def_pct,1%,,,,,
player,201411230atl,cle,MartEr02,special_teams,14,,,,,
player,201411230atl,cle,MartEr02,st_pct,52%,,,,,
player,201411230atl,cle,DileZa99,pos,LB,,,,,
player,201411230atl,cle,DileZa99,offense,0,,,,,
player,201411230atl,cle,DileZa99,off_pct,0%,,,,,
player,201411230atl,cle,DileZa99,defense,0,,,,,
player,201411230atl,cle,DileZa99,def_pct,0%,,,,,
player,201411230atl,cle,DileZa99,special_teams,15,,,,,
player,201411230atl,cle,DileZa99,st_pct,56%,,,,,
player,201411230atl,cle,BadeJo00,pos,SS,,,,,
player,201411230atl,cle,BadeJo00,offense,0,,,,,
player,201411230atl,cle,BadeJo00,off_pct,0%,,,,,
player,201411230atl,cle,BadeJo00,defense,0,,,,,
player,201411230atl,cle,BadeJo00,def_pct,0%,,,,,
player,201411230atl,cle,BadeJo00,special_teams,15,,,,,
player,201411230atl,cle,BadeJo00,st_pct,56%,,,,,
player,201411230atl,cle,TaylRy00,pos,TE,,,,,
player,201411230atl,cle,TaylRy00,offense,0,,,,,
player,201411230atl,cle,TaylRy00,off_pct,0%,,,,,
player,201411230atl,cle,TaylRy00,defense,0,,,,,
player,201411230atl,cle,TaylRy00,def_pct,0%,,,,,
player,201411230atl,cle,TaylRy00,special_teams,14,,,,,
player,201411230atl,cle,TaylRy00,st_pct,52%,,,,,
player,201411230atl,cle,cundibil01,pos,K,,,,,
player,201411230atl,cle,cundibil01,offense,0,,,,,
player,201411230atl,cle,cundibil01,off_pct,0%,,,,,
player,201411230atl,cle,cundibil01,defense,0,,,,,
player,201411230atl,cle,cundibil01,def_pct,0%,,,,,
player,201411230atl,cle,cundibil01,special_teams,13,,,,,
player,201411230atl,cle,cundibil01,st_pct,48%,,,,,
player,201411230atl,cle,WinsGl00,pos,RB,,,,,
player,201411230atl,cle,WinsGl00,offense,0,,,,,
player,201411230atl,cle,WinsGl00,off_pct,0%,,,,,
player,201411230atl,cle,WinsGl00,defense,0,,,,,
player,201411230atl,cle,WinsGl00,def_pct,0%,,,,,
player,201411230atl,cle,WinsGl00,special_teams,13,,,,,
player,201411230atl,cle,WinsGl00,st_pct,48%,,,,,
player,201411230atl,cle,YounCh02,pos,LS,,,,,
player,201411230atl,cle,YounCh02,offense,0,,,,,
player,201411230atl,cle,YounCh02,off_pct,0%,,,,,
player,201411230atl,cle,YounCh02,defense,0,,,,,
player,201411230atl,cle,YounCh02,def_pct,0%,,,,,
player,201411230atl,cle,YounCh02,special_teams,8,,,,,
player,201411230atl,cle,YounCh02,st_pct,30%,,,,,
player,201411230atl,cle,LannSp00,pos,P,,,,,
player,201411230atl,cle,LannSp00,offense,0,,,,,
player,201411230atl,cle,LannSp00,off_pct,0%,,,,,
player,201411230atl,cle,LannSp00,defense,0,,,,,
player,201411230atl,cle,LannSp00,def_pct,0%,,,,,
player,201411230atl,cle,LannSp00,special_teams,8,,,,,
player,201411230atl,cle,LannSp00,st_pct,30%,,,,,
player,201411230atl,cle,McQuPa21,pos,G,,,,,
player,201411230atl,cle,McQuPa21,offense,0,,,,,
player,201411230atl,cle,McQuPa21,off_pct,0%,,,,,
player,201411230atl,cle,McQuPa21,defense,0,,,,,
player,201411230atl,cle,McQuPa21,def_pct,0%,,,,,
player,201411230atl,cle,McQuPa21,special_teams,7,,,,,
player,201411230atl,cle,McQuPa21,st_pct,26%,,,,,
player,201411230atl,cle,SeymRy00,pos,T,,,,,
player,201411230atl,cle,SeymRy00,offense,0,,,,,
player,201411230atl,cle,SeymRy00,off_pct,0%,,,,,
player,201411230atl,cle,SeymRy00,defense,0,,,,,
player,201411230atl,cle,SeymRy00,def_pct,0%,,,,,
player,201411230atl,cle,SeymRy00,special_teams,7,,,,,
player,201411230atl,cle,SeymRy00,st_pct,26%,,,,,
