game,2014,16,20141221,201412210mia,min,"Minnesota Vikings",35,mia,"Miami Dolphins",37
player,201412210mia,min,ElliRh00,rec_td,0,,,,,
player,201412210mia,min,ElliRh00,rec_long,40,,,,,
player,201412210mia,min,ElliRh00,fumbles,0,,,,,
player,201412210mia,min,ElliRh00,fumbles_lost,0,,,,,
player,201412210mia,min,JohnCh08,pass_cmp,0,,,,,
player,201412210mia,min,JohnCh08,pass_att,0,,,,,
player,201412210mia,min,JohnCh08,pass_yds,0,,,,,
player,201412210mia,min,JohnCh08,pass_td,0,,,,,
player,201412210mia,min,JohnCh08,pass_int,0,,,,,
player,201412210mia,min,JohnCh08,pass_sacked,0,,,,,
player,201412210mia,min,JohnCh08,pass_sacked_yds,0,,,,,
player,201412210mia,min,JohnCh08,pass_long,0,,,,,
player,201412210mia,min,JohnCh08,pass_rating,,,,,,
player,201412210mia,min,JohnCh08,rush_att,0,,,,,
player,201412210mia,min,JohnCh08,rush_yds,0,,,,,
player,201412210mia,min,JohnCh08,rush_td,0,,,,,
player,201412210mia,min,JohnCh08,rush_long,0,,,,,
player,201412210mia,min,JohnCh08,targets,6,,,,,
player,201412210mia,min,JohnCh08,rec,3,,,,,
player,201412210mia,min,JohnCh08,rec_yds,38,,,,,
player,201412210mia,min,JohnCh08,rec_td,0,,,,,
player,201412210mia,min,JohnCh08,rec_long,25,,,,,
player,201412210mia,min,JohnCh08,fumbles,0,,,,,
player,201412210mia,min,JohnCh08,fumbles_lost,0,,,,,
player,201412210mia,min,FordCh00,pass_cmp,0,,,,,
player,201412210mia,min,FordCh00,pass_att,0,,,,,
player,201412210mia,min,FordCh00,pass_yds,0,,,,,
player,201412210mia,min,FordCh00,pass_td,0,,,,,
player,201412210mia,min,FordCh00,pass_int,0,,,,,
player,201412210mia,min,FordCh00,pass_sacked,0,,,,,
player,201412210mia,min,FordCh00,pass_sacked_yds,0,,,,,
player,201412210mia,min,FordCh00,pass_long,0,,,,,
player,201412210mia,min,FordCh00,pass_rating,,,,,,
player,201412210mia,min,FordCh00,rush_att,0,,,,,
player,201412210mia,min,FordCh00,rush_yds,0,,,,,
player,201412210mia,min,FordCh00,rush_td,0,,,,,
player,201412210mia,min,FordCh00,rush_long,0,,,,,
player,201412210mia,min,FordCh00,targets,2,,,,,
player,201412210mia,min,FordCh00,rec,1,,,,,
player,201412210mia,min,FordCh00,rec_yds,22,,,,,
player,201412210mia,min,FordCh00,rec_td,0,,,,,
player,201412210mia,min,FordCh00,rec_long,22,,,,,
player,201412210mia,min,FordCh00,fumbles,0,,,,,
player,201412210mia,min,FordCh00,fumbles_lost,0,,,,,
player,201412210mia,min,ThieAd00,pass_cmp,0,,,,,
player,201412210mia,min,ThieAd00,pass_att,0,,,,,
player,201412210mia,min,ThieAd00,pass_yds,0,,,,,
player,201412210mia,min,ThieAd00,pass_td,0,,,,,
player,201412210mia,min,ThieAd00,pass_int,0,,,,,
player,201412210mia,min,ThieAd00,pass_sacked,0,,,,,
player,201412210mia,min,ThieAd00,pass_sacked_yds,0,,,,,
player,201412210mia,min,ThieAd00,pass_long,0,,,,,
player,201412210mia,min,ThieAd00,pass_rating,,,,,,
player,201412210mia,min,ThieAd00,rush_att,0,,,,,
player,201412210mia,min,ThieAd00,rush_yds,0,,,,,
player,201412210mia,min,ThieAd00,rush_td,0,,,,,
player,201412210mia,min,ThieAd00,rush_long,0,,,,,
player,201412210mia,min,ThieAd00,targets,1,,,,,
player,201412210mia,min,ThieAd00,rec,1,,,,,
player,201412210mia,min,ThieAd00,rec_yds,12,,,,,
player,201412210mia,min,ThieAd00,rec_td,0,,,,,
player,201412210mia,min,ThieAd00,rec_long,12,,,,,
player,201412210mia,min,ThieAd00,fumbles,0,,,,,
player,201412210mia,min,ThieAd00,fumbles_lost,0,,,,,
player,201412210mia,min,PattCo00,pass_cmp,0,,,,,
player,201412210mia,min,PattCo00,pass_att,0,,,,,
player,201412210mia,min,PattCo00,pass_yds,0,,,,,
player,201412210mia,min,PattCo00,pass_td,0,,,,,
player,201412210mia,min,PattCo00,pass_int,0,,,,,
player,201412210mia,min,PattCo00,pass_sacked,0,,,,,
player,201412210mia,min,PattCo00,pass_sacked_yds,0,,,,,
player,201412210mia,min,PattCo00,pass_long,0,,,,,
player,201412210mia,min,PattCo00,pass_rating,,,,,,
player,201412210mia,min,PattCo00,rush_att,1,,,,,
player,201412210mia,min,PattCo00,rush_yds,-2,,,,,
player,201412210mia,min,PattCo00,rush_td,0,,,,,
player,201412210mia,min,PattCo00,rush_long,-2,,,,,
player,201412210mia,min,PattCo00,targets,1,,,,,
player,201412210mia,min,PattCo00,rec,1,,,,,
player,201412210mia,min,PattCo00,rec_yds,18,,,,,
player,201412210mia,min,PattCo00,rec_td,0,,,,,
player,201412210mia,min,PattCo00,rec_long,18,,,,,
player,201412210mia,min,PattCo00,fumbles,0,,,,,
player,201412210mia,min,PattCo00,fumbles_lost,0,,,,,
player,201412210mia,mia,TannRy00,pass_cmp,35,,,,,
player,201412210mia,mia,TannRy00,pass_att,47,,,,,
player,201412210mia,mia,TannRy00,pass_yds,396,,,,,
player,201412210mia,mia,TannRy00,pass_td,4,,,,,
player,201412210mia,mia,TannRy00,pass_int,1,,,,,
player,201412210mia,mia,TannRy00,pass_sacked,1,,,,,
player,201412210mia,mia,TannRy00,pass_sacked_yds,13,,,,,
player,201412210mia,mia,TannRy00,pass_long,41,,,,,
player,201412210mia,mia,TannRy00,pass_rating,118.8,,,,,
player,201412210mia,mia,TannRy00,rush_att,6,,,,,
player,201412210mia,mia,TannRy00,rush_yds,-5,,,,,
player,201412210mia,mia,TannRy00,rush_td,0,,,,,
player,201412210mia,mia,TannRy00,rush_long,5,,,,,
player,201412210mia,mia,TannRy00,targets,0,,,,,
player,201412210mia,mia,TannRy00,rec,0,,,,,
player,201412210mia,mia,TannRy00,rec_yds,0,,,,,
player,201412210mia,mia,TannRy00,rec_td,0,,,,,
player,201412210mia,mia,TannRy00,rec_long,0,,,,,
player,201412210mia,mia,TannRy00,fumbles,0,,,,,
player,201412210mia,mia,TannRy00,fumbles_lost,0,,,,,
player,201412210mia,mia,MillLa01,pass_cmp,0,,,,,
player,201412210mia,mia,MillLa01,pass_att,0,,,,,
player,201412210mia,mia,MillLa01,pass_yds,0,,,,,
player,201412210mia,mia,MillLa01,pass_td,0,,,,,
player,201412210mia,mia,MillLa01,pass_int,0,,,,,
player,201412210mia,mia,MillLa01,pass_sacked,0,,,,,
player,201412210mia,mia,MillLa01,pass_sacked_yds,0,,,,,
player,201412210mia,mia,MillLa01,pass_long,0,,,,,
player,201412210mia,mia,MillLa01,pass_rating,,,,,,
player,201412210mia,mia,MillLa01,rush_att,19,,,,,
player,201412210mia,mia,MillLa01,rush_yds,92,,,,,
player,201412210mia,mia,MillLa01,rush_td,1,,,,,
player,201412210mia,mia,MillLa01,rush_long,14,,,,,
player,201412210mia,mia,MillLa01,targets,7,,,,,
player,201412210mia,mia,MillLa01,rec,5,,,,,
player,201412210mia,mia,MillLa01,rec_yds,58,,,,,
player,201412210mia,mia,MillLa01,rec_td,0,,,,,
player,201412210mia,mia,MillLa01,rec_long,18,,,,,
player,201412210mia,mia,MillLa01,fumbles,0,,,,,
player,201412210mia,mia,MillLa01,fumbles_lost,0,,,,,
player,201412210mia,mia,WillDa05,pass_cmp,0,,,,,
player,201412210mia,mia,WillDa05,pass_att,0,,,,,
player,201412210mia,mia,WillDa05,pass_yds,0,,,,,
player,201412210mia,mia,WillDa05,pass_td,0,,,,,
player,201412210mia,mia,WillDa05,pass_int,0,,,,,
player,201412210mia,mia,WillDa05,pass_sacked,0,,,,,
player,201412210mia,mia,WillDa05,pass_sacked_yds,0,,,,,
player,201412210mia,mia,WillDa05,pass_long,0,,,,,
player,201412210mia,mia,WillDa05,pass_rating,,,,,,
player,201412210mia,mia,WillDa05,rush_att,3,,,,,
player,201412210mia,mia,WillDa05,rush_yds,18,,,,,
player,201412210mia,mia,WillDa05,rush_td,0,,,,,
player,201412210mia,mia,WillDa05,rush_long,12,,,,,
player,201412210mia,mia,WillDa05,targets,6,,,,,
player,201412210mia,mia,WillDa05,rec,6,,,,,
player,201412210mia,mia,WillDa05,rec_yds,50,,,,,
player,201412210mia,mia,WillDa05,rec_td,1,,,,,
player,201412210mia,mia,WillDa05,rec_long,20,,,,,
player,201412210mia,mia,WillDa05,fumbles,0,,,,,
player,201412210mia,mia,WillDa05,fumbles_lost,0,,,,,
player,201412210mia,mia,JameLa00,pass_cmp,0,,,,,
player,201412210mia,mia,JameLa00,pass_att,0,,,,,
player,201412210mia,mia,JameLa00,pass_yds,0,,,,,
player,201412210mia,mia,JameLa00,pass_td,0,,,,,
player,201412210mia,mia,JameLa00,pass_int,0,,,,,
player,201412210mia,mia,JameLa00,pass_sacked,0,,,,,
player,201412210mia,mia,JameLa00,pass_sacked_yds,0,,,,,
player,201412210mia,mia,JameLa00,pass_long,0,,,,,
player,201412210mia,mia,JameLa00,pass_rating,,,,,,
player,201412210mia,mia,JameLa00,rush_att,1,,,,,
player,201412210mia,mia,JameLa00,rush_yds,5,,,,,
player,201412210mia,mia,JameLa00,rush_td,0,,,,,
player,201412210mia,mia,JameLa00,rush_long,5,,,,,
player,201412210mia,mia,JameLa00,targets,0,,,,,
player,201412210mia,mia,JameLa00,rec,0,,,,,
player,201412210mia,mia,JameLa00,rec_yds,0,,,,,
player,201412210mia,mia,JameLa00,rec_td,0,,,,,
player,201412210mia,mia,JameLa00,rec_long,0,,,,,
player,201412210mia,mia,JameLa00,fumbles,0,,,,,
player,201412210mia,mia,JameLa00,fumbles_lost,0,,,,,
player,201412210mia,mia,ClayCh00,pass_cmp,0,,,,,
player,201412210mia,mia,ClayCh00,pass_att,0,,,,,
player,201412210mia,mia,ClayCh00,pass_yds,0,,,,,
player,201412210mia,mia,ClayCh00,pass_td,0,,,,,
player,201412210mia,mia,ClayCh00,pass_int,0,,,,,
player,201412210mia,mia,ClayCh00,pass_sacked,0,,,,,
player,201412210mia,mia,ClayCh00,pass_sacked_yds,0,,,,,
player,201412210mia,mia,ClayCh00,pass_long,0,,,,,
player,201412210mia,mia,ClayCh00,pass_rating,,,,,,
player,201412210mia,mia,ClayCh00,rush_att,0,,,,,
player,201412210mia,mia,ClayCh00,rush_yds,0,,,,,
player,201412210mia,mia,ClayCh00,rush_td,0,,,,,
player,201412210mia,mia,ClayCh00,rush_long,0,,,,,
player,201412210mia,mia,ClayCh00,targets,10,,,,,
player,201412210mia,mia,ClayCh00,rec,6,,,,,
player,201412210mia,mia,ClayCh00,rec_yds,114,,,,,
player,201412210mia,mia,ClayCh00,rec_td,0,,,,,
player,201412210mia,mia,ClayCh00,rec_long,41,,,,,
player,201412210mia,mia,ClayCh00,fumbles,0,,,,,
player,201412210mia,mia,ClayCh00,fumbles_lost,0,,,,,
player,201412210mia,mia,WallMi00,pass_cmp,0,,,,,
player,201412210mia,mia,WallMi00,pass_att,0,,,,,
player,201412210mia,mia,WallMi00,pass_yds,0,,,,,
player,201412210mia,mia,WallMi00,pass_td,0,,,,,
player,201412210mia,mia,WallMi00,pass_int,0,,,,,
player,201412210mia,mia,WallMi00,pass_sacked,0,,,,,
player,201412210mia,mia,WallMi00,pass_sacked_yds,0,,,,,
player,201412210mia,mia,WallMi00,pass_long,0,,,,,
player,201412210mia,mia,WallMi00,pass_rating,,,,,,
player,201412210mia,mia,WallMi00,rush_att,0,,,,,
player,201412210mia,mia,WallMi00,rush_yds,0,,,,,
player,201412210mia,mia,WallMi00,rush_td,0,,,,,
player,201412210mia,mia,WallMi00,rush_long,0,,,,,
player,201412210mia,mia,WallMi00,targets,5,,,,,
player,201412210mia,mia,WallMi00,rec,5,,,,,
player,201412210mia,mia,WallMi00,rec_yds,58,,,,,
player,201412210mia,mia,WallMi00,rec_td,2,,,,,
player,201412210mia,mia,WallMi00,rec_long,16,,,,,
player,201412210mia,mia,WallMi00,fumbles,0,,,,,
player,201412210mia,mia,WallMi00,fumbles_lost,0,,,,,
player,201412210mia,mia,GibsBr00,pass_cmp,0,,,,,
player,201412210mia,mia,GibsBr00,pass_att,0,,,,,
player,201412210mia,mia,GibsBr00,pass_yds,0,,,,,
player,201412210mia,mia,GibsBr00,pass_td,0,,,,,
player,201412210mia,mia,GibsBr00,pass_int,0,,,,,
player,201412210mia,mia,GibsBr00,pass_sacked,0,,,,,
player,201412210mia,mia,GibsBr00,pass_sacked_yds,0,,,,,
player,201412210mia,mia,GibsBr00,pass_long,0,,,,,
player,201412210mia,mia,GibsBr00,pass_rating,,,,,,
player,201412210mia,mia,GibsBr00,rush_att,0,,,,,
player,201412210mia,mia,GibsBr00,rush_yds,0,,,,,
player,201412210mia,mia,GibsBr00,rush_td,0,,,,,
player,201412210mia,mia,GibsBr00,rush_long,0,,,,,
player,201412210mia,mia,GibsBr00,targets,5,,,,,
player,201412210mia,mia,GibsBr00,rec,2,,,,,
player,201412210mia,mia,GibsBr00,rec_yds,50,,,,,
player,201412210mia,mia,GibsBr00,rec_td,0,,,,,
player,201412210mia,mia,GibsBr00,rec_long,40,,,,,
player,201412210mia,mia,GibsBr00,fumbles,0,,,,,
player,201412210mia,mia,GibsBr00,fumbles_lost,0,,,,,
player,201412210mia,mia,SimsDi00,pass_cmp,0,,,,,
player,201412210mia,mia,SimsDi00,pass_att,0,,,,,
player,201412210mia,mia,SimsDi00,pass_yds,0,,,,,
player,201412210mia,mia,SimsDi00,pass_td,0,,,,,
player,201412210mia,mia,SimsDi00,pass_int,0,,,,,
player,201412210mia,mia,SimsDi00,pass_sacked,0,,,,,
player,201412210mia,mia,SimsDi00,pass_sacked_yds,0,,,,,
player,201412210mia,mia,SimsDi00,pass_long,0,,,,,
player,201412210mia,mia,SimsDi00,pass_rating,,,,,,
player,201412210mia,mia,SimsDi00,rush_att,0,,,,,
player,201412210mia,mia,SimsDi00,rush_yds,0,,,,,
player,201412210mia,mia,SimsDi00,rush_td,0,,,,,
player,201412210mia,mia,SimsDi00,rush_long,0,,,,,
player,201412210mia,mia,SimsDi00,targets,3,,,,,
player,201412210mia,mia,SimsDi00,rec,3,,,,,
player,201412210mia,mia,SimsDi00,rec_yds,35,,,,,
player,201412210mia,mia,SimsDi00,rec_td,1,,,,,
player,201412210mia,mia,SimsDi00,rec_long,17,,,,,
player,201412210mia,mia,SimsDi00,fumbles,0,,,,,
player,201412210mia,mia,SimsDi00,fumbles_lost,0,,,,,
player,201412210mia,mia,LandJa00,pass_cmp,0,,,,,
player,201412210mia,mia,LandJa00,pass_att,0,,,,,
player,201412210mia,mia,LandJa00,pass_yds,0,,,,,
player,201412210mia,mia,LandJa00,pass_td,0,,,,,
player,201412210mia,mia,LandJa00,pass_int,0,,,,,
player,201412210mia,mia,LandJa00,pass_sacked,0,,,,,
player,201412210mia,mia,LandJa00,pass_sacked_yds,0,,,,,
player,201412210mia,mia,LandJa00,pass_long,0,,,,,
player,201412210mia,mia,LandJa00,pass_rating,,,,,,
player,201412210mia,mia,LandJa00,rush_att,0,,,,,
player,201412210mia,mia,LandJa00,rush_yds,0,,,,,
player,201412210mia,mia,LandJa00,rush_td,0,,,,,
player,201412210mia,mia,LandJa00,rush_long,0,,,,,
player,201412210mia,mia,LandJa00,targets,9,,,,,
player,201412210mia,mia,LandJa00,rec,8,,,,,
player,201412210mia,mia,LandJa00,rec_yds,31,,,,,
player,201412210mia,mia,LandJa00,rec_td,0,,,,,
player,201412210mia,mia,LandJa00,rec_long,11,,,,,
player,201412210mia,mia,LandJa00,fumbles,2,,,,,
player,201412210mia,mia,LandJa00,fumbles_lost,1,,,,,
player,201412210mia,mia,RobiGe00,pass_cmp,0,,,,,
player,201412210mia,mia,RobiGe00,pass_att,0,,,,,
player,201412210mia,mia,RobiGe00,pass_yds,0,,,,,
player,201412210mia,mia,RobiGe00,pass_td,0,,,,,
player,201412210mia,mia,RobiGe00,pass_int,0,,,,,
player,201412210mia,mia,RobiGe00,pass_sacked,0,,,,,
player,201412210mia,mia,RobiGe00,pass_sacked_yds,0,,,,,
player,201412210mia,mia,RobiGe00,pass_long,0,,,,,
player,201412210mia,mia,RobiGe00,pass_rating,,,,,,
player,201412210mia,mia,RobiGe00,rush_att,0,,,,,
player,201412210mia,mia,RobiGe00,rush_yds,0,,,,,
player,201412210mia,mia,RobiGe00,rush_td,0,,,,,
player,201412210mia,mia,RobiGe00,rush_long,0,,,,,
player,201412210mia,mia,RobiGe00,targets,1,,,,,
player,201412210mia,mia,RobiGe00,rec,0,,,,,
player,201412210mia,mia,RobiGe00,rec_yds,0,,,,,
player,201412210mia,mia,RobiGe00,rec_td,0,,,,,
player,201412210mia,mia,RobiGe00,rec_long,0,,,,,
player,201412210mia,mia,RobiGe00,fumbles,0,,,,,
player,201412210mia,mia,RobiGe00,fumbles_lost,0,,,,,
player,201412210mia,mia,HartBr00,pass_cmp,0,,,,,
player,201412210mia,mia,HartBr00,pass_att,0,,,,,
player,201412210mia,mia,HartBr00,pass_yds,0,,,,,
player,201412210mia,mia,HartBr00,pass_td,0,,,,,
player,201412210mia,mia,HartBr00,pass_int,0,,,,,
player,201412210mia,mia,HartBr00,pass_sacked,0,,,,,
player,201412210mia,mia,HartBr00,pass_sacked_yds,0,,,,,
player,201412210mia,mia,HartBr00,pass_long,0,,,,,
player,201412210mia,mia,HartBr00,pass_rating,,,,,,
player,201412210mia,mia,HartBr00,rush_att,0,,,,,
player,201412210mia,mia,HartBr00,rush_yds,0,,,,,
player,201412210mia,mia,HartBr00,rush_td,0,,,,,
player,201412210mia,mia,HartBr00,rush_long,0,,,,,
player,201412210mia,mia,HartBr00,targets,1,,,,,
player,201412210mia,mia,HartBr00,rec,0,,,,,
player,201412210mia,mia,HartBr00,rec_yds,0,,,,,
player,201412210mia,mia,HartBr00,rec_td,0,,,,,
player,201412210mia,mia,HartBr00,rec_long,0,,,,,
player,201412210mia,mia,HartBr00,fumbles,0,,,,,
player,201412210mia,mia,HartBr00,fumbles_lost,0,,,,,
player,201412210mia,min,SmitHa00,def_int,1,,,,,
player,201412210mia,min,SmitHa00,def_int_yds,11,,,,,
player,201412210mia,min,SmitHa00,def_int_td,0,,,,,
player,201412210mia,min,SmitHa00,def_int_long,11,,,,,
player,201412210mia,min,SmitHa00,pass_defended,1,,,,,
player,201412210mia,min,SmitHa00,sacks,0.0,,,,,
player,201412210mia,min,SmitHa00,tackles_combined,5,,,,,
player,201412210mia,min,SmitHa00,tackles_solo,5,,,,,
player,201412210mia,min,SmitHa00,tackles_assists,0,,,,,
player,201412210mia,min,SmitHa00,tackles_loss,0,,,,,
player,201412210mia,min,SmitHa00,qb_hits,0,,,,,
player,201412210mia,min,SmitHa00,fumbles_rec,0,,,,,
player,201412210mia,min,SmitHa00,fumbles_rec_yds,0,,,,,
player,201412210mia,min,SmitHa00,fumbles_rec_td,0,,,,,
player,201412210mia,min,SmitHa00,fumbles_forced,0,,,,,
player,201412210mia,min,JohnTo01,def_int,0,,,,,
player,201412210mia,min,JohnTo01,def_int_yds,0,,,,,
player,201412210mia,min,JohnTo01,def_int_td,0,,,,,
player,201412210mia,min,JohnTo01,def_int_long,0,,,,,
player,201412210mia,min,JohnTo01,pass_defended,0,,,,,
player,201412210mia,min,JohnTo01,sacks,1.0,,,,,
player,201412210mia,min,JohnTo01,tackles_combined,1,,,,,
player,201412210mia,min,JohnTo01,tackles_solo,1,,,,,
player,201412210mia,min,JohnTo01,tackles_assists,0,,,,,
