game,2014,11,20141116,201411160car,atl,"Atlanta Falcons",19,car,"Carolina Panthers",17
player,201411160car,atl,FreeDe00,fumbles,0,,,,,
player,201411160car,atl,FreeDe00,fumbles_lost,0,,,,,
player,201411160car,atl,HestDe99,pass_cmp,0,,,,,
player,201411160car,atl,HestDe99,pass_att,0,,,,,
player,201411160car,atl,HestDe99,pass_yds,0,,,,,
player,201411160car,atl,HestDe99,pass_td,0,,,,,
player,201411160car,atl,HestDe99,pass_int,0,,,,,
player,201411160car,atl,HestDe99,pass_sacked,0,,,,,
player,201411160car,atl,HestDe99,pass_sacked_yds,0,,,,,
player,201411160car,atl,HestDe99,pass_long,0,,,,,
player,201411160car,atl,HestDe99,pass_rating,,,,,,
player,201411160car,atl,HestDe99,rush_att,1,,,,,
player,201411160car,atl,HestDe99,rush_yds,9,,,,,
player,201411160car,atl,HestDe99,rush_td,0,,,,,
player,201411160car,atl,HestDe99,rush_long,9,,,,,
player,201411160car,atl,HestDe99,targets,3,,,,,
player,201411160car,atl,HestDe99,rec,3,,,,,
player,201411160car,atl,HestDe99,rec_yds,34,,,,,
player,201411160car,atl,HestDe99,rec_td,0,,,,,
player,201411160car,atl,HestDe99,rec_long,18,,,,,
player,201411160car,atl,HestDe99,fumbles,1,,,,,
player,201411160car,atl,HestDe99,fumbles_lost,1,,,,,
player,201411160car,atl,RodgJa00,pass_cmp,0,,,,,
player,201411160car,atl,RodgJa00,pass_att,0,,,,,
player,201411160car,atl,RodgJa00,pass_yds,0,,,,,
player,201411160car,atl,RodgJa00,pass_td,0,,,,,
player,201411160car,atl,RodgJa00,pass_int,0,,,,,
player,201411160car,atl,RodgJa00,pass_sacked,0,,,,,
player,201411160car,atl,RodgJa00,pass_sacked_yds,0,,,,,
player,201411160car,atl,RodgJa00,pass_long,0,,,,,
player,201411160car,atl,RodgJa00,pass_rating,,,,,,
player,201411160car,atl,RodgJa00,rush_att,2,,,,,
player,201411160car,atl,RodgJa00,rush_yds,4,,,,,
player,201411160car,atl,RodgJa00,rush_td,0,,,,,
player,201411160car,atl,RodgJa00,rush_long,3,,,,,
player,201411160car,atl,RodgJa00,targets,4,,,,,
player,201411160car,atl,RodgJa00,rec,3,,,,,
player,201411160car,atl,RodgJa00,rec_yds,8,,,,,
player,201411160car,atl,RodgJa00,rec_td,0,,,,,
player,201411160car,atl,RodgJa00,rec_long,4,,,,,
player,201411160car,atl,RodgJa00,fumbles,0,,,,,
player,201411160car,atl,RodgJa00,fumbles_lost,0,,,,,
player,201411160car,atl,WhitRo00,pass_cmp,0,,,,,
player,201411160car,atl,WhitRo00,pass_att,0,,,,,
player,201411160car,atl,WhitRo00,pass_yds,0,,,,,
player,201411160car,atl,WhitRo00,pass_td,0,,,,,
player,201411160car,atl,WhitRo00,pass_int,0,,,,,
player,201411160car,atl,WhitRo00,pass_sacked,0,,,,,
player,201411160car,atl,WhitRo00,pass_sacked_yds,0,,,,,
player,201411160car,atl,WhitRo00,pass_long,0,,,,,
player,201411160car,atl,WhitRo00,pass_rating,,,,,,
player,201411160car,atl,WhitRo00,rush_att,0,,,,,
player,201411160car,atl,WhitRo00,rush_yds,0,,,,,
player,201411160car,atl,WhitRo00,rush_td,0,,,,,
player,201411160car,atl,WhitRo00,rush_long,0,,,,,
player,201411160car,atl,WhitRo00,targets,12,,,,,
player,201411160car,atl,WhitRo00,rec,8,,,,,
player,201411160car,atl,WhitRo00,rec_yds,75,,,,,
player,201411160car,atl,WhitRo00,rec_td,1,,,,,
player,201411160car,atl,WhitRo00,rec_long,19,,,,,
player,201411160car,atl,WhitRo00,fumbles,0,,,,,
player,201411160car,atl,WhitRo00,fumbles_lost,0,,,,,
player,201411160car,atl,JoneJu02,pass_cmp,0,,,,,
player,201411160car,atl,JoneJu02,pass_att,0,,,,,
player,201411160car,atl,JoneJu02,pass_yds,0,,,,,
player,201411160car,atl,JoneJu02,pass_td,0,,,,,
player,201411160car,atl,JoneJu02,pass_int,0,,,,,
player,201411160car,atl,JoneJu02,pass_sacked,0,,,,,
player,201411160car,atl,JoneJu02,pass_sacked_yds,0,,,,,
player,201411160car,atl,JoneJu02,pass_long,0,,,,,
player,201411160car,atl,JoneJu02,pass_rating,,,,,,
player,201411160car,atl,JoneJu02,rush_att,0,,,,,
player,201411160car,atl,JoneJu02,rush_yds,0,,,,,
player,201411160car,atl,JoneJu02,rush_td,0,,,,,
player,201411160car,atl,JoneJu02,rush_long,0,,,,,
player,201411160car,atl,JoneJu02,targets,11,,,,,
player,201411160car,atl,JoneJu02,rec,6,,,,,
player,201411160car,atl,JoneJu02,rec_yds,59,,,,,
player,201411160car,atl,JoneJu02,rec_td,0,,,,,
player,201411160car,atl,JoneJu02,rec_long,11,,,,,
player,201411160car,atl,JoneJu02,fumbles,0,,,,,
player,201411160car,atl,JoneJu02,fumbles_lost,0,,,,,
player,201411160car,atl,DougHa00,pass_cmp,0,,,,,
player,201411160car,atl,DougHa00,pass_att,0,,,,,
player,201411160car,atl,DougHa00,pass_yds,0,,,,,
player,201411160car,atl,DougHa00,pass_td,0,,,,,
player,201411160car,atl,DougHa00,pass_int,0,,,,,
player,201411160car,atl,DougHa00,pass_sacked,0,,,,,
player,201411160car,atl,DougHa00,pass_sacked_yds,0,,,,,
player,201411160car,atl,DougHa00,pass_long,0,,,,,
player,201411160car,atl,DougHa00,pass_rating,,,,,,
player,201411160car,atl,DougHa00,rush_att,0,,,,,
player,201411160car,atl,DougHa00,rush_yds,0,,,,,
player,201411160car,atl,DougHa00,rush_td,0,,,,,
player,201411160car,atl,DougHa00,rush_long,0,,,,,
player,201411160car,atl,DougHa00,targets,4,,,,,
player,201411160car,atl,DougHa00,rec,4,,,,,
player,201411160car,atl,DougHa00,rec_yds,46,,,,,
player,201411160car,atl,DougHa00,rec_td,0,,,,,
player,201411160car,atl,DougHa00,rec_long,17,,,,,
player,201411160car,atl,DougHa00,fumbles,0,,,,,
player,201411160car,atl,DougHa00,fumbles_lost,0,,,,,
player,201411160car,atl,ToilLe00,pass_cmp,0,,,,,
player,201411160car,atl,ToilLe00,pass_att,0,,,,,
player,201411160car,atl,ToilLe00,pass_yds,0,,,,,
player,201411160car,atl,ToilLe00,pass_td,0,,,,,
player,201411160car,atl,ToilLe00,pass_int,0,,,,,
player,201411160car,atl,ToilLe00,pass_sacked,0,,,,,
player,201411160car,atl,ToilLe00,pass_sacked_yds,0,,,,,
player,201411160car,atl,ToilLe00,pass_long,0,,,,,
player,201411160car,atl,ToilLe00,pass_rating,,,,,,
player,201411160car,atl,ToilLe00,rush_att,0,,,,,
player,201411160car,atl,ToilLe00,rush_yds,0,,,,,
player,201411160car,atl,ToilLe00,rush_td,0,,,,,
player,201411160car,atl,ToilLe00,rush_long,0,,,,,
player,201411160car,atl,ToilLe00,targets,4,,,,,
player,201411160car,atl,ToilLe00,rec,2,,,,,
player,201411160car,atl,ToilLe00,rec_yds,23,,,,,
player,201411160car,atl,ToilLe00,rec_td,0,,,,,
player,201411160car,atl,ToilLe00,rec_long,20,,,,,
player,201411160car,atl,ToilLe00,fumbles,0,,,,,
player,201411160car,atl,ToilLe00,fumbles_lost,0,,,,,
player,201411160car,atl,DiMaPa00,pass_cmp,0,,,,,
player,201411160car,atl,DiMaPa00,pass_att,0,,,,,
player,201411160car,atl,DiMaPa00,pass_yds,0,,,,,
player,201411160car,atl,DiMaPa00,pass_td,0,,,,,
player,201411160car,atl,DiMaPa00,pass_int,0,,,,,
player,201411160car,atl,DiMaPa00,pass_sacked,0,,,,,
player,201411160car,atl,DiMaPa00,pass_sacked_yds,0,,,,,
player,201411160car,atl,DiMaPa00,pass_long,0,,,,,
player,201411160car,atl,DiMaPa00,pass_rating,,,,,,
player,201411160car,atl,DiMaPa00,rush_att,0,,,,,
player,201411160car,atl,DiMaPa00,rush_yds,0,,,,,
player,201411160car,atl,DiMaPa00,rush_td,0,,,,,
player,201411160car,atl,DiMaPa00,rush_long,0,,,,,
player,201411160car,atl,DiMaPa00,targets,2,,,,,
player,201411160car,atl,DiMaPa00,rec,2,,,,,
player,201411160car,atl,DiMaPa00,rec_yds,14,,,,,
player,201411160car,atl,DiMaPa00,rec_td,0,,,,,
player,201411160car,atl,DiMaPa00,rec_long,10,,,,,
player,201411160car,atl,DiMaPa00,fumbles,0,,,,,
player,201411160car,atl,DiMaPa00,fumbles_lost,0,,,,,
player,201411160car,atl,SmitAn01,pass_cmp,0,,,,,
player,201411160car,atl,SmitAn01,pass_att,0,,,,,
player,201411160car,atl,SmitAn01,pass_yds,0,,,,,
player,201411160car,atl,SmitAn01,pass_td,0,,,,,
player,201411160car,atl,SmitAn01,pass_int,0,,,,,
player,201411160car,atl,SmitAn01,pass_sacked,0,,,,,
player,201411160car,atl,SmitAn01,pass_sacked_yds,0,,,,,
player,201411160car,atl,SmitAn01,pass_long,0,,,,,
player,201411160car,atl,SmitAn01,pass_rating,,,,,,
player,201411160car,atl,SmitAn01,rush_att,0,,,,,
player,201411160car,atl,SmitAn01,rush_yds,0,,,,,
player,201411160car,atl,SmitAn01,rush_td,0,,,,,
player,201411160car,atl,SmitAn01,rush_long,0,,,,,
player,201411160car,atl,SmitAn01,targets,1,,,,,
player,201411160car,atl,SmitAn01,rec,1,,,,,
player,201411160car,atl,SmitAn01,rec_yds,3,,,,,
player,201411160car,atl,SmitAn01,rec_td,0,,,,,
player,201411160car,atl,SmitAn01,rec_long,3,,,,,
player,201411160car,atl,SmitAn01,fumbles,0,,,,,
player,201411160car,atl,SmitAn01,fumbles_lost,0,,,,,
player,201411160car,car,NewtCa00,pass_cmp,23,,,,,
player,201411160car,car,NewtCa00,pass_att,37,,,,,
player,201411160car,car,NewtCa00,pass_yds,292,,,,,
player,201411160car,car,NewtCa00,pass_td,2,,,,,
player,201411160car,car,NewtCa00,pass_int,2,,,,,
player,201411160car,car,NewtCa00,pass_sacked,2,,,,,
player,201411160car,car,NewtCa00,pass_sacked_yds,7,,,,,
player,201411160car,car,NewtCa00,pass_long,47,,,,,
player,201411160car,car,NewtCa00,pass_rating,82.3,,,,,
player,201411160car,car,NewtCa00,rush_att,5,,,,,
player,201411160car,car,NewtCa00,rush_yds,30,,,,,
player,201411160car,car,NewtCa00,rush_td,0,,,,,
player,201411160car,car,NewtCa00,rush_long,15,,,,,
player,201411160car,car,NewtCa00,targets,0,,,,,
player,201411160car,car,NewtCa00,rec,0,,,,,
player,201411160car,car,NewtCa00,rec_yds,0,,,,,
player,201411160car,car,NewtCa00,rec_td,0,,,,,
player,201411160car,car,NewtCa00,rec_long,0,,,,,
player,201411160car,car,NewtCa00,fumbles,0,,,,,
player,201411160car,car,NewtCa00,fumbles_lost,0,,,,,
player,201411160car,car,WillDe02,pass_cmp,0,,,,,
player,201411160car,car,WillDe02,pass_att,0,,,,,
player,201411160car,car,WillDe02,pass_yds,0,,,,,
player,201411160car,car,WillDe02,pass_td,0,,,,,
player,201411160car,car,WillDe02,pass_int,0,,,,,
player,201411160car,car,WillDe02,pass_sacked,0,,,,,
player,201411160car,car,WillDe02,pass_sacked_yds,0,,,,,
player,201411160car,car,WillDe02,pass_long,0,,,,,
player,201411160car,car,WillDe02,pass_rating,,,,,,
player,201411160car,car,WillDe02,rush_att,10,,,,,
player,201411160car,car,WillDe02,rush_yds,41,,,,,
player,201411160car,car,WillDe02,rush_td,0,,,,,
player,201411160car,car,WillDe02,rush_long,8,,,,,
player,201411160car,car,WillDe02,targets,1,,,,,
player,201411160car,car,WillDe02,rec,1,,,,,
player,201411160car,car,WillDe02,rec_yds,-3,,,,,
player,201411160car,car,WillDe02,rec_td,0,,,,,
player,201411160car,car,WillDe02,rec_long,-3,,,,,
player,201411160car,car,WillDe02,fumbles,0,,,,,
player,201411160car,car,WillDe02,fumbles_lost,0,,,,,
player,201411160car,car,StewJo00,pass_cmp,0,,,,,
player,201411160car,car,StewJo00,pass_att,0,,,,,
player,201411160car,car,StewJo00,pass_yds,0,,,,,
player,201411160car,car,StewJo00,pass_td,0,,,,,
player,201411160car,car,StewJo00,pass_int,0,,,,,
player,201411160car,car,StewJo00,pass_sacked,0,,,,,
player,201411160car,car,StewJo00,pass_sacked_yds,0,,,,,
player,201411160car,car,StewJo00,pass_long,0,,,,,
player,201411160car,car,StewJo00,pass_rating,,,,,,
player,201411160car,car,StewJo00,rush_att,7,,,,,
player,201411160car,car,StewJo00,rush_yds,24,,,,,
player,201411160car,car,StewJo00,rush_td,0,,,,,
player,201411160car,car,StewJo00,rush_long,13,,,,,
player,201411160car,car,StewJo00,targets,3,,,,,
player,201411160car,car,StewJo00,rec,3,,,,,
player,201411160car,car,StewJo00,rec_yds,15,,,,,
player,201411160car,car,StewJo00,rec_td,0,,,,,
player,201411160car,car,StewJo00,rec_long,7,,,,,
player,201411160car,car,StewJo00,fumbles,0,,,,,
player,201411160car,car,StewJo00,fumbles_lost,0,,,,,
player,201411160car,car,WhitFo00,pass_cmp,0,,,,,
player,201411160car,car,WhitFo00,pass_att,0,,,,,
player,201411160car,car,WhitFo00,pass_yds,0,,,,,
player,201411160car,car,WhitFo00,pass_td,0,,,,,
player,201411160car,car,WhitFo00,pass_int,0,,,,,
player,201411160car,car,WhitFo00,pass_sacked,0,,,,,
player,201411160car,car,WhitFo00,pass_sacked_yds,0,,,,,
player,201411160car,car,WhitFo00,pass_long,0,,,,,
player,201411160car,car,WhitFo00,pass_rating,,,,,,
player,201411160car,car,WhitFo00,rush_att,3,,,,,
player,201411160car,car,WhitFo00,rush_yds,11,,,,,
player,201411160car,car,WhitFo00,rush_td,0,,,,,
player,201411160car,car,WhitFo00,rush_long,5,,,,,
player,201411160car,car,WhitFo00,targets,1,,,,,
player,201411160car,car,WhitFo00,rec,0,,,,,
player,201411160car,car,WhitFo00,rec_yds,0,,,,,
player,201411160car,car,WhitFo00,rec_td,0,,,,,
player,201411160car,car,WhitFo00,rec_long,0,,,,,
player,201411160car,car,WhitFo00,fumbles,0,,,,,
player,201411160car,car,WhitFo00,fumbles_lost,0,,,,,
player,201411160car,car,BenjKe00,pass_cmp,0,,,,,
player,201411160car,car,BenjKe00,pass_att,0,,,,,
player,201411160car,car,BenjKe00,pass_yds,0,,,,,
player,201411160car,car,BenjKe00,pass_td,0,,,,,
player,201411160car,car,BenjKe00,pass_int,0,,,,,
player,201411160car,car,BenjKe00,pass_sacked,0,,,,,
player,201411160car,car,BenjKe00,pass_sacked_yds,0,,,,,
player,201411160car,car,BenjKe00,pass_long,0,,,,,
player,201411160car,car,BenjKe00,pass_rating,,,,,,
player,201411160car,car,BenjKe00,rush_att,0,,,,,
player,201411160car,car,BenjKe00,rush_yds,0,,,,,
player,201411160car,car,BenjKe00,rush_td,0,,,,,
player,201411160car,car,BenjKe00,rush_long,0,,,,,
player,201411160car,car,BenjKe00,targets,13,,,,,
player,201411160car,car,BenjKe00,rec,9,,,,,
player,201411160car,car,BenjKe00,rec_yds,109,,,,,
player,201411160car,car,BenjKe00,rec_td,1,,,,,
player,201411160car,car,BenjKe00,rec_long,22,,,,,
player,201411160car,car,BenjKe00,fumbles,0,,,,,
player,201411160car,car,BenjKe00,fumbles_lost,0,,,,,
player,201411160car,car,OlseGr00,pass_cmp,0,,,,,
player,201411160car,car,OlseGr00,pass_att,0,,,,,
player,201411160car,car,OlseGr00,pass_yds,0,,,,,
player,201411160car,car,OlseGr00,pass_td,0,,,,,
player,201411160car,car,OlseGr00,pass_int,0,,,,,
player,201411160car,car,OlseGr00,pass_sacked,0,,,,,
player,201411160car,car,OlseGr00,pass_sacked_yds,0,,,,,
player,201411160car,car,OlseGr00,pass_long,0,,,,,
player,201411160car,car,OlseGr00,pass_rating,,,,,,
player,201411160car,car,OlseGr00,rush_att,0,,,,,
player,201411160car,car,OlseGr00,rush_yds,0,,,,,
player,201411160car,car,OlseGr00,rush_td,0,,,,,
player,201411160car,car,OlseGr00,rush_long,0,,,,,
player,201411160car,car,OlseGr00,targets,11,,,,,
player,201411160car,car,OlseGr00,rec,5,,,,,
player,201411160car,car,OlseGr00,rec_yds,61,,,,,
player,201411160car,car,OlseGr00,rec_td,0,,,,,
player,201411160car,car,OlseGr00,rec_long,15,,,,,
player,201411160car,car,OlseGr00,fumbles,0,,,,,
player,201411160car,car,OlseGr00,fumbles_lost,0,,,,,
player,201411160car,car,BrowPh00,pass_cmp,0,,,,,
player,201411160car,car,BrowPh00,pass_att,0,,,,,
player,201411160car,car,BrowPh00,pass_yds,0,,,,,
player,201411160car,car,BrowPh00,pass_td,0,,,,,
player,201411160car,car,BrowPh00,pass_int,0,,,,,
player,201411160car,car,BrowPh00,pass_sacked,0,,,,,
player,201411160car,car,BrowPh00,pass_sacked_yds,0,,,,,
player,201411160car,car,BrowPh00,pass_long,0,,,,,
player,201411160car,car,BrowPh00,pass_rating,,,,,,
player,201411160car,car,BrowPh00,rush_att,0,,,,,
player,201411160car,car,BrowPh00,rush_yds,0,,,,,
player,201411160car,car,BrowPh00,rush_td,0,,,,,
player,201411160car,car,BrowPh00,rush_long,0,,,,,
player,201411160car,car,BrowPh00,targets,2,,,,,
player,201411160car,car,BrowPh00,rec,1,,,,,
player,201411160car,car,BrowPh00,rec_yds,47,,,,,
player,201411160car,car,BrowPh00,rec_td,1,,,,,
player,201411160car,car,BrowPh00,rec_long,47,,,,,
player,201411160car,car,BrowPh00,fumbles,0,,,,,
player,201411160car,car,BrowPh00,fumbles_lost,0,,,,,
player,201411160car,car,CotcJe00,pass_cmp,0,,,,,
player,201411160car,car,CotcJe00,pass_att,0,,,,,
player,201411160car,car,CotcJe00,pass_yds,0,,,,,
player,201411160car,car,CotcJe00,pass_td,0,,,,,
player,201411160car,car,CotcJe00,pass_int,0,,,,,
player,201411160car,car,CotcJe00,pass_sacked,0,,,,,
player,201411160car,car,CotcJe00,pass_sacked_yds,0,,,,,
player,201411160car,car,CotcJe00,pass_long,0,,,,,
player,201411160car,car,CotcJe00,pass_rating,,,,,,
player,201411160car,car,CotcJe00,rush_att,0,,,,,
player,201411160car,car,CotcJe00,rush_yds,0,,,,,
player,201411160car,car,CotcJe00,rush_td,0,,,,,
player,201411160car,car,CotcJe00,rush_long,0,,,,,
player,201411160car,car,CotcJe00,targets,4,,,,,
player,201411160car,car,CotcJe00,rec,2,,,,,
player,201411160car,car,CotcJe00,rec_yds,43,,,,,
player,201411160car,car,CotcJe00,rec_td,0,,,,,
player,201411160car,car,CotcJe00,rec_long,22,,,,,
player,201411160car,car,CotcJe00,fumbles,0,,,,,
player,201411160car,car,CotcJe00,fumbles_lost,0,,,,,
player,201411160car,car,DickEd00,pass_cmp,0,,,,,
player,201411160car,car,DickEd00,pass_att,0,,,,,
player,201411160car,car,DickEd00,pass_yds,0,,,,,
player,201411160car,car,DickEd00,pass_td,0,,,,,
player,201411160car,car,DickEd00,pass_int,0,,,,,
player,201411160car,car,DickEd00,pass_sacked,0,,,,,
player,201411160car,car,DickEd00,pass_sacked_yds,0,,,,,
player,201411160car,car,DickEd00,pass_long,0,,,,,
player,201411160car,car,DickEd00,pass_rating,,,,,,
player,201411160car,car,DickEd00,rush_att,0,,,,,
player,201411160car,car,DickEd00,rush_yds,0,,,,,
player,201411160car,car,DickEd00,rush_td,0,,,,,
player,201411160car,car,DickEd00,rush_long,0,,,,,
player,201411160car,car,DickEd00,targets,2,,,,,
player,201411160car,car,DickEd00,rec,2,,,,,
player,201411160car,car,DickEd00,rec_yds,20,,,,,
player,201411160car,car,DickEd00,rec_td,0,,,,,
player,201411160car,car,DickEd00,rec_long,17,,,,,
player,201411160car,car,DickEd00,fumbles,0,,,,,
player,201411160car,car,DickEd00,fumbles_lost,0,,,,,
player,201411160car,atl,IshmKe00,def_int,1,,,,,
player,201411160car,atl,IshmKe00,def_int_yds,0,,,,,
player,201411160car,atl,IshmKe00,def_int_td,0,,,,,
player,201411160car,atl,IshmKe00,def_int_long,0,,,,,
player,201411160car,atl,IshmKe00,pass_defended,2,,,,,
player,201411160car,atl,IshmKe00,sacks,0.0,,,,,
player,201411160car,atl,IshmKe00,tackles_combined,6,,,,,
player,201411160car,atl,IshmKe00,tackles_solo,5,,,,,
player,201411160car,atl,IshmKe00,tackles_assists,1,,,,,
player,201411160car,atl,IshmKe00,tackles_loss,0,,,,,
player,201411160car,atl,IshmKe00,qb_hits,0,,,,,
player,201411160car,atl,IshmKe00,fumbles_rec,0,,,,,
player,201411160car,atl,IshmKe00,fumbles_rec_yds,0,,,,,
player,201411160car,atl,IshmKe00,fumbles_rec_td,0,,,,,
player,201411160car,atl,IshmKe00,fumbles_forced,0,,,,,
player,201411160car,atl,TrufDe00,def_int,1,,,,,
player,201411160car,atl,TrufDe00,def_int_yds,19,,,,,
player,201411160car,atl,TrufDe00,def_int_td,0,,,,,
player,201411160car,atl,TrufDe00,def_int_long,19,,,,,
player,201411160car,atl,TrufDe00,pass_defended,2,,,,,
player,201411160car,atl,TrufDe00,sacks,0.0,,,,,
player,201411160car,atl,TrufDe00,tackles_combined,0,,,,,
player,201411160car,atl,TrufDe00,tackles_solo,0,,,,,
player,201411160car,atl,TrufDe00,tackles_assists,0,,,,,
player,201411160car,atl,TrufDe00,tackles_loss,0,,,,,
player,201411160car,atl,TrufDe00,qb_hits,0,,,,,
player,201411160car,atl,TrufDe00,fumbles_rec,0,,,,,
player,201411160car,atl,TrufDe00,fumbles_rec_yds,0,,,,,
player,201411160car,atl,TrufDe00,fumbles_rec_td,0,,,,,
player,201411160car,atl,TrufDe00,fumbles_forced,0,,,,,
player,201411160car,atl,WorrPa00,def_int,0,,,,,
player,201411160car,atl,WorrPa00,def_int_yds,0,,,,,
player,201411160car,atl,WorrPa00,def_int_td,0,,,,,
player,201411160car,atl,WorrPa00,def_int_long,0,,,,,
player,201411160car,atl,WorrPa00,pass_defended,0,,,,,
player,201411160car,atl,WorrPa00,sacks,1.0,,,,,
player,201411160car,atl,WorrPa00,tackles_combined,9,,,,,
player,201411160car,atl,WorrPa00,tackles_solo,6,,,,,
player,201411160car,atl,WorrPa00,tackles_assists,3,,,,,
player,201411160car,atl,WorrPa00,tackles_loss,1,,,,,
player,201411160car,atl,WorrPa00,qb_hits,1,,,,,
player,201411160car,atl,WorrPa00,fumbles_rec,0,,,,,
player,201411160car,atl,WorrPa00,fumbles_rec_yds,0,,,,,
player,201411160car,atl,WorrPa00,fumbles_rec_td,0,,,,,
player,201411160car,atl,WorrPa00,fumbles_forced,0,,,,,
player,201411160car,atl,SoutDe00,def_int,0,,,,,
player,201411160car,atl,SoutDe00,def_int_yds,0,,,,,
player,201411160car,atl,SoutDe00,def_int_td,0,,,,,
player,201411160car,atl,SoutDe00,def_int_long,0,,,,,
player,201411160car,atl,SoutDe00,pass_defended,0,,,,,
player,201411160car,atl,SoutDe00,sacks,1.0,,,,,
player,201411160car,atl,SoutDe00,tackles_combined,2,,,,,
player,201411160car,atl,SoutDe00,tackles_solo,2,,,,,
player,201411160car,atl,SoutDe00,tackles_assists,0,,,,,
