game,2014,11,20141116,201411160chi,min,"Minnesota Vikings",13,chi,"Chicago Bears",21
team,201411160chi,min,First Downs,10,,,,,,
team,201411160chi,chi,First Downs,24,,,,,,
team,201411160chi,min,Rush-Yds-TDs,16-96-0,,,,,,
team,201411160chi,chi,Rush-Yds-TDs,31-138-0,,,,,,
team,201411160chi,min,Cmp-Att-Yd-TD-INT,18-28-158-1-1,,,,,,
team,201411160chi,chi,Cmp-Att-Yd-TD-INT,31-43-330-3-2,,,,,,
team,201411160chi,min,Sacked-Yards,2-11,,,,,,
team,201411160chi,chi,Sacked-Yards,0-0,,,,,,
team,201411160chi,min,Net Pass Yards,147,,,,,,
team,201411160chi,chi,Net Pass Yards,330,,,,,,
team,201411160chi,min,Total Yards,243,,,,,,
team,201411160chi,chi,Total Yards,468,,,,,,
team,201411160chi,min,Fumbles-Lost,0-0,,,,,,
team,201411160chi,chi,Fumbles-Lost,0-0,,,,,,
team,201411160chi,min,Turnovers,1,,,,,,
team,201411160chi,chi,Turnovers,2,,,,,,
team,201411160chi,min,Penalties-Yards,2-18,,,,,,
team,201411160chi,chi,Penalties-Yards,7-60,,,,,,
team,201411160chi,min,Third Down Conv.,2-11,,,,,,
team,201411160chi,chi,Third Down Conv.,10-17,,,,,,
team,201411160chi,min,Fourth Down Conv.,2-2,,,,,,
team,201411160chi,chi,Fourth Down Conv.,2-3,,,,,,
team,201411160chi,min,Time of Possession,21:22,,,,,,
team,201411160chi,chi,Time of Possession,38:38,,,,,,
player,201411160chi,min,BridTe00,pass_cmp,18,,,,,
player,201411160chi,min,BridTe00,pass_att,28,,,,,
player,201411160chi,min,BridTe00,pass_yds,158,,,,,
player,201411160chi,min,BridTe00,pass_td,1,,,,,
player,201411160chi,min,BridTe00,pass_int,1,,,,,
player,201411160chi,min,BridTe00,pass_sacked,2,,,,,
player,201411160chi,min,BridTe00,pass_sacked_yds,11,,,,,
player,201411160chi,min,BridTe00,pass_long,24,,,,,
player,201411160chi,min,BridTe00,pass_rating,76.2,,,,,
player,201411160chi,min,BridTe00,rush_att,4,,,,,
player,201411160chi,min,BridTe00,rush_yds,2,,,,,
player,201411160chi,min,BridTe00,rush_td,0,,,,,
player,201411160chi,min,BridTe00,rush_long,2,,,,,
player,201411160chi,min,BridTe00,targets,0,,,,,
player,201411160chi,min,BridTe00,rec,0,,,,,
player,201411160chi,min,BridTe00,rec_yds,0,,,,,
player,201411160chi,min,BridTe00,rec_td,0,,,,,
player,201411160chi,min,BridTe00,rec_long,0,,,,,
player,201411160chi,min,BridTe00,fumbles,0,,,,,
player,201411160chi,min,BridTe00,fumbles_lost,0,,,,,
player,201411160chi,min,SendAn00,pass_cmp,0,,,,,
player,201411160chi,min,SendAn00,pass_att,0,,,,,
player,201411160chi,min,SendAn00,pass_yds,0,,,,,
player,201411160chi,min,SendAn00,pass_td,0,,,,,
player,201411160chi,min,SendAn00,pass_int,0,,,,,
player,201411160chi,min,SendAn00,pass_sacked,0,,,,,
player,201411160chi,min,SendAn00,pass_sacked_yds,0,,,,,
player,201411160chi,min,SendAn00,pass_long,0,,,,,
player,201411160chi,min,SendAn00,pass_rating,,,,,,
player,201411160chi,min,SendAn00,rush_att,1,,,,,
player,201411160chi,min,SendAn00,rush_yds,48,,,,,
player,201411160chi,min,SendAn00,rush_td,0,,,,,
player,201411160chi,min,SendAn00,rush_long,48,,,,,
player,201411160chi,min,SendAn00,targets,0,,,,,
player,201411160chi,min,SendAn00,rec,0,,,,,
player,201411160chi,min,SendAn00,rec_yds,0,,,,,
player,201411160chi,min,SendAn00,rec_td,0,,,,,
player,201411160chi,min,SendAn00,rec_long,0,,,,,
player,201411160chi,min,SendAn00,fumbles,0,,,,,
player,201411160chi,min,SendAn00,fumbles_lost,0,,,,,
player,201411160chi,min,McKiJe00,pass_cmp,0,,,,,
player,201411160chi,min,McKiJe00,pass_att,0,,,,,
player,201411160chi,min,McKiJe00,pass_yds,0,,,,,
player,201411160chi,min,McKiJe00,pass_td,0,,,,,
player,201411160chi,min,McKiJe00,pass_int,0,,,,,
player,201411160chi,min,McKiJe00,pass_sacked,0,,,,,
player,201411160chi,min,McKiJe00,pass_sacked_yds,0,,,,,
player,201411160chi,min,McKiJe00,pass_long,0,,,,,
player,201411160chi,min,McKiJe00,pass_rating,,,,,,
player,201411160chi,min,McKiJe00,rush_att,8,,,,,
player,201411160chi,min,McKiJe00,rush_yds,38,,,,,
player,201411160chi,min,McKiJe00,rush_td,0,,,,,
player,201411160chi,min,McKiJe00,rush_long,23,,,,,
player,201411160chi,min,McKiJe00,targets,7,,,,,
player,201411160chi,min,McKiJe00,rec,4,,,,,
player,201411160chi,min,McKiJe00,rec_yds,20,,,,,
player,201411160chi,min,McKiJe00,rec_td,0,,,,,
player,201411160chi,min,McKiJe00,rec_long,14,,,,,
player,201411160chi,min,McKiJe00,fumbles,0,,,,,
player,201411160chi,min,McKiJe00,fumbles_lost,0,,,,,
player,201411160chi,min,PattCo00,pass_cmp,0,,,,,
player,201411160chi,min,PattCo00,pass_att,0,,,,,
player,201411160chi,min,PattCo00,pass_yds,0,,,,,
player,201411160chi,min,PattCo00,pass_td,0,,,,,
player,201411160chi,min,PattCo00,pass_int,0,,,,,
player,201411160chi,min,PattCo00,pass_sacked,0,,,,,
player,201411160chi,min,PattCo00,pass_sacked_yds,0,,,,,
player,201411160chi,min,PattCo00,pass_long,0,,,,,
player,201411160chi,min,PattCo00,pass_rating,,,,,,
player,201411160chi,min,PattCo00,rush_att,1,,,,,
player,201411160chi,min,PattCo00,rush_yds,3,,,,,
player,201411160chi,min,PattCo00,rush_td,0,,,,,
player,201411160chi,min,PattCo00,rush_long,3,,,,,
player,201411160chi,min,PattCo00,targets,3,,,,,
player,201411160chi,min,PattCo00,rec,2,,,,,
player,201411160chi,min,PattCo00,rec_yds,24,,,,,
player,201411160chi,min,PattCo00,rec_td,0,,,,,
player,201411160chi,min,PattCo00,rec_long,17,,,,,
player,201411160chi,min,PattCo00,fumbles,0,,,,,
player,201411160chi,min,PattCo00,fumbles_lost,0,,,,,
player,201411160chi,min,FeltJe00,pass_cmp,0,,,,,
player,201411160chi,min,FeltJe00,pass_att,0,,,,,
player,201411160chi,min,FeltJe00,pass_yds,0,,,,,
player,201411160chi,min,FeltJe00,pass_td,0,,,,,
player,201411160chi,min,FeltJe00,pass_int,0,,,,,
player,201411160chi,min,FeltJe00,pass_sacked,0,,,,,
player,201411160chi,min,FeltJe00,pass_sacked_yds,0,,,,,
player,201411160chi,min,FeltJe00,pass_long,0,,,,,
player,201411160chi,min,FeltJe00,pass_rating,,,,,,
player,201411160chi,min,FeltJe00,rush_att,1,,,,,
player,201411160chi,min,FeltJe00,rush_yds,3,,,,,
player,201411160chi,min,FeltJe00,rush_td,0,,,,,
player,201411160chi,min,FeltJe00,rush_long,3,,,,,
player,201411160chi,min,FeltJe00,targets,0,,,,,
player,201411160chi,min,FeltJe00,rec,0,,,,,
player,201411160chi,min,FeltJe00,rec_yds,0,,,,,
player,201411160chi,min,FeltJe00,rec_td,0,,,,,
player,201411160chi,min,FeltJe00,rec_long,0,,,,,
player,201411160chi,min,FeltJe00,fumbles,0,,,,,
player,201411160chi,min,FeltJe00,fumbles_lost,0,,,,,
player,201411160chi,min,AsiaMa00,pass_cmp,0,,,,,
player,201411160chi,min,AsiaMa00,pass_att,0,,,,,
player,201411160chi,min,AsiaMa00,pass_yds,0,,,,,
player,201411160chi,min,AsiaMa00,pass_td,0,,,,,
player,201411160chi,min,AsiaMa00,pass_int,0,,,,,
player,201411160chi,min,AsiaMa00,pass_sacked,0,,,,,
player,201411160chi,min,AsiaMa00,pass_sacked_yds,0,,,,,
player,201411160chi,min,AsiaMa00,pass_long,0,,,,,
player,201411160chi,min,AsiaMa00,pass_rating,,,,,,
player,201411160chi,min,AsiaMa00,rush_att,1,,,,,
player,201411160chi,min,AsiaMa00,rush_yds,2,,,,,
player,201411160chi,min,AsiaMa00,rush_td,0,,,,,
player,201411160chi,min,AsiaMa00,rush_long,2,,,,,
player,201411160chi,min,AsiaMa00,targets,5,,,,,
player,201411160chi,min,AsiaMa00,rec,3,,,,,
player,201411160chi,min,AsiaMa00,rec_yds,12,,,,,
player,201411160chi,min,AsiaMa00,rec_td,0,,,,,
player,201411160chi,min,AsiaMa00,rec_long,7,,,,,
player,201411160chi,min,AsiaMa00,fumbles,0,,,,,
player,201411160chi,min,AsiaMa00,fumbles_lost,0,,,,,
player,201411160chi,min,JohnCh08,pass_cmp,0,,,,,
player,201411160chi,min,JohnCh08,pass_att,0,,,,,
player,201411160chi,min,JohnCh08,pass_yds,0,,,,,
player,201411160chi,min,JohnCh08,pass_td,0,,,,,
player,201411160chi,min,JohnCh08,pass_int,0,,,,,
player,201411160chi,min,JohnCh08,pass_sacked,0,,,,,
player,201411160chi,min,JohnCh08,pass_sacked_yds,0,,,,,
player,201411160chi,min,JohnCh08,pass_long,0,,,,,
