game,2014,14,20141207,201412070sdg,nwe,"New England Patriots",23,sdg,"San Diego Chargers",14
player,201412070sdg,nwe,CollJa00,qb_hits,3,,,,,
player,201412070sdg,nwe,CollJa00,fumbles_rec,0,,,,,
player,201412070sdg,nwe,CollJa00,fumbles_rec_yds,0,,,,,
player,201412070sdg,nwe,CollJa00,fumbles_rec_td,0,,,,,
player,201412070sdg,nwe,CollJa00,fumbles_forced,0,,,,,
player,201412070sdg,nwe,NinkRo20,def_int,0,,,,,
player,201412070sdg,nwe,NinkRo20,def_int_yds,0,,,,,
player,201412070sdg,nwe,NinkRo20,def_int_td,0,,,,,
player,201412070sdg,nwe,NinkRo20,def_int_long,0,,,,,
player,201412070sdg,nwe,NinkRo20,pass_defended,0,,,,,
player,201412070sdg,nwe,NinkRo20,sacks,1.0,,,,,
player,201412070sdg,nwe,NinkRo20,tackles_combined,5,,,,,
player,201412070sdg,nwe,NinkRo20,tackles_solo,5,,,,,
player,201412070sdg,nwe,NinkRo20,tackles_assists,0,,,,,
player,201412070sdg,nwe,NinkRo20,tackles_loss,2,,,,,
player,201412070sdg,nwe,NinkRo20,qb_hits,1,,,,,
player,201412070sdg,nwe,NinkRo20,fumbles_rec,0,,,,,
player,201412070sdg,nwe,NinkRo20,fumbles_rec_yds,0,,,,,
player,201412070sdg,nwe,NinkRo20,fumbles_rec_td,0,,,,,
player,201412070sdg,nwe,NinkRo20,fumbles_forced,0,,,,,
player,201412070sdg,nwe,JoneCh04,def_int,0,,,,,
player,201412070sdg,nwe,JoneCh04,def_int_yds,0,,,,,
player,201412070sdg,nwe,JoneCh04,def_int_td,0,,,,,
player,201412070sdg,nwe,JoneCh04,def_int_long,0,,,,,
player,201412070sdg,nwe,JoneCh04,pass_defended,0,,,,,
player,201412070sdg,nwe,JoneCh04,sacks,0.5,,,,,
player,201412070sdg,nwe,JoneCh04,tackles_combined,3,,,,,
player,201412070sdg,nwe,JoneCh04,tackles_solo,2,,,,,
player,201412070sdg,nwe,JoneCh04,tackles_assists,1,,,,,
player,201412070sdg,nwe,JoneCh04,tackles_loss,0,,,,,
player,201412070sdg,nwe,JoneCh04,qb_hits,1,,,,,
player,201412070sdg,nwe,JoneCh04,fumbles_rec,0,,,,,
player,201412070sdg,nwe,JoneCh04,fumbles_rec_yds,0,,,,,
player,201412070sdg,nwe,JoneCh04,fumbles_rec_td,0,,,,,
player,201412070sdg,nwe,JoneCh04,fumbles_forced,0,,,,,
player,201412070sdg,nwe,SiliSe00,def_int,0,,,,,
player,201412070sdg,nwe,SiliSe00,def_int_yds,0,,,,,
player,201412070sdg,nwe,SiliSe00,def_int_td,0,,,,,
player,201412070sdg,nwe,SiliSe00,def_int_long,0,,,,,
player,201412070sdg,nwe,SiliSe00,pass_defended,0,,,,,
player,201412070sdg,nwe,SiliSe00,sacks,0.5,,,,,
player,201412070sdg,nwe,SiliSe00,tackles_combined,3,,,,,
player,201412070sdg,nwe,SiliSe00,tackles_solo,0,,,,,
player,201412070sdg,nwe,SiliSe00,tackles_assists,3,,,,,
player,201412070sdg,nwe,SiliSe00,tackles_loss,0,,,,,
player,201412070sdg,nwe,SiliSe00,qb_hits,1,,,,,
player,201412070sdg,nwe,SiliSe00,fumbles_rec,0,,,,,
player,201412070sdg,nwe,SiliSe00,fumbles_rec_yds,0,,,,,
player,201412070sdg,nwe,SiliSe00,fumbles_rec_td,0,,,,,
player,201412070sdg,nwe,SiliSe00,fumbles_forced,0,,,,,
player,201412070sdg,nwe,CasiJo99,def_int,0,,,,,
player,201412070sdg,nwe,CasiJo99,def_int_yds,0,,,,,
player,201412070sdg,nwe,CasiJo99,def_int_td,0,,,,,
player,201412070sdg,nwe,CasiJo99,def_int_long,0,,,,,
player,201412070sdg,nwe,CasiJo99,pass_defended,0,,,,,
player,201412070sdg,nwe,CasiJo99,sacks,0.0,,,,,
player,201412070sdg,nwe,CasiJo99,tackles_combined,5,,,,,
player,201412070sdg,nwe,CasiJo99,tackles_solo,4,,,,,
player,201412070sdg,nwe,CasiJo99,tackles_assists,1,,,,,
player,201412070sdg,nwe,CasiJo99,tackles_loss,0,,,,,
player,201412070sdg,nwe,CasiJo99,qb_hits,0,,,,,
player,201412070sdg,nwe,CasiJo99,fumbles_rec,0,,,,,
player,201412070sdg,nwe,CasiJo99,fumbles_rec_yds,0,,,,,
player,201412070sdg,nwe,CasiJo99,fumbles_rec_td,0,,,,,
player,201412070sdg,nwe,CasiJo99,fumbles_forced,1,,,,,
player,201412070sdg,nwe,BrowBr00,def_int,0,,,,,
player,201412070sdg,nwe,BrowBr00,def_int_yds,0,,,,,
player,201412070sdg,nwe,BrowBr00,def_int_td,0,,,,,
player,201412070sdg,nwe,BrowBr00,def_int_long,0,,,,,
player,201412070sdg,nwe,BrowBr00,pass_defended,0,,,,,
player,201412070sdg,nwe,BrowBr00,sacks,0.0,,,,,
player,201412070sdg,nwe,BrowBr00,tackles_combined,4,,,,,
player,201412070sdg,nwe,BrowBr00,tackles_solo,3,,,,,
player,201412070sdg,nwe,BrowBr00,tackles_assists,1,,,,,
player,201412070sdg,nwe,BrowBr00,tackles_loss,0,,,,,
player,201412070sdg,nwe,BrowBr00,qb_hits,0,,,,,
player,201412070sdg,nwe,BrowBr00,fumbles_rec,0,,,,,
player,201412070sdg,nwe,BrowBr00,fumbles_rec_yds,0,,,,,
player,201412070sdg,nwe,BrowBr00,fumbles_rec_td,0,,,,,
player,201412070sdg,nwe,BrowBr00,fumbles_forced,0,,,,,
player,201412070sdg,nwe,McCoDe99,def_int,0,,,,,
player,201412070sdg,nwe,McCoDe99,def_int_yds,0,,,,,
player,201412070sdg,nwe,McCoDe99,def_int_td,0,,,,,
player,201412070sdg,nwe,McCoDe99,def_int_long,0,,,,,
player,201412070sdg,nwe,McCoDe99,pass_defended,1,,,,,
player,201412070sdg,nwe,McCoDe99,sacks,0.0,,,,,
player,201412070sdg,nwe,McCoDe99,tackles_combined,4,,,,,
player,201412070sdg,nwe,McCoDe99,tackles_solo,4,,,,,
player,201412070sdg,nwe,McCoDe99,tackles_assists,0,,,,,
player,201412070sdg,nwe,McCoDe99,tackles_loss,0,,,,,
player,201412070sdg,nwe,McCoDe99,qb_hits,1,,,,,
player,201412070sdg,nwe,McCoDe99,fumbles_rec,0,,,,,
player,201412070sdg,nwe,McCoDe99,fumbles_rec_yds,0,,,,,
player,201412070sdg,nwe,McCoDe99,fumbles_rec_td,0,,,,,
player,201412070sdg,nwe,McCoDe99,fumbles_forced,0,,,,,
player,201412070sdg,nwe,ArriKy00,def_int,0,,,,,
player,201412070sdg,nwe,ArriKy00,def_int_yds,0,,,,,
player,201412070sdg,nwe,ArriKy00,def_int_td,0,,,,,
player,201412070sdg,nwe,ArriKy00,def_int_long,0,,,,,
player,201412070sdg,nwe,ArriKy00,pass_defended,0,,,,,
player,201412070sdg,nwe,ArriKy00,sacks,0.0,,,,,
player,201412070sdg,nwe,ArriKy00,tackles_combined,3,,,,,
player,201412070sdg,nwe,ArriKy00,tackles_solo,3,,,,,
player,201412070sdg,nwe,ArriKy00,tackles_assists,0,,,,,
player,201412070sdg,nwe,ArriKy00,tackles_loss,1,,,,,
player,201412070sdg,nwe,ArriKy00,qb_hits,0,,,,,
player,201412070sdg,nwe,ArriKy00,fumbles_rec,0,,,,,
player,201412070sdg,nwe,ArriKy00,fumbles_rec_yds,0,,,,,
player,201412070sdg,nwe,ArriKy00,fumbles_rec_td,0,,,,,
player,201412070sdg,nwe,ArriKy00,fumbles_forced,0,,,,,
player,201412070sdg,nwe,ReviDa99,def_int,0,,,,,
player,201412070sdg,nwe,ReviDa99,def_int_yds,0,,,,,
player,201412070sdg,nwe,ReviDa99,def_int_td,0,,,,,
player,201412070sdg,nwe,ReviDa99,def_int_long,0,,,,,
player,201412070sdg,nwe,ReviDa99,pass_defended,0,,,,,
player,201412070sdg,nwe,ReviDa99,sacks,0.0,,,,,
player,201412070sdg,nwe,ReviDa99,tackles_combined,3,,,,,
player,201412070sdg,nwe,ReviDa99,tackles_solo,3,,,,,
player,201412070sdg,nwe,ReviDa99,tackles_assists,0,,,,,
player,201412070sdg,nwe,ReviDa99,tackles_loss,0,,,,,
player,201412070sdg,nwe,ReviDa99,qb_hits,0,,,,,
player,201412070sdg,nwe,ReviDa99,fumbles_rec,0,,,,,
player,201412070sdg,nwe,ReviDa99,fumbles_rec_yds,0,,,,,
player,201412070sdg,nwe,ReviDa99,fumbles_rec_td,0,,,,,
player,201412070sdg,nwe,ReviDa99,fumbles_forced,0,,,,,
player,201412070sdg,nwe,WilsTa00,def_int,0,,,,,
player,201412070sdg,nwe,WilsTa00,def_int_yds,0,,,,,
player,201412070sdg,nwe,WilsTa00,def_int_td,0,,,,,
player,201412070sdg,nwe,WilsTa00,def_int_long,0,,,,,
player,201412070sdg,nwe,WilsTa00,pass_defended,0,,,,,
player,201412070sdg,nwe,WilsTa00,sacks,0.0,,,,,
player,201412070sdg,nwe,WilsTa00,tackles_combined,3,,,,,
player,201412070sdg,nwe,WilsTa00,tackles_solo,3,,,,,
player,201412070sdg,nwe,WilsTa00,tackles_assists,0,,,,,
player,201412070sdg,nwe,WilsTa00,tackles_loss,1,,,,,
player,201412070sdg,nwe,WilsTa00,qb_hits,0,,,,,
player,201412070sdg,nwe,WilsTa00,fumbles_rec,0,,,,,
player,201412070sdg,nwe,WilsTa00,fumbles_rec_yds,0,,,,,
player,201412070sdg,nwe,WilsTa00,fumbles_rec_td,0,,,,,
player,201412070sdg,nwe,WilsTa00,fumbles_forced,0,,,,,
player,201412070sdg,nwe,BranAl99,def_int,0,,,,,
player,201412070sdg,nwe,BranAl99,def_int_yds,0,,,,,
player,201412070sdg,nwe,BranAl99,def_int_td,0,,,,,
player,201412070sdg,nwe,BranAl99,def_int_long,0,,,,,
player,201412070sdg,nwe,BranAl99,pass_defended,0,,,,,
player,201412070sdg,nwe,BranAl99,sacks,0.0,,,,,
player,201412070sdg,nwe,BranAl99,tackles_combined,2,,,,,
player,201412070sdg,nwe,BranAl99,tackles_solo,1,,,,,
player,201412070sdg,nwe,BranAl99,tackles_assists,1,,,,,
player,201412070sdg,nwe,BranAl99,tackles_loss,1,,,,,
player,201412070sdg,nwe,BranAl99,qb_hits,0,,,,,
player,201412070sdg,nwe,BranAl99,fumbles_rec,0,,,,,
player,201412070sdg,nwe,BranAl99,fumbles_rec_yds,0,,,,,
player,201412070sdg,nwe,BranAl99,fumbles_rec_td,0,,,,,
player,201412070sdg,nwe,BranAl99,fumbles_forced,0,,,,,
player,201412070sdg,nwe,ChunPa99,def_int,0,,,,,
player,201412070sdg,nwe,ChunPa99,def_int_yds,0,,,,,
player,201412070sdg,nwe,ChunPa99,def_int_td,0,,,,,
player,201412070sdg,nwe,ChunPa99,def_int_long,0,,,,,
player,201412070sdg,nwe,ChunPa99,pass_defended,0,,,,,
player,201412070sdg,nwe,ChunPa99,sacks,0.0,,,,,
player,201412070sdg,nwe,ChunPa99,tackles_combined,2,,,,,
player,201412070sdg,nwe,ChunPa99,tackles_solo,2,,,,,
player,201412070sdg,nwe,ChunPa99,tackles_assists,0,,,,,
player,201412070sdg,nwe,ChunPa99,tackles_loss,0,,,,,
player,201412070sdg,nwe,ChunPa99,qb_hits,0,,,,,
player,201412070sdg,nwe,ChunPa99,fumbles_rec,0,,,,,
player,201412070sdg,nwe,ChunPa99,fumbles_rec_yds,0,,,,,
player,201412070sdg,nwe,ChunPa99,fumbles_rec_td,0,,,,,
player,201412070sdg,nwe,ChunPa99,fumbles_forced,0,,,,,
player,201412070sdg,nwe,HarmDu00,def_int,0,,,,,
player,201412070sdg,nwe,HarmDu00,def_int_yds,0,,,,,
player,201412070sdg,nwe,HarmDu00,def_int_td,0,,,,,
player,201412070sdg,nwe,HarmDu00,def_int_long,0,,,,,
player,201412070sdg,nwe,HarmDu00,pass_defended,0,,,,,
player,201412070sdg,nwe,HarmDu00,sacks,0.0,,,,,
player,201412070sdg,nwe,HarmDu00,tackles_combined,1,,,,,
player,201412070sdg,nwe,HarmDu00,tackles_solo,1,,,,,
player,201412070sdg,nwe,HarmDu00,tackles_assists,0,,,,,
player,201412070sdg,nwe,HarmDu00,tackles_loss,0,,,,,
player,201412070sdg,nwe,HarmDu00,qb_hits,0,,,,,
player,201412070sdg,nwe,HarmDu00,fumbles_rec,0,,,,,
player,201412070sdg,nwe,HarmDu00,fumbles_rec_yds,0,,,,,
player,201412070sdg,nwe,HarmDu00,fumbles_rec_td,0,,,,,
player,201412070sdg,nwe,HarmDu00,fumbles_forced,0,,,,,
player,201412070sdg,nwe,RyanLo00,def_int,0,,,,,
player,201412070sdg,nwe,RyanLo00,def_int_yds,0,,,,,
player,201412070sdg,nwe,RyanLo00,def_int_td,0,,,,,
player,201412070sdg,nwe,RyanLo00,def_int_long,0,,,,,
player,201412070sdg,nwe,RyanLo00,pass_defended,0,,,,,
player,201412070sdg,nwe,RyanLo00,sacks,0.0,,,,,
player,201412070sdg,nwe,RyanLo00,tackles_combined,1,,,,,
player,201412070sdg,nwe,RyanLo00,tackles_solo,1,,,,,
player,201412070sdg,nwe,RyanLo00,tackles_assists,0,,,,,
player,201412070sdg,nwe,RyanLo00,tackles_loss,0,,,,,
player,201412070sdg,nwe,RyanLo00,qb_hits,0,,,,,
player,201412070sdg,nwe,RyanLo00,fumbles_rec,0,,,,,
player,201412070sdg,nwe,RyanLo00,fumbles_rec_yds,0,,,,,
player,201412070sdg,nwe,RyanLo00,fumbles_rec_td,0,,,,,
player,201412070sdg,nwe,RyanLo00,fumbles_forced,0,,,,,
player,201412070sdg,nwe,SlatMa00,def_int,0,,,,,
player,201412070sdg,nwe,SlatMa00,def_int_yds,0,,,,,
player,201412070sdg,nwe,SlatMa00,def_int_td,0,,,,,
player,201412070sdg,nwe,SlatMa00,def_int_long,0,,,,,
player,201412070sdg,nwe,SlatMa00,pass_defended,0,,,,,
player,201412070sdg,nwe,SlatMa00,sacks,0.0,,,,,
player,201412070sdg,nwe,SlatMa00,tackles_combined,1,,,,,
player,201412070sdg,nwe,SlatMa00,tackles_solo,1,,,,,
player,201412070sdg,nwe,SlatMa00,tackles_assists,0,,,,,
player,201412070sdg,nwe,SlatMa00,tackles_loss,0,,,,,
player,201412070sdg,nwe,SlatMa00,qb_hits,0,,,,,
player,201412070sdg,nwe,SlatMa00,fumbles_rec,0,,,,,
player,201412070sdg,nwe,SlatMa00,fumbles_rec_yds,0,,,,,
player,201412070sdg,nwe,SlatMa00,fumbles_rec_td,0,,,,,
player,201412070sdg,nwe,SlatMa00,fumbles_forced,0,,,,,
player,201412070sdg,nwe,TymsBr00,def_int,0,,,,,
player,201412070sdg,nwe,TymsBr00,def_int_yds,0,,,,,
player,201412070sdg,nwe,TymsBr00,def_int_td,0,,,,,
player,201412070sdg,nwe,TymsBr00,def_int_long,0,,,,,
player,201412070sdg,nwe,TymsBr00,pass_defended,0,,,,,
player,201412070sdg,nwe,TymsBr00,sacks,0.0,,,,,
player,201412070sdg,nwe,TymsBr00,tackles_combined,1,,,,,
player,201412070sdg,nwe,TymsBr00,tackles_solo,1,,,,,
player,201412070sdg,nwe,TymsBr00,tackles_assists,0,,,,,
player,201412070sdg,nwe,TymsBr00,tackles_loss,0,,,,,
player,201412070sdg,nwe,TymsBr00,qb_hits,0,,,,,
player,201412070sdg,nwe,TymsBr00,fumbles_rec,0,,,,,
player,201412070sdg,nwe,TymsBr00,fumbles_rec_yds,0,,,,,
player,201412070sdg,nwe,TymsBr00,fumbles_rec_td,0,,,,,
player,201412070sdg,nwe,TymsBr00,fumbles_forced,0,,,,,
player,201412070sdg,nwe,WilfVi20,def_int,0,,,,,
player,201412070sdg,nwe,WilfVi20,def_int_yds,0,,,,,
player,201412070sdg,nwe,WilfVi20,def_int_td,0,,,,,
player,201412070sdg,nwe,WilfVi20,def_int_long,0,,,,,
player,201412070sdg,nwe,WilfVi20,pass_defended,0,,,,,
player,201412070sdg,nwe,WilfVi20,sacks,0.0,,,,,
player,201412070sdg,nwe,WilfVi20,tackles_combined,1,,,,,
player,201412070sdg,nwe,WilfVi20,tackles_solo,0,,,,,
player,201412070sdg,nwe,WilfVi20,tackles_assists,1,,,,,
player,201412070sdg,nwe,WilfVi20,tackles_loss,0,,,,,
player,201412070sdg,nwe,WilfVi20,qb_hits,0,,,,,
player,201412070sdg,nwe,WilfVi20,fumbles_rec,0,,,,,
player,201412070sdg,nwe,WilfVi20,fumbles_rec_yds,0,,,,,
player,201412070sdg,nwe,WilfVi20,fumbles_rec_td,0,,,,,
player,201412070sdg,nwe,WilfVi20,fumbles_forced,0,,,,,
player,201412070sdg,nwe,EaslDo00,def_int,0,,,,,
player,201412070sdg,nwe,EaslDo00,def_int_yds,0,,,,,
player,201412070sdg,nwe,EaslDo00,def_int_td,0,,,,,
player,201412070sdg,nwe,EaslDo00,def_int_long,0,,,,,
player,201412070sdg,nwe,EaslDo00,pass_defended,0,,,,,
player,201412070sdg,nwe,EaslDo00,sacks,0.0,,,,,
player,201412070sdg,nwe,EaslDo00,tackles_combined,0,,,,,
player,201412070sdg,nwe,EaslDo00,tackles_solo,0,,,,,
player,201412070sdg,nwe,EaslDo00,tackles_assists,0,,,,,
player,201412070sdg,nwe,EaslDo00,tackles_loss,0,,,,,
player,201412070sdg,nwe,EaslDo00,qb_hits,1,,,,,
player,201412070sdg,nwe,EaslDo00,fumbles_rec,0,,,,,
player,201412070sdg,nwe,EaslDo00,fumbles_rec_yds,0,,,,,
player,201412070sdg,nwe,EaslDo00,fumbles_rec_td,0,,,,,
player,201412070sdg,nwe,EaslDo00,fumbles_forced,0,,,,,
player,201412070sdg,sdg,TeoxMa00,def_int,1,,,,,
player,201412070sdg,sdg,TeoxMa00,def_int_yds,0,,,,,
player,201412070sdg,sdg,TeoxMa00,def_int_td,0,,,,,
player,201412070sdg,sdg,TeoxMa00,def_int_long,0,,,,,
player,201412070sdg,sdg,TeoxMa00,pass_defended,2,,,,,
player,201412070sdg,sdg,TeoxMa00,sacks,0.0,,,,,
player,201412070sdg,sdg,TeoxMa00,tackles_combined,3,,,,,
player,201412070sdg,sdg,TeoxMa00,tackles_solo,1,,,,,
player,201412070sdg,sdg,TeoxMa00,tackles_assists,2,,,,,
player,201412070sdg,sdg,TeoxMa00,tackles_loss,1,,,,,
player,201412070sdg,sdg,TeoxMa00,qb_hits,0,,,,,
player,201412070sdg,sdg,TeoxMa00,fumbles_rec,0,,,,,
player,201412070sdg,sdg,TeoxMa00,fumbles_rec_yds,0,,,,,
player,201412070sdg,sdg,TeoxMa00,fumbles_rec_td,0,,,,,
player,201412070sdg,sdg,TeoxMa00,fumbles_forced,0,,,,,
player,201412070sdg,sdg,IngrMe00,def_int,0,,,,,
player,201412070sdg,sdg,IngrMe00,def_int_yds,0,,,,,
player,201412070sdg,sdg,IngrMe00,def_int_td,0,,,,,
player,201412070sdg,sdg,IngrMe00,def_int_long,0,,,,,
player,201412070sdg,sdg,IngrMe00,pass_defended,0,,,,,
player,201412070sdg,sdg,IngrMe00,sacks,1.0,,,,,
player,201412070sdg,sdg,IngrMe00,tackles_combined,6,,,,,
player,201412070sdg,sdg,IngrMe00,tackles_solo,5,,,,,
player,201412070sdg,sdg,IngrMe00,tackles_assists,1,,,,,
player,201412070sdg,sdg,IngrMe00,tackles_loss,3,,,,,
player,201412070sdg,sdg,IngrMe00,qb_hits,2,,,,,
player,201412070sdg,sdg,IngrMe00,fumbles_rec,0,,,,,
player,201412070sdg,sdg,IngrMe00,fumbles_rec_yds,0,,,,,
player,201412070sdg,sdg,IngrMe00,fumbles_rec_td,0,,,,,
player,201412070sdg,sdg,IngrMe00,fumbles_forced,0,,,,,
player,201412070sdg,sdg,AddaJa00,def_int,0,,,,,
player,201412070sdg,sdg,AddaJa00,def_int_yds,0,,,,,
player,201412070sdg,sdg,AddaJa00,def_int_td,0,,,,,
player,201412070sdg,sdg,AddaJa00,def_int_long,0,,,,,
player,201412070sdg,sdg,AddaJa00,pass_defended,0,,,,,
player,201412070sdg,sdg,AddaJa00,sacks,0.0,,,,,
player,201412070sdg,sdg,AddaJa00,tackles_combined,8,,,,,
player,201412070sdg,sdg,AddaJa00,tackles_solo,6,,,,,
player,201412070sdg,sdg,AddaJa00,tackles_assists,2,,,,,
player,201412070sdg,sdg,AddaJa00,tackles_loss,0,,,,,
player,201412070sdg,sdg,AddaJa00,qb_hits,0,,,,,
player,201412070sdg,sdg,AddaJa00,fumbles_rec,0,,,,,
player,201412070sdg,sdg,AddaJa00,fumbles_rec_yds,0,,,,,
player,201412070sdg,sdg,AddaJa00,fumbles_rec_td,0,,,,,
player,201412070sdg,sdg,AddaJa00,fumbles_forced,1,,,,,
player,201412070sdg,sdg,ConnKa99,def_int,0,,,,,
player,201412070sdg,sdg,ConnKa99,def_int_yds,0,,,,,
player,201412070sdg,sdg,ConnKa99,def_int_td,0,,,,,
player,201412070sdg,sdg,ConnKa99,def_int_long,0,,,,,
player,201412070sdg,sdg,ConnKa99,pass_defended,0,,,,,
player,201412070sdg,sdg,ConnKa99,sacks,0.0,,,,,
player,201412070sdg,sdg,ConnKa99,tackles_combined,8,,,,,
player,201412070sdg,sdg,ConnKa99,tackles_solo,6,,,,,
player,201412070sdg,sdg,ConnKa99,tackles_assists,2,,,,,
player,201412070sdg,sdg,ConnKa99,tackles_loss,0,,,,,
player,201412070sdg,sdg,ConnKa99,qb_hits,0,,,,,
player,201412070sdg,sdg,ConnKa99,fumbles_rec,0,,,,,
player,201412070sdg,sdg,ConnKa99,fumbles_rec_yds,0,,,,,
player,201412070sdg,sdg,ConnKa99,fumbles_rec_td,0,,,,,
player,201412070sdg,sdg,ConnKa99,fumbles_forced,0,,,,,
player,201412070sdg,sdg,GilcMa00,def_int,0,,,,,
player,201412070sdg,sdg,GilcMa00,def_int_yds,0,,,,,
player,201412070sdg,sdg,GilcMa00,def_int_td,0,,,,,
player,201412070sdg,sdg,GilcMa00,def_int_long,0,,,,,
player,201412070sdg,sdg,GilcMa00,pass_defended,0,,,,,
player,201412070sdg,sdg,GilcMa00,sacks,0.0,,,,,
player,201412070sdg,sdg,GilcMa00,tackles_combined,8,,,,,
player,201412070sdg,sdg,GilcMa00,tackles_solo,5,,,,,
player,201412070sdg,sdg,GilcMa00,tackles_assists,3,,,,,
player,201412070sdg,sdg,GilcMa00,tackles_loss,1,,,,,
player,201412070sdg,sdg,GilcMa00,qb_hits,0,,,,,
player,201412070sdg,sdg,GilcMa00,fumbles_rec,0,,,,,
player,201412070sdg,sdg,GilcMa00,fumbles_rec_yds,0,,,,,
player,201412070sdg,sdg,GilcMa00,fumbles_rec_td,0,,,,,
player,201412070sdg,sdg,GilcMa00,fumbles_forced,0,,,,,
player,201412070sdg,sdg,JohnJa23,def_int,0,,,,,
player,201412070sdg,sdg,JohnJa23,def_int_yds,0,,,,,
player,201412070sdg,sdg,JohnJa23,def_int_td,0,,,,,
player,201412070sdg,sdg,JohnJa23,def_int_long,0,,,,,
player,201412070sdg,sdg,JohnJa23,pass_defended,0,,,,,
player,201412070sdg,sdg,JohnJa23,sacks,0.0,,,,,
player,201412070sdg,sdg,JohnJa23,tackles_combined,8,,,,,
player,201412070sdg,sdg,JohnJa23,tackles_solo,3,,,,,
player,201412070sdg,sdg,JohnJa23,tackles_assists,5,,,,,
player,201412070sdg,sdg,JohnJa23,tackles_loss,1,,,,,
player,201412070sdg,sdg,JohnJa23,qb_hits,0,,,,,
player,201412070sdg,sdg,JohnJa23,fumbles_rec,0,,,,,
player,201412070sdg,sdg,JohnJa23,fumbles_rec_yds,0,,,,,
player,201412070sdg,sdg,JohnJa23,fumbles_rec_td,0,,,,,
player,201412070sdg,sdg,JohnJa23,fumbles_forced,0,,,,,
player,201412070sdg,sdg,LiugCo00,def_int,0,,,,,
player,201412070sdg,sdg,LiugCo00,def_int_yds,0,,,,,
player,201412070sdg,sdg,LiugCo00,def_int_td,0,,,,,
player,201412070sdg,sdg,LiugCo00,def_int_long,0,,,,,
player,201412070sdg,sdg,LiugCo00,pass_defended,0,,,,,
player,201412070sdg,sdg,LiugCo00,sacks,0.0,,,,,
player,201412070sdg,sdg,LiugCo00,tackles_combined,7,,,,,
player,201412070sdg,sdg,LiugCo00,tackles_solo,4,,,,,
player,201412070sdg,sdg,LiugCo00,tackles_assists,3,,,,,
player,201412070sdg,sdg,LiugCo00,tackles_loss,2,,,,,
player,201412070sdg,sdg,LiugCo00,qb_hits,1,,,,,
player,201412070sdg,sdg,LiugCo00,fumbles_rec,0,,,,,
player,201412070sdg,sdg,LiugCo00,fumbles_rec_yds,0,,,,,
player,201412070sdg,sdg,LiugCo00,fumbles_rec_td,0,,,,,
player,201412070sdg,sdg,LiugCo00,fumbles_forced,0,,,,,
player,201412070sdg,sdg,WeddEr99,def_int,0,,,,,
player,201412070sdg,sdg,WeddEr99,def_int_yds,0,,,,,
player,201412070sdg,sdg,WeddEr99,def_int_td,0,,,,,
player,201412070sdg,sdg,WeddEr99,def_int_long,0,,,,,
player,201412070sdg,sdg,WeddEr99,pass_defended,0,,,,,
player,201412070sdg,sdg,WeddEr99,sacks,0.0,,,,,
player,201412070sdg,sdg,WeddEr99,tackles_combined,7,,,,,
player,201412070sdg,sdg,WeddEr99,tackles_solo,6,,,,,
player,201412070sdg,sdg,WeddEr99,tackles_assists,1,,,,,
player,201412070sdg,sdg,WeddEr99,tackles_loss,0,,,,,
player,201412070sdg,sdg,WeddEr99,qb_hits,0,,,,,
player,201412070sdg,sdg,WeddEr99,fumbles_rec,0,,,,,
player,201412070sdg,sdg,WeddEr99,fumbles_rec_yds,0,,,,,
player,201412070sdg,sdg,WeddEr99,fumbles_rec_td,0,,,,,
player,201412070sdg,sdg,WeddEr99,fumbles_forced,0,,,,,
player,201412070sdg,sdg,GachAn00,def_int,0,,,,,
player,201412070sdg,sdg,GachAn00,def_int_yds,0,,,,,
player,201412070sdg,sdg,GachAn00,def_int_td,0,,,,,
player,201412070sdg,sdg,GachAn00,def_int_long,0,,,,,
player,201412070sdg,sdg,GachAn00,pass_defended,1,,,,,
player,201412070sdg,sdg,GachAn00,sacks,0.0,,,,,
player,201412070sdg,sdg,GachAn00,tackles_combined,6,,,,,
player,201412070sdg,sdg,GachAn00,tackles_solo,5,,,,,
player,201412070sdg,sdg,GachAn00,tackles_assists,1,,,,,
player,201412070sdg,sdg,GachAn00,tackles_loss,1,,,,,
player,201412070sdg,sdg,GachAn00,qb_hits,0,,,,,
player,201412070sdg,sdg,GachAn00,fumbles_rec,0,,,,,
player,201412070sdg,sdg,GachAn00,fumbles_rec_yds,0,,,,,
player,201412070sdg,sdg,GachAn00,fumbles_rec_td,0,,,,,
player,201412070sdg,sdg,GachAn00,fumbles_forced,0,,,,,
player,201412070sdg,sdg,FlowBr99,def_int,0,,,,,
player,201412070sdg,sdg,FlowBr99,def_int_yds,0,,,,,
player,201412070sdg,sdg,FlowBr99,def_int_td,0,,,,,
player,201412070sdg,sdg,FlowBr99,def_int_long,0,,,,,
player,201412070sdg,sdg,FlowBr99,pass_defended,0,,,,,
player,201412070sdg,sdg,FlowBr99,sacks,0.0,,,,,
player,201412070sdg,sdg,FlowBr99,tackles_combined,5,,,,,
player,201412070sdg,sdg,FlowBr99,tackles_solo,5,,,,,
player,201412070sdg,sdg,FlowBr99,tackles_assists,0,,,,,
player,201412070sdg,sdg,FlowBr99,tackles_loss,0,,,,,
player,201412070sdg,sdg,FlowBr99,qb_hits,0,,,,,
player,201412070sdg,sdg,FlowBr99,fumbles_rec,0,,,,,
player,201412070sdg,sdg,FlowBr99,fumbles_rec_yds,0,,,,,
player,201412070sdg,sdg,FlowBr99,fumbles_rec_td,0,,,,,
