game,2014,7,20141019,201410190chi,mia,"Miami Dolphins",27,chi,"Chicago Bears",14
player,201410190chi,mia,LandJa00,kick_ret_yds_per_ret,27.5,,,,,
player,201410190chi,mia,LandJa00,kick_ret_td,0,,,,,
player,201410190chi,mia,LandJa00,kick_ret_long,31,,,,,
player,201410190chi,mia,LandJa00,punt_ret,2,,,,,
player,201410190chi,mia,LandJa00,punt_ret_yds,22,,,,,
player,201410190chi,mia,LandJa00,punt_ret_yds_per_ret,11.0,,,,,
player,201410190chi,mia,LandJa00,punt_ret_td,0,,,,,
player,201410190chi,mia,LandJa00,punt_ret_long,12,,,,,
player,201410190chi,chi,WillCh06,kick_ret,2,,,,,
player,201410190chi,chi,WillCh06,kick_ret_yds,75,,,,,
player,201410190chi,chi,WillCh06,kick_ret_yds_per_ret,37.5,,,,,
player,201410190chi,chi,WillCh06,kick_ret_td,0,,,,,
player,201410190chi,chi,WillCh06,kick_ret_long,50,,,,,
player,201410190chi,chi,WillCh06,punt_ret,0,,,,,
player,201410190chi,chi,WillCh06,punt_ret_yds,0,,,,,
player,201410190chi,chi,WillCh06,punt_ret_yds_per_ret,,,,,,
player,201410190chi,chi,WillCh06,punt_ret_td,0,,,,,
player,201410190chi,chi,WillCh06,punt_ret_long,0,,,,,
player,201410190chi,mia,SturCa00,xpm,3,,,,,
player,201410190chi,mia,SturCa00,xpa,3,,,,,
player,201410190chi,mia,SturCa00,fgm,2,,,,,
player,201410190chi,mia,SturCa00,fga,4,,,,,
player,201410190chi,mia,SturCa00,punt,0,,,,,
player,201410190chi,mia,SturCa00,punt_yds,0,,,,,
player,201410190chi,mia,SturCa00,punt_yds_per_punt,,,,,,
player,201410190chi,mia,SturCa00,punt_long,0,,,,,
player,201410190chi,mia,FielBr20,xpm,,,,,,
player,201410190chi,mia,FielBr20,xpa,,,,,,
player,201410190chi,mia,FielBr20,fgm,,,,,,
player,201410190chi,mia,FielBr20,fga,,,,,,
player,201410190chi,mia,FielBr20,punt,2,,,,,
player,201410190chi,mia,FielBr20,punt_yds,75,,,,,
player,201410190chi,mia,FielBr20,punt_yds_per_punt,37.5,,,,,
player,201410190chi,mia,FielBr20,punt_long,41,,,,,
player,201410190chi,chi,gouldrob01,xpm,2,,,,,
player,201410190chi,chi,gouldrob01,xpa,2,,,,,
player,201410190chi,chi,gouldrob01,fgm,,,,,,
player,201410190chi,chi,gouldrob01,fga,,,,,,
player,201410190chi,chi,gouldrob01,punt,0,,,,,
player,201410190chi,chi,gouldrob01,punt_yds,0,,,,,
player,201410190chi,chi,gouldrob01,punt_yds_per_punt,,,,,,
player,201410190chi,chi,gouldrob01,punt_long,0,,,,,
player,201410190chi,chi,ODonPa00,xpm,,,,,,
player,201410190chi,chi,ODonPa00,xpa,,,,,,
player,201410190chi,chi,ODonPa00,fgm,,,,,,
player,201410190chi,chi,ODonPa00,fga,,,,,,
player,201410190chi,chi,ODonPa00,punt,3,,,,,
player,201410190chi,chi,ODonPa00,punt_yds,159,,,,,
player,201410190chi,chi,ODonPa00,punt_yds_per_punt,53.0,,,,,
player,201410190chi,chi,ODonPa00,punt_long,58,,,,,
player,201410190chi,chi,GarzRo20,pos,C,,,,,
player,201410190chi,chi,GarzRo20,offense,53,,,,,
player,201410190chi,chi,GarzRo20,off_pct,100%,,,,,
player,201410190chi,chi,GarzRo20,defense,0,,,,,
player,201410190chi,chi,GarzRo20,def_pct,0%,,,,,
player,201410190chi,chi,GarzRo20,special_teams,2,,,,,
player,201410190chi,chi,GarzRo20,st_pct,9%,,,,,
player,201410190chi,chi,LongKy00,pos,G,,,,,
player,201410190chi,chi,LongKy00,offense,53,,,,,
player,201410190chi,chi,LongKy00,off_pct,100%,,,,,
player,201410190chi,chi,LongKy00,defense,0,,,,,
player,201410190chi,chi,LongKy00,def_pct,0%,,,,,
player,201410190chi,chi,LongKy00,special_teams,2,,,,,
player,201410190chi,chi,LongKy00,st_pct,9%,,,,,
player,201410190chi,chi,MillJo02,pos,T,,,,,
player,201410190chi,chi,MillJo02,offense,53,,,,,
player,201410190chi,chi,MillJo02,off_pct,100%,,,,,
player,201410190chi,chi,MillJo02,defense,0,,,,,
player,201410190chi,chi,MillJo02,def_pct,0%,,,,,
player,201410190chi,chi,MillJo02,special_teams,2,,,,,
player,201410190chi,chi,MillJo02,st_pct,9%,,,,,
player,201410190chi,chi,SlauMa20,pos,G,,,,,
player,201410190chi,chi,SlauMa20,offense,53,,,,,
player,201410190chi,chi,SlauMa20,off_pct,100%,,,,,
player,201410190chi,chi,SlauMa20,defense,0,,,,,
player,201410190chi,chi,SlauMa20,def_pct,0%,,,,,
player,201410190chi,chi,SlauMa20,special_teams,2,,,,,
player,201410190chi,chi,SlauMa20,st_pct,9%,,,,,
player,201410190chi,chi,BushJe20,pos,T,,,,,
player,201410190chi,chi,BushJe20,offense,53,,,,,
player,201410190chi,chi,BushJe20,off_pct,100%,,,,,
player,201410190chi,chi,BushJe20,defense,0,,,,,
player,201410190chi,chi,BushJe20,def_pct,0%,,,,,
player,201410190chi,chi,BushJe20,special_teams,2,,,,,
player,201410190chi,chi,BushJe20,st_pct,9%,,,,,
player,201410190chi,chi,CutlJa00,pos,QB,,,,,
player,201410190chi,chi,CutlJa00,offense,53,,,,,
player,201410190chi,chi,CutlJa00,off_pct,100%,,,,,
player,201410190chi,chi,CutlJa00,defense,0,,,,,
player,201410190chi,chi,CutlJa00,def_pct,0%,,,,,
player,201410190chi,chi,CutlJa00,special_teams,0,,,,,
player,201410190chi,chi,CutlJa00,st_pct,0%,,,,,
player,201410190chi,chi,FortMa00,pos,RB,,,,,
player,201410190chi,chi,FortMa00,offense,53,,,,,
player,201410190chi,chi,FortMa00,off_pct,100%,,,,,
player,201410190chi,chi,FortMa00,defense,0,,,,,
player,201410190chi,chi,FortMa00,def_pct,0%,,,,,
player,201410190chi,chi,FortMa00,special_teams,0,,,,,
player,201410190chi,chi,FortMa00,st_pct,0%,,,,,
player,201410190chi,chi,JeffAl00,pos,WR,,,,,
player,201410190chi,chi,JeffAl00,offense,51,,,,,
player,201410190chi,chi,JeffAl00,off_pct,96%,,,,,
player,201410190chi,chi,JeffAl00,defense,0,,,,,
player,201410190chi,chi,JeffAl00,def_pct,0%,,,,,
player,201410190chi,chi,JeffAl00,special_teams,0,,,,,
player,201410190chi,chi,JeffAl00,st_pct,0%,,,,,
player,201410190chi,chi,MarsBr00,pos,WR,,,,,
player,201410190chi,chi,MarsBr00,offense,51,,,,,
player,201410190chi,chi,MarsBr00,off_pct,96%,,,,,
player,201410190chi,chi,MarsBr00,defense,0,,,,,
player,201410190chi,chi,MarsBr00,def_pct,0%,,,,,
player,201410190chi,chi,MarsBr00,special_teams,0,,,,,
player,201410190chi,chi,MarsBr00,st_pct,0%,,,,,
player,201410190chi,chi,BennMa00,pos,TE,,,,,
player,201410190chi,chi,BennMa00,offense,50,,,,,
player,201410190chi,chi,BennMa00,off_pct,94%,,,,,
player,201410190chi,chi,BennMa00,defense,0,,,,,
player,201410190chi,chi,BennMa00,def_pct,0%,,,,,
player,201410190chi,chi,BennMa00,special_teams,2,,,,,
player,201410190chi,chi,BennMa00,st_pct,9%,,,,,
player,201410190chi,chi,HolmSa00,pos,WR,,,,,
player,201410190chi,chi,HolmSa00,offense,23,,,,,
player,201410190chi,chi,HolmSa00,off_pct,43%,,,,,
player,201410190chi,chi,HolmSa00,defense,0,,,,,
player,201410190chi,chi,HolmSa00,def_pct,0%,,,,,
player,201410190chi,chi,HolmSa00,special_teams,2,,,,,
player,201410190chi,chi,HolmSa00,st_pct,9%,,,,,
player,201410190chi,chi,RosaDa00,pos,TE,,,,,
player,201410190chi,chi,RosaDa00,offense,14,,,,,
player,201410190chi,chi,RosaDa00,off_pct,26%,,,,,
player,201410190chi,chi,RosaDa00,defense,0,,,,,
player,201410190chi,chi,RosaDa00,def_pct,0%,,,,,
player,201410190chi,chi,RosaDa00,special_teams,12,,,,,
player,201410190chi,chi,RosaDa00,st_pct,52%,,,,,
player,201410190chi,chi,MorgJo00,pos,WR,,,,,
player,201410190chi,chi,MorgJo00,offense,14,,,,,
player,201410190chi,chi,MorgJo00,off_pct,26%,,,,,
player,201410190chi,chi,MorgJo00,defense,0,,,,,
player,201410190chi,chi,MorgJo00,def_pct,0%,,,,,
player,201410190chi,chi,MorgJo00,special_teams,0,,,,,
player,201410190chi,chi,MorgJo00,st_pct,0%,,,,,
player,201410190chi,chi,BritEb20,pos,T,,,,,
player,201410190chi,chi,BritEb20,offense,8,,,,,
player,201410190chi,chi,BritEb20,off_pct,15%,,,,,
player,201410190chi,chi,BritEb20,defense,0,,,,,
player,201410190chi,chi,BritEb20,def_pct,0%,,,,,
player,201410190chi,chi,BritEb20,special_teams,0,,,,,
player,201410190chi,chi,BritEb20,st_pct,0%,,,,,
player,201410190chi,chi,CareKa00,pos,RB,,,,,
player,201410190chi,chi,CareKa00,offense,1,,,,,
player,201410190chi,chi,CareKa00,off_pct,2%,,,,,
player,201410190chi,chi,CareKa00,defense,0,,,,,
player,201410190chi,chi,CareKa00,def_pct,0%,,,,,
player,201410190chi,chi,CareKa00,special_teams,0,,,,,
player,201410190chi,chi,CareKa00,st_pct,0%,,,,,
player,201410190chi,chi,MundRy00,pos,SS,,,,,
player,201410190chi,chi,MundRy00,offense,0,,,,,
player,201410190chi,chi,MundRy00,off_pct,0%,,,,,
player,201410190chi,chi,MundRy00,defense,70,,,,,
player,201410190chi,chi,MundRy00,def_pct,100%,,,,,
player,201410190chi,chi,MundRy00,special_teams,13,,,,,
player,201410190chi,chi,MundRy00,st_pct,57%,,,,,
player,201410190chi,chi,JennTi20,pos,CB,,,,,
player,201410190chi,chi,JennTi20,offense,0,,,,,
player,201410190chi,chi,JennTi20,off_pct,0%,,,,,
player,201410190chi,chi,JennTi20,defense,70,,,,,
player,201410190chi,chi,JennTi20,def_pct,100%,,,,,
player,201410190chi,chi,JennTi20,special_teams,5,,,,,
player,201410190chi,chi,JennTi20,st_pct,22%,,,,,
player,201410190chi,chi,VereBr00,pos,FS,,,,,
player,201410190chi,chi,VereBr00,offense,0,,,,,
player,201410190chi,chi,VereBr00,off_pct,0%,,,,,
player,201410190chi,chi,VereBr00,defense,66,,,,,
player,201410190chi,chi,VereBr00,def_pct,94%,,,,,
player,201410190chi,chi,VereBr00,special_teams,17,,,,,
player,201410190chi,chi,VereBr00,st_pct,74%,,,,,
player,201410190chi,chi,GreeKh00,pos,LB,,,,,
player,201410190chi,chi,GreeKh00,offense,0,,,,,
player,201410190chi,chi,GreeKh00,off_pct,0%,,,,,
player,201410190chi,chi,GreeKh00,defense,59,,,,,
player,201410190chi,chi,GreeKh00,def_pct,84%,,,,,
player,201410190chi,chi,GreeKh00,special_teams,16,,,,,
player,201410190chi,chi,GreeKh00,st_pct,70%,,,,,
player,201410190chi,chi,YounWi99,pos,DE,,,,,
player,201410190chi,chi,YounWi99,offense,0,,,,,
player,201410190chi,chi,YounWi99,off_pct,0%,,,,,
player,201410190chi,chi,YounWi99,defense,54,,,,,
player,201410190chi,chi,YounWi99,def_pct,77%,,,,,
player,201410190chi,chi,YounWi99,special_teams,6,,,,,
player,201410190chi,chi,YounWi99,st_pct,26%,,,,,
player,201410190chi,chi,HousLa99,pos,DE,,,,,
player,201410190chi,chi,HousLa99,offense,0,,,,,
player,201410190chi,chi,HousLa99,off_pct,0%,,,,,
player,201410190chi,chi,HousLa99,defense,51,,,,,
player,201410190chi,chi,HousLa99,def_pct,73%,,,,,
player,201410190chi,chi,HousLa99,special_teams,7,,,,,
player,201410190chi,chi,HousLa99,st_pct,30%,,,,,
player,201410190chi,chi,RatlJa20,pos,DT,,,,,
player,201410190chi,chi,RatlJa20,offense,0,,,,,
player,201410190chi,chi,RatlJa20,off_pct,0%,,,,,
player,201410190chi,chi,RatlJa20,defense,47,,,,,
player,201410190chi,chi,RatlJa20,def_pct,67%,,,,,
player,201410190chi,chi,RatlJa20,special_teams,10,,,,,
player,201410190chi,chi,RatlJa20,st_pct,43%,,,,,
player,201410190chi,chi,AlleJa22,pos,DE,,,,,
player,201410190chi,chi,AlleJa22,offense,0,,,,,
player,201410190chi,chi,AlleJa22,off_pct,0%,,,,,
player,201410190chi,chi,AlleJa22,defense,46,,,,,
player,201410190chi,chi,AlleJa22,def_pct,66%,,,,,
player,201410190chi,chi,AlleJa22,special_teams,7,,,,,
player,201410190chi,chi,AlleJa22,st_pct,30%,,,,,
player,201410190chi,chi,PaeaSt00,pos,NT,,,,,
player,201410190chi,chi,PaeaSt00,offense,0,,,,,
player,201410190chi,chi,PaeaSt00,off_pct,0%,,,,,
player,201410190chi,chi,PaeaSt00,defense,45,,,,,
player,201410190chi,chi,PaeaSt00,def_pct,64%,,,,,
player,201410190chi,chi,PaeaSt00,special_teams,3,,,,,
player,201410190chi,chi,PaeaSt00,st_pct,13%,,,,,
player,201410190chi,chi,HursDe00,pos,CB,,,,,
player,201410190chi,chi,HursDe00,offense,0,,,,,
player,201410190chi,chi,HursDe00,off_pct,0%,,,,,
player,201410190chi,chi,HursDe00,defense,37,,,,,
player,201410190chi,chi,HursDe00,def_pct,53%,,,,,
player,201410190chi,chi,HursDe00,special_teams,12,,,,,
player,201410190chi,chi,HursDe00,st_pct,52%,,,,,
player,201410190chi,chi,SharDa01,pos,LB,,,,,
player,201410190chi,chi,SharDa01,offense,0,,,,,
player,201410190chi,chi,SharDa01,off_pct,0%,,,,,
player,201410190chi,chi,SharDa01,defense,37,,,,,
player,201410190chi,chi,SharDa01,def_pct,53%,,,,,
player,201410190chi,chi,SharDa01,special_teams,11,,,,,
player,201410190chi,chi,SharDa01,st_pct,48%,,,,,
player,201410190chi,chi,FullKy00,pos,CB,,,,,
player,201410190chi,chi,FullKy00,offense,0,,,,,
player,201410190chi,chi,FullKy00,off_pct,0%,,,,,
player,201410190chi,chi,FullKy00,defense,36,,,,,
player,201410190chi,chi,FullKy00,def_pct,51%,,,,,
player,201410190chi,chi,FullKy00,special_teams,5,,,,,
player,201410190chi,chi,FullKy00,st_pct,22%,,,,,
player,201410190chi,chi,McMaSh99,pos,CB,,,,,
player,201410190chi,chi,McMaSh99,offense,0,,,,,
player,201410190chi,chi,McMaSh99,off_pct,0%,,,,,
player,201410190chi,chi,McMaSh99,defense,34,,,,,
player,201410190chi,chi,McMaSh99,def_pct,49%,,,,,
player,201410190chi,chi,McMaSh99,special_teams,15,,,,,
player,201410190chi,chi,McMaSh99,st_pct,65%,,,,,
player,201410190chi,chi,McClSh00,pos,LB,,,,,
player,201410190chi,chi,McClSh00,offense,0,,,,,
player,201410190chi,chi,McClSh00,off_pct,0%,,,,,
player,201410190chi,chi,McClSh00,defense,33,,,,,
player,201410190chi,chi,McClSh00,def_pct,47%,,,,,
player,201410190chi,chi,McClSh00,special_teams,3,,,,,
player,201410190chi,chi,McClSh00,st_pct,13%,,,,,
player,201410190chi,chi,WillD.20,pos,LB,,,,,
player,201410190chi,chi,WillD.20,offense,0,,,,,
player,201410190chi,chi,WillD.20,off_pct,0%,,,,,
player,201410190chi,chi,WillD.20,defense,33,,,,,
player,201410190chi,chi,WillD.20,def_pct,47%,,,,,
player,201410190chi,chi,WillD.20,special_teams,0,,,,,
player,201410190chi,chi,WillD.20,st_pct,0%,,,,,
player,201410190chi,chi,SuttWi00,pos,DT,,,,,
player,201410190chi,chi,SuttWi00,offense,0,,,,,
player,201410190chi,chi,SuttWi00,off_pct,0%,,,,,
player,201410190chi,chi,SuttWi00,defense,23,,,,,
player,201410190chi,chi,SuttWi00,def_pct,33%,,,,,
player,201410190chi,chi,SuttWi00,special_teams,0,,,,,
player,201410190chi,chi,SuttWi00,st_pct,0%,,,,,
player,201410190chi,chi,FergEg00,pos,NT,,,,,
player,201410190chi,chi,FergEg00,offense,0,,,,,
player,201410190chi,chi,FergEg00,off_pct,0%,,,,,
player,201410190chi,chi,FergEg00,defense,18,,,,,
player,201410190chi,chi,FergEg00,def_pct,26%,,,,,
player,201410190chi,chi,FergEg00,special_teams,1,,,,,
player,201410190chi,chi,FergEg00,st_pct,4%,,,,,
player,201410190chi,chi,JoneCh05,pos,LB,,,,,
player,201410190chi,chi,JoneCh05,offense,0,,,,,
player,201410190chi,chi,JoneCh05,off_pct,0%,,,,,
player,201410190chi,chi,JoneCh05,defense,11,,,,,
player,201410190chi,chi,JoneCh05,def_pct,16%,,,,,
player,201410190chi,chi,JoneCh05,special_teams,14,,,,,
player,201410190chi,chi,JoneCh05,st_pct,61%,,,,,
player,201410190chi,chi,WillTe00,pos,CB,,,,,
player,201410190chi,chi,WillTe00,offense,0,,,,,
player,201410190chi,chi,WillTe00,off_pct,0%,,,,,
player,201410190chi,chi,WillTe00,defense,0,,,,,
player,201410190chi,chi,WillTe00,def_pct,0%,,,,,
player,201410190chi,chi,WillTe00,special_teams,14,,,,,
player,201410190chi,chi,WillTe00,st_pct,61%,,,,,
player,201410190chi,chi,McCrDa00,pos,FS,,,,,
player,201410190chi,chi,McCrDa00,offense,0,,,,,
player,201410190chi,chi,McCrDa00,off_pct,0%,,,,,
player,201410190chi,chi,McCrDa00,defense,0,,,,,
player,201410190chi,chi,McCrDa00,def_pct,0%,,,,,
player,201410190chi,chi,McCrDa00,special_teams,13,,,,,
player,201410190chi,chi,McCrDa00,st_pct,57%,,,,,
player,201410190chi,chi,PerrSe00,pos,RB,,,,,
player,201410190chi,chi,PerrSe00,offense,0,,,,,
player,201410190chi,chi,PerrSe00,off_pct,0%,,,,,
player,201410190chi,chi,PerrSe00,defense,0,,,,,
player,201410190chi,chi,PerrSe00,def_pct,0%,,,,,
player,201410190chi,chi,PerrSe00,special_teams,11,,,,,
player,201410190chi,chi,PerrSe00,st_pct,48%,,,,,
player,201410190chi,chi,WashCo00,pos,DE,,,,,
player,201410190chi,chi,WashCo00,offense,0,,,,,
player,201410190chi,chi,WashCo00,off_pct,0%,,,,,
player,201410190chi,chi,WashCo00,defense,0,,,,,
player,201410190chi,chi,WashCo00,def_pct,0%,,,,,
player,201410190chi,chi,WashCo00,special_teams,11,,,,,
player,201410190chi,chi,WashCo00,st_pct,48%,,,,,
player,201410190chi,chi,LattDe01,pos,LB,,,,,
player,201410190chi,chi,LattDe01,offense,0,,,,,
player,201410190chi,chi,LattDe01,off_pct,0%,,,,,
player,201410190chi,chi,LattDe01,defense,0,,,,,
player,201410190chi,chi,LattDe01,def_pct,0%,,,,,
player,201410190chi,chi,LattDe01,special_teams,10,,,,,
player,201410190chi,chi,LattDe01,st_pct,43%,,,,,
player,201410190chi,chi,WillCh06,pos,WR,,,,,
player,201410190chi,chi,WillCh06,offense,0,,,,,
player,201410190chi,chi,WillCh06,off_pct,0%,,,,,
player,201410190chi,chi,WillCh06,defense,0,,,,,
player,201410190chi,chi,WillCh06,def_pct,0%,,,,,
player,201410190chi,chi,WillCh06,special_teams,6,,,,,
player,201410190chi,chi,WillCh06,st_pct,26%,,,,,
player,201410190chi,chi,CainJe20,pos,LS,,,,,
player,201410190chi,chi,CainJe20,offense,0,,,,,
player,201410190chi,chi,CainJe20,off_pct,0%,,,,,
player,201410190chi,chi,CainJe20,defense,0,,,,,
player,201410190chi,chi,CainJe20,def_pct,0%,,,,,
player,201410190chi,chi,CainJe20,special_teams,5,,,,,
player,201410190chi,chi,CainJe20,st_pct,22%,,,,,
player,201410190chi,chi,gouldrob01,pos,K,,,,,
player,201410190chi,chi,gouldrob01,offense,0,,,,,
player,201410190chi,chi,gouldrob01,off_pct,0%,,,,,
player,201410190chi,chi,gouldrob01,defense,0,,,,,
player,201410190chi,chi,gouldrob01,def_pct,0%,,,,,
player,201410190chi,chi,gouldrob01,special_teams,5,,,,,
player,201410190chi,chi,gouldrob01,st_pct,22%,,,,,
player,201410190chi,chi,ODonPa00,pos,P,,,,,
player,201410190chi,chi,ODonPa00,offense,0,,,,,
player,201410190chi,chi,ODonPa00,off_pct,0%,,,,,
player,201410190chi,chi,ODonPa00,defense,0,,,,,
player,201410190chi,chi,ODonPa00,def_pct,0%,,,,,
player,201410190chi,chi,ODonPa00,special_teams,5,,,,,
player,201410190chi,chi,ODonPa00,st_pct,22%,,,,,
player,201410190chi,chi,LouiAl00,pos,CB,,,,,
player,201410190chi,chi,LouiAl00,offense,0,,,,,
player,201410190chi,chi,LouiAl00,off_pct,0%,,,,,
player,201410190chi,chi,LouiAl00,defense,0,,,,,
player,201410190chi,chi,LouiAl00,def_pct,0%,,,,,
player,201410190chi,chi,LouiAl00,special_teams,2,,,,,
player,201410190chi,chi,LouiAl00,st_pct,9%,,,,,
player,201410190chi,mia,JameJa01,pos,T,,,,,
player,201410190chi,mia,JameJa01,offense,70,,,,,
player,201410190chi,mia,JameJa01,off_pct,100%,,,,,
player,201410190chi,mia,JameJa01,defense,0,,,,,
player,201410190chi,mia,JameJa01,def_pct,0%,,,,,
player,201410190chi,mia,JameJa01,special_teams,7,,,,,
player,201410190chi,mia,JameJa01,st_pct,30%,,,,,
player,201410190chi,mia,AlbeBr20,pos,T,,,,,
player,201410190chi,mia,AlbeBr20,offense,70,,,,,
player,201410190chi,mia,AlbeBr20,off_pct,100%,,,,,
player,201410190chi,mia,AlbeBr20,defense,0,,,,,
player,201410190chi,mia,AlbeBr20,def_pct,0%,,,,,
player,201410190chi,mia,AlbeBr20,special_teams,7,,,,,
player,201410190chi,mia,AlbeBr20,st_pct,30%,,,,,
player,201410190chi,mia,TannRy00,pos,QB,,,,,
player,201410190chi,mia,TannRy00,offense,70,,,,,
player,201410190chi,mia,TannRy00,off_pct,100%,,,,,
player,201410190chi,mia,TannRy00,defense,0,,,,,
player,201410190chi,mia,TannRy00,def_pct,0%,,,,,
player,201410190chi,mia,TannRy00,special_teams,0,,,,,
player,201410190chi,mia,TannRy00,st_pct,0%,,,,,
player,201410190chi,mia,PounMi00,pos,C,,,,,
player,201410190chi,mia,PounMi00,offense,70,,,,,
player,201410190chi,mia,PounMi00,off_pct,100%,,,,,
player,201410190chi,mia,PounMi00,defense,0,,,,,
player,201410190chi,mia,PounMi00,def_pct,0%,,,,,
player,201410190chi,mia,PounMi00,special_teams,0,,,,,
player,201410190chi,mia,PounMi00,st_pct,0%,,,,,
player,201410190chi,mia,SateSa20,pos,C,,,,,
player,201410190chi,mia,SateSa20,offense,70,,,,,
player,201410190chi,mia,SateSa20,off_pct,100%,,,,,
player,201410190chi,mia,SateSa20,defense,0,,,,,
player,201410190chi,mia,SateSa20,def_pct,0%,,,,,
player,201410190chi,mia,SateSa20,special_teams,0,,,,,
player,201410190chi,mia,SateSa20,st_pct,0%,,,,,
player,201410190chi,mia,HartBr00,pos,WR,,,,,
player,201410190chi,mia,HartBr00,offense,70,,,,,
player,201410190chi,mia,HartBr00,off_pct,100%,,,,,
player,201410190chi,mia,HartBr00,defense,0,,,,,
player,201410190chi,mia,HartBr00,def_pct,0%,,,,,
player,201410190chi,mia,HartBr00,special_teams,0,,,,,
player,201410190chi,mia,HartBr00,st_pct,0%,,,,,
player,201410190chi,mia,CollDa20,pos,G,,,,,
player,201410190chi,mia,CollDa20,offense,69,,,,,
player,201410190chi,mia,CollDa20,off_pct,99%,,,,,
player,201410190chi,mia,CollDa20,defense,0,,,,,
player,201410190chi,mia,CollDa20,def_pct,0%,,,,,
player,201410190chi,mia,CollDa20,special_teams,7,,,,,
player,201410190chi,mia,CollDa20,st_pct,30%,,,,,
player,201410190chi,mia,WallMi00,pos,WR,,,,,
player,201410190chi,mia,WallMi00,offense,58,,,,,
player,201410190chi,mia,WallMi00,off_pct,83%,,,,,
player,201410190chi,mia,WallMi00,defense,0,,,,,
player,201410190chi,mia,WallMi00,def_pct,0%,,,,,
player,201410190chi,mia,WallMi00,special_teams,0,,,,,
player,201410190chi,mia,WallMi00,st_pct,0%,,,,,
player,201410190chi,mia,ClayCh00,pos,TE,,,,,
player,201410190chi,mia,ClayCh00,offense,55,,,,,
player,201410190chi,mia,ClayCh00,off_pct,79%,,,,,
player,201410190chi,mia,ClayCh00,defense,0,,,,,
player,201410190chi,mia,ClayCh00,def_pct,0%,,,,,
player,201410190chi,mia,ClayCh00,special_teams,0,,,,,
player,201410190chi,mia,ClayCh00,st_pct,0%,,,,,
player,201410190chi,mia,SimsDi00,pos,TE,,,,,
player,201410190chi,mia,SimsDi00,offense,43,,,,,
player,201410190chi,mia,SimsDi00,off_pct,61%,,,,,
player,201410190chi,mia,SimsDi00,defense,0,,,,,
player,201410190chi,mia,SimsDi00,def_pct,0%,,,,,
player,201410190chi,mia,SimsDi00,special_teams,0,,,,,
player,201410190chi,mia,SimsDi00,st_pct,0%,,,,,
player,201410190chi,mia,MillLa01,pos,RB,,,,,
player,201410190chi,mia,MillLa01,offense,42,,,,,
player,201410190chi,mia,MillLa01,off_pct,60%,,,,,
player,201410190chi,mia,MillLa01,defense,0,,,,,
player,201410190chi,mia,MillLa01,def_pct,0%,,,,,
player,201410190chi,mia,MillLa01,special_teams,0,,,,,
player,201410190chi,mia,MillLa01,st_pct,0%,,,,,
player,201410190chi,mia,LandJa00,pos,WR,,,,,
player,201410190chi,mia,LandJa00,offense,39,,,,,
player,201410190chi,mia,LandJa00,off_pct,56%,,,,,
player,201410190chi,mia,LandJa00,defense,0,,,,,
player,201410190chi,mia,LandJa00,def_pct,0%,,,,,
player,201410190chi,mia,LandJa00,special_teams,6,,,,,
player,201410190chi,mia,LandJa00,st_pct,26%,,,,,
player,201410190chi,mia,ThomDa03,pos,RB,,,,,
player,201410190chi,mia,ThomDa03,offense,24,,,,,
player,201410190chi,mia,ThomDa03,off_pct,34%,,,,,
player,201410190chi,mia,ThomDa03,defense,0,,,,,
player,201410190chi,mia,ThomDa03,def_pct,0%,,,,,
player,201410190chi,mia,ThomDa03,special_teams,0,,,,,
player,201410190chi,mia,ThomDa03,st_pct,0%,,,,,
player,201410190chi,mia,MattRi00,pos,WR,,,,,
player,201410190chi,mia,MattRi00,offense,14,,,,,
player,201410190chi,mia,MattRi00,off_pct,20%,,,,,
player,201410190chi,mia,MattRi00,defense,0,,,,,
player,201410190chi,mia,MattRi00,def_pct,0%,,,,,
player,201410190chi,mia,MattRi00,special_teams,10,,,,,
player,201410190chi,mia,MattRi00,st_pct,43%,,,,,
player,201410190chi,mia,WillDa05,pos,RB,,,,,
player,201410190chi,mia,WillDa05,offense,5,,,,,
player,201410190chi,mia,WillDa05,off_pct,7%,,,,,
player,201410190chi,mia,WillDa05,defense,0,,,,,
player,201410190chi,mia,WillDa05,def_pct,0%,,,,,
player,201410190chi,mia,WillDa05,special_teams,14,,,,,
player,201410190chi,mia,WillDa05,st_pct,61%,,,,,
player,201410190chi,mia,GarnNa20,pos,T,,,,,
player,201410190chi,mia,GarnNa20,offense,1,,,,,
player,201410190chi,mia,GarnNa20,off_pct,1%,,,,,
player,201410190chi,mia,GarnNa20,defense,0,,,,,
player,201410190chi,mia,GarnNa20,def_pct,0%,,,,,
player,201410190chi,mia,GarnNa20,special_teams,7,,,,,
player,201410190chi,mia,GarnNa20,st_pct,30%,,,,,
player,201410190chi,mia,JenkJe00,pos,LB,,,,,
player,201410190chi,mia,JenkJe00,offense,0,,,,,
player,201410190chi,mia,JenkJe00,off_pct,0%,,,,,
player,201410190chi,mia,JenkJe00,defense,53,,,,,
player,201410190chi,mia,JenkJe00,def_pct,100%,,,,,
player,201410190chi,mia,JenkJe00,special_teams,2,,,,,
player,201410190chi,mia,JenkJe00,st_pct,9%,,,,,
player,201410190chi,mia,DelmLo99,pos,FS,,,,,
player,201410190chi,mia,DelmLo99,offense,0,,,,,
player,201410190chi,mia,DelmLo99,off_pct,0%,,,,,
player,201410190chi,mia,DelmLo99,defense,53,,,,,
player,201410190chi,mia,DelmLo99,def_pct,100%,,,,,
