game,2014,17,20141228,201412280was,dal,"Dallas Cowboys",44,was,"Washington Redskins",17
team,201412280was,dal,First Downs,20,,,,,,
team,201412280was,was,First Downs,20,,,,,,
team,201412280was,dal,Rush-Yds-TDs,27-174-2,,,,,,
team,201412280was,was,Rush-Yds-TDs,24-104-1,,,,,,
team,201412280was,dal,Cmp-Att-Yd-TD-INT,22-34-299-2-1,,,,,,
team,201412280was,was,Cmp-Att-Yd-TD-INT,27-41-336-1-2,,,,,,
team,201412280was,dal,Sacked-Yards,0-0,,,,,,
team,201412280was,was,Sacked-Yards,3-27,,,,,,
team,201412280was,dal,Net Pass Yards,299,,,,,,
team,201412280was,was,Net Pass Yards,309,,,,,,
team,201412280was,dal,Total Yards,473,,,,,,
team,201412280was,was,Total Yards,413,,,,,,
team,201412280was,dal,Fumbles-Lost,1-0,,,,,,
team,201412280was,was,Fumbles-Lost,2-2,,,,,,
team,201412280was,dal,Turnovers,1,,,,,,
team,201412280was,was,Turnovers,4,,,,,,
team,201412280was,dal,Penalties-Yards,7-48,,,,,,
team,201412280was,was,Penalties-Yards,9-101,,,,,,
team,201412280was,dal,Third Down Conv.,4-12,,,,,,
team,201412280was,was,Third Down Conv.,4-12,,,,,,
team,201412280was,dal,Fourth Down Conv.,0-0,,,,,,
team,201412280was,was,Fourth Down Conv.,0-2,,,,,,
team,201412280was,dal,Time of Possession,30:24,,,,,,
team,201412280was,was,Time of Possession,29:36,,,,,,
player,201412280was,dal,RomoTo00,pass_cmp,22,,,,,
player,201412280was,dal,RomoTo00,pass_att,34,,,,,
player,201412280was,dal,RomoTo00,pass_yds,299,,,,,
player,201412280was,dal,RomoTo00,pass_td,2,,,,,
player,201412280was,dal,RomoTo00,pass_int,1,,,,,
player,201412280was,dal,RomoTo00,pass_sacked,0,,,,,
player,201412280was,dal,RomoTo00,pass_sacked_yds,0,,,,,
player,201412280was,dal,RomoTo00,pass_long,65,,,,,
player,201412280was,dal,RomoTo00,pass_rating,100.0,,,,,
player,201412280was,dal,RomoTo00,rush_att,1,,,,,
player,201412280was,dal,RomoTo00,rush_yds,0,,,,,
player,201412280was,dal,RomoTo00,rush_td,0,,,,,
player,201412280was,dal,RomoTo00,rush_long,0,,,,,
player,201412280was,dal,RomoTo00,targets,0,,,,,
player,201412280was,dal,RomoTo00,rec,0,,,,,
player,201412280was,dal,RomoTo00,rec_yds,0,,,,,
player,201412280was,dal,RomoTo00,rec_td,0,,,,,
player,201412280was,dal,RomoTo00,rec_long,0,,,,,
player,201412280was,dal,RomoTo00,fumbles,1,,,,,
player,201412280was,dal,RomoTo00,fumbles_lost,0,,,,,
player,201412280was,dal,MurrDe00,pass_cmp,0,,,,,
player,201412280was,dal,MurrDe00,pass_att,0,,,,,
player,201412280was,dal,MurrDe00,pass_yds,0,,,,,
player,201412280was,dal,MurrDe00,pass_td,0,,,,,
player,201412280was,dal,MurrDe00,pass_int,0,,,,,
player,201412280was,dal,MurrDe00,pass_sacked,0,,,,,
player,201412280was,dal,MurrDe00,pass_sacked_yds,0,,,,,
player,201412280was,dal,MurrDe00,pass_long,0,,,,,
player,201412280was,dal,MurrDe00,pass_rating,,,,,,
player,201412280was,dal,MurrDe00,rush_att,20,,,,,
player,201412280was,dal,MurrDe00,rush_yds,100,,,,,
player,201412280was,dal,MurrDe00,rush_td,1,,,,,
player,201412280was,dal,MurrDe00,rush_long,32,,,,,
player,201412280was,dal,MurrDe00,targets,3,,,,,
player,201412280was,dal,MurrDe00,rec,3,,,,,
player,201412280was,dal,MurrDe00,rec_yds,21,,,,,
player,201412280was,dal,MurrDe00,rec_td,0,,,,,
player,201412280was,dal,MurrDe00,rec_long,10,,,,,
player,201412280was,dal,MurrDe00,fumbles,0,,,,,
player,201412280was,dal,MurrDe00,fumbles_lost,0,,,,,
player,201412280was,dal,RandJo01,pass_cmp,0,,,,,
player,201412280was,dal,RandJo01,pass_att,0,,,,,
player,201412280was,dal,RandJo01,pass_yds,0,,,,,
player,201412280was,dal,RandJo01,pass_td,0,,,,,
player,201412280was,dal,RandJo01,pass_int,0,,,,,
player,201412280was,dal,RandJo01,pass_sacked,0,,,,,
player,201412280was,dal,RandJo01,pass_sacked_yds,0,,,,,
player,201412280was,dal,RandJo01,pass_long,0,,,,,
player,201412280was,dal,RandJo01,pass_rating,,,,,,
player,201412280was,dal,RandJo01,rush_att,4,,,,,
player,201412280was,dal,RandJo01,rush_yds,69,,,,,
player,201412280was,dal,RandJo01,rush_td,1,,,,,
player,201412280was,dal,RandJo01,rush_long,65,,,,,
player,201412280was,dal,RandJo01,targets,2,,,,,
player,201412280was,dal,RandJo01,rec,1,,,,,
player,201412280was,dal,RandJo01,rec_yds,3,,,,,
player,201412280was,dal,RandJo01,rec_td,0,,,,,
player,201412280was,dal,RandJo01,rec_long,3,,,,,
player,201412280was,dal,RandJo01,fumbles,0,,,,,
player,201412280was,dal,RandJo01,fumbles_lost,0,,,,,
player,201412280was,dal,DunbLa00,pass_cmp,0,,,,,
player,201412280was,dal,DunbLa00,pass_att,0,,,,,
player,201412280was,dal,DunbLa00,pass_yds,0,,,,,
player,201412280was,dal,DunbLa00,pass_td,0,,,,,
player,201412280was,dal,DunbLa00,pass_int,0,,,,,
player,201412280was,dal,DunbLa00,pass_sacked,0,,,,,
player,201412280was,dal,DunbLa00,pass_sacked_yds,0,,,,,
player,201412280was,dal,DunbLa00,pass_long,0,,,,,
player,201412280was,dal,DunbLa00,pass_rating,,,,,,
player,201412280was,dal,DunbLa00,rush_att,1,,,,,
player,201412280was,dal,DunbLa00,rush_yds,4,,,,,
player,201412280was,dal,DunbLa00,rush_td,0,,,,,
player,201412280was,dal,DunbLa00,rush_long,4,,,,,
player,201412280was,dal,DunbLa00,targets,0,,,,,
player,201412280was,dal,DunbLa00,rec,0,,,,,
player,201412280was,dal,DunbLa00,rec_yds,0,,,,,
player,201412280was,dal,DunbLa00,rec_td,0,,,,,
player,201412280was,dal,DunbLa00,rec_long,0,,,,,
player,201412280was,dal,DunbLa00,fumbles,0,,,,,
player,201412280was,dal,DunbLa00,fumbles_lost,0,,,,,
player,201412280was,dal,HarrDw00,pass_cmp,0,,,,,
player,201412280was,dal,HarrDw00,pass_att,0,,,,,
player,201412280was,dal,HarrDw00,pass_yds,0,,,,,
player,201412280was,dal,HarrDw00,pass_td,0,,,,,
player,201412280was,dal,HarrDw00,pass_int,0,,,,,
player,201412280was,dal,HarrDw00,pass_sacked,0,,,,,
player,201412280was,dal,HarrDw00,pass_sacked_yds,0,,,,,
player,201412280was,dal,HarrDw00,pass_long,0,,,,,
player,201412280was,dal,HarrDw00,pass_rating,,,,,,
player,201412280was,dal,HarrDw00,rush_att,1,,,,,
player,201412280was,dal,HarrDw00,rush_yds,1,,,,,
player,201412280was,dal,HarrDw00,rush_td,0,,,,,
player,201412280was,dal,HarrDw00,rush_long,1,,,,,
player,201412280was,dal,HarrDw00,targets,0,,,,,
player,201412280was,dal,HarrDw00,rec,0,,,,,
player,201412280was,dal,HarrDw00,rec_yds,0,,,,,
player,201412280was,dal,HarrDw00,rec_td,0,,,,,
player,201412280was,dal,HarrDw00,rec_long,0,,,,,
player,201412280was,dal,HarrDw00,fumbles,0,,,,,
player,201412280was,dal,HarrDw00,fumbles_lost,0,,,,,
player,201412280was,dal,BryaDe01,pass_cmp,0,,,,,
player,201412280was,dal,BryaDe01,pass_att,0,,,,,
player,201412280was,dal,BryaDe01,pass_yds,0,,,,,
player,201412280was,dal,BryaDe01,pass_td,0,,,,,
player,201412280was,dal,BryaDe01,pass_int,0,,,,,
player,201412280was,dal,BryaDe01,pass_sacked,0,,,,,
player,201412280was,dal,BryaDe01,pass_sacked_yds,0,,,,,
player,201412280was,dal,BryaDe01,pass_long,0,,,,,
player,201412280was,dal,BryaDe01,pass_rating,,,,,,
player,201412280was,dal,BryaDe01,rush_att,0,,,,,
player,201412280was,dal,BryaDe01,rush_yds,0,,,,,
player,201412280was,dal,BryaDe01,rush_td,0,,,,,
player,201412280was,dal,BryaDe01,rush_long,0,,,,,
player,201412280was,dal,BryaDe01,targets,6,,,,,
player,201412280was,dal,BryaDe01,rec,4,,,,,
player,201412280was,dal,BryaDe01,rec_yds,99,,,,,
player,201412280was,dal,BryaDe01,rec_td,2,,,,,
player,201412280was,dal,BryaDe01,rec_long,65,,,,,
player,201412280was,dal,BryaDe01,fumbles,0,,,,,
player,201412280was,dal,BryaDe01,fumbles_lost,0,,,,,
player,201412280was,dal,WillTe01,pass_cmp,0,,,,,
player,201412280was,dal,WillTe01,pass_att,0,,,,,
player,201412280was,dal,WillTe01,pass_yds,0,,,,,
player,201412280was,dal,WillTe01,pass_td,0,,,,,
player,201412280was,dal,WillTe01,pass_int,0,,,,,
player,201412280was,dal,WillTe01,pass_sacked,0,,,,,
player,201412280was,dal,WillTe01,pass_sacked_yds,0,,,,,
player,201412280was,dal,WillTe01,pass_long,0,,,,,
player,201412280was,dal,WillTe01,pass_rating,,,,,,
player,201412280was,dal,WillTe01,rush_att,0,,,,,
player,201412280was,dal,WillTe01,rush_yds,0,,,,,
player,201412280was,dal,WillTe01,rush_td,0,,,,,
player,201412280was,dal,WillTe01,rush_long,0,,,,,
player,201412280was,dal,WillTe01,targets,5,,,,,
player,201412280was,dal,WillTe01,rec,3,,,,,
player,201412280was,dal,WillTe01,rec_yds,68,,,,,
player,201412280was,dal,WillTe01,rec_td,0,,,,,
player,201412280was,dal,WillTe01,rec_long,51,,,,,
player,201412280was,dal,WillTe01,fumbles,0,,,,,
player,201412280was,dal,WillTe01,fumbles_lost,0,,,,,
player,201412280was,dal,BeasCo00,pass_cmp,0,,,,,
player,201412280was,dal,BeasCo00,pass_att,0,,,,,
player,201412280was,dal,BeasCo00,pass_yds,0,,,,,
player,201412280was,dal,BeasCo00,pass_td,0,,,,,
player,201412280was,dal,BeasCo00,pass_int,0,,,,,
player,201412280was,dal,BeasCo00,pass_sacked,0,,,,,
player,201412280was,dal,BeasCo00,pass_sacked_yds,0,,,,,
player,201412280was,dal,BeasCo00,pass_long,0,,,,,
player,201412280was,dal,BeasCo00,pass_rating,,,,,,
player,201412280was,dal,BeasCo00,rush_att,0,,,,,
player,201412280was,dal,BeasCo00,rush_yds,0,,,,,
player,201412280was,dal,BeasCo00,rush_td,0,,,,,
player,201412280was,dal,BeasCo00,rush_long,0,,,,,
player,201412280was,dal,BeasCo00,targets,9,,,,,
player,201412280was,dal,BeasCo00,rec,6,,,,,
player,201412280was,dal,BeasCo00,rec_yds,57,,,,,
player,201412280was,dal,BeasCo00,rec_td,0,,,,,
player,201412280was,dal,BeasCo00,rec_long,19,,,,,
player,201412280was,dal,BeasCo00,fumbles,0,,,,,
player,201412280was,dal,BeasCo00,fumbles_lost,0,,,,,
player,201412280was,dal,WittJa00,pass_cmp,0,,,,,
player,201412280was,dal,WittJa00,pass_att,0,,,,,
player,201412280was,dal,WittJa00,pass_yds,0,,,,,
player,201412280was,dal,WittJa00,pass_td,0,,,,,
player,201412280was,dal,WittJa00,pass_int,0,,,,,
player,201412280was,dal,WittJa00,pass_sacked,0,,,,,
player,201412280was,dal,WittJa00,pass_sacked_yds,0,,,,,
player,201412280was,dal,WittJa00,pass_long,0,,,,,
player,201412280was,dal,WittJa00,pass_rating,,,,,,
player,201412280was,dal,WittJa00,rush_att,0,,,,,
player,201412280was,dal,WittJa00,rush_yds,0,,,,,
player,201412280was,dal,WittJa00,rush_td,0,,,,,
player,201412280was,dal,WittJa00,rush_long,0,,,,,
player,201412280was,dal,WittJa00,targets,6,,,,,
player,201412280was,dal,WittJa00,rec,4,,,,,
player,201412280was,dal,WittJa00,rec_yds,49,,,,,
player,201412280was,dal,WittJa00,rec_td,0,,,,,
player,201412280was,dal,WittJa00,rec_long,18,,,,,
player,201412280was,dal,WittJa00,fumbles,0,,,,,
player,201412280was,dal,WittJa00,fumbles_lost,0,,,,,
player,201412280was,dal,HannJa00,pass_cmp,0,,,,,
player,201412280was,dal,HannJa00,pass_att,0,,,,,
player,201412280was,dal,HannJa00,pass_yds,0,,,,,
player,201412280was,dal,HannJa00,pass_td,0,,,,,
player,201412280was,dal,HannJa00,pass_int,0,,,,,
player,201412280was,dal,HannJa00,pass_sacked,0,,,,,
player,201412280was,dal,HannJa00,pass_sacked_yds,0,,,,,
player,201412280was,dal,HannJa00,pass_long,0,,,,,
player,201412280was,dal,HannJa00,pass_rating,,,,,,
player,201412280was,dal,HannJa00,rush_att,0,,,,,
player,201412280was,dal,HannJa00,rush_yds,0,,,,,
player,201412280was,dal,HannJa00,rush_td,0,,,,,
player,201412280was,dal,HannJa00,rush_long,0,,,,,
player,201412280was,dal,HannJa00,targets,2,,,,,
player,201412280was,dal,HannJa00,rec,1,,,,,
player,201412280was,dal,HannJa00,rec_yds,2,,,,,
player,201412280was,dal,HannJa00,rec_td,0,,,,,
player,201412280was,dal,HannJa00,rec_long,2,,,,,
player,201412280was,dal,HannJa00,fumbles,0,,,,,
player,201412280was,dal,HannJa00,fumbles_lost,0,,,,,
player,201412280was,dal,EscoGa00,pass_cmp,0,,,,,
player,201412280was,dal,EscoGa00,pass_att,0,,,,,
player,201412280was,dal,EscoGa00,pass_yds,0,,,,,
player,201412280was,dal,EscoGa00,pass_td,0,,,,,
player,201412280was,dal,EscoGa00,pass_int,0,,,,,
player,201412280was,dal,EscoGa00,pass_sacked,0,,,,,
player,201412280was,dal,EscoGa00,pass_sacked_yds,0,,,,,
player,201412280was,dal,EscoGa00,pass_long,0,,,,,
player,201412280was,dal,EscoGa00,pass_rating,,,,,,
player,201412280was,dal,EscoGa00,rush_att,0,,,,,
player,201412280was,dal,EscoGa00,rush_yds,0,,,,,
player,201412280was,dal,EscoGa00,rush_td,0,,,,,
player,201412280was,dal,EscoGa00,rush_long,0,,,,,
player,201412280was,dal,EscoGa00,targets,1,,,,,
player,201412280was,dal,EscoGa00,rec,0,,,,,
player,201412280was,dal,EscoGa00,rec_yds,0,,,,,
player,201412280was,dal,EscoGa00,rec_td,0,,,,,
player,201412280was,dal,EscoGa00,rec_long,0,,,,,
player,201412280was,dal,EscoGa00,fumbles,0,,,,,
player,201412280was,dal,EscoGa00,fumbles_lost,0,,,,,
player,201412280was,was,GrifRo01,pass_cmp,27,,,,,
player,201412280was,was,GrifRo01,pass_att,41,,,,,
player,201412280was,was,GrifRo01,pass_yds,336,,,,,
player,201412280was,was,GrifRo01,pass_td,1,,,,,
player,201412280was,was,GrifRo01,pass_int,2,,,,,
player,201412280was,was,GrifRo01,pass_sacked,3,,,,,
player,201412280was,was,GrifRo01,pass_sacked_yds,27,,,,,
player,201412280was,was,GrifRo01,pass_long,69,,,,,
player,201412280was,was,GrifRo01,pass_rating,78.9,,,,,
player,201412280was,was,GrifRo01,rush_att,6,,,,,
player,201412280was,was,GrifRo01,rush_yds,19,,,,,
player,201412280was,was,GrifRo01,rush_td,1,,,,,
player,201412280was,was,GrifRo01,rush_long,6,,,,,
player,201412280was,was,GrifRo01,targets,0,,,,,
player,201412280was,was,GrifRo01,rec,0,,,,,
player,201412280was,was,GrifRo01,rec_yds,0,,,,,
player,201412280was,was,GrifRo01,rec_td,0,,,,,
player,201412280was,was,GrifRo01,rec_long,0,,,,,
player,201412280was,was,GrifRo01,fumbles,1,,,,,
player,201412280was,was,GrifRo01,fumbles_lost,1,,,,,
player,201412280was,was,MorrAl00,pass_cmp,0,,,,,
player,201412280was,was,MorrAl00,pass_att,0,,,,,
player,201412280was,was,MorrAl00,pass_yds,0,,,,,
player,201412280was,was,MorrAl00,pass_td,0,,,,,
player,201412280was,was,MorrAl00,pass_int,0,,,,,
player,201412280was,was,MorrAl00,pass_sacked,0,,,,,
player,201412280was,was,MorrAl00,pass_sacked_yds,0,,,,,
player,201412280was,was,MorrAl00,pass_long,0,,,,,
player,201412280was,was,MorrAl00,pass_rating,,,,,,
player,201412280was,was,MorrAl00,rush_att,12,,,,,
player,201412280was,was,MorrAl00,rush_yds,43,,,,,
player,201412280was,was,MorrAl00,rush_td,0,,,,,
player,201412280was,was,MorrAl00,rush_long,22,,,,,
player,201412280was,was,MorrAl00,targets,3,,,,,
player,201412280was,was,MorrAl00,rec,2,,,,,
player,201412280was,was,MorrAl00,rec_yds,19,,,,,
player,201412280was,was,MorrAl00,rec_td,0,,,,,
player,201412280was,was,MorrAl00,rec_long,17,,,,,
player,201412280was,was,MorrAl00,fumbles,0,,,,,
player,201412280was,was,MorrAl00,fumbles_lost,0,,,,,
player,201412280was,was,HeluRo00,pass_cmp,0,,,,,
player,201412280was,was,HeluRo00,pass_att,0,,,,,
player,201412280was,was,HeluRo00,pass_yds,0,,,,,
player,201412280was,was,HeluRo00,pass_td,0,,,,,
player,201412280was,was,HeluRo00,pass_int,0,,,,,
player,201412280was,was,HeluRo00,pass_sacked,0,,,,,
player,201412280was,was,HeluRo00,pass_sacked_yds,0,,,,,
player,201412280was,was,HeluRo00,pass_long,0,,,,,
player,201412280was,was,HeluRo00,pass_rating,,,,,,
player,201412280was,was,HeluRo00,rush_att,6,,,,,
player,201412280was,was,HeluRo00,rush_yds,42,,,,,
player,201412280was,was,HeluRo00,rush_td,0,,,,,
player,201412280was,was,HeluRo00,rush_long,15,,,,,
player,201412280was,was,HeluRo00,targets,5,,,,,
player,201412280was,was,HeluRo00,rec,4,,,,,
player,201412280was,was,HeluRo00,rec_yds,41,,,,,
player,201412280was,was,HeluRo00,rec_td,0,,,,,
player,201412280was,was,HeluRo00,rec_long,19,,,,,
player,201412280was,was,HeluRo00,fumbles,0,,,,,
player,201412280was,was,HeluRo00,fumbles_lost,0,,,,,
player,201412280was,was,JackDe00,pass_cmp,0,,,,,
player,201412280was,was,JackDe00,pass_att,0,,,,,
player,201412280was,was,JackDe00,pass_yds,0,,,,,
player,201412280was,was,JackDe00,pass_td,0,,,,,
player,201412280was,was,JackDe00,pass_int,0,,,,,
player,201412280was,was,JackDe00,pass_sacked,0,,,,,
player,201412280was,was,JackDe00,pass_sacked_yds,0,,,,,
player,201412280was,was,JackDe00,pass_long,0,,,,,
player,201412280was,was,JackDe00,pass_rating,,,,,,
player,201412280was,was,JackDe00,rush_att,0,,,,,
player,201412280was,was,JackDe00,rush_yds,0,,,,,
player,201412280was,was,JackDe00,rush_td,0,,,,,
player,201412280was,was,JackDe00,rush_long,0,,,,,
player,201412280was,was,JackDe00,targets,3,,,,,
player,201412280was,was,JackDe00,rec,2,,,,,
player,201412280was,was,JackDe00,rec_yds,86,,,,,
player,201412280was,was,JackDe00,rec_td,1,,,,,
player,201412280was,was,JackDe00,rec_long,69,,,,,
player,201412280was,was,JackDe00,fumbles,0,,,,,
player,201412280was,was,JackDe00,fumbles_lost,0,,,,,
player,201412280was,was,ReedJo02,pass_cmp,0,,,,,
player,201412280was,was,ReedJo02,pass_att,0,,,,,
player,201412280was,was,ReedJo02,pass_yds,0,,,,,
player,201412280was,was,ReedJo02,pass_td,0,,,,,
player,201412280was,was,ReedJo02,pass_int,0,,,,,
player,201412280was,was,ReedJo02,pass_sacked,0,,,,,
player,201412280was,was,ReedJo02,pass_sacked_yds,0,,,,,
player,201412280was,was,ReedJo02,pass_long,0,,,,,
player,201412280was,was,ReedJo02,pass_rating,,,,,,
player,201412280was,was,ReedJo02,rush_att,0,,,,,
player,201412280was,was,ReedJo02,rush_yds,0,,,,,
player,201412280was,was,ReedJo02,rush_td,0,,,,,
player,201412280was,was,ReedJo02,rush_long,0,,,,,
player,201412280was,was,ReedJo02,targets,10,,,,,
player,201412280was,was,ReedJo02,rec,9,,,,,
player,201412280was,was,ReedJo02,rec_yds,70,,,,,
player,201412280was,was,ReedJo02,rec_td,0,,,,,
player,201412280was,was,ReedJo02,rec_long,16,,,,,
player,201412280was,was,ReedJo02,fumbles,1,,,,,
player,201412280was,was,ReedJo02,fumbles_lost,1,,,,,
player,201412280was,was,GarcPi00,pass_cmp,0,,,,,
player,201412280was,was,GarcPi00,pass_att,0,,,,,
player,201412280was,was,GarcPi00,pass_yds,0,,,,,
player,201412280was,was,GarcPi00,pass_td,0,,,,,
player,201412280was,was,GarcPi00,pass_int,0,,,,,
player,201412280was,was,GarcPi00,pass_sacked,0,,,,,
player,201412280was,was,GarcPi00,pass_sacked_yds,0,,,,,
player,201412280was,was,GarcPi00,pass_long,0,,,,,
