game,2014,16,20141221,201412210crd,sea,"Seattle Seahawks",35,crd,"Arizona Cardinals",6
team,201412210crd,sea,First Downs,23,,,,,,
team,201412210crd,crd,First Downs,17,,,,,,
team,201412210crd,sea,Rush-Yds-TDs,34-267-3,,,,,,
team,201412210crd,crd,Rush-Yds-TDs,15-29-0,,,,,,
team,201412210crd,sea,Cmp-Att-Yd-TD-INT,21-32-339-2-0,,,,,,
team,201412210crd,crd,Cmp-Att-Yd-TD-INT,18-45-216-0-1,,,,,,
team,201412210crd,sea,Sacked-Yards,1-10,,,,,,
team,201412210crd,crd,Sacked-Yards,4-29,,,,,,
team,201412210crd,sea,Net Pass Yards,329,,,,,,
team,201412210crd,crd,Net Pass Yards,187,,,,,,
team,201412210crd,sea,Total Yards,596,,,,,,
team,201412210crd,crd,Total Yards,216,,,,,,
team,201412210crd,sea,Fumbles-Lost,1-0,,,,,,
team,201412210crd,crd,Fumbles-Lost,1-0,,,,,,
team,201412210crd,sea,Turnovers,0,,,,,,
team,201412210crd,crd,Turnovers,1,,,,,,
team,201412210crd,sea,Penalties-Yards,11-97,,,,,,
team,201412210crd,crd,Penalties-Yards,1-5,,,,,,
team,201412210crd,sea,Third Down Conv.,5-12,,,,,,
team,201412210crd,crd,Third Down Conv.,3-15,,,,,,
team,201412210crd,sea,Fourth Down Conv.,0-0,,,,,,
team,201412210crd,crd,Fourth Down Conv.,1-1,,,,,,
team,201412210crd,sea,Time of Possession,33:03,,,,,,
team,201412210crd,crd,Time of Possession,26:57,,,,,,
player,201412210crd,sea,WilsRu00,pass_cmp,20,,,,,
player,201412210crd,sea,WilsRu00,pass_att,31,,,,,
player,201412210crd,sea,WilsRu00,pass_yds,339,,,,,
player,201412210crd,sea,WilsRu00,pass_td,2,,,,,
player,201412210crd,sea,WilsRu00,pass_int,0,,,,,
player,201412210crd,sea,WilsRu00,pass_sacked,1,,,,,
player,201412210crd,sea,WilsRu00,pass_sacked_yds,10,,,,,
player,201412210crd,sea,WilsRu00,pass_long,80,,,,,
player,201412210crd,sea,WilsRu00,pass_rating,122.9,,,,,
player,201412210crd,sea,WilsRu00,rush_att,6,,,,,
player,201412210crd,sea,WilsRu00,rush_yds,88,,,,,
player,201412210crd,sea,WilsRu00,rush_td,1,,,,,
player,201412210crd,sea,WilsRu00,rush_long,55,,,,,
player,201412210crd,sea,WilsRu00,targets,0,,,,,
player,201412210crd,sea,WilsRu00,rec,0,,,,,
player,201412210crd,sea,WilsRu00,rec_yds,0,,,,,
player,201412210crd,sea,WilsRu00,rec_td,0,,,,,
player,201412210crd,sea,WilsRu00,rec_long,0,,,,,
player,201412210crd,sea,WilsRu00,fumbles,0,,,,,
player,201412210crd,sea,WilsRu00,fumbles_lost,0,,,,,
player,201412210crd,sea,JackTa00,pass_cmp,1,,,,,
player,201412210crd,sea,JackTa00,pass_att,1,,,,,
