game,2014,17,20141228,201412280sfo,crd,"Arizona Cardinals",17,sfo,"San Francisco 49ers",20
team,201412280sfo,crd,First Downs,26,,,,,,
team,201412280sfo,sfo,First Downs,18,,,,,,
team,201412280sfo,crd,Rush-Yds-TDs,25-98-0,,,,,,
team,201412280sfo,sfo,Rush-Yds-TDs,33-206-0,,,,,,
team,201412280sfo,crd,Cmp-Att-Yd-TD-INT,23-40-316-2-3,,,,,,
team,201412280sfo,sfo,Cmp-Att-Yd-TD-INT,15-26-204-2-0,,,,,,
team,201412280sfo,crd,Sacked-Yards,2-17,,,,,,
team,201412280sfo,sfo,Sacked-Yards,1-15,,,,,,
team,201412280sfo,crd,Net Pass Yards,299,,,,,,
team,201412280sfo,sfo,Net Pass Yards,189,,,,,,
team,201412280sfo,crd,Total Yards,397,,,,,,
team,201412280sfo,sfo,Total Yards,395,,,,,,
team,201412280sfo,crd,Fumbles-Lost,0-0,,,,,,
team,201412280sfo,sfo,Fumbles-Lost,0-0,,,,,,
team,201412280sfo,crd,Turnovers,3,,,,,,
team,201412280sfo,sfo,Turnovers,0,,,,,,
team,201412280sfo,crd,Penalties-Yards,3-21,,,,,,
team,201412280sfo,sfo,Penalties-Yards,10-78,,,,,,
team,201412280sfo,crd,Third Down Conv.,4-10,,,,,,
team,201412280sfo,sfo,Third Down Conv.,5-12,,,,,,
team,201412280sfo,crd,Fourth Down Conv.,0-0,,,,,,
team,201412280sfo,sfo,Fourth Down Conv.,0-0,,,,,,
team,201412280sfo,crd,Time of Possession,30:36,,,,,,
team,201412280sfo,sfo,Time of Possession,29:24,,,,,,
player,201412280sfo,crd,LindRy00,pass_cmp,23,,,,,
player,201412280sfo,crd,LindRy00,pass_att,39,,,,,
player,201412280sfo,crd,LindRy00,pass_yds,316,,,,,
player,201412280sfo,crd,LindRy00,pass_td,2,,,,,
player,201412280sfo,crd,LindRy00,pass_int,3,,,,,
player,201412280sfo,crd,LindRy00,pass_sacked,2,,,,,
player,201412280sfo,crd,LindRy00,pass_sacked_yds,17,,,,,
player,201412280sfo,crd,LindRy00,pass_long,41,,,,,
player,201412280sfo,crd,LindRy00,pass_rating,70.0,,,,,
player,201412280sfo,crd,LindRy00,rush_att,0,,,,,
player,201412280sfo,crd,LindRy00,rush_yds,0,,,,,
player,201412280sfo,crd,LindRy00,rush_td,0,,,,,
player,201412280sfo,crd,LindRy00,rush_long,0,,,,,
player,201412280sfo,crd,LindRy00,targets,0,,,,,
player,201412280sfo,crd,LindRy00,rec,0,,,,,
player,201412280sfo,crd,LindRy00,rec_yds,0,,,,,
player,201412280sfo,crd,LindRy00,rec_td,0,,,,,
player,201412280sfo,crd,LindRy00,rec_long,0,,,,,
player,201412280sfo,crd,LindRy00,fumbles,0,,,,,
player,201412280sfo,crd,LindRy00,fumbles_lost,0,,,,,
player,201412280sfo,crd,GricMa00,pass_cmp,0,,,,,
player,201412280sfo,crd,GricMa00,pass_att,1,,,,,
player,201412280sfo,crd,GricMa00,pass_yds,0,,,,,
player,201412280sfo,crd,GricMa00,pass_td,0,,,,,
player,201412280sfo,crd,GricMa00,pass_int,0,,,,,
player,201412280sfo,crd,GricMa00,pass_sacked,0,,,,,
player,201412280sfo,crd,GricMa00,pass_sacked_yds,0,,,,,
player,201412280sfo,crd,GricMa00,pass_long,0,,,,,
player,201412280sfo,crd,GricMa00,pass_rating,39.6,,,,,
player,201412280sfo,crd,GricMa00,rush_att,0,,,,,
player,201412280sfo,crd,GricMa00,rush_yds,0,,,,,
player,201412280sfo,crd,GricMa00,rush_td,0,,,,,
player,201412280sfo,crd,GricMa00,rush_long,0,,,,,
player,201412280sfo,crd,GricMa00,targets,3,,,,,
player,201412280sfo,crd,GricMa00,rec,3,,,,,
player,201412280sfo,crd,GricMa00,rec_yds,2,,,,,
player,201412280sfo,crd,GricMa00,rec_td,0,,,,,
player,201412280sfo,crd,GricMa00,rec_long,8,,,,,
player,201412280sfo,crd,GricMa00,fumbles,0,,,,,
player,201412280sfo,crd,GricMa00,fumbles_lost,0,,,,,
player,201412280sfo,crd,WillKe05,pass_cmp,0,,,,,
player,201412280sfo,crd,WillKe05,pass_att,0,,,,,
player,201412280sfo,crd,WillKe05,pass_yds,0,,,,,
player,201412280sfo,crd,WillKe05,pass_td,0,,,,,
player,201412280sfo,crd,WillKe05,pass_int,0,,,,,
player,201412280sfo,crd,WillKe05,pass_sacked,0,,,,,
player,201412280sfo,crd,WillKe05,pass_sacked_yds,0,,,,,
player,201412280sfo,crd,WillKe05,pass_long,0,,,,,
player,201412280sfo,crd,WillKe05,pass_rating,,,,,,
player,201412280sfo,crd,WillKe05,rush_att,17,,,,,
player,201412280sfo,crd,WillKe05,rush_yds,67,,,,,
player,201412280sfo,crd,WillKe05,rush_td,0,,,,,
player,201412280sfo,crd,WillKe05,rush_long,11,,,,,
player,201412280sfo,crd,WillKe05,targets,1,,,,,
player,201412280sfo,crd,WillKe05,rec,0,,,,,
player,201412280sfo,crd,WillKe05,rec_yds,0,,,,,
player,201412280sfo,crd,WillKe05,rec_td,0,,,,,
player,201412280sfo,crd,WillKe05,rec_long,0,,,,,
player,201412280sfo,crd,WillKe05,fumbles,0,,,,,
player,201412280sfo,crd,WillKe05,fumbles_lost,0,,,,,
player,201412280sfo,crd,TaylSt00,pass_cmp,0,,,,,
