game,2014,11,20141117,201411170oti,pit,"Pittsburgh Steelers",27,oti,"Tennessee Titans",24
player,201411170oti,oti,BattJa00,pass_yds,0,,,,,
player,201411170oti,oti,BattJa00,pass_td,0,,,,,
player,201411170oti,oti,BattJa00,pass_int,0,,,,,
player,201411170oti,oti,BattJa00,pass_sacked,0,,,,,
player,201411170oti,oti,BattJa00,pass_sacked_yds,0,,,,,
player,201411170oti,oti,BattJa00,pass_long,0,,,,,
player,201411170oti,oti,BattJa00,pass_rating,,,,,,
player,201411170oti,oti,BattJa00,rush_att,0,,,,,
player,201411170oti,oti,BattJa00,rush_yds,0,,,,,
player,201411170oti,oti,BattJa00,rush_td,0,,,,,
player,201411170oti,oti,BattJa00,rush_long,0,,,,,
player,201411170oti,oti,BattJa00,targets,2,,,,,
player,201411170oti,oti,BattJa00,rec,2,,,,,
player,201411170oti,oti,BattJa00,rec_yds,4,,,,,
player,201411170oti,oti,BattJa00,rec_td,0,,,,,
player,201411170oti,oti,BattJa00,rec_long,9,,,,,
player,201411170oti,oti,BattJa00,fumbles,0,,,,,
player,201411170oti,oti,BattJa00,fumbles_lost,0,,,,,
player,201411170oti,pit,GayxWi99,def_int,1,,,,,
player,201411170oti,pit,GayxWi99,def_int_yds,28,,,,,
player,201411170oti,pit,GayxWi99,def_int_td,1,,,,,
player,201411170oti,pit,GayxWi99,def_int_long,28,,,,,
player,201411170oti,pit,GayxWi99,pass_defended,1,,,,,
player,201411170oti,pit,GayxWi99,sacks,0.0,,,,,
player,201411170oti,pit,GayxWi99,tackles_combined,3,,,,,
player,201411170oti,pit,GayxWi99,tackles_solo,2,,,,,
player,201411170oti,pit,GayxWi99,tackles_assists,1,,,,,
player,201411170oti,pit,GayxWi99,tackles_loss,0,,,,,
player,201411170oti,pit,GayxWi99,qb_hits,0,,,,,
player,201411170oti,pit,GayxWi99,fumbles_rec,0,,,,,
player,201411170oti,pit,GayxWi99,fumbles_rec_yds,0,,,,,
player,201411170oti,pit,GayxWi99,fumbles_rec_td,0,,,,,
player,201411170oti,pit,GayxWi99,fumbles_forced,0,,,,,
player,201411170oti,pit,WillVi01,def_int,0,,,,,
player,201411170oti,pit,WillVi01,def_int_yds,0,,,,,
player,201411170oti,pit,WillVi01,def_int_td,0,,,,,
player,201411170oti,pit,WillVi01,def_int_long,0,,,,,
player,201411170oti,pit,WillVi01,pass_defended,0,,,,,
player,201411170oti,pit,WillVi01,sacks,0.0,,,,,
player,201411170oti,pit,WillVi01,tackles_combined,7,,,,,
player,201411170oti,pit,WillVi01,tackles_solo,4,,,,,
player,201411170oti,pit,WillVi01,tackles_assists,3,,,,,
player,201411170oti,pit,WillVi01,tackles_loss,0,,,,,
player,201411170oti,pit,WillVi01,qb_hits,0,,,,,
player,201411170oti,pit,WillVi01,fumbles_rec,0,,,,,
player,201411170oti,pit,WillVi01,fumbles_rec_yds,0,,,,,
player,201411170oti,pit,WillVi01,fumbles_rec_td,0,,,,,
player,201411170oti,pit,WillVi01,fumbles_forced,0,,,,,
player,201411170oti,pit,AlleWi21,def_int,0,,,,,
player,201411170oti,pit,AlleWi21,def_int_yds,0,,,,,
player,201411170oti,pit,AlleWi21,def_int_td,0,,,,,
player,201411170oti,pit,AlleWi21,def_int_long,0,,,,,
player,201411170oti,pit,AlleWi21,pass_defended,0,,,,,
player,201411170oti,pit,AlleWi21,sacks,0.0,,,,,
player,201411170oti,pit,AlleWi21,tackles_combined,5,,,,,
player,201411170oti,pit,AlleWi21,tackles_solo,3,,,,,
player,201411170oti,pit,AlleWi21,tackles_assists,2,,,,,
player,201411170oti,pit,AlleWi21,tackles_loss,1,,,,,
player,201411170oti,pit,AlleWi21,qb_hits,0,,,,,
player,201411170oti,pit,AlleWi21,fumbles_rec,0,,,,,
player,201411170oti,pit,AlleWi21,fumbles_rec_yds,0,,,,,
player,201411170oti,pit,AlleWi21,fumbles_rec_td,0,,,,,
player,201411170oti,pit,AlleWi21,fumbles_forced,0,,,,,
player,201411170oti,pit,MitcMi99,def_int,0,,,,,
player,201411170oti,pit,MitcMi99,def_int_yds,0,,,,,
player,201411170oti,pit,MitcMi99,def_int_td,0,,,,,
player,201411170oti,pit,MitcMi99,def_int_long,0,,,,,
player,201411170oti,pit,MitcMi99,pass_defended,0,,,,,
player,201411170oti,pit,MitcMi99,sacks,0.0,,,,,
player,201411170oti,pit,MitcMi99,tackles_combined,5,,,,,
player,201411170oti,pit,MitcMi99,tackles_solo,2,,,,,
player,201411170oti,pit,MitcMi99,tackles_assists,3,,,,,
player,201411170oti,pit,MitcMi99,tackles_loss,0,,,,,
player,201411170oti,pit,MitcMi99,qb_hits,0,,,,,
player,201411170oti,pit,MitcMi99,fumbles_rec,0,,,,,
player,201411170oti,pit,MitcMi99,fumbles_rec_yds,0,,,,,
player,201411170oti,pit,MitcMi99,fumbles_rec_td,0,,,,,
player,201411170oti,pit,MitcMi99,fumbles_forced,0,,,,,
player,201411170oti,pit,SpenSe00,def_int,0,,,,,
player,201411170oti,pit,SpenSe00,def_int_yds,0,,,,,
player,201411170oti,pit,SpenSe00,def_int_td,0,,,,,
player,201411170oti,pit,SpenSe00,def_int_long,0,,,,,
player,201411170oti,pit,SpenSe00,pass_defended,0,,,,,
player,201411170oti,pit,SpenSe00,sacks,0.0,,,,,
player,201411170oti,pit,SpenSe00,tackles_combined,5,,,,,
player,201411170oti,pit,SpenSe00,tackles_solo,2,,,,,
player,201411170oti,pit,SpenSe00,tackles_assists,3,,,,,
player,201411170oti,pit,SpenSe00,tackles_loss,1,,,,,
player,201411170oti,pit,SpenSe00,qb_hits,0,,,,,
player,201411170oti,pit,SpenSe00,fumbles_rec,0,,,,,
