game,2014,1,20140907,201409070htx,was,"Washington Redskins",6,htx,"Houston Texans",17
player,201409070htx,was,ClarRy20,fumbles_forced,0,,,,,
player,201409070htx,was,HatcJa20,def_int,0,,,,,
player,201409070htx,was,HatcJa20,def_int_yds,0,,,,,
player,201409070htx,was,HatcJa20,def_int_td,0,,,,,
player,201409070htx,was,HatcJa20,def_int_long,0,,,,,
player,201409070htx,was,HatcJa20,pass_defended,1,,,,,
player,201409070htx,was,HatcJa20,sacks,0.0,,,,,
player,201409070htx,was,HatcJa20,tackles_combined,5,,,,,
player,201409070htx,was,HatcJa20,tackles_solo,4,,,,,
player,201409070htx,was,HatcJa20,tackles_assists,1,,,,,
player,201409070htx,was,HatcJa20,tackles_loss,1,,,,,
player,201409070htx,was,HatcJa20,qb_hits,1,,,,,
player,201409070htx,was,HatcJa20,fumbles_rec,0,,,,,
player,201409070htx,was,HatcJa20,fumbles_rec_yds,0,,,,,
player,201409070htx,was,HatcJa20,fumbles_rec_td,0,,,,,
player,201409070htx,was,HatcJa20,fumbles_forced,0,,,,,
player,201409070htx,was,RilePe00,def_int,0,,,,,
player,201409070htx,was,RilePe00,def_int_yds,0,,,,,
player,201409070htx,was,RilePe00,def_int_td,0,,,,,
player,201409070htx,was,RilePe00,def_int_long,0,,,,,
player,201409070htx,was,RilePe00,pass_defended,0,,,,,
player,201409070htx,was,RilePe00,sacks,0.0,,,,,
player,201409070htx,was,RilePe00,tackles_combined,5,,,,,
player,201409070htx,was,RilePe00,tackles_solo,4,,,,,
player,201409070htx,was,RilePe00,tackles_assists,1,,,,,
player,201409070htx,was,RilePe00,tackles_loss,0,,,,,
player,201409070htx,was,RilePe00,qb_hits,0,,,,,
player,201409070htx,was,RilePe00,fumbles_rec,0,,,,,
player,201409070htx,was,RilePe00,fumbles_rec_yds,0,,,,,
player,201409070htx,was,RilePe00,fumbles_rec_td,0,,,,,
player,201409070htx,was,RilePe00,fumbles_forced,0,,,,,
player,201409070htx,was,OrakBr99,def_int,0,,,,,
player,201409070htx,was,OrakBr99,def_int_yds,0,,,,,
player,201409070htx,was,OrakBr99,def_int_td,0,,,,,
player,201409070htx,was,OrakBr99,def_int_long,0,,,,,
player,201409070htx,was,OrakBr99,pass_defended,0,,,,,
player,201409070htx,was,OrakBr99,sacks,0.0,,,,,
player,201409070htx,was,OrakBr99,tackles_combined,4,,,,,
player,201409070htx,was,OrakBr99,tackles_solo,2,,,,,
player,201409070htx,was,OrakBr99,tackles_assists,2,,,,,
player,201409070htx,was,OrakBr99,tackles_loss,0,,,,,
player,201409070htx,was,OrakBr99,qb_hits,0,,,,,
player,201409070htx,was,OrakBr99,fumbles_rec,0,,,,,
player,201409070htx,was,OrakBr99,fumbles_rec_yds,0,,,,,
player,201409070htx,was,OrakBr99,fumbles_rec_td,0,,,,,
player,201409070htx,was,OrakBr99,fumbles_forced,0,,,,,
player,201409070htx,was,BakeCh99,def_int,0,,,,,
player,201409070htx,was,BakeCh99,def_int_yds,0,,,,,
player,201409070htx,was,BakeCh99,def_int_td,0,,,,,
player,201409070htx,was,BakeCh99,def_int_long,0,,,,,
player,201409070htx,was,BakeCh99,pass_defended,0,,,,,
player,201409070htx,was,BakeCh99,sacks,0.0,,,,,
player,201409070htx,was,BakeCh99,tackles_combined,3,,,,,
player,201409070htx,was,BakeCh99,tackles_solo,1,,,,,
player,201409070htx,was,BakeCh99,tackles_assists,2,,,,,
player,201409070htx,was,BakeCh99,tackles_loss,0,,,,,
player,201409070htx,was,BakeCh99,qb_hits,0,,,,,
player,201409070htx,was,BakeCh99,fumbles_rec,0,,,,,
player,201409070htx,was,BakeCh99,fumbles_rec_yds,0,,,,,
player,201409070htx,was,BakeCh99,fumbles_rec_td,0,,,,,
player,201409070htx,was,BakeCh99,fumbles_forced,0,,,,,
player,201409070htx,was,JenkJa01,def_int,0,,,,,
player,201409070htx,was,JenkJa01,def_int_yds,0,,,,,
player,201409070htx,was,JenkJa01,def_int_td,0,,,,,
player,201409070htx,was,JenkJa01,def_int_long,0,,,,,
player,201409070htx,was,JenkJa01,pass_defended,0,,,,,
player,201409070htx,was,JenkJa01,sacks,0.0,,,,,
player,201409070htx,was,JenkJa01,tackles_combined,3,,,,,
player,201409070htx,was,JenkJa01,tackles_solo,3,,,,,
player,201409070htx,was,JenkJa01,tackles_assists,0,,,,,
player,201409070htx,was,JenkJa01,tackles_loss,1,,,,,
player,201409070htx,was,JenkJa01,qb_hits,0,,,,,
player,201409070htx,was,JenkJa01,fumbles_rec,0,,,,,
player,201409070htx,was,JenkJa01,fumbles_rec_yds,0,,,,,
player,201409070htx,was,JenkJa01,fumbles_rec_td,0,,,,,
player,201409070htx,was,JenkJa01,fumbles_forced,0,,,,,
player,201409070htx,was,KerrRy00,def_int,0,,,,,
player,201409070htx,was,KerrRy00,def_int_yds,0,,,,,
player,201409070htx,was,KerrRy00,def_int_td,0,,,,,
player,201409070htx,was,KerrRy00,def_int_long,0,,,,,
player,201409070htx,was,KerrRy00,pass_defended,0,,,,,
player,201409070htx,was,KerrRy00,sacks,0.0,,,,,
player,201409070htx,was,KerrRy00,tackles_combined,3,,,,,
player,201409070htx,was,KerrRy00,tackles_solo,2,,,,,
player,201409070htx,was,KerrRy00,tackles_assists,1,,,,,
player,201409070htx,was,KerrRy00,tackles_loss,0,,,,,
player,201409070htx,was,KerrRy00,qb_hits,1,,,,,
player,201409070htx,was,KerrRy00,fumbles_rec,0,,,,,
player,201409070htx,was,KerrRy00,fumbles_rec_yds,0,,,,,
player,201409070htx,was,KerrRy00,fumbles_rec_td,0,,,,,
player,201409070htx,was,KerrRy00,fumbles_forced,1,,,,,
player,201409070htx,was,BiggE.99,def_int,0,,,,,
player,201409070htx,was,BiggE.99,def_int_yds,0,,,,,
player,201409070htx,was,BiggE.99,def_int_td,0,,,,,
player,201409070htx,was,BiggE.99,def_int_long,0,,,,,
player,201409070htx,was,BiggE.99,pass_defended,0,,,,,
player,201409070htx,was,BiggE.99,sacks,0.0,,,,,
player,201409070htx,was,BiggE.99,tackles_combined,2,,,,,
player,201409070htx,was,BiggE.99,tackles_solo,2,,,,,
player,201409070htx,was,BiggE.99,tackles_assists,0,,,,,
player,201409070htx,was,BiggE.99,tackles_loss,0,,,,,
player,201409070htx,was,BiggE.99,qb_hits,0,,,,,
player,201409070htx,was,BiggE.99,fumbles_rec,0,,,,,
player,201409070htx,was,BiggE.99,fumbles_rec_yds,0,,,,,
player,201409070htx,was,BiggE.99,fumbles_rec_td,0,,,,,
player,201409070htx,was,BiggE.99,fumbles_forced,0,,,,,
player,201409070htx,was,RambBa00,def_int,0,,,,,
player,201409070htx,was,RambBa00,def_int_yds,0,,,,,
player,201409070htx,was,RambBa00,def_int_td,0,,,,,
player,201409070htx,was,RambBa00,def_int_long,0,,,,,
player,201409070htx,was,RambBa00,pass_defended,0,,,,,
player,201409070htx,was,RambBa00,sacks,0.0,,,,,
player,201409070htx,was,RambBa00,tackles_combined,2,,,,,
player,201409070htx,was,RambBa00,tackles_solo,1,,,,,
player,201409070htx,was,RambBa00,tackles_assists,1,,,,,
player,201409070htx,was,RambBa00,tackles_loss,0,,,,,
player,201409070htx,was,RambBa00,qb_hits,0,,,,,
player,201409070htx,was,RambBa00,fumbles_rec,0,,,,,
player,201409070htx,was,RambBa00,fumbles_rec_yds,0,,,,,
player,201409070htx,was,RambBa00,fumbles_rec_td,0,,,,,
player,201409070htx,was,RambBa00,fumbles_forced,0,,,,,
player,201409070htx,was,BreeBa00,def_int,0,,,,,
player,201409070htx,was,BreeBa00,def_int_yds,0,,,,,
player,201409070htx,was,BreeBa00,def_int_td,0,,,,,
player,201409070htx,was,BreeBa00,def_int_long,0,,,,,
player,201409070htx,was,BreeBa00,pass_defended,0,,,,,
player,201409070htx,was,BreeBa00,sacks,0.0,,,,,
player,201409070htx,was,BreeBa00,tackles_combined,1,,,,,
player,201409070htx,was,BreeBa00,tackles_solo,1,,,,,
player,201409070htx,was,BreeBa00,tackles_assists,0,,,,,
player,201409070htx,was,BreeBa00,tackles_loss,0,,,,,
player,201409070htx,was,BreeBa00,qb_hits,0,,,,,
player,201409070htx,was,BreeBa00,fumbles_rec,0,,,,,
player,201409070htx,was,BreeBa00,fumbles_rec_yds,0,,,,,
player,201409070htx,was,BreeBa00,fumbles_rec_td,0,,,,,
player,201409070htx,was,BreeBa00,fumbles_forced,0,,,,,
player,201409070htx,was,CofiBa20,def_int,0,,,,,
player,201409070htx,was,CofiBa20,def_int_yds,0,,,,,
player,201409070htx,was,CofiBa20,def_int_td,0,,,,,
player,201409070htx,was,CofiBa20,def_int_long,0,,,,,
player,201409070htx,was,CofiBa20,pass_defended,0,,,,,
player,201409070htx,was,CofiBa20,sacks,0.0,,,,,
player,201409070htx,was,CofiBa20,tackles_combined,1,,,,,
player,201409070htx,was,CofiBa20,tackles_solo,1,,,,,
player,201409070htx,was,CofiBa20,tackles_assists,0,,,,,
player,201409070htx,was,CofiBa20,tackles_loss,1,,,,,
player,201409070htx,was,CofiBa20,qb_hits,0,,,,,
player,201409070htx,was,CofiBa20,fumbles_rec,0,,,,,
player,201409070htx,was,CofiBa20,fumbles_rec_yds,0,,,,,
player,201409070htx,was,CofiBa20,fumbles_rec_td,0,,,,,
player,201409070htx,was,CofiBa20,fumbles_forced,0,,,,,
player,201409070htx,was,GolsKe20,def_int,0,,,,,
player,201409070htx,was,GolsKe20,def_int_yds,0,,,,,
player,201409070htx,was,GolsKe20,def_int_td,0,,,,,
player,201409070htx,was,GolsKe20,def_int_long,0,,,,,
player,201409070htx,was,GolsKe20,pass_defended,0,,,,,
player,201409070htx,was,GolsKe20,sacks,0.0,,,,,
player,201409070htx,was,GolsKe20,tackles_combined,1,,,,,
player,201409070htx,was,GolsKe20,tackles_solo,1,,,,,
player,201409070htx,was,GolsKe20,tackles_assists,0,,,,,
player,201409070htx,was,GolsKe20,tackles_loss,0,,,,,
player,201409070htx,was,GolsKe20,qb_hits,0,,,,,
player,201409070htx,was,GolsKe20,fumbles_rec,0,,,,,
player,201409070htx,was,GolsKe20,fumbles_rec_yds,0,,,,,
player,201409070htx,was,GolsKe20,fumbles_rec_td,0,,,,,
player,201409070htx,was,GolsKe20,fumbles_forced,0,,,,,
player,201409070htx,was,HeluRo00,def_int,0,,,,,
player,201409070htx,was,HeluRo00,def_int_yds,0,,,,,
player,201409070htx,was,HeluRo00,def_int_td,0,,,,,
player,201409070htx,was,HeluRo00,def_int_long,0,,,,,
player,201409070htx,was,HeluRo00,pass_defended,0,,,,,
player,201409070htx,was,HeluRo00,sacks,0.0,,,,,
player,201409070htx,was,HeluRo00,tackles_combined,1,,,,,
player,201409070htx,was,HeluRo00,tackles_solo,1,,,,,
player,201409070htx,was,HeluRo00,tackles_assists,0,,,,,
player,201409070htx,was,HeluRo00,tackles_loss,0,,,,,
player,201409070htx,was,HeluRo00,qb_hits,0,,,,,
player,201409070htx,was,HeluRo00,fumbles_rec,0,,,,,
player,201409070htx,was,HeluRo00,fumbles_rec_yds,0,,,,,
player,201409070htx,was,HeluRo00,fumbles_rec_td,0,,,,,
player,201409070htx,was,HeluRo00,fumbles_forced,0,,,,,
player,201409070htx,was,RobiTr02,def_int,0,,,,,
player,201409070htx,was,RobiTr02,def_int_yds,0,,,,,
player,201409070htx,was,RobiTr02,def_int_td,0,,,,,
player,201409070htx,was,RobiTr02,def_int_long,0,,,,,
player,201409070htx,was,RobiTr02,pass_defended,0,,,,,
player,201409070htx,was,RobiTr02,sacks,0.0,,,,,
player,201409070htx,was,RobiTr02,tackles_combined,1,,,,,
player,201409070htx,was,RobiTr02,tackles_solo,1,,,,,
player,201409070htx,was,RobiTr02,tackles_assists,0,,,,,
player,201409070htx,was,RobiTr02,tackles_loss,0,,,,,
player,201409070htx,was,RobiTr02,qb_hits,0,,,,,
player,201409070htx,was,RobiTr02,fumbles_rec,0,,,,,
player,201409070htx,was,RobiTr02,fumbles_rec_yds,0,,,,,
player,201409070htx,was,RobiTr02,fumbles_rec_td,0,,,,,
player,201409070htx,was,RobiTr02,fumbles_forced,0,,,,,
player,201409070htx,htx,SweaDJ00,def_int,0,,,,,
player,201409070htx,htx,SweaDJ00,def_int_yds,0,,,,,
player,201409070htx,htx,SweaDJ00,def_int_td,0,,,,,
player,201409070htx,htx,SweaDJ00,def_int_long,0,,,,,
player,201409070htx,htx,SweaDJ00,pass_defended,0,,,,,
player,201409070htx,htx,SweaDJ00,sacks,1.0,,,,,
player,201409070htx,htx,SweaDJ00,tackles_combined,8,,,,,
player,201409070htx,htx,SweaDJ00,tackles_solo,6,,,,,
player,201409070htx,htx,SweaDJ00,tackles_assists,2,,,,,
player,201409070htx,htx,SweaDJ00,tackles_loss,1,,,,,
player,201409070htx,htx,SweaDJ00,qb_hits,2,,,,,
player,201409070htx,htx,SweaDJ00,fumbles_rec,0,,,,,
player,201409070htx,htx,SweaDJ00,fumbles_rec_yds,0,,,,,
player,201409070htx,htx,SweaDJ00,fumbles_rec_td,0,,,,,
player,201409070htx,htx,SweaDJ00,fumbles_forced,1,,,,,
player,201409070htx,htx,ReedBr00,def_int,0,,,,,
player,201409070htx,htx,ReedBr00,def_int_yds,0,,,,,
player,201409070htx,htx,ReedBr00,def_int_td,0,,,,,
player,201409070htx,htx,ReedBr00,def_int_long,0,,,,,
player,201409070htx,htx,ReedBr00,pass_defended,0,,,,,
player,201409070htx,htx,ReedBr00,sacks,1.0,,,,,
player,201409070htx,htx,ReedBr00,tackles_combined,5,,,,,
player,201409070htx,htx,ReedBr00,tackles_solo,4,,,,,
player,201409070htx,htx,ReedBr00,tackles_assists,1,,,,,
player,201409070htx,htx,ReedBr00,tackles_loss,1,,,,,
player,201409070htx,htx,ReedBr00,qb_hits,3,,,,,
player,201409070htx,htx,ReedBr00,fumbles_rec,0,,,,,
player,201409070htx,htx,ReedBr00,fumbles_rec_yds,0,,,,,
player,201409070htx,htx,ReedBr00,fumbles_rec_td,0,,,,,
player,201409070htx,htx,ReedBr00,fumbles_forced,0,,,,,
player,201409070htx,htx,WattJ.00,def_int,0,,,,,
player,201409070htx,htx,WattJ.00,def_int_yds,0,,,,,
player,201409070htx,htx,WattJ.00,def_int_td,0,,,,,
player,201409070htx,htx,WattJ.00,def_int_long,0,,,,,
player,201409070htx,htx,WattJ.00,pass_defended,1,,,,,
player,201409070htx,htx,WattJ.00,sacks,1.0,,,,,
player,201409070htx,htx,WattJ.00,tackles_combined,3,,,,,
player,201409070htx,htx,WattJ.00,tackles_solo,2,,,,,
player,201409070htx,htx,WattJ.00,tackles_assists,1,,,,,
player,201409070htx,htx,WattJ.00,tackles_loss,2,,,,,
player,201409070htx,htx,WattJ.00,qb_hits,5,,,,,
player,201409070htx,htx,WattJ.00,fumbles_rec,1,,,,,
player,201409070htx,htx,WattJ.00,fumbles_rec_yds,0,,,,,
player,201409070htx,htx,WattJ.00,fumbles_rec_td,0,,,,,
player,201409070htx,htx,WattJ.00,fumbles_forced,0,,,,,
player,201409070htx,htx,JoseJo20,def_int,0,,,,,
player,201409070htx,htx,JoseJo20,def_int_yds,0,,,,,
player,201409070htx,htx,JoseJo20,def_int_td,0,,,,,
player,201409070htx,htx,JoseJo20,def_int_long,0,,,,,
player,201409070htx,htx,JoseJo20,pass_defended,0,,,,,
player,201409070htx,htx,JoseJo20,sacks,0.0,,,,,
player,201409070htx,htx,JoseJo20,tackles_combined,11,,,,,
player,201409070htx,htx,JoseJo20,tackles_solo,11,,,,,
player,201409070htx,htx,JoseJo20,tackles_assists,0,,,,,
player,201409070htx,htx,JoseJo20,tackles_loss,0,,,,,
player,201409070htx,htx,JoseJo20,qb_hits,0,,,,,
player,201409070htx,htx,JoseJo20,fumbles_rec,0,,,,,
player,201409070htx,htx,JoseJo20,fumbles_rec_yds,0,,,,,
player,201409070htx,htx,JoseJo20,fumbles_rec_td,0,,,,,
player,201409070htx,htx,JoseJo20,fumbles_forced,0,,,,,
player,201409070htx,htx,JackKa99,def_int,0,,,,,
player,201409070htx,htx,JackKa99,def_int_yds,0,,,,,
player,201409070htx,htx,JackKa99,def_int_td,0,,,,,
player,201409070htx,htx,JackKa99,def_int_long,0,,,,,
player,201409070htx,htx,JackKa99,pass_defended,0,,,,,
player,201409070htx,htx,JackKa99,sacks,0.0,,,,,
player,201409070htx,htx,JackKa99,tackles_combined,8,,,,,
player,201409070htx,htx,JackKa99,tackles_solo,6,,,,,
player,201409070htx,htx,JackKa99,tackles_assists,2,,,,,
player,201409070htx,htx,JackKa99,tackles_loss,0,,,,,
player,201409070htx,htx,JackKa99,qb_hits,0,,,,,
player,201409070htx,htx,JackKa99,fumbles_rec,0,,,,,
player,201409070htx,htx,JackKa99,fumbles_rec_yds,0,,,,,
player,201409070htx,htx,JackKa99,fumbles_rec_td,0,,,,,
player,201409070htx,htx,JackKa99,fumbles_forced,0,,,,,
player,201409070htx,htx,CushBr99,def_int,0,,,,,
player,201409070htx,htx,CushBr99,def_int_yds,0,,,,,
player,201409070htx,htx,CushBr99,def_int_td,0,,,,,
player,201409070htx,htx,CushBr99,def_int_long,0,,,,,
player,201409070htx,htx,CushBr99,pass_defended,0,,,,,
player,201409070htx,htx,CushBr99,sacks,0.0,,,,,
player,201409070htx,htx,CushBr99,tackles_combined,5,,,,,
player,201409070htx,htx,CushBr99,tackles_solo,2,,,,,
player,201409070htx,htx,CushBr99,tackles_assists,3,,,,,
player,201409070htx,htx,CushBr99,tackles_loss,0,,,,,
player,201409070htx,htx,CushBr99,qb_hits,1,,,,,
player,201409070htx,htx,CushBr99,fumbles_rec,0,,,,,
player,201409070htx,htx,CushBr99,fumbles_rec_yds,0,,,,,
player,201409070htx,htx,CushBr99,fumbles_rec_td,0,,,,,
player,201409070htx,htx,CushBr99,fumbles_forced,0,,,,,
player,201409070htx,htx,LewiKe00,def_int,0,,,,,
player,201409070htx,htx,LewiKe00,def_int_yds,0,,,,,
player,201409070htx,htx,LewiKe00,def_int_td,0,,,,,
player,201409070htx,htx,LewiKe00,def_int_long,0,,,,,
player,201409070htx,htx,LewiKe00,pass_defended,0,,,,,
player,201409070htx,htx,LewiKe00,sacks,0.0,,,,,
player,201409070htx,htx,LewiKe00,tackles_combined,5,,,,,
player,201409070htx,htx,LewiKe00,tackles_solo,4,,,,,
player,201409070htx,htx,LewiKe00,tackles_assists,1,,,,,
player,201409070htx,htx,LewiKe00,tackles_loss,0,,,,,
player,201409070htx,htx,LewiKe00,qb_hits,0,,,,,
player,201409070htx,htx,LewiKe00,fumbles_rec,1,,,,,
player,201409070htx,htx,LewiKe00,fumbles_rec_yds,0,,,,,
player,201409070htx,htx,LewiKe00,fumbles_rec_td,0,,,,,
player,201409070htx,htx,LewiKe00,fumbles_forced,0,,,,,
player,201409070htx,htx,CricJa00,def_int,0,,,,,
player,201409070htx,htx,CricJa00,def_int_yds,0,,,,,
player,201409070htx,htx,CricJa00,def_int_td,0,,,,,
player,201409070htx,htx,CricJa00,def_int_long,0,,,,,
player,201409070htx,htx,CricJa00,pass_defended,0,,,,,
player,201409070htx,htx,CricJa00,sacks,0.0,,,,,
player,201409070htx,htx,CricJa00,tackles_combined,4,,,,,
player,201409070htx,htx,CricJa00,tackles_solo,3,,,,,
player,201409070htx,htx,CricJa00,tackles_assists,1,,,,,
player,201409070htx,htx,CricJa00,tackles_loss,0,,,,,
player,201409070htx,htx,CricJa00,qb_hits,1,,,,,
player,201409070htx,htx,CricJa00,fumbles_rec,0,,,,,
player,201409070htx,htx,CricJa00,fumbles_rec_yds,0,,,,,
player,201409070htx,htx,CricJa00,fumbles_rec_td,0,,,,,
player,201409070htx,htx,CricJa00,fumbles_forced,0,,,,,
player,201409070htx,htx,BouyA.00,def_int,0,,,,,
player,201409070htx,htx,BouyA.00,def_int_yds,0,,,,,
player,201409070htx,htx,BouyA.00,def_int_td,0,,,,,
player,201409070htx,htx,BouyA.00,def_int_long,0,,,,,
player,201409070htx,htx,BouyA.00,pass_defended,1,,,,,
player,201409070htx,htx,BouyA.00,sacks,0.0,,,,,
player,201409070htx,htx,BouyA.00,tackles_combined,3,,,,,
player,201409070htx,htx,BouyA.00,tackles_solo,3,,,,,
player,201409070htx,htx,BouyA.00,tackles_assists,0,,,,,
player,201409070htx,htx,BouyA.00,tackles_loss,0,,,,,
player,201409070htx,htx,BouyA.00,qb_hits,0,,,,,
player,201409070htx,htx,BouyA.00,fumbles_rec,0,,,,,
player,201409070htx,htx,BouyA.00,fumbles_rec_yds,0,,,,,
player,201409070htx,htx,BouyA.00,fumbles_rec_td,0,,,,,
player,201409070htx,htx,BouyA.00,fumbles_forced,0,,,,,
player,201409070htx,htx,MannDa21,def_int,0,,,,,
player,201409070htx,htx,MannDa21,def_int_yds,0,,,,,
player,201409070htx,htx,MannDa21,def_int_td,0,,,,,
player,201409070htx,htx,MannDa21,def_int_long,0,,,,,
player,201409070htx,htx,MannDa21,pass_defended,0,,,,,
player,201409070htx,htx,MannDa21,sacks,0.0,,,,,
player,201409070htx,htx,MannDa21,tackles_combined,3,,,,,
player,201409070htx,htx,MannDa21,tackles_solo,3,,,,,
player,201409070htx,htx,MannDa21,tackles_assists,0,,,,,
player,201409070htx,htx,MannDa21,tackles_loss,0,,,,,
player,201409070htx,htx,MannDa21,qb_hits,0,,,,,
player,201409070htx,htx,MannDa21,fumbles_rec,0,,,,,
player,201409070htx,htx,MannDa21,fumbles_rec_yds,0,,,,,
player,201409070htx,htx,MannDa21,fumbles_rec_td,0,,,,,
player,201409070htx,htx,MannDa21,fumbles_forced,0,,,,,
player,201409070htx,htx,JamiTi99,def_int,0,,,,,
player,201409070htx,htx,JamiTi99,def_int_yds,0,,,,,
player,201409070htx,htx,JamiTi99,def_int_td,0,,,,,
player,201409070htx,htx,JamiTi99,def_int_long,0,,,,,
player,201409070htx,htx,JamiTi99,pass_defended,0,,,,,
player,201409070htx,htx,JamiTi99,sacks,0.0,,,,,
player,201409070htx,htx,JamiTi99,tackles_combined,2,,,,,
player,201409070htx,htx,JamiTi99,tackles_solo,2,,,,,
player,201409070htx,htx,JamiTi99,tackles_assists,0,,,,,
player,201409070htx,htx,JamiTi99,tackles_loss,0,,,,,
player,201409070htx,htx,JamiTi99,qb_hits,0,,,,,
player,201409070htx,htx,JamiTi99,fumbles_rec,0,,,,,
player,201409070htx,htx,JamiTi99,fumbles_rec_yds,0,,,,,
player,201409070htx,htx,JamiTi99,fumbles_rec_td,0,,,,,
player,201409070htx,htx,JamiTi99,fumbles_forced,0,,,,,
player,201409070htx,htx,ClowJa00,def_int,0,,,,,
player,201409070htx,htx,ClowJa00,def_int_yds,0,,,,,
player,201409070htx,htx,ClowJa00,def_int_td,0,,,,,
player,201409070htx,htx,ClowJa00,def_int_long,0,,,,,
player,201409070htx,htx,ClowJa00,pass_defended,0,,,,,
player,201409070htx,htx,ClowJa00,sacks,0.0,,,,,
player,201409070htx,htx,ClowJa00,tackles_combined,1,,,,,
player,201409070htx,htx,ClowJa00,tackles_solo,1,,,,,
player,201409070htx,htx,ClowJa00,tackles_assists,0,,,,,
player,201409070htx,htx,ClowJa00,tackles_loss,1,,,,,
player,201409070htx,htx,ClowJa00,qb_hits,0,,,,,
player,201409070htx,htx,ClowJa00,fumbles_rec,0,,,,,
player,201409070htx,htx,ClowJa00,fumbles_rec_yds,0,,,,,
player,201409070htx,htx,ClowJa00,fumbles_rec_td,0,,,,,
player,201409070htx,htx,ClowJa00,fumbles_forced,0,,,,,
player,201409070htx,htx,HalxAn00,def_int,0,,,,,
player,201409070htx,htx,HalxAn00,def_int_yds,0,,,,,
player,201409070htx,htx,HalxAn00,def_int_td,0,,,,,
player,201409070htx,htx,HalxAn00,def_int_long,0,,,,,
player,201409070htx,htx,HalxAn00,pass_defended,0,,,,,
player,201409070htx,htx,HalxAn00,sacks,0.0,,,,,
player,201409070htx,htx,HalxAn00,tackles_combined,1,,,,,
player,201409070htx,htx,HalxAn00,tackles_solo,1,,,,,
player,201409070htx,htx,HalxAn00,tackles_assists,0,,,,,
player,201409070htx,htx,HalxAn00,tackles_loss,0,,,,,
player,201409070htx,htx,HalxAn00,qb_hits,0,,,,,
player,201409070htx,htx,HalxAn00,fumbles_rec,0,,,,,
player,201409070htx,htx,HalxAn00,fumbles_rec_yds,0,,,,,
player,201409070htx,htx,HalxAn00,fumbles_rec_td,0,,,,,
player,201409070htx,htx,HalxAn00,fumbles_forced,0,,,,,
player,201409070htx,htx,MackEl20,def_int,0,,,,,
player,201409070htx,htx,MackEl20,def_int_yds,0,,,,,
player,201409070htx,htx,MackEl20,def_int_td,0,,,,,
player,201409070htx,htx,MackEl20,def_int_long,0,,,,,
player,201409070htx,htx,MackEl20,pass_defended,0,,,,,
player,201409070htx,htx,MackEl20,sacks,0.0,,,,,
player,201409070htx,htx,MackEl20,tackles_combined,1,,,,,
player,201409070htx,htx,MackEl20,tackles_solo,1,,,,,
player,201409070htx,htx,MackEl20,tackles_assists,0,,,,,
player,201409070htx,htx,MackEl20,tackles_loss,0,,,,,
player,201409070htx,htx,MackEl20,qb_hits,0,,,,,
player,201409070htx,htx,MackEl20,fumbles_rec,0,,,,,
player,201409070htx,htx,MackEl20,fumbles_rec_yds,0,,,,,
player,201409070htx,htx,MackEl20,fumbles_rec_td,0,,,,,
player,201409070htx,htx,MackEl20,fumbles_forced,0,,,,,
player,201409070htx,htx,MohaMi00,def_int,0,,,,,
player,201409070htx,htx,MohaMi00,def_int_yds,0,,,,,
player,201409070htx,htx,MohaMi00,def_int_td,0,,,,,
player,201409070htx,htx,MohaMi00,def_int_long,0,,,,,
player,201409070htx,htx,MohaMi00,pass_defended,0,,,,,
player,201409070htx,htx,MohaMi00,sacks,0.0,,,,,
player,201409070htx,htx,MohaMi00,tackles_combined,1,,,,,
player,201409070htx,htx,MohaMi00,tackles_solo,1,,,,,
player,201409070htx,htx,MohaMi00,tackles_assists,0,,,,,
player,201409070htx,htx,MohaMi00,tackles_loss,0,,,,,
player,201409070htx,htx,MohaMi00,qb_hits,0,,,,,
player,201409070htx,htx,MohaMi00,fumbles_rec,0,,,,,
player,201409070htx,htx,MohaMi00,fumbles_rec_yds,0,,,,,
player,201409070htx,htx,MohaMi00,fumbles_rec_td,0,,,,,
player,201409070htx,htx,MohaMi00,fumbles_forced,0,,,,,
player,201409070htx,htx,TuggJu00,def_int,0,,,,,
player,201409070htx,htx,TuggJu00,def_int_yds,0,,,,,
player,201409070htx,htx,TuggJu00,def_int_td,0,,,,,
player,201409070htx,htx,TuggJu00,def_int_long,0,,,,,
player,201409070htx,htx,TuggJu00,pass_defended,0,,,,,
player,201409070htx,htx,TuggJu00,sacks,0.0,,,,,
player,201409070htx,htx,TuggJu00,tackles_combined,1,,,,,
player,201409070htx,htx,TuggJu00,tackles_solo,0,,,,,
player,201409070htx,htx,TuggJu00,tackles_assists,1,,,,,
player,201409070htx,htx,TuggJu00,tackles_loss,0,,,,,
player,201409070htx,htx,TuggJu00,qb_hits,0,,,,,
player,201409070htx,htx,TuggJu00,fumbles_rec,0,,,,,
player,201409070htx,htx,TuggJu00,fumbles_rec_yds,0,,,,,
player,201409070htx,htx,TuggJu00,fumbles_rec_td,0,,,,,
player,201409070htx,htx,TuggJu00,fumbles_forced,0,,,,,
player,201409070htx,htx,FitzRy00,def_int,0,,,,,
player,201409070htx,htx,FitzRy00,def_int_yds,0,,,,,
player,201409070htx,htx,FitzRy00,def_int_td,0,,,,,
player,201409070htx,htx,FitzRy00,def_int_long,0,,,,,
player,201409070htx,htx,FitzRy00,pass_defended,0,,,,,
player,201409070htx,htx,FitzRy00,sacks,0.0,,,,,
player,201409070htx,htx,FitzRy00,tackles_combined,0,,,,,
player,201409070htx,htx,FitzRy00,tackles_solo,0,,,,,
