game,2014,3,20140921,201409210mia,kan,"Kansas City Chiefs",34,mia,"Miami Dolphins",15
player,201409210mia,mia,WillDa05,rec_td,0,,,,,
player,201409210mia,mia,WillDa05,rec_long,0,,,,,
player,201409210mia,mia,WillDa05,fumbles,0,,,,,
player,201409210mia,mia,WillDa05,fumbles_lost,0,,,,,
player,201409210mia,kan,PoexDo00,def_int,0,,,,,
player,201409210mia,kan,PoexDo00,def_int_yds,0,,,,,
player,201409210mia,kan,PoexDo00,def_int_td,0,,,,,
player,201409210mia,kan,PoexDo00,def_int_long,0,,,,,
player,201409210mia,kan,PoexDo00,pass_defended,1,,,,,
player,201409210mia,kan,PoexDo00,sacks,1.5,,,,,
player,201409210mia,kan,PoexDo00,tackles_combined,3,,,,,
player,201409210mia,kan,PoexDo00,tackles_solo,2,,,,,
player,201409210mia,kan,PoexDo00,tackles_assists,1,,,,,
player,201409210mia,kan,PoexDo00,tackles_loss,1,,,,,
player,201409210mia,kan,PoexDo00,qb_hits,2,,,,,
player,201409210mia,kan,PoexDo00,fumbles_rec,0,,,,,
player,201409210mia,kan,PoexDo00,fumbles_rec_yds,0,,,,,
player,201409210mia,kan,PoexDo00,fumbles_rec_td,0,,,,,
player,201409210mia,kan,PoexDo00,fumbles_forced,0,,,,,
player,201409210mia,kan,HaliTa20,def_int,0,,,,,
player,201409210mia,kan,HaliTa20,def_int_yds,0,,,,,
player,201409210mia,kan,HaliTa20,def_int_td,0,,,,,
player,201409210mia,kan,HaliTa20,def_int_long,0,,,,,
player,201409210mia,kan,HaliTa20,pass_defended,0,,,,,
player,201409210mia,kan,HaliTa20,sacks,1.0,,,,,
player,201409210mia,kan,HaliTa20,tackles_combined,5,,,,,
player,201409210mia,kan,HaliTa20,tackles_solo,4,,,,,
player,201409210mia,kan,HaliTa20,tackles_assists,1,,,,,
player,201409210mia,kan,HaliTa20,tackles_loss,1,,,,,
player,201409210mia,kan,HaliTa20,qb_hits,0,,,,,
player,201409210mia,kan,HaliTa20,fumbles_rec,0,,,,,
player,201409210mia,kan,HaliTa20,fumbles_rec_yds,0,,,,,
player,201409210mia,kan,HaliTa20,fumbles_rec_td,0,,,,,
player,201409210mia,kan,HaliTa20,fumbles_forced,1,,,,,
player,201409210mia,kan,HousJu00,def_int,0,,,,,
player,201409210mia,kan,HousJu00,def_int_yds,0,,,,,
player,201409210mia,kan,HousJu00,def_int_td,0,,,,,
player,201409210mia,kan,HousJu00,def_int_long,0,,,,,
player,201409210mia,kan,HousJu00,pass_defended,1,,,,,
player,201409210mia,kan,HousJu00,sacks,1.0,,,,,
player,201409210mia,kan,HousJu00,tackles_combined,3,,,,,
player,201409210mia,kan,HousJu00,tackles_solo,3,,,,,
player,201409210mia,kan,HousJu00,tackles_assists,0,,,,,
player,201409210mia,kan,HousJu00,tackles_loss,0,,,,,
player,201409210mia,kan,HousJu00,qb_hits,2,,,,,
player,201409210mia,kan,HousJu00,fumbles_rec,0,,,,,
player,201409210mia,kan,HousJu00,fumbles_rec_yds,0,,,,,
player,201409210mia,kan,HousJu00,fumbles_rec_td,0,,,,,
player,201409210mia,kan,HousJu00,fumbles_forced,0,,,,,
player,201409210mia,kan,OwenCh99,def_int,0,,,,,
player,201409210mia,kan,OwenCh99,def_int_yds,0,,,,,
player,201409210mia,kan,OwenCh99,def_int_td,0,,,,,
player,201409210mia,kan,OwenCh99,def_int_long,0,,,,,
player,201409210mia,kan,OwenCh99,pass_defended,2,,,,,
player,201409210mia,kan,OwenCh99,sacks,0.5,,,,,
player,201409210mia,kan,OwenCh99,tackles_combined,3,,,,,
player,201409210mia,kan,OwenCh99,tackles_solo,2,,,,,
player,201409210mia,kan,OwenCh99,tackles_assists,1,,,,,
player,201409210mia,kan,OwenCh99,tackles_loss,0,,,,,
player,201409210mia,kan,OwenCh99,qb_hits,1,,,,,
player,201409210mia,kan,OwenCh99,fumbles_rec,0,,,,,
player,201409210mia,kan,OwenCh99,fumbles_rec_yds,0,,,,,
player,201409210mia,kan,OwenCh99,fumbles_rec_td,0,,,,,
player,201409210mia,kan,OwenCh99,fumbles_forced,0,,,,,
player,201409210mia,kan,CoopMa00,def_int,0,,,,,
player,201409210mia,kan,CoopMa00,def_int_yds,0,,,,,
player,201409210mia,kan,CoopMa00,def_int_td,0,,,,,
player,201409210mia,kan,CoopMa00,def_int_long,0,,,,,
player,201409210mia,kan,CoopMa00,pass_defended,0,,,,,
player,201409210mia,kan,CoopMa00,sacks,0.0,,,,,
player,201409210mia,kan,CoopMa00,tackles_combined,6,,,,,
player,201409210mia,kan,CoopMa00,tackles_solo,6,,,,,
player,201409210mia,kan,CoopMa00,tackles_assists,0,,,,,
player,201409210mia,kan,CoopMa00,tackles_loss,0,,,,,
player,201409210mia,kan,CoopMa00,qb_hits,0,,,,,
player,201409210mia,kan,CoopMa00,fumbles_rec,0,,,,,
player,201409210mia,kan,CoopMa00,fumbles_rec_yds,0,,,,,
player,201409210mia,kan,CoopMa00,fumbles_rec_td,0,,,,,
player,201409210mia,kan,CoopMa00,fumbles_forced,0,,,,,
player,201409210mia,kan,AbduHu99,def_int,0,,,,,
player,201409210mia,kan,AbduHu99,def_int_yds,0,,,,,
player,201409210mia,kan,AbduHu99,def_int_td,0,,,,,
player,201409210mia,kan,AbduHu99,def_int_long,0,,,,,
player,201409210mia,kan,AbduHu99,pass_defended,1,,,,,
player,201409210mia,kan,AbduHu99,sacks,0.0,,,,,
player,201409210mia,kan,AbduHu99,tackles_combined,5,,,,,
player,201409210mia,kan,AbduHu99,tackles_solo,5,,,,,
player,201409210mia,kan,AbduHu99,tackles_assists,0,,,,,
player,201409210mia,kan,AbduHu99,tackles_loss,0,,,,,
player,201409210mia,kan,AbduHu99,qb_hits,0,,,,,
player,201409210mia,kan,AbduHu99,fumbles_rec,0,,,,,
player,201409210mia,kan,AbduHu99,fumbles_rec_yds,0,,,,,
player,201409210mia,kan,AbduHu99,fumbles_rec_td,0,,,,,
player,201409210mia,kan,AbduHu99,fumbles_forced,0,,,,,
player,201409210mia,kan,MaugJo00,def_int,0,,,,,
player,201409210mia,kan,MaugJo00,def_int_yds,0,,,,,
player,201409210mia,kan,MaugJo00,def_int_td,0,,,,,
player,201409210mia,kan,MaugJo00,def_int_long,0,,,,,
player,201409210mia,kan,MaugJo00,pass_defended,0,,,,,
player,201409210mia,kan,MaugJo00,sacks,0.0,,,,,
player,201409210mia,kan,MaugJo00,tackles_combined,5,,,,,
player,201409210mia,kan,MaugJo00,tackles_solo,5,,,,,
player,201409210mia,kan,MaugJo00,tackles_assists,0,,,,,
player,201409210mia,kan,MaugJo00,tackles_loss,0,,,,,
player,201409210mia,kan,MaugJo00,qb_hits,0,,,,,
player,201409210mia,kan,MaugJo00,fumbles_rec,0,,,,,
player,201409210mia,kan,MaugJo00,fumbles_rec_yds,0,,,,,
player,201409210mia,kan,MaugJo00,fumbles_rec_td,0,,,,,
player,201409210mia,kan,MaugJo00,fumbles_forced,0,,,,,
player,201409210mia,kan,JohnJa04,def_int,0,,,,,
player,201409210mia,kan,JohnJa04,def_int_yds,0,,,,,
player,201409210mia,kan,JohnJa04,def_int_td,0,,,,,
player,201409210mia,kan,JohnJa04,def_int_long,0,,,,,
player,201409210mia,kan,JohnJa04,pass_defended,0,,,,,
player,201409210mia,kan,JohnJa04,sacks,0.0,,,,,
player,201409210mia,kan,JohnJa04,tackles_combined,4,,,,,
player,201409210mia,kan,JohnJa04,tackles_solo,3,,,,,
player,201409210mia,kan,JohnJa04,tackles_assists,1,,,,,
player,201409210mia,kan,JohnJa04,tackles_loss,0,,,,,
player,201409210mia,kan,JohnJa04,qb_hits,0,,,,,
player,201409210mia,kan,JohnJa04,fumbles_rec,0,,,,,
player,201409210mia,kan,JohnJa04,fumbles_rec_yds,0,,,,,
player,201409210mia,kan,JohnJa04,fumbles_rec_td,0,,,,,
player,201409210mia,kan,JohnJa04,fumbles_forced,0,,,,,
player,201409210mia,kan,BailAl00,def_int,0,,,,,
player,201409210mia,kan,BailAl00,def_int_yds,0,,,,,
player,201409210mia,kan,BailAl00,def_int_td,0,,,,,
player,201409210mia,kan,BailAl00,def_int_long,0,,,,,
player,201409210mia,kan,BailAl00,pass_defended,1,,,,,
player,201409210mia,kan,BailAl00,sacks,0.0,,,,,
player,201409210mia,kan,BailAl00,tackles_combined,3,,,,,
player,201409210mia,kan,BailAl00,tackles_solo,1,,,,,
player,201409210mia,kan,BailAl00,tackles_assists,2,,,,,
player,201409210mia,kan,BailAl00,tackles_loss,1,,,,,
player,201409210mia,kan,BailAl00,qb_hits,0,,,,,
player,201409210mia,kan,BailAl00,fumbles_rec,0,,,,,
player,201409210mia,kan,BailAl00,fumbles_rec_yds,0,,,,,
player,201409210mia,kan,BailAl00,fumbles_rec_td,0,,,,,
player,201409210mia,kan,BailAl00,fumbles_forced,0,,,,,
player,201409210mia,kan,ColeKu99,def_int,0,,,,,
player,201409210mia,kan,ColeKu99,def_int_yds,0,,,,,
player,201409210mia,kan,ColeKu99,def_int_td,0,,,,,
player,201409210mia,kan,ColeKu99,def_int_long,0,,,,,
player,201409210mia,kan,ColeKu99,pass_defended,0,,,,,
player,201409210mia,kan,ColeKu99,sacks,0.0,,,,,
player,201409210mia,kan,ColeKu99,tackles_combined,3,,,,,
player,201409210mia,kan,ColeKu99,tackles_solo,3,,,,,
player,201409210mia,kan,ColeKu99,tackles_assists,0,,,,,
player,201409210mia,kan,ColeKu99,tackles_loss,0,,,,,
player,201409210mia,kan,ColeKu99,qb_hits,0,,,,,
player,201409210mia,kan,ColeKu99,fumbles_rec,0,,,,,
player,201409210mia,kan,ColeKu99,fumbles_rec_yds,0,,,,,
player,201409210mia,kan,ColeKu99,fumbles_rec_td,0,,,,,
player,201409210mia,kan,ColeKu99,fumbles_forced,0,,,,,
player,201409210mia,kan,SmitSe99,def_int,0,,,,,
player,201409210mia,kan,SmitSe99,def_int_yds,0,,,,,
player,201409210mia,kan,SmitSe99,def_int_td,0,,,,,
player,201409210mia,kan,SmitSe99,def_int_long,0,,,,,
player,201409210mia,kan,SmitSe99,pass_defended,1,,,,,
player,201409210mia,kan,SmitSe99,sacks,0.0,,,,,
player,201409210mia,kan,SmitSe99,tackles_combined,3,,,,,
player,201409210mia,kan,SmitSe99,tackles_solo,3,,,,,
player,201409210mia,kan,SmitSe99,tackles_assists,0,,,,,
player,201409210mia,kan,SmitSe99,tackles_loss,0,,,,,
player,201409210mia,kan,SmitSe99,qb_hits,0,,,,,
player,201409210mia,kan,SmitSe99,fumbles_rec,0,,,,,
player,201409210mia,kan,SmitSe99,fumbles_rec_yds,0,,,,,
player,201409210mia,kan,SmitSe99,fumbles_rec_td,0,,,,,
player,201409210mia,kan,SmitSe99,fumbles_forced,0,,,,,
player,201409210mia,kan,GainPh00,def_int,0,,,,,
player,201409210mia,kan,GainPh00,def_int_yds,0,,,,,
player,201409210mia,kan,GainPh00,def_int_td,0,,,,,
player,201409210mia,kan,GainPh00,def_int_long,0,,,,,
player,201409210mia,kan,GainPh00,pass_defended,0,,,,,
player,201409210mia,kan,GainPh00,sacks,0.0,,,,,
player,201409210mia,kan,GainPh00,tackles_combined,2,,,,,
player,201409210mia,kan,GainPh00,tackles_solo,2,,,,,
player,201409210mia,kan,GainPh00,tackles_assists,0,,,,,
player,201409210mia,kan,GainPh00,tackles_loss,0,,,,,
player,201409210mia,kan,GainPh00,qb_hits,0,,,,,
player,201409210mia,kan,GainPh00,fumbles_rec,0,,,,,
player,201409210mia,kan,GainPh00,fumbles_rec_yds,0,,,,,
player,201409210mia,kan,GainPh00,fumbles_rec_td,0,,,,,
player,201409210mia,kan,GainPh00,fumbles_forced,0,,,,,
player,201409210mia,kan,McCrKe00,def_int,0,,,,,
player,201409210mia,kan,McCrKe00,def_int_yds,0,,,,,
player,201409210mia,kan,McCrKe00,def_int_td,0,,,,,
player,201409210mia,kan,McCrKe00,def_int_long,0,,,,,
player,201409210mia,kan,McCrKe00,pass_defended,0,,,,,
player,201409210mia,kan,McCrKe00,sacks,0.0,,,,,
player,201409210mia,kan,McCrKe00,tackles_combined,2,,,,,
player,201409210mia,kan,McCrKe00,tackles_solo,2,,,,,
player,201409210mia,kan,McCrKe00,tackles_assists,0,,,,,
player,201409210mia,kan,McCrKe00,tackles_loss,0,,,,,
player,201409210mia,kan,McCrKe00,qb_hits,0,,,,,
player,201409210mia,kan,McCrKe00,fumbles_rec,0,,,,,
player,201409210mia,kan,McCrKe00,fumbles_rec_yds,0,,,,,
player,201409210mia,kan,McCrKe00,fumbles_rec_td,0,,,,,
player,201409210mia,kan,McCrKe00,fumbles_forced,0,,,,,
player,201409210mia,kan,ParkRo01,def_int,0,,,,,
player,201409210mia,kan,ParkRo01,def_int_yds,0,,,,,
player,201409210mia,kan,ParkRo01,def_int_td,0,,,,,
player,201409210mia,kan,ParkRo01,def_int_long,0,,,,,
player,201409210mia,kan,ParkRo01,pass_defended,0,,,,,
player,201409210mia,kan,ParkRo01,sacks,0.0,,,,,
player,201409210mia,kan,ParkRo01,tackles_combined,2,,,,,
player,201409210mia,kan,ParkRo01,tackles_solo,2,,,,,
player,201409210mia,kan,ParkRo01,tackles_assists,0,,,,,
player,201409210mia,kan,ParkRo01,tackles_loss,0,,,,,
player,201409210mia,kan,ParkRo01,qb_hits,0,,,,,
player,201409210mia,kan,ParkRo01,fumbles_rec,0,,,,,
player,201409210mia,kan,ParkRo01,fumbles_rec_yds,0,,,,,
player,201409210mia,kan,ParkRo01,fumbles_rec_td,0,,,,,
player,201409210mia,kan,ParkRo01,fumbles_forced,0,,,,,
player,201409210mia,kan,ZombFr00,def_int,0,,,,,
player,201409210mia,kan,ZombFr00,def_int_yds,0,,,,,
player,201409210mia,kan,ZombFr00,def_int_td,0,,,,,
player,201409210mia,kan,ZombFr00,def_int_long,0,,,,,
player,201409210mia,kan,ZombFr00,pass_defended,0,,,,,
player,201409210mia,kan,ZombFr00,sacks,0.0,,,,,
player,201409210mia,kan,ZombFr00,tackles_combined,2,,,,,
player,201409210mia,kan,ZombFr00,tackles_solo,2,,,,,
player,201409210mia,kan,ZombFr00,tackles_assists,0,,,,,
player,201409210mia,kan,ZombFr00,tackles_loss,0,,,,,
player,201409210mia,kan,ZombFr00,qb_hits,0,,,,,
player,201409210mia,kan,ZombFr00,fumbles_rec,0,,,,,
player,201409210mia,kan,ZombFr00,fumbles_rec_yds,0,,,,,
player,201409210mia,kan,ZombFr00,fumbles_rec_td,0,,,,,
player,201409210mia,kan,ZombFr00,fumbles_forced,0,,,,,
player,201409210mia,kan,FordDe00,def_int,0,,,,,
player,201409210mia,kan,FordDe00,def_int_yds,0,,,,,
player,201409210mia,kan,FordDe00,def_int_td,0,,,,,
player,201409210mia,kan,FordDe00,def_int_long,0,,,,,
player,201409210mia,kan,FordDe00,pass_defended,1,,,,,
player,201409210mia,kan,FordDe00,sacks,0.0,,,,,
player,201409210mia,kan,FordDe00,tackles_combined,1,,,,,
player,201409210mia,kan,FordDe00,tackles_solo,1,,,,,
player,201409210mia,kan,FordDe00,tackles_assists,0,,,,,
player,201409210mia,kan,FordDe00,tackles_loss,0,,,,,
player,201409210mia,kan,FordDe00,qb_hits,0,,,,,
player,201409210mia,kan,FordDe00,fumbles_rec,0,,,,,
player,201409210mia,kan,FordDe00,fumbles_rec_yds,0,,,,,
player,201409210mia,kan,FordDe00,fumbles_rec_td,0,,,,,
player,201409210mia,kan,FordDe00,fumbles_forced,0,,,,,
player,201409210mia,kan,FranJe00,def_int,0,,,,,
player,201409210mia,kan,FranJe00,def_int_yds,0,,,,,
player,201409210mia,kan,FranJe00,def_int_td,0,,,,,
player,201409210mia,kan,FranJe00,def_int_long,0,,,,,
player,201409210mia,kan,FranJe00,pass_defended,0,,,,,
player,201409210mia,kan,FranJe00,sacks,0.0,,,,,
player,201409210mia,kan,FranJe00,tackles_combined,1,,,,,
player,201409210mia,kan,FranJe00,tackles_solo,1,,,,,
player,201409210mia,kan,FranJe00,tackles_assists,0,,,,,
player,201409210mia,kan,FranJe00,tackles_loss,0,,,,,
player,201409210mia,kan,FranJe00,qb_hits,0,,,,,
player,201409210mia,kan,FranJe00,fumbles_rec,0,,,,,
player,201409210mia,kan,FranJe00,fumbles_rec_yds,0,,,,,
player,201409210mia,kan,FranJe00,fumbles_rec_td,0,,,,,
player,201409210mia,kan,FranJe00,fumbles_forced,0,,,,,
player,201409210mia,kan,MartJo02,def_int,0,,,,,
player,201409210mia,kan,MartJo02,def_int_yds,0,,,,,
player,201409210mia,kan,MartJo02,def_int_td,0,,,,,
player,201409210mia,kan,MartJo02,def_int_long,0,,,,,
player,201409210mia,kan,MartJo02,pass_defended,0,,,,,
player,201409210mia,kan,MartJo02,sacks,0.0,,,,,
player,201409210mia,kan,MartJo02,tackles_combined,1,,,,,
player,201409210mia,kan,MartJo02,tackles_solo,1,,,,,
player,201409210mia,kan,MartJo02,tackles_assists,0,,,,,
player,201409210mia,kan,MartJo02,tackles_loss,0,,,,,
player,201409210mia,kan,MartJo02,qb_hits,0,,,,,
player,201409210mia,kan,MartJo02,fumbles_rec,0,,,,,
player,201409210mia,kan,MartJo02,fumbles_rec_yds,0,,,,,
player,201409210mia,kan,MartJo02,fumbles_rec_td,0,,,,,
player,201409210mia,kan,MartJo02,fumbles_forced,0,,,,,
player,201409210mia,kan,McKnJo00,def_int,0,,,,,
player,201409210mia,kan,McKnJo00,def_int_yds,0,,,,,
player,201409210mia,kan,McKnJo00,def_int_td,0,,,,,
player,201409210mia,kan,McKnJo00,def_int_long,0,,,,,
player,201409210mia,kan,McKnJo00,pass_defended,0,,,,,
player,201409210mia,kan,McKnJo00,sacks,0.0,,,,,
player,201409210mia,kan,McKnJo00,tackles_combined,1,,,,,
player,201409210mia,kan,McKnJo00,tackles_solo,1,,,,,
player,201409210mia,kan,McKnJo00,tackles_assists,0,,,,,
player,201409210mia,kan,McKnJo00,tackles_loss,0,,,,,
player,201409210mia,kan,McKnJo00,qb_hits,0,,,,,
player,201409210mia,kan,McKnJo00,fumbles_rec,0,,,,,
player,201409210mia,kan,McKnJo00,fumbles_rec_yds,0,,,,,
player,201409210mia,kan,McKnJo00,fumbles_rec_td,0,,,,,
player,201409210mia,kan,McKnJo00,fumbles_forced,0,,,,,
player,201409210mia,kan,VickKe99,def_int,0,,,,,
player,201409210mia,kan,VickKe99,def_int_yds,0,,,,,
player,201409210mia,kan,VickKe99,def_int_td,0,,,,,
player,201409210mia,kan,VickKe99,def_int_long,0,,,,,
player,201409210mia,kan,VickKe99,pass_defended,0,,,,,
player,201409210mia,kan,VickKe99,sacks,0.0,,,,,
player,201409210mia,kan,VickKe99,tackles_combined,1,,,,,
player,201409210mia,kan,VickKe99,tackles_solo,1,,,,,
player,201409210mia,kan,VickKe99,tackles_assists,0,,,,,
player,201409210mia,kan,VickKe99,tackles_loss,0,,,,,
player,201409210mia,kan,VickKe99,qb_hits,0,,,,,
player,201409210mia,kan,VickKe99,fumbles_rec,0,,,,,
player,201409210mia,kan,VickKe99,fumbles_rec_yds,0,,,,,
player,201409210mia,kan,VickKe99,fumbles_rec_td,0,,,,,
player,201409210mia,kan,VickKe99,fumbles_forced,0,,,,,
player,201409210mia,kan,WalkVa99,def_int,0,,,,,
player,201409210mia,kan,WalkVa99,def_int_yds,0,,,,,
player,201409210mia,kan,WalkVa99,def_int_td,0,,,,,
player,201409210mia,kan,WalkVa99,def_int_long,0,,,,,
player,201409210mia,kan,WalkVa99,pass_defended,0,,,,,
player,201409210mia,kan,WalkVa99,sacks,0.0,,,,,
player,201409210mia,kan,WalkVa99,tackles_combined,1,,,,,
player,201409210mia,kan,WalkVa99,tackles_solo,1,,,,,
player,201409210mia,kan,WalkVa99,tackles_assists,0,,,,,
player,201409210mia,kan,WalkVa99,tackles_loss,0,,,,,
player,201409210mia,kan,WalkVa99,qb_hits,0,,,,,
player,201409210mia,kan,WalkVa99,fumbles_rec,0,,,,,
player,201409210mia,kan,WalkVa99,fumbles_rec_yds,0,,,,,
player,201409210mia,kan,WalkVa99,fumbles_rec_td,0,,,,,
player,201409210mia,kan,WalkVa99,fumbles_forced,0,,,,,
player,201409210mia,kan,HowaJa00,def_int,0,,,,,
player,201409210mia,kan,HowaJa00,def_int_yds,0,,,,,
player,201409210mia,kan,HowaJa00,def_int_td,0,,,,,
player,201409210mia,kan,HowaJa00,def_int_long,0,,,,,
player,201409210mia,kan,HowaJa00,pass_defended,0,,,,,
player,201409210mia,kan,HowaJa00,sacks,0.0,,,,,
player,201409210mia,kan,HowaJa00,tackles_combined,0,,,,,
player,201409210mia,kan,HowaJa00,tackles_solo,0,,,,,
player,201409210mia,kan,HowaJa00,tackles_assists,0,,,,,
player,201409210mia,kan,HowaJa00,tackles_loss,0,,,,,
player,201409210mia,kan,HowaJa00,qb_hits,1,,,,,
player,201409210mia,kan,HowaJa00,fumbles_rec,0,,,,,
player,201409210mia,kan,HowaJa00,fumbles_rec_yds,0,,,,,
player,201409210mia,kan,HowaJa00,fumbles_rec_td,0,,,,,
player,201409210mia,kan,HowaJa00,fumbles_forced,0,,,,,
player,201409210mia,mia,JenkJe00,def_int,0,,,,,
player,201409210mia,mia,JenkJe00,def_int_yds,0,,,,,
player,201409210mia,mia,JenkJe00,def_int_td,0,,,,,
player,201409210mia,mia,JenkJe00,def_int_long,0,,,,,
player,201409210mia,mia,JenkJe00,pass_defended,0,,,,,
player,201409210mia,mia,JenkJe00,sacks,1.5,,,,,
player,201409210mia,mia,JenkJe00,tackles_combined,15,,,,,
player,201409210mia,mia,JenkJe00,tackles_solo,11,,,,,
player,201409210mia,mia,JenkJe00,tackles_assists,4,,,,,
player,201409210mia,mia,JenkJe00,tackles_loss,1,,,,,
player,201409210mia,mia,JenkJe00,qb_hits,2,,,,,
player,201409210mia,mia,JenkJe00,fumbles_rec,0,,,,,
player,201409210mia,mia,JenkJe00,fumbles_rec_yds,0,,,,,
player,201409210mia,mia,JenkJe00,fumbles_rec_td,0,,,,,
player,201409210mia,mia,JenkJe00,fumbles_forced,1,,,,,
player,201409210mia,mia,StarRa20,def_int,0,,,,,
player,201409210mia,mia,StarRa20,def_int_yds,0,,,,,
player,201409210mia,mia,StarRa20,def_int_td,0,,,,,
player,201409210mia,mia,StarRa20,def_int_long,0,,,,,
player,201409210mia,mia,StarRa20,pass_defended,0,,,,,
player,201409210mia,mia,StarRa20,sacks,1.5,,,,,
player,201409210mia,mia,StarRa20,tackles_combined,2,,,,,
player,201409210mia,mia,StarRa20,tackles_solo,1,,,,,
player,201409210mia,mia,StarRa20,tackles_assists,1,,,,,
player,201409210mia,mia,StarRa20,tackles_loss,1,,,,,
player,201409210mia,mia,StarRa20,qb_hits,2,,,,,
player,201409210mia,mia,StarRa20,fumbles_rec,0,,,,,
player,201409210mia,mia,StarRa20,fumbles_rec_yds,0,,,,,
player,201409210mia,mia,StarRa20,fumbles_rec_td,0,,,,,
player,201409210mia,mia,StarRa20,fumbles_forced,0,,,,,
player,201409210mia,mia,VernOl00,def_int,0,,,,,
player,201409210mia,mia,VernOl00,def_int_yds,0,,,,,
player,201409210mia,mia,VernOl00,def_int_td,0,,,,,
player,201409210mia,mia,VernOl00,def_int_long,0,,,,,
player,201409210mia,mia,VernOl00,pass_defended,0,,,,,
player,201409210mia,mia,VernOl00,sacks,1.0,,,,,
player,201409210mia,mia,VernOl00,tackles_combined,3,,,,,
player,201409210mia,mia,VernOl00,tackles_solo,2,,,,,
player,201409210mia,mia,VernOl00,tackles_assists,1,,,,,
player,201409210mia,mia,VernOl00,tackles_loss,1,,,,,
player,201409210mia,mia,VernOl00,qb_hits,1,,,,,
player,201409210mia,mia,VernOl00,fumbles_rec,0,,,,,
player,201409210mia,mia,VernOl00,fumbles_rec_yds,0,,,,,
player,201409210mia,mia,VernOl00,fumbles_rec_td,0,,,,,
player,201409210mia,mia,VernOl00,fumbles_forced,0,,,,,
player,201409210mia,mia,OdriJa99,def_int,0,,,,,
player,201409210mia,mia,OdriJa99,def_int_yds,0,,,,,
player,201409210mia,mia,OdriJa99,def_int_td,0,,,,,
player,201409210mia,mia,OdriJa99,def_int_long,0,,,,,
player,201409210mia,mia,OdriJa99,pass_defended,0,,,,,
player,201409210mia,mia,OdriJa99,sacks,1.0,,,,,
player,201409210mia,mia,OdriJa99,tackles_combined,1,,,,,
player,201409210mia,mia,OdriJa99,tackles_solo,1,,,,,
player,201409210mia,mia,OdriJa99,tackles_assists,0,,,,,
player,201409210mia,mia,OdriJa99,tackles_loss,0,,,,,
player,201409210mia,mia,OdriJa99,qb_hits,1,,,,,
player,201409210mia,mia,OdriJa99,fumbles_rec,0,,,,,
player,201409210mia,mia,OdriJa99,fumbles_rec_yds,0,,,,,
player,201409210mia,mia,OdriJa99,fumbles_rec_td,0,,,,,
player,201409210mia,mia,OdriJa99,fumbles_forced,1,,,,,
player,201409210mia,mia,TrusJa99,def_int,0,,,,,
player,201409210mia,mia,TrusJa99,def_int_yds,0,,,,,
player,201409210mia,mia,TrusJa99,def_int_td,0,,,,,
player,201409210mia,mia,TrusJa99,def_int_long,0,,,,,
player,201409210mia,mia,TrusJa99,pass_defended,0,,,,,
player,201409210mia,mia,TrusJa99,sacks,0.0,,,,,
player,201409210mia,mia,TrusJa99,tackles_combined,9,,,,,
player,201409210mia,mia,TrusJa99,tackles_solo,7,,,,,
player,201409210mia,mia,TrusJa99,tackles_assists,2,,,,,
player,201409210mia,mia,TrusJa99,tackles_loss,0,,,,,
player,201409210mia,mia,TrusJa99,qb_hits,0,,,,,
player,201409210mia,mia,TrusJa99,fumbles_rec,1,,,,,
player,201409210mia,mia,TrusJa99,fumbles_rec_yds,0,,,,,
player,201409210mia,mia,TrusJa99,fumbles_rec_td,0,,,,,
player,201409210mia,mia,TrusJa99,fumbles_forced,0,,,,,
player,201409210mia,mia,WilsJi00,def_int,0,,,,,
player,201409210mia,mia,WilsJi00,def_int_yds,0,,,,,
player,201409210mia,mia,WilsJi00,def_int_td,0,,,,,
player,201409210mia,mia,WilsJi00,def_int_long,0,,,,,
player,201409210mia,mia,WilsJi00,pass_defended,0,,,,,
player,201409210mia,mia,WilsJi00,sacks,0.0,,,,,
player,201409210mia,mia,WilsJi00,tackles_combined,7,,,,,
player,201409210mia,mia,WilsJi00,tackles_solo,6,,,,,
player,201409210mia,mia,WilsJi00,tackles_assists,1,,,,,
player,201409210mia,mia,WilsJi00,tackles_loss,0,,,,,
player,201409210mia,mia,WilsJi00,qb_hits,0,,,,,
player,201409210mia,mia,WilsJi00,fumbles_rec,0,,,,,
player,201409210mia,mia,WilsJi00,fumbles_rec_yds,0,,,,,
player,201409210mia,mia,WilsJi00,fumbles_rec_td,0,,,,,
player,201409210mia,mia,WilsJi00,fumbles_forced,0,,,,,
player,201409210mia,mia,GrimBr20,def_int,0,,,,,
player,201409210mia,mia,GrimBr20,def_int_yds,0,,,,,
player,201409210mia,mia,GrimBr20,def_int_td,0,,,,,
player,201409210mia,mia,GrimBr20,def_int_long,0,,,,,
player,201409210mia,mia,GrimBr20,pass_defended,0,,,,,
player,201409210mia,mia,GrimBr20,sacks,0.0,,,,,
player,201409210mia,mia,GrimBr20,tackles_combined,6,,,,,
player,201409210mia,mia,GrimBr20,tackles_solo,6,,,,,
player,201409210mia,mia,GrimBr20,tackles_assists,0,,,,,
player,201409210mia,mia,GrimBr20,tackles_loss,0,,,,,
player,201409210mia,mia,GrimBr20,qb_hits,0,,,,,
player,201409210mia,mia,GrimBr20,fumbles_rec,0,,,,,
player,201409210mia,mia,GrimBr20,fumbles_rec_yds,0,,,,,
player,201409210mia,mia,GrimBr20,fumbles_rec_td,0,,,,,
player,201409210mia,mia,GrimBr20,fumbles_forced,1,,,,,
