game,2014,17,20141228,201412280gnb,det,"Detroit Lions",20,gnb,"Green Bay Packers",30
team,201412280gnb,det,First Downs,23,,,,,,
team,201412280gnb,gnb,First Downs,24,,,,,,
team,201412280gnb,det,Rush-Yds-TDs,23-111-0,,,,,,
team,201412280gnb,gnb,Rush-Yds-TDs,38-152-1,,,,,,
team,201412280gnb,det,Cmp-Att-Yd-TD-INT,20-41-217-3-0,,,,,,
team,201412280gnb,gnb,Cmp-Att-Yd-TD-INT,18-23-232-2-0,,,,,,
team,201412280gnb,det,Sacked-Yards,2-15,,,,,,
team,201412280gnb,gnb,Sacked-Yards,1-7,,,,,,
team,201412280gnb,det,Net Pass Yards,202,,,,,,
team,201412280gnb,gnb,Net Pass Yards,225,,,,,,
team,201412280gnb,det,Total Yards,313,,,,,,
team,201412280gnb,gnb,Total Yards,377,,,,,,
team,201412280gnb,det,Fumbles-Lost,2-1,,,,,,
team,201412280gnb,gnb,Fumbles-Lost,2-2,,,,,,
team,201412280gnb,det,Turnovers,1,,,,,,
team,201412280gnb,gnb,Turnovers,2,,,,,,
team,201412280gnb,det,Penalties-Yards,10-53,,,,,,
team,201412280gnb,gnb,Penalties-Yards,5-40,,,,,,
team,201412280gnb,det,Third Down Conv.,4-11,,,,,,
team,201412280gnb,gnb,Third Down Conv.,8-13,,,,,,
team,201412280gnb,det,Fourth Down Conv.,1-3,,,,,,
team,201412280gnb,gnb,Fourth Down Conv.,0-1,,,,,,
team,201412280gnb,det,Time of Possession,25:42,,,,,,
team,201412280gnb,gnb,Time of Possession,34:18,,,,,,
player,201412280gnb,det,StafMa00,pass_cmp,20,,,,,
player,201412280gnb,det,StafMa00,pass_att,41,,,,,
player,201412280gnb,det,StafMa00,pass_yds,217,,,,,
player,201412280gnb,det,StafMa00,pass_td,3,,,,,
player,201412280gnb,det,StafMa00,pass_int,0,,,,,
player,201412280gnb,det,StafMa00,pass_sacked,2,,,,,
player,201412280gnb,det,StafMa00,pass_sacked_yds,15,,,,,
player,201412280gnb,det,StafMa00,pass_long,22,,,,,
player,201412280gnb,det,StafMa00,pass_rating,89.2,,,,,
player,201412280gnb,det,StafMa00,rush_att,4,,,,,
player,201412280gnb,det,StafMa00,rush_yds,29,,,,,
player,201412280gnb,det,StafMa00,rush_td,0,,,,,
player,201412280gnb,det,StafMa00,rush_long,18,,,,,
player,201412280gnb,det,StafMa00,targets,0,,,,,
player,201412280gnb,det,StafMa00,rec,0,,,,,
player,201412280gnb,det,StafMa00,rec_yds,0,,,,,
player,201412280gnb,det,StafMa00,rec_td,0,,,,,
player,201412280gnb,det,StafMa00,rec_long,0,,,,,
player,201412280gnb,det,StafMa00,fumbles,1,,,,,
player,201412280gnb,det,StafMa00,fumbles_lost,1,,,,,
