game,2014,7,20141019,201410190rav,atl,"Atlanta Falcons",7,rav,"Baltimore Ravens",29
player,201410190rav,rav,JuszKy00,rec_yds,4,,,,,
player,201410190rav,rav,JuszKy00,rec_td,0,,,,,
player,201410190rav,rav,JuszKy00,rec_long,4,,,,,
player,201410190rav,rav,JuszKy00,fumbles,0,,,,,
player,201410190rav,rav,JuszKy00,fumbles_lost,0,,,,,
player,201410190rav,atl,AlfoRo00,def_int,2,,,,,
player,201410190rav,atl,AlfoRo00,def_int_yds,21,,,,,
player,201410190rav,atl,AlfoRo00,def_int_td,0,,,,,
player,201410190rav,atl,AlfoRo00,def_int_long,21,,,,,
player,201410190rav,atl,AlfoRo00,pass_defended,2,,,,,
player,201410190rav,atl,AlfoRo00,sacks,0.0,,,,,
player,201410190rav,atl,AlfoRo00,tackles_combined,2,,,,,
player,201410190rav,atl,AlfoRo00,tackles_solo,2,,,,,
player,201410190rav,atl,AlfoRo00,tackles_assists,0,,,,,
player,201410190rav,atl,AlfoRo00,tackles_loss,0,,,,,
player,201410190rav,atl,AlfoRo00,qb_hits,0,,,,,
player,201410190rav,atl,AlfoRo00,fumbles_rec,0,,,,,
player,201410190rav,atl,AlfoRo00,fumbles_rec_yds,0,,,,,
player,201410190rav,atl,AlfoRo00,fumbles_rec_td,0,,,,,
player,201410190rav,atl,AlfoRo00,fumbles_forced,0,,,,,
player,201410190rav,atl,WorrPa00,def_int,0,,,,,
player,201410190rav,atl,WorrPa00,def_int_yds,0,,,,,
player,201410190rav,atl,WorrPa00,def_int_td,0,,,,,
player,201410190rav,atl,WorrPa00,def_int_long,0,,,,,
player,201410190rav,atl,WorrPa00,pass_defended,0,,,,,
player,201410190rav,atl,WorrPa00,sacks,1.0,,,,,
player,201410190rav,atl,WorrPa00,tackles_combined,10,,,,,
player,201410190rav,atl,WorrPa00,tackles_solo,3,,,,,
player,201410190rav,atl,WorrPa00,tackles_assists,7,,,,,
player,201410190rav,atl,WorrPa00,tackles_loss,1,,,,,
player,201410190rav,atl,WorrPa00,qb_hits,1,,,,,
player,201410190rav,atl,WorrPa00,fumbles_rec,0,,,,,
player,201410190rav,atl,WorrPa00,fumbles_rec_yds,0,,,,,
player,201410190rav,atl,WorrPa00,fumbles_rec_td,0,,,,,
player,201410190rav,atl,WorrPa00,fumbles_forced,0,,,,,
player,201410190rav,atl,BartJo01,def_int,0,,,,,
player,201410190rav,atl,BartJo01,def_int_yds,0,,,,,
player,201410190rav,atl,BartJo01,def_int_td,0,,,,,
player,201410190rav,atl,BartJo01,def_int_long,0,,,,,
player,201410190rav,atl,BartJo01,pass_defended,0,,,,,
player,201410190rav,atl,BartJo01,sacks,0.0,,,,,
player,201410190rav,atl,BartJo01,tackles_combined,15,,,,,
player,201410190rav,atl,BartJo01,tackles_solo,6,,,,,
player,201410190rav,atl,BartJo01,tackles_assists,9,,,,,
player,201410190rav,atl,BartJo01,tackles_loss,0,,,,,
player,201410190rav,atl,BartJo01,qb_hits,0,,,,,
player,201410190rav,atl,BartJo01,fumbles_rec,0,,,,,
player,201410190rav,atl,BartJo01,fumbles_rec_yds,0,,,,,
player,201410190rav,atl,BartJo01,fumbles_rec_td,0,,,,,
player,201410190rav,atl,BartJo01,fumbles_forced,0,,,,,
player,201410190rav,atl,LoweDw99,def_int,0,,,,,
player,201410190rav,atl,LoweDw99,def_int_yds,0,,,,,
player,201410190rav,atl,LoweDw99,def_int_td,0,,,,,
player,201410190rav,atl,LoweDw99,def_int_long,0,,,,,
player,201410190rav,atl,LoweDw99,pass_defended,0,,,,,
player,201410190rav,atl,LoweDw99,sacks,0.0,,,,,
player,201410190rav,atl,LoweDw99,tackles_combined,7,,,,,
player,201410190rav,atl,LoweDw99,tackles_solo,3,,,,,
player,201410190rav,atl,LoweDw99,tackles_assists,4,,,,,
player,201410190rav,atl,LoweDw99,tackles_loss,0,,,,,
player,201410190rav,atl,LoweDw99,qb_hits,0,,,,,
player,201410190rav,atl,LoweDw99,fumbles_rec,0,,,,,
player,201410190rav,atl,LoweDw99,fumbles_rec_yds,0,,,,,
player,201410190rav,atl,LoweDw99,fumbles_rec_td,0,,,,,
player,201410190rav,atl,LoweDw99,fumbles_forced,0,,,,,
player,201410190rav,atl,IshmKe00,def_int,0,,,,,
player,201410190rav,atl,IshmKe00,def_int_yds,0,,,,,
player,201410190rav,atl,IshmKe00,def_int_td,0,,,,,
player,201410190rav,atl,IshmKe00,def_int_long,0,,,,,
player,201410190rav,atl,IshmKe00,pass_defended,0,,,,,
player,201410190rav,atl,IshmKe00,sacks,0.0,,,,,
player,201410190rav,atl,IshmKe00,tackles_combined,6,,,,,
player,201410190rav,atl,IshmKe00,tackles_solo,3,,,,,
player,201410190rav,atl,IshmKe00,tackles_assists,3,,,,,
player,201410190rav,atl,IshmKe00,tackles_loss,0,,,,,
player,201410190rav,atl,IshmKe00,qb_hits,0,,,,,
player,201410190rav,atl,IshmKe00,fumbles_rec,0,,,,,
player,201410190rav,atl,IshmKe00,fumbles_rec_yds,0,,,,,
player,201410190rav,atl,IshmKe00,fumbles_rec_td,0,,,,,
player,201410190rav,atl,IshmKe00,fumbles_forced,0,,,,,
player,201410190rav,atl,MassJo00,def_int,0,,,,,
player,201410190rav,atl,MassJo00,def_int_yds,0,,,,,
player,201410190rav,atl,MassJo00,def_int_td,0,,,,,
player,201410190rav,atl,MassJo00,def_int_long,0,,,,,
player,201410190rav,atl,MassJo00,pass_defended,0,,,,,
player,201410190rav,atl,MassJo00,sacks,0.0,,,,,
player,201410190rav,atl,MassJo00,tackles_combined,6,,,,,
player,201410190rav,atl,MassJo00,tackles_solo,4,,,,,
player,201410190rav,atl,MassJo00,tackles_assists,2,,,,,
player,201410190rav,atl,MassJo00,tackles_loss,1,,,,,
player,201410190rav,atl,MassJo00,qb_hits,2,,,,,
player,201410190rav,atl,MassJo00,fumbles_rec,0,,,,,
player,201410190rav,atl,MassJo00,fumbles_rec_yds,0,,,,,
player,201410190rav,atl,MassJo00,fumbles_rec_td,0,,,,,
player,201410190rav,atl,MassJo00,fumbles_forced,0,,,,,
player,201410190rav,atl,TrufDe00,def_int,0,,,,,
player,201410190rav,atl,TrufDe00,def_int_yds,0,,,,,
player,201410190rav,atl,TrufDe00,def_int_td,0,,,,,
player,201410190rav,atl,TrufDe00,def_int_long,0,,,,,
player,201410190rav,atl,TrufDe00,pass_defended,1,,,,,
player,201410190rav,atl,TrufDe00,sacks,0.0,,,,,
player,201410190rav,atl,TrufDe00,tackles_combined,6,,,,,
player,201410190rav,atl,TrufDe00,tackles_solo,3,,,,,
player,201410190rav,atl,TrufDe00,tackles_assists,3,,,,,
player,201410190rav,atl,TrufDe00,tackles_loss,0,,,,,
player,201410190rav,atl,TrufDe00,qb_hits,0,,,,,
player,201410190rav,atl,TrufDe00,fumbles_rec,0,,,,,
player,201410190rav,atl,TrufDe00,fumbles_rec_yds,0,,,,,
player,201410190rav,atl,TrufDe00,fumbles_rec_td,0,,,,,
player,201410190rav,atl,TrufDe00,fumbles_forced,0,,,,,
player,201410190rav,atl,BierKr99,def_int,0,,,,,
player,201410190rav,atl,BierKr99,def_int_yds,0,,,,,
player,201410190rav,atl,BierKr99,def_int_td,0,,,,,
player,201410190rav,atl,BierKr99,def_int_long,0,,,,,
player,201410190rav,atl,BierKr99,pass_defended,0,,,,,
player,201410190rav,atl,BierKr99,sacks,0.0,,,,,
player,201410190rav,atl,BierKr99,tackles_combined,5,,,,,
player,201410190rav,atl,BierKr99,tackles_solo,1,,,,,
player,201410190rav,atl,BierKr99,tackles_assists,4,,,,,
player,201410190rav,atl,BierKr99,tackles_loss,0,,,,,
player,201410190rav,atl,BierKr99,qb_hits,1,,,,,
player,201410190rav,atl,BierKr99,fumbles_rec,0,,,,,
player,201410190rav,atl,BierKr99,fumbles_rec_yds,0,,,,,
player,201410190rav,atl,BierKr99,fumbles_rec_td,0,,,,,
player,201410190rav,atl,BierKr99,fumbles_forced,0,,,,,
player,201410190rav,atl,PeteCo00,def_int,0,,,,,
player,201410190rav,atl,PeteCo00,def_int_yds,0,,,,,
player,201410190rav,atl,PeteCo00,def_int_td,0,,,,,
player,201410190rav,atl,PeteCo00,def_int_long,0,,,,,
player,201410190rav,atl,PeteCo00,pass_defended,0,,,,,
player,201410190rav,atl,PeteCo00,sacks,0.0,,,,,
player,201410190rav,atl,PeteCo00,tackles_combined,3,,,,,
player,201410190rav,atl,PeteCo00,tackles_solo,0,,,,,
player,201410190rav,atl,PeteCo00,tackles_assists,3,,,,,
player,201410190rav,atl,PeteCo00,tackles_loss,0,,,,,
player,201410190rav,atl,PeteCo00,qb_hits,0,,,,,
player,201410190rav,atl,PeteCo00,fumbles_rec,0,,,,,
player,201410190rav,atl,PeteCo00,fumbles_rec_yds,0,,,,,
player,201410190rav,atl,PeteCo00,fumbles_rec_td,0,,,,,
player,201410190rav,atl,PeteCo00,fumbles_forced,0,,,,,
player,201410190rav,atl,BabiJo20,def_int,0,,,,,
player,201410190rav,atl,BabiJo20,def_int_yds,0,,,,,
player,201410190rav,atl,BabiJo20,def_int_td,0,,,,,
player,201410190rav,atl,BabiJo20,def_int_long,0,,,,,
player,201410190rav,atl,BabiJo20,pass_defended,0,,,,,
player,201410190rav,atl,BabiJo20,sacks,0.0,,,,,
player,201410190rav,atl,BabiJo20,tackles_combined,2,,,,,
player,201410190rav,atl,BabiJo20,tackles_solo,1,,,,,
player,201410190rav,atl,BabiJo20,tackles_assists,1,,,,,
player,201410190rav,atl,BabiJo20,tackles_loss,1,,,,,
player,201410190rav,atl,BabiJo20,qb_hits,0,,,,,
player,201410190rav,atl,BabiJo20,fumbles_rec,0,,,,,
player,201410190rav,atl,BabiJo20,fumbles_rec_yds,0,,,,,
player,201410190rav,atl,BabiJo20,fumbles_rec_td,0,,,,,
player,201410190rav,atl,BabiJo20,fumbles_forced,0,,,,,
player,201410190rav,atl,JackTy98,def_int,0,,,,,
player,201410190rav,atl,JackTy98,def_int_yds,0,,,,,
player,201410190rav,atl,JackTy98,def_int_td,0,,,,,
player,201410190rav,atl,JackTy98,def_int_long,0,,,,,
player,201410190rav,atl,JackTy98,pass_defended,0,,,,,
player,201410190rav,atl,JackTy98,sacks,0.0,,,,,
player,201410190rav,atl,JackTy98,tackles_combined,2,,,,,
player,201410190rav,atl,JackTy98,tackles_solo,1,,,,,
player,201410190rav,atl,JackTy98,tackles_assists,1,,,,,
player,201410190rav,atl,JackTy98,tackles_loss,0,,,,,
player,201410190rav,atl,JackTy98,qb_hits,0,,,,,
player,201410190rav,atl,JackTy98,fumbles_rec,0,,,,,
player,201410190rav,atl,JackTy98,fumbles_rec_yds,0,,,,,
player,201410190rav,atl,JackTy98,fumbles_rec_td,0,,,,,
player,201410190rav,atl,JackTy98,fumbles_forced,0,,,,,
player,201410190rav,atl,SoutDe00,def_int,0,,,,,
player,201410190rav,atl,SoutDe00,def_int_yds,0,,,,,
player,201410190rav,atl,SoutDe00,def_int_td,0,,,,,
player,201410190rav,atl,SoutDe00,def_int_long,0,,,,,
player,201410190rav,atl,SoutDe00,pass_defended,0,,,,,
player,201410190rav,atl,SoutDe00,sacks,0.0,,,,,
player,201410190rav,atl,SoutDe00,tackles_combined,2,,,,,
player,201410190rav,atl,SoutDe00,tackles_solo,2,,,,,
player,201410190rav,atl,SoutDe00,tackles_assists,0,,,,,
player,201410190rav,atl,SoutDe00,tackles_loss,0,,,,,
player,201410190rav,atl,SoutDe00,qb_hits,0,,,,,
player,201410190rav,atl,SoutDe00,fumbles_rec,0,,,,,
player,201410190rav,atl,SoutDe00,fumbles_rec_yds,0,,,,,
player,201410190rav,atl,SoutDe00,fumbles_rec_td,0,,,,,
player,201410190rav,atl,SoutDe00,fumbles_forced,0,,,,,
player,201410190rav,atl,WilsJo99,def_int,0,,,,,
player,201410190rav,atl,WilsJo99,def_int_yds,0,,,,,
player,201410190rav,atl,WilsJo99,def_int_td,0,,,,,
player,201410190rav,atl,WilsJo99,def_int_long,0,,,,,
player,201410190rav,atl,WilsJo99,pass_defended,0,,,,,
player,201410190rav,atl,WilsJo99,sacks,0.0,,,,,
player,201410190rav,atl,WilsJo99,tackles_combined,2,,,,,
player,201410190rav,atl,WilsJo99,tackles_solo,2,,,,,
player,201410190rav,atl,WilsJo99,tackles_assists,0,,,,,
player,201410190rav,atl,WilsJo99,tackles_loss,0,,,,,
player,201410190rav,atl,WilsJo99,qb_hits,0,,,,,
player,201410190rav,atl,WilsJo99,fumbles_rec,0,,,,,
player,201410190rav,atl,WilsJo99,fumbles_rec_yds,0,,,,,
player,201410190rav,atl,WilsJo99,fumbles_rec_td,0,,,,,
player,201410190rav,atl,WilsJo99,fumbles_forced,0,,,,,
player,201410190rav,atl,BoshMa00,def_int,0,,,,,
player,201410190rav,atl,BoshMa00,def_int_yds,0,,,,,
player,201410190rav,atl,BoshMa00,def_int_td,0,,,,,
player,201410190rav,atl,BoshMa00,def_int_long,0,,,,,
player,201410190rav,atl,BoshMa00,pass_defended,0,,,,,
player,201410190rav,atl,BoshMa00,sacks,0.0,,,,,
player,201410190rav,atl,BoshMa00,tackles_combined,1,,,,,
player,201410190rav,atl,BoshMa00,tackles_solo,1,,,,,
player,201410190rav,atl,BoshMa00,tackles_assists,0,,,,,
player,201410190rav,atl,BoshMa00,tackles_loss,0,,,,,
player,201410190rav,atl,BoshMa00,qb_hits,0,,,,,
player,201410190rav,atl,BoshMa00,fumbles_rec,0,,,,,
player,201410190rav,atl,BoshMa00,fumbles_rec_yds,0,,,,,
player,201410190rav,atl,BoshMa00,fumbles_rec_td,0,,,,,
player,201410190rav,atl,BoshMa00,fumbles_forced,0,,,,,
player,201410190rav,atl,GoodMa01,def_int,0,,,,,
player,201410190rav,atl,GoodMa01,def_int_yds,0,,,,,
player,201410190rav,atl,GoodMa01,def_int_td,0,,,,,
player,201410190rav,atl,GoodMa01,def_int_long,0,,,,,
player,201410190rav,atl,GoodMa01,pass_defended,0,,,,,
player,201410190rav,atl,GoodMa01,sacks,0.0,,,,,
player,201410190rav,atl,GoodMa01,tackles_combined,1,,,,,
player,201410190rav,atl,GoodMa01,tackles_solo,0,,,,,
player,201410190rav,atl,GoodMa01,tackles_assists,1,,,,,
player,201410190rav,atl,GoodMa01,tackles_loss,0,,,,,
player,201410190rav,atl,GoodMa01,qb_hits,0,,,,,
player,201410190rav,atl,GoodMa01,fumbles_rec,0,,,,,
player,201410190rav,atl,GoodMa01,fumbles_rec_yds,0,,,,,
player,201410190rav,atl,GoodMa01,fumbles_rec_td,0,,,,,
player,201410190rav,atl,GoodMa01,fumbles_forced,0,,,,,
player,201410190rav,atl,HarrJo02,def_int,0,,,,,
player,201410190rav,atl,HarrJo02,def_int_yds,0,,,,,
player,201410190rav,atl,HarrJo02,def_int_td,0,,,,,
player,201410190rav,atl,HarrJo02,def_int_long,0,,,,,
player,201410190rav,atl,HarrJo02,pass_defended,0,,,,,
player,201410190rav,atl,HarrJo02,sacks,0.0,,,,,
player,201410190rav,atl,HarrJo02,tackles_combined,1,,,,,
player,201410190rav,atl,HarrJo02,tackles_solo,1,,,,,
player,201410190rav,atl,HarrJo02,tackles_assists,0,,,,,
player,201410190rav,atl,HarrJo02,tackles_loss,0,,,,,
player,201410190rav,atl,HarrJo02,qb_hits,0,,,,,
player,201410190rav,atl,HarrJo02,fumbles_rec,0,,,,,
player,201410190rav,atl,HarrJo02,fumbles_rec_yds,0,,,,,
player,201410190rav,atl,HarrJo02,fumbles_rec_td,0,,,,,
player,201410190rav,atl,HarrJo02,fumbles_forced,0,,,,,
player,201410190rav,atl,RodgJa00,def_int,0,,,,,
player,201410190rav,atl,RodgJa00,def_int_yds,0,,,,,
player,201410190rav,atl,RodgJa00,def_int_td,0,,,,,
player,201410190rav,atl,RodgJa00,def_int_long,0,,,,,
player,201410190rav,atl,RodgJa00,pass_defended,0,,,,,
player,201410190rav,atl,RodgJa00,sacks,0.0,,,,,
player,201410190rav,atl,RodgJa00,tackles_combined,1,,,,,
player,201410190rav,atl,RodgJa00,tackles_solo,1,,,,,
player,201410190rav,atl,RodgJa00,tackles_assists,0,,,,,
player,201410190rav,atl,RodgJa00,tackles_loss,0,,,,,
player,201410190rav,atl,RodgJa00,qb_hits,0,,,,,
player,201410190rav,atl,RodgJa00,fumbles_rec,0,,,,,
player,201410190rav,atl,RodgJa00,fumbles_rec_yds,0,,,,,
player,201410190rav,atl,RodgJa00,fumbles_rec_td,0,,,,,
player,201410190rav,atl,RodgJa00,fumbles_forced,0,,,,,
player,201410190rav,atl,SoliPa99,def_int,0,,,,,
player,201410190rav,atl,SoliPa99,def_int_yds,0,,,,,
player,201410190rav,atl,SoliPa99,def_int_td,0,,,,,
player,201410190rav,atl,SoliPa99,def_int_long,0,,,,,
player,201410190rav,atl,SoliPa99,pass_defended,0,,,,,
player,201410190rav,atl,SoliPa99,sacks,0.0,,,,,
player,201410190rav,atl,SoliPa99,tackles_combined,1,,,,,
player,201410190rav,atl,SoliPa99,tackles_solo,1,,,,,
player,201410190rav,atl,SoliPa99,tackles_assists,0,,,,,
player,201410190rav,atl,SoliPa99,tackles_loss,0,,,,,
player,201410190rav,atl,SoliPa99,qb_hits,0,,,,,
player,201410190rav,atl,SoliPa99,fumbles_rec,0,,,,,
player,201410190rav,atl,SoliPa99,fumbles_rec_yds,0,,,,,
player,201410190rav,atl,SoliPa99,fumbles_rec_td,0,,,,,
player,201410190rav,atl,SoliPa99,fumbles_forced,0,,,,,
player,201410190rav,atl,WeemEr00,def_int,0,,,,,
player,201410190rav,atl,WeemEr00,def_int_yds,0,,,,,
player,201410190rav,atl,WeemEr00,def_int_td,0,,,,,
player,201410190rav,atl,WeemEr00,def_int_long,0,,,,,
player,201410190rav,atl,WeemEr00,pass_defended,0,,,,,
player,201410190rav,atl,WeemEr00,sacks,0.0,,,,,
player,201410190rav,atl,WeemEr00,tackles_combined,1,,,,,
player,201410190rav,atl,WeemEr00,tackles_solo,1,,,,,
player,201410190rav,atl,WeemEr00,tackles_assists,0,,,,,
player,201410190rav,atl,WeemEr00,tackles_loss,0,,,,,
player,201410190rav,atl,WeemEr00,qb_hits,0,,,,,
player,201410190rav,atl,WeemEr00,fumbles_rec,1,,,,,
player,201410190rav,atl,WeemEr00,fumbles_rec_yds,0,,,,,
player,201410190rav,atl,WeemEr00,fumbles_rec_td,0,,,,,
player,201410190rav,atl,WeemEr00,fumbles_forced,0,,,,,
player,201410190rav,atl,HageRa00,def_int,,,,,,
player,201410190rav,atl,HageRa00,def_int_yds,,,,,,
player,201410190rav,atl,HageRa00,def_int_td,,,,,,
player,201410190rav,atl,HageRa00,def_int_long,,,,,,
player,201410190rav,atl,HageRa00,pass_defended,0,,,,,
player,201410190rav,atl,HageRa00,sacks,0.0,,,,,
player,201410190rav,atl,HageRa00,tackles_combined,1,,,,,
player,201410190rav,atl,HageRa00,tackles_solo,1,,,,,
player,201410190rav,atl,HageRa00,tackles_assists,0,,,,,
player,201410190rav,atl,HageRa00,tackles_loss,1,,,,,
player,201410190rav,atl,HageRa00,qb_hits,0,,,,,
player,201410190rav,atl,HageRa00,fumbles_rec,0,,,,,
player,201410190rav,atl,HageRa00,fumbles_rec_yds,,,,,,
player,201410190rav,atl,HageRa00,fumbles_rec_td,,,,,,
player,201410190rav,atl,HageRa00,fumbles_forced,0,,,,,
player,201410190rav,rav,DumeEl20,def_int,0,,,,,
player,201410190rav,rav,DumeEl20,def_int_yds,0,,,,,
player,201410190rav,rav,DumeEl20,def_int_td,0,,,,,
player,201410190rav,rav,DumeEl20,def_int_long,0,,,,,
player,201410190rav,rav,DumeEl20,pass_defended,0,,,,,
player,201410190rav,rav,DumeEl20,sacks,2.0,,,,,
player,201410190rav,rav,DumeEl20,tackles_combined,3,,,,,
player,201410190rav,rav,DumeEl20,tackles_solo,3,,,,,
player,201410190rav,rav,DumeEl20,tackles_assists,0,,,,,
player,201410190rav,rav,DumeEl20,tackles_loss,2,,,,,
player,201410190rav,rav,DumeEl20,qb_hits,3,,,,,
player,201410190rav,rav,DumeEl20,fumbles_rec,1,,,,,
player,201410190rav,rav,DumeEl20,fumbles_rec_yds,0,,,,,
player,201410190rav,rav,DumeEl20,fumbles_rec_td,0,,,,,
player,201410190rav,rav,DumeEl20,fumbles_forced,0,,,,,
player,201410190rav,rav,McPhPe00,def_int,0,,,,,
player,201410190rav,rav,McPhPe00,def_int_yds,0,,,,,
player,201410190rav,rav,McPhPe00,def_int_td,0,,,,,
player,201410190rav,rav,McPhPe00,def_int_long,0,,,,,
player,201410190rav,rav,McPhPe00,pass_defended,0,,,,,
player,201410190rav,rav,McPhPe00,sacks,2.0,,,,,
player,201410190rav,rav,McPhPe00,tackles_combined,2,,,,,
player,201410190rav,rav,McPhPe00,tackles_solo,2,,,,,
player,201410190rav,rav,McPhPe00,tackles_assists,0,,,,,
player,201410190rav,rav,McPhPe00,tackles_loss,1,,,,,
player,201410190rav,rav,McPhPe00,qb_hits,3,,,,,
player,201410190rav,rav,McPhPe00,fumbles_rec,0,,,,,
player,201410190rav,rav,McPhPe00,fumbles_rec_yds,0,,,,,
player,201410190rav,rav,McPhPe00,fumbles_rec_td,0,,,,,
player,201410190rav,rav,McPhPe00,fumbles_forced,1,,,,,
player,201410190rav,rav,SuggTe99,def_int,0,,,,,
player,201410190rav,rav,SuggTe99,def_int_yds,0,,,,,
player,201410190rav,rav,SuggTe99,def_int_td,0,,,,,
player,201410190rav,rav,SuggTe99,def_int_long,0,,,,,
player,201410190rav,rav,SuggTe99,pass_defended,0,,,,,
player,201410190rav,rav,SuggTe99,sacks,1.0,,,,,
player,201410190rav,rav,SuggTe99,tackles_combined,2,,,,,
player,201410190rav,rav,SuggTe99,tackles_solo,2,,,,,
player,201410190rav,rav,SuggTe99,tackles_assists,0,,,,,
player,201410190rav,rav,SuggTe99,tackles_loss,1,,,,,
player,201410190rav,rav,SuggTe99,qb_hits,2,,,,,
player,201410190rav,rav,SuggTe99,fumbles_rec,0,,,,,
player,201410190rav,rav,SuggTe99,fumbles_rec_yds,0,,,,,
player,201410190rav,rav,SuggTe99,fumbles_rec_td,0,,,,,
player,201410190rav,rav,SuggTe99,fumbles_forced,0,,,,,
player,201410190rav,rav,SmitDa24,def_int,0,,,,,
player,201410190rav,rav,SmitDa24,def_int_yds,0,,,,,
player,201410190rav,rav,SmitDa24,def_int_td,0,,,,,
player,201410190rav,rav,SmitDa24,def_int_long,0,,,,,
player,201410190rav,rav,SmitDa24,pass_defended,1,,,,,
player,201410190rav,rav,SmitDa24,sacks,0.0,,,,,
player,201410190rav,rav,SmitDa24,tackles_combined,12,,,,,
player,201410190rav,rav,SmitDa24,tackles_solo,8,,,,,
player,201410190rav,rav,SmitDa24,tackles_assists,4,,,,,
player,201410190rav,rav,SmitDa24,tackles_loss,0,,,,,
player,201410190rav,rav,SmitDa24,qb_hits,1,,,,,
player,201410190rav,rav,SmitDa24,fumbles_rec,0,,,,,
player,201410190rav,rav,SmitDa24,fumbles_rec_yds,0,,,,,
player,201410190rav,rav,SmitDa24,fumbles_rec_td,0,,,,,
player,201410190rav,rav,SmitDa24,fumbles_forced,0,,,,,
player,201410190rav,rav,BrooTe00,def_int,0,,,,,
player,201410190rav,rav,BrooTe00,def_int_yds,0,,,,,
player,201410190rav,rav,BrooTe00,def_int_td,0,,,,,
player,201410190rav,rav,BrooTe00,def_int_long,0,,,,,
player,201410190rav,rav,BrooTe00,pass_defended,0,,,,,
player,201410190rav,rav,BrooTe00,sacks,0.0,,,,,
player,201410190rav,rav,BrooTe00,tackles_combined,6,,,,,
player,201410190rav,rav,BrooTe00,tackles_solo,5,,,,,
player,201410190rav,rav,BrooTe00,tackles_assists,1,,,,,
player,201410190rav,rav,BrooTe00,tackles_loss,0,,,,,
player,201410190rav,rav,BrooTe00,qb_hits,0,,,,,
player,201410190rav,rav,BrooTe00,fumbles_rec,0,,,,,
player,201410190rav,rav,BrooTe00,fumbles_rec_yds,0,,,,,
player,201410190rav,rav,BrooTe00,fumbles_rec_td,0,,,,,
player,201410190rav,rav,BrooTe00,fumbles_forced,0,,,,,
player,201410190rav,rav,MoslC.00,def_int,0,,,,,
player,201410190rav,rav,MoslC.00,def_int_yds,0,,,,,
player,201410190rav,rav,MoslC.00,def_int_td,0,,,,,
player,201410190rav,rav,MoslC.00,def_int_long,0,,,,,
player,201410190rav,rav,MoslC.00,pass_defended,0,,,,,
player,201410190rav,rav,MoslC.00,sacks,0.0,,,,,
player,201410190rav,rav,MoslC.00,tackles_combined,6,,,,,
player,201410190rav,rav,MoslC.00,tackles_solo,5,,,,,
player,201410190rav,rav,MoslC.00,tackles_assists,1,,,,,
player,201410190rav,rav,MoslC.00,tackles_loss,1,,,,,
player,201410190rav,rav,MoslC.00,qb_hits,0,,,,,
player,201410190rav,rav,MoslC.00,fumbles_rec,0,,,,,
player,201410190rav,rav,MoslC.00,fumbles_rec_yds,0,,,,,
player,201410190rav,rav,MoslC.00,fumbles_rec_td,0,,,,,
player,201410190rav,rav,MoslC.00,fumbles_forced,0,,,,,
player,201410190rav,rav,WebbLa99,def_int,0,,,,,
player,201410190rav,rav,WebbLa99,def_int_yds,0,,,,,
player,201410190rav,rav,WebbLa99,def_int_td,0,,,,,
player,201410190rav,rav,WebbLa99,def_int_long,0,,,,,
player,201410190rav,rav,WebbLa99,pass_defended,1,,,,,
player,201410190rav,rav,WebbLa99,sacks,0.0,,,,,
player,201410190rav,rav,WebbLa99,tackles_combined,6,,,,,
player,201410190rav,rav,WebbLa99,tackles_solo,5,,,,,
player,201410190rav,rav,WebbLa99,tackles_assists,1,,,,,
player,201410190rav,rav,WebbLa99,tackles_loss,0,,,,,
player,201410190rav,rav,WebbLa99,qb_hits,0,,,,,
player,201410190rav,rav,WebbLa99,fumbles_rec,0,,,,,
player,201410190rav,rav,WebbLa99,fumbles_rec_yds,0,,,,,
player,201410190rav,rav,WebbLa99,fumbles_rec_td,0,,,,,
player,201410190rav,rav,WebbLa99,fumbles_forced,0,,,,,
player,201410190rav,rav,StewDa00,def_int,0,,,,,
player,201410190rav,rav,StewDa00,def_int_yds,0,,,,,
player,201410190rav,rav,StewDa00,def_int_td,0,,,,,
player,201410190rav,rav,StewDa00,def_int_long,0,,,,,
player,201410190rav,rav,StewDa00,pass_defended,1,,,,,
player,201410190rav,rav,StewDa00,sacks,0.0,,,,,
player,201410190rav,rav,StewDa00,tackles_combined,5,,,,,
player,201410190rav,rav,StewDa00,tackles_solo,4,,,,,
player,201410190rav,rav,StewDa00,tackles_assists,1,,,,,
player,201410190rav,rav,StewDa00,tackles_loss,0,,,,,
player,201410190rav,rav,StewDa00,qb_hits,0,,,,,
player,201410190rav,rav,StewDa00,fumbles_rec,0,,,,,
player,201410190rav,rav,StewDa00,fumbles_rec_yds,0,,,,,
player,201410190rav,rav,StewDa00,fumbles_rec_td,0,,,,,
player,201410190rav,rav,StewDa00,fumbles_forced,0,,,,,
player,201410190rav,rav,FranDo99,def_int,0,,,,,
player,201410190rav,rav,FranDo99,def_int_yds,0,,,,,
player,201410190rav,rav,FranDo99,def_int_td,0,,,,,
player,201410190rav,rav,FranDo99,def_int_long,0,,,,,
player,201410190rav,rav,FranDo99,pass_defended,1,,,,,
player,201410190rav,rav,FranDo99,sacks,0.0,,,,,
player,201410190rav,rav,FranDo99,tackles_combined,3,,,,,
player,201410190rav,rav,FranDo99,tackles_solo,2,,,,,
player,201410190rav,rav,FranDo99,tackles_assists,1,,,,,
player,201410190rav,rav,FranDo99,tackles_loss,1,,,,,
player,201410190rav,rav,FranDo99,qb_hits,0,,,,,
player,201410190rav,rav,FranDo99,fumbles_rec,0,,,,,
player,201410190rav,rav,FranDo99,fumbles_rec_yds,0,,,,,
