game,2014,10,20141109,201411090rai,den,"Denver Broncos",41,rai,"Oakland Raiders",17
team,201411090rai,den,First Downs,25,,,,,,
team,201411090rai,rai,First Downs,10,,,,,,
team,201411090rai,den,Rush-Yds-TDs,27-118-0,,,,,,
team,201411090rai,rai,Rush-Yds-TDs,15-30-0,,,,,,
team,201411090rai,den,Cmp-Att-Yd-TD-INT,33-49-353-5-2,,,,,,
team,201411090rai,rai,Cmp-Att-Yd-TD-INT,30-47-192-2-2,,,,,,
team,201411090rai,den,Sacked-Yards,0-0,,,,,,
team,201411090rai,rai,Sacked-Yards,0-0,,,,,,
team,201411090rai,den,Net Pass Yards,353,,,,,,
team,201411090rai,rai,Net Pass Yards,192,,,,,,
team,201411090rai,den,Total Yards,471,,,,,,
team,201411090rai,rai,Total Yards,222,,,,,,
team,201411090rai,den,Fumbles-Lost,1-0,,,,,,
team,201411090rai,rai,Fumbles-Lost,2-1,,,,,,
team,201411090rai,den,Turnovers,2,,,,,,
team,201411090rai,rai,Turnovers,3,,,,,,
team,201411090rai,den,Penalties-Yards,12-95,,,,,,
team,201411090rai,rai,Penalties-Yards,4-37,,,,,,
team,201411090rai,den,Third Down Conv.,7-15,,,,,,
team,201411090rai,rai,Third Down Conv.,5-18,,,,,,
team,201411090rai,den,Fourth Down Conv.,1-1,,,,,,
team,201411090rai,rai,Fourth Down Conv.,0-0,,,,,,
team,201411090rai,den,Time of Possession,32:22,,,,,,
team,201411090rai,rai,Time of Possession,27:38,,,,,,
player,201411090rai,den,MannPe00,pass_cmp,31,,,,,
player,201411090rai,den,MannPe00,pass_att,44,,,,,
player,201411090rai,den,MannPe00,pass_yds,340,,,,,
player,201411090rai,den,MannPe00,pass_td,5,,,,,
player,201411090rai,den,MannPe00,pass_int,2,,,,,
player,201411090rai,den,MannPe00,pass_sacked,0,,,,,
player,201411090rai,den,MannPe00,pass_sacked_yds,0,,,,,
player,201411090rai,den,MannPe00,pass_long,51,,,,,
player,201411090rai,den,MannPe00,pass_rating,111.9,,,,,
player,201411090rai,den,MannPe00,rush_att,0,,,,,
player,201411090rai,den,MannPe00,rush_yds,0,,,,,
player,201411090rai,den,MannPe00,rush_td,0,,,,,
player,201411090rai,den,MannPe00,rush_long,0,,,,,
player,201411090rai,den,MannPe00,targets,0,,,,,
player,201411090rai,den,MannPe00,rec,0,,,,,
player,201411090rai,den,MannPe00,rec_yds,0,,,,,
