game,2014,14,20141208,201412080gnb,atl,"Atlanta Falcons",37,gnb,"Green Bay Packers",43
team,201412080gnb,atl,First Downs,26,,,,,,
team,201412080gnb,gnb,First Downs,28,,,,,,
team,201412080gnb,atl,Rush-Yds-TDs,24-91-1,,,,,,
team,201412080gnb,gnb,Rush-Yds-TDs,30-179-2,,,,,,
team,201412080gnb,atl,Cmp-Att-Yd-TD-INT,24-39-375-4-1,,,,,,
team,201412080gnb,gnb,Cmp-Att-Yd-TD-INT,24-36-327-3-0,,,,,,
team,201412080gnb,atl,Sacked-Yards,1-1,,,,,,
team,201412080gnb,gnb,Sacked-Yards,1-4,,,,,,
team,201412080gnb,atl,Net Pass Yards,374,,,,,,
team,201412080gnb,gnb,Net Pass Yards,323,,,,,,
team,201412080gnb,atl,Total Yards,465,,,,,,
team,201412080gnb,gnb,Total Yards,502,,,,,,
team,201412080gnb,atl,Fumbles-Lost,0-0,,,,,,
team,201412080gnb,gnb,Fumbles-Lost,1-0,,,,,,
team,201412080gnb,atl,Turnovers,1,,,,,,
team,201412080gnb,gnb,Turnovers,0,,,,,,
team,201412080gnb,atl,Penalties-Yards,3-11,,,,,,
team,201412080gnb,gnb,Penalties-Yards,5-40,,,,,,
team,201412080gnb,atl,Third Down Conv.,5-11,,,,,,
team,201412080gnb,gnb,Third Down Conv.,7-12,,,,,,
team,201412080gnb,atl,Fourth Down Conv.,3-3,,,,,,
team,201412080gnb,gnb,Fourth Down Conv.,0-1,,,,,,
team,201412080gnb,atl,Time of Possession,26:59,,,,,,
team,201412080gnb,gnb,Time of Possession,33:01,,,,,,
player,201412080gnb,atl,RyanMa00,pass_cmp,24,,,,,
player,201412080gnb,atl,RyanMa00,pass_att,39,,,,,
player,201412080gnb,atl,RyanMa00,pass_yds,375,,,,,
player,201412080gnb,atl,RyanMa00,pass_td,4,,,,,
player,201412080gnb,atl,RyanMa00,pass_int,1,,,,,
player,201412080gnb,atl,RyanMa00,pass_sacked,1,,,,,
player,201412080gnb,atl,RyanMa00,pass_sacked_yds,1,,,,,
player,201412080gnb,atl,RyanMa00,pass_long,79,,,,,
player,201412080gnb,atl,RyanMa00,pass_rating,116.9,,,,,
player,201412080gnb,atl,RyanMa00,rush_att,2,,,,,
player,201412080gnb,atl,RyanMa00,rush_yds,23,,,,,
player,201412080gnb,atl,RyanMa00,rush_td,0,,,,,
player,201412080gnb,atl,RyanMa00,rush_long,15,,,,,
player,201412080gnb,atl,RyanMa00,targets,0,,,,,
player,201412080gnb,atl,RyanMa00,rec,0,,,,,
player,201412080gnb,atl,RyanMa00,rec_yds,0,,,,,
