game,2014,14,20141208,201412080gnb,atl,"Atlanta Falcons",37,gnb,"Green Bay Packers",43
player,201412080gnb,atl,RyanMa00,rec_td,0,,,,,
player,201412080gnb,atl,RyanMa00,rec_long,0,,,,,
player,201412080gnb,atl,RyanMa00,fumbles,0,,,,,
player,201412080gnb,atl,RyanMa00,fumbles_lost,0,,,,,
player,201412080gnb,atl,JackSt00,pass_cmp,0,,,,,
player,201412080gnb,atl,JackSt00,pass_att,0,,,,,
player,201412080gnb,atl,JackSt00,pass_yds,0,,,,,
player,201412080gnb,atl,JackSt00,pass_td,0,,,,,
player,201412080gnb,atl,JackSt00,pass_int,0,,,,,
player,201412080gnb,atl,JackSt00,pass_sacked,0,,,,,
player,201412080gnb,atl,JackSt00,pass_sacked_yds,0,,,,,
player,201412080gnb,atl,JackSt00,pass_long,0,,,,,
player,201412080gnb,atl,JackSt00,pass_rating,,,,,,
player,201412080gnb,atl,JackSt00,rush_att,16,,,,,
player,201412080gnb,atl,JackSt00,rush_yds,50,,,,,
player,201412080gnb,atl,JackSt00,rush_td,1,,,,,
player,201412080gnb,atl,JackSt00,rush_long,10,,,,,
player,201412080gnb,atl,JackSt00,targets,2,,,,,
player,201412080gnb,atl,JackSt00,rec,2,,,,,
player,201412080gnb,atl,JackSt00,rec_yds,26,,,,,
player,201412080gnb,atl,JackSt00,rec_td,0,,,,,
player,201412080gnb,atl,JackSt00,rec_long,17,,,,,
player,201412080gnb,atl,JackSt00,fumbles,0,,,,,
player,201412080gnb,atl,JackSt00,fumbles_lost,0,,,,,
player,201412080gnb,atl,RodgJa00,pass_cmp,0,,,,,
player,201412080gnb,atl,RodgJa00,pass_att,0,,,,,
player,201412080gnb,atl,RodgJa00,pass_yds,0,,,,,
player,201412080gnb,atl,RodgJa00,pass_td,0,,,,,
player,201412080gnb,atl,RodgJa00,pass_int,0,,,,,
player,201412080gnb,atl,RodgJa00,pass_sacked,0,,,,,
player,201412080gnb,atl,RodgJa00,pass_sacked_yds,0,,,,,
player,201412080gnb,atl,RodgJa00,pass_long,0,,,,,
player,201412080gnb,atl,RodgJa00,pass_rating,,,,,,
player,201412080gnb,atl,RodgJa00,rush_att,3,,,,,
player,201412080gnb,atl,RodgJa00,rush_yds,20,,,,,
player,201412080gnb,atl,RodgJa00,rush_td,0,,,,,
player,201412080gnb,atl,RodgJa00,rush_long,14,,,,,
player,201412080gnb,atl,RodgJa00,targets,3,,,,,
player,201412080gnb,atl,RodgJa00,rec,1,,,,,
player,201412080gnb,atl,RodgJa00,rec_yds,14,,,,,
player,201412080gnb,atl,RodgJa00,rec_td,0,,,,,
player,201412080gnb,atl,RodgJa00,rec_long,14,,,,,
player,201412080gnb,atl,RodgJa00,fumbles,0,,,,,
player,201412080gnb,atl,RodgJa00,fumbles_lost,0,,,,,
player,201412080gnb,atl,JoneJu02,pass_cmp,0,,,,,
player,201412080gnb,atl,JoneJu02,pass_att,0,,,,,
player,201412080gnb,atl,JoneJu02,pass_yds,0,,,,,
player,201412080gnb,atl,JoneJu02,pass_td,0,,,,,
player,201412080gnb,atl,JoneJu02,pass_int,0,,,,,
player,201412080gnb,atl,JoneJu02,pass_sacked,0,,,,,
player,201412080gnb,atl,JoneJu02,pass_sacked_yds,0,,,,,
player,201412080gnb,atl,JoneJu02,pass_long,0,,,,,
player,201412080gnb,atl,JoneJu02,pass_rating,,,,,,
player,201412080gnb,atl,JoneJu02,rush_att,0,,,,,
player,201412080gnb,atl,JoneJu02,rush_yds,0,,,,,
player,201412080gnb,atl,JoneJu02,rush_td,0,,,,,
player,201412080gnb,atl,JoneJu02,rush_long,0,,,,,
player,201412080gnb,atl,JoneJu02,targets,17,,,,,
player,201412080gnb,atl,JoneJu02,rec,11,,,,,
player,201412080gnb,atl,JoneJu02,rec_yds,259,,,,,
player,201412080gnb,atl,JoneJu02,rec_td,1,,,,,
player,201412080gnb,atl,JoneJu02,rec_long,79,,,,,
player,201412080gnb,atl,JoneJu02,fumbles,0,,,,,
player,201412080gnb,atl,JoneJu02,fumbles_lost,0,,,,,
player,201412080gnb,atl,WhitRo00,pass_cmp,0,,,,,
player,201412080gnb,atl,WhitRo00,pass_att,0,,,,,
player,201412080gnb,atl,WhitRo00,pass_yds,0,,,,,
player,201412080gnb,atl,WhitRo00,pass_td,0,,,,,
player,201412080gnb,atl,WhitRo00,pass_int,0,,,,,
player,201412080gnb,atl,WhitRo00,pass_sacked,0,,,,,
player,201412080gnb,atl,WhitRo00,pass_sacked_yds,0,,,,,
player,201412080gnb,atl,WhitRo00,pass_long,0,,,,,
player,201412080gnb,atl,WhitRo00,pass_rating,,,,,,
player,201412080gnb,atl,WhitRo00,rush_att,0,,,,,
player,201412080gnb,atl,WhitRo00,rush_yds,0,,,,,
player,201412080gnb,atl,WhitRo00,rush_td,0,,,,,
player,201412080gnb,atl,WhitRo00,rush_long,0,,,,,
player,201412080gnb,atl,WhitRo00,targets,5,,,,,
player,201412080gnb,atl,WhitRo00,rec,3,,,,,
player,201412080gnb,atl,WhitRo00,rec_yds,42,,,,,
player,201412080gnb,atl,WhitRo00,rec_td,1,,,,,
player,201412080gnb,atl,WhitRo00,rec_long,29,,,,,
player,201412080gnb,atl,WhitRo00,fumbles,0,,,,,
player,201412080gnb,atl,WhitRo00,fumbles_lost,0,,,,,
player,201412080gnb,atl,DougHa00,pass_cmp,0,,,,,
player,201412080gnb,atl,DougHa00,pass_att,0,,,,,
player,201412080gnb,atl,DougHa00,pass_yds,0,,,,,
player,201412080gnb,atl,DougHa00,pass_td,0,,,,,
player,201412080gnb,atl,DougHa00,pass_int,0,,,,,
player,201412080gnb,atl,DougHa00,pass_sacked,0,,,,,
player,201412080gnb,atl,DougHa00,pass_sacked_yds,0,,,,,
player,201412080gnb,atl,DougHa00,pass_long,0,,,,,
player,201412080gnb,atl,DougHa00,pass_rating,,,,,,
player,201412080gnb,atl,DougHa00,rush_att,0,,,,,
player,201412080gnb,atl,DougHa00,rush_yds,0,,,,,
player,201412080gnb,atl,DougHa00,rush_td,0,,,,,
player,201412080gnb,atl,DougHa00,rush_long,0,,,,,
player,201412080gnb,atl,DougHa00,targets,3,,,,,
player,201412080gnb,atl,DougHa00,rec,2,,,,,
player,201412080gnb,atl,DougHa00,rec_yds,11,,,,,
player,201412080gnb,atl,DougHa00,rec_td,1,,,,,
player,201412080gnb,atl,DougHa00,rec_long,9,,,,,
player,201412080gnb,atl,DougHa00,fumbles,0,,,,,
player,201412080gnb,atl,DougHa00,fumbles_lost,0,,,,,
player,201412080gnb,atl,DiMaPa00,pass_cmp,0,,,,,
player,201412080gnb,atl,DiMaPa00,pass_att,0,,,,,
player,201412080gnb,atl,DiMaPa00,pass_yds,0,,,,,
player,201412080gnb,atl,DiMaPa00,pass_td,0,,,,,
player,201412080gnb,atl,DiMaPa00,pass_int,0,,,,,
player,201412080gnb,atl,DiMaPa00,pass_sacked,0,,,,,
player,201412080gnb,atl,DiMaPa00,pass_sacked_yds,0,,,,,
player,201412080gnb,atl,DiMaPa00,pass_long,0,,,,,
player,201412080gnb,atl,DiMaPa00,pass_rating,,,,,,
player,201412080gnb,atl,DiMaPa00,rush_att,0,,,,,
player,201412080gnb,atl,DiMaPa00,rush_yds,0,,,,,
player,201412080gnb,atl,DiMaPa00,rush_td,0,,,,,
player,201412080gnb,atl,DiMaPa00,rush_long,0,,,,,
player,201412080gnb,atl,DiMaPa00,targets,1,,,,,
player,201412080gnb,atl,DiMaPa00,rec,1,,,,,
player,201412080gnb,atl,DiMaPa00,rec_yds,9,,,,,
player,201412080gnb,atl,DiMaPa00,rec_td,0,,,,,
player,201412080gnb,atl,DiMaPa00,rec_long,9,,,,,
player,201412080gnb,atl,DiMaPa00,fumbles,0,,,,,
player,201412080gnb,atl,DiMaPa00,fumbles_lost,0,,,,,
player,201412080gnb,atl,WeemEr00,pass_cmp,0,,,,,
player,201412080gnb,atl,WeemEr00,pass_att,0,,,,,
player,201412080gnb,atl,WeemEr00,pass_yds,0,,,,,
player,201412080gnb,atl,WeemEr00,pass_td,0,,,,,
player,201412080gnb,atl,WeemEr00,pass_int,0,,,,,
player,201412080gnb,atl,WeemEr00,pass_sacked,0,,,,,
player,201412080gnb,atl,WeemEr00,pass_sacked_yds,0,,,,,
player,201412080gnb,atl,WeemEr00,pass_long,0,,,,,
player,201412080gnb,atl,WeemEr00,pass_rating,,,,,,
player,201412080gnb,atl,WeemEr00,rush_att,0,,,,,
player,201412080gnb,atl,WeemEr00,rush_yds,0,,,,,
player,201412080gnb,atl,WeemEr00,rush_td,0,,,,,
player,201412080gnb,atl,WeemEr00,rush_long,0,,,,,
player,201412080gnb,atl,WeemEr00,targets,1,,,,,
player,201412080gnb,atl,WeemEr00,rec,1,,,,,
player,201412080gnb,atl,WeemEr00,rec_yds,5,,,,,
player,201412080gnb,atl,WeemEr00,rec_td,1,,,,,
player,201412080gnb,atl,WeemEr00,rec_long,5,,,,,
player,201412080gnb,atl,WeemEr00,fumbles,0,,,,,
player,201412080gnb,atl,WeemEr00,fumbles_lost,0,,,,,
player,201412080gnb,atl,HestDe99,pass_cmp,0,,,,,
player,201412080gnb,atl,HestDe99,pass_att,0,,,,,
player,201412080gnb,atl,HestDe99,pass_yds,0,,,,,
player,201412080gnb,atl,HestDe99,pass_td,0,,,,,
player,201412080gnb,atl,HestDe99,pass_int,0,,,,,
player,201412080gnb,atl,HestDe99,pass_sacked,0,,,,,
player,201412080gnb,atl,HestDe99,pass_sacked_yds,0,,,,,
player,201412080gnb,atl,HestDe99,pass_long,0,,,,,
player,201412080gnb,atl,HestDe99,pass_rating,,,,,,
player,201412080gnb,atl,HestDe99,rush_att,1,,,,,
player,201412080gnb,atl,HestDe99,rush_yds,0,,,,,
player,201412080gnb,atl,HestDe99,rush_td,0,,,,,
player,201412080gnb,atl,HestDe99,rush_long,0,,,,,
player,201412080gnb,atl,HestDe99,targets,2,,,,,
player,201412080gnb,atl,HestDe99,rec,0,,,,,
player,201412080gnb,atl,HestDe99,rec_yds,0,,,,,
player,201412080gnb,atl,HestDe99,rec_td,0,,,,,
player,201412080gnb,atl,HestDe99,rec_long,0,,,,,
player,201412080gnb,atl,HestDe99,fumbles,0,,,,,
player,201412080gnb,atl,HestDe99,fumbles_lost,0,,,,,
player,201412080gnb,atl,ToilLe00,pass_cmp,0,,,,,
player,201412080gnb,atl,ToilLe00,pass_att,0,,,,,
player,201412080gnb,atl,ToilLe00,pass_yds,0,,,,,
player,201412080gnb,atl,ToilLe00,pass_td,0,,,,,
player,201412080gnb,atl,ToilLe00,pass_int,0,,,,,
player,201412080gnb,atl,ToilLe00,pass_sacked,0,,,,,
player,201412080gnb,atl,ToilLe00,pass_sacked_yds,0,,,,,
player,201412080gnb,atl,ToilLe00,pass_long,0,,,,,
player,201412080gnb,atl,ToilLe00,pass_rating,,,,,,
player,201412080gnb,atl,ToilLe00,rush_att,0,,,,,
player,201412080gnb,atl,ToilLe00,rush_yds,0,,,,,
player,201412080gnb,atl,ToilLe00,rush_td,0,,,,,
player,201412080gnb,atl,ToilLe00,rush_long,0,,,,,
player,201412080gnb,atl,ToilLe00,targets,3,,,,,
player,201412080gnb,atl,ToilLe00,rec,1,,,,,
player,201412080gnb,atl,ToilLe00,rec_yds,-1,,,,,
player,201412080gnb,atl,ToilLe00,rec_td,0,,,,,
player,201412080gnb,atl,ToilLe00,rec_long,-1,,,,,
player,201412080gnb,atl,ToilLe00,fumbles,0,,,,,
player,201412080gnb,atl,ToilLe00,fumbles_lost,0,,,,,
player,201412080gnb,atl,FreeDe00,pass_cmp,0,,,,,
player,201412080gnb,atl,FreeDe00,pass_att,0,,,,,
player,201412080gnb,atl,FreeDe00,pass_yds,0,,,,,
player,201412080gnb,atl,FreeDe00,pass_td,0,,,,,
player,201412080gnb,atl,FreeDe00,pass_int,0,,,,,
player,201412080gnb,atl,FreeDe00,pass_sacked,0,,,,,
player,201412080gnb,atl,FreeDe00,pass_sacked_yds,0,,,,,
player,201412080gnb,atl,FreeDe00,pass_long,0,,,,,
player,201412080gnb,atl,FreeDe00,pass_rating,,,,,,
player,201412080gnb,atl,FreeDe00,rush_att,2,,,,,
player,201412080gnb,atl,FreeDe00,rush_yds,-2,,,,,
player,201412080gnb,atl,FreeDe00,rush_td,0,,,,,
player,201412080gnb,atl,FreeDe00,rush_long,0,,,,,
player,201412080gnb,atl,FreeDe00,targets,2,,,,,
player,201412080gnb,atl,FreeDe00,rec,2,,,,,
player,201412080gnb,atl,FreeDe00,rec_yds,10,,,,,
player,201412080gnb,atl,FreeDe00,rec_td,0,,,,,
player,201412080gnb,atl,FreeDe00,rec_long,6,,,,,
player,201412080gnb,atl,FreeDe00,fumbles,0,,,,,
player,201412080gnb,atl,FreeDe00,fumbles_lost,0,,,,,
player,201412080gnb,gnb,RodgAa00,pass_cmp,24,,,,,
player,201412080gnb,gnb,RodgAa00,pass_att,36,,,,,
player,201412080gnb,gnb,RodgAa00,pass_yds,327,,,,,
player,201412080gnb,gnb,RodgAa00,pass_td,3,,,,,
player,201412080gnb,gnb,RodgAa00,pass_int,0,,,,,
player,201412080gnb,gnb,RodgAa00,pass_sacked,1,,,,,
player,201412080gnb,gnb,RodgAa00,pass_sacked_yds,4,,,,,
player,201412080gnb,gnb,RodgAa00,pass_long,60,,,,,
player,201412080gnb,gnb,RodgAa00,pass_rating,123.3,,,,,
player,201412080gnb,gnb,RodgAa00,rush_att,5,,,,,
player,201412080gnb,gnb,RodgAa00,rush_yds,28,,,,,
player,201412080gnb,gnb,RodgAa00,rush_td,0,,,,,
player,201412080gnb,gnb,RodgAa00,rush_long,12,,,,,
player,201412080gnb,gnb,RodgAa00,targets,0,,,,,
player,201412080gnb,gnb,RodgAa00,rec,0,,,,,
player,201412080gnb,gnb,RodgAa00,rec_yds,0,,,,,
player,201412080gnb,gnb,RodgAa00,rec_td,0,,,,,
player,201412080gnb,gnb,RodgAa00,rec_long,0,,,,,
player,201412080gnb,gnb,RodgAa00,fumbles,1,,,,,
player,201412080gnb,gnb,RodgAa00,fumbles_lost,0,,,,,
player,201412080gnb,gnb,StarJa00,pass_cmp,0,,,,,
player,201412080gnb,gnb,StarJa00,pass_att,0,,,,,
player,201412080gnb,gnb,StarJa00,pass_yds,0,,,,,
player,201412080gnb,gnb,StarJa00,pass_td,0,,,,,
player,201412080gnb,gnb,StarJa00,pass_int,0,,,,,
player,201412080gnb,gnb,StarJa00,pass_sacked,0,,,,,
player,201412080gnb,gnb,StarJa00,pass_sacked_yds,0,,,,,
player,201412080gnb,gnb,StarJa00,pass_long,0,,,,,
player,201412080gnb,gnb,StarJa00,pass_rating,,,,,,
player,201412080gnb,gnb,StarJa00,rush_att,10,,,,,
player,201412080gnb,gnb,StarJa00,rush_yds,75,,,,,
player,201412080gnb,gnb,StarJa00,rush_td,1,,,,,
player,201412080gnb,gnb,StarJa00,rush_long,41,,,,,
player,201412080gnb,gnb,StarJa00,targets,2,,,,,
player,201412080gnb,gnb,StarJa00,rec,2,,,,,
player,201412080gnb,gnb,StarJa00,rec_yds,26,,,,,
player,201412080gnb,gnb,StarJa00,rec_td,0,,,,,
player,201412080gnb,gnb,StarJa00,rec_long,14,,,,,
player,201412080gnb,gnb,StarJa00,fumbles,0,,,,,
player,201412080gnb,gnb,StarJa00,fumbles_lost,0,,,,,
player,201412080gnb,gnb,LacyEd00,pass_cmp,0,,,,,
player,201412080gnb,gnb,LacyEd00,pass_att,0,,,,,
player,201412080gnb,gnb,LacyEd00,pass_yds,0,,,,,
player,201412080gnb,gnb,LacyEd00,pass_td,0,,,,,
player,201412080gnb,gnb,LacyEd00,pass_int,0,,,,,
player,201412080gnb,gnb,LacyEd00,pass_sacked,0,,,,,
player,201412080gnb,gnb,LacyEd00,pass_sacked_yds,0,,,,,
player,201412080gnb,gnb,LacyEd00,pass_long,0,,,,,
player,201412080gnb,gnb,LacyEd00,pass_rating,,,,,,
player,201412080gnb,gnb,LacyEd00,rush_att,13,,,,,
player,201412080gnb,gnb,LacyEd00,rush_yds,73,,,,,
player,201412080gnb,gnb,LacyEd00,rush_td,1,,,,,
player,201412080gnb,gnb,LacyEd00,rush_long,22,,,,,
player,201412080gnb,gnb,LacyEd00,targets,9,,,,,
player,201412080gnb,gnb,LacyEd00,rec,5,,,,,
player,201412080gnb,gnb,LacyEd00,rec_yds,33,,,,,
player,201412080gnb,gnb,LacyEd00,rec_td,1,,,,,
player,201412080gnb,gnb,LacyEd00,rec_long,13,,,,,
player,201412080gnb,gnb,LacyEd00,fumbles,0,,,,,
player,201412080gnb,gnb,LacyEd00,fumbles_lost,0,,,,,
player,201412080gnb,gnb,KuhnJo00,pass_cmp,0,,,,,
player,201412080gnb,gnb,KuhnJo00,pass_att,0,,,,,
player,201412080gnb,gnb,KuhnJo00,pass_yds,0,,,,,
player,201412080gnb,gnb,KuhnJo00,pass_td,0,,,,,
player,201412080gnb,gnb,KuhnJo00,pass_int,0,,,,,
player,201412080gnb,gnb,KuhnJo00,pass_sacked,0,,,,,
player,201412080gnb,gnb,KuhnJo00,pass_sacked_yds,0,,,,,
player,201412080gnb,gnb,KuhnJo00,pass_long,0,,,,,
player,201412080gnb,gnb,KuhnJo00,pass_rating,,,,,,
player,201412080gnb,gnb,KuhnJo00,rush_att,1,,,,,
player,201412080gnb,gnb,KuhnJo00,rush_yds,4,,,,,
player,201412080gnb,gnb,KuhnJo00,rush_td,0,,,,,
player,201412080gnb,gnb,KuhnJo00,rush_long,4,,,,,
player,201412080gnb,gnb,KuhnJo00,targets,1,,,,,
player,201412080gnb,gnb,KuhnJo00,rec,1,,,,,
player,201412080gnb,gnb,KuhnJo00,rec_yds,6,,,,,
player,201412080gnb,gnb,KuhnJo00,rec_td,0,,,,,
player,201412080gnb,gnb,KuhnJo00,rec_long,6,,,,,
player,201412080gnb,gnb,KuhnJo00,fumbles,0,,,,,
player,201412080gnb,gnb,KuhnJo00,fumbles_lost,0,,,,,
player,201412080gnb,gnb,NelsJo00,pass_cmp,0,,,,,
player,201412080gnb,gnb,NelsJo00,pass_att,0,,,,,
player,201412080gnb,gnb,NelsJo00,pass_yds,0,,,,,
player,201412080gnb,gnb,NelsJo00,pass_td,0,,,,,
player,201412080gnb,gnb,NelsJo00,pass_int,0,,,,,
player,201412080gnb,gnb,NelsJo00,pass_sacked,0,,,,,
player,201412080gnb,gnb,NelsJo00,pass_sacked_yds,0,,,,,
player,201412080gnb,gnb,NelsJo00,pass_long,0,,,,,
player,201412080gnb,gnb,NelsJo00,pass_rating,,,,,,
player,201412080gnb,gnb,NelsJo00,rush_att,0,,,,,
player,201412080gnb,gnb,NelsJo00,rush_yds,0,,,,,
player,201412080gnb,gnb,NelsJo00,rush_td,0,,,,,
player,201412080gnb,gnb,NelsJo00,rush_long,0,,,,,
player,201412080gnb,gnb,NelsJo00,targets,10,,,,,
player,201412080gnb,gnb,NelsJo00,rec,8,,,,,
player,201412080gnb,gnb,NelsJo00,rec_yds,146,,,,,
player,201412080gnb,gnb,NelsJo00,rec_td,2,,,,,
player,201412080gnb,gnb,NelsJo00,rec_long,60,,,,,
player,201412080gnb,gnb,NelsJo00,fumbles,0,,,,,
player,201412080gnb,gnb,NelsJo00,fumbles_lost,0,,,,,
player,201412080gnb,gnb,QuarAn00,pass_cmp,0,,,,,
player,201412080gnb,gnb,QuarAn00,pass_att,0,,,,,
player,201412080gnb,gnb,QuarAn00,pass_yds,0,,,,,
player,201412080gnb,gnb,QuarAn00,pass_td,0,,,,,
player,201412080gnb,gnb,QuarAn00,pass_int,0,,,,,
player,201412080gnb,gnb,QuarAn00,pass_sacked,0,,,,,
player,201412080gnb,gnb,QuarAn00,pass_sacked_yds,0,,,,,
player,201412080gnb,gnb,QuarAn00,pass_long,0,,,,,
player,201412080gnb,gnb,QuarAn00,pass_rating,,,,,,
player,201412080gnb,gnb,QuarAn00,rush_att,0,,,,,
player,201412080gnb,gnb,QuarAn00,rush_yds,0,,,,,
player,201412080gnb,gnb,QuarAn00,rush_td,0,,,,,
player,201412080gnb,gnb,QuarAn00,rush_long,0,,,,,
player,201412080gnb,gnb,QuarAn00,targets,4,,,,,
player,201412080gnb,gnb,QuarAn00,rec,3,,,,,
player,201412080gnb,gnb,QuarAn00,rec_yds,52,,,,,
player,201412080gnb,gnb,QuarAn00,rec_td,0,,,,,
player,201412080gnb,gnb,QuarAn00,rec_long,30,,,,,
player,201412080gnb,gnb,QuarAn00,fumbles,0,,,,,
player,201412080gnb,gnb,QuarAn00,fumbles_lost,0,,,,,
player,201412080gnb,gnb,AdamDa01,pass_cmp,0,,,,,
player,201412080gnb,gnb,AdamDa01,pass_att,0,,,,,
player,201412080gnb,gnb,AdamDa01,pass_yds,0,,,,,
player,201412080gnb,gnb,AdamDa01,pass_td,0,,,,,
player,201412080gnb,gnb,AdamDa01,pass_int,0,,,,,
player,201412080gnb,gnb,AdamDa01,pass_sacked,0,,,,,
player,201412080gnb,gnb,AdamDa01,pass_sacked_yds,0,,,,,
player,201412080gnb,gnb,AdamDa01,pass_long,0,,,,,
player,201412080gnb,gnb,AdamDa01,pass_rating,,,,,,
player,201412080gnb,gnb,AdamDa01,rush_att,0,,,,,
player,201412080gnb,gnb,AdamDa01,rush_yds,0,,,,,
player,201412080gnb,gnb,AdamDa01,rush_td,0,,,,,
player,201412080gnb,gnb,AdamDa01,rush_long,0,,,,,
player,201412080gnb,gnb,AdamDa01,targets,4,,,,,
player,201412080gnb,gnb,AdamDa01,rec,1,,,,,
player,201412080gnb,gnb,AdamDa01,rec_yds,6,,,,,
player,201412080gnb,gnb,AdamDa01,rec_td,0,,,,,
player,201412080gnb,gnb,AdamDa01,rec_long,6,,,,,
player,201412080gnb,gnb,AdamDa01,fumbles,0,,,,,
player,201412080gnb,gnb,AdamDa01,fumbles_lost,0,,,,,
player,201412080gnb,gnb,RodgRi00,pass_cmp,0,,,,,
player,201412080gnb,gnb,RodgRi00,pass_att,0,,,,,
player,201412080gnb,gnb,RodgRi00,pass_yds,0,,,,,
player,201412080gnb,gnb,RodgRi00,pass_td,0,,,,,
player,201412080gnb,gnb,RodgRi00,pass_int,0,,,,,
player,201412080gnb,gnb,RodgRi00,pass_sacked,0,,,,,
player,201412080gnb,gnb,RodgRi00,pass_sacked_yds,0,,,,,
player,201412080gnb,gnb,RodgRi00,pass_long,0,,,,,
player,201412080gnb,gnb,RodgRi00,pass_rating,,,,,,
player,201412080gnb,gnb,RodgRi00,rush_att,0,,,,,
player,201412080gnb,gnb,RodgRi00,rush_yds,0,,,,,
player,201412080gnb,gnb,RodgRi00,rush_td,0,,,,,
player,201412080gnb,gnb,RodgRi00,rush_long,0,,,,,
player,201412080gnb,gnb,RodgRi00,targets,1,,,,,
player,201412080gnb,gnb,RodgRi00,rec,0,,,,,
player,201412080gnb,gnb,RodgRi00,rec_yds,0,,,,,
player,201412080gnb,gnb,RodgRi00,rec_td,0,,,,,
player,201412080gnb,gnb,RodgRi00,rec_long,0,,,,,
player,201412080gnb,gnb,RodgRi00,fumbles,0,,,,,
player,201412080gnb,gnb,RodgRi00,fumbles_lost,0,,,,,
player,201412080gnb,gnb,CobbRa00,pass_cmp,0,,,,,
player,201412080gnb,gnb,CobbRa00,pass_att,0,,,,,
player,201412080gnb,gnb,CobbRa00,pass_yds,0,,,,,
player,201412080gnb,gnb,CobbRa00,pass_td,0,,,,,
player,201412080gnb,gnb,CobbRa00,pass_int,0,,,,,
player,201412080gnb,gnb,CobbRa00,pass_sacked,0,,,,,
player,201412080gnb,gnb,CobbRa00,pass_sacked_yds,0,,,,,
player,201412080gnb,gnb,CobbRa00,pass_long,0,,,,,
player,201412080gnb,gnb,CobbRa00,pass_rating,,,,,,
player,201412080gnb,gnb,CobbRa00,rush_att,1,,,,,
player,201412080gnb,gnb,CobbRa00,rush_yds,-1,,,,,
player,201412080gnb,gnb,CobbRa00,rush_td,0,,,,,
player,201412080gnb,gnb,CobbRa00,rush_long,-1,,,,,
player,201412080gnb,gnb,CobbRa00,targets,5,,,,,
player,201412080gnb,gnb,CobbRa00,rec,4,,,,,
player,201412080gnb,gnb,CobbRa00,rec_yds,58,,,,,
player,201412080gnb,gnb,CobbRa00,rec_td,0,,,,,
player,201412080gnb,gnb,CobbRa00,rec_long,23,,,,,
player,201412080gnb,gnb,CobbRa00,fumbles,0,,,,,
player,201412080gnb,gnb,CobbRa00,fumbles_lost,0,,,,,
player,201412080gnb,atl,BierKr99,def_int,0,,,,,
player,201412080gnb,atl,BierKr99,def_int_yds,0,,,,,
player,201412080gnb,atl,BierKr99,def_int_td,0,,,,,
player,201412080gnb,atl,BierKr99,def_int_long,0,,,,,
player,201412080gnb,atl,BierKr99,pass_defended,0,,,,,
player,201412080gnb,atl,BierKr99,sacks,1.0,,,,,
player,201412080gnb,atl,BierKr99,tackles_combined,4,,,,,
player,201412080gnb,atl,BierKr99,tackles_solo,2,,,,,
player,201412080gnb,atl,BierKr99,tackles_assists,2,,,,,
player,201412080gnb,atl,BierKr99,tackles_loss,1,,,,,
player,201412080gnb,atl,BierKr99,qb_hits,1,,,,,
