game,2014,9,20141102,201411020min,was,"Washington Redskins",26,min,"Minnesota Vikings",29
player,201411020min,was,PaulNi00,fumbles,0,,,,,
player,201411020min,was,PaulNi00,fumbles_lost,0,,,,,
player,201411020min,was,ReedJo02,pass_cmp,0,,,,,
player,201411020min,was,ReedJo02,pass_att,0,,,,,
player,201411020min,was,ReedJo02,pass_yds,0,,,,,
player,201411020min,was,ReedJo02,pass_td,0,,,,,
player,201411020min,was,ReedJo02,pass_int,0,,,,,
player,201411020min,was,ReedJo02,pass_sacked,0,,,,,
player,201411020min,was,ReedJo02,pass_sacked_yds,0,,,,,
player,201411020min,was,ReedJo02,pass_long,0,,,,,
player,201411020min,was,ReedJo02,pass_rating,,,,,,
player,201411020min,was,ReedJo02,rush_att,0,,,,,
player,201411020min,was,ReedJo02,rush_yds,0,,,,,
player,201411020min,was,ReedJo02,rush_td,0,,,,,
player,201411020min,was,ReedJo02,rush_long,0,,,,,
player,201411020min,was,ReedJo02,targets,1,,,,,
player,201411020min,was,ReedJo02,rec,1,,,,,
player,201411020min,was,ReedJo02,rec_yds,17,,,,,
player,201411020min,was,ReedJo02,rec_td,0,,,,,
player,201411020min,was,ReedJo02,rec_long,17,,,,,
player,201411020min,was,ReedJo02,fumbles,0,,,,,
player,201411020min,was,ReedJo02,fumbles_lost,0,,,,,
player,201411020min,was,GarcPi00,pass_cmp,0,,,,,
player,201411020min,was,GarcPi00,pass_att,0,,,,,
player,201411020min,was,GarcPi00,pass_yds,0,,,,,
player,201411020min,was,GarcPi00,pass_td,0,,,,,
player,201411020min,was,GarcPi00,pass_int,0,,,,,
player,201411020min,was,GarcPi00,pass_sacked,0,,,,,
player,201411020min,was,GarcPi00,pass_sacked_yds,0,,,,,
player,201411020min,was,GarcPi00,pass_long,0,,,,,
player,201411020min,was,GarcPi00,pass_rating,,,,,,
player,201411020min,was,GarcPi00,rush_att,0,,,,,
player,201411020min,was,GarcPi00,rush_yds,0,,,,,
player,201411020min,was,GarcPi00,rush_td,0,,,,,
player,201411020min,was,GarcPi00,rush_long,0,,,,,
player,201411020min,was,GarcPi00,targets,5,,,,,
player,201411020min,was,GarcPi00,rec,3,,,,,
player,201411020min,was,GarcPi00,rec_yds,15,,,,,
player,201411020min,was,GarcPi00,rec_td,0,,,,,
player,201411020min,was,GarcPi00,rec_long,11,,,,,
player,201411020min,was,GarcPi00,fumbles,0,,,,,
player,201411020min,was,GarcPi00,fumbles_lost,0,,,,,
player,201411020min,min,BridTe00,pass_cmp,26,,,,,
player,201411020min,min,BridTe00,pass_att,42,,,,,
player,201411020min,min,BridTe00,pass_yds,268,,,,,
player,201411020min,min,BridTe00,pass_td,1,,,,,
player,201411020min,min,BridTe00,pass_int,0,,,,,
player,201411020min,min,BridTe00,pass_sacked,2,,,,,
player,201411020min,min,BridTe00,pass_sacked_yds,16,,,,,
player,201411020min,min,BridTe00,pass_long,22,,,,,
player,201411020min,min,BridTe00,pass_rating,88.2,,,,,
player,201411020min,min,BridTe00,rush_att,3,,,,,
player,201411020min,min,BridTe00,rush_yds,20,,,,,
player,201411020min,min,BridTe00,rush_td,0,,,,,
player,201411020min,min,BridTe00,rush_long,16,,,,,
player,201411020min,min,BridTe00,targets,0,,,,,
player,201411020min,min,BridTe00,rec,0,,,,,
player,201411020min,min,BridTe00,rec_yds,0,,,,,
player,201411020min,min,BridTe00,rec_td,0,,,,,
player,201411020min,min,BridTe00,rec_long,0,,,,,
player,201411020min,min,BridTe00,fumbles,0,,,,,
player,201411020min,min,BridTe00,fumbles_lost,0,,,,,
player,201411020min,min,McKiJe00,pass_cmp,0,,,,,
player,201411020min,min,McKiJe00,pass_att,0,,,,,
player,201411020min,min,McKiJe00,pass_yds,0,,,,,
player,201411020min,min,McKiJe00,pass_td,0,,,,,
player,201411020min,min,McKiJe00,pass_int,0,,,,,
player,201411020min,min,McKiJe00,pass_sacked,0,,,,,
player,201411020min,min,McKiJe00,pass_sacked_yds,0,,,,,
player,201411020min,min,McKiJe00,pass_long,0,,,,,
player,201411020min,min,McKiJe00,pass_rating,,,,,,
player,201411020min,min,McKiJe00,rush_att,14,,,,,
player,201411020min,min,McKiJe00,rush_yds,54,,,,,
player,201411020min,min,McKiJe00,rush_td,0,,,,,
player,201411020min,min,McKiJe00,rush_long,15,,,,,
player,201411020min,min,McKiJe00,targets,4,,,,,
player,201411020min,min,McKiJe00,rec,3,,,,,
player,201411020min,min,McKiJe00,rec_yds,14,,,,,
player,201411020min,min,McKiJe00,rec_td,0,,,,,
player,201411020min,min,McKiJe00,rec_long,15,,,,,
player,201411020min,min,McKiJe00,fumbles,0,,,,,
player,201411020min,min,McKiJe00,fumbles_lost,0,,,,,
player,201411020min,min,AsiaMa00,pass_cmp,0,,,,,
player,201411020min,min,AsiaMa00,pass_att,0,,,,,
player,201411020min,min,AsiaMa00,pass_yds,0,,,,,
player,201411020min,min,AsiaMa00,pass_td,0,,,,,
player,201411020min,min,AsiaMa00,pass_int,0,,,,,
player,201411020min,min,AsiaMa00,pass_sacked,0,,,,,
player,201411020min,min,AsiaMa00,pass_sacked_yds,0,,,,,
player,201411020min,min,AsiaMa00,pass_long,0,,,,,
player,201411020min,min,AsiaMa00,pass_rating,,,,,,
player,201411020min,min,AsiaMa00,rush_att,10,,,,,
player,201411020min,min,AsiaMa00,rush_yds,26,,,,,
player,201411020min,min,AsiaMa00,rush_td,3,,,,,
player,201411020min,min,AsiaMa00,rush_long,7,,,,,
player,201411020min,min,AsiaMa00,targets,5,,,,,
player,201411020min,min,AsiaMa00,rec,4,,,,,
player,201411020min,min,AsiaMa00,rec_yds,31,,,,,
player,201411020min,min,AsiaMa00,rec_td,0,,,,,
player,201411020min,min,AsiaMa00,rec_long,11,,,,,
player,201411020min,min,AsiaMa00,fumbles,0,,,,,
player,201411020min,min,AsiaMa00,fumbles_lost,0,,,,,
player,201411020min,min,JennGr00,pass_cmp,0,,,,,
player,201411020min,min,JennGr00,pass_att,0,,,,,
player,201411020min,min,JennGr00,pass_yds,0,,,,,
player,201411020min,min,JennGr00,pass_td,0,,,,,
player,201411020min,min,JennGr00,pass_int,0,,,,,
player,201411020min,min,JennGr00,pass_sacked,0,,,,,
player,201411020min,min,JennGr00,pass_sacked_yds,0,,,,,
player,201411020min,min,JennGr00,pass_long,0,,,,,
player,201411020min,min,JennGr00,pass_rating,,,,,,
player,201411020min,min,JennGr00,rush_att,0,,,,,
player,201411020min,min,JennGr00,rush_yds,0,,,,,
player,201411020min,min,JennGr00,rush_td,0,,,,,
player,201411020min,min,JennGr00,rush_long,0,,,,,
player,201411020min,min,JennGr00,targets,10,,,,,
player,201411020min,min,JennGr00,rec,6,,,,,
player,201411020min,min,JennGr00,rec_yds,76,,,,,
player,201411020min,min,JennGr00,rec_td,0,,,,,
player,201411020min,min,JennGr00,rec_long,22,,,,,
player,201411020min,min,JennGr00,fumbles,0,,,,,
player,201411020min,min,JennGr00,fumbles_lost,0,,,,,
player,201411020min,min,FordCh00,pass_cmp,0,,,,,
player,201411020min,min,FordCh00,pass_att,0,,,,,
player,201411020min,min,FordCh00,pass_yds,0,,,,,
player,201411020min,min,FordCh00,pass_td,0,,,,,
player,201411020min,min,FordCh00,pass_int,0,,,,,
player,201411020min,min,FordCh00,pass_sacked,0,,,,,
player,201411020min,min,FordCh00,pass_sacked_yds,0,,,,,
player,201411020min,min,FordCh00,pass_long,0,,,,,
player,201411020min,min,FordCh00,pass_rating,,,,,,
player,201411020min,min,FordCh00,rush_att,0,,,,,
player,201411020min,min,FordCh00,rush_yds,0,,,,,
player,201411020min,min,FordCh00,rush_td,0,,,,,
player,201411020min,min,FordCh00,rush_long,0,,,,,
player,201411020min,min,FordCh00,targets,7,,,,,
player,201411020min,min,FordCh00,rec,5,,,,,
player,201411020min,min,FordCh00,rec_yds,66,,,,,
player,201411020min,min,FordCh00,rec_td,1,,,,,
player,201411020min,min,FordCh00,rec_long,21,,,,,
player,201411020min,min,FordCh00,fumbles,0,,,,,
player,201411020min,min,FordCh00,fumbles_lost,0,,,,,
player,201411020min,min,ElliRh00,pass_cmp,0,,,,,
player,201411020min,min,ElliRh00,pass_att,0,,,,,
player,201411020min,min,ElliRh00,pass_yds,0,,,,,
player,201411020min,min,ElliRh00,pass_td,0,,,,,
player,201411020min,min,ElliRh00,pass_int,0,,,,,
player,201411020min,min,ElliRh00,pass_sacked,0,,,,,
player,201411020min,min,ElliRh00,pass_sacked_yds,0,,,,,
player,201411020min,min,ElliRh00,pass_long,0,,,,,
player,201411020min,min,ElliRh00,pass_rating,,,,,,
player,201411020min,min,ElliRh00,rush_att,0,,,,,
player,201411020min,min,ElliRh00,rush_yds,0,,,,,
player,201411020min,min,ElliRh00,rush_td,0,,,,,
player,201411020min,min,ElliRh00,rush_long,0,,,,,
player,201411020min,min,ElliRh00,targets,4,,,,,
player,201411020min,min,ElliRh00,rec,4,,,,,
player,201411020min,min,ElliRh00,rec_yds,30,,,,,
player,201411020min,min,ElliRh00,rec_td,0,,,,,
player,201411020min,min,ElliRh00,rec_long,15,,,,,
player,201411020min,min,ElliRh00,fumbles,0,,,,,
player,201411020min,min,ElliRh00,fumbles_lost,0,,,,,
player,201411020min,min,WrigJa02,pass_cmp,0,,,,,
player,201411020min,min,WrigJa02,pass_att,0,,,,,
player,201411020min,min,WrigJa02,pass_yds,0,,,,,
player,201411020min,min,WrigJa02,pass_td,0,,,,,
player,201411020min,min,WrigJa02,pass_int,0,,,,,
player,201411020min,min,WrigJa02,pass_sacked,0,,,,,
player,201411020min,min,WrigJa02,pass_sacked_yds,0,,,,,
player,201411020min,min,WrigJa02,pass_long,0,,,,,
player,201411020min,min,WrigJa02,pass_rating,,,,,,
player,201411020min,min,WrigJa02,rush_att,0,,,,,
player,201411020min,min,WrigJa02,rush_yds,0,,,,,
player,201411020min,min,WrigJa02,rush_td,0,,,,,
player,201411020min,min,WrigJa02,rush_long,0,,,,,
player,201411020min,min,WrigJa02,targets,4,,,,,
player,201411020min,min,WrigJa02,rec,2,,,,,
player,201411020min,min,WrigJa02,rec_yds,29,,,,,
player,201411020min,min,WrigJa02,rec_td,0,,,,,
player,201411020min,min,WrigJa02,rec_long,21,,,,,
player,201411020min,min,WrigJa02,fumbles,0,,,,,
player,201411020min,min,WrigJa02,fumbles_lost,0,,,,,
player,201411020min,min,JohnCh08,pass_cmp,0,,,,,
player,201411020min,min,JohnCh08,pass_att,0,,,,,
player,201411020min,min,JohnCh08,pass_yds,0,,,,,
player,201411020min,min,JohnCh08,pass_td,0,,,,,
player,201411020min,min,JohnCh08,pass_int,0,,,,,
player,201411020min,min,JohnCh08,pass_sacked,0,,,,,
player,201411020min,min,JohnCh08,pass_sacked_yds,0,,,,,
player,201411020min,min,JohnCh08,pass_long,0,,,,,
player,201411020min,min,JohnCh08,pass_rating,,,,,,
player,201411020min,min,JohnCh08,rush_att,0,,,,,
player,201411020min,min,JohnCh08,rush_yds,0,,,,,
player,201411020min,min,JohnCh08,rush_td,0,,,,,
player,201411020min,min,JohnCh08,rush_long,0,,,,,
player,201411020min,min,JohnCh08,targets,1,,,,,
player,201411020min,min,JohnCh08,rec,1,,,,,
player,201411020min,min,JohnCh08,rec_yds,13,,,,,
player,201411020min,min,JohnCh08,rec_td,0,,,,,
player,201411020min,min,JohnCh08,rec_long,13,,,,,
player,201411020min,min,JohnCh08,fumbles,0,,,,,
player,201411020min,min,JohnCh08,fumbles_lost,0,,,,,
player,201411020min,min,PattCo00,pass_cmp,0,,,,,
player,201411020min,min,PattCo00,pass_att,0,,,,,
player,201411020min,min,PattCo00,pass_yds,0,,,,,
player,201411020min,min,PattCo00,pass_td,0,,,,,
player,201411020min,min,PattCo00,pass_int,0,,,,,
player,201411020min,min,PattCo00,pass_sacked,0,,,,,
player,201411020min,min,PattCo00,pass_sacked_yds,0,,,,,
player,201411020min,min,PattCo00,pass_long,0,,,,,
player,201411020min,min,PattCo00,pass_rating,,,,,,
player,201411020min,min,PattCo00,rush_att,0,,,,,
player,201411020min,min,PattCo00,rush_yds,0,,,,,
player,201411020min,min,PattCo00,rush_td,0,,,,,
player,201411020min,min,PattCo00,rush_long,0,,,,,
player,201411020min,min,PattCo00,targets,7,,,,,
player,201411020min,min,PattCo00,rec,1,,,,,
player,201411020min,min,PattCo00,rec_yds,9,,,,,
player,201411020min,min,PattCo00,rec_td,0,,,,,
player,201411020min,min,PattCo00,rec_long,9,,,,,
player,201411020min,min,PattCo00,fumbles,0,,,,,
player,201411020min,min,PattCo00,fumbles_lost,0,,,,,
player,201411020min,was,MurpTr00,def_int,0,,,,,
player,201411020min,was,MurpTr00,def_int_yds,0,,,,,
player,201411020min,was,MurpTr00,def_int_td,0,,,,,
player,201411020min,was,MurpTr00,def_int_long,0,,,,,
player,201411020min,was,MurpTr00,pass_defended,0,,,,,
player,201411020min,was,MurpTr00,sacks,1.0,,,,,
player,201411020min,was,MurpTr00,tackles_combined,4,,,,,
player,201411020min,was,MurpTr00,tackles_solo,3,,,,,
player,201411020min,was,MurpTr00,tackles_assists,1,,,,,
player,201411020min,was,MurpTr00,tackles_loss,1,,,,,
player,201411020min,was,MurpTr00,qb_hits,1,,,,,
player,201411020min,was,MurpTr00,fumbles_rec,0,,,,,
player,201411020min,was,MurpTr00,fumbles_rec_yds,0,,,,,
player,201411020min,was,MurpTr00,fumbles_rec_td,0,,,,,
player,201411020min,was,MurpTr00,fumbles_forced,0,,,,,
player,201411020min,was,HatcJa20,def_int,0,,,,,
player,201411020min,was,HatcJa20,def_int_yds,0,,,,,
player,201411020min,was,HatcJa20,def_int_td,0,,,,,
player,201411020min,was,HatcJa20,def_int_long,0,,,,,
player,201411020min,was,HatcJa20,pass_defended,0,,,,,
player,201411020min,was,HatcJa20,sacks,1.0,,,,,
player,201411020min,was,HatcJa20,tackles_combined,2,,,,,
player,201411020min,was,HatcJa20,tackles_solo,2,,,,,
player,201411020min,was,HatcJa20,tackles_assists,0,,,,,
player,201411020min,was,HatcJa20,tackles_loss,2,,,,,
player,201411020min,was,HatcJa20,qb_hits,1,,,,,
player,201411020min,was,HatcJa20,fumbles_rec,0,,,,,
player,201411020min,was,HatcJa20,fumbles_rec_yds,0,,,,,
player,201411020min,was,HatcJa20,fumbles_rec_td,0,,,,,
player,201411020min,was,HatcJa20,fumbles_forced,0,,,,,
player,201411020min,was,RilePe00,def_int,0,,,,,
player,201411020min,was,RilePe00,def_int_yds,0,,,,,
player,201411020min,was,RilePe00,def_int_td,0,,,,,
player,201411020min,was,RilePe00,def_int_long,0,,,,,
player,201411020min,was,RilePe00,pass_defended,0,,,,,
player,201411020min,was,RilePe00,sacks,0.0,,,,,
player,201411020min,was,RilePe00,tackles_combined,10,,,,,
player,201411020min,was,RilePe00,tackles_solo,7,,,,,
player,201411020min,was,RilePe00,tackles_assists,3,,,,,
player,201411020min,was,RilePe00,tackles_loss,1,,,,,
player,201411020min,was,RilePe00,qb_hits,0,,,,,
player,201411020min,was,RilePe00,fumbles_rec,0,,,,,
player,201411020min,was,RilePe00,fumbles_rec_yds,0,,,,,
player,201411020min,was,RilePe00,fumbles_rec_td,0,,,,,
player,201411020min,was,RilePe00,fumbles_forced,0,,,,,
player,201411020min,was,RobiKe01,def_int,0,,,,,
player,201411020min,was,RobiKe01,def_int_yds,0,,,,,
player,201411020min,was,RobiKe01,def_int_td,0,,,,,
player,201411020min,was,RobiKe01,def_int_long,0,,,,,
player,201411020min,was,RobiKe01,pass_defended,0,,,,,
player,201411020min,was,RobiKe01,sacks,0.0,,,,,
player,201411020min,was,RobiKe01,tackles_combined,8,,,,,
player,201411020min,was,RobiKe01,tackles_solo,6,,,,,
player,201411020min,was,RobiKe01,tackles_assists,2,,,,,
player,201411020min,was,RobiKe01,tackles_loss,0,,,,,
player,201411020min,was,RobiKe01,qb_hits,3,,,,,
player,201411020min,was,RobiKe01,fumbles_rec,0,,,,,
player,201411020min,was,RobiKe01,fumbles_rec_yds,0,,,,,
player,201411020min,was,RobiKe01,fumbles_rec_td,0,,,,,
player,201411020min,was,RobiKe01,fumbles_forced,0,,,,,
player,201411020min,was,ClarRy20,def_int,0,,,,,
player,201411020min,was,ClarRy20,def_int_yds,0,,,,,
player,201411020min,was,ClarRy20,def_int_td,0,,,,,
player,201411020min,was,ClarRy20,def_int_long,0,,,,,
player,201411020min,was,ClarRy20,pass_defended,0,,,,,
player,201411020min,was,ClarRy20,sacks,0.0,,,,,
player,201411020min,was,ClarRy20,tackles_combined,7,,,,,
player,201411020min,was,ClarRy20,tackles_solo,7,,,,,
player,201411020min,was,ClarRy20,tackles_assists,0,,,,,
player,201411020min,was,ClarRy20,tackles_loss,0,,,,,
player,201411020min,was,ClarRy20,qb_hits,0,,,,,
player,201411020min,was,ClarRy20,fumbles_rec,0,,,,,
player,201411020min,was,ClarRy20,fumbles_rec_yds,0,,,,,
player,201411020min,was,ClarRy20,fumbles_rec_td,0,,,,,
player,201411020min,was,ClarRy20,fumbles_forced,0,,,,,
player,201411020min,was,AmerDa00,def_int,0,,,,,
player,201411020min,was,AmerDa00,def_int_yds,0,,,,,
player,201411020min,was,AmerDa00,def_int_td,0,,,,,
player,201411020min,was,AmerDa00,def_int_long,0,,,,,
player,201411020min,was,AmerDa00,pass_defended,1,,,,,
player,201411020min,was,AmerDa00,sacks,0.0,,,,,
player,201411020min,was,AmerDa00,tackles_combined,5,,,,,
player,201411020min,was,AmerDa00,tackles_solo,5,,,,,
player,201411020min,was,AmerDa00,tackles_assists,0,,,,,
player,201411020min,was,AmerDa00,tackles_loss,0,,,,,
player,201411020min,was,AmerDa00,qb_hits,0,,,,,
player,201411020min,was,AmerDa00,fumbles_rec,0,,,,,
player,201411020min,was,AmerDa00,fumbles_rec_yds,0,,,,,
player,201411020min,was,AmerDa00,fumbles_rec_td,0,,,,,
player,201411020min,was,AmerDa00,fumbles_forced,0,,,,,
player,201411020min,was,BreeBa00,def_int,0,,,,,
player,201411020min,was,BreeBa00,def_int_yds,0,,,,,
player,201411020min,was,BreeBa00,def_int_td,0,,,,,
player,201411020min,was,BreeBa00,def_int_long,0,,,,,
player,201411020min,was,BreeBa00,pass_defended,2,,,,,
player,201411020min,was,BreeBa00,sacks,0.0,,,,,
player,201411020min,was,BreeBa00,tackles_combined,4,,,,,
player,201411020min,was,BreeBa00,tackles_solo,4,,,,,
player,201411020min,was,BreeBa00,tackles_assists,0,,,,,
player,201411020min,was,BreeBa00,tackles_loss,0,,,,,
player,201411020min,was,BreeBa00,qb_hits,0,,,,,
player,201411020min,was,BreeBa00,fumbles_rec,0,,,,,
player,201411020min,was,BreeBa00,fumbles_rec_yds,0,,,,,
player,201411020min,was,BreeBa00,fumbles_rec_td,0,,,,,
player,201411020min,was,BreeBa00,fumbles_forced,0,,,,,
player,201411020min,was,MeriBr99,def_int,0,,,,,
player,201411020min,was,MeriBr99,def_int_yds,0,,,,,
player,201411020min,was,MeriBr99,def_int_td,0,,,,,
player,201411020min,was,MeriBr99,def_int_long,0,,,,,
player,201411020min,was,MeriBr99,pass_defended,0,,,,,
player,201411020min,was,MeriBr99,sacks,0.0,,,,,
player,201411020min,was,MeriBr99,tackles_combined,4,,,,,
player,201411020min,was,MeriBr99,tackles_solo,4,,,,,
player,201411020min,was,MeriBr99,tackles_assists,0,,,,,
player,201411020min,was,MeriBr99,tackles_loss,0,,,,,
player,201411020min,was,MeriBr99,qb_hits,0,,,,,
player,201411020min,was,MeriBr99,fumbles_rec,0,,,,,
player,201411020min,was,MeriBr99,fumbles_rec_yds,0,,,,,
player,201411020min,was,MeriBr99,fumbles_rec_td,0,,,,,
player,201411020min,was,MeriBr99,fumbles_forced,0,,,,,
