game,2014,8,20141023,201410230den,sdg,"San Diego Chargers",21,den,"Denver Broncos",35
team,201410230den,sdg,First Downs,22,,,,,,
team,201410230den,den,First Downs,27,,,,,,
team,201410230den,sdg,Rush-Yds-TDs,15-61-0,,,,,,
team,201410230den,den,Rush-Yds-TDs,30-139-2,,,,,,
team,201410230den,sdg,Cmp-Att-Yd-TD-INT,30-41-252-3-2,,,,,,
team,201410230den,den,Cmp-Att-Yd-TD-INT,25-35-286-3-0,,,,,,
team,201410230den,sdg,Sacked-Yards,2-7,,,,,,
team,201410230den,den,Sacked-Yards,0-0,,,,,,
team,201410230den,sdg,Net Pass Yards,245,,,,,,
team,201410230den,den,Net Pass Yards,286,,,,,,
team,201410230den,sdg,Total Yards,306,,,,,,
team,201410230den,den,Total Yards,425,,,,,,
team,201410230den,sdg,Fumbles-Lost,0-0,,,,,,
team,201410230den,den,Fumbles-Lost,2-0,,,,,,
team,201410230den,sdg,Turnovers,2,,,,,,
team,201410230den,den,Turnovers,0,,,,,,
team,201410230den,sdg,Penalties-Yards,7-77,,,,,,
team,201410230den,den,Penalties-Yards,9-71,,,,,,
team,201410230den,sdg,Third Down Conv.,4-10,,,,,,
team,201410230den,den,Third Down Conv.,8-13,,,,,,
team,201410230den,sdg,Fourth Down Conv.,1-1,,,,,,
team,201410230den,den,Fourth Down Conv.,0-0,,,,,,
team,201410230den,sdg,Time of Possession,29:14,,,,,,
team,201410230den,den,Time of Possession,30:46,,,,,,
player,201410230den,sdg,RivePh00,pass_cmp,30,,,,,
player,201410230den,sdg,RivePh00,pass_att,41,,,,,
player,201410230den,sdg,RivePh00,pass_yds,252,,,,,
player,201410230den,sdg,RivePh00,pass_td,3,,,,,
player,201410230den,sdg,RivePh00,pass_int,2,,,,,
player,201410230den,sdg,RivePh00,pass_sacked,2,,,,,
player,201410230den,sdg,RivePh00,pass_sacked_yds,7,,,,,
player,201410230den,sdg,RivePh00,pass_long,31,,,,,
player,201410230den,sdg,RivePh00,pass_rating,92.7,,,,,
player,201410230den,sdg,RivePh00,rush_att,1,,,,,
player,201410230den,sdg,RivePh00,rush_yds,17,,,,,
player,201410230den,sdg,RivePh00,rush_td,0,,,,,
player,201410230den,sdg,RivePh00,rush_long,17,,,,,
player,201410230den,sdg,RivePh00,targets,0,,,,,
player,201410230den,sdg,RivePh00,rec,0,,,,,
player,201410230den,sdg,RivePh00,rec_yds,0,,,,,
player,201410230den,sdg,RivePh00,rec_td,0,,,,,
player,201410230den,sdg,RivePh00,rec_long,0,,,,,
player,201410230den,sdg,RivePh00,fumbles,0,,,,,
player,201410230den,sdg,RivePh00,fumbles_lost,0,,,,,
player,201410230den,sdg,OlivBr01,pass_cmp,0,,,,,
player,201410230den,sdg,OlivBr01,pass_att,0,,,,,
player,201410230den,sdg,OlivBr01,pass_yds,0,,,,,
player,201410230den,sdg,OlivBr01,pass_td,0,,,,,
player,201410230den,sdg,OlivBr01,pass_int,0,,,,,
player,201410230den,sdg,OlivBr01,pass_sacked,0,,,,,
player,201410230den,sdg,OlivBr01,pass_sacked_yds,0,,,,,
player,201410230den,sdg,OlivBr01,pass_long,0,,,,,
player,201410230den,sdg,OlivBr01,pass_rating,,,,,,
player,201410230den,sdg,OlivBr01,rush_att,13,,,,,
player,201410230den,sdg,OlivBr01,rush_yds,36,,,,,
player,201410230den,sdg,OlivBr01,rush_td,0,,,,,
player,201410230den,sdg,OlivBr01,rush_long,23,,,,,
player,201410230den,sdg,OlivBr01,targets,8,,,,,
player,201410230den,sdg,OlivBr01,rec,7,,,,,
player,201410230den,sdg,OlivBr01,rec_yds,27,,,,,
player,201410230den,sdg,OlivBr01,rec_td,0,,,,,
player,201410230den,sdg,OlivBr01,rec_long,22,,,,,
player,201410230den,sdg,OlivBr01,fumbles,0,,,,,
player,201410230den,sdg,OlivBr01,fumbles_lost,0,,,,,
player,201410230den,sdg,BrowRo05,pass_cmp,0,,,,,
player,201410230den,sdg,BrowRo05,pass_att,0,,,,,
player,201410230den,sdg,BrowRo05,pass_yds,0,,,,,
player,201410230den,sdg,BrowRo05,pass_td,0,,,,,
player,201410230den,sdg,BrowRo05,pass_int,0,,,,,
player,201410230den,sdg,BrowRo05,pass_sacked,0,,,,,
player,201410230den,sdg,BrowRo05,pass_sacked_yds,0,,,,,
player,201410230den,sdg,BrowRo05,pass_long,0,,,,,
player,201410230den,sdg,BrowRo05,pass_rating,,,,,,
player,201410230den,sdg,BrowRo05,rush_att,1,,,,,
player,201410230den,sdg,BrowRo05,rush_yds,8,,,,,
player,201410230den,sdg,BrowRo05,rush_td,0,,,,,
player,201410230den,sdg,BrowRo05,rush_long,8,,,,,
player,201410230den,sdg,BrowRo05,targets,1,,,,,
player,201410230den,sdg,BrowRo05,rec,1,,,,,
player,201410230den,sdg,BrowRo05,rec_yds,2,,,,,
player,201410230den,sdg,BrowRo05,rec_td,0,,,,,
player,201410230den,sdg,BrowRo05,rec_long,2,,,,,
player,201410230den,sdg,BrowRo05,fumbles,0,,,,,
player,201410230den,sdg,BrowRo05,fumbles_lost,0,,,,,
player,201410230den,sdg,AlleKe00,pass_cmp,0,,,,,
player,201410230den,sdg,AlleKe00,pass_att,0,,,,,
player,201410230den,sdg,AlleKe00,pass_yds,0,,,,,
player,201410230den,sdg,AlleKe00,pass_td,0,,,,,
player,201410230den,sdg,AlleKe00,pass_int,0,,,,,
player,201410230den,sdg,AlleKe00,pass_sacked,0,,,,,
player,201410230den,sdg,AlleKe00,pass_sacked_yds,0,,,,,
player,201410230den,sdg,AlleKe00,pass_long,0,,,,,
player,201410230den,sdg,AlleKe00,pass_rating,,,,,,
player,201410230den,sdg,AlleKe00,rush_att,0,,,,,
player,201410230den,sdg,AlleKe00,rush_yds,0,,,,,
player,201410230den,sdg,AlleKe00,rush_td,0,,,,,
player,201410230den,sdg,AlleKe00,rush_long,0,,,,,
player,201410230den,sdg,AlleKe00,targets,13,,,,,
player,201410230den,sdg,AlleKe00,rec,9,,,,,
player,201410230den,sdg,AlleKe00,rec_yds,73,,,,,
player,201410230den,sdg,AlleKe00,rec_td,1,,,,,
player,201410230den,sdg,AlleKe00,rec_long,19,,,,,
player,201410230den,sdg,AlleKe00,fumbles,0,,,,,
player,201410230den,sdg,AlleKe00,fumbles_lost,0,,,,,
player,201410230den,sdg,FloyMa00,pass_cmp,0,,,,,
player,201410230den,sdg,FloyMa00,pass_att,0,,,,,
player,201410230den,sdg,FloyMa00,pass_yds,0,,,,,
player,201410230den,sdg,FloyMa00,pass_td,0,,,,,
player,201410230den,sdg,FloyMa00,pass_int,0,,,,,
player,201410230den,sdg,FloyMa00,pass_sacked,0,,,,,
player,201410230den,sdg,FloyMa00,pass_sacked_yds,0,,,,,
player,201410230den,sdg,FloyMa00,pass_long,0,,,,,
player,201410230den,sdg,FloyMa00,pass_rating,,,,,,
player,201410230den,sdg,FloyMa00,rush_att,0,,,,,
player,201410230den,sdg,FloyMa00,rush_yds,0,,,,,
player,201410230den,sdg,FloyMa00,rush_td,0,,,,,
player,201410230den,sdg,FloyMa00,rush_long,0,,,,,
player,201410230den,sdg,FloyMa00,targets,7,,,,,
player,201410230den,sdg,FloyMa00,rec,4,,,,,
player,201410230den,sdg,FloyMa00,rec_yds,58,,,,,
player,201410230den,sdg,FloyMa00,rec_td,0,,,,,
player,201410230den,sdg,FloyMa00,rec_long,26,,,,,
player,201410230den,sdg,FloyMa00,fumbles,0,,,,,
player,201410230den,sdg,FloyMa00,fumbles_lost,0,,,,,
player,201410230den,sdg,GateAn00,pass_cmp,0,,,,,
player,201410230den,sdg,GateAn00,pass_att,0,,,,,
player,201410230den,sdg,GateAn00,pass_yds,0,,,,,
player,201410230den,sdg,GateAn00,pass_td,0,,,,,
player,201410230den,sdg,GateAn00,pass_int,0,,,,,
player,201410230den,sdg,GateAn00,pass_sacked,0,,,,,
player,201410230den,sdg,GateAn00,pass_sacked_yds,0,,,,,
player,201410230den,sdg,GateAn00,pass_long,0,,,,,
player,201410230den,sdg,GateAn00,pass_rating,,,,,,
player,201410230den,sdg,GateAn00,rush_att,0,,,,,
player,201410230den,sdg,GateAn00,rush_yds,0,,,,,
player,201410230den,sdg,GateAn00,rush_td,0,,,,,
player,201410230den,sdg,GateAn00,rush_long,0,,,,,
player,201410230den,sdg,GateAn00,targets,8,,,,,
player,201410230den,sdg,GateAn00,rec,5,,,,,
player,201410230den,sdg,GateAn00,rec_yds,54,,,,,
player,201410230den,sdg,GateAn00,rec_td,2,,,,,
player,201410230den,sdg,GateAn00,rec_long,31,,,,,
player,201410230den,sdg,GateAn00,fumbles,0,,,,,
player,201410230den,sdg,GateAn00,fumbles_lost,0,,,,,
player,201410230den,sdg,RoyaEd00,pass_cmp,0,,,,,
player,201410230den,sdg,RoyaEd00,pass_att,0,,,,,
player,201410230den,sdg,RoyaEd00,pass_yds,0,,,,,
player,201410230den,sdg,RoyaEd00,pass_td,0,,,,,
player,201410230den,sdg,RoyaEd00,pass_int,0,,,,,
player,201410230den,sdg,RoyaEd00,pass_sacked,0,,,,,
player,201410230den,sdg,RoyaEd00,pass_sacked_yds,0,,,,,
player,201410230den,sdg,RoyaEd00,pass_long,0,,,,,
player,201410230den,sdg,RoyaEd00,pass_rating,,,,,,
player,201410230den,sdg,RoyaEd00,rush_att,0,,,,,
player,201410230den,sdg,RoyaEd00,rush_yds,0,,,,,
player,201410230den,sdg,RoyaEd00,rush_td,0,,,,,
player,201410230den,sdg,RoyaEd00,rush_long,0,,,,,
player,201410230den,sdg,RoyaEd00,targets,3,,,,,
player,201410230den,sdg,RoyaEd00,rec,3,,,,,
player,201410230den,sdg,RoyaEd00,rec_yds,29,,,,,
player,201410230den,sdg,RoyaEd00,rec_td,0,,,,,
player,201410230den,sdg,RoyaEd00,rec_long,15,,,,,
player,201410230den,sdg,RoyaEd00,fumbles,0,,,,,
player,201410230den,sdg,RoyaEd00,fumbles_lost,0,,,,,
player,201410230den,sdg,GreeLa00,pass_cmp,0,,,,,
player,201410230den,sdg,GreeLa00,pass_att,0,,,,,
player,201410230den,sdg,GreeLa00,pass_yds,0,,,,,
player,201410230den,sdg,GreeLa00,pass_td,0,,,,,
player,201410230den,sdg,GreeLa00,pass_int,0,,,,,
player,201410230den,sdg,GreeLa00,pass_sacked,0,,,,,
player,201410230den,sdg,GreeLa00,pass_sacked_yds,0,,,,,
player,201410230den,sdg,GreeLa00,pass_long,0,,,,,
player,201410230den,sdg,GreeLa00,pass_rating,,,,,,
player,201410230den,sdg,GreeLa00,rush_att,0,,,,,
player,201410230den,sdg,GreeLa00,rush_yds,0,,,,,
player,201410230den,sdg,GreeLa00,rush_td,0,,,,,
player,201410230den,sdg,GreeLa00,rush_long,0,,,,,
player,201410230den,sdg,GreeLa00,targets,1,,,,,
player,201410230den,sdg,GreeLa00,rec,1,,,,,
player,201410230den,sdg,GreeLa00,rec_yds,9,,,,,
player,201410230den,sdg,GreeLa00,rec_td,0,,,,,
player,201410230den,sdg,GreeLa00,rec_long,9,,,,,
player,201410230den,sdg,GreeLa00,fumbles,0,,,,,
player,201410230den,sdg,GreeLa00,fumbles_lost,0,,,,,
player,201410230den,den,MannPe00,pass_cmp,25,,,,,
player,201410230den,den,MannPe00,pass_att,35,,,,,
player,201410230den,den,MannPe00,pass_yds,286,,,,,
player,201410230den,den,MannPe00,pass_td,3,,,,,
player,201410230den,den,MannPe00,pass_int,0,,,,,
player,201410230den,den,MannPe00,pass_sacked,0,,,,,
player,201410230den,den,MannPe00,pass_sacked_yds,0,,,,,
player,201410230den,den,MannPe00,pass_long,38,,,,,
player,201410230den,den,MannPe00,pass_rating,124.2,,,,,
player,201410230den,den,MannPe00,rush_att,1,,,,,
player,201410230den,den,MannPe00,rush_yds,0,,,,,
player,201410230den,den,MannPe00,rush_td,0,,,,,
player,201410230den,den,MannPe00,rush_long,0,,,,,
player,201410230den,den,MannPe00,targets,0,,,,,
player,201410230den,den,MannPe00,rec,0,,,,,
player,201410230den,den,MannPe00,rec_yds,0,,,,,
player,201410230den,den,MannPe00,rec_td,0,,,,,
player,201410230den,den,MannPe00,rec_long,0,,,,,
player,201410230den,den,MannPe00,fumbles,1,,,,,
player,201410230den,den,MannPe00,fumbles_lost,0,,,,,
