game,2014,2,20140914,201409140nyg,crd,"Arizona Cardinals",25,nyg,"New York Giants",14
player,201409140nyg,nyg,AyerRo99,def_int_long,0,,,,,
player,201409140nyg,nyg,AyerRo99,pass_defended,0,,,,,
player,201409140nyg,nyg,AyerRo99,sacks,1.0,,,,,
player,201409140nyg,nyg,AyerRo99,tackles_combined,3,,,,,
player,201409140nyg,nyg,AyerRo99,tackles_solo,2,,,,,
player,201409140nyg,nyg,AyerRo99,tackles_assists,1,,,,,
player,201409140nyg,nyg,AyerRo99,tackles_loss,1,,,,,
player,201409140nyg,nyg,AyerRo99,qb_hits,1,,,,,
player,201409140nyg,nyg,AyerRo99,fumbles_rec,0,,,,,
player,201409140nyg,nyg,AyerRo99,fumbles_rec_yds,0,,,,,
player,201409140nyg,nyg,AyerRo99,fumbles_rec_td,0,,,,,
player,201409140nyg,nyg,AyerRo99,fumbles_forced,0,,,,,
player,201409140nyg,nyg,KiwaMa20,def_int,0,,,,,
player,201409140nyg,nyg,KiwaMa20,def_int_yds,0,,,,,
player,201409140nyg,nyg,KiwaMa20,def_int_td,0,,,,,
player,201409140nyg,nyg,KiwaMa20,def_int_long,0,,,,,
player,201409140nyg,nyg,KiwaMa20,pass_defended,0,,,,,
player,201409140nyg,nyg,KiwaMa20,sacks,0.5,,,,,
player,201409140nyg,nyg,KiwaMa20,tackles_combined,2,,,,,
player,201409140nyg,nyg,KiwaMa20,tackles_solo,2,,,,,
player,201409140nyg,nyg,KiwaMa20,tackles_assists,0,,,,,
player,201409140nyg,nyg,KiwaMa20,tackles_loss,1,,,,,
player,201409140nyg,nyg,KiwaMa20,qb_hits,2,,,,,
player,201409140nyg,nyg,KiwaMa20,fumbles_rec,0,,,,,
player,201409140nyg,nyg,KiwaMa20,fumbles_rec_yds,0,,,,,
player,201409140nyg,nyg,KiwaMa20,fumbles_rec_td,0,,,,,
player,201409140nyg,nyg,KiwaMa20,fumbles_forced,0,,,,,
player,201409140nyg,nyg,AmukPr00,def_int,0,,,,,
player,201409140nyg,nyg,AmukPr00,def_int_yds,0,,,,,
player,201409140nyg,nyg,AmukPr00,def_int_td,0,,,,,
player,201409140nyg,nyg,AmukPr00,def_int_long,0,,,,,
player,201409140nyg,nyg,AmukPr00,pass_defended,1,,,,,
player,201409140nyg,nyg,AmukPr00,sacks,0.0,,,,,
player,201409140nyg,nyg,AmukPr00,tackles_combined,9,,,,,
player,201409140nyg,nyg,AmukPr00,tackles_solo,8,,,,,
player,201409140nyg,nyg,AmukPr00,tackles_assists,1,,,,,
player,201409140nyg,nyg,AmukPr00,tackles_loss,0,,,,,
player,201409140nyg,nyg,AmukPr00,qb_hits,0,,,,,
player,201409140nyg,nyg,AmukPr00,fumbles_rec,0,,,,,
player,201409140nyg,nyg,AmukPr00,fumbles_rec_yds,0,,,,,
player,201409140nyg,nyg,AmukPr00,fumbles_rec_td,0,,,,,
player,201409140nyg,nyg,AmukPr00,fumbles_forced,0,,,,,
player,201409140nyg,nyg,RollAn20,def_int,0,,,,,
player,201409140nyg,nyg,RollAn20,def_int_yds,0,,,,,
player,201409140nyg,nyg,RollAn20,def_int_td,0,,,,,
player,201409140nyg,nyg,RollAn20,def_int_long,0,,,,,
player,201409140nyg,nyg,RollAn20,pass_defended,1,,,,,
player,201409140nyg,nyg,RollAn20,sacks,0.0,,,,,
player,201409140nyg,nyg,RollAn20,tackles_combined,8,,,,,
player,201409140nyg,nyg,RollAn20,tackles_solo,3,,,,,
player,201409140nyg,nyg,RollAn20,tackles_assists,5,,,,,
player,201409140nyg,nyg,RollAn20,tackles_loss,0,,,,,
player,201409140nyg,nyg,RollAn20,qb_hits,1,,,,,
player,201409140nyg,nyg,RollAn20,fumbles_rec,0,,,,,
player,201409140nyg,nyg,RollAn20,fumbles_rec_yds,0,,,,,
player,201409140nyg,nyg,RollAn20,fumbles_rec_td,0,,,,,
player,201409140nyg,nyg,RollAn20,fumbles_forced,0,,,,,
player,201409140nyg,nyg,RodgDo99,def_int,0,,,,,
player,201409140nyg,nyg,RodgDo99,def_int_yds,0,,,,,
player,201409140nyg,nyg,RodgDo99,def_int_td,0,,,,,
player,201409140nyg,nyg,RodgDo99,def_int_long,0,,,,,
player,201409140nyg,nyg,RodgDo99,pass_defended,2,,,,,
player,201409140nyg,nyg,RodgDo99,sacks,0.0,,,,,
player,201409140nyg,nyg,RodgDo99,tackles_combined,5,,,,,
player,201409140nyg,nyg,RodgDo99,tackles_solo,5,,,,,
player,201409140nyg,nyg,RodgDo99,tackles_assists,0,,,,,
player,201409140nyg,nyg,RodgDo99,tackles_loss,0,,,,,
player,201409140nyg,nyg,RodgDo99,qb_hits,0,,,,,
player,201409140nyg,nyg,RodgDo99,fumbles_rec,0,,,,,
player,201409140nyg,nyg,RodgDo99,fumbles_rec_yds,0,,,,,
player,201409140nyg,nyg,RodgDo99,fumbles_rec_td,0,,,,,
player,201409140nyg,nyg,RodgDo99,fumbles_forced,0,,,,,
player,201409140nyg,nyg,BeasJo99,def_int,0,,,,,
player,201409140nyg,nyg,BeasJo99,def_int_yds,0,,,,,
player,201409140nyg,nyg,BeasJo99,def_int_td,0,,,,,
player,201409140nyg,nyg,BeasJo99,def_int_long,0,,,,,
player,201409140nyg,nyg,BeasJo99,pass_defended,0,,,,,
player,201409140nyg,nyg,BeasJo99,sacks,0.0,,,,,
player,201409140nyg,nyg,BeasJo99,tackles_combined,4,,,,,
player,201409140nyg,nyg,BeasJo99,tackles_solo,3,,,,,
player,201409140nyg,nyg,BeasJo99,tackles_assists,1,,,,,
player,201409140nyg,nyg,BeasJo99,tackles_loss,0,,,,,
player,201409140nyg,nyg,BeasJo99,qb_hits,1,,,,,
player,201409140nyg,nyg,BeasJo99,fumbles_rec,0,,,,,
player,201409140nyg,nyg,BeasJo99,fumbles_rec_yds,0,,,,,
player,201409140nyg,nyg,BeasJo99,fumbles_rec_td,0,,,,,
player,201409140nyg,nyg,BeasJo99,fumbles_forced,0,,,,,
player,201409140nyg,nyg,McClJa01,def_int,0,,,,,
player,201409140nyg,nyg,McClJa01,def_int_yds,0,,,,,
player,201409140nyg,nyg,McClJa01,def_int_td,0,,,,,
player,201409140nyg,nyg,McClJa01,def_int_long,0,,,,,
player,201409140nyg,nyg,McClJa01,pass_defended,0,,,,,
player,201409140nyg,nyg,McClJa01,sacks,0.0,,,,,
player,201409140nyg,nyg,McClJa01,tackles_combined,4,,,,,
player,201409140nyg,nyg,McClJa01,tackles_solo,3,,,,,
player,201409140nyg,nyg,McClJa01,tackles_assists,1,,,,,
player,201409140nyg,nyg,McClJa01,tackles_loss,0,,,,,
player,201409140nyg,nyg,McClJa01,qb_hits,0,,,,,
player,201409140nyg,nyg,McClJa01,fumbles_rec,0,,,,,
player,201409140nyg,nyg,McClJa01,fumbles_rec_yds,0,,,,,
player,201409140nyg,nyg,McClJa01,fumbles_rec_td,0,,,,,
player,201409140nyg,nyg,McClJa01,fumbles_forced,0,,,,,
player,201409140nyg,nyg,WillJa02,def_int,0,,,,,
player,201409140nyg,nyg,WillJa02,def_int_yds,0,,,,,
player,201409140nyg,nyg,WillJa02,def_int_td,0,,,,,
player,201409140nyg,nyg,WillJa02,def_int_long,0,,,,,
player,201409140nyg,nyg,WillJa02,pass_defended,0,,,,,
player,201409140nyg,nyg,WillJa02,sacks,0.0,,,,,
player,201409140nyg,nyg,WillJa02,tackles_combined,4,,,,,
player,201409140nyg,nyg,WillJa02,tackles_solo,4,,,,,
player,201409140nyg,nyg,WillJa02,tackles_assists,0,,,,,
player,201409140nyg,nyg,WillJa02,tackles_loss,0,,,,,
player,201409140nyg,nyg,WillJa02,qb_hits,0,,,,,
player,201409140nyg,nyg,WillJa02,fumbles_rec,0,,,,,
player,201409140nyg,nyg,WillJa02,fumbles_rec_yds,0,,,,,
player,201409140nyg,nyg,WillJa02,fumbles_rec_td,0,,,,,
player,201409140nyg,nyg,WillJa02,fumbles_forced,0,,,,,
player,201409140nyg,nyg,HerzMa00,def_int,0,,,,,
player,201409140nyg,nyg,HerzMa00,def_int_yds,0,,,,,
player,201409140nyg,nyg,HerzMa00,def_int_td,0,,,,,
player,201409140nyg,nyg,HerzMa00,def_int_long,0,,,,,
player,201409140nyg,nyg,HerzMa00,pass_defended,1,,,,,
player,201409140nyg,nyg,HerzMa00,sacks,0.0,,,,,
player,201409140nyg,nyg,HerzMa00,tackles_combined,3,,,,,
player,201409140nyg,nyg,HerzMa00,tackles_solo,3,,,,,
player,201409140nyg,nyg,HerzMa00,tackles_assists,0,,,,,
player,201409140nyg,nyg,HerzMa00,tackles_loss,0,,,,,
player,201409140nyg,nyg,HerzMa00,qb_hits,0,,,,,
player,201409140nyg,nyg,HerzMa00,fumbles_rec,0,,,,,
player,201409140nyg,nyg,HerzMa00,fumbles_rec_yds,0,,,,,
player,201409140nyg,nyg,HerzMa00,fumbles_rec_td,0,,,,,
player,201409140nyg,nyg,HerzMa00,fumbles_forced,0,,,,,
player,201409140nyg,nyg,MoorDa01,def_int,0,,,,,
player,201409140nyg,nyg,MoorDa01,def_int_yds,0,,,,,
player,201409140nyg,nyg,MoorDa01,def_int_td,0,,,,,
player,201409140nyg,nyg,MoorDa01,def_int_long,0,,,,,
player,201409140nyg,nyg,MoorDa01,pass_defended,0,,,,,
player,201409140nyg,nyg,MoorDa01,sacks,0.0,,,,,
player,201409140nyg,nyg,MoorDa01,tackles_combined,3,,,,,
player,201409140nyg,nyg,MoorDa01,tackles_solo,3,,,,,
player,201409140nyg,nyg,MoorDa01,tackles_assists,0,,,,,
player,201409140nyg,nyg,MoorDa01,tackles_loss,0,,,,,
player,201409140nyg,nyg,MoorDa01,qb_hits,0,,,,,
player,201409140nyg,nyg,MoorDa01,fumbles_rec,0,,,,,
player,201409140nyg,nyg,MoorDa01,fumbles_rec_yds,0,,,,,
player,201409140nyg,nyg,MoorDa01,fumbles_rec_td,0,,,,,
player,201409140nyg,nyg,MoorDa01,fumbles_forced,0,,,,,
player,201409140nyg,nyg,ThurWa99,def_int,0,,,,,
player,201409140nyg,nyg,ThurWa99,def_int_yds,0,,,,,
player,201409140nyg,nyg,ThurWa99,def_int_td,0,,,,,
player,201409140nyg,nyg,ThurWa99,def_int_long,0,,,,,
player,201409140nyg,nyg,ThurWa99,pass_defended,0,,,,,
player,201409140nyg,nyg,ThurWa99,sacks,0.0,,,,,
player,201409140nyg,nyg,ThurWa99,tackles_combined,2,,,,,
player,201409140nyg,nyg,ThurWa99,tackles_solo,2,,,,,
player,201409140nyg,nyg,ThurWa99,tackles_assists,0,,,,,
player,201409140nyg,nyg,ThurWa99,tackles_loss,0,,,,,
player,201409140nyg,nyg,ThurWa99,qb_hits,0,,,,,
player,201409140nyg,nyg,ThurWa99,fumbles_rec,0,,,,,
player,201409140nyg,nyg,ThurWa99,fumbles_rec_yds,0,,,,,
player,201409140nyg,nyg,ThurWa99,fumbles_rec_td,0,,,,,
player,201409140nyg,nyg,ThurWa99,fumbles_forced,0,,,,,
player,201409140nyg,nyg,BowmZa20,def_int,0,,,,,
player,201409140nyg,nyg,BowmZa20,def_int_yds,0,,,,,
player,201409140nyg,nyg,BowmZa20,def_int_td,0,,,,,
player,201409140nyg,nyg,BowmZa20,def_int_long,0,,,,,
player,201409140nyg,nyg,BowmZa20,pass_defended,0,,,,,
player,201409140nyg,nyg,BowmZa20,sacks,0.0,,,,,
player,201409140nyg,nyg,BowmZa20,tackles_combined,1,,,,,
player,201409140nyg,nyg,BowmZa20,tackles_solo,1,,,,,
player,201409140nyg,nyg,BowmZa20,tackles_assists,0,,,,,
player,201409140nyg,nyg,BowmZa20,tackles_loss,0,,,,,
player,201409140nyg,nyg,BowmZa20,qb_hits,0,,,,,
player,201409140nyg,nyg,BowmZa20,fumbles_rec,0,,,,,
player,201409140nyg,nyg,BowmZa20,fumbles_rec_yds,0,,,,,
player,201409140nyg,nyg,BowmZa20,fumbles_rec_td,0,,,,,
player,201409140nyg,nyg,BowmZa20,fumbles_forced,0,,,,,
player,201409140nyg,nyg,BromJa00,def_int,0,,,,,
player,201409140nyg,nyg,BromJa00,def_int_yds,0,,,,,
player,201409140nyg,nyg,BromJa00,def_int_td,0,,,,,
player,201409140nyg,nyg,BromJa00,def_int_long,0,,,,,
player,201409140nyg,nyg,BromJa00,pass_defended,0,,,,,
player,201409140nyg,nyg,BromJa00,sacks,0.0,,,,,
player,201409140nyg,nyg,BromJa00,tackles_combined,1,,,,,
player,201409140nyg,nyg,BromJa00,tackles_solo,1,,,,,
player,201409140nyg,nyg,BromJa00,tackles_assists,0,,,,,
player,201409140nyg,nyg,BromJa00,tackles_loss,0,,,,,
player,201409140nyg,nyg,BromJa00,qb_hits,0,,,,,
player,201409140nyg,nyg,BromJa00,fumbles_rec,0,,,,,
player,201409140nyg,nyg,BromJa00,fumbles_rec_yds,0,,,,,
player,201409140nyg,nyg,BromJa00,fumbles_rec_td,0,,,,,
player,201409140nyg,nyg,BromJa00,fumbles_forced,0,,,,,
player,201409140nyg,nyg,BrowSt99,def_int,0,,,,,
player,201409140nyg,nyg,BrowSt99,def_int_yds,0,,,,,
player,201409140nyg,nyg,BrowSt99,def_int_td,0,,,,,
player,201409140nyg,nyg,BrowSt99,def_int_long,0,,,,,
player,201409140nyg,nyg,BrowSt99,pass_defended,1,,,,,
player,201409140nyg,nyg,BrowSt99,sacks,0.0,,,,,
player,201409140nyg,nyg,BrowSt99,tackles_combined,1,,,,,
player,201409140nyg,nyg,BrowSt99,tackles_solo,0,,,,,
player,201409140nyg,nyg,BrowSt99,tackles_assists,1,,,,,
player,201409140nyg,nyg,BrowSt99,tackles_loss,0,,,,,
player,201409140nyg,nyg,BrowSt99,qb_hits,1,,,,,
player,201409140nyg,nyg,BrowSt99,fumbles_rec,0,,,,,
player,201409140nyg,nyg,BrowSt99,fumbles_rec_yds,0,,,,,
player,201409140nyg,nyg,BrowSt99,fumbles_rec_td,0,,,,,
player,201409140nyg,nyg,BrowSt99,fumbles_forced,0,,,,,
player,201409140nyg,nyg,brownjos01,def_int,0,,,,,
player,201409140nyg,nyg,brownjos01,def_int_yds,0,,,,,
player,201409140nyg,nyg,brownjos01,def_int_td,0,,,,,
player,201409140nyg,nyg,brownjos01,def_int_long,0,,,,,
player,201409140nyg,nyg,brownjos01,pass_defended,0,,,,,
player,201409140nyg,nyg,brownjos01,sacks,0.0,,,,,
player,201409140nyg,nyg,brownjos01,tackles_combined,1,,,,,
player,201409140nyg,nyg,brownjos01,tackles_solo,1,,,,,
player,201409140nyg,nyg,brownjos01,tackles_assists,0,,,,,
player,201409140nyg,nyg,brownjos01,tackles_loss,0,,,,,
player,201409140nyg,nyg,brownjos01,qb_hits,0,,,,,
player,201409140nyg,nyg,brownjos01,fumbles_rec,0,,,,,
player,201409140nyg,nyg,brownjos01,fumbles_rec_yds,0,,,,,
player,201409140nyg,nyg,brownjos01,fumbles_rec_td,0,,,,,
player,201409140nyg,nyg,brownjos01,fumbles_forced,0,,,,,
player,201409140nyg,nyg,DempQu99,def_int,0,,,,,
player,201409140nyg,nyg,DempQu99,def_int_yds,0,,,,,
player,201409140nyg,nyg,DempQu99,def_int_td,0,,,,,
player,201409140nyg,nyg,DempQu99,def_int_long,0,,,,,
player,201409140nyg,nyg,DempQu99,pass_defended,0,,,,,
player,201409140nyg,nyg,DempQu99,sacks,0.0,,,,,
player,201409140nyg,nyg,DempQu99,tackles_combined,1,,,,,
player,201409140nyg,nyg,DempQu99,tackles_solo,1,,,,,
player,201409140nyg,nyg,DempQu99,tackles_assists,0,,,,,
player,201409140nyg,nyg,DempQu99,tackles_loss,0,,,,,
player,201409140nyg,nyg,DempQu99,qb_hits,0,,,,,
player,201409140nyg,nyg,DempQu99,fumbles_rec,0,,,,,
player,201409140nyg,nyg,DempQu99,fumbles_rec_yds,0,,,,,
player,201409140nyg,nyg,DempQu99,fumbles_rec_td,0,,,,,
player,201409140nyg,nyg,DempQu99,fumbles_forced,0,,,,,
player,201409140nyg,nyg,HillPe00,def_int,0,,,,,
player,201409140nyg,nyg,HillPe00,def_int_yds,0,,,,,
player,201409140nyg,nyg,HillPe00,def_int_td,0,,,,,
player,201409140nyg,nyg,HillPe00,def_int_long,0,,,,,
player,201409140nyg,nyg,HillPe00,pass_defended,0,,,,,
player,201409140nyg,nyg,HillPe00,sacks,0.0,,,,,
player,201409140nyg,nyg,HillPe00,tackles_combined,1,,,,,
player,201409140nyg,nyg,HillPe00,tackles_solo,1,,,,,
player,201409140nyg,nyg,HillPe00,tackles_assists,0,,,,,
player,201409140nyg,nyg,HillPe00,tackles_loss,0,,,,,
player,201409140nyg,nyg,HillPe00,qb_hits,0,,,,,
player,201409140nyg,nyg,HillPe00,fumbles_rec,0,,,,,
player,201409140nyg,nyg,HillPe00,fumbles_rec_yds,0,,,,,
player,201409140nyg,nyg,HillPe00,fumbles_rec_td,0,,,,,
player,201409140nyg,nyg,HillPe00,fumbles_forced,0,,,,,
player,201409140nyg,nyg,JenkCu20,def_int,0,,,,,
player,201409140nyg,nyg,JenkCu20,def_int_yds,0,,,,,
player,201409140nyg,nyg,JenkCu20,def_int_td,0,,,,,
player,201409140nyg,nyg,JenkCu20,def_int_long,0,,,,,
player,201409140nyg,nyg,JenkCu20,pass_defended,0,,,,,
player,201409140nyg,nyg,JenkCu20,sacks,0.0,,,,,
player,201409140nyg,nyg,JenkCu20,tackles_combined,0,,,,,
player,201409140nyg,nyg,JenkCu20,tackles_solo,0,,,,,
player,201409140nyg,nyg,JenkCu20,tackles_assists,0,,,,,
player,201409140nyg,nyg,JenkCu20,tackles_loss,0,,,,,
player,201409140nyg,nyg,JenkCu20,qb_hits,1,,,,,
player,201409140nyg,nyg,JenkCu20,fumbles_rec,0,,,,,
player,201409140nyg,nyg,JenkCu20,fumbles_rec_yds,0,,,,,
player,201409140nyg,nyg,JenkCu20,fumbles_rec_td,0,,,,,
player,201409140nyg,nyg,JenkCu20,fumbles_forced,0,,,,,
player,201409140nyg,crd,GinnTe00,kick_ret,2,,,,,
player,201409140nyg,crd,GinnTe00,kick_ret_yds,28,,,,,
player,201409140nyg,crd,GinnTe00,kick_ret_yds_per_ret,14.0,,,,,
player,201409140nyg,crd,GinnTe00,kick_ret_td,0,,,,,
player,201409140nyg,crd,GinnTe00,kick_ret_long,20,,,,,
player,201409140nyg,crd,GinnTe00,punt_ret,2,,,,,
player,201409140nyg,crd,GinnTe00,punt_ret_yds,76,,,,,
player,201409140nyg,crd,GinnTe00,punt_ret_yds_per_ret,38.0,,,,,
player,201409140nyg,crd,GinnTe00,punt_ret_td,1,,,,,
player,201409140nyg,crd,GinnTe00,punt_ret_long,71,,,,,
player,201409140nyg,nyg,ParkPr00,kick_ret,0,,,,,
player,201409140nyg,nyg,ParkPr00,kick_ret_yds,0,,,,,
player,201409140nyg,nyg,ParkPr00,kick_ret_yds_per_ret,,,,,,
player,201409140nyg,nyg,ParkPr00,kick_ret_td,0,,,,,
player,201409140nyg,nyg,ParkPr00,kick_ret_long,0,,,,,
player,201409140nyg,nyg,ParkPr00,punt_ret,2,,,,,
player,201409140nyg,nyg,ParkPr00,punt_ret_yds,0,,,,,
player,201409140nyg,nyg,ParkPr00,punt_ret_yds_per_ret,0.0,,,,,
player,201409140nyg,nyg,ParkPr00,punt_ret_td,0,,,,,
player,201409140nyg,nyg,ParkPr00,punt_ret_long,2,,,,,
player,201409140nyg,nyg,DempQu99,kick_ret,6,,,,,
player,201409140nyg,nyg,DempQu99,kick_ret_yds,143,,,,,
player,201409140nyg,nyg,DempQu99,kick_ret_yds_per_ret,23.8,,,,,
player,201409140nyg,nyg,DempQu99,kick_ret_td,0,,,,,
player,201409140nyg,nyg,DempQu99,kick_ret_long,29,,,,,
player,201409140nyg,nyg,DempQu99,punt_ret,0,,,,,
player,201409140nyg,nyg,DempQu99,punt_ret_yds,0,,,,,
player,201409140nyg,nyg,DempQu99,punt_ret_yds_per_ret,,,,,,
player,201409140nyg,nyg,DempQu99,punt_ret_td,0,,,,,
player,201409140nyg,nyg,DempQu99,punt_ret_long,0,,,,,
player,201409140nyg,crd,CataCh00,xpm,1,,,,,
player,201409140nyg,crd,CataCh00,xpa,1,,,,,
player,201409140nyg,crd,CataCh00,fgm,4,,,,,
player,201409140nyg,crd,CataCh00,fga,4,,,,,
player,201409140nyg,crd,CataCh00,punt,0,,,,,
player,201409140nyg,crd,CataCh00,punt_yds,0,,,,,
player,201409140nyg,crd,CataCh00,punt_yds_per_punt,,,,,,
player,201409140nyg,crd,CataCh00,punt_long,0,,,,,
player,201409140nyg,crd,ButlDr00,xpm,,,,,,
player,201409140nyg,crd,ButlDr00,xpa,,,,,,
player,201409140nyg,crd,ButlDr00,fgm,,,,,,
player,201409140nyg,crd,ButlDr00,fga,,,,,,
player,201409140nyg,crd,ButlDr00,punt,4,,,,,
player,201409140nyg,crd,ButlDr00,punt_yds,164,,,,,
player,201409140nyg,crd,ButlDr00,punt_yds_per_punt,41.0,,,,,
player,201409140nyg,crd,ButlDr00,punt_long,51,,,,,
player,201409140nyg,nyg,brownjos01,xpm,2,,,,,
player,201409140nyg,nyg,brownjos01,xpa,2,,,,,
player,201409140nyg,nyg,brownjos01,fgm,,,,,,
player,201409140nyg,nyg,brownjos01,fga,,,,,,
player,201409140nyg,nyg,brownjos01,punt,0,,,,,
player,201409140nyg,nyg,brownjos01,punt_yds,0,,,,,
player,201409140nyg,nyg,brownjos01,punt_yds_per_punt,,,,,,
player,201409140nyg,nyg,brownjos01,punt_long,0,,,,,
player,201409140nyg,nyg,WeatSt20,xpm,,,,,,
player,201409140nyg,nyg,WeatSt20,xpa,,,,,,
player,201409140nyg,nyg,WeatSt20,fgm,,,,,,
player,201409140nyg,nyg,WeatSt20,fga,,,,,,
player,201409140nyg,nyg,WeatSt20,punt,4,,,,,
player,201409140nyg,nyg,WeatSt20,punt_yds,177,,,,,
player,201409140nyg,nyg,WeatSt20,punt_yds_per_punt,44.3,,,,,
player,201409140nyg,nyg,WeatSt20,punt_long,47,,,,,
player,201409140nyg,nyg,JerrJo20,pos,G,,,,,
player,201409140nyg,nyg,JerrJo20,offense,72,,,,,
player,201409140nyg,nyg,JerrJo20,off_pct,100%,,,,,
player,201409140nyg,nyg,JerrJo20,defense,0,,,,,
player,201409140nyg,nyg,JerrJo20,def_pct,0%,,,,,
player,201409140nyg,nyg,JerrJo20,special_teams,2,,,,,
player,201409140nyg,nyg,JerrJo20,st_pct,8%,,,,,
player,201409140nyg,nyg,RichWe00,pos,C,,,,,
player,201409140nyg,nyg,RichWe00,offense,72,,,,,
player,201409140nyg,nyg,RichWe00,off_pct,100%,,,,,
player,201409140nyg,nyg,RichWe00,defense,0,,,,,
player,201409140nyg,nyg,RichWe00,def_pct,0%,,,,,
player,201409140nyg,nyg,RichWe00,special_teams,2,,,,,
player,201409140nyg,nyg,RichWe00,st_pct,8%,,,,,
player,201409140nyg,nyg,MannEl00,pos,QB,,,,,
player,201409140nyg,nyg,MannEl00,offense,72,,,,,
player,201409140nyg,nyg,MannEl00,off_pct,100%,,,,,
player,201409140nyg,nyg,MannEl00,defense,0,,,,,
player,201409140nyg,nyg,MannEl00,def_pct,0%,,,,,
player,201409140nyg,nyg,MannEl00,special_teams,0,,,,,
player,201409140nyg,nyg,MannEl00,st_pct,0%,,,,,
player,201409140nyg,nyg,WaltJ.20,pos,C,,,,,
player,201409140nyg,nyg,WaltJ.20,offense,72,,,,,
player,201409140nyg,nyg,WaltJ.20,off_pct,100%,,,,,
player,201409140nyg,nyg,WaltJ.20,defense,0,,,,,
player,201409140nyg,nyg,WaltJ.20,def_pct,0%,,,,,
player,201409140nyg,nyg,WaltJ.20,special_teams,0,,,,,
player,201409140nyg,nyg,WaltJ.20,st_pct,0%,,,,,
player,201409140nyg,nyg,BeatWi20,pos,T,,,,,
player,201409140nyg,nyg,BeatWi20,offense,72,,,,,
player,201409140nyg,nyg,BeatWi20,off_pct,100%,,,,,
player,201409140nyg,nyg,BeatWi20,defense,0,,,,,
player,201409140nyg,nyg,BeatWi20,def_pct,0%,,,,,
player,201409140nyg,nyg,BeatWi20,special_teams,0,,,,,
player,201409140nyg,nyg,BeatWi20,st_pct,0%,,,,,
player,201409140nyg,nyg,PughJu00,pos,T,,,,,
player,201409140nyg,nyg,PughJu00,offense,72,,,,,
player,201409140nyg,nyg,PughJu00,off_pct,100%,,,,,
player,201409140nyg,nyg,PughJu00,defense,0,,,,,
player,201409140nyg,nyg,PughJu00,def_pct,0%,,,,,
player,201409140nyg,nyg,PughJu00,special_teams,0,,,,,
player,201409140nyg,nyg,PughJu00,st_pct,0%,,,,,
player,201409140nyg,nyg,CruzVi00,pos,WR,,,,,
player,201409140nyg,nyg,CruzVi00,offense,70,,,,,
player,201409140nyg,nyg,CruzVi00,off_pct,97%,,,,,
player,201409140nyg,nyg,CruzVi00,defense,0,,,,,
player,201409140nyg,nyg,CruzVi00,def_pct,0%,,,,,
player,201409140nyg,nyg,CruzVi00,special_teams,0,,,,,
player,201409140nyg,nyg,CruzVi00,st_pct,0%,,,,,
player,201409140nyg,nyg,RandRu00,pos,WR,,,,,
player,201409140nyg,nyg,RandRu00,offense,68,,,,,
player,201409140nyg,nyg,RandRu00,off_pct,94%,,,,,
player,201409140nyg,nyg,RandRu00,defense,0,,,,,
player,201409140nyg,nyg,RandRu00,def_pct,0%,,,,,
player,201409140nyg,nyg,RandRu00,special_teams,1,,,,,
player,201409140nyg,nyg,RandRu00,st_pct,4%,,,,,
player,201409140nyg,nyg,DonnLa00,pos,TE,,,,,
player,201409140nyg,nyg,DonnLa00,offense,58,,,,,
player,201409140nyg,nyg,DonnLa00,off_pct,81%,,,,,
player,201409140nyg,nyg,DonnLa00,defense,0,,,,,
player,201409140nyg,nyg,DonnLa00,def_pct,0%,,,,,
player,201409140nyg,nyg,DonnLa00,special_teams,2,,,,,
player,201409140nyg,nyg,DonnLa00,st_pct,8%,,,,,
player,201409140nyg,nyg,JernJe00,pos,WR,,,,,
player,201409140nyg,nyg,JernJe00,offense,56,,,,,
player,201409140nyg,nyg,JernJe00,off_pct,78%,,,,,
player,201409140nyg,nyg,JernJe00,defense,0,,,,,
player,201409140nyg,nyg,JernJe00,def_pct,0%,,,,,
player,201409140nyg,nyg,JernJe00,special_teams,0,,,,,
player,201409140nyg,nyg,JernJe00,st_pct,0%,,,,,
player,201409140nyg,nyg,JennRa00,pos,RB,,,,,
player,201409140nyg,nyg,JennRa00,offense,52,,,,,
player,201409140nyg,nyg,JennRa00,off_pct,72%,,,,,
player,201409140nyg,nyg,JennRa00,defense,0,,,,,
player,201409140nyg,nyg,JennRa00,def_pct,0%,,,,,
player,201409140nyg,nyg,JennRa00,special_teams,4,,,,,
player,201409140nyg,nyg,JennRa00,st_pct,16%,,,,,
player,201409140nyg,nyg,FellDa00,pos,TE,,,,,
player,201409140nyg,nyg,FellDa00,offense,20,,,,,
player,201409140nyg,nyg,FellDa00,off_pct,28%,,,,,
player,201409140nyg,nyg,FellDa00,defense,0,,,,,
player,201409140nyg,nyg,FellDa00,def_pct,0%,,,,,
player,201409140nyg,nyg,FellDa00,special_teams,12,,,,,
player,201409140nyg,nyg,FellDa00,st_pct,48%,,,,,
player,201409140nyg,nyg,WillAn00,pos,RB,,,,,
player,201409140nyg,nyg,WillAn00,offense,19,,,,,
player,201409140nyg,nyg,WillAn00,off_pct,26%,,,,,
player,201409140nyg,nyg,WillAn00,defense,0,,,,,
player,201409140nyg,nyg,WillAn00,def_pct,0%,,,,,
player,201409140nyg,nyg,WillAn00,special_teams,1,,,,,
player,201409140nyg,nyg,WillAn00,st_pct,4%,,,,,
player,201409140nyg,nyg,HynoHe01,pos,FB,,,,,
player,201409140nyg,nyg,HynoHe01,offense,12,,,,,
