game,2014,2,20140914,201409140sfo,chi,"Chicago Bears",28,sfo,"San Francisco 49ers",20
player,201409140sfo,chi,FortMa00,rush_td,0,,,,,
player,201409140sfo,chi,FortMa00,rush_long,7,,,,,
player,201409140sfo,chi,FortMa00,targets,8,,,,,
player,201409140sfo,chi,FortMa00,rec,5,,,,,
player,201409140sfo,chi,FortMa00,rec_yds,15,,,,,
player,201409140sfo,chi,FortMa00,rec_td,0,,,,,
player,201409140sfo,chi,FortMa00,rec_long,11,,,,,
player,201409140sfo,chi,FortMa00,fumbles,0,,,,,
player,201409140sfo,chi,FortMa00,fumbles_lost,0,,,,,
player,201409140sfo,chi,MarsBr00,pass_cmp,0,,,,,
player,201409140sfo,chi,MarsBr00,pass_att,0,,,,,
player,201409140sfo,chi,MarsBr00,pass_yds,0,,,,,
player,201409140sfo,chi,MarsBr00,pass_td,0,,,,,
player,201409140sfo,chi,MarsBr00,pass_int,0,,,,,
player,201409140sfo,chi,MarsBr00,pass_sacked,0,,,,,
player,201409140sfo,chi,MarsBr00,pass_sacked_yds,0,,,,,
player,201409140sfo,chi,MarsBr00,pass_long,0,,,,,
player,201409140sfo,chi,MarsBr00,pass_rating,,,,,,
player,201409140sfo,chi,MarsBr00,rush_att,0,,,,,
player,201409140sfo,chi,MarsBr00,rush_yds,0,,,,,
player,201409140sfo,chi,MarsBr00,rush_td,0,,,,,
player,201409140sfo,chi,MarsBr00,rush_long,0,,,,,
player,201409140sfo,chi,MarsBr00,targets,8,,,,,
player,201409140sfo,chi,MarsBr00,rec,5,,,,,
player,201409140sfo,chi,MarsBr00,rec_yds,48,,,,,
player,201409140sfo,chi,MarsBr00,rec_td,3,,,,,
player,201409140sfo,chi,MarsBr00,rec_long,17,,,,,
player,201409140sfo,chi,MarsBr00,fumbles,0,,,,,
player,201409140sfo,chi,MarsBr00,fumbles_lost,0,,,,,
player,201409140sfo,chi,JeffAl00,pass_cmp,0,,,,,
player,201409140sfo,chi,JeffAl00,pass_att,0,,,,,
player,201409140sfo,chi,JeffAl00,pass_yds,0,,,,,
player,201409140sfo,chi,JeffAl00,pass_td,0,,,,,
player,201409140sfo,chi,JeffAl00,pass_int,0,,,,,
player,201409140sfo,chi,JeffAl00,pass_sacked,0,,,,,
player,201409140sfo,chi,JeffAl00,pass_sacked_yds,0,,,,,
player,201409140sfo,chi,JeffAl00,pass_long,0,,,,,
player,201409140sfo,chi,JeffAl00,pass_rating,,,,,,
player,201409140sfo,chi,JeffAl00,rush_att,0,,,,,
player,201409140sfo,chi,JeffAl00,rush_yds,0,,,,,
player,201409140sfo,chi,JeffAl00,rush_td,0,,,,,
player,201409140sfo,chi,JeffAl00,rush_long,0,,,,,
player,201409140sfo,chi,JeffAl00,targets,6,,,,,
player,201409140sfo,chi,JeffAl00,rec,3,,,,,
player,201409140sfo,chi,JeffAl00,rec_yds,47,,,,,
player,201409140sfo,chi,JeffAl00,rec_td,0,,,,,
player,201409140sfo,chi,JeffAl00,rec_long,29,,,,,
player,201409140sfo,chi,JeffAl00,fumbles,0,,,,,
player,201409140sfo,chi,JeffAl00,fumbles_lost,0,,,,,
player,201409140sfo,chi,BennMa00,pass_cmp,0,,,,,
player,201409140sfo,chi,BennMa00,pass_att,0,,,,,
player,201409140sfo,chi,BennMa00,pass_yds,0,,,,,
player,201409140sfo,chi,BennMa00,pass_td,0,,,,,
player,201409140sfo,chi,BennMa00,pass_int,0,,,,,
player,201409140sfo,chi,BennMa00,pass_sacked,0,,,,,
player,201409140sfo,chi,BennMa00,pass_sacked_yds,0,,,,,
player,201409140sfo,chi,BennMa00,pass_long,0,,,,,
player,201409140sfo,chi,BennMa00,pass_rating,,,,,,
player,201409140sfo,chi,BennMa00,rush_att,0,,,,,
player,201409140sfo,chi,BennMa00,rush_yds,0,,,,,
player,201409140sfo,chi,BennMa00,rush_td,0,,,,,
player,201409140sfo,chi,BennMa00,rush_long,0,,,,,
player,201409140sfo,chi,BennMa00,targets,8,,,,,
player,201409140sfo,chi,BennMa00,rec,7,,,,,
player,201409140sfo,chi,BennMa00,rec_yds,37,,,,,
player,201409140sfo,chi,BennMa00,rec_td,1,,,,,
player,201409140sfo,chi,BennMa00,rec_long,10,,,,,
player,201409140sfo,chi,BennMa00,fumbles,0,,,,,
player,201409140sfo,chi,BennMa00,fumbles_lost,0,,,,,
player,201409140sfo,chi,HolmSa00,pass_cmp,0,,,,,
player,201409140sfo,chi,HolmSa00,pass_att,0,,,,,
player,201409140sfo,chi,HolmSa00,pass_yds,0,,,,,
player,201409140sfo,chi,HolmSa00,pass_td,0,,,,,
player,201409140sfo,chi,HolmSa00,pass_int,0,,,,,
player,201409140sfo,chi,HolmSa00,pass_sacked,0,,,,,
player,201409140sfo,chi,HolmSa00,pass_sacked_yds,0,,,,,
player,201409140sfo,chi,HolmSa00,pass_long,0,,,,,
player,201409140sfo,chi,HolmSa00,pass_rating,,,,,,
player,201409140sfo,chi,HolmSa00,rush_att,0,,,,,
player,201409140sfo,chi,HolmSa00,rush_yds,0,,,,,
player,201409140sfo,chi,HolmSa00,rush_td,0,,,,,
player,201409140sfo,chi,HolmSa00,rush_long,0,,,,,
player,201409140sfo,chi,HolmSa00,targets,2,,,,,
player,201409140sfo,chi,HolmSa00,rec,2,,,,,
player,201409140sfo,chi,HolmSa00,rec_yds,20,,,,,
player,201409140sfo,chi,HolmSa00,rec_td,0,,,,,
player,201409140sfo,chi,HolmSa00,rec_long,15,,,,,
player,201409140sfo,chi,HolmSa00,fumbles,0,,,,,
player,201409140sfo,chi,HolmSa00,fumbles_lost,0,,,,,
player,201409140sfo,chi,RosaDa00,pass_cmp,0,,,,,
player,201409140sfo,chi,RosaDa00,pass_att,0,,,,,
player,201409140sfo,chi,RosaDa00,pass_yds,0,,,,,
player,201409140sfo,chi,RosaDa00,pass_td,0,,,,,
player,201409140sfo,chi,RosaDa00,pass_int,0,,,,,
player,201409140sfo,chi,RosaDa00,pass_sacked,0,,,,,
player,201409140sfo,chi,RosaDa00,pass_sacked_yds,0,,,,,
player,201409140sfo,chi,RosaDa00,pass_long,0,,,,,
player,201409140sfo,chi,RosaDa00,pass_rating,,,,,,
player,201409140sfo,chi,RosaDa00,rush_att,0,,,,,
player,201409140sfo,chi,RosaDa00,rush_yds,0,,,,,
player,201409140sfo,chi,RosaDa00,rush_td,0,,,,,
player,201409140sfo,chi,RosaDa00,rush_long,0,,,,,
player,201409140sfo,chi,RosaDa00,targets,1,,,,,
player,201409140sfo,chi,RosaDa00,rec,1,,,,,
player,201409140sfo,chi,RosaDa00,rec_yds,9,,,,,
player,201409140sfo,chi,RosaDa00,rec_td,0,,,,,
player,201409140sfo,chi,RosaDa00,rec_long,9,,,,,
player,201409140sfo,chi,RosaDa00,fumbles,0,,,,,
player,201409140sfo,chi,RosaDa00,fumbles_lost,0,,,,,
player,201409140sfo,chi,BellJo02,pass_cmp,0,,,,,
player,201409140sfo,chi,BellJo02,pass_att,0,,,,,
player,201409140sfo,chi,BellJo02,pass_yds,0,,,,,
player,201409140sfo,chi,BellJo02,pass_td,0,,,,,
player,201409140sfo,chi,BellJo02,pass_int,0,,,,,
player,201409140sfo,chi,BellJo02,pass_sacked,0,,,,,
player,201409140sfo,chi,BellJo02,pass_sacked_yds,0,,,,,
player,201409140sfo,chi,BellJo02,pass_long,0,,,,,
player,201409140sfo,chi,BellJo02,pass_rating,,,,,,
player,201409140sfo,chi,BellJo02,rush_att,0,,,,,
player,201409140sfo,chi,BellJo02,rush_yds,0,,,,,
player,201409140sfo,chi,BellJo02,rush_td,0,,,,,
player,201409140sfo,chi,BellJo02,rush_long,0,,,,,
player,201409140sfo,chi,BellJo02,targets,1,,,,,
player,201409140sfo,chi,BellJo02,rec,0,,,,,
player,201409140sfo,chi,BellJo02,rec_yds,0,,,,,
player,201409140sfo,chi,BellJo02,rec_td,0,,,,,
player,201409140sfo,chi,BellJo02,rec_long,0,,,,,
player,201409140sfo,chi,BellJo02,fumbles,0,,,,,
player,201409140sfo,chi,BellJo02,fumbles_lost,0,,,,,
player,201409140sfo,sfo,KaepCo00,pass_cmp,21,,,,,
player,201409140sfo,sfo,KaepCo00,pass_att,34,,,,,
player,201409140sfo,sfo,KaepCo00,pass_yds,248,,,,,
player,201409140sfo,sfo,KaepCo00,pass_td,1,,,,,
player,201409140sfo,sfo,KaepCo00,pass_int,3,,,,,
player,201409140sfo,sfo,KaepCo00,pass_sacked,4,,,,,
player,201409140sfo,sfo,KaepCo00,pass_sacked_yds,16,,,,,
player,201409140sfo,sfo,KaepCo00,pass_long,24,,,,,
player,201409140sfo,sfo,KaepCo00,pass_rating,57.0,,,,,
player,201409140sfo,sfo,KaepCo00,rush_att,9,,,,,
player,201409140sfo,sfo,KaepCo00,rush_yds,64,,,,,
player,201409140sfo,sfo,KaepCo00,rush_td,0,,,,,
player,201409140sfo,sfo,KaepCo00,rush_long,15,,,,,
player,201409140sfo,sfo,KaepCo00,targets,0,,,,,
player,201409140sfo,sfo,KaepCo00,rec,0,,,,,
player,201409140sfo,sfo,KaepCo00,rec_yds,0,,,,,
player,201409140sfo,sfo,KaepCo00,rec_td,0,,,,,
player,201409140sfo,sfo,KaepCo00,rec_long,0,,,,,
player,201409140sfo,sfo,KaepCo00,fumbles,1,,,,,
player,201409140sfo,sfo,KaepCo00,fumbles_lost,1,,,,,
player,201409140sfo,sfo,GoreFr00,pass_cmp,0,,,,,
player,201409140sfo,sfo,GoreFr00,pass_att,0,,,,,
player,201409140sfo,sfo,GoreFr00,pass_yds,0,,,,,
player,201409140sfo,sfo,GoreFr00,pass_td,0,,,,,
player,201409140sfo,sfo,GoreFr00,pass_int,0,,,,,
player,201409140sfo,sfo,GoreFr00,pass_sacked,0,,,,,
player,201409140sfo,sfo,GoreFr00,pass_sacked_yds,0,,,,,
player,201409140sfo,sfo,GoreFr00,pass_long,0,,,,,
player,201409140sfo,sfo,GoreFr00,pass_rating,,,,,,
player,201409140sfo,sfo,GoreFr00,rush_att,13,,,,,
player,201409140sfo,sfo,GoreFr00,rush_yds,63,,,,,
player,201409140sfo,sfo,GoreFr00,rush_td,1,,,,,
player,201409140sfo,sfo,GoreFr00,rush_long,19,,,,,
player,201409140sfo,sfo,GoreFr00,targets,2,,,,,
player,201409140sfo,sfo,GoreFr00,rec,2,,,,,
player,201409140sfo,sfo,GoreFr00,rec_yds,12,,,,,
player,201409140sfo,sfo,GoreFr00,rec_td,0,,,,,
player,201409140sfo,sfo,GoreFr00,rec_long,8,,,,,
player,201409140sfo,sfo,GoreFr00,fumbles,0,,,,,
player,201409140sfo,sfo,GoreFr00,fumbles_lost,0,,,,,
player,201409140sfo,sfo,CrabMi00,pass_cmp,0,,,,,
player,201409140sfo,sfo,CrabMi00,pass_att,0,,,,,
player,201409140sfo,sfo,CrabMi00,pass_yds,0,,,,,
player,201409140sfo,sfo,CrabMi00,pass_td,0,,,,,
player,201409140sfo,sfo,CrabMi00,pass_int,0,,,,,
player,201409140sfo,sfo,CrabMi00,pass_sacked,0,,,,,
player,201409140sfo,sfo,CrabMi00,pass_sacked_yds,0,,,,,
player,201409140sfo,sfo,CrabMi00,pass_long,0,,,,,
player,201409140sfo,sfo,CrabMi00,pass_rating,,,,,,
player,201409140sfo,sfo,CrabMi00,rush_att,0,,,,,
player,201409140sfo,sfo,CrabMi00,rush_yds,0,,,,,
player,201409140sfo,sfo,CrabMi00,rush_td,0,,,,,
player,201409140sfo,sfo,CrabMi00,rush_long,0,,,,,
player,201409140sfo,sfo,CrabMi00,targets,9,,,,,
player,201409140sfo,sfo,CrabMi00,rec,7,,,,,
player,201409140sfo,sfo,CrabMi00,rec_yds,82,,,,,
player,201409140sfo,sfo,CrabMi00,rec_td,1,,,,,
player,201409140sfo,sfo,CrabMi00,rec_long,24,,,,,
player,201409140sfo,sfo,CrabMi00,fumbles,0,,,,,
player,201409140sfo,sfo,CrabMi00,fumbles_lost,0,,,,,
player,201409140sfo,sfo,CarrDe00,pass_cmp,0,,,,,
player,201409140sfo,sfo,CarrDe00,pass_att,0,,,,,
player,201409140sfo,sfo,CarrDe00,pass_yds,0,,,,,
player,201409140sfo,sfo,CarrDe00,pass_td,0,,,,,
player,201409140sfo,sfo,CarrDe00,pass_int,0,,,,,
player,201409140sfo,sfo,CarrDe00,pass_sacked,0,,,,,
player,201409140sfo,sfo,CarrDe00,pass_sacked_yds,0,,,,,
player,201409140sfo,sfo,CarrDe00,pass_long,0,,,,,
player,201409140sfo,sfo,CarrDe00,pass_rating,,,,,,
player,201409140sfo,sfo,CarrDe00,rush_att,0,,,,,
player,201409140sfo,sfo,CarrDe00,rush_yds,0,,,,,
player,201409140sfo,sfo,CarrDe00,rush_td,0,,,,,
player,201409140sfo,sfo,CarrDe00,rush_long,0,,,,,
player,201409140sfo,sfo,CarrDe00,targets,4,,,,,
player,201409140sfo,sfo,CarrDe00,rec,3,,,,,
player,201409140sfo,sfo,CarrDe00,rec_yds,41,,,,,
player,201409140sfo,sfo,CarrDe00,rec_td,0,,,,,
player,201409140sfo,sfo,CarrDe00,rec_long,22,,,,,
player,201409140sfo,sfo,CarrDe00,fumbles,0,,,,,
player,201409140sfo,sfo,CarrDe00,fumbles_lost,0,,,,,
player,201409140sfo,sfo,DaviVe00,pass_cmp,0,,,,,
player,201409140sfo,sfo,DaviVe00,pass_att,0,,,,,
player,201409140sfo,sfo,DaviVe00,pass_yds,0,,,,,
player,201409140sfo,sfo,DaviVe00,pass_td,0,,,,,
player,201409140sfo,sfo,DaviVe00,pass_int,0,,,,,
player,201409140sfo,sfo,DaviVe00,pass_sacked,0,,,,,
player,201409140sfo,sfo,DaviVe00,pass_sacked_yds,0,,,,,
player,201409140sfo,sfo,DaviVe00,pass_long,0,,,,,
player,201409140sfo,sfo,DaviVe00,pass_rating,,,,,,
player,201409140sfo,sfo,DaviVe00,rush_att,0,,,,,
player,201409140sfo,sfo,DaviVe00,rush_yds,0,,,,,
player,201409140sfo,sfo,DaviVe00,rush_td,0,,,,,
player,201409140sfo,sfo,DaviVe00,rush_long,0,,,,,
player,201409140sfo,sfo,DaviVe00,targets,3,,,,,
player,201409140sfo,sfo,DaviVe00,rec,3,,,,,
player,201409140sfo,sfo,DaviVe00,rec_yds,39,,,,,
player,201409140sfo,sfo,DaviVe00,rec_td,0,,,,,
player,201409140sfo,sfo,DaviVe00,rec_long,17,,,,,
player,201409140sfo,sfo,DaviVe00,fumbles,0,,,,,
player,201409140sfo,sfo,DaviVe00,fumbles_lost,0,,,,,
player,201409140sfo,sfo,BoldAn00,pass_cmp,0,,,,,
player,201409140sfo,sfo,BoldAn00,pass_att,0,,,,,
player,201409140sfo,sfo,BoldAn00,pass_yds,0,,,,,
player,201409140sfo,sfo,BoldAn00,pass_td,0,,,,,
player,201409140sfo,sfo,BoldAn00,pass_int,0,,,,,
player,201409140sfo,sfo,BoldAn00,pass_sacked,0,,,,,
player,201409140sfo,sfo,BoldAn00,pass_sacked_yds,0,,,,,
player,201409140sfo,sfo,BoldAn00,pass_long,0,,,,,
player,201409140sfo,sfo,BoldAn00,pass_rating,,,,,,
player,201409140sfo,sfo,BoldAn00,rush_att,0,,,,,
player,201409140sfo,sfo,BoldAn00,rush_yds,0,,,,,
player,201409140sfo,sfo,BoldAn00,rush_td,0,,,,,
player,201409140sfo,sfo,BoldAn00,rush_long,0,,,,,
player,201409140sfo,sfo,BoldAn00,targets,6,,,,,
player,201409140sfo,sfo,BoldAn00,rec,2,,,,,
player,201409140sfo,sfo,BoldAn00,rec_yds,34,,,,,
player,201409140sfo,sfo,BoldAn00,rec_td,0,,,,,
player,201409140sfo,sfo,BoldAn00,rec_long,21,,,,,
player,201409140sfo,sfo,BoldAn00,fumbles,0,,,,,
player,201409140sfo,sfo,BoldAn00,fumbles_lost,0,,,,,
player,201409140sfo,sfo,JohnSt00,pass_cmp,0,,,,,
player,201409140sfo,sfo,JohnSt00,pass_att,0,,,,,
player,201409140sfo,sfo,JohnSt00,pass_yds,0,,,,,
player,201409140sfo,sfo,JohnSt00,pass_td,0,,,,,
player,201409140sfo,sfo,JohnSt00,pass_int,0,,,,,
player,201409140sfo,sfo,JohnSt00,pass_sacked,0,,,,,
player,201409140sfo,sfo,JohnSt00,pass_sacked_yds,0,,,,,
player,201409140sfo,sfo,JohnSt00,pass_long,0,,,,,
player,201409140sfo,sfo,JohnSt00,pass_rating,,,,,,
player,201409140sfo,sfo,JohnSt00,rush_att,0,,,,,
player,201409140sfo,sfo,JohnSt00,rush_yds,0,,,,,
player,201409140sfo,sfo,JohnSt00,rush_td,0,,,,,
player,201409140sfo,sfo,JohnSt00,rush_long,0,,,,,
player,201409140sfo,sfo,JohnSt00,targets,4,,,,,
player,201409140sfo,sfo,JohnSt00,rec,2,,,,,
player,201409140sfo,sfo,JohnSt00,rec_yds,26,,,,,
player,201409140sfo,sfo,JohnSt00,rec_td,0,,,,,
player,201409140sfo,sfo,JohnSt00,rec_long,20,,,,,
player,201409140sfo,sfo,JohnSt00,fumbles,0,,,,,
player,201409140sfo,sfo,JohnSt00,fumbles_lost,0,,,,,
player,201409140sfo,sfo,McDoVa00,pass_cmp,0,,,,,
player,201409140sfo,sfo,McDoVa00,pass_att,0,,,,,
player,201409140sfo,sfo,McDoVa00,pass_yds,0,,,,,
player,201409140sfo,sfo,McDoVa00,pass_td,0,,,,,
player,201409140sfo,sfo,McDoVa00,pass_int,0,,,,,
player,201409140sfo,sfo,McDoVa00,pass_sacked,0,,,,,
player,201409140sfo,sfo,McDoVa00,pass_sacked_yds,0,,,,,
player,201409140sfo,sfo,McDoVa00,pass_long,0,,,,,
player,201409140sfo,sfo,McDoVa00,pass_rating,,,,,,
player,201409140sfo,sfo,McDoVa00,rush_att,0,,,,,
player,201409140sfo,sfo,McDoVa00,rush_yds,0,,,,,
player,201409140sfo,sfo,McDoVa00,rush_td,0,,,,,
player,201409140sfo,sfo,McDoVa00,rush_long,0,,,,,
player,201409140sfo,sfo,McDoVa00,targets,2,,,,,
player,201409140sfo,sfo,McDoVa00,rec,1,,,,,
player,201409140sfo,sfo,McDoVa00,rec_yds,9,,,,,
player,201409140sfo,sfo,McDoVa00,rec_td,0,,,,,
player,201409140sfo,sfo,McDoVa00,rec_long,9,,,,,
player,201409140sfo,sfo,McDoVa00,fumbles,0,,,,,
player,201409140sfo,sfo,McDoVa00,fumbles_lost,0,,,,,
player,201409140sfo,sfo,HydeCa00,pass_cmp,0,,,,,
player,201409140sfo,sfo,HydeCa00,pass_att,0,,,,,
player,201409140sfo,sfo,HydeCa00,pass_yds,0,,,,,
player,201409140sfo,sfo,HydeCa00,pass_td,0,,,,,
player,201409140sfo,sfo,HydeCa00,pass_int,0,,,,,
player,201409140sfo,sfo,HydeCa00,pass_sacked,0,,,,,
player,201409140sfo,sfo,HydeCa00,pass_sacked_yds,0,,,,,
player,201409140sfo,sfo,HydeCa00,pass_long,0,,,,,
player,201409140sfo,sfo,HydeCa00,pass_rating,,,,,,
player,201409140sfo,sfo,HydeCa00,rush_att,4,,,,,
player,201409140sfo,sfo,HydeCa00,rush_yds,0,,,,,
player,201409140sfo,sfo,HydeCa00,rush_td,0,,,,,
player,201409140sfo,sfo,HydeCa00,rush_long,3,,,,,
player,201409140sfo,sfo,HydeCa00,targets,2,,,,,
player,201409140sfo,sfo,HydeCa00,rec,1,,,,,
player,201409140sfo,sfo,HydeCa00,rec_yds,5,,,,,
player,201409140sfo,sfo,HydeCa00,rec_td,0,,,,,
player,201409140sfo,sfo,HydeCa00,rec_long,5,,,,,
player,201409140sfo,sfo,HydeCa00,fumbles,0,,,,,
player,201409140sfo,sfo,HydeCa00,fumbles_lost,0,,,,,
player,201409140sfo,sfo,MillBr02,pass_cmp,0,,,,,
player,201409140sfo,sfo,MillBr02,pass_att,0,,,,,
player,201409140sfo,sfo,MillBr02,pass_yds,0,,,,,
player,201409140sfo,sfo,MillBr02,pass_td,0,,,,,
player,201409140sfo,sfo,MillBr02,pass_int,0,,,,,
player,201409140sfo,sfo,MillBr02,pass_sacked,0,,,,,
player,201409140sfo,sfo,MillBr02,pass_sacked_yds,0,,,,,
player,201409140sfo,sfo,MillBr02,pass_long,0,,,,,
player,201409140sfo,sfo,MillBr02,pass_rating,,,,,,
player,201409140sfo,sfo,MillBr02,rush_att,1,,,,,
player,201409140sfo,sfo,MillBr02,rush_yds,0,,,,,
player,201409140sfo,sfo,MillBr02,rush_td,0,,,,,
player,201409140sfo,sfo,MillBr02,rush_long,0,,,,,
player,201409140sfo,sfo,MillBr02,targets,0,,,,,
player,201409140sfo,sfo,MillBr02,rec,0,,,,,
player,201409140sfo,sfo,MillBr02,rec_yds,0,,,,,
player,201409140sfo,sfo,MillBr02,rec_td,0,,,,,
player,201409140sfo,sfo,MillBr02,rec_long,0,,,,,
player,201409140sfo,sfo,MillBr02,fumbles,0,,,,,
player,201409140sfo,sfo,MillBr02,fumbles_lost,0,,,,,
player,201409140sfo,sfo,ElliBr00,pass_cmp,0,,,,,
player,201409140sfo,sfo,ElliBr00,pass_att,0,,,,,
player,201409140sfo,sfo,ElliBr00,pass_yds,0,,,,,
player,201409140sfo,sfo,ElliBr00,pass_td,0,,,,,
player,201409140sfo,sfo,ElliBr00,pass_int,0,,,,,
player,201409140sfo,sfo,ElliBr00,pass_sacked,0,,,,,
player,201409140sfo,sfo,ElliBr00,pass_sacked_yds,0,,,,,
player,201409140sfo,sfo,ElliBr00,pass_long,0,,,,,
player,201409140sfo,sfo,ElliBr00,pass_rating,,,,,,
player,201409140sfo,sfo,ElliBr00,rush_att,0,,,,,
player,201409140sfo,sfo,ElliBr00,rush_yds,0,,,,,
player,201409140sfo,sfo,ElliBr00,rush_td,0,,,,,
player,201409140sfo,sfo,ElliBr00,rush_long,0,,,,,
player,201409140sfo,sfo,ElliBr00,targets,1,,,,,
player,201409140sfo,sfo,ElliBr00,rec,0,,,,,
player,201409140sfo,sfo,ElliBr00,rec_yds,0,,,,,
player,201409140sfo,sfo,ElliBr00,rec_td,0,,,,,
player,201409140sfo,sfo,ElliBr00,rec_long,0,,,,,
player,201409140sfo,sfo,ElliBr00,fumbles,1,,,,,
player,201409140sfo,sfo,ElliBr00,fumbles_lost,0,,,,,
player,201409140sfo,chi,FullKy00,def_int,2,,,,,
player,201409140sfo,chi,FullKy00,def_int_yds,38,,,,,
player,201409140sfo,chi,FullKy00,def_int_td,0,,,,,
player,201409140sfo,chi,FullKy00,def_int_long,20,,,,,
player,201409140sfo,chi,FullKy00,pass_defended,2,,,,,
player,201409140sfo,chi,FullKy00,sacks,0.0,,,,,
player,201409140sfo,chi,FullKy00,tackles_combined,7,,,,,
player,201409140sfo,chi,FullKy00,tackles_solo,5,,,,,
player,201409140sfo,chi,FullKy00,tackles_assists,2,,,,,
player,201409140sfo,chi,FullKy00,tackles_loss,0,,,,,
player,201409140sfo,chi,FullKy00,qb_hits,0,,,,,
player,201409140sfo,chi,FullKy00,fumbles_rec,0,,,,,
player,201409140sfo,chi,FullKy00,fumbles_rec_yds,0,,,,,
player,201409140sfo,chi,FullKy00,fumbles_rec_td,0,,,,,
player,201409140sfo,chi,FullKy00,fumbles_forced,0,,,,,
player,201409140sfo,chi,ContCh00,def_int,1,,,,,
player,201409140sfo,chi,ContCh00,def_int_yds,1,,,,,
player,201409140sfo,chi,ContCh00,def_int_td,0,,,,,
player,201409140sfo,chi,ContCh00,def_int_long,1,,,,,
player,201409140sfo,chi,ContCh00,pass_defended,1,,,,,
player,201409140sfo,chi,ContCh00,sacks,0.0,,,,,
player,201409140sfo,chi,ContCh00,tackles_combined,2,,,,,
player,201409140sfo,chi,ContCh00,tackles_solo,1,,,,,
player,201409140sfo,chi,ContCh00,tackles_assists,1,,,,,
player,201409140sfo,chi,ContCh00,tackles_loss,0,,,,,
player,201409140sfo,chi,ContCh00,qb_hits,0,,,,,
player,201409140sfo,chi,ContCh00,fumbles_rec,0,,,,,
player,201409140sfo,chi,ContCh00,fumbles_rec_yds,0,,,,,
player,201409140sfo,chi,ContCh00,fumbles_rec_td,0,,,,,
player,201409140sfo,chi,ContCh00,fumbles_forced,0,,,,,
player,201409140sfo,chi,YounWi99,def_int,0,,,,,
