game,2014,6,20141012,201410120atl,chi,"Chicago Bears",27,atl,"Atlanta Falcons",13
player,201410120atl,chi,FortMa00,rec,10,,,,,
player,201410120atl,chi,FortMa00,rec_yds,77,,,,,
player,201410120atl,chi,FortMa00,rec_td,0,,,,,
player,201410120atl,chi,FortMa00,rec_long,16,,,,,
player,201410120atl,chi,FortMa00,fumbles,0,,,,,
player,201410120atl,chi,FortMa00,fumbles_lost,0,,,,,
player,201410120atl,chi,CareKa00,pass_cmp,0,,,,,
player,201410120atl,chi,CareKa00,pass_att,0,,,,,
player,201410120atl,chi,CareKa00,pass_yds,0,,,,,
player,201410120atl,chi,CareKa00,pass_td,0,,,,,
player,201410120atl,chi,CareKa00,pass_int,0,,,,,
player,201410120atl,chi,CareKa00,pass_sacked,0,,,,,
player,201410120atl,chi,CareKa00,pass_sacked_yds,0,,,,,
player,201410120atl,chi,CareKa00,pass_long,0,,,,,
player,201410120atl,chi,CareKa00,pass_rating,,,,,,
player,201410120atl,chi,CareKa00,rush_att,4,,,,,
player,201410120atl,chi,CareKa00,rush_yds,19,,,,,
player,201410120atl,chi,CareKa00,rush_td,0,,,,,
player,201410120atl,chi,CareKa00,rush_long,15,,,,,
player,201410120atl,chi,CareKa00,targets,0,,,,,
player,201410120atl,chi,CareKa00,rec,0,,,,,
player,201410120atl,chi,CareKa00,rec_yds,0,,,,,
player,201410120atl,chi,CareKa00,rec_td,0,,,,,
player,201410120atl,chi,CareKa00,rec_long,0,,,,,
player,201410120atl,chi,CareKa00,fumbles,0,,,,,
player,201410120atl,chi,CareKa00,fumbles_lost,0,,,,,
player,201410120atl,chi,JeffAl00,pass_cmp,0,,,,,
player,201410120atl,chi,JeffAl00,pass_att,0,,,,,
player,201410120atl,chi,JeffAl00,pass_yds,0,,,,,
player,201410120atl,chi,JeffAl00,pass_td,0,,,,,
player,201410120atl,chi,JeffAl00,pass_int,0,,,,,
player,201410120atl,chi,JeffAl00,pass_sacked,0,,,,,
player,201410120atl,chi,JeffAl00,pass_sacked_yds,0,,,,,
player,201410120atl,chi,JeffAl00,pass_long,0,,,,,
player,201410120atl,chi,JeffAl00,pass_rating,,,,,,
player,201410120atl,chi,JeffAl00,rush_att,2,,,,,
player,201410120atl,chi,JeffAl00,rush_yds,0,,,,,
player,201410120atl,chi,JeffAl00,rush_td,0,,,,,
player,201410120atl,chi,JeffAl00,rush_long,1,,,,,
player,201410120atl,chi,JeffAl00,targets,7,,,,,
player,201410120atl,chi,JeffAl00,rec,5,,,,,
player,201410120atl,chi,JeffAl00,rec_yds,136,,,,,
player,201410120atl,chi,JeffAl00,rec_td,0,,,,,
player,201410120atl,chi,JeffAl00,rec_long,74,,,,,
player,201410120atl,chi,JeffAl00,fumbles,0,,,,,
player,201410120atl,chi,JeffAl00,fumbles_lost,0,,,,,
player,201410120atl,chi,MarsBr00,pass_cmp,0,,,,,
player,201410120atl,chi,MarsBr00,pass_att,0,,,,,
player,201410120atl,chi,MarsBr00,pass_yds,0,,,,,
player,201410120atl,chi,MarsBr00,pass_td,0,,,,,
player,201410120atl,chi,MarsBr00,pass_int,0,,,,,
player,201410120atl,chi,MarsBr00,pass_sacked,0,,,,,
player,201410120atl,chi,MarsBr00,pass_sacked_yds,0,,,,,
player,201410120atl,chi,MarsBr00,pass_long,0,,,,,
player,201410120atl,chi,MarsBr00,pass_rating,,,,,,
player,201410120atl,chi,MarsBr00,rush_att,0,,,,,
player,201410120atl,chi,MarsBr00,rush_yds,0,,,,,
player,201410120atl,chi,MarsBr00,rush_td,0,,,,,
player,201410120atl,chi,MarsBr00,rush_long,0,,,,,
player,201410120atl,chi,MarsBr00,targets,9,,,,,
player,201410120atl,chi,MarsBr00,rec,6,,,,,
player,201410120atl,chi,MarsBr00,rec_yds,113,,,,,
player,201410120atl,chi,MarsBr00,rec_td,0,,,,,
player,201410120atl,chi,MarsBr00,rec_long,47,,,,,
player,201410120atl,chi,MarsBr00,fumbles,0,,,,,
player,201410120atl,chi,MarsBr00,fumbles_lost,0,,,,,
player,201410120atl,chi,BennMa00,pass_cmp,0,,,,,
player,201410120atl,chi,BennMa00,pass_att,0,,,,,
player,201410120atl,chi,BennMa00,pass_yds,0,,,,,
player,201410120atl,chi,BennMa00,pass_td,0,,,,,
player,201410120atl,chi,BennMa00,pass_int,0,,,,,
player,201410120atl,chi,BennMa00,pass_sacked,0,,,,,
player,201410120atl,chi,BennMa00,pass_sacked_yds,0,,,,,
player,201410120atl,chi,BennMa00,pass_long,0,,,,,
player,201410120atl,chi,BennMa00,pass_rating,,,,,,
player,201410120atl,chi,BennMa00,rush_att,0,,,,,
player,201410120atl,chi,BennMa00,rush_yds,0,,,,,
player,201410120atl,chi,BennMa00,rush_td,0,,,,,
player,201410120atl,chi,BennMa00,rush_long,0,,,,,
player,201410120atl,chi,BennMa00,targets,8,,,,,
player,201410120atl,chi,BennMa00,rec,4,,,,,
player,201410120atl,chi,BennMa00,rec_yds,52,,,,,
player,201410120atl,chi,BennMa00,rec_td,0,,,,,
player,201410120atl,chi,BennMa00,rec_long,25,,,,,
player,201410120atl,chi,BennMa00,fumbles,0,,,,,
player,201410120atl,chi,BennMa00,fumbles_lost,0,,,,,
player,201410120atl,chi,MorgJo00,pass_cmp,0,,,,,
player,201410120atl,chi,MorgJo00,pass_att,0,,,,,
player,201410120atl,chi,MorgJo00,pass_yds,0,,,,,
player,201410120atl,chi,MorgJo00,pass_td,0,,,,,
player,201410120atl,chi,MorgJo00,pass_int,0,,,,,
player,201410120atl,chi,MorgJo00,pass_sacked,0,,,,,
player,201410120atl,chi,MorgJo00,pass_sacked_yds,0,,,,,
player,201410120atl,chi,MorgJo00,pass_long,0,,,,,
player,201410120atl,chi,MorgJo00,pass_rating,,,,,,
player,201410120atl,chi,MorgJo00,rush_att,0,,,,,
player,201410120atl,chi,MorgJo00,rush_yds,0,,,,,
player,201410120atl,chi,MorgJo00,rush_td,0,,,,,
player,201410120atl,chi,MorgJo00,rush_long,0,,,,,
player,201410120atl,chi,MorgJo00,targets,1,,,,,
player,201410120atl,chi,MorgJo00,rec,1,,,,,
player,201410120atl,chi,MorgJo00,rec_yds,3,,,,,
player,201410120atl,chi,MorgJo00,rec_td,1,,,,,
player,201410120atl,chi,MorgJo00,rec_long,3,,,,,
player,201410120atl,chi,MorgJo00,fumbles,0,,,,,
player,201410120atl,chi,MorgJo00,fumbles_lost,0,,,,,
player,201410120atl,atl,RyanMa00,pass_cmp,19,,,,,
player,201410120atl,atl,RyanMa00,pass_att,37,,,,,
player,201410120atl,atl,RyanMa00,pass_yds,271,,,,,
player,201410120atl,atl,RyanMa00,pass_td,1,,,,,
player,201410120atl,atl,RyanMa00,pass_int,1,,,,,
player,201410120atl,atl,RyanMa00,pass_sacked,4,,,,,
player,201410120atl,atl,RyanMa00,pass_sacked_yds,26,,,,,
player,201410120atl,atl,RyanMa00,pass_long,41,,,,,
player,201410120atl,atl,RyanMa00,pass_rating,73.1,,,,,
player,201410120atl,atl,RyanMa00,rush_att,1,,,,,
player,201410120atl,atl,RyanMa00,rush_yds,-1,,,,,
player,201410120atl,atl,RyanMa00,rush_td,0,,,,,
player,201410120atl,atl,RyanMa00,rush_long,0,,,,,
player,201410120atl,atl,RyanMa00,targets,0,,,,,
player,201410120atl,atl,RyanMa00,rec,0,,,,,
player,201410120atl,atl,RyanMa00,rec_yds,0,,,,,
player,201410120atl,atl,RyanMa00,rec_td,0,,,,,
player,201410120atl,atl,RyanMa00,rec_long,0,,,,,
player,201410120atl,atl,RyanMa00,fumbles,0,,,,,
player,201410120atl,atl,RyanMa00,fumbles_lost,0,,,,,
player,201410120atl,atl,JackSt00,pass_cmp,0,,,,,
player,201410120atl,atl,JackSt00,pass_att,0,,,,,
player,201410120atl,atl,JackSt00,pass_yds,0,,,,,
player,201410120atl,atl,JackSt00,pass_td,0,,,,,
player,201410120atl,atl,JackSt00,pass_int,0,,,,,
player,201410120atl,atl,JackSt00,pass_sacked,0,,,,,
player,201410120atl,atl,JackSt00,pass_sacked_yds,0,,,,,
player,201410120atl,atl,JackSt00,pass_long,0,,,,,
player,201410120atl,atl,JackSt00,pass_rating,,,,,,
player,201410120atl,atl,JackSt00,rush_att,6,,,,,
player,201410120atl,atl,JackSt00,rush_yds,25,,,,,
player,201410120atl,atl,JackSt00,rush_td,0,,,,,
player,201410120atl,atl,JackSt00,rush_long,14,,,,,
player,201410120atl,atl,JackSt00,targets,2,,,,,
player,201410120atl,atl,JackSt00,rec,0,,,,,
player,201410120atl,atl,JackSt00,rec_yds,0,,,,,
player,201410120atl,atl,JackSt00,rec_td,0,,,,,
player,201410120atl,atl,JackSt00,rec_long,0,,,,,
player,201410120atl,atl,JackSt00,fumbles,0,,,,,
player,201410120atl,atl,JackSt00,fumbles_lost,0,,,,,
player,201410120atl,atl,RodgJa00,pass_cmp,0,,,,,
player,201410120atl,atl,RodgJa00,pass_att,0,,,,,
player,201410120atl,atl,RodgJa00,pass_yds,0,,,,,
player,201410120atl,atl,RodgJa00,pass_td,0,,,,,
player,201410120atl,atl,RodgJa00,pass_int,0,,,,,
player,201410120atl,atl,RodgJa00,pass_sacked,0,,,,,
player,201410120atl,atl,RodgJa00,pass_sacked_yds,0,,,,,
player,201410120atl,atl,RodgJa00,pass_long,0,,,,,
player,201410120atl,atl,RodgJa00,pass_rating,,,,,,
player,201410120atl,atl,RodgJa00,rush_att,1,,,,,
player,201410120atl,atl,RodgJa00,rush_yds,7,,,,,
player,201410120atl,atl,RodgJa00,rush_td,0,,,,,
player,201410120atl,atl,RodgJa00,rush_long,7,,,,,
player,201410120atl,atl,RodgJa00,targets,1,,,,,
player,201410120atl,atl,RodgJa00,rec,1,,,,,
player,201410120atl,atl,RodgJa00,rec_yds,2,,,,,
player,201410120atl,atl,RodgJa00,rec_td,0,,,,,
player,201410120atl,atl,RodgJa00,rec_long,2,,,,,
player,201410120atl,atl,RodgJa00,fumbles,0,,,,,
player,201410120atl,atl,RodgJa00,fumbles_lost,0,,,,,
player,201410120atl,atl,SmitAn01,pass_cmp,0,,,,,
player,201410120atl,atl,SmitAn01,pass_att,0,,,,,
player,201410120atl,atl,SmitAn01,pass_yds,0,,,,,
player,201410120atl,atl,SmitAn01,pass_td,0,,,,,
player,201410120atl,atl,SmitAn01,pass_int,0,,,,,
player,201410120atl,atl,SmitAn01,pass_sacked,0,,,,,
player,201410120atl,atl,SmitAn01,pass_sacked_yds,0,,,,,
player,201410120atl,atl,SmitAn01,pass_long,0,,,,,
player,201410120atl,atl,SmitAn01,pass_rating,,,,,,
player,201410120atl,atl,SmitAn01,rush_att,2,,,,,
player,201410120atl,atl,SmitAn01,rush_yds,5,,,,,
player,201410120atl,atl,SmitAn01,rush_td,0,,,,,
player,201410120atl,atl,SmitAn01,rush_long,3,,,,,
player,201410120atl,atl,SmitAn01,targets,4,,,,,
player,201410120atl,atl,SmitAn01,rec,4,,,,,
player,201410120atl,atl,SmitAn01,rec_yds,64,,,,,
player,201410120atl,atl,SmitAn01,rec_td,1,,,,,
player,201410120atl,atl,SmitAn01,rec_long,41,,,,,
player,201410120atl,atl,SmitAn01,fumbles,0,,,,,
player,201410120atl,atl,SmitAn01,fumbles_lost,0,,,,,
player,201410120atl,atl,FreeDe00,pass_cmp,0,,,,,
player,201410120atl,atl,FreeDe00,pass_att,0,,,,,
player,201410120atl,atl,FreeDe00,pass_yds,0,,,,,
player,201410120atl,atl,FreeDe00,pass_td,0,,,,,
player,201410120atl,atl,FreeDe00,pass_int,0,,,,,
player,201410120atl,atl,FreeDe00,pass_sacked,0,,,,,
player,201410120atl,atl,FreeDe00,pass_sacked_yds,0,,,,,
player,201410120atl,atl,FreeDe00,pass_long,0,,,,,
player,201410120atl,atl,FreeDe00,pass_rating,,,,,,
player,201410120atl,atl,FreeDe00,rush_att,2,,,,,
player,201410120atl,atl,FreeDe00,rush_yds,5,,,,,
player,201410120atl,atl,FreeDe00,rush_td,0,,,,,
player,201410120atl,atl,FreeDe00,rush_long,3,,,,,
player,201410120atl,atl,FreeDe00,targets,3,,,,,
player,201410120atl,atl,FreeDe00,rec,2,,,,,
player,201410120atl,atl,FreeDe00,rec_yds,26,,,,,
player,201410120atl,atl,FreeDe00,rec_td,0,,,,,
player,201410120atl,atl,FreeDe00,rec_long,14,,,,,
player,201410120atl,atl,FreeDe00,fumbles,0,,,,,
player,201410120atl,atl,FreeDe00,fumbles_lost,0,,,,,
player,201410120atl,atl,JoneJu02,pass_cmp,0,,,,,
player,201410120atl,atl,JoneJu02,pass_att,0,,,,,
player,201410120atl,atl,JoneJu02,pass_yds,0,,,,,
player,201410120atl,atl,JoneJu02,pass_td,0,,,,,
player,201410120atl,atl,JoneJu02,pass_int,0,,,,,
player,201410120atl,atl,JoneJu02,pass_sacked,0,,,,,
player,201410120atl,atl,JoneJu02,pass_sacked_yds,0,,,,,
player,201410120atl,atl,JoneJu02,pass_long,0,,,,,
player,201410120atl,atl,JoneJu02,pass_rating,,,,,,
player,201410120atl,atl,JoneJu02,rush_att,1,,,,,
player,201410120atl,atl,JoneJu02,rush_yds,1,,,,,
player,201410120atl,atl,JoneJu02,rush_td,0,,,,,
player,201410120atl,atl,JoneJu02,rush_long,1,,,,,
player,201410120atl,atl,JoneJu02,targets,12,,,,,
player,201410120atl,atl,JoneJu02,rec,4,,,,,
player,201410120atl,atl,JoneJu02,rec_yds,68,,,,,
player,201410120atl,atl,JoneJu02,rec_td,0,,,,,
player,201410120atl,atl,JoneJu02,rec_long,29,,,,,
player,201410120atl,atl,JoneJu02,fumbles,1,,,,,
player,201410120atl,atl,JoneJu02,fumbles_lost,0,,,,,
player,201410120atl,atl,WhitRo00,pass_cmp,0,,,,,
player,201410120atl,atl,WhitRo00,pass_att,0,,,,,
player,201410120atl,atl,WhitRo00,pass_yds,0,,,,,
player,201410120atl,atl,WhitRo00,pass_td,0,,,,,
player,201410120atl,atl,WhitRo00,pass_int,0,,,,,
player,201410120atl,atl,WhitRo00,pass_sacked,0,,,,,
player,201410120atl,atl,WhitRo00,pass_sacked_yds,0,,,,,
player,201410120atl,atl,WhitRo00,pass_long,0,,,,,
player,201410120atl,atl,WhitRo00,pass_rating,,,,,,
player,201410120atl,atl,WhitRo00,rush_att,0,,,,,
player,201410120atl,atl,WhitRo00,rush_yds,0,,,,,
player,201410120atl,atl,WhitRo00,rush_td,0,,,,,
player,201410120atl,atl,WhitRo00,rush_long,0,,,,,
player,201410120atl,atl,WhitRo00,targets,6,,,,,
player,201410120atl,atl,WhitRo00,rec,3,,,,,
player,201410120atl,atl,WhitRo00,rec_yds,40,,,,,
player,201410120atl,atl,WhitRo00,rec_td,0,,,,,
player,201410120atl,atl,WhitRo00,rec_long,23,,,,,
player,201410120atl,atl,WhitRo00,fumbles,0,,,,,
player,201410120atl,atl,WhitRo00,fumbles_lost,0,,,,,
player,201410120atl,atl,ToilLe00,pass_cmp,0,,,,,
player,201410120atl,atl,ToilLe00,pass_att,0,,,,,
player,201410120atl,atl,ToilLe00,pass_yds,0,,,,,
player,201410120atl,atl,ToilLe00,pass_td,0,,,,,
player,201410120atl,atl,ToilLe00,pass_int,0,,,,,
player,201410120atl,atl,ToilLe00,pass_sacked,0,,,,,
player,201410120atl,atl,ToilLe00,pass_sacked_yds,0,,,,,
player,201410120atl,atl,ToilLe00,pass_long,0,,,,,
player,201410120atl,atl,ToilLe00,pass_rating,,,,,,
player,201410120atl,atl,ToilLe00,rush_att,0,,,,,
player,201410120atl,atl,ToilLe00,rush_yds,0,,,,,
player,201410120atl,atl,ToilLe00,rush_td,0,,,,,
player,201410120atl,atl,ToilLe00,rush_long,0,,,,,
player,201410120atl,atl,ToilLe00,targets,6,,,,,
player,201410120atl,atl,ToilLe00,rec,3,,,,,
player,201410120atl,atl,ToilLe00,rec_yds,34,,,,,
player,201410120atl,atl,ToilLe00,rec_td,0,,,,,
player,201410120atl,atl,ToilLe00,rec_long,15,,,,,
player,201410120atl,atl,ToilLe00,fumbles,0,,,,,
player,201410120atl,atl,ToilLe00,fumbles_lost,0,,,,,
player,201410120atl,atl,HestDe99,pass_cmp,0,,,,,
player,201410120atl,atl,HestDe99,pass_att,0,,,,,
player,201410120atl,atl,HestDe99,pass_yds,0,,,,,
player,201410120atl,atl,HestDe99,pass_td,0,,,,,
player,201410120atl,atl,HestDe99,pass_int,0,,,,,
player,201410120atl,atl,HestDe99,pass_sacked,0,,,,,
player,201410120atl,atl,HestDe99,pass_sacked_yds,0,,,,,
player,201410120atl,atl,HestDe99,pass_long,0,,,,,
player,201410120atl,atl,HestDe99,pass_rating,,,,,,
player,201410120atl,atl,HestDe99,rush_att,0,,,,,
player,201410120atl,atl,HestDe99,rush_yds,0,,,,,
player,201410120atl,atl,HestDe99,rush_td,0,,,,,
player,201410120atl,atl,HestDe99,rush_long,0,,,,,
player,201410120atl,atl,HestDe99,targets,1,,,,,
player,201410120atl,atl,HestDe99,rec,1,,,,,
player,201410120atl,atl,HestDe99,rec_yds,23,,,,,
player,201410120atl,atl,HestDe99,rec_td,0,,,,,
player,201410120atl,atl,HestDe99,rec_long,23,,,,,
player,201410120atl,atl,HestDe99,fumbles,0,,,,,
player,201410120atl,atl,HestDe99,fumbles_lost,0,,,,,
player,201410120atl,atl,WeemEr00,pass_cmp,0,,,,,
player,201410120atl,atl,WeemEr00,pass_att,0,,,,,
player,201410120atl,atl,WeemEr00,pass_yds,0,,,,,
player,201410120atl,atl,WeemEr00,pass_td,0,,,,,
player,201410120atl,atl,WeemEr00,pass_int,0,,,,,
player,201410120atl,atl,WeemEr00,pass_sacked,0,,,,,
player,201410120atl,atl,WeemEr00,pass_sacked_yds,0,,,,,
player,201410120atl,atl,WeemEr00,pass_long,0,,,,,
player,201410120atl,atl,WeemEr00,pass_rating,,,,,,
player,201410120atl,atl,WeemEr00,rush_att,0,,,,,
player,201410120atl,atl,WeemEr00,rush_yds,0,,,,,
player,201410120atl,atl,WeemEr00,rush_td,0,,,,,
player,201410120atl,atl,WeemEr00,rush_long,0,,,,,
player,201410120atl,atl,WeemEr00,targets,1,,,,,
player,201410120atl,atl,WeemEr00,rec,1,,,,,
player,201410120atl,atl,WeemEr00,rec_yds,14,,,,,
player,201410120atl,atl,WeemEr00,rec_td,0,,,,,
player,201410120atl,atl,WeemEr00,rec_long,14,,,,,
player,201410120atl,atl,WeemEr00,fumbles,0,,,,,
player,201410120atl,atl,WeemEr00,fumbles_lost,0,,,,,
player,201410120atl,chi,HursDe00,def_int,1,,,,,
player,201410120atl,chi,HursDe00,def_int_yds,0,,,,,
player,201410120atl,chi,HursDe00,def_int_td,0,,,,,
player,201410120atl,chi,HursDe00,def_int_long,0,,,,,
player,201410120atl,chi,HursDe00,pass_defended,1,,,,,
player,201410120atl,chi,HursDe00,sacks,0.0,,,,,
player,201410120atl,chi,HursDe00,tackles_combined,3,,,,,
player,201410120atl,chi,HursDe00,tackles_solo,2,,,,,
player,201410120atl,chi,HursDe00,tackles_assists,1,,,,,
player,201410120atl,chi,HursDe00,tackles_loss,0,,,,,
player,201410120atl,chi,HursDe00,qb_hits,0,,,,,
player,201410120atl,chi,HursDe00,fumbles_rec,0,,,,,
player,201410120atl,chi,HursDe00,fumbles_rec_yds,0,,,,,
player,201410120atl,chi,HursDe00,fumbles_rec_td,0,,,,,
player,201410120atl,chi,HursDe00,fumbles_forced,0,,,,,
player,201410120atl,chi,YounWi99,def_int,0,,,,,
player,201410120atl,chi,YounWi99,def_int_yds,0,,,,,
player,201410120atl,chi,YounWi99,def_int_td,0,,,,,
player,201410120atl,chi,YounWi99,def_int_long,0,,,,,
player,201410120atl,chi,YounWi99,pass_defended,0,,,,,
player,201410120atl,chi,YounWi99,sacks,2.0,,,,,
player,201410120atl,chi,YounWi99,tackles_combined,3,,,,,
player,201410120atl,chi,YounWi99,tackles_solo,3,,,,,
player,201410120atl,chi,YounWi99,tackles_assists,0,,,,,
player,201410120atl,chi,YounWi99,tackles_loss,2,,,,,
player,201410120atl,chi,YounWi99,qb_hits,2,,,,,
player,201410120atl,chi,YounWi99,fumbles_rec,0,,,,,
player,201410120atl,chi,YounWi99,fumbles_rec_yds,0,,,,,
player,201410120atl,chi,YounWi99,fumbles_rec_td,0,,,,,
player,201410120atl,chi,YounWi99,fumbles_forced,0,,,,,
player,201410120atl,chi,AlleJa22,def_int,0,,,,,
player,201410120atl,chi,AlleJa22,def_int_yds,0,,,,,
player,201410120atl,chi,AlleJa22,def_int_td,0,,,,,
player,201410120atl,chi,AlleJa22,def_int_long,0,,,,,
player,201410120atl,chi,AlleJa22,pass_defended,0,,,,,
player,201410120atl,chi,AlleJa22,sacks,1.0,,,,,
player,201410120atl,chi,AlleJa22,tackles_combined,2,,,,,
player,201410120atl,chi,AlleJa22,tackles_solo,2,,,,,
player,201410120atl,chi,AlleJa22,tackles_assists,0,,,,,
player,201410120atl,chi,AlleJa22,tackles_loss,1,,,,,
player,201410120atl,chi,AlleJa22,qb_hits,1,,,,,
player,201410120atl,chi,AlleJa22,fumbles_rec,0,,,,,
player,201410120atl,chi,AlleJa22,fumbles_rec_yds,0,,,,,
player,201410120atl,chi,AlleJa22,fumbles_rec_td,0,,,,,
player,201410120atl,chi,AlleJa22,fumbles_forced,0,,,,,
player,201410120atl,chi,PaeaSt00,def_int,0,,,,,
player,201410120atl,chi,PaeaSt00,def_int_yds,0,,,,,
player,201410120atl,chi,PaeaSt00,def_int_td,0,,,,,
player,201410120atl,chi,PaeaSt00,def_int_long,0,,,,,
player,201410120atl,chi,PaeaSt00,pass_defended,1,,,,,
player,201410120atl,chi,PaeaSt00,sacks,1.0,,,,,
player,201410120atl,chi,PaeaSt00,tackles_combined,2,,,,,
player,201410120atl,chi,PaeaSt00,tackles_solo,1,,,,,
player,201410120atl,chi,PaeaSt00,tackles_assists,1,,,,,
player,201410120atl,chi,PaeaSt00,tackles_loss,1,,,,,
player,201410120atl,chi,PaeaSt00,qb_hits,1,,,,,
player,201410120atl,chi,PaeaSt00,fumbles_rec,0,,,,,
player,201410120atl,chi,PaeaSt00,fumbles_rec_yds,0,,,,,
player,201410120atl,chi,PaeaSt00,fumbles_rec_td,0,,,,,
player,201410120atl,chi,PaeaSt00,fumbles_forced,0,,,,,
player,201410120atl,chi,GreeKh00,def_int,0,,,,,
player,201410120atl,chi,GreeKh00,def_int_yds,0,,,,,
player,201410120atl,chi,GreeKh00,def_int_td,0,,,,,
player,201410120atl,chi,GreeKh00,def_int_long,0,,,,,
player,201410120atl,chi,GreeKh00,pass_defended,0,,,,,
player,201410120atl,chi,GreeKh00,sacks,0.0,,,,,
player,201410120atl,chi,GreeKh00,tackles_combined,8,,,,,
player,201410120atl,chi,GreeKh00,tackles_solo,6,,,,,
player,201410120atl,chi,GreeKh00,tackles_assists,2,,,,,
player,201410120atl,chi,GreeKh00,tackles_loss,0,,,,,
player,201410120atl,chi,GreeKh00,qb_hits,0,,,,,
player,201410120atl,chi,GreeKh00,fumbles_rec,0,,,,,
player,201410120atl,chi,GreeKh00,fumbles_rec_yds,0,,,,,
player,201410120atl,chi,GreeKh00,fumbles_rec_td,0,,,,,
player,201410120atl,chi,GreeKh00,fumbles_forced,0,,,,,
player,201410120atl,chi,FullKy00,def_int,0,,,,,
player,201410120atl,chi,FullKy00,def_int_yds,0,,,,,
player,201410120atl,chi,FullKy00,def_int_td,0,,,,,
player,201410120atl,chi,FullKy00,def_int_long,0,,,,,
player,201410120atl,chi,FullKy00,pass_defended,1,,,,,
player,201410120atl,chi,FullKy00,sacks,0.0,,,,,
player,201410120atl,chi,FullKy00,tackles_combined,5,,,,,
player,201410120atl,chi,FullKy00,tackles_solo,5,,,,,
player,201410120atl,chi,FullKy00,tackles_assists,0,,,,,
player,201410120atl,chi,FullKy00,tackles_loss,0,,,,,
player,201410120atl,chi,FullKy00,qb_hits,0,,,,,
player,201410120atl,chi,FullKy00,fumbles_rec,0,,,,,
player,201410120atl,chi,FullKy00,fumbles_rec_yds,0,,,,,
player,201410120atl,chi,FullKy00,fumbles_rec_td,0,,,,,
player,201410120atl,chi,FullKy00,fumbles_forced,1,,,,,
player,201410120atl,chi,SharDa01,def_int,0,,,,,
