game,2014,14,20141207,201412070crd,kan,"Kansas City Chiefs",14,crd,"Arizona Cardinals",17
player,201412070crd,crd,CromAn20,fumbles_rec,0,,,,,
player,201412070crd,crd,CromAn20,fumbles_rec_yds,0,,,,,
player,201412070crd,crd,CromAn20,fumbles_rec_td,0,,,,,
player,201412070crd,crd,CromAn20,fumbles_forced,0,,,,,
player,201412070crd,crd,MintKe00,def_int,0,,,,,
player,201412070crd,crd,MintKe00,def_int_yds,0,,,,,
player,201412070crd,crd,MintKe00,def_int_td,0,,,,,
player,201412070crd,crd,MintKe00,def_int_long,0,,,,,
player,201412070crd,crd,MintKe00,pass_defended,0,,,,,
player,201412070crd,crd,MintKe00,sacks,0.0,,,,,
player,201412070crd,crd,MintKe00,tackles_combined,3,,,,,
player,201412070crd,crd,MintKe00,tackles_solo,2,,,,,
player,201412070crd,crd,MintKe00,tackles_assists,1,,,,,
player,201412070crd,crd,MintKe00,tackles_loss,0,,,,,
player,201412070crd,crd,MintKe00,qb_hits,1,,,,,
player,201412070crd,crd,MintKe00,fumbles_rec,0,,,,,
player,201412070crd,crd,MintKe00,fumbles_rec_yds,0,,,,,
player,201412070crd,crd,MintKe00,fumbles_rec_td,0,,,,,
player,201412070crd,crd,MintKe00,fumbles_forced,0,,,,,
player,201412070crd,crd,ShauMa99,def_int,0,,,,,
player,201412070crd,crd,ShauMa99,def_int_yds,0,,,,,
player,201412070crd,crd,ShauMa99,def_int_td,0,,,,,
player,201412070crd,crd,ShauMa99,def_int_long,0,,,,,
player,201412070crd,crd,ShauMa99,pass_defended,0,,,,,
player,201412070crd,crd,ShauMa99,sacks,0.0,,,,,
player,201412070crd,crd,ShauMa99,tackles_combined,3,,,,,
player,201412070crd,crd,ShauMa99,tackles_solo,3,,,,,
player,201412070crd,crd,ShauMa99,tackles_assists,0,,,,,
player,201412070crd,crd,ShauMa99,tackles_loss,2,,,,,
player,201412070crd,crd,ShauMa99,qb_hits,0,,,,,
player,201412070crd,crd,ShauMa99,fumbles_rec,0,,,,,
player,201412070crd,crd,ShauMa99,fumbles_rec_yds,0,,,,,
player,201412070crd,crd,ShauMa99,fumbles_rec_td,0,,,,,
player,201412070crd,crd,ShauMa99,fumbles_forced,0,,,,,
player,201412070crd,crd,AchoSa00,def_int,0,,,,,
player,201412070crd,crd,AchoSa00,def_int_yds,0,,,,,
player,201412070crd,crd,AchoSa00,def_int_td,0,,,,,
player,201412070crd,crd,AchoSa00,def_int_long,0,,,,,
player,201412070crd,crd,AchoSa00,pass_defended,0,,,,,
player,201412070crd,crd,AchoSa00,sacks,0.0,,,,,
player,201412070crd,crd,AchoSa00,tackles_combined,2,,,,,
player,201412070crd,crd,AchoSa00,tackles_solo,2,,,,,
player,201412070crd,crd,AchoSa00,tackles_assists,0,,,,,
player,201412070crd,crd,AchoSa00,tackles_loss,0,,,,,
player,201412070crd,crd,AchoSa00,qb_hits,0,,,,,
player,201412070crd,crd,AchoSa00,fumbles_rec,0,,,,,
player,201412070crd,crd,AchoSa00,fumbles_rec_yds,0,,,,,
player,201412070crd,crd,AchoSa00,fumbles_rec_td,0,,,,,
player,201412070crd,crd,AchoSa00,fumbles_forced,0,,,,,
player,201412070crd,crd,KellTo21,def_int,0,,,,,
player,201412070crd,crd,KellTo21,def_int_yds,0,,,,,
player,201412070crd,crd,KellTo21,def_int_td,0,,,,,
player,201412070crd,crd,KellTo21,def_int_long,0,,,,,
player,201412070crd,crd,KellTo21,pass_defended,0,,,,,
player,201412070crd,crd,KellTo21,sacks,0.0,,,,,
player,201412070crd,crd,KellTo21,tackles_combined,2,,,,,
player,201412070crd,crd,KellTo21,tackles_solo,2,,,,,
player,201412070crd,crd,KellTo21,tackles_assists,0,,,,,
player,201412070crd,crd,KellTo21,tackles_loss,1,,,,,
player,201412070crd,crd,KellTo21,qb_hits,0,,,,,
player,201412070crd,crd,KellTo21,fumbles_rec,0,,,,,
player,201412070crd,crd,KellTo21,fumbles_rec_yds,0,,,,,
player,201412070crd,crd,KellTo21,fumbles_rec_td,0,,,,,
player,201412070crd,crd,KellTo21,fumbles_forced,0,,,,,
player,201412070crd,crd,AlexLo99,def_int,0,,,,,
player,201412070crd,crd,AlexLo99,def_int_yds,0,,,,,
player,201412070crd,crd,AlexLo99,def_int_td,0,,,,,
player,201412070crd,crd,AlexLo99,def_int_long,0,,,,,
player,201412070crd,crd,AlexLo99,pass_defended,0,,,,,
player,201412070crd,crd,AlexLo99,sacks,0.0,,,,,
player,201412070crd,crd,AlexLo99,tackles_combined,1,,,,,
player,201412070crd,crd,AlexLo99,tackles_solo,1,,,,,
player,201412070crd,crd,AlexLo99,tackles_assists,0,,,,,
player,201412070crd,crd,AlexLo99,tackles_loss,0,,,,,
player,201412070crd,crd,AlexLo99,qb_hits,2,,,,,
player,201412070crd,crd,AlexLo99,fumbles_rec,0,,,,,
player,201412070crd,crd,AlexLo99,fumbles_rec_yds,0,,,,,
player,201412070crd,crd,AlexLo99,fumbles_rec_td,0,,,,,
player,201412070crd,crd,AlexLo99,fumbles_forced,0,,,,,
player,201412070crd,crd,BenaMa00,def_int,0,,,,,
player,201412070crd,crd,BenaMa00,def_int_yds,0,,,,,
player,201412070crd,crd,BenaMa00,def_int_td,0,,,,,
player,201412070crd,crd,BenaMa00,def_int_long,0,,,,,
player,201412070crd,crd,BenaMa00,pass_defended,0,,,,,
player,201412070crd,crd,BenaMa00,sacks,0.0,,,,,
player,201412070crd,crd,BenaMa00,tackles_combined,1,,,,,
player,201412070crd,crd,BenaMa00,tackles_solo,0,,,,,
player,201412070crd,crd,BenaMa00,tackles_assists,1,,,,,
player,201412070crd,crd,BenaMa00,tackles_loss,0,,,,,
player,201412070crd,crd,BenaMa00,qb_hits,0,,,,,
player,201412070crd,crd,BenaMa00,fumbles_rec,0,,,,,
player,201412070crd,crd,BenaMa00,fumbles_rec_yds,0,,,,,
player,201412070crd,crd,BenaMa00,fumbles_rec_td,0,,,,,
player,201412070crd,crd,BenaMa00,fumbles_forced,0,,,,,
player,201412070crd,crd,BrowJa03,def_int,0,,,,,
player,201412070crd,crd,BrowJa03,def_int_yds,0,,,,,
player,201412070crd,crd,BrowJa03,def_int_td,0,,,,,
player,201412070crd,crd,BrowJa03,def_int_long,0,,,,,
player,201412070crd,crd,BrowJa03,pass_defended,0,,,,,
player,201412070crd,crd,BrowJa03,sacks,0.0,,,,,
player,201412070crd,crd,BrowJa03,tackles_combined,1,,,,,
player,201412070crd,crd,BrowJa03,tackles_solo,0,,,,,
player,201412070crd,crd,BrowJa03,tackles_assists,1,,,,,
player,201412070crd,crd,BrowJa03,tackles_loss,0,,,,,
player,201412070crd,crd,BrowJa03,qb_hits,0,,,,,
player,201412070crd,crd,BrowJa03,fumbles_rec,0,,,,,
player,201412070crd,crd,BrowJa03,fumbles_rec_yds,0,,,,,
player,201412070crd,crd,BrowJa03,fumbles_rec_td,0,,,,,
player,201412070crd,crd,BrowJa03,fumbles_forced,0,,,,,
player,201412070crd,crd,CataCh00,def_int,0,,,,,
player,201412070crd,crd,CataCh00,def_int_yds,0,,,,,
player,201412070crd,crd,CataCh00,def_int_td,0,,,,,
player,201412070crd,crd,CataCh00,def_int_long,0,,,,,
player,201412070crd,crd,CataCh00,pass_defended,0,,,,,
player,201412070crd,crd,CataCh00,sacks,0.0,,,,,
player,201412070crd,crd,CataCh00,tackles_combined,1,,,,,
player,201412070crd,crd,CataCh00,tackles_solo,1,,,,,
player,201412070crd,crd,CataCh00,tackles_assists,0,,,,,
player,201412070crd,crd,CataCh00,tackles_loss,0,,,,,
player,201412070crd,crd,CataCh00,qb_hits,0,,,,,
player,201412070crd,crd,CataCh00,fumbles_rec,0,,,,,
player,201412070crd,crd,CataCh00,fumbles_rec_yds,0,,,,,
player,201412070crd,crd,CataCh00,fumbles_rec_td,0,,,,,
player,201412070crd,crd,CataCh00,fumbles_forced,0,,,,,
player,201412070crd,crd,DemeKe00,def_int,0,,,,,
player,201412070crd,crd,DemeKe00,def_int_yds,0,,,,,
player,201412070crd,crd,DemeKe00,def_int_td,0,,,,,
player,201412070crd,crd,DemeKe00,def_int_long,0,,,,,
player,201412070crd,crd,DemeKe00,pass_defended,0,,,,,
player,201412070crd,crd,DemeKe00,sacks,0.0,,,,,
player,201412070crd,crd,DemeKe00,tackles_combined,1,,,,,
player,201412070crd,crd,DemeKe00,tackles_solo,1,,,,,
player,201412070crd,crd,DemeKe00,tackles_assists,0,,,,,
player,201412070crd,crd,DemeKe00,tackles_loss,0,,,,,
player,201412070crd,crd,DemeKe00,qb_hits,0,,,,,
player,201412070crd,crd,DemeKe00,fumbles_rec,0,,,,,
player,201412070crd,crd,DemeKe00,fumbles_rec_yds,0,,,,,
player,201412070crd,crd,DemeKe00,fumbles_rec_td,0,,,,,
player,201412070crd,crd,DemeKe00,fumbles_forced,0,,,,,
player,201412070crd,crd,HughRo00,def_int,0,,,,,
player,201412070crd,crd,HughRo00,def_int_yds,0,,,,,
player,201412070crd,crd,HughRo00,def_int_td,0,,,,,
player,201412070crd,crd,HughRo00,def_int_long,0,,,,,
player,201412070crd,crd,HughRo00,pass_defended,0,,,,,
player,201412070crd,crd,HughRo00,sacks,0.0,,,,,
player,201412070crd,crd,HughRo00,tackles_combined,1,,,,,
player,201412070crd,crd,HughRo00,tackles_solo,0,,,,,
player,201412070crd,crd,HughRo00,tackles_assists,1,,,,,
player,201412070crd,crd,HughRo00,tackles_loss,0,,,,,
player,201412070crd,crd,HughRo00,qb_hits,0,,,,,
player,201412070crd,crd,HughRo00,fumbles_rec,0,,,,,
player,201412070crd,crd,HughRo00,fumbles_rec_yds,0,,,,,
player,201412070crd,crd,HughRo00,fumbles_rec_td,0,,,,,
player,201412070crd,crd,HughRo00,fumbles_forced,0,,,,,
player,201412070crd,crd,WillDa99,def_int,0,,,,,
player,201412070crd,crd,WillDa99,def_int_yds,0,,,,,
player,201412070crd,crd,WillDa99,def_int_td,0,,,,,
player,201412070crd,crd,WillDa99,def_int_long,0,,,,,
player,201412070crd,crd,WillDa99,pass_defended,0,,,,,
player,201412070crd,crd,WillDa99,sacks,0.0,,,,,
player,201412070crd,crd,WillDa99,tackles_combined,1,,,,,
player,201412070crd,crd,WillDa99,tackles_solo,1,,,,,
player,201412070crd,crd,WillDa99,tackles_assists,0,,,,,
player,201412070crd,crd,WillDa99,tackles_loss,0,,,,,
player,201412070crd,crd,WillDa99,qb_hits,0,,,,,
player,201412070crd,crd,WillDa99,fumbles_rec,0,,,,,
player,201412070crd,crd,WillDa99,fumbles_rec_yds,0,,,,,
player,201412070crd,crd,WillDa99,fumbles_rec_td,0,,,,,
player,201412070crd,crd,WillDa99,fumbles_forced,0,,,,,
player,201412070crd,kan,ThomDe05,kick_ret,2,,,,,
player,201412070crd,kan,ThomDe05,kick_ret_yds,62,,,,,
player,201412070crd,kan,ThomDe05,kick_ret_yds_per_ret,31.0,,,,,
player,201412070crd,kan,ThomDe05,kick_ret_td,0,,,,,
player,201412070crd,kan,ThomDe05,kick_ret_long,39,,,,,
player,201412070crd,kan,ThomDe05,punt_ret,3,,,,,
player,201412070crd,kan,ThomDe05,punt_ret_yds,4,,,,,
player,201412070crd,kan,ThomDe05,punt_ret_yds_per_ret,1.3,,,,,
player,201412070crd,kan,ThomDe05,punt_ret_td,0,,,,,
player,201412070crd,kan,ThomDe05,punt_ret_long,4,,,,,
player,201412070crd,kan,DaviKn00,kick_ret,3,,,,,
player,201412070crd,kan,DaviKn00,kick_ret_yds,88,,,,,
player,201412070crd,kan,DaviKn00,kick_ret_yds_per_ret,29.3,,,,,
player,201412070crd,kan,DaviKn00,kick_ret_td,0,,,,,
player,201412070crd,kan,DaviKn00,kick_ret_long,36,,,,,
player,201412070crd,kan,DaviKn00,punt_ret,0,,,,,
player,201412070crd,kan,DaviKn00,punt_ret_yds,0,,,,,
player,201412070crd,kan,DaviKn00,punt_ret_yds_per_ret,,,,,,
player,201412070crd,kan,DaviKn00,punt_ret_td,0,,,,,
player,201412070crd,kan,DaviKn00,punt_ret_long,0,,,,,
player,201412070crd,crd,GinnTe00,kick_ret,2,,,,,
player,201412070crd,crd,GinnTe00,kick_ret_yds,64,,,,,
player,201412070crd,crd,GinnTe00,kick_ret_yds_per_ret,32.0,,,,,
player,201412070crd,crd,GinnTe00,kick_ret_td,0,,,,,
player,201412070crd,crd,GinnTe00,kick_ret_long,43,,,,,
player,201412070crd,crd,GinnTe00,punt_ret,2,,,,,
player,201412070crd,crd,GinnTe00,punt_ret_yds,6,,,,,
player,201412070crd,crd,GinnTe00,punt_ret_yds_per_ret,3.0,,,,,
player,201412070crd,crd,GinnTe00,punt_ret_td,0,,,,,
player,201412070crd,crd,GinnTe00,punt_ret_long,6,,,,,
player,201412070crd,kan,SantCa01,xpm,2,,,,,
player,201412070crd,kan,SantCa01,xpa,2,,,,,
player,201412070crd,kan,SantCa01,fgm,,,,,,
player,201412070crd,kan,SantCa01,fga,,,,,,
player,201412070crd,kan,SantCa01,punt,0,,,,,
player,201412070crd,kan,SantCa01,punt_yds,0,,,,,
player,201412070crd,kan,SantCa01,punt_yds_per_punt,,,,,,
player,201412070crd,kan,SantCa01,punt_long,0,,,,,
player,201412070crd,kan,ColqDu20,xpm,,,,,,
player,201412070crd,kan,ColqDu20,xpa,,,,,,
player,201412070crd,kan,ColqDu20,fgm,,,,,,
player,201412070crd,kan,ColqDu20,fga,,,,,,
player,201412070crd,kan,ColqDu20,punt,4,,,,,
player,201412070crd,kan,ColqDu20,punt_yds,197,,,,,
player,201412070crd,kan,ColqDu20,punt_yds_per_punt,49.3,,,,,
player,201412070crd,kan,ColqDu20,punt_long,53,,,,,
player,201412070crd,crd,ButlDr00,xpm,,,,,,
player,201412070crd,crd,ButlDr00,xpa,,,,,,
player,201412070crd,crd,ButlDr00,fgm,,,,,,
player,201412070crd,crd,ButlDr00,fga,,,,,,
player,201412070crd,crd,ButlDr00,punt,4,,,,,
player,201412070crd,crd,ButlDr00,punt_yds,183,,,,,
player,201412070crd,crd,ButlDr00,punt_yds_per_punt,45.8,,,,,
player,201412070crd,crd,ButlDr00,punt_long,48,,,,,
player,201412070crd,crd,CataCh00,xpm,,,,,,
player,201412070crd,crd,CataCh00,xpa,,,,,,
player,201412070crd,crd,CataCh00,fgm,3,,,,,
player,201412070crd,crd,CataCh00,fga,5,,,,,
player,201412070crd,crd,CataCh00,punt,0,,,,,
player,201412070crd,crd,CataCh00,punt_yds,0,,,,,
player,201412070crd,crd,CataCh00,punt_yds_per_punt,,,,,,
player,201412070crd,crd,CataCh00,punt_long,0,,,,,
player,201412070crd,crd,VeldJa20,pos,T,,,,,
player,201412070crd,crd,VeldJa20,offense,69,,,,,
player,201412070crd,crd,VeldJa20,off_pct,100%,,,,,
player,201412070crd,crd,VeldJa20,defense,0,,,,,
player,201412070crd,crd,VeldJa20,def_pct,0%,,,,,
player,201412070crd,crd,VeldJa20,special_teams,5,,,,,
player,201412070crd,crd,VeldJa20,st_pct,22%,,,,,
player,201412070crd,crd,CoopJo01,pos,G,,,,,
player,201412070crd,crd,CoopJo01,offense,69,,,,,
player,201412070crd,crd,CoopJo01,off_pct,100%,,,,,
player,201412070crd,crd,CoopJo01,defense,0,,,,,
player,201412070crd,crd,CoopJo01,def_pct,0%,,,,,
player,201412070crd,crd,CoopJo01,special_teams,5,,,,,
player,201412070crd,crd,CoopJo01,st_pct,22%,,,,,
player,201412070crd,crd,MassBo00,pos,T,,,,,
player,201412070crd,crd,MassBo00,offense,69,,,,,
player,201412070crd,crd,MassBo00,off_pct,100%,,,,,
player,201412070crd,crd,MassBo00,defense,0,,,,,
player,201412070crd,crd,MassBo00,def_pct,0%,,,,,
player,201412070crd,crd,MassBo00,special_teams,5,,,,,
player,201412070crd,crd,MassBo00,st_pct,22%,,,,,
player,201412070crd,crd,LarsTe20,pos,G,,,,,
player,201412070crd,crd,LarsTe20,offense,69,,,,,
player,201412070crd,crd,LarsTe20,off_pct,100%,,,,,
player,201412070crd,crd,LarsTe20,defense,0,,,,,
player,201412070crd,crd,LarsTe20,def_pct,0%,,,,,
player,201412070crd,crd,LarsTe20,special_teams,5,,,,,
player,201412070crd,crd,LarsTe20,st_pct,22%,,,,,
player,201412070crd,crd,SendLy20,pos,C,,,,,
player,201412070crd,crd,SendLy20,offense,69,,,,,
player,201412070crd,crd,SendLy20,off_pct,100%,,,,,
player,201412070crd,crd,SendLy20,defense,0,,,,,
player,201412070crd,crd,SendLy20,def_pct,0%,,,,,
player,201412070crd,crd,SendLy20,special_teams,0,,,,,
player,201412070crd,crd,SendLy20,st_pct,0%,,,,,
player,201412070crd,crd,StanDr00,pos,QB,,,,,
player,201412070crd,crd,StanDr00,offense,69,,,,,
player,201412070crd,crd,StanDr00,off_pct,100%,,,,,
player,201412070crd,crd,StanDr00,defense,0,,,,,
player,201412070crd,crd,StanDr00,def_pct,0%,,,,,
player,201412070crd,crd,StanDr00,special_teams,0,,,,,
player,201412070crd,crd,StanDr00,st_pct,0%,,,,,
player,201412070crd,crd,FloyMi00,pos,WR,,,,,
player,201412070crd,crd,FloyMi00,offense,62,,,,,
player,201412070crd,crd,FloyMi00,off_pct,90%,,,,,
player,201412070crd,crd,FloyMi00,defense,0,,,,,
player,201412070crd,crd,FloyMi00,def_pct,0%,,,,,
player,201412070crd,crd,FloyMi00,special_teams,0,,,,,
player,201412070crd,crd,FloyMi00,st_pct,0%,,,,,
player,201412070crd,crd,FitzLa00,pos,WR,,,,,
player,201412070crd,crd,FitzLa00,offense,58,,,,,
player,201412070crd,crd,FitzLa00,off_pct,84%,,,,,
player,201412070crd,crd,FitzLa00,defense,0,,,,,
player,201412070crd,crd,FitzLa00,def_pct,0%,,,,,
player,201412070crd,crd,FitzLa00,special_teams,0,,,,,
player,201412070crd,crd,FitzLa00,st_pct,0%,,,,,
player,201412070crd,crd,BrowJo02,pos,WR,,,,,
player,201412070crd,crd,BrowJo02,offense,45,,,,,
player,201412070crd,crd,BrowJo02,off_pct,65%,,,,,
player,201412070crd,crd,BrowJo02,defense,0,,,,,
player,201412070crd,crd,BrowJo02,def_pct,0%,,,,,
player,201412070crd,crd,BrowJo02,special_teams,0,,,,,
player,201412070crd,crd,BrowJo02,st_pct,0%,,,,,
player,201412070crd,crd,FellDa01,pos,TE,,,,,
player,201412070crd,crd,FellDa01,offense,42,,,,,
player,201412070crd,crd,FellDa01,off_pct,61%,,,,,
player,201412070crd,crd,FellDa01,defense,0,,,,,
player,201412070crd,crd,FellDa01,def_pct,0%,,,,,
player,201412070crd,crd,FellDa01,special_teams,5,,,,,
player,201412070crd,crd,FellDa01,st_pct,22%,,,,,
player,201412070crd,crd,WillKe05,pos,RB,,,,,
player,201412070crd,crd,WillKe05,offense,25,,,,,
player,201412070crd,crd,WillKe05,off_pct,36%,,,,,
player,201412070crd,crd,WillKe05,defense,0,,,,,
player,201412070crd,crd,WillKe05,def_pct,0%,,,,,
player,201412070crd,crd,WillKe05,special_teams,1,,,,,
player,201412070crd,crd,WillKe05,st_pct,4%,,,,,
player,201412070crd,crd,BrowJa03,pos,WR,,,,,
player,201412070crd,crd,BrowJa03,offense,22,,,,,
player,201412070crd,crd,BrowJa03,off_pct,32%,,,,,
player,201412070crd,crd,BrowJa03,defense,0,,,,,
player,201412070crd,crd,BrowJa03,def_pct,0%,,,,,
player,201412070crd,crd,BrowJa03,special_teams,15,,,,,
player,201412070crd,crd,BrowJa03,st_pct,65%,,,,,
player,201412070crd,crd,HousRo01,pos,TE,,,,,
player,201412070crd,crd,HousRo01,offense,21,,,,,
player,201412070crd,crd,HousRo01,off_pct,30%,,,,,
player,201412070crd,crd,HousRo01,defense,0,,,,,
player,201412070crd,crd,HousRo01,def_pct,0%,,,,,
player,201412070crd,crd,HousRo01,special_teams,11,,,,,
player,201412070crd,crd,HousRo01,st_pct,48%,,,,,
player,201412070crd,crd,CarlJo00,pos,TE,,,,,
player,201412070crd,crd,CarlJo00,offense,17,,,,,
player,201412070crd,crd,CarlJo00,off_pct,25%,,,,,
player,201412070crd,crd,CarlJo00,defense,0,,,,,
player,201412070crd,crd,CarlJo00,def_pct,0%,,,,,
player,201412070crd,crd,CarlJo00,special_teams,5,,,,,
player,201412070crd,crd,CarlJo00,st_pct,22%,,,,,
player,201412070crd,crd,TaylSt00,pos,RB,,,,,
player,201412070crd,crd,TaylSt00,offense,17,,,,,
player,201412070crd,crd,TaylSt00,off_pct,25%,,,,,
player,201412070crd,crd,TaylSt00,defense,0,,,,,
player,201412070crd,crd,TaylSt00,def_pct,0%,,,,,
player,201412070crd,crd,TaylSt00,special_teams,0,,,,,
player,201412070crd,crd,TaylSt00,st_pct,0%,,,,,
player,201412070crd,crd,GricMa00,pos,RB,,,,,
player,201412070crd,crd,GricMa00,offense,14,,,,,
player,201412070crd,crd,GricMa00,off_pct,20%,,,,,
player,201412070crd,crd,GricMa00,defense,0,,,,,
player,201412070crd,crd,GricMa00,def_pct,0%,,,,,
player,201412070crd,crd,GricMa00,special_teams,1,,,,,
player,201412070crd,crd,GricMa00,st_pct,4%,,,,,
player,201412070crd,crd,GinnTe00,pos,WR,,,,,
player,201412070crd,crd,GinnTe00,offense,12,,,,,
player,201412070crd,crd,GinnTe00,off_pct,17%,,,,,
player,201412070crd,crd,GinnTe00,defense,0,,,,,
player,201412070crd,crd,GinnTe00,def_pct,0%,,,,,
player,201412070crd,crd,GinnTe00,special_teams,7,,,,,
player,201412070crd,crd,GinnTe00,st_pct,30%,,,,,
player,201412070crd,crd,HughRo00,pos,RB,,,,,
player,201412070crd,crd,HughRo00,offense,10,,,,,
player,201412070crd,crd,HughRo00,off_pct,14%,,,,,
player,201412070crd,crd,HughRo00,defense,0,,,,,
player,201412070crd,crd,HughRo00,def_pct,0%,,,,,
player,201412070crd,crd,HughRo00,special_teams,14,,,,,
player,201412070crd,crd,HughRo00,st_pct,61%,,,,,
player,201412070crd,crd,JohnRa98,pos,FS,,,,,
player,201412070crd,crd,JohnRa98,offense,0,,,,,
player,201412070crd,crd,JohnRa98,off_pct,0%,,,,,
player,201412070crd,crd,JohnRa98,defense,65,,,,,
player,201412070crd,crd,JohnRa98,def_pct,100%,,,,,
player,201412070crd,crd,JohnRa98,special_teams,11,,,,,
player,201412070crd,crd,JohnRa98,st_pct,48%,,,,,
player,201412070crd,crd,JeffTo00,pos,SS,,,,,
player,201412070crd,crd,JeffTo00,offense,0,,,,,
player,201412070crd,crd,JeffTo00,off_pct,0%,,,,,
player,201412070crd,crd,JeffTo00,defense,65,,,,,
player,201412070crd,crd,JeffTo00,def_pct,100%,,,,,
player,201412070crd,crd,JeffTo00,special_teams,8,,,,,
player,201412070crd,crd,JeffTo00,st_pct,35%,,,,,
player,201412070crd,crd,PetePa00,pos,CB,,,,,
player,201412070crd,crd,PetePa00,offense,0,,,,,
player,201412070crd,crd,PetePa00,off_pct,0%,,,,,
player,201412070crd,crd,PetePa00,defense,65,,,,,
player,201412070crd,crd,PetePa00,def_pct,100%,,,,,
player,201412070crd,crd,PetePa00,special_teams,5,,,,,
player,201412070crd,crd,PetePa00,st_pct,22%,,,,,
player,201412070crd,crd,FootLa20,pos,LB,,,,,
player,201412070crd,crd,FootLa20,offense,0,,,,,
player,201412070crd,crd,FootLa20,off_pct,0%,,,,,
player,201412070crd,crd,FootLa20,defense,65,,,,,
player,201412070crd,crd,FootLa20,def_pct,100%,,,,,
player,201412070crd,crd,FootLa20,special_teams,2,,,,,
player,201412070crd,crd,FootLa20,st_pct,9%,,,,,
player,201412070crd,crd,OkafAl00,pos,LB,,,,,
player,201412070crd,crd,OkafAl00,offense,0,,,,,
player,201412070crd,crd,OkafAl00,off_pct,0%,,,,,
player,201412070crd,crd,OkafAl00,defense,60,,,,,
player,201412070crd,crd,OkafAl00,def_pct,92%,,,,,
player,201412070crd,crd,OkafAl00,special_teams,2,,,,,
player,201412070crd,crd,OkafAl00,st_pct,9%,,,,,
player,201412070crd,crd,CampCa99,pos,DE,,,,,
player,201412070crd,crd,CampCa99,offense,0,,,,,
player,201412070crd,crd,CampCa99,off_pct,0%,,,,,
player,201412070crd,crd,CampCa99,defense,57,,,,,
player,201412070crd,crd,CampCa99,def_pct,88%,,,,,
player,201412070crd,crd,CampCa99,special_teams,7,,,,,
player,201412070crd,crd,CampCa99,st_pct,30%,,,,,
player,201412070crd,crd,CromAn20,pos,CB,,,,,
player,201412070crd,crd,CromAn20,offense,0,,,,,
player,201412070crd,crd,CromAn20,off_pct,0%,,,,,
player,201412070crd,crd,CromAn20,defense,48,,,,,
player,201412070crd,crd,CromAn20,def_pct,74%,,,,,
player,201412070crd,crd,CromAn20,special_teams,2,,,,,
player,201412070crd,crd,CromAn20,st_pct,9%,,,,,
player,201412070crd,crd,KellTo21,pos,DT,,,,,
player,201412070crd,crd,KellTo21,offense,0,,,,,
player,201412070crd,crd,KellTo21,off_pct,0%,,,,,
player,201412070crd,crd,KellTo21,defense,44,,,,,
player,201412070crd,crd,KellTo21,def_pct,68%,,,,,
player,201412070crd,crd,KellTo21,special_teams,2,,,,,
player,201412070crd,crd,KellTo21,st_pct,9%,,,,,
player,201412070crd,crd,PoweJe99,pos,CB,,,,,
player,201412070crd,crd,PoweJe99,offense,0,,,,,
player,201412070crd,crd,PoweJe99,off_pct,0%,,,,,
player,201412070crd,crd,PoweJe99,defense,36,,,,,
player,201412070crd,crd,PoweJe99,def_pct,55%,,,,,
player,201412070crd,crd,PoweJe99,special_teams,7,,,,,
player,201412070crd,crd,PoweJe99,st_pct,30%,,,,,
player,201412070crd,crd,BucaDe00,pos,SS,,,,,
player,201412070crd,crd,BucaDe00,offense,0,,,,,
player,201412070crd,crd,BucaDe00,off_pct,0%,,,,,
player,201412070crd,crd,BucaDe00,defense,35,,,,,
player,201412070crd,crd,BucaDe00,def_pct,54%,,,,,
player,201412070crd,crd,BucaDe00,special_teams,5,,,,,
player,201412070crd,crd,BucaDe00,st_pct,22%,,,,,
player,201412070crd,crd,WillDa99,pos,NT,,,,,
player,201412070crd,crd,WillDa99,offense,0,,,,,
player,201412070crd,crd,WillDa99,off_pct,0%,,,,,
player,201412070crd,crd,WillDa99,defense,31,,,,,
player,201412070crd,crd,WillDa99,def_pct,48%,,,,,
player,201412070crd,crd,WillDa99,special_teams,1,,,,,
player,201412070crd,crd,WillDa99,st_pct,4%,,,,,
player,201412070crd,crd,ShauMa99,pos,LB,,,,,
player,201412070crd,crd,ShauMa99,offense,0,,,,,
player,201412070crd,crd,ShauMa99,off_pct,0%,,,,,
player,201412070crd,crd,ShauMa99,defense,30,,,,,
player,201412070crd,crd,ShauMa99,def_pct,46%,,,,,
player,201412070crd,crd,ShauMa99,special_teams,0,,,,,
player,201412070crd,crd,ShauMa99,st_pct,0%,,,,,
player,201412070crd,crd,MintKe00,pos,LB,,,,,
player,201412070crd,crd,MintKe00,offense,0,,,,,
player,201412070crd,crd,MintKe00,off_pct,0%,,,,,
player,201412070crd,crd,MintKe00,defense,30,,,,,
player,201412070crd,crd,MintKe00,def_pct,46%,,,,,
player,201412070crd,crd,MintKe00,special_teams,0,,,,,
player,201412070crd,crd,MintKe00,st_pct,0%,,,,,
player,201412070crd,crd,RuckFr99,pos,DT,,,,,
player,201412070crd,crd,RuckFr99,offense,0,,,,,
player,201412070crd,crd,RuckFr99,off_pct,0%,,,,,
player,201412070crd,crd,RuckFr99,defense,27,,,,,
player,201412070crd,crd,RuckFr99,def_pct,42%,,,,,
player,201412070crd,crd,RuckFr99,special_teams,6,,,,,
player,201412070crd,crd,RuckFr99,st_pct,26%,,,,,
player,201412070crd,crd,AchoSa00,pos,LB,,,,,
player,201412070crd,crd,AchoSa00,offense,0,,,,,
player,201412070crd,crd,AchoSa00,off_pct,0%,,,,,
