game,2014,6,20141012,201410120crd,was,"Washington Redskins",20,crd,"Arizona Cardinals",30
player,201410120crd,was,BiggE.99,fumbles_rec_td,0,,,,,
player,201410120crd,was,BiggE.99,fumbles_forced,0,,,,,
player,201410120crd,was,RobiKe01,def_int,0,,,,,
player,201410120crd,was,RobiKe01,def_int_yds,0,,,,,
player,201410120crd,was,RobiKe01,def_int_td,0,,,,,
player,201410120crd,was,RobiKe01,def_int_long,0,,,,,
player,201410120crd,was,RobiKe01,pass_defended,0,,,,,
player,201410120crd,was,RobiKe01,sacks,0.0,,,,,
player,201410120crd,was,RobiKe01,tackles_combined,6,,,,,
player,201410120crd,was,RobiKe01,tackles_solo,6,,,,,
player,201410120crd,was,RobiKe01,tackles_assists,0,,,,,
player,201410120crd,was,RobiKe01,tackles_loss,1,,,,,
player,201410120crd,was,RobiKe01,qb_hits,0,,,,,
player,201410120crd,was,RobiKe01,fumbles_rec,0,,,,,
player,201410120crd,was,RobiKe01,fumbles_rec_yds,0,,,,,
player,201410120crd,was,RobiKe01,fumbles_rec_td,0,,,,,
player,201410120crd,was,RobiKe01,fumbles_forced,0,,,,,
player,201410120crd,was,BreeBa00,def_int,0,,,,,
player,201410120crd,was,BreeBa00,def_int_yds,0,,,,,
player,201410120crd,was,BreeBa00,def_int_td,0,,,,,
player,201410120crd,was,BreeBa00,def_int_long,0,,,,,
player,201410120crd,was,BreeBa00,pass_defended,0,,,,,
player,201410120crd,was,BreeBa00,sacks,0.0,,,,,
player,201410120crd,was,BreeBa00,tackles_combined,5,,,,,
player,201410120crd,was,BreeBa00,tackles_solo,5,,,,,
player,201410120crd,was,BreeBa00,tackles_assists,0,,,,,
player,201410120crd,was,BreeBa00,tackles_loss,0,,,,,
player,201410120crd,was,BreeBa00,qb_hits,0,,,,,
player,201410120crd,was,BreeBa00,fumbles_rec,0,,,,,
player,201410120crd,was,BreeBa00,fumbles_rec_yds,0,,,,,
player,201410120crd,was,BreeBa00,fumbles_rec_td,0,,,,,
player,201410120crd,was,BreeBa00,fumbles_forced,0,,,,,
player,201410120crd,was,MeriBr99,def_int,0,,,,,
player,201410120crd,was,MeriBr99,def_int_yds,0,,,,,
player,201410120crd,was,MeriBr99,def_int_td,0,,,,,
player,201410120crd,was,MeriBr99,def_int_long,0,,,,,
player,201410120crd,was,MeriBr99,pass_defended,0,,,,,
player,201410120crd,was,MeriBr99,sacks,0.0,,,,,
player,201410120crd,was,MeriBr99,tackles_combined,5,,,,,
player,201410120crd,was,MeriBr99,tackles_solo,4,,,,,
player,201410120crd,was,MeriBr99,tackles_assists,1,,,,,
player,201410120crd,was,MeriBr99,tackles_loss,2,,,,,
player,201410120crd,was,MeriBr99,qb_hits,0,,,,,
player,201410120crd,was,MeriBr99,fumbles_rec,0,,,,,
player,201410120crd,was,MeriBr99,fumbles_rec_yds,0,,,,,
player,201410120crd,was,MeriBr99,fumbles_rec_td,0,,,,,
player,201410120crd,was,MeriBr99,fumbles_forced,0,,,,,
player,201410120crd,was,RobiTr02,def_int,0,,,,,
player,201410120crd,was,RobiTr02,def_int_yds,0,,,,,
player,201410120crd,was,RobiTr02,def_int_td,0,,,,,
player,201410120crd,was,RobiTr02,def_int_long,0,,,,,
player,201410120crd,was,RobiTr02,pass_defended,0,,,,,
player,201410120crd,was,RobiTr02,sacks,0.0,,,,,
player,201410120crd,was,RobiTr02,tackles_combined,5,,,,,
player,201410120crd,was,RobiTr02,tackles_solo,4,,,,,
player,201410120crd,was,RobiTr02,tackles_assists,1,,,,,
player,201410120crd,was,RobiTr02,tackles_loss,0,,,,,
player,201410120crd,was,RobiTr02,qb_hits,0,,,,,
player,201410120crd,was,RobiTr02,fumbles_rec,0,,,,,
player,201410120crd,was,RobiTr02,fumbles_rec_yds,0,,,,,
player,201410120crd,was,RobiTr02,fumbles_rec_td,0,,,,,
player,201410120crd,was,RobiTr02,fumbles_forced,0,,,,,
player,201410120crd,was,BakeCh99,def_int,0,,,,,
player,201410120crd,was,BakeCh99,def_int_yds,0,,,,,
player,201410120crd,was,BakeCh99,def_int_td,0,,,,,
player,201410120crd,was,BakeCh99,def_int_long,0,,,,,
player,201410120crd,was,BakeCh99,pass_defended,0,,,,,
player,201410120crd,was,BakeCh99,sacks,0.0,,,,,
player,201410120crd,was,BakeCh99,tackles_combined,3,,,,,
player,201410120crd,was,BakeCh99,tackles_solo,3,,,,,
player,201410120crd,was,BakeCh99,tackles_assists,0,,,,,
player,201410120crd,was,BakeCh99,tackles_loss,0,,,,,
player,201410120crd,was,BakeCh99,qb_hits,0,,,,,
player,201410120crd,was,BakeCh99,fumbles_rec,0,,,,,
player,201410120crd,was,BakeCh99,fumbles_rec_yds,0,,,,,
player,201410120crd,was,BakeCh99,fumbles_rec_td,0,,,,,
player,201410120crd,was,BakeCh99,fumbles_forced,0,,,,,
player,201410120crd,was,OrakBr99,def_int,0,,,,,
player,201410120crd,was,OrakBr99,def_int_yds,0,,,,,
player,201410120crd,was,OrakBr99,def_int_td,0,,,,,
player,201410120crd,was,OrakBr99,def_int_long,0,,,,,
player,201410120crd,was,OrakBr99,pass_defended,1,,,,,
player,201410120crd,was,OrakBr99,sacks,0.0,,,,,
player,201410120crd,was,OrakBr99,tackles_combined,3,,,,,
player,201410120crd,was,OrakBr99,tackles_solo,2,,,,,
player,201410120crd,was,OrakBr99,tackles_assists,1,,,,,
player,201410120crd,was,OrakBr99,tackles_loss,1,,,,,
player,201410120crd,was,OrakBr99,qb_hits,2,,,,,
player,201410120crd,was,OrakBr99,fumbles_rec,0,,,,,
player,201410120crd,was,OrakBr99,fumbles_rec_yds,0,,,,,
player,201410120crd,was,OrakBr99,fumbles_rec_td,0,,,,,
player,201410120crd,was,OrakBr99,fumbles_forced,0,,,,,
player,201410120crd,was,AmerDa00,def_int,0,,,,,
player,201410120crd,was,AmerDa00,def_int_yds,0,,,,,
player,201410120crd,was,AmerDa00,def_int_td,0,,,,,
player,201410120crd,was,AmerDa00,def_int_long,0,,,,,
player,201410120crd,was,AmerDa00,pass_defended,0,,,,,
player,201410120crd,was,AmerDa00,sacks,0.0,,,,,
player,201410120crd,was,AmerDa00,tackles_combined,2,,,,,
player,201410120crd,was,AmerDa00,tackles_solo,2,,,,,
player,201410120crd,was,AmerDa00,tackles_assists,0,,,,,
player,201410120crd,was,AmerDa00,tackles_loss,1,,,,,
player,201410120crd,was,AmerDa00,qb_hits,0,,,,,
player,201410120crd,was,AmerDa00,fumbles_rec,0,,,,,
player,201410120crd,was,AmerDa00,fumbles_rec_yds,0,,,,,
player,201410120crd,was,AmerDa00,fumbles_rec_td,0,,,,,
player,201410120crd,was,AmerDa00,fumbles_forced,0,,,,,
player,201410120crd,was,CompWi00,def_int,0,,,,,
player,201410120crd,was,CompWi00,def_int_yds,0,,,,,
player,201410120crd,was,CompWi00,def_int_td,0,,,,,
player,201410120crd,was,CompWi00,def_int_long,0,,,,,
player,201410120crd,was,CompWi00,pass_defended,0,,,,,
player,201410120crd,was,CompWi00,sacks,0.0,,,,,
player,201410120crd,was,CompWi00,tackles_combined,2,,,,,
player,201410120crd,was,CompWi00,tackles_solo,2,,,,,
player,201410120crd,was,CompWi00,tackles_assists,0,,,,,
player,201410120crd,was,CompWi00,tackles_loss,0,,,,,
player,201410120crd,was,CompWi00,qb_hits,1,,,,,
player,201410120crd,was,CompWi00,fumbles_rec,0,,,,,
player,201410120crd,was,CompWi00,fumbles_rec_yds,0,,,,,
player,201410120crd,was,CompWi00,fumbles_rec_td,0,,,,,
player,201410120crd,was,CompWi00,fumbles_forced,0,,,,,
player,201410120crd,was,HaywAd98,def_int,0,,,,,
player,201410120crd,was,HaywAd98,def_int_yds,0,,,,,
player,201410120crd,was,HaywAd98,def_int_td,0,,,,,
player,201410120crd,was,HaywAd98,def_int_long,0,,,,,
player,201410120crd,was,HaywAd98,pass_defended,0,,,,,
player,201410120crd,was,HaywAd98,sacks,0.0,,,,,
player,201410120crd,was,HaywAd98,tackles_combined,2,,,,,
player,201410120crd,was,HaywAd98,tackles_solo,1,,,,,
player,201410120crd,was,HaywAd98,tackles_assists,1,,,,,
player,201410120crd,was,HaywAd98,tackles_loss,0,,,,,
player,201410120crd,was,HaywAd98,qb_hits,0,,,,,
player,201410120crd,was,HaywAd98,fumbles_rec,0,,,,,
player,201410120crd,was,HaywAd98,fumbles_rec_yds,0,,,,,
player,201410120crd,was,HaywAd98,fumbles_rec_td,0,,,,,
player,201410120crd,was,HaywAd98,fumbles_forced,0,,,,,
player,201410120crd,was,MinnCh00,def_int,0,,,,,
player,201410120crd,was,MinnCh00,def_int_yds,0,,,,,
player,201410120crd,was,MinnCh00,def_int_td,0,,,,,
player,201410120crd,was,MinnCh00,def_int_long,0,,,,,
player,201410120crd,was,MinnCh00,pass_defended,0,,,,,
player,201410120crd,was,MinnCh00,sacks,0.0,,,,,
player,201410120crd,was,MinnCh00,tackles_combined,2,,,,,
player,201410120crd,was,MinnCh00,tackles_solo,2,,,,,
player,201410120crd,was,MinnCh00,tackles_assists,0,,,,,
player,201410120crd,was,MinnCh00,tackles_loss,0,,,,,
player,201410120crd,was,MinnCh00,qb_hits,0,,,,,
player,201410120crd,was,MinnCh00,fumbles_rec,0,,,,,
player,201410120crd,was,MinnCh00,fumbles_rec_yds,0,,,,,
player,201410120crd,was,MinnCh00,fumbles_rec_td,0,,,,,
player,201410120crd,was,MinnCh00,fumbles_forced,0,,,,,
player,201410120crd,was,JenkJa01,def_int,0,,,,,
player,201410120crd,was,JenkJa01,def_int_yds,0,,,,,
player,201410120crd,was,JenkJa01,def_int_td,0,,,,,
player,201410120crd,was,JenkJa01,def_int_long,0,,,,,
player,201410120crd,was,JenkJa01,pass_defended,0,,,,,
player,201410120crd,was,JenkJa01,sacks,0.0,,,,,
player,201410120crd,was,JenkJa01,tackles_combined,1,,,,,
player,201410120crd,was,JenkJa01,tackles_solo,1,,,,,
player,201410120crd,was,JenkJa01,tackles_assists,0,,,,,
player,201410120crd,was,JenkJa01,tackles_loss,0,,,,,
player,201410120crd,was,JenkJa01,qb_hits,0,,,,,
player,201410120crd,was,JenkJa01,fumbles_rec,0,,,,,
player,201410120crd,was,JenkJa01,fumbles_rec_yds,0,,,,,
player,201410120crd,was,JenkJa01,fumbles_rec_td,0,,,,,
player,201410120crd,was,JenkJa01,fumbles_forced,0,,,,,
player,201410120crd,was,ReddSi00,def_int,0,,,,,
player,201410120crd,was,ReddSi00,def_int_yds,0,,,,,
player,201410120crd,was,ReddSi00,def_int_td,0,,,,,
player,201410120crd,was,ReddSi00,def_int_long,0,,,,,
player,201410120crd,was,ReddSi00,pass_defended,0,,,,,
player,201410120crd,was,ReddSi00,sacks,0.0,,,,,
player,201410120crd,was,ReddSi00,tackles_combined,1,,,,,
player,201410120crd,was,ReddSi00,tackles_solo,1,,,,,
player,201410120crd,was,ReddSi00,tackles_assists,0,,,,,
player,201410120crd,was,ReddSi00,tackles_loss,0,,,,,
player,201410120crd,was,ReddSi00,qb_hits,0,,,,,
player,201410120crd,was,ReddSi00,fumbles_rec,0,,,,,
player,201410120crd,was,ReddSi00,fumbles_rec_yds,0,,,,,
player,201410120crd,was,ReddSi00,fumbles_rec_td,0,,,,,
player,201410120crd,was,ReddSi00,fumbles_forced,0,,,,,
player,201410120crd,was,WayxTr00,def_int,0,,,,,
player,201410120crd,was,WayxTr00,def_int_yds,0,,,,,
player,201410120crd,was,WayxTr00,def_int_td,0,,,,,
player,201410120crd,was,WayxTr00,def_int_long,0,,,,,
player,201410120crd,was,WayxTr00,pass_defended,0,,,,,
player,201410120crd,was,WayxTr00,sacks,0.0,,,,,
player,201410120crd,was,WayxTr00,tackles_combined,1,,,,,
player,201410120crd,was,WayxTr00,tackles_solo,1,,,,,
player,201410120crd,was,WayxTr00,tackles_assists,0,,,,,
player,201410120crd,was,WayxTr00,tackles_loss,0,,,,,
player,201410120crd,was,WayxTr00,qb_hits,0,,,,,
player,201410120crd,was,WayxTr00,fumbles_rec,0,,,,,
player,201410120crd,was,WayxTr00,fumbles_rec_yds,0,,,,,
player,201410120crd,was,WayxTr00,fumbles_rec_td,0,,,,,
player,201410120crd,was,WayxTr00,fumbles_forced,0,,,,,
player,201410120crd,was,MurpTr00,def_int,0,,,,,
player,201410120crd,was,MurpTr00,def_int_yds,0,,,,,
player,201410120crd,was,MurpTr00,def_int_td,0,,,,,
player,201410120crd,was,MurpTr00,def_int_long,0,,,,,
player,201410120crd,was,MurpTr00,pass_defended,0,,,,,
player,201410120crd,was,MurpTr00,sacks,0.0,,,,,
player,201410120crd,was,MurpTr00,tackles_combined,0,,,,,
player,201410120crd,was,MurpTr00,tackles_solo,0,,,,,
player,201410120crd,was,MurpTr00,tackles_assists,0,,,,,
player,201410120crd,was,MurpTr00,tackles_loss,0,,,,,
player,201410120crd,was,MurpTr00,qb_hits,1,,,,,
player,201410120crd,was,MurpTr00,fumbles_rec,0,,,,,
player,201410120crd,was,MurpTr00,fumbles_rec_yds,0,,,,,
player,201410120crd,was,MurpTr00,fumbles_rec_td,0,,,,,
player,201410120crd,was,MurpTr00,fumbles_forced,0,,,,,
player,201410120crd,crd,JohnRa98,def_int,2,,,,,
player,201410120crd,crd,JohnRa98,def_int_yds,58,,,,,
player,201410120crd,crd,JohnRa98,def_int_td,1,,,,,
player,201410120crd,crd,JohnRa98,def_int_long,30,,,,,
player,201410120crd,crd,JohnRa98,pass_defended,2,,,,,
player,201410120crd,crd,JohnRa98,sacks,0.0,,,,,
player,201410120crd,crd,JohnRa98,tackles_combined,8,,,,,
player,201410120crd,crd,JohnRa98,tackles_solo,6,,,,,
player,201410120crd,crd,JohnRa98,tackles_assists,2,,,,,
player,201410120crd,crd,JohnRa98,tackles_loss,0,,,,,
player,201410120crd,crd,JohnRa98,qb_hits,0,,,,,
player,201410120crd,crd,JohnRa98,fumbles_rec,0,,,,,
player,201410120crd,crd,JohnRa98,fumbles_rec_yds,0,,,,,
player,201410120crd,crd,JohnRa98,fumbles_rec_td,0,,,,,
player,201410120crd,crd,JohnRa98,fumbles_forced,0,,,,,
player,201410120crd,crd,PoweJe99,def_int,1,,,,,
player,201410120crd,crd,PoweJe99,def_int_yds,6,,,,,
player,201410120crd,crd,PoweJe99,def_int_td,0,,,,,
player,201410120crd,crd,PoweJe99,def_int_long,6,,,,,
player,201410120crd,crd,PoweJe99,pass_defended,1,,,,,
player,201410120crd,crd,PoweJe99,sacks,0.0,,,,,
player,201410120crd,crd,PoweJe99,tackles_combined,4,,,,,
player,201410120crd,crd,PoweJe99,tackles_solo,3,,,,,
player,201410120crd,crd,PoweJe99,tackles_assists,1,,,,,
player,201410120crd,crd,PoweJe99,tackles_loss,1,,,,,
player,201410120crd,crd,PoweJe99,qb_hits,0,,,,,
player,201410120crd,crd,PoweJe99,fumbles_rec,0,,,,,
player,201410120crd,crd,PoweJe99,fumbles_rec_yds,0,,,,,
player,201410120crd,crd,PoweJe99,fumbles_rec_td,0,,,,,
player,201410120crd,crd,PoweJe99,fumbles_forced,1,,,,,
player,201410120crd,crd,OkafAl00,def_int,0,,,,,
player,201410120crd,crd,OkafAl00,def_int_yds,0,,,,,
player,201410120crd,crd,OkafAl00,def_int_td,0,,,,,
player,201410120crd,crd,OkafAl00,def_int_long,0,,,,,
player,201410120crd,crd,OkafAl00,pass_defended,0,,,,,
player,201410120crd,crd,OkafAl00,sacks,2.0,,,,,
player,201410120crd,crd,OkafAl00,tackles_combined,4,,,,,
player,201410120crd,crd,OkafAl00,tackles_solo,4,,,,,
player,201410120crd,crd,OkafAl00,tackles_assists,0,,,,,
player,201410120crd,crd,OkafAl00,tackles_loss,2,,,,,
player,201410120crd,crd,OkafAl00,qb_hits,2,,,,,
player,201410120crd,crd,OkafAl00,fumbles_rec,0,,,,,
player,201410120crd,crd,OkafAl00,fumbles_rec_yds,0,,,,,
player,201410120crd,crd,OkafAl00,fumbles_rec_td,0,,,,,
player,201410120crd,crd,OkafAl00,fumbles_forced,0,,,,,
player,201410120crd,crd,BucaDe00,def_int,0,,,,,
player,201410120crd,crd,BucaDe00,def_int_yds,0,,,,,
player,201410120crd,crd,BucaDe00,def_int_td,0,,,,,
player,201410120crd,crd,BucaDe00,def_int_long,0,,,,,
player,201410120crd,crd,BucaDe00,pass_defended,0,,,,,
player,201410120crd,crd,BucaDe00,sacks,0.0,,,,,
player,201410120crd,crd,BucaDe00,tackles_combined,5,,,,,
player,201410120crd,crd,BucaDe00,tackles_solo,4,,,,,
player,201410120crd,crd,BucaDe00,tackles_assists,1,,,,,
player,201410120crd,crd,BucaDe00,tackles_loss,0,,,,,
player,201410120crd,crd,BucaDe00,qb_hits,0,,,,,
player,201410120crd,crd,BucaDe00,fumbles_rec,0,,,,,
player,201410120crd,crd,BucaDe00,fumbles_rec_yds,0,,,,,
player,201410120crd,crd,BucaDe00,fumbles_rec_td,0,,,,,
player,201410120crd,crd,BucaDe00,fumbles_forced,0,,,,,
player,201410120crd,crd,FootLa20,def_int,0,,,,,
player,201410120crd,crd,FootLa20,def_int_yds,0,,,,,
player,201410120crd,crd,FootLa20,def_int_td,0,,,,,
player,201410120crd,crd,FootLa20,def_int_long,0,,,,,
player,201410120crd,crd,FootLa20,pass_defended,0,,,,,
player,201410120crd,crd,FootLa20,sacks,0.0,,,,,
player,201410120crd,crd,FootLa20,tackles_combined,4,,,,,
player,201410120crd,crd,FootLa20,tackles_solo,3,,,,,
player,201410120crd,crd,FootLa20,tackles_assists,1,,,,,
player,201410120crd,crd,FootLa20,tackles_loss,0,,,,,
player,201410120crd,crd,FootLa20,qb_hits,1,,,,,
player,201410120crd,crd,FootLa20,fumbles_rec,0,,,,,
player,201410120crd,crd,FootLa20,fumbles_rec_yds,0,,,,,
player,201410120crd,crd,FootLa20,fumbles_rec_td,0,,,,,
player,201410120crd,crd,FootLa20,fumbles_forced,0,,,,,
player,201410120crd,crd,MathTy00,def_int,0,,,,,
player,201410120crd,crd,MathTy00,def_int_yds,0,,,,,
player,201410120crd,crd,MathTy00,def_int_td,0,,,,,
player,201410120crd,crd,MathTy00,def_int_long,0,,,,,
player,201410120crd,crd,MathTy00,pass_defended,1,,,,,
player,201410120crd,crd,MathTy00,sacks,0.0,,,,,
player,201410120crd,crd,MathTy00,tackles_combined,4,,,,,
player,201410120crd,crd,MathTy00,tackles_solo,4,,,,,
player,201410120crd,crd,MathTy00,tackles_assists,0,,,,,
player,201410120crd,crd,MathTy00,tackles_loss,0,,,,,
player,201410120crd,crd,MathTy00,qb_hits,1,,,,,
player,201410120crd,crd,MathTy00,fumbles_rec,1,,,,,
player,201410120crd,crd,MathTy00,fumbles_rec_yds,9,,,,,
player,201410120crd,crd,MathTy00,fumbles_rec_td,0,,,,,
player,201410120crd,crd,MathTy00,fumbles_forced,0,,,,,
player,201410120crd,crd,AchoSa00,def_int,0,,,,,
player,201410120crd,crd,AchoSa00,def_int_yds,0,,,,,
player,201410120crd,crd,AchoSa00,def_int_td,0,,,,,
player,201410120crd,crd,AchoSa00,def_int_long,0,,,,,
player,201410120crd,crd,AchoSa00,pass_defended,1,,,,,
player,201410120crd,crd,AchoSa00,sacks,0.0,,,,,
player,201410120crd,crd,AchoSa00,tackles_combined,3,,,,,
player,201410120crd,crd,AchoSa00,tackles_solo,3,,,,,
player,201410120crd,crd,AchoSa00,tackles_assists,0,,,,,
player,201410120crd,crd,AchoSa00,tackles_loss,0,,,,,
player,201410120crd,crd,AchoSa00,qb_hits,0,,,,,
player,201410120crd,crd,AchoSa00,fumbles_rec,0,,,,,
player,201410120crd,crd,AchoSa00,fumbles_rec_yds,0,,,,,
player,201410120crd,crd,AchoSa00,fumbles_rec_td,0,,,,,
player,201410120crd,crd,AchoSa00,fumbles_forced,0,,,,,
player,201410120crd,crd,PetePa00,def_int,0,,,,,
player,201410120crd,crd,PetePa00,def_int_yds,0,,,,,
player,201410120crd,crd,PetePa00,def_int_td,0,,,,,
player,201410120crd,crd,PetePa00,def_int_long,0,,,,,
player,201410120crd,crd,PetePa00,pass_defended,0,,,,,
player,201410120crd,crd,PetePa00,sacks,0.0,,,,,
player,201410120crd,crd,PetePa00,tackles_combined,3,,,,,
player,201410120crd,crd,PetePa00,tackles_solo,3,,,,,
player,201410120crd,crd,PetePa00,tackles_assists,0,,,,,
player,201410120crd,crd,PetePa00,tackles_loss,0,,,,,
player,201410120crd,crd,PetePa00,qb_hits,0,,,,,
player,201410120crd,crd,PetePa00,fumbles_rec,0,,,,,
player,201410120crd,crd,PetePa00,fumbles_rec_yds,0,,,,,
player,201410120crd,crd,PetePa00,fumbles_rec_td,0,,,,,
player,201410120crd,crd,PetePa00,fumbles_forced,0,,,,,
player,201410120crd,crd,JeffTo00,def_int,0,,,,,
player,201410120crd,crd,JeffTo00,def_int_yds,0,,,,,
player,201410120crd,crd,JeffTo00,def_int_td,0,,,,,
player,201410120crd,crd,JeffTo00,def_int_long,0,,,,,
player,201410120crd,crd,JeffTo00,pass_defended,0,,,,,
player,201410120crd,crd,JeffTo00,sacks,0.0,,,,,
player,201410120crd,crd,JeffTo00,tackles_combined,2,,,,,
player,201410120crd,crd,JeffTo00,tackles_solo,2,,,,,
player,201410120crd,crd,JeffTo00,tackles_assists,0,,,,,
player,201410120crd,crd,JeffTo00,tackles_loss,0,,,,,
player,201410120crd,crd,JeffTo00,qb_hits,0,,,,,
player,201410120crd,crd,JeffTo00,fumbles_rec,0,,,,,
player,201410120crd,crd,JeffTo00,fumbles_rec_yds,0,,,,,
player,201410120crd,crd,JeffTo00,fumbles_rec_td,0,,,,,
player,201410120crd,crd,JeffTo00,fumbles_forced,0,,,,,
player,201410120crd,crd,KellTo21,def_int,0,,,,,
player,201410120crd,crd,KellTo21,def_int_yds,0,,,,,
player,201410120crd,crd,KellTo21,def_int_td,0,,,,,
player,201410120crd,crd,KellTo21,def_int_long,0,,,,,
player,201410120crd,crd,KellTo21,pass_defended,0,,,,,
player,201410120crd,crd,KellTo21,sacks,0.0,,,,,
player,201410120crd,crd,KellTo21,tackles_combined,2,,,,,
player,201410120crd,crd,KellTo21,tackles_solo,1,,,,,
player,201410120crd,crd,KellTo21,tackles_assists,1,,,,,
player,201410120crd,crd,KellTo21,tackles_loss,0,,,,,
player,201410120crd,crd,KellTo21,qb_hits,0,,,,,
player,201410120crd,crd,KellTo21,fumbles_rec,0,,,,,
player,201410120crd,crd,KellTo21,fumbles_rec_yds,0,,,,,
player,201410120crd,crd,KellTo21,fumbles_rec_td,0,,,,,
player,201410120crd,crd,KellTo21,fumbles_forced,0,,,,,
player,201410120crd,crd,WillDa99,def_int,0,,,,,
player,201410120crd,crd,WillDa99,def_int_yds,0,,,,,
player,201410120crd,crd,WillDa99,def_int_td,0,,,,,
player,201410120crd,crd,WillDa99,def_int_long,0,,,,,
player,201410120crd,crd,WillDa99,pass_defended,0,,,,,
player,201410120crd,crd,WillDa99,sacks,0.0,,,,,
player,201410120crd,crd,WillDa99,tackles_combined,2,,,,,
player,201410120crd,crd,WillDa99,tackles_solo,2,,,,,
player,201410120crd,crd,WillDa99,tackles_assists,0,,,,,
player,201410120crd,crd,WillDa99,tackles_loss,0,,,,,
player,201410120crd,crd,WillDa99,qb_hits,0,,,,,
player,201410120crd,crd,WillDa99,fumbles_rec,0,,,,,
player,201410120crd,crd,WillDa99,fumbles_rec_yds,0,,,,,
player,201410120crd,crd,WillDa99,fumbles_rec_td,0,,,,,
player,201410120crd,crd,WillDa99,fumbles_forced,0,,,,,
player,201410120crd,crd,CromAn20,def_int,0,,,,,
player,201410120crd,crd,CromAn20,def_int_yds,0,,,,,
player,201410120crd,crd,CromAn20,def_int_td,0,,,,,
player,201410120crd,crd,CromAn20,def_int_long,0,,,,,
player,201410120crd,crd,CromAn20,pass_defended,0,,,,,
player,201410120crd,crd,CromAn20,sacks,0.0,,,,,
player,201410120crd,crd,CromAn20,tackles_combined,1,,,,,
player,201410120crd,crd,CromAn20,tackles_solo,1,,,,,
player,201410120crd,crd,CromAn20,tackles_assists,0,,,,,
player,201410120crd,crd,CromAn20,tackles_loss,0,,,,,
player,201410120crd,crd,CromAn20,qb_hits,0,,,,,
player,201410120crd,crd,CromAn20,fumbles_rec,0,,,,,
player,201410120crd,crd,CromAn20,fumbles_rec_yds,0,,,,,
player,201410120crd,crd,CromAn20,fumbles_rec_td,0,,,,,
player,201410120crd,crd,CromAn20,fumbles_forced,0,,,,,
player,201410120crd,crd,DemeKe00,def_int,0,,,,,
player,201410120crd,crd,DemeKe00,def_int_yds,0,,,,,
player,201410120crd,crd,DemeKe00,def_int_td,0,,,,,
player,201410120crd,crd,DemeKe00,def_int_long,0,,,,,
player,201410120crd,crd,DemeKe00,pass_defended,0,,,,,
player,201410120crd,crd,DemeKe00,sacks,0.0,,,,,
player,201410120crd,crd,DemeKe00,tackles_combined,1,,,,,
player,201410120crd,crd,DemeKe00,tackles_solo,1,,,,,
player,201410120crd,crd,DemeKe00,tackles_assists,0,,,,,
player,201410120crd,crd,DemeKe00,tackles_loss,0,,,,,
player,201410120crd,crd,DemeKe00,qb_hits,0,,,,,
player,201410120crd,crd,DemeKe00,fumbles_rec,0,,,,,
player,201410120crd,crd,DemeKe00,fumbles_rec_yds,0,,,,,
player,201410120crd,crd,DemeKe00,fumbles_rec_td,0,,,,,
player,201410120crd,crd,DemeKe00,fumbles_forced,0,,,,,
player,201410120crd,crd,RuckFr99,def_int,0,,,,,
player,201410120crd,crd,RuckFr99,def_int_yds,0,,,,,
player,201410120crd,crd,RuckFr99,def_int_td,0,,,,,
player,201410120crd,crd,RuckFr99,def_int_long,0,,,,,
player,201410120crd,crd,RuckFr99,pass_defended,0,,,,,
player,201410120crd,crd,RuckFr99,sacks,0.0,,,,,
player,201410120crd,crd,RuckFr99,tackles_combined,1,,,,,
player,201410120crd,crd,RuckFr99,tackles_solo,1,,,,,
player,201410120crd,crd,RuckFr99,tackles_assists,0,,,,,
player,201410120crd,crd,RuckFr99,tackles_loss,0,,,,,
player,201410120crd,crd,RuckFr99,qb_hits,0,,,,,
player,201410120crd,crd,RuckFr99,fumbles_rec,0,,,,,
player,201410120crd,crd,RuckFr99,fumbles_rec_yds,0,,,,,
player,201410120crd,crd,RuckFr99,fumbles_rec_td,0,,,,,
player,201410120crd,crd,RuckFr99,fumbles_forced,0,,,,,
player,201410120crd,crd,StinEd00,def_int,0,,,,,
player,201410120crd,crd,StinEd00,def_int_yds,0,,,,,
player,201410120crd,crd,StinEd00,def_int_td,0,,,,,
player,201410120crd,crd,StinEd00,def_int_long,0,,,,,
player,201410120crd,crd,StinEd00,pass_defended,0,,,,,
player,201410120crd,crd,StinEd00,sacks,0.0,,,,,
player,201410120crd,crd,StinEd00,tackles_combined,1,,,,,
player,201410120crd,crd,StinEd00,tackles_solo,1,,,,,
player,201410120crd,crd,StinEd00,tackles_assists,0,,,,,
player,201410120crd,crd,StinEd00,tackles_loss,0,,,,,
player,201410120crd,crd,StinEd00,qb_hits,0,,,,,
player,201410120crd,crd,StinEd00,fumbles_rec,0,,,,,
player,201410120crd,crd,StinEd00,fumbles_rec_yds,0,,,,,
player,201410120crd,crd,StinEd00,fumbles_rec_td,0,,,,,
player,201410120crd,crd,StinEd00,fumbles_forced,0,,,,,
player,201410120crd,was,RobeAn00,kick_ret,1,,,,,
player,201410120crd,was,RobeAn00,kick_ret_yds,23,,,,,
player,201410120crd,was,RobeAn00,kick_ret_yds_per_ret,23.0,,,,,
player,201410120crd,was,RobeAn00,kick_ret_td,0,,,,,
player,201410120crd,was,RobeAn00,kick_ret_long,23,,,,,
player,201410120crd,was,RobeAn00,punt_ret,1,,,,,
player,201410120crd,was,RobeAn00,punt_ret_yds,12,,,,,
