game,2014,10,20141109,201411090sea,nyg,"New York Giants",17,sea,"Seattle Seahawks",38
player,201411090sea,nyg,McClJa01,tackles_combined,13,,,,,
player,201411090sea,nyg,McClJa01,tackles_solo,5,,,,,
player,201411090sea,nyg,McClJa01,tackles_assists,8,,,,,
player,201411090sea,nyg,McClJa01,tackles_loss,1,,,,,
player,201411090sea,nyg,McClJa01,qb_hits,0,,,,,
player,201411090sea,nyg,McClJa01,fumbles_rec,0,,,,,
player,201411090sea,nyg,McClJa01,fumbles_rec_yds,0,,,,,
player,201411090sea,nyg,McClJa01,fumbles_rec_td,0,,,,,
player,201411090sea,nyg,McClJa01,fumbles_forced,1,,,,,
player,201411090sea,nyg,WillJa02,def_int,0,,,,,
player,201411090sea,nyg,WillJa02,def_int_yds,0,,,,,
player,201411090sea,nyg,WillJa02,def_int_td,0,,,,,
player,201411090sea,nyg,WillJa02,def_int_long,0,,,,,
player,201411090sea,nyg,WillJa02,pass_defended,0,,,,,
player,201411090sea,nyg,WillJa02,sacks,0.0,,,,,
player,201411090sea,nyg,WillJa02,tackles_combined,8,,,,,
player,201411090sea,nyg,WillJa02,tackles_solo,5,,,,,
player,201411090sea,nyg,WillJa02,tackles_assists,3,,,,,
player,201411090sea,nyg,WillJa02,tackles_loss,0,,,,,
player,201411090sea,nyg,WillJa02,qb_hits,0,,,,,
player,201411090sea,nyg,WillJa02,fumbles_rec,0,,,,,
player,201411090sea,nyg,WillJa02,fumbles_rec_yds,0,,,,,
player,201411090sea,nyg,WillJa02,fumbles_rec_td,0,,,,,
player,201411090sea,nyg,WillJa02,fumbles_forced,0,,,,,
player,201411090sea,nyg,PierJa99,def_int,0,,,,,
player,201411090sea,nyg,PierJa99,def_int_yds,0,,,,,
player,201411090sea,nyg,PierJa99,def_int_td,0,,,,,
player,201411090sea,nyg,PierJa99,def_int_long,0,,,,,
player,201411090sea,nyg,PierJa99,pass_defended,1,,,,,
player,201411090sea,nyg,PierJa99,sacks,0.0,,,,,
player,201411090sea,nyg,PierJa99,tackles_combined,7,,,,,
player,201411090sea,nyg,PierJa99,tackles_solo,6,,,,,
player,201411090sea,nyg,PierJa99,tackles_assists,1,,,,,
player,201411090sea,nyg,PierJa99,tackles_loss,1,,,,,
player,201411090sea,nyg,PierJa99,qb_hits,1,,,,,
player,201411090sea,nyg,PierJa99,fumbles_rec,0,,,,,
player,201411090sea,nyg,PierJa99,fumbles_rec_yds,0,,,,,
player,201411090sea,nyg,PierJa99,fumbles_rec_td,0,,,,,
player,201411090sea,nyg,PierJa99,fumbles_forced,1,,,,,
player,201411090sea,nyg,BrowSt99,def_int,0,,,,,
player,201411090sea,nyg,BrowSt99,def_int_yds,0,,,,,
player,201411090sea,nyg,BrowSt99,def_int_td,0,,,,,
player,201411090sea,nyg,BrowSt99,def_int_long,0,,,,,
player,201411090sea,nyg,BrowSt99,pass_defended,0,,,,,
player,201411090sea,nyg,BrowSt99,sacks,0.0,,,,,
player,201411090sea,nyg,BrowSt99,tackles_combined,3,,,,,
player,201411090sea,nyg,BrowSt99,tackles_solo,3,,,,,
player,201411090sea,nyg,BrowSt99,tackles_assists,0,,,,,
player,201411090sea,nyg,BrowSt99,tackles_loss,1,,,,,
player,201411090sea,nyg,BrowSt99,qb_hits,0,,,,,
player,201411090sea,nyg,BrowSt99,fumbles_rec,0,,,,,
player,201411090sea,nyg,BrowSt99,fumbles_rec_yds,0,,,,,
player,201411090sea,nyg,BrowSt99,fumbles_rec_td,0,,,,,
player,201411090sea,nyg,BrowSt99,fumbles_forced,0,,,,,
player,201411090sea,nyg,RollAn20,def_int,0,,,,,
player,201411090sea,nyg,RollAn20,def_int_yds,0,,,,,
player,201411090sea,nyg,RollAn20,def_int_td,0,,,,,
player,201411090sea,nyg,RollAn20,def_int_long,0,,,,,
player,201411090sea,nyg,RollAn20,pass_defended,0,,,,,
player,201411090sea,nyg,RollAn20,sacks,0.0,,,,,
player,201411090sea,nyg,RollAn20,tackles_combined,3,,,,,
player,201411090sea,nyg,RollAn20,tackles_solo,2,,,,,
player,201411090sea,nyg,RollAn20,tackles_assists,1,,,,,
player,201411090sea,nyg,RollAn20,tackles_loss,0,,,,,
player,201411090sea,nyg,RollAn20,qb_hits,0,,,,,
player,201411090sea,nyg,RollAn20,fumbles_rec,1,,,,,
player,201411090sea,nyg,RollAn20,fumbles_rec_yds,0,,,,,
player,201411090sea,nyg,RollAn20,fumbles_rec_td,0,,,,,
player,201411090sea,nyg,RollAn20,fumbles_forced,0,,,,,
player,201411090sea,nyg,HoslJa00,def_int,0,,,,,
player,201411090sea,nyg,HoslJa00,def_int_yds,0,,,,,
player,201411090sea,nyg,HoslJa00,def_int_td,0,,,,,
player,201411090sea,nyg,HoslJa00,def_int_long,0,,,,,
player,201411090sea,nyg,HoslJa00,pass_defended,0,,,,,
player,201411090sea,nyg,HoslJa00,sacks,0.0,,,,,
player,201411090sea,nyg,HoslJa00,tackles_combined,2,,,,,
player,201411090sea,nyg,HoslJa00,tackles_solo,2,,,,,
player,201411090sea,nyg,HoslJa00,tackles_assists,0,,,,,
player,201411090sea,nyg,HoslJa00,tackles_loss,0,,,,,
player,201411090sea,nyg,HoslJa00,qb_hits,0,,,,,
player,201411090sea,nyg,HoslJa00,fumbles_rec,0,,,,,
player,201411090sea,nyg,HoslJa00,fumbles_rec_yds,0,,,,,
player,201411090sea,nyg,HoslJa00,fumbles_rec_td,0,,,,,
player,201411090sea,nyg,HoslJa00,fumbles_forced,0,,,,,
player,201411090sea,nyg,JenkCu20,def_int,0,,,,,
player,201411090sea,nyg,JenkCu20,def_int_yds,0,,,,,
player,201411090sea,nyg,JenkCu20,def_int_td,0,,,,,
player,201411090sea,nyg,JenkCu20,def_int_long,0,,,,,
player,201411090sea,nyg,JenkCu20,pass_defended,0,,,,,
player,201411090sea,nyg,JenkCu20,sacks,0.0,,,,,
player,201411090sea,nyg,JenkCu20,tackles_combined,2,,,,,
player,201411090sea,nyg,JenkCu20,tackles_solo,0,,,,,
player,201411090sea,nyg,JenkCu20,tackles_assists,2,,,,,
player,201411090sea,nyg,JenkCu20,tackles_loss,0,,,,,
player,201411090sea,nyg,JenkCu20,qb_hits,1,,,,,
player,201411090sea,nyg,JenkCu20,fumbles_rec,0,,,,,
player,201411090sea,nyg,JenkCu20,fumbles_rec_yds,0,,,,,
player,201411090sea,nyg,JenkCu20,fumbles_rec_td,0,,,,,
player,201411090sea,nyg,JenkCu20,fumbles_forced,0,,,,,
player,201411090sea,nyg,RodgDo99,def_int,0,,,,,
player,201411090sea,nyg,RodgDo99,def_int_yds,0,,,,,
player,201411090sea,nyg,RodgDo99,def_int_td,0,,,,,
player,201411090sea,nyg,RodgDo99,def_int_long,0,,,,,
player,201411090sea,nyg,RodgDo99,pass_defended,0,,,,,
player,201411090sea,nyg,RodgDo99,sacks,0.0,,,,,
player,201411090sea,nyg,RodgDo99,tackles_combined,2,,,,,
player,201411090sea,nyg,RodgDo99,tackles_solo,2,,,,,
player,201411090sea,nyg,RodgDo99,tackles_assists,0,,,,,
player,201411090sea,nyg,RodgDo99,tackles_loss,0,,,,,
player,201411090sea,nyg,RodgDo99,qb_hits,0,,,,,
player,201411090sea,nyg,RodgDo99,fumbles_rec,0,,,,,
player,201411090sea,nyg,RodgDo99,fumbles_rec_yds,0,,,,,
player,201411090sea,nyg,RodgDo99,fumbles_rec_td,0,,,,,
player,201411090sea,nyg,RodgDo99,fumbles_forced,0,,,,,
player,201411090sea,nyg,DeOsZa99,def_int,0,,,,,
player,201411090sea,nyg,DeOsZa99,def_int_yds,0,,,,,
player,201411090sea,nyg,DeOsZa99,def_int_td,0,,,,,
player,201411090sea,nyg,DeOsZa99,def_int_long,0,,,,,
player,201411090sea,nyg,DeOsZa99,pass_defended,0,,,,,
player,201411090sea,nyg,DeOsZa99,sacks,0.0,,,,,
player,201411090sea,nyg,DeOsZa99,tackles_combined,1,,,,,
player,201411090sea,nyg,DeOsZa99,tackles_solo,1,,,,,
player,201411090sea,nyg,DeOsZa99,tackles_assists,0,,,,,
player,201411090sea,nyg,DeOsZa99,tackles_loss,0,,,,,
player,201411090sea,nyg,DeOsZa99,qb_hits,0,,,,,
player,201411090sea,nyg,DeOsZa99,fumbles_rec,0,,,,,
player,201411090sea,nyg,DeOsZa99,fumbles_rec_yds,0,,,,,
player,201411090sea,nyg,DeOsZa99,fumbles_rec_td,0,,,,,
player,201411090sea,nyg,DeOsZa99,fumbles_forced,0,,,,,
player,201411090sea,nyg,HerzMa00,def_int,0,,,,,
player,201411090sea,nyg,HerzMa00,def_int_yds,0,,,,,
player,201411090sea,nyg,HerzMa00,def_int_td,0,,,,,
player,201411090sea,nyg,HerzMa00,def_int_long,0,,,,,
player,201411090sea,nyg,HerzMa00,pass_defended,0,,,,,
player,201411090sea,nyg,HerzMa00,sacks,0.0,,,,,
player,201411090sea,nyg,HerzMa00,tackles_combined,1,,,,,
player,201411090sea,nyg,HerzMa00,tackles_solo,0,,,,,
player,201411090sea,nyg,HerzMa00,tackles_assists,1,,,,,
player,201411090sea,nyg,HerzMa00,tackles_loss,0,,,,,
player,201411090sea,nyg,HerzMa00,qb_hits,0,,,,,
player,201411090sea,nyg,HerzMa00,fumbles_rec,0,,,,,
player,201411090sea,nyg,HerzMa00,fumbles_rec_yds,0,,,,,
player,201411090sea,nyg,HerzMa00,fumbles_rec_td,0,,,,,
player,201411090sea,nyg,HerzMa00,fumbles_forced,0,,,,,
player,201411090sea,nyg,HillPe00,def_int,0,,,,,
player,201411090sea,nyg,HillPe00,def_int_yds,0,,,,,
player,201411090sea,nyg,HillPe00,def_int_td,0,,,,,
player,201411090sea,nyg,HillPe00,def_int_long,0,,,,,
player,201411090sea,nyg,HillPe00,pass_defended,0,,,,,
player,201411090sea,nyg,HillPe00,sacks,0.0,,,,,
player,201411090sea,nyg,HillPe00,tackles_combined,1,,,,,
player,201411090sea,nyg,HillPe00,tackles_solo,0,,,,,
player,201411090sea,nyg,HillPe00,tackles_assists,1,,,,,
player,201411090sea,nyg,HillPe00,tackles_loss,0,,,,,
player,201411090sea,nyg,HillPe00,qb_hits,0,,,,,
player,201411090sea,nyg,HillPe00,fumbles_rec,0,,,,,
player,201411090sea,nyg,HillPe00,fumbles_rec_yds,0,,,,,
player,201411090sea,nyg,HillPe00,fumbles_rec_td,0,,,,,
player,201411090sea,nyg,HillPe00,fumbles_forced,0,,,,,
player,201411090sea,nyg,KennDe00,def_int,0,,,,,
player,201411090sea,nyg,KennDe00,def_int_yds,0,,,,,
player,201411090sea,nyg,KennDe00,def_int_td,0,,,,,
player,201411090sea,nyg,KennDe00,def_int_long,0,,,,,
player,201411090sea,nyg,KennDe00,pass_defended,0,,,,,
player,201411090sea,nyg,KennDe00,sacks,0.0,,,,,
player,201411090sea,nyg,KennDe00,tackles_combined,1,,,,,
player,201411090sea,nyg,KennDe00,tackles_solo,1,,,,,
player,201411090sea,nyg,KennDe00,tackles_assists,0,,,,,
player,201411090sea,nyg,KennDe00,tackles_loss,1,,,,,
player,201411090sea,nyg,KennDe00,qb_hits,0,,,,,
player,201411090sea,nyg,KennDe00,fumbles_rec,0,,,,,
player,201411090sea,nyg,KennDe00,fumbles_rec_yds,0,,,,,
player,201411090sea,nyg,KennDe00,fumbles_rec_td,0,,,,,
player,201411090sea,nyg,KennDe00,fumbles_forced,0,,,,,
player,201411090sea,nyg,KiwaMa20,def_int,0,,,,,
player,201411090sea,nyg,KiwaMa20,def_int_yds,0,,,,,
player,201411090sea,nyg,KiwaMa20,def_int_td,0,,,,,
player,201411090sea,nyg,KiwaMa20,def_int_long,0,,,,,
player,201411090sea,nyg,KiwaMa20,pass_defended,0,,,,,
player,201411090sea,nyg,KiwaMa20,sacks,0.0,,,,,
player,201411090sea,nyg,KiwaMa20,tackles_combined,1,,,,,
player,201411090sea,nyg,KiwaMa20,tackles_solo,1,,,,,
player,201411090sea,nyg,KiwaMa20,tackles_assists,0,,,,,
player,201411090sea,nyg,KiwaMa20,tackles_loss,0,,,,,
player,201411090sea,nyg,KiwaMa20,qb_hits,0,,,,,
player,201411090sea,nyg,KiwaMa20,fumbles_rec,0,,,,,
player,201411090sea,nyg,KiwaMa20,fumbles_rec_yds,0,,,,,
player,201411090sea,nyg,KiwaMa20,fumbles_rec_td,0,,,,,
player,201411090sea,nyg,KiwaMa20,fumbles_forced,0,,,,,
player,201411090sea,nyg,KuhnMa00,def_int,0,,,,,
player,201411090sea,nyg,KuhnMa00,def_int_yds,0,,,,,
player,201411090sea,nyg,KuhnMa00,def_int_td,0,,,,,
player,201411090sea,nyg,KuhnMa00,def_int_long,0,,,,,
player,201411090sea,nyg,KuhnMa00,pass_defended,0,,,,,
player,201411090sea,nyg,KuhnMa00,sacks,0.0,,,,,
player,201411090sea,nyg,KuhnMa00,tackles_combined,1,,,,,
player,201411090sea,nyg,KuhnMa00,tackles_solo,0,,,,,
player,201411090sea,nyg,KuhnMa00,tackles_assists,1,,,,,
player,201411090sea,nyg,KuhnMa00,tackles_loss,0,,,,,
player,201411090sea,nyg,KuhnMa00,qb_hits,0,,,,,
player,201411090sea,nyg,KuhnMa00,fumbles_rec,0,,,,,
player,201411090sea,nyg,KuhnMa00,fumbles_rec_yds,0,,,,,
player,201411090sea,nyg,KuhnMa00,fumbles_rec_td,0,,,,,
player,201411090sea,nyg,KuhnMa00,fumbles_forced,0,,,,,
player,201411090sea,nyg,BrowCh05,def_int,,,,,,
player,201411090sea,nyg,BrowCh05,def_int_yds,,,,,,
player,201411090sea,nyg,BrowCh05,def_int_td,,,,,,
player,201411090sea,nyg,BrowCh05,def_int_long,,,,,,
player,201411090sea,nyg,BrowCh05,pass_defended,0,,,,,
player,201411090sea,nyg,BrowCh05,sacks,0.0,,,,,
player,201411090sea,nyg,BrowCh05,tackles_combined,1,,,,,
player,201411090sea,nyg,BrowCh05,tackles_solo,0,,,,,
player,201411090sea,nyg,BrowCh05,tackles_assists,1,,,,,
player,201411090sea,nyg,BrowCh05,tackles_loss,0,,,,,
player,201411090sea,nyg,BrowCh05,qb_hits,0,,,,,
player,201411090sea,nyg,BrowCh05,fumbles_rec,0,,,,,
player,201411090sea,nyg,BrowCh05,fumbles_rec_yds,,,,,,
player,201411090sea,nyg,BrowCh05,fumbles_rec_td,,,,,,
player,201411090sea,nyg,BrowCh05,fumbles_forced,0,,,,,
player,201411090sea,sea,ThomEa99,def_int,1,,,,,
player,201411090sea,sea,ThomEa99,def_int_yds,47,,,,,
player,201411090sea,sea,ThomEa99,def_int_td,0,,,,,
player,201411090sea,sea,ThomEa99,def_int_long,47,,,,,
player,201411090sea,sea,ThomEa99,pass_defended,1,,,,,
player,201411090sea,sea,ThomEa99,sacks,0.0,,,,,
player,201411090sea,sea,ThomEa99,tackles_combined,6,,,,,
player,201411090sea,sea,ThomEa99,tackles_solo,3,,,,,
player,201411090sea,sea,ThomEa99,tackles_assists,3,,,,,
player,201411090sea,sea,ThomEa99,tackles_loss,0,,,,,
player,201411090sea,sea,ThomEa99,qb_hits,0,,,,,
player,201411090sea,sea,ThomEa99,fumbles_rec,0,,,,,
player,201411090sea,sea,ThomEa99,fumbles_rec_yds,0,,,,,
player,201411090sea,sea,ThomEa99,fumbles_rec_td,0,,,,,
player,201411090sea,sea,ThomEa99,fumbles_forced,0,,,,,
player,201411090sea,sea,BennMi99,def_int,0,,,,,
player,201411090sea,sea,BennMi99,def_int_yds,0,,,,,
player,201411090sea,sea,BennMi99,def_int_td,0,,,,,
player,201411090sea,sea,BennMi99,def_int_long,0,,,,,
player,201411090sea,sea,BennMi99,pass_defended,0,,,,,
player,201411090sea,sea,BennMi99,sacks,1.0,,,,,
player,201411090sea,sea,BennMi99,tackles_combined,3,,,,,
player,201411090sea,sea,BennMi99,tackles_solo,2,,,,,
player,201411090sea,sea,BennMi99,tackles_assists,1,,,,,
player,201411090sea,sea,BennMi99,tackles_loss,2,,,,,
player,201411090sea,sea,BennMi99,qb_hits,1,,,,,
player,201411090sea,sea,BennMi99,fumbles_rec,0,,,,,
player,201411090sea,sea,BennMi99,fumbles_rec_yds,0,,,,,
player,201411090sea,sea,BennMi99,fumbles_rec_td,0,,,,,
player,201411090sea,sea,BennMi99,fumbles_forced,0,,,,,
player,201411090sea,sea,JohnJe02,def_int,0,,,,,
player,201411090sea,sea,JohnJe02,def_int_yds,0,,,,,
player,201411090sea,sea,JohnJe02,def_int_td,0,,,,,
player,201411090sea,sea,JohnJe02,def_int_long,0,,,,,
player,201411090sea,sea,JohnJe02,pass_defended,1,,,,,
player,201411090sea,sea,JohnJe02,sacks,0.0,,,,,
player,201411090sea,sea,JohnJe02,tackles_combined,8,,,,,
player,201411090sea,sea,JohnJe02,tackles_solo,5,,,,,
player,201411090sea,sea,JohnJe02,tackles_assists,3,,,,,
player,201411090sea,sea,JohnJe02,tackles_loss,0,,,,,
player,201411090sea,sea,JohnJe02,qb_hits,0,,,,,
player,201411090sea,sea,JohnJe02,fumbles_rec,0,,,,,
player,201411090sea,sea,JohnJe02,fumbles_rec_yds,0,,,,,
player,201411090sea,sea,JohnJe02,fumbles_rec_td,0,,,,,
player,201411090sea,sea,JohnJe02,fumbles_forced,0,,,,,
player,201411090sea,sea,WrigK.00,def_int,0,,,,,
player,201411090sea,sea,WrigK.00,def_int_yds,0,,,,,
player,201411090sea,sea,WrigK.00,def_int_td,0,,,,,
player,201411090sea,sea,WrigK.00,def_int_long,0,,,,,
player,201411090sea,sea,WrigK.00,pass_defended,0,,,,,
player,201411090sea,sea,WrigK.00,sacks,0.0,,,,,
player,201411090sea,sea,WrigK.00,tackles_combined,7,,,,,
player,201411090sea,sea,WrigK.00,tackles_solo,4,,,,,
player,201411090sea,sea,WrigK.00,tackles_assists,3,,,,,
player,201411090sea,sea,WrigK.00,tackles_loss,0,,,,,
player,201411090sea,sea,WrigK.00,qb_hits,0,,,,,
player,201411090sea,sea,WrigK.00,fumbles_rec,0,,,,,
player,201411090sea,sea,WrigK.00,fumbles_rec_yds,0,,,,,
player,201411090sea,sea,WrigK.00,fumbles_rec_td,0,,,,,
player,201411090sea,sea,WrigK.00,fumbles_forced,0,,,,,
player,201411090sea,sea,PierKe00,def_int,0,,,,,
player,201411090sea,sea,PierKe00,def_int_yds,0,,,,,
player,201411090sea,sea,PierKe00,def_int_td,0,,,,,
player,201411090sea,sea,PierKe00,def_int_long,0,,,,,
player,201411090sea,sea,PierKe00,pass_defended,0,,,,,
player,201411090sea,sea,PierKe00,sacks,0.0,,,,,
player,201411090sea,sea,PierKe00,tackles_combined,5,,,,,
player,201411090sea,sea,PierKe00,tackles_solo,3,,,,,
player,201411090sea,sea,PierKe00,tackles_assists,2,,,,,
player,201411090sea,sea,PierKe00,tackles_loss,0,,,,,
player,201411090sea,sea,PierKe00,qb_hits,0,,,,,
player,201411090sea,sea,PierKe00,fumbles_rec,0,,,,,
player,201411090sea,sea,PierKe00,fumbles_rec_yds,0,,,,,
player,201411090sea,sea,PierKe00,fumbles_rec_td,0,,,,,
player,201411090sea,sea,PierKe00,fumbles_forced,0,,,,,
player,201411090sea,sea,LaneJe00,def_int,0,,,,,
player,201411090sea,sea,LaneJe00,def_int_yds,0,,,,,
player,201411090sea,sea,LaneJe00,def_int_td,0,,,,,
player,201411090sea,sea,LaneJe00,def_int_long,0,,,,,
player,201411090sea,sea,LaneJe00,pass_defended,0,,,,,
player,201411090sea,sea,LaneJe00,sacks,0.0,,,,,
player,201411090sea,sea,LaneJe00,tackles_combined,4,,,,,
player,201411090sea,sea,LaneJe00,tackles_solo,2,,,,,
player,201411090sea,sea,LaneJe00,tackles_assists,2,,,,,
player,201411090sea,sea,LaneJe00,tackles_loss,0,,,,,
player,201411090sea,sea,LaneJe00,qb_hits,0,,,,,
player,201411090sea,sea,LaneJe00,fumbles_rec,0,,,,,
player,201411090sea,sea,LaneJe00,fumbles_rec_yds,0,,,,,
player,201411090sea,sea,LaneJe00,fumbles_rec_td,0,,,,,
player,201411090sea,sea,LaneJe00,fumbles_forced,0,,,,,
player,201411090sea,sea,CoylBr00,def_int,0,,,,,
player,201411090sea,sea,CoylBr00,def_int_yds,0,,,,,
player,201411090sea,sea,CoylBr00,def_int_td,0,,,,,
player,201411090sea,sea,CoylBr00,def_int_long,0,,,,,
player,201411090sea,sea,CoylBr00,pass_defended,0,,,,,
player,201411090sea,sea,CoylBr00,sacks,0.0,,,,,
player,201411090sea,sea,CoylBr00,tackles_combined,3,,,,,
player,201411090sea,sea,CoylBr00,tackles_solo,2,,,,,
player,201411090sea,sea,CoylBr00,tackles_assists,1,,,,,
player,201411090sea,sea,CoylBr00,tackles_loss,0,,,,,
player,201411090sea,sea,CoylBr00,qb_hits,0,,,,,
player,201411090sea,sea,CoylBr00,fumbles_rec,0,,,,,
player,201411090sea,sea,CoylBr00,fumbles_rec_yds,0,,,,,
player,201411090sea,sea,CoylBr00,fumbles_rec_td,0,,,,,
player,201411090sea,sea,CoylBr00,fumbles_forced,0,,,,,
player,201411090sea,sea,MaxwBy00,def_int,0,,,,,
player,201411090sea,sea,MaxwBy00,def_int_yds,0,,,,,
player,201411090sea,sea,MaxwBy00,def_int_td,0,,,,,
player,201411090sea,sea,MaxwBy00,def_int_long,0,,,,,
player,201411090sea,sea,MaxwBy00,pass_defended,1,,,,,
player,201411090sea,sea,MaxwBy00,sacks,0.0,,,,,
player,201411090sea,sea,MaxwBy00,tackles_combined,3,,,,,
player,201411090sea,sea,MaxwBy00,tackles_solo,3,,,,,
player,201411090sea,sea,MaxwBy00,tackles_assists,0,,,,,
player,201411090sea,sea,MaxwBy00,tackles_loss,0,,,,,
player,201411090sea,sea,MaxwBy00,qb_hits,0,,,,,
player,201411090sea,sea,MaxwBy00,fumbles_rec,0,,,,,
player,201411090sea,sea,MaxwBy00,fumbles_rec_yds,0,,,,,
player,201411090sea,sea,MaxwBy00,fumbles_rec_td,0,,,,,
player,201411090sea,sea,MaxwBy00,fumbles_forced,0,,,,,
player,201411090sea,sea,SchoOB99,def_int,0,,,,,
player,201411090sea,sea,SchoOB99,def_int_yds,0,,,,,
player,201411090sea,sea,SchoOB99,def_int_td,0,,,,,
player,201411090sea,sea,SchoOB99,def_int_long,0,,,,,
player,201411090sea,sea,SchoOB99,pass_defended,0,,,,,
player,201411090sea,sea,SchoOB99,sacks,0.0,,,,,
player,201411090sea,sea,SchoOB99,tackles_combined,3,,,,,
player,201411090sea,sea,SchoOB99,tackles_solo,2,,,,,
player,201411090sea,sea,SchoOB99,tackles_assists,1,,,,,
player,201411090sea,sea,SchoOB99,tackles_loss,0,,,,,
player,201411090sea,sea,SchoOB99,qb_hits,0,,,,,
player,201411090sea,sea,SchoOB99,fumbles_rec,0,,,,,
player,201411090sea,sea,SchoOB99,fumbles_rec_yds,0,,,,,
player,201411090sea,sea,SchoOB99,fumbles_rec_td,0,,,,,
player,201411090sea,sea,SchoOB99,fumbles_forced,0,,,,,
player,201411090sea,sea,SherRi00,def_int,0,,,,,
player,201411090sea,sea,SherRi00,def_int_yds,0,,,,,
player,201411090sea,sea,SherRi00,def_int_td,0,,,,,
player,201411090sea,sea,SherRi00,def_int_long,0,,,,,
player,201411090sea,sea,SherRi00,pass_defended,0,,,,,
player,201411090sea,sea,SherRi00,sacks,0.0,,,,,
player,201411090sea,sea,SherRi00,tackles_combined,3,,,,,
player,201411090sea,sea,SherRi00,tackles_solo,2,,,,,
player,201411090sea,sea,SherRi00,tackles_assists,1,,,,,
player,201411090sea,sea,SherRi00,tackles_loss,0,,,,,
player,201411090sea,sea,SherRi00,qb_hits,0,,,,,
player,201411090sea,sea,SherRi00,fumbles_rec,0,,,,,
player,201411090sea,sea,SherRi00,fumbles_rec_yds,0,,,,,
player,201411090sea,sea,SherRi00,fumbles_rec_td,0,,,,,
player,201411090sea,sea,SherRi00,fumbles_forced,0,,,,,
player,201411090sea,sea,SimoTh00,def_int,0,,,,,
player,201411090sea,sea,SimoTh00,def_int_yds,0,,,,,
player,201411090sea,sea,SimoTh00,def_int_td,0,,,,,
player,201411090sea,sea,SimoTh00,def_int_long,0,,,,,
player,201411090sea,sea,SimoTh00,pass_defended,0,,,,,
player,201411090sea,sea,SimoTh00,sacks,0.0,,,,,
player,201411090sea,sea,SimoTh00,tackles_combined,3,,,,,
player,201411090sea,sea,SimoTh00,tackles_solo,2,,,,,
player,201411090sea,sea,SimoTh00,tackles_assists,1,,,,,
player,201411090sea,sea,SimoTh00,tackles_loss,0,,,,,
player,201411090sea,sea,SimoTh00,qb_hits,0,,,,,
player,201411090sea,sea,SimoTh00,fumbles_rec,0,,,,,
player,201411090sea,sea,SimoTh00,fumbles_rec_yds,0,,,,,
player,201411090sea,sea,SimoTh00,fumbles_rec_td,0,,,,,
player,201411090sea,sea,SimoTh00,fumbles_forced,0,,,,,
player,201411090sea,sea,DobbDe00,def_int,0,,,,,
player,201411090sea,sea,DobbDe00,def_int_yds,0,,,,,
player,201411090sea,sea,DobbDe00,def_int_td,0,,,,,
player,201411090sea,sea,DobbDe00,def_int_long,0,,,,,
player,201411090sea,sea,DobbDe00,pass_defended,0,,,,,
player,201411090sea,sea,DobbDe00,sacks,0.0,,,,,
player,201411090sea,sea,DobbDe00,tackles_combined,2,,,,,
player,201411090sea,sea,DobbDe00,tackles_solo,0,,,,,
player,201411090sea,sea,DobbDe00,tackles_assists,2,,,,,
player,201411090sea,sea,DobbDe00,tackles_loss,0,,,,,
player,201411090sea,sea,DobbDe00,qb_hits,0,,,,,
player,201411090sea,sea,DobbDe00,fumbles_rec,0,,,,,
player,201411090sea,sea,DobbDe00,fumbles_rec_yds,0,,,,,
player,201411090sea,sea,DobbDe00,fumbles_rec_td,0,,,,,
player,201411090sea,sea,DobbDe00,fumbles_forced,0,,,,,
player,201411090sea,sea,McDaTo20,def_int,0,,,,,
player,201411090sea,sea,McDaTo20,def_int_yds,0,,,,,
player,201411090sea,sea,McDaTo20,def_int_td,0,,,,,
player,201411090sea,sea,McDaTo20,def_int_long,0,,,,,
player,201411090sea,sea,McDaTo20,pass_defended,0,,,,,
player,201411090sea,sea,McDaTo20,sacks,0.0,,,,,
player,201411090sea,sea,McDaTo20,tackles_combined,2,,,,,
player,201411090sea,sea,McDaTo20,tackles_solo,1,,,,,
player,201411090sea,sea,McDaTo20,tackles_assists,1,,,,,
player,201411090sea,sea,McDaTo20,tackles_loss,0,,,,,
player,201411090sea,sea,McDaTo20,qb_hits,0,,,,,
player,201411090sea,sea,McDaTo20,fumbles_rec,0,,,,,
player,201411090sea,sea,McDaTo20,fumbles_rec_yds,0,,,,,
player,201411090sea,sea,McDaTo20,fumbles_rec_td,0,,,,,
player,201411090sea,sea,McDaTo20,fumbles_forced,0,,,,,
player,201411090sea,sea,MebaBr99,def_int,0,,,,,
player,201411090sea,sea,MebaBr99,def_int_yds,0,,,,,
player,201411090sea,sea,MebaBr99,def_int_td,0,,,,,
player,201411090sea,sea,MebaBr99,def_int_long,0,,,,,
player,201411090sea,sea,MebaBr99,pass_defended,0,,,,,
player,201411090sea,sea,MebaBr99,sacks,0.0,,,,,
player,201411090sea,sea,MebaBr99,tackles_combined,2,,,,,
player,201411090sea,sea,MebaBr99,tackles_solo,1,,,,,
player,201411090sea,sea,MebaBr99,tackles_assists,1,,,,,
player,201411090sea,sea,MebaBr99,tackles_loss,1,,,,,
player,201411090sea,sea,MebaBr99,qb_hits,1,,,,,
player,201411090sea,sea,MebaBr99,fumbles_rec,0,,,,,
player,201411090sea,sea,MebaBr99,fumbles_rec_yds,0,,,,,
player,201411090sea,sea,MebaBr99,fumbles_rec_td,0,,,,,
player,201411090sea,sea,MebaBr99,fumbles_forced,0,,,,,
player,201411090sea,sea,BurlMa00,def_int,0,,,,,
