game,2014,17,20141228,201412280den,rai,"Oakland Raiders",14,den,"Denver Broncos",47
team,201412280den,rai,First Downs,10,,,,,,
team,201412280den,den,First Downs,25,,,,,,
team,201412280den,rai,Rush-Yds-TDs,18-67-0,,,,,,
team,201412280den,den,Rush-Yds-TDs,34-142-3,,,,,,
team,201412280den,rai,Cmp-Att-Yd-TD-INT,18-36-158-1-1,,,,,,
team,201412280den,den,Cmp-Att-Yd-TD-INT,23-39-312-1-0,,,,,,
team,201412280den,rai,Sacked-Yards,3-26,,,,,,
team,201412280den,den,Sacked-Yards,1-3,,,,,,
team,201412280den,rai,Net Pass Yards,132,,,,,,
team,201412280den,den,Net Pass Yards,309,,,,,,
team,201412280den,rai,Total Yards,199,,,,,,
team,201412280den,den,Total Yards,451,,,,,,
team,201412280den,rai,Fumbles-Lost,2-1,,,,,,
team,201412280den,den,Fumbles-Lost,2-1,,,,,,
team,201412280den,rai,Turnovers,2,,,,,,
team,201412280den,den,Turnovers,1,,,,,,
team,201412280den,rai,Penalties-Yards,9-86,,,,,,
team,201412280den,den,Penalties-Yards,1-16,,,,,,
team,201412280den,rai,Third Down Conv.,5-15,,,,,,
team,201412280den,den,Third Down Conv.,7-15,,,,,,
team,201412280den,rai,Fourth Down Conv.,0-1,,,,,,
team,201412280den,den,Fourth Down Conv.,1-1,,,,,,
team,201412280den,rai,Time of Possession,26:59,,,,,,
team,201412280den,den,Time of Possession,33:01,,,,,,
player,201412280den,rai,CarrDe02,pass_cmp,18,,,,,
player,201412280den,rai,CarrDe02,pass_att,36,,,,,
player,201412280den,rai,CarrDe02,pass_yds,158,,,,,
player,201412280den,rai,CarrDe02,pass_td,1,,,,,
player,201412280den,rai,CarrDe02,pass_int,1,,,,,
player,201412280den,rai,CarrDe02,pass_sacked,3,,,,,
player,201412280den,rai,CarrDe02,pass_sacked_yds,26,,,,,
player,201412280den,rai,CarrDe02,pass_long,46,,,,,
player,201412280den,rai,CarrDe02,pass_rating,59.7,,,,,
player,201412280den,rai,CarrDe02,rush_att,3,,,,,
player,201412280den,rai,CarrDe02,rush_yds,6,,,,,
player,201412280den,rai,CarrDe02,rush_td,0,,,,,
player,201412280den,rai,CarrDe02,rush_long,5,,,,,
player,201412280den,rai,CarrDe02,targets,0,,,,,
player,201412280den,rai,CarrDe02,rec,0,,,,,
player,201412280den,rai,CarrDe02,rec_yds,0,,,,,
player,201412280den,rai,CarrDe02,rec_td,0,,,,,
player,201412280den,rai,CarrDe02,rec_long,0,,,,,
player,201412280den,rai,CarrDe02,fumbles,2,,,,,
player,201412280den,rai,CarrDe02,fumbles_lost,1,,,,,
player,201412280den,rai,MurrLa00,pass_cmp,0,,,,,
player,201412280den,rai,MurrLa00,pass_att,0,,,,,
player,201412280den,rai,MurrLa00,pass_yds,0,,,,,
player,201412280den,rai,MurrLa00,pass_td,0,,,,,
player,201412280den,rai,MurrLa00,pass_int,0,,,,,
player,201412280den,rai,MurrLa00,pass_sacked,,,,,,
player,201412280den,rai,MurrLa00,pass_sacked_yds,0,,,,,
player,201412280den,rai,MurrLa00,pass_long,0,,,,,
player,201412280den,rai,MurrLa00,pass_rating,,,,,,
player,201412280den,rai,MurrLa00,rush_att,10,,,,,
player,201412280den,rai,MurrLa00,rush_yds,37,,,,,
player,201412280den,rai,MurrLa00,rush_td,0,,,,,
player,201412280den,rai,MurrLa00,rush_long,8,,,,,
player,201412280den,rai,MurrLa00,targets,4,,,,,
player,201412280den,rai,MurrLa00,rec,4,,,,,
player,201412280den,rai,MurrLa00,rec_yds,60,,,,,
player,201412280den,rai,MurrLa00,rec_td,0,,,,,
player,201412280den,rai,MurrLa00,rec_long,46,,,,,
player,201412280den,rai,MurrLa00,fumbles,0,,,,,
player,201412280den,rai,MurrLa00,fumbles_lost,0,,,,,
player,201412280den,rai,McFaDa00,pass_cmp,0,,,,,
player,201412280den,rai,McFaDa00,pass_att,0,,,,,
player,201412280den,rai,McFaDa00,pass_yds,0,,,,,
player,201412280den,rai,McFaDa00,pass_td,0,,,,,
player,201412280den,rai,McFaDa00,pass_int,0,,,,,
player,201412280den,rai,McFaDa00,pass_sacked,,,,,,
player,201412280den,rai,McFaDa00,pass_sacked_yds,0,,,,,
player,201412280den,rai,McFaDa00,pass_long,0,,,,,
player,201412280den,rai,McFaDa00,pass_rating,,,,,,
player,201412280den,rai,McFaDa00,rush_att,4,,,,,
player,201412280den,rai,McFaDa00,rush_yds,13,,,,,
player,201412280den,rai,McFaDa00,rush_td,0,,,,,
player,201412280den,rai,McFaDa00,rush_long,4,,,,,
player,201412280den,rai,McFaDa00,targets,4,,,,,
player,201412280den,rai,McFaDa00,rec,2,,,,,
player,201412280den,rai,McFaDa00,rec_yds,6,,,,,
player,201412280den,rai,McFaDa00,rec_td,0,,,,,
player,201412280den,rai,McFaDa00,rec_long,6,,,,,
player,201412280den,rai,McFaDa00,fumbles,0,,,,,
player,201412280den,rai,McFaDa00,fumbles_lost,0,,,,,
player,201412280den,rai,ReecMa00,pass_cmp,0,,,,,
player,201412280den,rai,ReecMa00,pass_att,0,,,,,
player,201412280den,rai,ReecMa00,pass_yds,0,,,,,
player,201412280den,rai,ReecMa00,pass_td,0,,,,,
player,201412280den,rai,ReecMa00,pass_int,0,,,,,
player,201412280den,rai,ReecMa00,pass_sacked,,,,,,
player,201412280den,rai,ReecMa00,pass_sacked_yds,0,,,,,
player,201412280den,rai,ReecMa00,pass_long,0,,,,,
player,201412280den,rai,ReecMa00,pass_rating,,,,,,
