game,2014,15,20141215,201412150chi,nor,"New Orleans Saints",31,chi,"Chicago Bears",15
player,201412150chi,nor,RobiKh00,fumbles,0,,,,,
player,201412150chi,nor,RobiKh00,fumbles_lost,0,,,,,
player,201412150chi,nor,LoriEr99,pass_cmp,0,,,,,
player,201412150chi,nor,LoriEr99,pass_att,0,,,,,
player,201412150chi,nor,LoriEr99,pass_yds,0,,,,,
player,201412150chi,nor,LoriEr99,pass_td,0,,,,,
player,201412150chi,nor,LoriEr99,pass_int,0,,,,,
player,201412150chi,nor,LoriEr99,pass_sacked,0,,,,,
player,201412150chi,nor,LoriEr99,pass_sacked_yds,0,,,,,
player,201412150chi,nor,LoriEr99,pass_long,0,,,,,
player,201412150chi,nor,LoriEr99,pass_rating,,,,,,
player,201412150chi,nor,LoriEr99,rush_att,1,,,,,
player,201412150chi,nor,LoriEr99,rush_yds,1,,,,,
player,201412150chi,nor,LoriEr99,rush_td,0,,,,,
player,201412150chi,nor,LoriEr99,rush_long,1,,,,,
player,201412150chi,nor,LoriEr99,targets,0,,,,,
player,201412150chi,nor,LoriEr99,rec,0,,,,,
player,201412150chi,nor,LoriEr99,rec_yds,0,,,,,
player,201412150chi,nor,LoriEr99,rec_td,0,,,,,
player,201412150chi,nor,LoriEr99,rec_long,0,,,,,
player,201412150chi,nor,LoriEr99,fumbles,0,,,,,
player,201412150chi,nor,LoriEr99,fumbles_lost,0,,,,,
player,201412150chi,nor,GrahJi00,pass_cmp,0,,,,,
player,201412150chi,nor,GrahJi00,pass_att,0,,,,,
player,201412150chi,nor,GrahJi00,pass_yds,0,,,,,
player,201412150chi,nor,GrahJi00,pass_td,0,,,,,
player,201412150chi,nor,GrahJi00,pass_int,0,,,,,
player,201412150chi,nor,GrahJi00,pass_sacked,0,,,,,
player,201412150chi,nor,GrahJi00,pass_sacked_yds,0,,,,,
player,201412150chi,nor,GrahJi00,pass_long,0,,,,,
player,201412150chi,nor,GrahJi00,pass_rating,,,,,,
player,201412150chi,nor,GrahJi00,rush_att,0,,,,,
player,201412150chi,nor,GrahJi00,rush_yds,0,,,,,
player,201412150chi,nor,GrahJi00,rush_td,0,,,,,
player,201412150chi,nor,GrahJi00,rush_long,0,,,,,
player,201412150chi,nor,GrahJi00,targets,7,,,,,
player,201412150chi,nor,GrahJi00,rec,5,,,,,
player,201412150chi,nor,GrahJi00,rec_yds,87,,,,,
player,201412150chi,nor,GrahJi00,rec_td,0,,,,,
player,201412150chi,nor,GrahJi00,rec_long,29,,,,,
player,201412150chi,nor,GrahJi00,fumbles,0,,,,,
player,201412150chi,nor,GrahJi00,fumbles_lost,0,,,,,
player,201412150chi,nor,StilKe00,pass_cmp,0,,,,,
player,201412150chi,nor,StilKe00,pass_att,0,,,,,
player,201412150chi,nor,StilKe00,pass_yds,0,,,,,
player,201412150chi,nor,StilKe00,pass_td,0,,,,,
player,201412150chi,nor,StilKe00,pass_int,0,,,,,
player,201412150chi,nor,StilKe00,pass_sacked,0,,,,,
player,201412150chi,nor,StilKe00,pass_sacked_yds,0,,,,,
player,201412150chi,nor,StilKe00,pass_long,0,,,,,
player,201412150chi,nor,StilKe00,pass_rating,,,,,,
player,201412150chi,nor,StilKe00,rush_att,0,,,,,
player,201412150chi,nor,StilKe00,rush_yds,0,,,,,
player,201412150chi,nor,StilKe00,rush_td,0,,,,,
player,201412150chi,nor,StilKe00,rush_long,0,,,,,
player,201412150chi,nor,StilKe00,targets,7,,,,,
player,201412150chi,nor,StilKe00,rec,5,,,,,
player,201412150chi,nor,StilKe00,rec_yds,67,,,,,
player,201412150chi,nor,StilKe00,rec_td,0,,,,,
player,201412150chi,nor,StilKe00,rec_long,21,,,,,
player,201412150chi,nor,StilKe00,fumbles,0,,,,,
player,201412150chi,nor,StilKe00,fumbles_lost,0,,,,,
player,201412150chi,nor,ColsMa00,pass_cmp,0,,,,,
player,201412150chi,nor,ColsMa00,pass_att,0,,,,,
player,201412150chi,nor,ColsMa00,pass_yds,0,,,,,
player,201412150chi,nor,ColsMa00,pass_td,0,,,,,
player,201412150chi,nor,ColsMa00,pass_int,0,,,,,
player,201412150chi,nor,ColsMa00,pass_sacked,0,,,,,
player,201412150chi,nor,ColsMa00,pass_sacked_yds,0,,,,,
player,201412150chi,nor,ColsMa00,pass_long,0,,,,,
player,201412150chi,nor,ColsMa00,pass_rating,,,,,,
player,201412150chi,nor,ColsMa00,rush_att,0,,,,,
player,201412150chi,nor,ColsMa00,rush_yds,0,,,,,
player,201412150chi,nor,ColsMa00,rush_td,0,,,,,
player,201412150chi,nor,ColsMa00,rush_long,0,,,,,
player,201412150chi,nor,ColsMa00,targets,7,,,,,
player,201412150chi,nor,ColsMa00,rec,5,,,,,
player,201412150chi,nor,ColsMa00,rec_yds,65,,,,,
player,201412150chi,nor,ColsMa00,rec_td,1,,,,,
player,201412150chi,nor,ColsMa00,rec_long,23,,,,,
player,201412150chi,nor,ColsMa00,fumbles,0,,,,,
player,201412150chi,nor,ColsMa00,fumbles_lost,0,,,,,
player,201412150chi,nor,ToonNi00,pass_cmp,0,,,,,
player,201412150chi,nor,ToonNi00,pass_att,0,,,,,
player,201412150chi,nor,ToonNi00,pass_yds,0,,,,,
player,201412150chi,nor,ToonNi00,pass_td,0,,,,,
player,201412150chi,nor,ToonNi00,pass_int,0,,,,,
player,201412150chi,nor,ToonNi00,pass_sacked,0,,,,,
player,201412150chi,nor,ToonNi00,pass_sacked_yds,0,,,,,
player,201412150chi,nor,ToonNi00,pass_long,0,,,,,
player,201412150chi,nor,ToonNi00,pass_rating,,,,,,
player,201412150chi,nor,ToonNi00,rush_att,0,,,,,
player,201412150chi,nor,ToonNi00,rush_yds,0,,,,,
player,201412150chi,nor,ToonNi00,rush_td,0,,,,,
player,201412150chi,nor,ToonNi00,rush_long,0,,,,,
player,201412150chi,nor,ToonNi00,targets,4,,,,,
player,201412150chi,nor,ToonNi00,rec,4,,,,,
player,201412150chi,nor,ToonNi00,rec_yds,43,,,,,
player,201412150chi,nor,ToonNi00,rec_td,0,,,,,
player,201412150chi,nor,ToonNi00,rec_long,17,,,,,
player,201412150chi,nor,ToonNi00,fumbles,1,,,,,
player,201412150chi,nor,ToonNi00,fumbles_lost,1,,,,,
player,201412150chi,nor,HillJo02,pass_cmp,0,,,,,
player,201412150chi,nor,HillJo02,pass_att,0,,,,,
player,201412150chi,nor,HillJo02,pass_yds,0,,,,,
player,201412150chi,nor,HillJo02,pass_td,0,,,,,
player,201412150chi,nor,HillJo02,pass_int,0,,,,,
player,201412150chi,nor,HillJo02,pass_sacked,0,,,,,
player,201412150chi,nor,HillJo02,pass_sacked_yds,0,,,,,
player,201412150chi,nor,HillJo02,pass_long,0,,,,,
player,201412150chi,nor,HillJo02,pass_rating,,,,,,
player,201412150chi,nor,HillJo02,rush_att,0,,,,,
player,201412150chi,nor,HillJo02,rush_yds,0,,,,,
player,201412150chi,nor,HillJo02,rush_td,0,,,,,
player,201412150chi,nor,HillJo02,rush_long,0,,,,,
player,201412150chi,nor,HillJo02,targets,2,,,,,
player,201412150chi,nor,HillJo02,rec,2,,,,,
player,201412150chi,nor,HillJo02,rec_yds,15,,,,,
player,201412150chi,nor,HillJo02,rec_td,2,,,,,
player,201412150chi,nor,HillJo02,rec_long,8,,,,,
player,201412150chi,nor,HillJo02,fumbles,0,,,,,
player,201412150chi,nor,HillJo02,fumbles_lost,0,,,,,
player,201412150chi,nor,WatsBe00,pass_cmp,0,,,,,
player,201412150chi,nor,WatsBe00,pass_att,0,,,,,
player,201412150chi,nor,WatsBe00,pass_yds,0,,,,,
player,201412150chi,nor,WatsBe00,pass_td,0,,,,,
player,201412150chi,nor,WatsBe00,pass_int,0,,,,,
player,201412150chi,nor,WatsBe00,pass_sacked,0,,,,,
player,201412150chi,nor,WatsBe00,pass_sacked_yds,0,,,,,
player,201412150chi,nor,WatsBe00,pass_long,0,,,,,
player,201412150chi,nor,WatsBe00,pass_rating,,,,,,
player,201412150chi,nor,WatsBe00,rush_att,0,,,,,
player,201412150chi,nor,WatsBe00,rush_yds,0,,,,,
player,201412150chi,nor,WatsBe00,rush_td,0,,,,,
player,201412150chi,nor,WatsBe00,rush_long,0,,,,,
player,201412150chi,nor,WatsBe00,targets,1,,,,,
player,201412150chi,nor,WatsBe00,rec,1,,,,,
player,201412150chi,nor,WatsBe00,rec_yds,5,,,,,
player,201412150chi,nor,WatsBe00,rec_td,0,,,,,
player,201412150chi,nor,WatsBe00,rec_long,5,,,,,
player,201412150chi,nor,WatsBe00,fumbles,0,,,,,
player,201412150chi,nor,WatsBe00,fumbles_lost,0,,,,,
player,201412150chi,nor,MeacRo00,pass_cmp,0,,,,,
player,201412150chi,nor,MeacRo00,pass_att,0,,,,,
player,201412150chi,nor,MeacRo00,pass_yds,0,,,,,
player,201412150chi,nor,MeacRo00,pass_td,0,,,,,
player,201412150chi,nor,MeacRo00,pass_int,0,,,,,
player,201412150chi,nor,MeacRo00,pass_sacked,0,,,,,
player,201412150chi,nor,MeacRo00,pass_sacked_yds,0,,,,,
player,201412150chi,nor,MeacRo00,pass_long,0,,,,,
player,201412150chi,nor,MeacRo00,pass_rating,,,,,,
player,201412150chi,nor,MeacRo00,rush_att,0,,,,,
player,201412150chi,nor,MeacRo00,rush_yds,0,,,,,
player,201412150chi,nor,MeacRo00,rush_td,0,,,,,
player,201412150chi,nor,MeacRo00,rush_long,0,,,,,
player,201412150chi,nor,MeacRo00,targets,1,,,,,
player,201412150chi,nor,MeacRo00,rec,0,,,,,
player,201412150chi,nor,MeacRo00,rec_yds,0,,,,,
player,201412150chi,nor,MeacRo00,rec_td,0,,,,,
player,201412150chi,nor,MeacRo00,rec_long,0,,,,,
player,201412150chi,nor,MeacRo00,fumbles,0,,,,,
player,201412150chi,nor,MeacRo00,fumbles_lost,0,,,,,
player,201412150chi,chi,CutlJa00,pass_cmp,17,,,,,
player,201412150chi,chi,CutlJa00,pass_att,31,,,,,
player,201412150chi,chi,CutlJa00,pass_yds,194,,,,,
player,201412150chi,chi,CutlJa00,pass_td,2,,,,,
player,201412150chi,chi,CutlJa00,pass_int,3,,,,,
player,201412150chi,chi,CutlJa00,pass_sacked,7,,,,,
player,201412150chi,chi,CutlJa00,pass_sacked_yds,41,,,,,
player,201412150chi,chi,CutlJa00,pass_long,35,,,,,
player,201412150chi,chi,CutlJa00,pass_rating,55.8,,,,,
player,201412150chi,chi,CutlJa00,rush_att,1,,,,,
player,201412150chi,chi,CutlJa00,rush_yds,20,,,,,
player,201412150chi,chi,CutlJa00,rush_td,0,,,,,
player,201412150chi,chi,CutlJa00,rush_long,20,,,,,
player,201412150chi,chi,CutlJa00,targets,0,,,,,
player,201412150chi,chi,CutlJa00,rec,0,,,,,
player,201412150chi,chi,CutlJa00,rec_yds,0,,,,,
player,201412150chi,chi,CutlJa00,rec_td,0,,,,,
player,201412150chi,chi,CutlJa00,rec_long,0,,,,,
player,201412150chi,chi,CutlJa00,fumbles,1,,,,,
player,201412150chi,chi,CutlJa00,fumbles_lost,0,,,,,
player,201412150chi,chi,FortMa00,pass_cmp,0,,,,,
player,201412150chi,chi,FortMa00,pass_att,0,,,,,
player,201412150chi,chi,FortMa00,pass_yds,0,,,,,
player,201412150chi,chi,FortMa00,pass_td,0,,,,,
player,201412150chi,chi,FortMa00,pass_int,0,,,,,
player,201412150chi,chi,FortMa00,pass_sacked,0,,,,,
player,201412150chi,chi,FortMa00,pass_sacked_yds,0,,,,,
player,201412150chi,chi,FortMa00,pass_long,0,,,,,
player,201412150chi,chi,FortMa00,pass_rating,,,,,,
player,201412150chi,chi,FortMa00,rush_att,16,,,,,
player,201412150chi,chi,FortMa00,rush_yds,78,,,,,
player,201412150chi,chi,FortMa00,rush_td,0,,,,,
player,201412150chi,chi,FortMa00,rush_long,19,,,,,
player,201412150chi,chi,FortMa00,targets,5,,,,,
player,201412150chi,chi,FortMa00,rec,2,,,,,
player,201412150chi,chi,FortMa00,rec_yds,21,,,,,
player,201412150chi,chi,FortMa00,rec_td,0,,,,,
player,201412150chi,chi,FortMa00,rec_long,12,,,,,
player,201412150chi,chi,FortMa00,fumbles,0,,,,,
player,201412150chi,chi,FortMa00,fumbles_lost,0,,,,,
player,201412150chi,chi,MorgJo00,pass_cmp,0,,,,,
player,201412150chi,chi,MorgJo00,pass_att,0,,,,,
player,201412150chi,chi,MorgJo00,pass_yds,0,,,,,
player,201412150chi,chi,MorgJo00,pass_td,0,,,,,
player,201412150chi,chi,MorgJo00,pass_int,0,,,,,
player,201412150chi,chi,MorgJo00,pass_sacked,0,,,,,
player,201412150chi,chi,MorgJo00,pass_sacked_yds,0,,,,,
player,201412150chi,chi,MorgJo00,pass_long,0,,,,,
player,201412150chi,chi,MorgJo00,pass_rating,,,,,,
player,201412150chi,chi,MorgJo00,rush_att,1,,,,,
player,201412150chi,chi,MorgJo00,rush_yds,21,,,,,
player,201412150chi,chi,MorgJo00,rush_td,0,,,,,
player,201412150chi,chi,MorgJo00,rush_long,21,,,,,
player,201412150chi,chi,MorgJo00,targets,1,,,,,
player,201412150chi,chi,MorgJo00,rec,0,,,,,
player,201412150chi,chi,MorgJo00,rec_yds,0,,,,,
player,201412150chi,chi,MorgJo00,rec_td,0,,,,,
player,201412150chi,chi,MorgJo00,rec_long,0,,,,,
player,201412150chi,chi,MorgJo00,fumbles,0,,,,,
player,201412150chi,chi,MorgJo00,fumbles_lost,0,,,,,
player,201412150chi,chi,CareKa00,pass_cmp,0,,,,,
player,201412150chi,chi,CareKa00,pass_att,0,,,,,
player,201412150chi,chi,CareKa00,pass_yds,0,,,,,
player,201412150chi,chi,CareKa00,pass_td,0,,,,,
player,201412150chi,chi,CareKa00,pass_int,0,,,,,
player,201412150chi,chi,CareKa00,pass_sacked,0,,,,,
player,201412150chi,chi,CareKa00,pass_sacked_yds,0,,,,,
player,201412150chi,chi,CareKa00,pass_long,0,,,,,
player,201412150chi,chi,CareKa00,pass_rating,,,,,,
player,201412150chi,chi,CareKa00,rush_att,1,,,,,
player,201412150chi,chi,CareKa00,rush_yds,4,,,,,
player,201412150chi,chi,CareKa00,rush_td,0,,,,,
player,201412150chi,chi,CareKa00,rush_long,4,,,,,
player,201412150chi,chi,CareKa00,targets,3,,,,,
player,201412150chi,chi,CareKa00,rec,3,,,,,
player,201412150chi,chi,CareKa00,rec_yds,39,,,,,
player,201412150chi,chi,CareKa00,rec_td,0,,,,,
player,201412150chi,chi,CareKa00,rec_long,18,,,,,
player,201412150chi,chi,CareKa00,fumbles,0,,,,,
player,201412150chi,chi,CareKa00,fumbles_lost,0,,,,,
player,201412150chi,chi,McCrDa00,pass_cmp,0,,,,,
player,201412150chi,chi,McCrDa00,pass_att,0,,,,,
player,201412150chi,chi,McCrDa00,pass_yds,0,,,,,
player,201412150chi,chi,McCrDa00,pass_td,0,,,,,
player,201412150chi,chi,McCrDa00,pass_int,0,,,,,
player,201412150chi,chi,McCrDa00,pass_sacked,0,,,,,
player,201412150chi,chi,McCrDa00,pass_sacked_yds,0,,,,,
player,201412150chi,chi,McCrDa00,pass_long,0,,,,,
player,201412150chi,chi,McCrDa00,pass_rating,,,,,,
player,201412150chi,chi,McCrDa00,rush_att,1,,,,,
player,201412150chi,chi,McCrDa00,rush_yds,2,,,,,
player,201412150chi,chi,McCrDa00,rush_td,0,,,,,
player,201412150chi,chi,McCrDa00,rush_long,2,,,,,
player,201412150chi,chi,McCrDa00,targets,0,,,,,
player,201412150chi,chi,McCrDa00,rec,0,,,,,
player,201412150chi,chi,McCrDa00,rec_yds,0,,,,,
player,201412150chi,chi,McCrDa00,rec_td,0,,,,,
player,201412150chi,chi,McCrDa00,rec_long,0,,,,,
player,201412150chi,chi,McCrDa00,fumbles,0,,,,,
player,201412150chi,chi,McCrDa00,fumbles_lost,0,,,,,
player,201412150chi,chi,JeffAl00,pass_cmp,0,,,,,
player,201412150chi,chi,JeffAl00,pass_att,0,,,,,
player,201412150chi,chi,JeffAl00,pass_yds,0,,,,,
player,201412150chi,chi,JeffAl00,pass_td,0,,,,,
player,201412150chi,chi,JeffAl00,pass_int,0,,,,,
player,201412150chi,chi,JeffAl00,pass_sacked,0,,,,,
player,201412150chi,chi,JeffAl00,pass_sacked_yds,0,,,,,
player,201412150chi,chi,JeffAl00,pass_long,0,,,,,
player,201412150chi,chi,JeffAl00,pass_rating,,,,,,
player,201412150chi,chi,JeffAl00,rush_att,0,,,,,
player,201412150chi,chi,JeffAl00,rush_yds,0,,,,,
player,201412150chi,chi,JeffAl00,rush_td,0,,,,,
player,201412150chi,chi,JeffAl00,rush_long,0,,,,,
player,201412150chi,chi,JeffAl00,targets,9,,,,,
player,201412150chi,chi,JeffAl00,rec,4,,,,,
player,201412150chi,chi,JeffAl00,rec_yds,78,,,,,
player,201412150chi,chi,JeffAl00,rec_td,1,,,,,
player,201412150chi,chi,JeffAl00,rec_long,35,,,,,
player,201412150chi,chi,JeffAl00,fumbles,0,,,,,
player,201412150chi,chi,JeffAl00,fumbles_lost,0,,,,,
player,201412150chi,chi,BennMa00,pass_cmp,0,,,,,
player,201412150chi,chi,BennMa00,pass_att,0,,,,,
player,201412150chi,chi,BennMa00,pass_yds,0,,,,,
player,201412150chi,chi,BennMa00,pass_td,0,,,,,
player,201412150chi,chi,BennMa00,pass_int,0,,,,,
player,201412150chi,chi,BennMa00,pass_sacked,0,,,,,
player,201412150chi,chi,BennMa00,pass_sacked_yds,0,,,,,
player,201412150chi,chi,BennMa00,pass_long,0,,,,,
player,201412150chi,chi,BennMa00,pass_rating,,,,,,
player,201412150chi,chi,BennMa00,rush_att,0,,,,,
player,201412150chi,chi,BennMa00,rush_yds,0,,,,,
player,201412150chi,chi,BennMa00,rush_td,0,,,,,
player,201412150chi,chi,BennMa00,rush_long,0,,,,,
player,201412150chi,chi,BennMa00,targets,6,,,,,
player,201412150chi,chi,BennMa00,rec,4,,,,,
player,201412150chi,chi,BennMa00,rec_yds,36,,,,,
player,201412150chi,chi,BennMa00,rec_td,0,,,,,
player,201412150chi,chi,BennMa00,rec_long,12,,,,,
player,201412150chi,chi,BennMa00,fumbles,0,,,,,
player,201412150chi,chi,BennMa00,fumbles_lost,0,,,,,
player,201412150chi,chi,WilsMa02,pass_cmp,0,,,,,
player,201412150chi,chi,WilsMa02,pass_att,0,,,,,
player,201412150chi,chi,WilsMa02,pass_yds,0,,,,,
player,201412150chi,chi,WilsMa02,pass_td,0,,,,,
player,201412150chi,chi,WilsMa02,pass_int,0,,,,,
player,201412150chi,chi,WilsMa02,pass_sacked,0,,,,,
player,201412150chi,chi,WilsMa02,pass_sacked_yds,0,,,,,
player,201412150chi,chi,WilsMa02,pass_long,0,,,,,
player,201412150chi,chi,WilsMa02,pass_rating,,,,,,
player,201412150chi,chi,WilsMa02,rush_att,0,,,,,
player,201412150chi,chi,WilsMa02,rush_yds,0,,,,,
player,201412150chi,chi,WilsMa02,rush_td,0,,,,,
player,201412150chi,chi,WilsMa02,rush_long,0,,,,,
player,201412150chi,chi,WilsMa02,targets,5,,,,,
player,201412150chi,chi,WilsMa02,rec,3,,,,,
player,201412150chi,chi,WilsMa02,rec_yds,16,,,,,
player,201412150chi,chi,WilsMa02,rec_td,1,,,,,
player,201412150chi,chi,WilsMa02,rec_long,8,,,,,
player,201412150chi,chi,WilsMa02,fumbles,0,,,,,
player,201412150chi,chi,WilsMa02,fumbles_lost,0,,,,,
player,201412150chi,chi,RosaDa00,pass_cmp,0,,,,,
player,201412150chi,chi,RosaDa00,pass_att,0,,,,,
player,201412150chi,chi,RosaDa00,pass_yds,0,,,,,
player,201412150chi,chi,RosaDa00,pass_td,0,,,,,
player,201412150chi,chi,RosaDa00,pass_int,0,,,,,
player,201412150chi,chi,RosaDa00,pass_sacked,0,,,,,
player,201412150chi,chi,RosaDa00,pass_sacked_yds,0,,,,,
player,201412150chi,chi,RosaDa00,pass_long,0,,,,,
player,201412150chi,chi,RosaDa00,pass_rating,,,,,,
player,201412150chi,chi,RosaDa00,rush_att,0,,,,,
player,201412150chi,chi,RosaDa00,rush_yds,0,,,,,
player,201412150chi,chi,RosaDa00,rush_td,0,,,,,
player,201412150chi,chi,RosaDa00,rush_long,0,,,,,
player,201412150chi,chi,RosaDa00,targets,2,,,,,
player,201412150chi,chi,RosaDa00,rec,1,,,,,
player,201412150chi,chi,RosaDa00,rec_yds,4,,,,,
player,201412150chi,chi,RosaDa00,rec_td,0,,,,,
player,201412150chi,chi,RosaDa00,rec_long,4,,,,,
player,201412150chi,chi,RosaDa00,fumbles,0,,,,,
player,201412150chi,chi,RosaDa00,fumbles_lost,0,,,,,
player,201412150chi,nor,WarrPi00,def_int,2,,,,,
player,201412150chi,nor,WarrPi00,def_int_yds,53,,,,,
player,201412150chi,nor,WarrPi00,def_int_td,0,,,,,
player,201412150chi,nor,WarrPi00,def_int_long,32,,,,,
player,201412150chi,nor,WarrPi00,pass_defended,2,,,,,
player,201412150chi,nor,WarrPi00,sacks,0.0,,,,,
player,201412150chi,nor,WarrPi00,tackles_combined,2,,,,,
player,201412150chi,nor,WarrPi00,tackles_solo,2,,,,,
player,201412150chi,nor,WarrPi00,tackles_assists,0,,,,,
player,201412150chi,nor,WarrPi00,tackles_loss,0,,,,,
player,201412150chi,nor,WarrPi00,qb_hits,0,,,,,
player,201412150chi,nor,WarrPi00,fumbles_rec,0,,,,,
player,201412150chi,nor,WarrPi00,fumbles_rec_yds,0,,,,,
